FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
sifon.136,125691,486712,970,Zeeburg syphon,25G-314,25G-314-01,Zeeburg syphon,Syphon in het IJ-meer onder het Amsterdam-Rijnkanaal,Sifon,Nat,HWS,,,125.691,486.712,1939,25G-314-00,887,Waterschap/Waterschap,887,,,POINT (125691 486712)
sifon.222,135650,451436,1523,Noordergemaal en sifon,31H-400,31H-400-02,Sifon Noordergemaal,Sifon Noordergemaal onder het Amsterdam - Rijnkanaal (3 buizen),Sifon,Nat,HWS,,,135.65,451.436,1974,31H-400-00,1676,RWS MN / MN District Zuid,1676,,,POINT (135650 451436)
sifon.380,155109,439185,2132,Sifon Maurikse Wetering,39B-400,39B-400-02,Sifon Maurikse Wetering,Sifon Maurikse Wetering onder het Amsterdam-Rijnkanaal,Sifon,Nat,HWS,,,155.109,439.185,1975,39B-400-00,1676,RWS MN / MN District Zuid,1676,,,POINT (155109 439185)
sifon.445,133437,413778,2378,Gansoyen,44F-305,44F-305-01,Sifon Gansoyen,Sifon onder het Afwateringskanaal 's-Hertogenbosch - Drongelen,Sifon,Nat,HWS,,,133.437,413.778,1909,44F-305-00,1682,RWS ZN / ZN District West,1682,,,POINT (133437 413778)
sifon.447,123140,403630,2386,Dongeduiker,44G-302,44G-302-01,Dongeduiker,Sifon onder het Wilhelminakanaal,Sifon,Nat,HWS,,,123.14,403.63,1981,44G-302-00,1682,RWS ZN / ZN District West,1682,,,POINT (123140 403630)
sifon.457,152700,410500,2450,Poeldonk,45D-309,45D-309-01,Poeldonk,Sifon onder de N266 naar de Zuid-Willemsvaart,Sifon,Nat,HWS,,,152.7,410.5,1969,45D-309-00,887,Waterschap/Waterschap,887,,,POINT (152700 410500)
sifon.458,154290,409961,2451,Dungenseloop,45D-310,45D-310-01,Dungenseloop,Sifon onder de Zuid-Willemsvaart,Sifon,Nat,HWS,,,154.29,409.961,1923,45D-310-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (154290 409961)
sifon.460,160656,405900,2460,Biezenloop,45G-102,45G-102-01,Biezenloop,Sifon onder de Zuid-Willemsvaart in de Biezenloop,Sifon,Nat,HWS,,,160.656,405.9,1993,45G-102-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (160656 405900)
sifon.484,74900,379760,2587,Bathse Syphon,49D-355,49D-355-01,naam onbekend,Syphon in Koppelsloot onder het Spuikanaal,Sifon,,HWN,,niet RW,74.9,379.76,1982,49D-355-00,880,Geen beheerder/Gesloopt/niet uitgevoerd,880,,,POINT (74900 379760)
sifon.485,75160,379780,2588,Syphon,49D-356,49D-356-01,Syphon,Syphon onder Schelde-Rijn kanaal,Sifon,Nat,HWS,,,75.16,379.78,1971,49D-356-00,1672,RWS ZD / ZD District Noord,1672,,,POINT (75160 379780)
sifon.505,139852,391144,2641,De Stroom,50F-116,50F-116-01,De Stroom,Sifon onder het Wilhelminakanaal,Sifon,Nat,HWS,,,139.852,391.144,1920,50F-116-00,1682,RWS ZN / ZN District West,1682,,,POINT (139852 391144)
sifon.506,136241,395603,2642,Oude Ley,50F-117,50F-117-01,Oude Ley,Sifon onder het Wilhelminakanaal,Sifon,Nat,HWS,,,136.241,395.603,1918,50F-117-00,1682,RWS ZN / ZN District West,1682,,,POINT (136241 395603)
sifon.507,136182,395773,2643,Nieuwe Ley,50F-118,50F-118-01,Nieuwe Ley,Sifon onder het Wilhelminakanaal,Sifon,Nat,HWS,,,136.182,395.773,1918,50F-118-00,1682,RWS ZN / ZN District West,1682,,,POINT (136182 395773)
sifon.510,140536,390771,2660,Reusel,51A-303,51A-303-01,Reusel,Sifon in de Reusel onder het Wilhelminakanaal,Sifon,Nat,HWS,,,140.536,390.771,1918,51A-303-00,1682,RWS ZN / ZN District West,1682,,,POINT (140536 390771)
