peilmerk,nap-hoogte,beschrijving_locatie,adres,status,x-rd-km,y-rd-km,muurvlak,x-muur-cm,y-muur-cm,soort_bout,plaatsingsjaar,laatst_gecontroleerd_visueel,laatst_gecontroleerd_gemeten,latitude,longitude
tbg290,"   14,952",flatgebouw hoek academielaan,professor cobbenhagenlaan    tilburg,publicabel,132066.28,396896.01,o,-27,50,p.w.t. bou,1970,20170112,20170112,51.5605419,5.05647669
tbg293,"   14,114",flatgebouw hoek vlierlaan,hoflaan    tilburg,publicabel,130801.69,398747.21,no,25,70,p.w.t. bou,1970,20170112,20170112,51.5771284,5.03811268
tbg294,"   12,766",rioolgemaal,hoflaan 140  tilburg,publicabel,130354.52,398878.17,n,17,39,p.w.t. bou,1970,20170112,20170112,51.5782861,5.03165265
tbg295,"   13,485",school,baden powellaan 116  tilburg,publicabel,130370,398573.26,n,22,40,p.w.t. bou,1970,20170112,20170112,51.5755461,5.03189741
tbg296,"   12,103",rioolzuiveringsinstallatie,top naeffdreef 49  tilburg,publicabel,130128.99,398253.79,o,25,46,p.w.t. bou,1970,20170112,20170112,51.5726639,5.02844344
tbg297,"   13,575",verwarmingscentrale,marie koenenlaan 2  tilburg,publicabel,130601.65,398230.63,n,27,51,p.w.t. bou,1970,20170112,20170112,51.5724765,5.03526291
tbg298,"   15,204",hoek cuneratorenstraat,professor verbernelaan 83  tilburg,publicabel,131375.86,397202.86,w,-32,56,p.w.t. bou,1970,20170112,20170112,51.5632715,5.04649972
tbg310,"   13,918", ,massenetlaan 7  tilburg,publicabel,133225.61,399262.11,o,45,33,p.w.t. bou,1970,20170112,20170112,51.5818557,5.07304794
tbg311,"   14,098", ,mascagnistraat 119  tilburg,publicabel,133180.61,399686.95,o,-52,21,p.w.t. bou,1970,20170112,20170112,51.5856726,5.07237223
tbg312,"   13,219", ,puccinistraat 319  tilburg,publicabel,133220.72,400126.43,z,51,32,p.w.t. bou,1970,20170112,20170112,51.5896244,5.07292363
tbg313,"   13,379",flatgebouw,perosihof 133  tilburg,publicabel,133324.04,400474.61,o,-31,47,p.w.t. bou,1970,20170112,20170112,51.5927580,5.07439297
tbg320,"   13,515",gevel hoek vlashoflaan,strausslaan 1  tilburg,publicabel,134027.07,400148.77,n,13,38,p.w.t. bou,1970,20170112,20170112,51.5898559,5.08455785
tbg321,"   13,551",oostgevel hoek bartokstraat,sibeliusstraat 4  tilburg,publicabel,134269.3,400225.33,o,6,40,p.w.t. bou,1970,20170112,20170112,51.5905530,5.08804869
tbg322,"   13,620",gevel,griegstraat 104  tilburg,publicabel,134554.19,400283.95,n,45,33,p.w.t. bou,1970,20170112,20170112,51.5910904,5.09215629
tbg325,"   13,479",ptt-centrale hoek offenbachstraat,von suppestraat    tilburg,publicabel,134372.02,399703.01,n,-22,44,p.w.t. bou,1970,20170112,20170112,51.5858620,5.08956173
tbg326,"   13,800",trappenhal flat,schubertstraat 580  tilburg,publicabel,134282.34,399262.6,w,63,22,p.w.t. bou,1970,20170112,20170112,51.5819000,5.08829382
tbg327,"   13,663",flat,schubertstraat 242  tilburg,publicabel,134596.96,399239.26,zw,-22,45,p.w.t. bou,1970,20170112,20170112,51.5817018,5.09283435
tbg328,"   13,469",flat,schubertstraat 18  tilburg,publicabel,134665.26,399504.72,n,-34,37,p.w.t. bou,1970,20170112,20170112,51.5840903,5.09380433
tbg330,"   13,773",hoogspanningsgebouw,sweelincklaan 450  tilburg,publicabel,135334.48,399357.53,o,-44,22,p.w.t. bou,1970,20170112,20170112,51.5827911,5.10346821
tbg331,"   13,984", ,obrechtstraat 29  tilburg,publicabel,135326.6,399691.78,n,7,23,p.w.t. bou,1970,20170112,20170112,51.5857953,5.10333574
tbg334,"   14,951",flat,wandelboslaan 350  tilburg,publicabel,131764.92,397666.57,w,-11,75,p.w.t. bou,1970,20170112,20170112,51.5674557,5.05207980
tbg335,"   15,697",hoek schouwburgring,louis bouwmeesterplein 1  tilburg,publicabel,133866,396218.24,w,24,40,onbekend,onbekend,20170112,20170112,51.5545203,5.08247067
tbg400,"   16,414",bout in voorgevel kerk,heuvel 122  tilburg,publicabel,134457.54,396580.34,w,33,105,aluminium ,1990,20170112,20170112,51.5577970,5.09097873
tbg402,"    9,665", ,reeshofdijk 33a tilburg,publicabel,128682.83,398716.86,w,-80,45,onbekend,onbekend,20170112,20170112,51.5767604,5.00754862
tbg406,"   13,084", ,enschotsebaan 31  berkel-enschot,publicabel,136813.93,398234.73,no,-53,38,p.w.t. bou,1987,20170112,20170112,51.5727487,5.12487166
tbg407,"    8,610",schakelstation,giethoornsingel 21  tilburg,publicabel,128746.27,399213.15,w,-26,43,onbekend,1988,20170112,20170112,51.5812242,5.00842658
tbg408,"    8,897",rioolgemaal,gronsveldlaan 8  tilburg,publicabel,128997.22,399117.63,w,33,15,onbekend,1986,20170112,20170112,51.5803773,5.01205417
tbg410,"   14,093",rioolgemaal,beeklaan 6  tilburg,publicabel,131537.78,395770.65,o,30,-20,p.w.t. bou,onbekend,20170112,20170112,51.5504049,5.04893069
tbg412,"    7,452",brug,loosduinenstraat    tilburg,publicabel,128150.12,400149.64,z,-20,-28,p.w.t. bou,1993,20170112,20170112,51.5896136,4.99975402
tbg423,"    7,669",schuur,meerensteinstraat 22  tilburg,publicabel,127427.62,400451.24,zo,147,29,p.w.t. bou,1995,20170112,20170112,51.5922895,4.98930473
tbg424,"    6,611","duiker nabij fuji, hoek gesworenhoekseweg",duinbergseweg    tilburg,publicabel,128641.72,401029.8,w,26,-12,onbekend,onbekend,20170112,20170112,51.5975481,5.00678142
tbg426,"    7,226",trafo,ransdorpstraat 2  tilburg,publicabel,126663.4,400040.17,n,32,31,onbekend,2003,20170112,20170112,51.5885566,4.97830985
tbg427,"    8,542",trafo,oestgeeststraat 279  tilburg,publicabel,127363.76,398543.14,o,70,14,onbekend,onbekend,20170112,20170112,51.5751356,4.98853383
tbg429,"    7,247",trafo,rustburgstraat 1  tilburg,publicabel,126917.18,400180.77,z,31,32,onbekend,onbekend,20170112,20170112,51.5898332,4.98196047
tbg451,"   17,835",zuidwest vleugelmuur viaduct over spoor,burgemeester baron van voorst tot voorstweg    tilburg,publicabel,129379.53,397942.13,w,-55,-10,onbekend,2002,20170112,20170112,51.5698289,5.01765570
tbg452,"    8,327",zuidwest vleugelmuur fietstunnel,koewachtpad    tilburg,publicabel,128247.6,398190.9,o,-22,-18,onbekend,2002,20170112,20170112,51.5720123,5.00131029
tbg453,"   14,083",trafo,alleta jacobsweg    tilburg,publicabel,130940.16,393970.74,zo,-9,30,onbekend,2002,20170112,20170112,51.5342012,5.04043801
tbg454,"   13,721",rioolgemaal,weteringlaan 93  tilburg,publicabel,130680.66,395446.66,zo,-15,24,onbekend,2002,20170112,20170112,51.5474563,5.03659573
tbg456,"    8,201",trafo,dongewijkdreef 2  tilburg,publicabel,127484.47,399300.97,w,414,20,onbekend,2002,20170112,20170112,51.5819532,4.99021554
tbg457,"    7,811",rioolgemaal,maalbergenstraat 37  tilburg,publicabel,127773.09,399936.17,zw,16,14,aluminium ,2002,20170112,20170112,51.5876767,4.99433016
tbg458,"    8,687",trafo hoek huibevendreef,heerenveldendreef 12  tilburg,publicabel,128549.97,399024.28,w,-17,19,onbekend,2002,20170112,20170112,51.5795173,5.00560880
tbg459,"    8,257",stadsverwarmingshuisje,bijsterveldenlaan 2  tilburg,publicabel,128557.39,399925.7,n,21,21,onbekend,2002,20170112,20170112,51.5876200,5.00564776
tbg460,"    7,542",brug over donge,middeldijkdreef    tilburg,publicabel,126716.13,400555.95,no,-87,-24,onbekend,2002,20170112,20170112,51.5931953,4.97902902
tbg461,"    6,370",duiker,soerendonklaan    tilburg,publicabel,126488.71,399614.52,w,-12,-13,onbekend,2002,20170112,20170112,51.5847219,4.97582384
tbg462,"    7,759",muur achterzijde,slikkenburghof 11  tilburg,publicabel,126466.88,399123.78,nw,-44,-48,onbekend,2002,20170112,20170112,51.5803098,4.97554887
tbg463,"    8,225",garage,slagharenerf 8  tilburg,publicabel,126483.44,398811.99,w,21,35,onbekend,2002,20170112,20170112,51.5775082,4.97581317
tbg464,"   10,623",muur politiebureau,karel boddenweg 9  tilburg,publicabel,129774.14,398947.04,zw,33,51,onbekend,2002,20170112,20170112,51.5788794,5.02327500
tbg465,"   14,192",viaduct over wilhelminakanaal,burgemeester baron van voorst tot voorstweg    tilburg,publicabel,130098.13,399443.75,w,-138,-6,onbekend,2002,20170112,20170112,51.5833585,5.02791369
tbg466,"    8,636","stadsverwarmingshuisje, hoek heieinde",apollostraat 101 tilburg,publicabel,129487.7,400296.67,o,-41,25,onbekend,2002,20170112,20170112,51.5909975,5.01904435
tbg468,"    8,613", ,hulteneindsestraat 15a hulten,publicabel,125960,399180,n,50,28,onbekend,2002,20170112,20170112,51.5807892,4.96823155
tbg469,"    7,575", ,langendijk 81  tilburg,publicabel,127225.61,399929.6,z,-7,36,onbekend,2003,20170112,20170112,51.5875909,4.98643100
tbg470,"    6,802",duiker,langendijk    tilburg,publicabel,128886.95,399517.17,n,10,13,onbekend,2002,20170112,20170112,51.5839634,5.01043352
tbg477,"    6,742",trafo,burgemeester letschertweg 199  tilburg,publicabel,127533.5,402186.88,o,23,8,ijzeren bo,2002,20170112,20170112,51.6078953,4.99069636
tbg480,"   10,472",pilaster,prinsenhoef 6  tilburg,publicabel,125755.63,397253.85,n,25,11,ijzeren bo,2002,20170112,20170112,51.5634656,4.96544394
tbg482,"   11,646",trafo,hultenseweg 18  tilburg,publicabel,125253.5,396290.39,o,-16,40,ijzeren bo,2002,20170112,20170112,51.5547793,4.95828428
tbg483,"   14,650",hoek von weberstraat,goirkekanaaldijk 1  tilburg,publicabel,133998.34,398967.39,z,-15,44,ijzeren bo,2002,20170112,20170112,51.5792360,5.08421412
tbg484,"   13,592",rkk heikant,de schans 121  tilburg,publicabel,134497.17,399876.36,z,23,37,ijzeren bo,2002,20170112,20170112,51.5874247,5.09135734
tbg487,"    8,685","fietstunnel koolhoven, zuidwest vleugelmuur",vreeswijkpad    tilburg,publicabel,126934.01,398485.79,o,55,-28,ijzeren bo,2005,20170112,20170112,51.5745988,4.98233920
tbg490,"   11,385", ,kreitenmolenstraat 205  udenhout,publicabel,139510.09,401416.73,zw,-55,49,ijzeren bo,2009,20170112,20170112,51.6014309,5.16362205
tbg491,"   11,427",schuur tegenover hoolstraat 8,hoolstraat    udenhout,publicabel,138875.07,401002.08,zw,730,21,ijzeren bo,2009,20170112,20170112,51.5976859,5.15447543
tbg493,"   14,552", ,edisonlaan 107  tilburg,publicabel,133956.64,395107.27,z,22,41,ijzeren bo,2009,20170112,20170112,51.5445378,5.08384424
tbg494,"   13,179",trafo,juraweide 360  tilburg,publicabel,134553.79,394261.77,o,-11,23,ijzeren bo,2009,20170112,20170112,51.5369600,5.09250177
tbg495,"   13,655", ,abcovenseweg 42  tilburg,publicabel,133902.88,393904.62,o,-43,17,ijzeren bo,2009,20170112,20170112,51.5337257,5.08314156
tbg496,"   13,291","euroscoop stappegoor, onder wilkin sports",professor goossenslaan 24  tilburg,publicabel,133344.27,394389.93,z,38,19,ijzeren bo,2009,20170112,20170112,51.5380667,5.07506085
tbg497,"   15,709","betonnen voet portaal a58, hmp 39,7",rijksweg 58    tilburg,publicabel,132042.3,394436.27,zo,9,-15,ijzeren bo,2009,20170112,20170112,51.5384316,5.05629189
tbg498,"   13,538",trafo,dongepad 33  tilburg,publicabel,130861.06,394955.51,nw,20,10,ijzeren bo,2009,20170112,20170112,51.5430494,5.03923026
tbg499,"    8,432",uitstroombak duiker nabij school koolhoven,koolhovenlaan    tilburg,publicabel,126889.72,398249.75,n,6,-5,ijzeren bo,2009,20170112,20170112,51.5724750,4.98171927
tbg500,"    9,779", ,vierhoutenstraat 12  tilburg,publicabel,126339.49,398326.99,z,28,46,ijzeren bo,2009,20170112,20170112,51.5731415,4.97377625
tbg532,"   12,703",haakgebouw koningsoord,pandgang 2  berkel-enschot,publicabel,137621.06,399739.99,zo,5,51,ijzeren bo,2016,20170112,20170112,51.5863042,5.13643952
tbg533,"   11,934",bovenkant rioolgemaal,liguster 2  berkel-enschot,publicabel,137010.27,400082.35,z,10,12,ijzeren bo,2018,20181119,20181119,51.5893623,5.12760891
tbg501,"   10,857",winkel boerenbond,kreitenmolenstraat 151  udenhout,publicabel,138799.68,402097.11,zo,12,38,ijzeren bo,2009,20170112,20170112,51.6075264,5.15333669
tbg502,"   14,962",rioolput duiker,maidstone    tilburg,publicabel,131370.62,393905.89,no,-4,-3,ijzeren bo,2009,20170112,20170112,51.5336365,5.04664627
tbg503,"   14,235",trafo,reitse hoevenstraat 34  tilburg,publicabel,132480.96,397914.84,w,33,17,ijzeren bo,2009,20170112,20170112,51.5697164,5.06239117
tbg504,"    8,439","tunnel onder spoorbaan hmp 23,5",burgemeester letschertweg    tilburg,publicabel,126153.81,398590.28,w,-322,-5,ijzeren bo,2009,20170112,20170112,51.5754985,4.97107622
tbg505,"    8,900","uitstroombak, hoek vurenstraat",vreeswijkstraat    tilburg,publicabel,126817.22,398006.87,o,30,-5,ijzeren bo,2009,20170112,20170112,51.5702882,4.98069304
tbg506,"    8,866","uitstroombak, hoek vlagtweddestraat",vlodropstraat    tilburg,publicabel,126087.48,398041.19,n,36,-7,ijzeren bo,2009,20170112,20170112,51.5705597,4.97016472
tbg507,"   11,296","betonnen overstortput, hoek meikers",jonagold    berkel-enschot,publicabel,137074.66,398826.35,zw,-12,-9,ijzeren bo,2011,20170112,20170112,51.5780748,5.12860232
tbg508,"   12,674",pilaster viaduct over koningsoordlaan,burgemeester bechtweg    berkel-enschot,publicabel,136800.59,398801.24,zo,-334,45,ijzeren bo,2011,20170112,20170112,51.5778403,5.12464981
tbg509,"   12,369","betonnen overstortput, hoek klaproosstraat",guldenrode    berkel-enschot,publicabel,137273.15,398499.06,no,66,55,ijzeren bo,2011,20170112,20170112,51.5751393,5.13148235
tbg511,"    5,837",betonnen overstortput ,asteriastraat    tilburg,publicabel,127552.85,401845.51,o,130,-7,ijzeren bo,2011,20170112,20170112,51.6048279,4.99100249
tbg139,"   14,546",linker pilaster maria monument,lange nieuwstraat    tilburg,publicabel,133843.91,397169.25,z,-28,64,ijzeren bo,1955,20170112,20170112,51.5630677,5.08209478
tbg148,"   14,134", ,leo xiii straat 39  tilburg,publicabel,133814.32,397867.7,z,21,51,ijzeren bo,1955,20170112,20170112,51.5693446,5.08162583
tbg152,"   14,014",hoek bisschop van de venstraat,groeseindstraat 48  tilburg,publicabel,134322.09,397921.55,nw,-27,50,ijzeren bo,1955,20170112,20170112,51.5698475,5.08894646
tbg159,"   13,337",hoek nautilusstraat,kapitein nemostraat 85  tilburg,publicabel,135686.89,397705.22,zw,-15,49,ijzeren bo,1955,20170112,20170112,51.5679516,5.10864377
tbg182,"   13,629", ,ringbaan noord 240  tilburg,publicabel,133573.86,398649.3,n,22,44,ijzeren bo,1955,20170112,20170112,51.5763608,5.07810978
tbg183,"   13,927", ,ringbaan noord 186  tilburg,publicabel,133744.06,398656.36,n,-35,54,ijzeren bo,1955,20170112,20170112,51.5764308,5.08056460
tbg186,"   13,580",hoek kasteeldreef,van hogendorpstraat 41  tilburg,publicabel,133584.39,398339.46,zo,22,50,ijzeren bo,1955,20170112,20170112,51.5735762,5.07828062
tbg207,"   14,318",hoek coba pulskenslaan,rooseveltplein 1  tilburg,publicabel,132527.54,395337.84,zw,-27,31,ijzeren bo,1955,20170112,20170112,51.5465550,5.06322820
tbg210,"   14,614", ,johannes van zantenstraat 38  tilburg,publicabel,132330.19,395540.03,nw,-29,60,ijzeren bo,1955,20170112,20170112,51.5483644,5.06037010
tbg211,"   15,884", ,van dijckstraat 22  tilburg,publicabel,132699.24,395898.49,nw,29,24,ijzeren bo,1955,20170112,20170112,51.5516012,5.06566781
tbg212,"   16,617",rk kerk,ringbaan west 300  tilburg,publicabel,132490.14,396053.1,nw,11,69,ijzeren bo,1955,20170112,20170112,51.5529826,5.06264313
tbg213,"   15,709",hoogspanningsgebouw,burgemeester jansenstraat 26  tilburg,publicabel,132199.54,396130.02,w,23,50,ijzeren bo,1955,20170112,20170112,51.5536623,5.05844819
tbg214,"   15,566",hoek piet retiefstraat,generaal kockstraat 1  tilburg,publicabel,133397.94,395326.4,n,46,85,p.w.t. bou,1955,20170112,20170112,51.5464862,5.07577677
tbg215,"   14,456",gas hogedrukgebouw,oerlesestraat 57  tilburg,publicabel,133754.54,395403.79,z,-22,15,ijzeren bo,1955,20170112,20170112,51.5471955,5.08091289
tbg218,"   14,244", ,st. annaplein 21  tilburg,publicabel,133638.2,396071.01,w,-61,21,ijzeren bo,1955,20170112,20170112,51.5531884,5.07919505
tbg219,"   13,535", ,nieuwstraat 124  tilburg,publicabel,133677.74,395759.28,n,284,25,ijzeren bo,1955,20170112,20170112,51.5503879,5.07978410
tbg223,"   13,971", ,karpatenlaan 160  tilburg,publicabel,133887.24,394586.13,w,-62,21,ijzeren bo,1955,20170112,20170112,51.5398509,5.08287515
tbg234,"   14,407",monument hoek groenstraat,ringbaan zuid    tilburg,publicabel,135047.01,395385.91,zo,22,-16,ijzeren bo,1955,20170112,20170112,51.5470821,5.09954672
tbg239,"   14,167",hoek lancierstraat,piushaven 11 tilburg,publicabel,134924.71,396021,z,28,30,ijzeren bo,1955,20170112,20170112,51.5527862,5.09774725
tbg241,"   14,000",hoek jan backstraat,van de coulsterstraat 73  tilburg,publicabel,134658.08,395747.64,o,17,36,ijzeren bo,1955,20170112,20170112,51.5503196,5.09391877
tbg246,"   14,542",sacramentskerk,ringbaan oost 180  tilburg,publicabel,135382.89,396831.18,w,-146,82,ijzeren bo,1955,20170112,20170112,51.5600847,5.10430807
tbg259,"   14,429",muur pastorie fatima kruisvaardersstraat,fatimastraat 26  tilburg,publicabel,135036.49,395711.65,w,32,57,ijzeren bo,1955,20170112,20170112,51.5500096,5.09937652
tbg264,"   13,320", ,leharstraat 16  tilburg,publicabel,134050.57,399943.65,zw,-26,72,p.w.t. bou,1955,20170112,20170112,51.5880131,5.08490923
tbg271,"   16,081", ,guido gezellestraat 2  tilburg,publicabel,132563.09,394753.55,n,32,60,p.w.t. bou,1958,20170112,20170112,51.5413045,5.06377806
tbg273,"   15,214", ,st. ceciliastraat 1  tilburg,publicabel,133285.44,396959.43,o,-170,35,p.w.t. bou,1959,20170112,20170112,51.5611604,5.07405383
tbg274,"   14,579", ,tobias asserlaan 1  tilburg,publicabel,132146.49,397631.32,o,21,30,p.w.t. bou,1970,20170112,20170112,51.5671545,5.05758542
tbg275,"   14,679", ,jacques oppenheimstraat 2  tilburg,publicabel,131981.65,397878.04,n,-21,40,p.w.t. bou,1970,20170112,20170112,51.5693654,5.05519177
tbg277,"   13,930",hoek marsstraat,jupiterstraat    tilburg,publicabel,132403.41,398456.58,n,-17,50,p.w.t. bou,1970,20170112,20170112,51.5745827,5.06123769
tbg279,"   14,454",hoek findelstraat,mokmerstraat 2  tilburg,publicabel,131642.47,398022.17,n,-26,26,p.w.t. bou,1970,20170112,20170112,51.5706469,5.05029003
tbg283,"   14,006",lage witsiebaan,kruidenlaan 1  tilburg,publicabel,131138.46,398659.76,z,49,45,p.w.t. bou,1970,20170112,20170112,51.5763567,5.04297685
tbg284,"   13,822", ,lage witsiebaan 179  tilburg,publicabel,131529.74,398538.71,z,-22,25,p.w.t. bou,1970,20170112,20170112,51.5752852,5.04862942
tbg285,"   14,768",hoek baden powellaan,europalaan 62  tilburg,publicabel,131381.82,398172.04,n,-51,27,p.w.t. bou,1970,20170112,20170112,51.5719832,5.04652035
