ID,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NR,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE
3519436,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,44.936952,"44,936952",Randstad Zuid,RZ,3,Rotterdam,KUNSTWERKEN,Rotterdam,94817.110497,435161.4725,51.9017035954789,4.51272293074663,KUNSTWERKEN,Randstad Zuid,RZ,Prorail,L0004,bestaand,100.239783,283,b820c46f2e0042709e30c2706ccd3449,0,,2022/02/01 16:26:49+00
3519769,803,h,803,803_h,Delfzijl Stamlijn Havenschap,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,101.149095,"101,149095",Noord-Oost,NO,37,Groningen,KUNSTWERKEN,Wadden,257645.062752,594542.079,53.3274301950059,6.92783346083311,KUNSTWERKEN,Noord-Oost,NO,Waterschap Hunze en Aa's,W0646,bestaand,280.421597,283,ccbeb136ffea4c1e95dc6b9bd4b62183,0,,2020/07/07 06:39:20+00
3519829,,,,,,,,,,,,,,,,257582.674601,594579.0525,53.3277743053142,6.92690925792996,,,,Waterschap Hunze en Aa's,W0646,bestaand,47.198555,283,d43350d61cd746b0ad25e4f74e2c037a,0,,2018/12/07 15:55:07+00
3520361,,,,,,,,,,,,,,,,92101.507567,430725.021639,51.8615313353138,4.4740784852444,,,,Rotterdam,G0599,bestaand,47.735029,283,16fd01699cef1cac9e050210a7e24119,0,,2015/10/02 14:06:25+00
3520511,,,,,,,,,,,,,,,,60871.417368,387330.8215,51.4671714181445,4.03251978343111,,,,Waterschap Scheldestromen,W0661,bestaand,6.153511,283,49c75262bcd4411094cfdd79d4368d8c,0,,2017/10/13 09:00:04+00
3520513,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,38.459024,"38,459024",Zuid,Z,18,Goes,KUNSTWERKEN,Zeeland,60862.029759,387328.5485,51.4671494236486,4.03238532245372,KUNSTWERKEN,Zuid,Z,Waterschap Scheldestromen,W0661,bestaand,23.074468,283,a19ce8bee5d6493792813634aa936c13,0,,2017/10/13 09:00:04+00
3520514,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,38.460349,"38,460349",Zuid,Z,18,Goes,KUNSTWERKEN,Zeeland,60856.161562,387321.8055,51.4670878466565,4.03230269423428,KUNSTWERKEN,Zuid,Z,Waterschap Scheldestromen,W0661,bestaand,10.027101,283,e44188c0955b4c0e996b9beda196221c,0,,2020/06/08 08:36:15+00
3520519,,,,,,,,,,,,,,,,108048.239556,478322.5845,52.2908867144122,4.69901664246381,,,,Haarlemmermeer,G0394,bestaand,14.063175,283,7a5ef34b1e9c431f9048240b8f67e3fc,1,,2017/10/10 10:13:40+00
3520646,,,,,,,,,,,,,,,,108052.585938,478315.575,52.2908240895177,4.69908131944534,,,,Haarlemmermeer,G0394,bestaand,10.872499,283,a655066cf75645559e33c574f45a52c1,1,,2017/10/10 10:13:40+00
3525896,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,34.679651,"34,679651",Zuid,Z,18,Goes,KUNSTWERKEN,Zeeland,64014.0565,385230.98504,51.4488167688305,4.07827911881183,KUNSTWERKEN,Zuid,Z,Prorail,L0004,bestaand,42.618378,283,c8682e6f17214c09832d0fb1dcbe2522,0,gerealiseerd,2021/11/03 12:07:26+00
