GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,FYSIEK_VOORKOMEN,OPPERVLAKTE,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE,ID,Shape__Area,Shape__Length
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.091561,"35,091561",Randstad Noord,RN,gesloten verharding,27.394691,135938.822,455695.033371,52.0891876081907,5.10908092557448,Prorail,L0004,bestaand,,283,e83da9393819483dbfa2af91f9cd6182,0,gerealiseerd,2020/10/09 10:56:22+00,535052,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.133672,"35,133672",Randstad Noord,RN,gesloten verharding,27.39469,135997.796,455680.678371,52.0890606128985,5.10994220726591,Prorail,L0004,bestaand,,283,bf851c6f649b407cb174dabf9a1d40ae,0,gerealiseerd,2020/10/09 10:56:55+00,535053,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.133663,"35,133663",Randstad Noord,RN,gesloten verharding,27.383156,135996.3215,455679.84587,52.0890530798378,5.10992073945842,Prorail,L0004,bestaand,,283,94bc781ec5bb4c8a84a8d7f91577515d,0,gerealiseerd,2020/10/09 10:54:56+00,535060,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.091542,"35,091542",Randstad Noord,RN,gesloten verharding,27.383155,135937.3475,455694.20087,52.0891800749733,5.10905945785145,Prorail,L0004,bestaand,,283,31a88a56fb534ed18079e2de78faa5d6,0,gerealiseerd,2020/10/09 10:56:41+00,535140,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.133622,"35,133622",Randstad Noord,RN,gesloten verharding,27.387882,136058.4145,455715.355574,52.089374366083,5.1108247562772,Prorail,L0004,bestaand,,283,ed7d8db713c44caf9e39f96fb242bc38,0,gerealiseerd,2020/10/09 10:56:05+00,535141,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.13369,"35,133690",Randstad Noord,RN,gesloten verharding,27.394691,135976.197,455668.321371,52.0889488074233,5.10962774896261,Prorail,L0004,bestaand,,283,0e8c92845e734d8faaba103e858924f0,0,gerealiseerd,2020/10/09 10:54:05+00,535142,0,0
510,b,510,510_b,Elst,Ah-Vl,Arnhem - Venlo ,8.705408,"8,705408",Noord-Oost,NO,gesloten verharding,8.392462,187177.474135,436661.1435,51.9175047864519,5.85491203862881,Prorail,L0004,bestaand,,283,abb9d29c62437767e0530b29a8c00791,0,gerealiseerd,2020/08/07 16:38:10+00,666779,0,0
041,,41,041__,Arnhem - Elst,Ah-Vl,Arnhem - Venlo ,4.594381,"4,594381",Noord-Oost,NO,gesloten verharding,9.131262,186955.8255,440768.090579,51.9544307693216,5.85207244769151,Prorail,L0004,bestaand,,283,87d891a368ba4519967e524ee3f82d7e,0,gerealiseerd,2020/01/10 09:36:03+00,811045,0,0
041,,41,041__,Arnhem - Elst,Ah-Vl,Arnhem - Venlo ,4.59441,"4,594410",Noord-Oost,NO,gesloten verharding,9.056016,186939.3705,440767.121208,51.9544230030545,5.85183298985566,Prorail,L0004,bestaand,,283,1900c116df10442db04dcbaa58dcccbc,0,gerealiseerd,2020/01/10 09:36:03+00,811051,0,0
,,,,,,,,,,,gesloten verharding,43.331155,125051.166,480542.334286,52.3120244183615,4.94802806248494,Prorail,L0004,bestaand,,283,8716d8c6ec3a4adf9ce5527023b6554a,1,,2017/11/27 13:58:04+00,859276,0,0
,,,,,,,,,,,gesloten verharding,24.320863,91814.66994,437862.6705,51.9256474047888,4.46860559243102,Prorail,L0004,bestaand,,283,800aed43ab7a4fe1b52429c768e975fd,1,,2017/11/27 13:58:04+00,859279,0,0
,,,,,,,,,,,gesloten verharding,20.451,91922.8115,437731.506449,51.9244808666004,4.47020163397015,Prorail,L0004,bestaand,,283,d29a607ab9bb422d84c33d7985fc0e3d,1,,2017/11/27 13:58:05+00,861689,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.905684,"83,905684",Randstad Zuid,RZ,gesloten verharding,25.429107,91854.732009,437734.077,51.9244962447919,4.46921155995844,Prorail,L0004,bestaand,,283,b3ff7f7d4cbd4e04842b1659b39fb0c5,1,,2017/11/27 13:58:05+00,861937,0,0
,,,,,,,,,,,gesloten verharding,17.927163,121809.326727,488102.7305,52.3797862846826,4.89974505865775,Prorail,L0004,bestaand,,283,3eef6806ad774a0eaa0fe90d4b8e8604,2,,2019/08/23 17:35:40+00,862191,0,0
544,a,544,544_a,Breda,Bd-Ehv,Breda - Eindhoven ,0.597772,"0,597772",Zuid,Z,gesloten verharding,28.926282,112865.094257,400917.6915,51.5955786241951,4.77910710744669,Prorail,L0004,bestaand,,283,04d7698da6a84eea8860153faf6e1f49,0,,2021/08/18 09:50:25+00,862604,0,0
,,,,,,,,,,,gesloten verharding,25.310854,91814.783839,437860.9525,51.9256319775352,4.46860756376743,Prorail,L0004,bestaand,,283,195db602220148ba8d84630a49e48ef2,1,,2017/11/27 13:58:05+00,862605,0,0
,,,,,,,,,,,gesloten verharding,20.130293,97599.276553,440679.9245,51.9515943664682,4.55222351098083,Prorail,L0004,bestaand,,283,9095de6a893e465d86cca9fe7692e91f,1,,2017/11/27 13:58:05+00,863299,0,0
,,,,,,,,,,,gesloten verharding,23.0079,160796.9225,502223.276938,52.507665746011,5.47258806358651,Prorail,L0004,bestaand,,283,0e65f0e7f0d64896a9f31d401e8bf79f,1,gerealiseerd,2020/09/18 18:10:10+00,863318,0,0
,,,,,,,,,,,gesloten verharding,23.081701,160815.8315,502224.282938,52.5076745860501,5.47286659273485,Prorail,L0004,bestaand,,283,58eca658985848de9b45c35680fc395d,1,gerealiseerd,2020/09/18 18:03:16+00,863324,0,0
,,,,,,,,,,,gesloten verharding,43.688226,124940.372,480553.62899,52.3121198863134,4.94640239491295,Prorail,L0004,bestaand,,283,2602ba8171a8453db97308bf5414cdca,1,,2017/11/27 13:58:05+00,863325,0,0
,,,,,,,,,,,gesloten verharding,25.161066,91815.278769,437859.3735,51.9256178427998,4.46861504834511,Prorail,L0004,bestaand,,283,027ad7fbd2b24ab586e9e3e382b98733,1,,2017/11/27 13:58:05+00,863401,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,154.036101,"154,036101",Randstad Noord,RN,gesloten verharding,30.904364,121099.164753,483343.23,52.3369677731102,4.88979524737075,Prorail,L0004,bestaand,,283,b8ef7803007c27f4e0531529a8c0d55b,0,gerealiseerd,2021/01/22 19:03:58+00,892595,0,0
,,,,,,,,,,,gesloten verharding,8.891238,121117.467764,483328.998,52.3368409935597,4.89006522009009,Prorail,L0004,bestaand,,283,b8ef7803007d27f4e0531529a8c0d55b,1,gerealiseerd,2021/01/22 19:03:59+00,892596,0,0
,,,,,,,,,,,gesloten verharding,10.674924,124259.2005,481835.850968,52.3236061308581,4.93629688573205,Prorail,L0004,bestaand,,283,b8ef780300d327f4e0531529a8c0d55b,3,gerealiseerd,2021/10/21 07:55:17+00,919051,0,0
,,,,,,,,,,,gesloten verharding,27.477062,91852.666024,437874.547,51.9257584574006,4.46915573624138,Prorail,L0004,bestaand,,283,7fe1af52b15a4c5e9014fdb221186e01,1,,2017/11/27 13:58:04+00,940325,0,0
,,,,,,,,,,,gesloten verharding,15.195442,143519.024816,487500.972,52.3752610350392,5.21860543168816,Prorail,L0004,bestaand,,283,f678f6c4666243db8bc3a6a0ada705bc,2,gerealiseerd,2020/09/18 18:08:51+00,940487,0,0
,,,,,,,,,,,gesloten verharding,15.203105,143523.402585,487483.0055,52.3750996521018,5.21867033242815,Prorail,L0004,bestaand,,283,d0cdd4f9134a4e7d913f456603c32c11,2,gerealiseerd,2020/09/18 18:04:13+00,941644,0,0
,,,,,,,,,,,gesloten verharding,24.734618,117639.129018,489124.3055,52.3886994470345,4.83838780461471,Prorail,L0004,bestaand,,283,2a4cf0950c264065b109af0af33f6032,1,,2017/11/27 13:58:03+00,941652,0,0
,,,,,,,,,,,gesloten verharding,23.301565,97596.355797,440702.3255,51.9517953923961,4.55217728440554,Prorail,L0004,bestaand,,283,ff12b6b8fde54376875a445ab106bc5d,1,,2017/11/27 13:58:03+00,941653,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.946276,"83,946276",Randstad Zuid,RZ,gesloten verharding,26.490555,91892.845308,437747.8165,51.9246240512108,4.46976305318969,Prorail,L0004,bestaand,,283,1e58a1307bef4dfab2eb5884696a1d40,0,,2021/08/31 15:35:48+00,941654,0,0
078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,62.45004,"62,450040",Randstad Noord,RN,gesloten verharding,10.912083,112051.395455,500989.736,52.4949251402704,4.75478890567444,Prorail,L0004,bestaand,,283,e86de5afc687461ea5b704619942fb82,0,gerealiseerd,2020/06/29 09:30:22+00,1005010,0,0
551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,22.187063,"22,187063",Zuid,Z,gesloten verharding,7.998394,133981.637677,396879.9465,51.5604726481556,5.08409901627158,Prorail,L0004,bestaand,,283,3e2b6127a5b044deb762c9fdc190e248,0,gerealiseerd,2022/05/10 12:04:47+00,1008765,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.562596,"51,562596",Zuid,Z,gesloten verharding,21.06383,161450.132886,383757.804,51.4428780497192,5.47997687256967,Prorail,L0004,bestaand,,283,5b1299e5e1ea4c9c982a1007063c60e5,0,,2019/11/19 07:45:05+00,1204379,0,0
,,,,,,,,,,,gesloten verharding,43.653365,124941.9995,480554.541214,52.3121281738135,4.9464261789707,Prorail,L0004,bestaand,,283,7957dd0f2dea46818c81e04dc3866171,1,,2017/11/27 13:58:05+00,1204381,0,0
,,,,,,,,,,,gesloten verharding,113.661342,97507.356328,430023.041,51.8558061881045,4.5526661047156,Prorail,L0004,bestaand,,283,24fd54e7fb76470f9162aa4896d8988d,1,,2017/11/27 13:58:05+00,1204383,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.562273,"51,562273",Zuid,Z,gesloten verharding,21.062996,161445.932404,383778.137,51.4430608643564,5.4799168272875,Prorail,L0004,bestaand,,283,ae4d515fc413475486e33bb62f07efb8,0,,2019/11/19 07:45:05+00,1204386,0,0
,,,,,,,,,,,gesloten verharding,43.331155,125052.792,480543.236714,52.3120326174102,4.94805182567026,Prorail,L0004,bestaand,,283,ffec935954584571bcaa557fad783f4b,1,,2017/11/27 13:58:05+00,1204387,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.562446,"51,562446",Zuid,Z,gesloten verharding,21.145276,161446.976651,383772.659,51.443011612492,5.47993174693633,Prorail,L0004,bestaand,,283,beaab70bc5a74271b0a94b6b13b40a9a,0,,2019/11/19 07:45:05+00,1204388,0,0
551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,22.186989,"22,186989",Zuid,Z,gesloten verharding,8.116908,133981.817897,396881.9465,51.5604906318851,5.08410149521975,Prorail,L0004,bestaand,,283,856ecffb29ef467e986c0765a6545bfa,0,gerealiseerd,2021/08/18 07:19:04+00,1204389,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.911438,"47,911438",Zuid,Z,gesloten verharding,29.78541,148610.958974,411294.6195,51.6903959022375,5.29480217056304,Prorail,L0004,bestaand,,283,b3dd7a5d536742b5a47ce05a4620fd69,0,,2021/08/25 07:50:28+00,1204392,0,0
544,a,544,544_a,Breda,Bd-Ehv,Breda - Eindhoven ,0.597787,"0,597787",Zuid,Z,gesloten verharding,29.061258,112864.826327,400922.115,51.5956183632286,4.7791027079978,Prorail,L0004,bestaand,,283,f73395e8ebb64086932a9e9df5c7ec5e,0,,2021/08/18 09:50:25+00,1204393,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.905738,"83,905738",Randstad Zuid,RZ,gesloten verharding,25.457048,91855.24334,437732.4905,51.924482044472,4.46921928393908,Prorail,L0004,bestaand,,283,57c526151f5c42d19f90e91cf01910ba,1,,2017/11/27 13:58:06+00,1205029,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.90563,"83,905630",Randstad Zuid,RZ,gesloten verharding,25.405535,91854.221712,437735.664,51.9245104497222,4.46920385089596,Prorail,L0004,bestaand,,283,ddfafbdc299445ecaba4e98eb34b0cd7,1,,2017/11/27 13:58:06+00,1205031,0,0
,,,,,,,,,,,gesloten verharding,12.432715,143456.538381,487466.68,52.3749515255601,5.21768899517657,Prorail,L0004,bestaand,,283,af5621c1205a0e11e0530b29a8c0ca23,2,gerealiseerd,2020/09/18 18:06:00+00,1205453,0,0
,,,,,,,,,,,gesloten verharding,11.673736,134614.868285,457242.095,52.1030453195737,5.08967083102955,Prorail,L0004,bestaand,,283,992773904f424f9a81ef7fddd680c56e,1,gerealiseerd,2020/10/09 10:54:43+00,1205791,0,0
,,,,,,,,,,,gesloten verharding,10.6078,112335.3505,480342.440146,52.3093886853392,4.76159501608962,Prorail,L0004,bestaand,,283,d3b2086155ee49a0b391d5a7feb2d030,1,gerealiseerd,2020/12/04 12:37:50+00,1206793,0,0
528,b,528,528_b,Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,28.322022,"28,322022",Randstad Noord,RN,gesloten verharding,20.166049,140941.669,470989.330332,52.2268004144274,5.18144475956153,Prorail,L0004,bestaand,,283,dcde540197d24b26b34e2052a7c2b6b2,0,,2022/10/17 12:51:32+00,1266355,0,0
,,,,,,,,,,,gesloten verharding,7.936977,97487.994,429995.569808,51.8555572917784,4.55238965631942,Prorail,L0004,bestaand,,283,6ae0ed13be8840ad9bbc5b6109429d02,-1,gerealiseerd,2020/04/21 17:05:03+00,1284142,0,0
603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2.826126,"2,826126",Noord-Oost,NO,gesloten verharding,11.376984,202829.888,502177.735763,52.5051945191017,6.09166258437467,Prorail,L0004,bestaand,,283,a976ee944c713762e05332a1e90abde0,0,gerealiseerd,2020/07/09 18:13:32+00,1291812,0,0
,,,,,,,,,,,gesloten verharding,8.250403,155119.194162,391194.7935,51.5097635826079,5.38891811286953,Prorail,L0004,bestaand,,283,d929f05866c54ffaa53446e3fc3bc605,-1,gerealiseerd,2020/07/24 14:18:34+00,1294423,0,0
510,b,510,510_b,Elst,Ah-Vl,Arnhem - Venlo ,8.710599,"8,710599",Noord-Oost,NO,gesloten verharding,8.469904,187194.879856,436656.905,51.917465683286,5.85516463118718,Prorail,L0004,bestaand,,283,0d8ff14682594d018931c83e65e27d67,0,gerealiseerd,2022/06/20 13:04:52+00,1294611,0,0
,,,,,,,,,,,gesloten verharding,12.542822,143452.139385,487484.6515,52.3751129524543,5.21762377919779,Prorail,L0004,bestaand,,283,af5621c1205f0e11e0530b29a8c0ca23,2,gerealiseerd,2020/09/18 18:10:29+00,1300845,0,0
626,c,626,626_c,Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,32.453328,"32,453328",Randstad Noord,RN,gesloten verharding,9.213629,132450.707833,517556.116,52.6450289346604,5.05403788630314,Prorail,L0004,bestaand,,283,a8f7ab55452d1f75e05332a1e90a2904,0,gerealiseerd,2020/10/02 14:12:06+00,1301615,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.092562,"35,092562",Randstad Noord,RN,gesloten verharding,28.370849,136054.9315,455761.105891,52.0897854480609,5.1107713953908,Prorail,L0004,bestaand,,283,aff958e7e3162d48e0530b29a8c064ae,0,gerealiseerd,2021/02/04 12:07:44+00,1302947,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.092528,"35,092528",Randstad Noord,RN,gesloten verharding,27.35397,136053.425,455760.272818,52.0897779089121,5.11074946021321,Prorail,L0004,bestaand,,283,aff958e7e3142d48e0530b29a8c064ae,0,gerealiseerd,2020/10/09 10:54:00+00,1303331,0,0
528,b,528,528_b,Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,28.32146,"28,321460",Randstad Noord,RN,gesloten verharding,22.124211,140956.736,470997.519034,52.2268743962811,5.1816649407766,Prorail,L0004,bestaand,,283,51c680491d934067b987ce7b974170e4,0,,2022/10/17 15:02:31+00,1304205,0,0
561,,561,561__,Den Haag Laan van NOI,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,59.318765,"59,318765",Randstad Zuid,RZ,gesloten verharding,5.970464,83434.427938,455050.8245,52.0791012103323,4.34319958644879,'s-Gravenhage,G0518,bestaand,,283,a34294668be148f48bdcf38b59aa2b76,0,gerealiseerd,2020/11/18 13:18:38+00,1310924,0,0
,,,,,,,,,,,gesloten verharding,10.658042,124278.2795,481825.968008,52.3235183746494,4.93657762997826,Prorail,L0004,bestaand,,283,b8ef7803009927f4e0531529a8c0d55b,3,gerealiseerd,2021/10/21 07:55:17+00,1316577,0,0
,,,,,,,,,,,gesloten verharding,8.4931,125536.1295,482546.410596,52.3300621356357,4.95496426986702,Prorail,L0004,bestaand,,283,b8ef780300e427f4e0531529a8c0d55b,1,gerealiseerd,2021/01/22 19:01:35+00,1316581,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,154.036095,"154,036095",Randstad Noord,RN,gesloten verharding,30.913278,121100.486705,483344.797,52.3369819378136,4.88981448521242,Prorail,L0004,bestaand,,283,b8ef7803007b27f4e0531529a8c0d55b,0,gerealiseerd,2021/01/22 19:03:29+00,1316621,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.704608,"80,704608",Randstad Noord,RN,gesloten verharding,21.488993,121768.958629,488038.55,52.3792070343657,4.89915855554494,Prorail,L0004,bestaand,,283,aa7c165646047f64e05332a1e90aea46,0,gerealiseerd,2021/02/01 17:53:41+00,1318170,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.736633,"80,736633",Randstad Noord,RN,gesloten verharding,18.66192,121785.522749,488003.4125,52.3788922459014,4.89940528856712,Prorail,L0004,bestaand,,283,aa7c165646057f64e05332a1e90aea46,0,gerealiseerd,2021/02/01 17:56:07+00,1318258,0,0
523,b,523,523_b,Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,178.702247,"178,702247",Randstad Noord,RN,gesloten verharding,26.35995,117673.7095,489188.923551,52.389282535022,4.83888857358865,Prorail,L0004,bestaand,,283,ba6db7545709395ce0531529a8c0318d,2,gerealiseerd,2022/12/01 10:08:49+00,1320605,0,0
523,b,523,523_b,Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,178.700662,"178,700662",Randstad Noord,RN,gesloten verharding,27.497555,117671.297,489133.973832,52.3887885269452,4.83885924420915,Prorail,L0004,bestaand,,283,ba6db754570e395ce0531529a8c0318d,2,gerealiseerd,2022/12/01 10:06:46+00,1320697,0,0
,,,,,,,,,,,gesloten verharding,14.797497,117315.196,485625.709183,52.3572346422653,4.83402185505653,Prorail,L0004,bestaand,,283,ba6db7545705395ce0531529a8c0318d,1,gerealiseerd,2022/12/01 10:06:23+00,1320700,0,0
,,,,,,,,,,,gesloten verharding,9.121866,51006.756,390943.67338,51.4979033395653,3.88952521638438,Prorail,L0004,bestaand,,283,99337ae32d2e41c58f8d27282f0b01ea,1,gerealiseerd,2022/02/01 15:34:06+00,1358604,0,0
,,,,,,,,,,,gesloten verharding,27.311123,111172.086907,516862.229,52.6374970275658,4.7397510678271,Prorail,L0004,bestaand,,283,245ad1fa49384fd8a0ce9b98a584c680,1,,2022/08/02 13:19:38+00,1371065,0,0
,,,,,,,,,,,gesloten verharding,27.303375,111170.313458,516871.79,52.63758280546,4.73972360669613,Prorail,L0004,bestaand,,283,e87ac98326e243e0b2f5632134eced5a,1,,2022/08/02 13:19:38+00,1371066,0,0
