FID,OBJECT,WOONPLAATS,STRAAT,STADSDEEL,BUURT,X_COORDINAAT,Y_COORDINAAT,BOOMSOORT,LATIJNSE_NAAM,KIEMJAAR,BOOMHOOGTE,EIGENAAR,MONUMENTAAL,LON,LAT,GEOMETRIE
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5e5,028662,Groningen,Middenstraat,Stadsdeel Zuid,Oosterpoort,234467.78,581286.44,Gedeelde meelbes,Sorbus x thuringiaca 'Fastigiata',1989,< 6m.,Gemeente Groningen,nee       ,6.57675711,53.21229959,POINT (234467.781 581286.435)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5e6,028663,Groningen,Middenstraat,Stadsdeel Zuid,Oosterpoort,234479.27,581298.9,Robinia,Robinia pseudoacacia,1971,6-9m.,Gemeente Groningen,nee       ,6.57693211,53.21240989,POINT (234479.268 581298.902)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5e7,028664,Groningen,Middenstraat,Stadsdeel Zuid,Oosterpoort,234475.47,581290.4,Robinia,Robinia pseudoacacia,1971,6-9m.,Gemeente Groningen,nee       ,6.5768732,53.2123338,POINT (234475.473 581290.37)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5e8,028665,Groningen,Middenstraat,Stadsdeel Zuid,Oosterpoort,234458.73,581287,Robinia,Robinia pseudoacacia,1971,6-9m.,Gemeente Groningen,nee       ,6.57662183,53.21230614,POINT (234458.732 581287.015)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5e9,028666,Groningen,Middenstraat,Stadsdeel Zuid,Oosterpoort,234468.06,581275.2,Robinia,Robinia pseudoacacia,1971,12-15m.,Gemeente Groningen,nee       ,6.57675856,53.21219842,POINT (234468.064 581275.179)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5ea,028667,Groningen,Middenstraat,Stadsdeel Zuid,Oosterpoort,234523.22,581293.25,Hollandse linde,Tilia x europaea,1980,15-18m.,Gemeente Groningen,nee       ,6.57758835,53.21235236,POINT (234523.211 581293.224)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5eb,028669,Groningen,Middenstraat,Stadsdeel Zuid,Oosterpoort,234529.12,581285.56,Hollandse linde,Tilia x europaea,1980,15-18m.,Gemeente Groningen,nee       ,6.57767506,53.2122826,POINT (234529.132 581285.557)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5ec,028670,Groningen,Middenstraat,Stadsdeel Zuid,Oosterpoort,234523.69,581286.7,Hollandse linde,Tilia x europaea,1980,15-18m.,Gemeente Groningen,nee       ,6.57759386,53.21229331,POINT (234523.688 581286.659)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5ed,028673,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234764.2,581134.56,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58115554,53.21089086,POINT (234764.199 581134.532)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5ee,028674,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234757.67,581161.25,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58106443,53.21113178,POINT (234757.668 581161.241)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5ef,028675,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234749.19,581163.06,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58093803,53.21114947,POINT (234749.192 581163.07)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5f0,028677,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234751.14,581175,Meelbes,Sorbus aria,1995,9-12m.,Gemeente Groningen,nee       ,6.5809701,53.21125648,POINT (234751.137 581175.013)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5f1,028678,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234741.83,581178.6,Meelbes,Sorbus aria,1974,9-12m.,Gemeente Groningen,nee       ,6.58083167,53.21129035,POINT (234741.827 581178.629)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5f2,028679,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234748.08,581181.94,Meelbes,Sorbus 'Dodong',2015,< 6m.,Gemeente Groningen,nee       ,6.58092608,53.21131942,POINT (234748.08 581181.968)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5f3,028680,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234744.7,581190.4,Meelbes,Sorbus aria,1974,9-12m.,Gemeente Groningen,nee       ,6.58087769,53.21139543,POINT (234744.707 581190.373)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5f4,028681,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234735.3,581196.3,Meelbes,Sorbus aria,1974,9-12m.,Gemeente Groningen,nee       ,6.58073832,53.21145004,POINT (234735.296 581196.296)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5f5,028682,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234742.66,581196.56,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58084861,53.21145145,POINT (234742.661 581196.575)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5f6,028683,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234740.02,581204.56,Meelbes,Sorbus aria,1974,9-12m.,Gemeente Groningen,nee       ,6.58081108,53.21152366,POINT (234740.021 581204.569)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5f7,028684,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234728.42,581227.06,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58064303,53.21172724,POINT (234728.419 581227.037)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5f8,028685,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234736.17,581221.94,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58075771,53.21168004,POINT (234736.167 581221.911)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5f9,028686,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234730.3,581218.1,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58066888,53.21164717,POINT (234730.294 581218.155)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5fa,028687,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234734.5,581230.25,Meelbes,Sorbus 'Dodong',2015,< 6m.,Gemeente Groningen,nee       ,6.58073488,53.21175499,POINT (234734.504 581230.227)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5fb,028688,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234725.56,581234.3,Meelbes,Sorbus aria,1990,9-12m.,Gemeente Groningen,nee       ,6.58060217,53.21179284,POINT (234725.569 581234.292)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5fc,028689,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234731.83,581238.94,Meelbes,Sorbus aria,1990,9-12m.,Gemeente Groningen,nee       ,6.58069691,53.21183363,POINT (234731.822 581238.936)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5fd,028690,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234737.94,581187.94,Meelbes,Sorbus aria,2004,6-9m.,Gemeente Groningen,nee       ,6.58077576,53.21137467,POINT (234737.936 581187.95)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5fe,028691,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234714.31,581260.6,Meelbes,Sorbus aria,2000,6-9m.,Gemeente Groningen,nee       ,6.58044027,53.21203125,POINT (234714.314 581260.643)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_5ff,028693,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234719.77,581266.8,Meelbes,Sorbus aria,2000,9-12m.,Gemeente Groningen,nee       ,6.58052345,53.2120858,POINT (234719.77 581266.805)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_600,028694,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234706.58,581300.75,Meelbes,Sorbus aria,1974,9-12m.,Gemeente Groningen,nee       ,6.58033449,53.21239271,POINT (234706.581 581300.749)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_601,028695,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234700.97,581293.3,Meelbes,Sorbus aria,2005,6-9m.,Gemeente Groningen,nee       ,6.58024874,53.21232693,POINT (234700.974 581293.334)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_602,028696,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234699,581301.56,Meelbes,Sorbus aria,1990,9-12m.,Gemeente Groningen,nee       ,6.58022117,53.21240112,POINT (234698.996 581301.559)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_603,028697,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234702.55,581316.9,Meelbes,Sorbus aria,2005,6-9m.,Gemeente Groningen,nee       ,6.58027809,53.21253831,POINT (234702.545 581316.889)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_604,028698,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234756,581150.1,Meelbes,Sorbus aria,1990,6-9m.,Gemeente Groningen,nee       ,6.5810367,53.21103205,POINT (234756 581150.112)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_605,028699,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234710.5,581288.75,Meelbes,Sorbus aria,2005,6-9m.,Gemeente Groningen,nee       ,6.58039006,53.21228448,POINT (234710.493 581288.766)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_606,028700,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234696.77,581309.6,Meelbes,Sorbus aria,1990,9-12m.,Gemeente Groningen,nee       ,6.58018968,53.21247397,POINT (234696.758 581309.631)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_607,028701,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234704.62,581308.94,Meelbes,Sorbus aria,2005,6-9m.,Gemeente Groningen,nee       ,6.5803073,53.21246645,POINT (234704.629 581308.925)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_608,028702,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234769.48,581138.56,Meelbes,Sorbus aria,1974,9-12m.,Gemeente Groningen,nee       ,6.58123555,53.21092631,POINT (234769.479 581138.566)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_609,028703,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234833.53,581018.25,Pluimiep,Ulmus glabra 'Exoniensis',1980,12-15m.,Gemeente Groningen,nee       ,6.58216416,53.20983558,POINT (234833.527 581018.219)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_60a,028704,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234829.3,581024.2,Pluimiep,Ulmus glabra 'Exoniensis',1980,12-15m.,Gemeente Groningen,nee       ,6.58210239,53.20988989,POINT (234829.3 581024.194)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_60b,028705,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234824.39,581031.7,Pluimiep,Ulmus glabra 'Exoniensis',1980,12-15m.,Gemeente Groningen,nee       ,6.58203088,53.20995807,POINT (234824.397 581031.702)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_60c,028706,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234797.11,581152.7,Robinia,Robinia pseudoacacia 'Umbraculifera',1986,< 6m.,Gemeente Groningen,nee       ,6.58165244,53.211049,POINT (234797.102 581152.68)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_60d,028707,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234794.12,581150.8,Robinia,Robinia pseudoacacia 'Umbraculifera',1986,< 6m.,Gemeente Groningen,nee       ,6.58160748,53.21103289,POINT (234794.128 581150.838)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_60e,028708,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234787.6,581162.44,Beverboom,Magnolia 'Yellow Lantern',2013,< 6m.,Gemeente Groningen,nee       ,6.58151265,53.21113817,POINT (234787.599 581162.448)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_60f,028709,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234790.8,581175,Robinia,Robinia pseudoacacia 'Umbraculifera',1986,< 6m.,Gemeente Groningen,nee       ,6.58156358,53.21125039,POINT (234790.794 581174.992)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_610,028710,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234779.61,581190.1,Robinia,Robinia pseudoacacia 'Umbraculifera',1986,< 6m.,Gemeente Groningen,nee       ,6.58139992,53.21138809,POINT (234779.607 581190.134)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_611,028711,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234775.81,581188.3,Robinia,Robinia pseudoacacia 'Umbraculifera',1986,< 6m.,Gemeente Groningen,nee       ,6.58134278,53.21137234,POINT (234775.819 581188.318)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_612,028712,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234771.95,581186.2,Robinia,Robinia pseudoacacia 'Umbraculifera',1986,< 6m.,Gemeente Groningen,nee       ,6.58128449,53.21135381,POINT (234771.959 581186.192)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_613,028713,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234761.6,581208.7,"Rode berk, Zwarte berk",Betula nigra,2013,< 6m.,Gemeente Groningen,nee       ,6.58113506,53.21155753,POINT (234761.601 581208.696)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_614,028715,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234770.19,581212.56,Robinia,Robinia pseudoacacia 'Umbraculifera',1986,< 6m.,Gemeente Groningen,nee       ,6.58126441,53.21159114,POINT (234770.18 581212.58)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_615,028716,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234759.45,581235.6,Robinia,Robinia pseudoacacia 'Umbraculifera',1986,< 6m.,Gemeente Groningen,nee       ,6.58110969,53.21179977,POINT (234759.459 581235.624)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_616,028717,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234756.81,581234.6,Robinia,Robinia pseudoacacia 'Umbraculifera',1986,< 6m.,Gemeente Groningen,nee       ,6.58106974,53.2117914,POINT (234756.806 581234.649)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_617,028718,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234763.34,581216.8,"Zoete kers, Kriek, Boskriek",Prunus avium,2005,9-12m.,Gemeente Groningen,nee       ,6.58116317,53.21163015,POINT (234763.345 581216.809)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_618,028719,Groningen,Nieuwstraat,Stadsdeel Zuid,Oosterpoort,234785.28,581171.06,Witte paardenkastanje,Aesculus hippocastanum,1971,18-24m.,Gemeente Groningen,nee       ,6.58148013,53.21121573,POINT (234785.283 581171.043)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_619,028726,Groningen,Oliemulderstraat,Stadsdeel Zuid,Oosterpoort,234507.02,581240.5,Hollandse linde,Tilia x europaea,1974,9-12m.,Gemeente Groningen,nee       ,6.57733301,53.21188117,POINT (234507.021 581240.509)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_61a,028727,Groningen,Oliemulderstraat,Stadsdeel Zuid,Oosterpoort,234506.31,581244.44,Hollandse linde,Tilia x europaea,1974,12-15m.,Gemeente Groningen,nee       ,6.57732327,53.21191668,POINT (234506.305 581244.45)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_61b,028728,Groningen,Oliemulderstraat,Stadsdeel Zuid,Oosterpoort,234504.3,581239.5,Hollandse linde,Tilia x europaea,1974,12-15m.,Gemeente Groningen,nee       ,6.57729194,53.21187238,POINT (234504.294 581239.485)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_61c,028755,Groningen,Palmslag,Stadsdeel Zuid,Oosterpoort,234379.38,581381.9,Veldesdoorn,Acer campestre,1980,6-9m.,Gemeente Groningen,nee       ,6.57545751,53.21317,POINT (234379.368 581381.862)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_61d,028756,Groningen,Palmslag,Stadsdeel Zuid,Oosterpoort,234377.28,581386.4,Veldesdoorn,Acer campestre,1980,6-9m.,Gemeente Groningen,nee       ,6.57542752,53.21321112,POINT (234377.289 581386.405)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_61e,028757,Groningen,Palmslag,Stadsdeel Zuid,Oosterpoort,234376.19,581391.2,Veldesdoorn,Acer campestre,1980,6-9m.,Gemeente Groningen,nee       ,6.57541225,53.21325414,POINT (234376.19 581391.175)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_61f,028758,Groningen,Palmslag,Stadsdeel Zuid,Oosterpoort,234368.16,581394.9,Veldesdoorn,Acer campestre,1980,6-9m.,Gemeente Groningen,nee       ,6.57529296,53.2132887,POINT (234368.158 581394.889)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_620,028759,Groningen,Palmslag,Stadsdeel Zuid,Oosterpoort,234373.98,581408.44,Meelbes,Sorbus aria,1989,6-9m.,Gemeente Groningen,nee       ,6.57538341,53.21340964,POINT (234373.978 581408.447)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_621,028760,Groningen,Palmslag,Stadsdeel Zuid,Oosterpoort,234397.78,581336.7,Robinia,Robinia pseudoacacia,1971,12-15m.,Gemeente Groningen,nee       ,6.57572201,53.21276123,POINT (234397.787 581336.665)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_622,028761,Groningen,Palmslag,Stadsdeel Zuid,Oosterpoort,234394.75,581340.44,Robinia,Robinia pseudoacacia,1971,12-15m.,Gemeente Groningen,nee       ,6.5756774,53.21279547,POINT (234394.744 581340.426)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_623,028762,Groningen,Palmslag,Stadsdeel Zuid,Oosterpoort,234393.77,581336.3,Robinia,Robinia pseudoacacia,1971,12-15m.,Gemeente Groningen,nee       ,6.5756617,53.21275867,POINT (234393.763 581336.314)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_624,028763,Groningen,Palmslag,Stadsdeel Zuid,Oosterpoort,234394.5,581329.2,Robinia,Robinia pseudoacacia,1971,12-15m.,Gemeente Groningen,nee       ,6.57567092,53.21269463,POINT (234394.497 581329.198)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_625,028764,Groningen,Palmslag,Stadsdeel Zuid,Oosterpoort,234395.73,581333.44,Robinia,Robinia pseudoacacia,1971,12-15m.,Gemeente Groningen,nee       ,6.57569058,53.21273267,POINT (234395.74 581333.453)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_626,028406,Groningen,Jacobstraat,Stadsdeel Zuid,Oosterpoort,234476.31,581130.1,Robinia,Robinia pseudoacacia,1971,6-9m.,Gemeente Groningen,nee       ,6.57684625,53.21089413,POINT (234476.32 581130.135)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_627,028407,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234696,581286.2,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.58017258,53.21226325,POINT (234696.004 581286.163)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_628,028408,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234699.02,581278.4,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.58021574,53.2121927,POINT (234699.017 581278.36)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_629,028409,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234693.86,581273.4,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.58013721,53.21214883,POINT (234693.852 581273.392)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_62a,028410,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234683.8,581274.25,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57998699,53.2121583,POINT (234683.8 581274.279)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_62b,028411,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234690.31,581280.44,Japanse sierkers,Prunus serrulata 'Amanogawa',2017,< 6m.,Gemeente Groningen,nee       ,6.58008605,53.21221256,POINT (234690.317 581280.427)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_62c,028412,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234673.86,581254.6,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57983334,53.21198314,POINT (234673.859 581254.618)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_62d,028413,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234679.8,581260.2,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57992369,53.21203257,POINT (234679.803 581260.218)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_62e,028414,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234672.44,581263.2,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57981421,53.21206026,POINT (234672.439 581263.178)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_62f,028415,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234661.78,581253.5,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57965235,53.21197466,POINT (234661.784 581253.474)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_630,028416,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234667.88,581249.94,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57974271,53.21194184,POINT (234667.881 581249.922)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_631,028417,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234656.14,581248.6,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57956671,53.21193184,POINT (234656.142 581248.614)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_632,028418,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234686.45,581266.06,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.58002465,53.21208423,POINT (234686.452 581266.079)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_633,028419,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234659.44,581242,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57961432,53.21187213,POINT (234659.433 581242.022)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_634,028420,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234651.12,581244.06,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57949041,53.21189171,POINT (234651.119 581244.064)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_635,028421,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234666.66,581258.4,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57972639,53.212018,POINT (234666.65 581258.379)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_636,028422,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234638.86,581233.7,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57930442,53.21180031,POINT (234638.863 581233.688)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_637,028423,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234644.97,581239.1,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57939703,53.21184841,POINT (234644.961 581239.143)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_638,028424,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234645.11,581229.56,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.5793968,53.21176205,POINT (234645.105 581229.532)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_639,028425,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234617.83,581218.9,Japanse sierkers,Prunus serrulata 'Amanogawa',2017,< 6m.,Gemeente Groningen,nee       ,6.57898593,53.21167026,POINT (234617.827 581218.864)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_63a,028426,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234624.19,581213.06,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57907974,53.21161704,POINT (234624.192 581213.045)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_63b,028427,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234678.52,581269.25,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57990667,53.21211403,POINT (234678.516 581269.264)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_63c,028428,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234617.6,581208.2,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57897969,53.21157435,POINT (234617.587 581208.184)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_63d,028429,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234624.53,581222.8,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.5790872,53.21170449,POINT (234624.529 581222.785)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_63e,028430,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234639.92,581225.44,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57931812,53.21172621,POINT (234639.915 581225.457)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_63f,028431,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234653.27,581236.75,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57952077,53.21182568,POINT (234653.269 581236.75)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_640,028432,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234629.81,581217,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57916484,53.21165169,POINT (234629.813 581216.995)
Bomen gemeente Groningen.fid-214b96d3_1861f39e703_641,028433,Groningen,Jan Goeverneurstraat,Stadsdeel Zuid,Oosterpoort,234610.47,581213.75,"Appel, Sierappel",Malus floribunda,1974,6-9m.,Gemeente Groningen,nee       ,6.57887457,53.21162526,POINT (234610.471 581213.733)
