OBJECTID,NAAM,AANMAAKDATUM,REF_FUNC_SPOORTAK_NAAM_LANG,BEIDE_EINDEN_GELIJK,BESTANDSNAAM,SIGMATRAJECT_GUID,DATUM_GOEDGEKEURD_OUDST,DATUM_GOEDGEKEURD_JONGST,LENGTE_TOTAAL_SIGMATRAJECT,REF_FUNCTIONELE_SPOORTAK_PUIC,Shape__Length
1191859,049_9V_25.8,2021/10/29 21:45:36+00,049_9V_25.8,1,Detaillijst_049_9V_25.8.csv,864ca6de-8504-4ac8-9bab-de935f97158d,2021/03/02 03:00:00+00,2021/10/15 08:32:41+00,7844.80385865,77efe882-a6f5-4b84-8960-a522ab6f3904,7844.75853772989
1191860,049_33R_31.0,2021/10/29 21:45:43+00,049_33R_31.0,1,Detaillijst_049_33R_31.0.csv,8fa7b08e-dc61-47c2-b2fe-63ac651f5964,2021/03/02 03:00:00+00,2021/03/02 03:00:00+00,848.5887834,d1986eb2-c788-4788-bd50-87a7255db558,848.579651084278
1191861,049_43V_31.9,2021/10/29 21:45:45+00,049_43V_31.9,1,Detaillijst_049_43V_31.9.csv,a3a98d57-8d57-4e64-ab26-c892793c0f8c,2021/03/02 03:00:00+00,2021/03/02 03:00:00+00,98.50695717,9dea06f1-4b4a-4223-89ee-a4d1f49d1d53,98.5044489089199
1191862,049_25V_26.9,2021/10/29 21:46:00+00,049_25V_26.9,1,Detaillijst_049_25V_26.9.csv,adf8142a-a79d-407a-9648-2d643aa99efb,2021/03/02 03:00:00+00,2021/04/07 02:00:00+00,4017.00697069,9a7e554f-5eb2-4650-be00-64712cf21e5b,4016.97483534586
1191863,049_9R_25.8,2021/10/29 21:46:07+00,049_9R_25.8,1,Detaillijst_049_9R_25.8.csv,bd176ec5-271f-47f6-b162-6ea64446256b,2021/03/02 03:00:00+00,2021/03/02 03:00:00+00,1045.26038817,7fe55f1d-d99f-4d11-a07a-e57a7e5a1d2b,1045.25959916754
1191864,049_9L_25.8,2021/10/29 21:46:13+00,049_9L_25.8,1,Detaillijst_049_9L_25.8.csv,fa0119f5-26dc-48e7-9c9d-a62846abfd6a,2021/03/02 03:00:00+00,2021/03/02 03:00:00+00,57.34866472,d631c55e-282d-4269-8190-a309961e9f9f,57.3454541457441
1191865,219293a1-24d8-4db8-b7af-95cc8e8a28ba,2021/10/29 21:46:20+00,,0,Detaillijst_219293a1-24d8-4db8-b7af-95cc8e8a28ba.csv,219293a1-24d8-4db8-b7af-95cc8e8a28ba,2018/10/22 15:27:55+00,2018/10/22 15:27:55+00,29.894,,29.8922228700393
1191866,2774f469-98df-4350-af0f-1e03f6306e64,2021/10/29 21:46:22+00,,0,Detaillijst_2774f469-98df-4350-af0f-1e03f6306e64.csv,2774f469-98df-4350-af0f-1e03f6306e64,2018/10/22 15:27:55+00,2018/10/22 15:27:55+00,27.34246,,27.3406288911629
1191867,050_463BV_4.3,2021/10/29 21:46:24+00,050_463BV_4.3,1,Detaillijst_050_463BV_4.3.csv,3a34d070-9dcd-4bfd-b0be-08ab4bd705b8,2018/10/22 15:27:55+00,2018/10/22 15:27:55+00,19.496,bc0b007c-9fa3-4f46-9372-1326d9a6b4aa,19.4959282089876
1191868,050_465R_4.3,2021/10/29 21:46:32+00,050_465R_4.3,1,Detaillijst_050_465R_4.3.csv,4571abd6-d506-4a35-8f15-3144624fdbc2,2018/10/22 15:27:55+00,2018/10/22 15:27:55+00,2663.68416,0c3ca75a-c62b-4e68-aa6a-f72882079d1e,2663.68218084751
1191869,526_455V_4.1,2021/10/29 21:46:35+00,526_455V_4.1,1,Detaillijst_526_455V_4.1.csv,ae18c0a7-d3d8-4515-b1da-ae0e54d9aafa,2018/10/22 15:27:55+00,2018/10/22 15:27:55+00,135.01592,0816f0c9-e2b2-4a35-b11c-e27c3ef7a458,135.014509691474
1191870,526_457V_4.2,2021/10/29 21:46:37+00,526_457V_4.2,1,Detaillijst_526_457V_4.2.csv,ae33d30a-9fd2-47df-9a95-0a4142389c2e,2018/10/22 15:27:55+00,2018/10/22 15:27:55+00,123.246,2714bbc4-eca4-4b47-a536-1fb2c11e6370,123.245459876076
1191871,cf3110eb-96ad-4bca-9099-549d84cf6896,2021/10/29 21:46:39+00,,0,Detaillijst_cf3110eb-96ad-4bca-9099-549d84cf6896.csv,cf3110eb-96ad-4bca-9099-549d84cf6896,2018/10/22 15:27:55+00,2018/10/22 15:27:55+00,27.34241224,,27.3404583274221
1191872,050_463AR_4.2,2021/10/29 21:46:51+00,050_463AR_4.2,1,Detaillijst_050_463AR_4.2.csv,e692b386-a33b-4ad3-9a2d-6fc892058df9,2018/10/22 15:27:55+00,2019/01/28 14:01:06+00,3602.24924224,cb51556e-bf92-4620-bee0-1f350856aae4,3602.2440348781
1191873,515_303AV_50.9,2021/10/29 21:47:11+00,515_303AV_50.9,1,Detaillijst_515_303AV_50.9.csv,14b8a064-51b7-4c89-b4b8-fdc33e012901,2019/11/12 03:00:00+00,2020/02/12 07:15:58+00,2444.18904,3a76a8c6-4fb6-4c1a-8159-8ab1ea87f446,2444.17364813622
1191874,614_401AL_48.6,2021/10/29 21:47:13+00,614_401AL_48.6,0,Detaillijst_614_401AL_48.6.csv,2b88587c-1053-448f-a72b-d928160b5ac1,2020/03/10 03:00:00+00,2020/03/10 03:00:00+00,82.745,add34f85-28a7-4bac-8700-ea8d693c854f,82.7417808935793
1191875,614_401AR_48.6,2021/10/29 21:47:15+00,614_401AR_48.6,1,Detaillijst_614_401AR_48.6.csv,2bb2766e-a558-45d0-8314-add482d80a1a,2020/03/10 08:05:33+00,2020/03/10 08:05:33+00,67.08275339,acf7b293-c61b-43ca-8454-18ea383b1b67,67.0774054719646
1191876,051_299V_50.6,2021/10/29 21:47:33+00,051_299V_50.6,1,Detaillijst_051_299V_50.6.csv,55b24a76-8f58-4d67-a785-0cc27f5f1e8e,2019/11/12 03:00:00+00,2020/02/12 07:14:57+00,2040.40759,f6b40b4e-cb9b-4097-9da5-44d5037fc2ee,2040.39197541707
1191877,051_299L_50.6,2021/10/29 21:47:40+00,051_299L_50.6,1,Detaillijst_051_299L_50.6.csv,5779228f-47da-4418-bcf3-d39b6de7f129,2019/11/12 03:00:00+00,2019/11/12 03:00:00+00,277.89505,9018a235-f2f1-4d67-858e-88feb07be368,277.894317128069
1191878,051_401BV_48.7,2021/10/29 21:47:42+00,051_401BV_48.7,0,Detaillijst_051_401BV_48.7.csv,75b636df-5f2c-4859-b6b7-687a9c48d9de,2020/03/09 03:00:00+00,2020/03/09 03:00:00+00,22.7,0ed4496c-848f-43e6-a809-f29d731005a0,22.6996465250119
1191879,515_301R_50.9,2021/10/29 21:47:58+00,515_301R_50.9,1,Detaillijst_515_301R_50.9.csv,9a3c44ea-05d3-4fd5-8de1-6149032cdd4a,2019/11/12 03:00:00+00,2020/02/12 07:15:25+00,2326.39047,35812105-2b7a-4710-9f35-7f66b3a0f122,2326.37403990594
1191880,051_299R_50.6,2021/10/29 21:48:05+00,051_299R_50.6,1,Detaillijst_051_299R_50.6.csv,c24d925e-6efc-4c11-b0df-947e94459183,2002/07/01 00:00:00+00,2019/11/12 03:00:00+00,412.58723,40166f28-2e40-4a39-b9ab-cf6f6d43e0b1,412.587024178522
1191881,051_401BL_48.7,2021/10/29 21:48:07+00,051_401BL_48.7,1,Detaillijst_051_401BL_48.7.csv,cbb7fbc8-2e96-476b-9ded-0de0282be893,2016/10/14 11:23:29+00,2020/03/09 03:00:00+00,303.96732,26c6f73e-ff53-4d86-a72d-8db653f5d18b,303.963476611988
1191882,614_2229L_48.4,2021/10/29 21:48:09+00,614_2229L_48.4,0,Detaillijst_614_2229L_48.4.csv,f007fbac-a5a1-4071-8acb-df568c0d2b6d,2016/11/14 14:09:09+00,2016/11/14 14:17:28+00,296.09582,602f88d6-e2b3-4319-b1de-3800f5236139,296.095848143013
1191883,052_51L_62.4,2021/10/29 21:48:15+00,052_51L_62.4,1,Detaillijst_052_51L_62.4.csv,00583428-da1a-4d30-8784-6a461b0da306,2021/03/12 03:00:00+00,2021/03/12 03:00:00+00,848.88256833,e18eb79e-79af-40b8-95dc-d79f75a14789,848.872058606778
1191884,756_61V_36.3,2021/10/29 21:48:23+00,756_61V_36.3,1,Detaillijst_756_61V_36.3.csv,05670e4b-2995-4764-9850-ad12b13380be,2021/03/11 03:00:00+00,2021/03/11 03:00:00+00,4758.77867699,fd339e8e-8ae2-452f-8d43-4279fb7f480d,4758.77874830606
1191885,052_51R_62.4,2021/10/29 21:48:31+00,052_51R_62.4,1,Detaillijst_052_51R_62.4.csv,15166f1e-80cc-4a96-b735-0121d45effae,2021/03/12 03:00:00+00,2021/04/09 02:00:00+00,847.11282249,ec30e9d7-74bf-4a87-b12c-acf7a28662ab,847.108014995132
1191886,052_23L_55.5,2021/10/29 21:48:33+00,052_23L_55.5,1,Detaillijst_052_23L_55.5.csv,17edd315-a295-4b5b-a528-7d50d78c98ea,2021/03/15 03:00:00+00,2021/03/15 03:00:00+00,185.58654338,08e4406e-9dec-4ab7-b4e0-a19b92d1828f,185.581694498272
1191887,052_69L_41.1,2021/10/29 21:48:38+00,052_69L_41.1,1,Detaillijst_052_69L_41.1.csv,1ad0b22b-5572-411e-9d19-4b440f4e1473,2021/03/11 03:00:00+00,2021/03/11 03:00:00+00,1130.56252931,74474918-e985-41a3-9409-b1b2f630bf33,1130.56016344046
1191888,052_87V_69.3,2021/10/29 21:48:50+00,052_87V_69.3,1,Detaillijst_052_87V_69.3.csv,1fd63bd7-b5fd-4fbb-9569-95d97c422eb3,2021/03/12 03:00:00+00,2021/05/20 02:00:00+00,7055.15687318,d835912c-629e-4951-ac17-7045e21e633c,7055.14213787362
1191889,052_15V_49.2,2021/10/29 21:48:59+00,052_15V_49.2,1,Detaillijst_052_15V_49.2.csv,2f41c6c2-ceee-4878-af07-39c8ad9b6c36,2021/03/15 03:00:00+00,2021/03/15 03:00:00+00,6268.45861701,b534145b-5538-4506-bd19-3243c5fc0d89,6268.45782855132
1191890,052_27L_55.7,2021/10/29 21:49:03+00,052_27L_55.7,1,Detaillijst_052_27L_55.7.csv,4c83bf0f-f86d-4da8-85ee-7b41500ad640,2021/03/15 03:00:00+00,2021/03/15 03:00:00+00,875.41175612,0f4d2d2d-35d2-4044-ab8d-f1c3825c7eea,875.393978450157
1191891,052_23R_55.5,2021/10/29 21:49:10+00,052_23R_55.5,1,Detaillijst_052_23R_55.5.csv,4f5bfd04-4651-49d2-b303-364530560c7c,2021/03/15 03:00:00+00,2021/03/15 03:00:00+00,1169.89507027,41dfc3de-a32f-4225-acda-65005d309429,1169.88483608735
1191892,052_73R_68.5,2021/10/29 21:49:14+00,052_73R_68.5,1,Detaillijst_052_73R_68.5.csv,53878d3e-5e21-4971-8323-40f04c6d722f,2021/03/12 03:00:00+00,2021/03/12 03:00:00+00,865.65004737,be91da34-97a6-42db-99d0-683568bdee7b,865.645731461441
1191893,052_27R_55.7,2021/10/29 21:49:21+00,052_27R_55.7,1,Detaillijst_052_27R_55.7.csv,5a107b60-4e08-4d0f-9d3f-3a14862860a9,2021/03/15 03:00:00+00,2021/03/15 03:00:00+00,879.04861724,13f1c325-0e32-43f4-a6c1-2f2c911330a3,879.031764481326
1191894,052_69R_41.1,2021/10/29 21:49:27+00,052_69R_41.1,1,Detaillijst_052_69R_41.1.csv,79f0fad1-9715-4bc3-83da-1fc18b30b026,2021/03/11 03:00:00+00,2021/03/11 03:00:00+00,157.47994766,7d47f134-e498-48ed-afa8-2aa04efa0538,157.476747263551
1191895,052_41V_56.6,2021/10/29 21:49:32+00,052_41V_56.6,1,Detaillijst_052_41V_56.6.csv,7fb218e1-3ded-4a3b-878f-c890921c0d78,2021/03/12 03:00:00+00,2021/03/15 03:00:00+00,5751.06943223,4ef99ee2-1a0c-46fb-8176-39ed3d151150,5751.06678728522
1191896,052_1V_48.1,2021/10/29 21:49:41+00,052_1V_48.1,1,Detaillijst_052_1V_48.1.csv,918cd177-4720-4a0d-8170-3e8372c07e89,2021/03/11 03:00:00+00,2021/03/15 03:00:00+00,5911.24264902,c6420c31-43a1-487e-8ba5-675f79e5eec7,5911.24266061816
1191897,052_73L_68.5,2021/10/29 21:49:45+00,052_73L_68.5,1,Detaillijst_052_73L_68.5.csv,ab7eb0d9-01bf-4789-b5c5-0d46a3ab0639,2021/03/12 03:00:00+00,2021/03/12 03:00:00+00,867.35585509,d5a9af09-8881-43c5-8de4-55f2a0767e9c,867.344710637428
1191898,052_1L_48.1,2021/10/29 21:49:56+00,052_1L_48.1,1,Detaillijst_052_1L_48.1.csv,aed9f8fe-7b3c-4ec3-8569-5cc3b7ddd55c,2021/03/15 03:00:00+00,2021/03/15 03:00:00+00,1111.40104703,956024e0-85e7-4901-b408-8e4cc8dd50fd,1111.3917187222
1191900,052_59V_63.2,2021/10/29 21:50:07+00,052_59V_63.2,1,Detaillijst_052_59V_63.2.csv,c326fda9-3dbd-46a5-8942-6a8e12427a3c,2021/03/12 03:00:00+00,2021/03/12 03:00:00+00,5261.30162142,d0d5ca40-2f08-463b-bce0-fd2cc5966d34,5261.29967714125
1191902,052_39V_56.5,2021/10/29 21:50:16+00,052_39V_56.5,1,Detaillijst_052_39V_56.5.csv,e14979ca-81a1-4142-98ed-a69964188f37,2021/03/15 03:00:00+00,2021/03/15 03:00:00+00,101.81099971,01678305-f63d-4533-870b-da0b304af299,101.808365358738
1191903,516_948V_74.6,2021/10/29 21:50:18+00,516_948V_74.6,0,Detaillijst_516_948V_74.6.csv,ee7b6042-bf58-4855-a97f-861370965b90,2015/01/23 09:16:20+00,2015/01/23 09:16:20+00,196.26519,dcc4e0f1-8453-487e-b60a-69d8f6bb6bcc,196.265219149293
1191904,052_1R_48.1,2021/10/29 21:50:22+00,052_1R_48.1,1,Detaillijst_052_1R_48.1.csv,f4735d4b-405e-4bd1-af03-5dec4e563c61,2021/03/15 03:00:00+00,2021/03/15 03:00:00+00,1109.65476165,fada1d1f-c12a-4ecc-a178-fce203a7fb10,1109.64361106358
1191906,515_307AR_51.1,2021/10/29 21:50:50+00,515_307AR_51.1,1,Detaillijst_515_307AR_51.1.csv,28c56d1c-67b5-41dd-98f2-0b655fb2a74b,2019/04/16 16:46:08+00,2020/04/23 02:00:00+00,8501.91014014,ee2c70b7-9439-4f07-8016-367d83c6b264,8501.89424763121
1191907,515_307BV_51.2,2021/10/29 21:51:14+00,515_307BV_51.2,1,Detaillijst_515_307BV_51.2.csv,451ade86-d371-4808-a584-bc19d52c5286,2019/11/12 03:00:00+00,2020/04/16 02:00:00+00,8400.06618721,e848aa05-63e1-4612-a1af-ad12a0d3d176,8400.04961563385
1191908,054_1315BV_47.5,2021/10/29 21:51:57+00,054_1315BV_47.5,1,Detaillijst_054_1315BV_47.5.csv,00935faf-fadc-4c3e-ba0a-2f11e8a877b8,2012/12/01 00:00:00+00,2020/06/08 02:00:00+00,5229.86084,c43f3122-7a7d-452b-9ebf-7535bd39cf64,5229.85241725327
1191909,054_1347BL_53.3,2021/10/29 21:52:03+00,054_1347BL_53.3,0,Detaillijst_054_1347BL_53.3.csv,00f8c1ca-2f88-4707-b623-8f23fb4ac687,2016/11/09 10:50:01+00,2019/04/08 06:21:25+00,203.8780572,fea1c8d9-cfd5-4e59-b44b-97c9c0bd9b9c,203.876823906796
1191910,054_9003L_53.9,2021/10/29 21:52:06+00,054_9003L_53.9,1,Detaillijst_054_9003L_53.9.csv,041d75e2-511a-4a5d-9a7a-b2afb2c8b2a0,2016/11/09 10:51:03+00,2019/04/08 06:35:04+00,341.63532898,bd45e5f2-fcf2-4ca6-9a7e-6107de976d48,341.629299131144
1191911,054_1001AR_57.2,2021/10/29 21:52:11+00,054_1001AR_57.2,1,Detaillijst_054_1001AR_57.2.csv,044e235f-d015-4ab9-81c5-18000bc45a8a,2020/02/10 03:00:00+00,2020/02/10 03:00:00+00,331.44827,ec4da089-25ee-4156-846e-a294fe189633,331.448058115069
1191913,054_1001BV_57.3,2021/10/29 21:52:18+00,054_1001BV_57.3,1,Detaillijst_054_1001BV_57.3.csv,0bcdb7b9-9405-424b-baeb-29d72dd3681a,2020/02/10 03:00:00+00,2020/02/10 03:00:00+00,97.46934,2a5b697c-3dd6-4b99-9e73-bb74febecabc,97.4693540961465
1191915,054_1305BV_47.2,2021/10/29 21:52:33+00,054_1305BV_47.2,1,Detaillijst_054_1305BV_47.2.csv,123f9d2e-73e3-4e67-9a5d-9eb8c0a5ddc8,2020/02/06 03:00:00+00,2020/02/10 03:00:00+00,17.487,09e65c9a-cbe6-4663-b829-089b5597afc1,17.4870206867837
1191918,054_1371BV_54.1,2021/10/29 21:52:39+00,054_1371BV_54.1,1,Detaillijst_054_1371BV_54.1.csv,1d8f6701-f6d1-4732-a0f9-d7487210065d,2016/11/09 10:50:01+00,2016/11/09 10:50:01+00,26.634,32201bb0-ae19-4c0c-9683-7f7a59deb827,26.6340136385788
1191919,054_1003BL_57.4,2021/10/29 21:52:41+00,054_1003BL_57.4,1,Detaillijst_054_1003BL_57.4.csv,2199b6ab-7305-45d5-a359-f69622811b62,2020/02/10 03:00:00+00,2020/02/10 03:00:00+00,103.93301,fc8f04d8-f475-4d3c-bf47-bf66a8b5c504,103.932935912395
1191920,054_1007AR_57.5,2021/10/29 21:52:43+00,054_1007AR_57.5,1,Detaillijst_054_1007AR_57.5.csv,24bd8335-dcf8-4923-9595-394db6c2f269,2020/02/10 03:00:00+00,2020/02/10 03:00:00+00,127.59628,fa9e5168-eef2-4838-b131-3d001a9e53f8,127.596328815213
1191921,054_1315AR_47.4,2021/10/29 21:53:06+00,054_1315AR_47.4,1,Detaillijst_054_1315AR_47.4.csv,255d0e69-e81b-4588-93e7-26752f059833,2020/02/10 03:00:00+00,2020/05/14 02:00:00+00,5488.57941,c0d7e848-56c4-4da3-8167-54d0caf12c32,5488.57135961234
1191922,054_1343BV_53.0,2021/10/29 21:53:09+00,054_1343BV_53.0,1,Detaillijst_054_1343BV_53.0.csv,26a57117-8652-4024-8d94-80590f22f51d,2020/02/10 03:00:00+00,2020/02/10 03:00:00+00,26.447,0117be05-70de-4319-9a1f-b6b1d9117ed2,26.4469613280997
1191923,054_1343AR_52.9,2021/10/29 21:53:14+00,054_1343AR_52.9,1,Detaillijst_054_1343AR_52.9.csv,2f78b969-2baf-43b4-adce-96e65ea24db8,2020/02/10 03:00:00+00,2020/02/11 12:44:09+00,103.898758,1a724255-2f0b-43ac-aa03-81bcbb95d6c7,103.897031759749
1191924,3268db42-a040-49f1-8195-9b000dde1bc8,2021/10/29 21:53:16+00,,0,Detaillijst_3268db42-a040-49f1-8195-9b000dde1bc8.csv,3268db42-a040-49f1-8195-9b000dde1bc8,2020/02/10 03:00:00+00,2020/02/10 03:00:00+00,1.51489,,1.51481940837844
1191925,054_1307AV_47.0,2021/10/29 21:53:18+00,054_1307AV_47.0,0,Detaillijst_054_1307AV_47.0.csv,32f7f877-318e-4f0a-90fc-49e5842eb1c9,2020/02/06 03:00:00+00,2020/02/12 03:00:00+00,310.75408169,6ce52e0a-1a28-42e5-9c19-9d9cd208a0b4,310.754057468684
1191926,054_1301AL_46.9,2021/10/29 21:53:21+00,054_1301AL_46.9,1,Detaillijst_054_1301AL_46.9.csv,3524aa9e-20e2-48ca-a73d-4153ba994c90,2020/02/10 03:00:00+00,2020/02/13 03:00:00+00,585.43745,b6f3bd45-9521-4e43-8665-c3721ce0c9b7,585.437400560854
1191927,054_1003AL_57.3,2021/10/29 21:53:24+00,054_1003AL_57.3,1,Detaillijst_054_1003AL_57.3.csv,35cd5ed9-4862-47c2-884e-554cf5ad5653,2020/02/10 03:00:00+00,2020/02/13 03:00:00+00,260.1763,50510531-83f9-44da-a1bb-b396337ded7b,260.176352379266
1191928,054_1369BV_54.1,2021/10/29 21:53:28+00,054_1369BV_54.1,0,Detaillijst_054_1369BV_54.1.csv,3f55869c-ebae-42df-a226-82b2ceae80a9,2016/11/09 10:50:22+00,2016/11/09 10:50:22+00,166.97139,81e9d879-2399-4164-810a-0c18159ab853,166.97132988705
1191929,054_1341AR_52.7,2021/10/29 21:53:31+00,054_1341AR_52.7,1,Detaillijst_054_1341AR_52.7.csv,43903d87-4b9f-42bd-9dd2-4f9dd074ce02,2020/02/10 03:00:00+00,2020/06/08 08:58:30+00,154.41367736,d5b7390a-712f-45f6-9f5a-567b8385c52e,154.411407693004
1191930,054_1307AL_47.0,2021/10/29 21:53:35+00,054_1307AL_47.0,1,Detaillijst_054_1307AL_47.0.csv,43d6499c-d301-4727-84fb-f2eb113e41c8,2020/02/06 03:00:00+00,2020/02/06 03:00:00+00,59.77115,fd6e6da0-2009-446a-8573-a126bbf3af62,59.7699838951695
1191932,054_1003AV_57.3,2021/10/29 21:54:05+00,054_1003AV_57.3,1,Detaillijst_054_1003AV_57.3.csv,49a8d9de-d5cb-4699-9fbe-d8e989969291,2019/12/13 03:00:00+00,2020/05/14 02:00:00+00,2557.88455982,75df420f-f7a2-42c0-980e-1a24f86cc3d6,2557.88255184795
1191933,054_1007AL_57.5,2021/10/29 21:54:12+00,054_1007AL_57.5,1,Detaillijst_054_1007AL_57.5.csv,4d4693e7-cb9d-4805-b687-7c34ec8bc8a4,2020/02/10 03:00:00+00,2020/02/13 03:00:00+00,103.89883,22b37ee5-ac92-45c3-88d8-d4280b3b67d8,103.897149670239
1191935,054_1343AL_52.9,2021/10/29 21:54:18+00,054_1343AL_52.9,1,Detaillijst_054_1343AL_52.9.csv,50274d1f-cc6e-43d8-a56d-288063626e64,2020/02/10 03:00:00+00,2020/02/10 03:00:00+00,1700.6126,7ede2620-828d-482f-9d97-51d889a14214,1700.61262544099
1191936,054_K1307T_47.1,2021/10/29 21:54:21+00,054_K1307T_47.1,0,Detaillijst_054_K1307T_47.1.csv,50cf7a89-812c-4e58-8c2c-426b38fb7e27,2020/02/06 03:00:00+00,2020/02/06 03:00:00+00,35.3894322,101baa28-1c78-4e3c-b3c9-56485c77d42a,35.3894115764871
1191937,054_1011AR_57.6,2021/10/29 21:54:23+00,054_1011AR_57.6,1,Detaillijst_054_1011AR_57.6.csv,51428ed4-a770-4483-8909-d0d418412aa4,2020/02/10 03:00:00+00,2020/02/12 09:30:05+00,130.20692756,11134758-7c1c-4a3b-9dfb-818eb78e9c90,130.205099028443
1191938,054_1341AL_52.7,2021/10/29 21:54:29+00,054_1341AL_52.7,1,Detaillijst_054_1341AL_52.7.csv,55473122-b1a8-4583-9de8-c2b83eb4b74e,2012/12/01 00:00:00+00,2020/06/08 02:00:00+00,2063.33096,40e09486-4204-4a61-b2be-4788d175553b,2063.33075682212
1191940,054_1011BL_57.7,2021/10/29 21:54:44+00,054_1011BL_57.7,1,Detaillijst_054_1011BL_57.7.csv,5b3d7470-b156-443e-9a21-65c05bd91c01,2020/02/10 03:00:00+00,2020/02/10 03:00:00+00,103.809,12352a9c-82cc-4a44-b555-6913182c4c41,103.808932761107
1191941,054_1341BV_52.9,2021/10/29 21:54:49+00,054_1341BV_52.9,1,Detaillijst_054_1341BV_52.9.csv,5df1a565-51d6-4a24-9426-873b4f28791a,2020/02/10 03:00:00+00,2020/02/10 03:00:00+00,26.4,3c11b3b2-b8d6-4b51-8138-3b1bf2de5f41,26.400009757574
1191942,054_1345AR_53.0,2021/10/29 21:54:51+00,054_1345AR_53.0,1,Detaillijst_054_1345AR_53.0.csv,60703187-b2f1-47a7-bf34-75c65ba991be,2020/02/10 03:00:00+00,2020/02/11 12:48:21+00,155.7635545,6feba9d0-e21d-482c-bf34-fe440b961a38,155.761354420936
1191943,054_1347AL_53.2,2021/10/29 21:54:58+00,054_1347AL_53.2,1,Detaillijst_054_1347AL_53.2.csv,623e9726-0e0a-4ac3-9f39-838565477a93,2020/02/10 03:00:00+00,2020/02/10 03:00:00+00,1035.039,af93adf2-0c4f-4c0d-9faa-c78f0cab644b,1035.0389820858
1191944,054_1301AR_46.9,2021/10/29 21:55:00+00,054_1301AR_46.9,1,Detaillijst_054_1301AR_46.9.csv,633783d2-faf4-4929-a614-ec0aee6bcc94,2020/02/10 03:00:00+00,2020/02/11 16:52:01+00,103.8985977,831a6529-9c8a-45d8-9a9b-b82773065fdc,103.896938532629
1191946,054_1367AL_53.6,2021/10/29 21:55:09+00,054_1367AL_53.6,1,Detaillijst_054_1367AL_53.6.csv,681efd8c-169b-4c89-b1b6-c5c19f26a00f,2016/11/09 10:50:22+00,2016/11/09 10:50:22+00,388.59298,cae8db59-7313-4fcc-9ac6-986fddc9131f,388.592941326576
1191947,054_1001BR_57.3,2021/10/29 21:55:17+00,054_1001BR_57.3,1,Detaillijst_054_1001BR_57.3.csv,69143af4-a3d8-46bd-9f3d-70186cb4712c,2019/12/13 03:00:00+00,2020/05/12 13:56:52+00,2876.26660643,8dc382e3-4d07-4f92-a66c-f7118e59c0fe,2876.26497512913
1191948,054_1375AL_54.3,2021/10/29 21:55:23+00,054_1375AL_54.3,1,Detaillijst_054_1375AL_54.3.csv,6a39016e-c73b-4d91-bacf-535f82b3c1c7,2020/02/10 03:00:00+00,2020/02/11 17:24:36+00,155.76351172,4433760d-b36c-4105-9972-2c2457a197de,155.761299129116
1191949,054_1367BL_53.7,2021/10/29 21:55:25+00,054_1367BL_53.7,1,Detaillijst_054_1367BL_53.7.csv,6ba5d71c-8c71-4e37-b587-775197a5fda5,2016/11/09 10:51:03+00,2016/11/09 10:51:03+00,61.965,f847656f-c50a-4c03-ad9a-667d7978265c,61.9650418917796
1191950,054_1369AV_54.0,2021/10/29 21:55:26+00,054_1369AV_54.0,1,Detaillijst_054_1369AV_54.0.csv,7085e004-2d8c-4c4d-a880-eaf51ab430bf,2016/11/09 10:51:03+00,2016/11/09 10:51:03+00,13.729,09f25aac-0e53-427b-9a3c-a8d109761352,13.7289403210882
1191952,054_1003AR_57.3,2021/10/29 21:55:30+00,054_1003AR_57.3,1,Detaillijst_054_1003AR_57.3.csv,7193d09e-30b1-4aeb-9ad9-ed0c8e7a7e48,2020/02/10 03:00:00+00,2020/02/12 03:00:00+00,103.89778,02c28bf6-1895-4848-b20b-66c2b2ee6133,103.896057161002
1191953,771b4dd0-3e64-410a-af99-5f9a648e33b1,2021/10/29 21:55:36+00,,0,Detaillijst_771b4dd0-3e64-410a-af99-5f9a648e33b1.csv,771b4dd0-3e64-410a-af99-5f9a648e33b1,2016/11/09 10:51:03+00,2016/11/09 10:51:03+00,26.54467,,26.5446897041574
1191954,054_1347AR_53.2,2021/10/29 21:55:38+00,054_1347AR_53.2,1,Detaillijst_054_1347AR_53.2.csv,77add3d0-4d4a-4846-8b91-840fb0c28f0f,2016/11/09 10:50:01+00,2020/02/11 03:00:00+00,118.93155,dba9ff00-1b6c-4d57-bded-78bba37fcdda,118.929799414233
1191956,054_1345AL_53.0,2021/10/29 21:55:46+00,054_1345AL_53.0,1,Detaillijst_054_1345AL_53.0.csv,7b0dea69-4191-4321-afe4-4f53cb9f7e63,2020/02/10 03:00:00+00,2020/02/10 03:00:00+00,1440.18136,9ad3374d-89fc-4722-9e92-9786bcbda54a,1440.18140383095
1191957,7ccca851-edc8-497d-810a-470030237827,2021/10/29 21:55:48+00,,0,Detaillijst_7ccca851-edc8-497d-810a-470030237827.csv,7ccca851-edc8-497d-810a-470030237827,2020/02/10 03:00:00+00,2020/02/13 03:00:00+00,103.89866,,103.896955540774
1191958,054_1373AL_54.1,2021/10/29 21:55:50+00,054_1373AL_54.1,1,Detaillijst_054_1373AL_54.1.csv,7d03b1b4-f1ea-4b74-8f48-a633271d9c00,2016/11/09 10:50:01+00,2020/02/11 03:00:00+00,118.86931,a5e6fc71-b3cb-4fd5-880e-d5de33c32235,118.867637088367
