OBJECTID,BORNAME,ELEMENTNUMMER,BEHEERGROEP,AANLEGJAAR,OPPERVLAK,MATERIAAL,AMBITIENIVEAU,STRUCTUURGEBIED,AANWIJINGEN_UITVOERING,BEHEERDER,EIGENAAR,ONDERHOUDSPLOEG,FUNCTIE,STRUCTUURNIVEAU,BEGROTINGSPOST,BESTEMMING,OPMERKINGEN,EXTRA_INFORMATIE_1,EXTRA_INFORMATIE_2,EXTRA_INFORMATIE_3,GROENGEBIEDCODE,GROENGEBIEDNAAM,GEMEENTE,WOONPLAATS,BUURT,WIJK,STRAAT,STRAATCODE,LIGGING,BEHEEROBJECTSOORT,BEHEEROBJECTOMSCHRIJVING,LAATSTE_MUTATIE,Shape__Area,Shape__Length
235,parkverhardingen,12096,Halfverharding,,1.05,,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0002.pg12096,"19 may       2022, 14:09:28",2.758544921875,7.5588332288719
236,parkverhardingen,3648,Halfverharding,,111.5,Gralux,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0002.pg3648,"17 february  2022, 16:10:54",294.00146484375,192.187937411831
237,parkverhardingen,3649,Halfverharding,,187.33,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0002.pg3649,"17 february  2022, 16:10:54",493.99951171875,279.93717493697
238,parkverhardingen,4263,Halfverharding,,230.96,Duomix,C (matig) - R- (sober),,,BOR,TU Delft,,,Perceel 1,,,,,,,01.28.0001,TU-Noord,Delft,Delft,TU-Noord,28 Wippolder,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,pvg,01.28.0001.pg4263,"18 august    2021, 10:49:46",608.513671875,782.519213798331
239,parkverhardingen,4264,Halfverharding,,251.35,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.28.0001,TU-Noord,Delft,Delft,TU-Noord,28 Wippolder,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,pvg,01.28.0001.pg4264,"18 august    2021, 11:02:16",662.23876953125,412.153031575398
240,parkverhardingen,4243,Halfverharding,,485.43,Overig,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,,,,01.14.0005,Hoornse Hof,Delft,Delft,Hoornse Hof,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,pvg,01.14.0005.pg4243,"15 february  2022, 17:25:11",1279.13916015625,992.437267209617
241,parkverhardingen,2,Onverhard - Ruiterpad,1900,1.78,Zand,C (matig) - R- (sober),,,BOR,Gemeente Delft,Perceel 2,Ruiterpad,Perceel 2,,,,,,,01.29.0000,Bedrijventerrein Rotterdamseweg-zuid,Delft,Delft,Bedrijventerrein Rotterdamseweg-Zuid,29 Ruiven,Rotterdamseweg,4510,Binnen de bebouwde kom,pvg,01.29.0000.pg2,"2 december  2021, 18:28:56",4.676513671875,10.6901515261915
242,parkverhardingen,4209,Halfverharding,,181.23,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,,,,01.14.0000,Kuyperwijk-noord,Delft,Delft,Kuyperwijk-Noord,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,pvg,01.14.0000.pg4209,"9 march     2022, 16:07:35",477.75,372.631683029251
243,parkverhardingen,3602,Halfverharding,,29.59,Split,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,"2
",,,01.23.0001,Boerderijbuurt,Delft,Delft,Boerderijbuurt,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,pvg,01.23.0001.pg3602,"18 august    2021, 11:02:44",77.9052734375,85.2409769599594
244,parkverhardingen,4210,Halfverharding,,144.76,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,,,,01.14.0000,Kuyperwijk-noord,Delft,Delft,Kuyperwijk-Noord,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,pvg,01.14.0000.pg4210,"9 march     2022, 16:07:55",381.62060546875,313.04612367122
245,parkverhardingen,3472,Halfverharding,,304.93,Overig,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.13.0004,Westeindebuurt,Delft,Delft,Westeindebuurt,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0004.pg3472,"18 august    2021, 11:01:24",803.6220703125,475.990513841016
246,parkverhardingen,3474,Halfverharding,,290.75,Overig,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.13.0004,Westeindebuurt,Delft,Delft,Westeindebuurt,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0004.pg3474,"18 august    2021, 11:01:24",766.248046875,337.626630433087
247,parkverhardingen,7720,Halfverharding,,132.45,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,Varend corso,,01.12.0000,Bedrijventerrein Haagweg,Delft,Delft,Bedrijventerrein Haagweg,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,pvg,01.12.0000.pg7720,"18 august    2021, 11:02:16",349.212890625,454.243809469257
248,parkverhardingen,11272,Halfverharding,,66.73,Gravel,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,"2
",64,,01.22.0003,Latijns Amerikabuurt,Delft,Delft,Latijns Amerikabuurt,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,pvg,01.22.0003.pg11272,"27 september 2021, 15:22:16",175.63623046875,146.20093024278
249,parkverhardingen,3537,Halfverharding,,326.38,Split,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,"2
",,,01.23.0001,Boerderijbuurt,Delft,Delft,Boerderijbuurt,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,pvg,01.23.0001.pg3537,"18 august    2021, 11:02:44",859.18115234375,537.216759106699
250,parkverhardingen,8,Halfverharding,,317.5,Split,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,"2
",,,01.22.0002,Afrikabuurt-Oost,Delft,Delft,Afrikabuurt-Oost,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,pvg,01.22.0002.pg8,"18 august    2021, 11:02:44",835.777587890625,622.378742844202
251,parkverhardingen,7,Halfverharding,2018,132.77,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,"1
",90,,01.22.0002,Afrikabuurt-Oost,Delft,Delft,Afrikabuurt-Oost,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,pvg,01.22.0002.pg7,"27 september 2021, 15:22:16",349.48388671875,359.193037279832
252,parkverhardingen,4,Halfverharding,,169.09,Split,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,"2
",,,01.22.0002,Afrikabuurt-Oost,Delft,Delft,Afrikabuurt-Oost,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,pvg,01.22.0002.pg4,"18 august    2021, 11:02:44",445.049072265625,330.259249611486
253,parkverhardingen,4129,Halfverharding,,30.91,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4129,"18 august    2021, 10:49:46",81.5283203125,48.1371494431941
254,parkverhardingen,4416,Halfverharding,,76.54,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0002.pg4416,"18 august    2021, 11:02:16",201.808349609375,121.46723362174
255,parkverhardingen,4417,Halfverharding,,49,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0002.pg4417,"18 august    2021, 11:02:16",129.1904296875,80.1432190347831
256,parkverhardingen,3600,Halfverharding,,8.25,Split,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,"2
",,,01.23.0001,Boerderijbuurt,Delft,Delft,Boerderijbuurt,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,pvg,01.23.0001.pg3600,"18 august    2021, 11:02:44",21.7265625,29.976025757805
257,parkverhardingen,3378,Halfverharding,,58.15,Gravel,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.12.0005,Bomenwijk,Delft,Delft,Bomenwijk,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,pvg,01.12.0005.pg3378,"18 august    2021, 10:51:15",153.322265625,138.576810488542
258,parkverhardingen,4124,Halfverharding,,231.63,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4124,"9 march     2022, 17:08:50",610.946533203125,337.49056270032
259,parkverhardingen,3653,Halfverharding,,185.36,Gralux,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0002.pg3653,"18 august    2021, 10:50:19",488.63037109375,337.668493906684
260,parkverhardingen,3654,Halfverharding,,220.65,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0002.pg3654,"9 march     2022, 17:07:35",581.8671875,333.412428194123
261,parkverhardingen,3655,Halfverharding,,458.36,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0002.pg3655,"18 august    2021, 11:02:16",1208.52197265625,661.571488836551
262,parkverhardingen,4130,Halfverharding,,126.86,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4130,"17 march     2022, 15:18:59",334.59375,233.742224902227
263,parkverhardingen,3379,Halfverharding,,71.83,Gravel,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.12.0005,Bomenwijk,Delft,Delft,Bomenwijk,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,pvg,01.12.0005.pg3379,"18 august    2021, 10:51:15",189.382080078125,184.683663089823
264,parkverhardingen,4161,Halfverharding,,135.49,Gravidor,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4161,"24 january   2022, 13:41:35",357.342041015625,166.946179574137
265,parkverhardingen,4162,Halfverharding,,170.76,Gravidor,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4162,"24 january   2022, 13:41:48",450.36181640625,212.896394393768
266,parkverhardingen,4163,Halfverharding,,96.45,Gravidor,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4163,"24 january   2022, 13:42:07",254.379150390625,113.285356776672
267,parkverhardingen,4164,Halfverharding,,237.17,Gravidor,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4164,"24 january   2022, 13:42:18",625.5244140625,255.546513719813
268,parkverhardingen,4165,Halfverharding,,150.34,Gravidor,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4165,"24 january   2022, 13:42:41",396.51318359375,241.346535038661
269,parkverhardingen,3471,Halfverharding,,127.87,Gralux,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,-,,,01.14.0005,Hoornse Hof,Delft,Delft,Hoornse Hof,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,pvg,01.14.0005.pg3471,"8 march     2022, 10:51:30",336.971923828125,247.600054958239
270,parkverhardingen,3,Halfverharding,,50.88,Overig,C (matig) - R- (sober),,,BuitenDelft,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0000,De Bras,Delft,Delft,De Bras,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0000.pg3,"18 august    2021, 11:01:24",134.125,47.9479982454523
271,parkverhardingen,16,Halfverharding,,33.68,Overig,C (matig) - R- (sober),,,BuitenDelft,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0000,De Bras,Delft,Delft,De Bras,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0000.pg16,"18 august    2021, 11:01:24",88.787841796875,45.5314644351404
272,parkverhardingen,4166,Halfverharding,,165.62,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4166,"9 march     2022, 17:10:13",436.864013671875,247.276342796937
273,parkverhardingen,3647,Onverhard - Zand,2020,394.77,Zand,C (matig) - R- (sober),,,BOR,Gemeente Delft,BOR,,Perceel 1,,,,,,,01.12.0007,Heilige land,Delft,Delft,Heilige Land,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,pvg,01.12.0007.pg3647,"12 january   2022, 14:56:58",1040.5517578125,132.215585096482
274,parkverhardingen,3648,Halfverharding,2020,144.77,Houtsnippers,C (matig) - R- (sober),,,BOR,Gemeente Delft,BOR,,Perceel 1,,,,,,,01.12.0007,Heilige land,Delft,Delft,Heilige Land,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,pvg,01.12.0007.pg3648,"12 january   2022, 14:56:58",381.5869140625,96.2721206838547
275,parkverhardingen,11181,Halfverharding,,58.53,Overig,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,-,,,01.25.0001,Buitenhof-noord,Delft,Delft,Buitenhof-Noord,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,pvg,01.25.0001.pg11181,"18 august    2021, 11:01:24",154.150390625,160.91392388165
276,parkverhardingen,4167,Halfverharding,,162.59,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4167,"9 march     2022, 17:10:18",428.8603515625,239.104223225941
277,parkverhardingen,3611,Halfverharding,2018,89.01,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,1,101,,01.22.0001,Afrikabuurt-West,Delft,Delft,Afrikabuurt-West,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,pvg,01.22.0001.pg3611,"27 september 2021, 15:22:16",234.291259765625,198.897834605022
278,parkverhardingen,3612,Halfverharding,2018,22.68,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,1,101,,01.22.0001,Afrikabuurt-West,Delft,Delft,Afrikabuurt-West,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,pvg,01.22.0001.pg3612,"27 september 2021, 15:22:16",59.70263671875,69.5815216826444
279,parkverhardingen,4168,Halfverharding,,137.97,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4168,"9 march     2022, 17:10:21",363.916259765625,230.456244115588
280,parkverhardingen,4169,Halfverharding,,186.53,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4169,"9 march     2022, 17:10:24",491.98193359375,265.2630570881
281,parkverhardingen,4170,Halfverharding,,174.11,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4170,"9 march     2022, 17:10:26",459.21435546875,259.986605436358
282,parkverhardingen,4171,Halfverharding,,179.88,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4171,"9 march     2022, 17:10:29",474.432373046875,246.618604771312
283,parkverhardingen,3998,Halfverharding,2018,79.67,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,3,511,,01.25.0004,Fledderusbuurt,Delft,Delft,Fledderusbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,pvg,01.25.0004.pg3998,"8 march     2022, 14:50:09",209.766845703125,134.513243105411
284,parkverhardingen,3999,Halfverharding,2018,186.57,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,3,511,,01.25.0004,Fledderusbuurt,Delft,Delft,Fledderusbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,pvg,01.25.0004.pg3999,"8 march     2022, 14:50:20",491.249267578125,301.770379710174
285,parkverhardingen,4172,Halfverharding,,237.11,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4172,"9 march     2022, 17:10:32",625.362548828125,295.228973139105
286,parkverhardingen,3482,Halfverharding,,208.96,Overig,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.13.0004,Westeindebuurt,Delft,Delft,Westeindebuurt,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0004.pg3482,"18 august    2021, 11:01:24",550.695556640625,343.170542428393
287,parkverhardingen,4173,Halfverharding,,220.72,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4173,"9 march     2022, 17:10:35",582.115478515625,271.79708241497
288,parkverhardingen,4174,Halfverharding,,297.21,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4174,"9 march     2022, 17:10:38",783.835205078125,370.028544615495
289,parkverhardingen,4175,Halfverharding,,229.49,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4175,"9 march     2022, 17:10:41",605.214599609375,233.777768286747
290,parkverhardingen,4176,Halfverharding,,280.27,Duomix,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4176,"9 march     2022, 17:10:48",739.109130859375,277.078246039891
291,parkverhardingen,4177,Halfverharding,,187.2,Gravidor,C (matig) - R- (sober),,,BOR,Gemeente Delft,,Voetpad,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4177,"24 january   2022, 13:46:58",493.68359375,235.300257827627
292,parkverhardingen,4178,Halfverharding,,193.12,Gravidor,C (matig) - R- (sober),,,BOR,Gemeente Delft,,Voetpad,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4178,"24 january   2022, 13:47:13",509.31787109375,276.516623137003
293,parkverhardingen,4179,Halfverharding,,166.28,Gravidor,C (matig) - R- (sober),,,BOR,Gemeente Delft,,Voetpad,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4179,"24 january   2022, 13:47:27",438.533447265625,243.708381313111
294,parkverhardingen,4180,Halfverharding,,204.83,Gravidor,C (matig) - R- (sober),,,BOR,Gemeente Delft,,Voetpad,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4180,"24 january   2022, 13:47:43",540.201416015625,264.590490232239
295,parkverhardingen,4181,Halfverharding,,189.09,Gravidor,C (matig) - R- (sober),,,BOR,Gemeente Delft,,Voetpad,Perceel 1,,,,,,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,pvg,01.16.0001.pg4181,"24 january   2022, 13:47:54",498.71435546875,270.29492991664
296,parkverhardingen,4000,Halfverharding,2018,27.4,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,3,511,,01.25.0004,Fledderusbuurt,Delft,Delft,Fledderusbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,pvg,01.25.0004.pg4000,"8 march     2022, 14:50:37",72.136962890625,76.6077365862219
297,parkverhardingen,4096,Halfverharding,,176.24,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,2,200,,01.25.0007,Verzetstrijdersbuurt,Delft,Delft,,25 Buitenhof,Koetlaan,2836,Binnen de bebouwde kom,pvg,01.25.0007.pg4096,"8 march     2022, 14:52:11",464.011474609375,278.904463569614
298,parkverhardingen,3543,Halfverharding,,96.92,Split,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,"2
",,,01.23.0002,Dierenbuurt,Delft,Delft,Dierenbuurt,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,pvg,01.23.0002.pg3543,"18 august    2021, 11:02:44",255.160400390625,212.575646281584
299,parkverhardingen,3602,Halfverharding,,229.42,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,"2
",,,01.22.0003,Latijns Amerikabuurt,Delft,Delft,Latijns Amerikabuurt,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,pvg,01.22.0003.pg3602,"18 august    2021, 11:02:16",603.982177734375,390.60911566224
300,parkverhardingen,3603,Halfverharding,2018,180.35,Gravel,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,"1
",180,,01.23.0005,Bosrand,Delft,Delft,Bosrand,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,pvg,01.23.0005.pg3603,"18 august    2021, 10:51:15",474.681884765625,286.190706275125
301,parkverhardingen,3419,Halfverharding,,96.53,Schelpen,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,-,,,01.25.0006,Pijperring,Delft,Delft,Pijperring,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,pvg,01.25.0006.pg3419,"15 february  2022, 18:29:02",254.189208984375,147.219646522263
302,parkverhardingen,2,Halfverharding,,94.01,Split,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.13.0003,Ministersbuurt-oost,Delft,Delft,Ministersbuurt-Oost,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0003.pg2,"9 march     2022, 16:18:01",247.772705078125,197.88891649335
303,parkverhardingen,3,Halfverharding,,111.64,Split,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,,,,01.13.0003,Ministersbuurt-oost,Delft,Delft,Ministersbuurt-Oost,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0003.pg3,"9 march     2022, 16:18:24",294.2607421875,235.522587971682
304,parkverhardingen,3475,Halfverharding,,191.25,Overig,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.13.0004,Westeindebuurt,Delft,Delft,Westeindebuurt,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,pvg,01.13.0004.pg3475,"11 may       2022, 15:17:31",504.040771484375,590.395532964992
