ID,Vlg nr,Nr wk,Wijk,Aantal,Thema1,Nr Th.,Subtehma,Nr sub th.,Vorm,Bedrag,Bedrag per initiatief,Orde van grootte,Kw,Naam initiatief* (colwidth:20),Type,Thema2
1026009397,41,1,West,1,Jeugd,6,Jeugdactiviteit,61,opdr/overdr,0,0,<=500,,Activiteiten Jongeren ULU,leefbaarheidsinitiatief,Jeugd
1026009601,42,1,West,1,Jeugd,6,Jeugdactiviteit,61,opdr/overdr,1.18,1.18,<=2.000,,Open atelier voor kinderen Halve Maan ND,leefbaarheidsinitiatief,Jeugd
1026009850,43,1,West,1,Jeugd,6,Jeugdvoorziening,62,opdr/overdr,19.717,19.717,<=20.000,,Speeltoestellen Vlampijpstraat,leefbaarheidsinitiatief,Jeugd
1026009922,44,1,West,1,Jeugd,6,Jeugdvoorziening,62,opdr/overdr,500,500,<=2.000,,Speelvoorzieningen Asch van Wijkschool,leefbaarheidsinitiatief,Jeugd
1026010057,45,1,West,1,Jeugd,6,Jeugdactiviteit,61,opdr/overdr,893,893,<=2.000,,Kunstmarkt door kinderen Herderplein e/o,leefbaarheidsinitiatief,Jeugd
1026010061,46,1,West,1,Jeugd,6,Jeugdvoorziening,62,opdr/overdr,11.516,11.516,<=20.000,,Speelvoorziening Joh Winnubstlaan,leefbaarheidsinitiatief,Jeugd
1026009621,47,1,West,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,4.182,4.182,<=5.000,,Midzomerweekend 2012/2013,leefbaarheidsinitiatief,Welzijn
1026010287,48,1,West,1,Participatie,7,Bewoners- of belangengroep,71,opdr/overdr,20.542,20.542,<=50.000,,De Toekomstclub onderzoek complex 507,leefbaarheidsinitiatief,Buurt- en belangengroepen
1026008384,49,2,Noordwest,1,Participatie,7,Participatie,73,opdr/overdr,3.85,3.85,<=5.000,,Informatiebord Park  Vechtoever,leefbaarheidsinitiatief,Buurt- en belangengroepen
1026008668,50,2,Noordwest,1,Verharde openbare ruimte,1,(Her)inrichting,11,opdr/overdr,5.048,5.048,<=20.000,,Aanpassing Tuinbouwstraat,leefbaarheidsinitiatief,Bestrating
1026009394,51,2,Noordwest,1,Jeugd,6,Jeugdvoorziening,62,opdr/overdr,6.369,6.369,<=20.000,,Speelplek Stephensonstr/Wattlaan,leefbaarheidsinitiatief,Jeugd
1026009556,52,2,Noordwest,1,Verharde openbare ruimte,1,Verlichting,14,opdr/overdr,437,437,<=500,,Verlichting Hogelanden,leefbaarheidsinitiatief,Bestrating
1026009825,53,2,Noordwest,1,Verharde openbare ruimte,1,Straatmeubilair,13,opdr/overdr,81,81,<=500,,Schuurtje Plein 11,leefbaarheidsinitiatief,Bestrating
1026009931,54,2,Noordwest,1,Groene openbare ruimte,2,"Groen, overig",25,opdr/overdr,16.159,16.159,<=20.000,,Parkje Boorstraat,leefbaarheidsinitiatief,Groen
1026009449,55,2,Noordwest,1,Verharde openbare ruimte,1,Schoon,15,opdr/overdr,2.645,2.645,<=5.000,,Wegvangen duiven,leefbaarheidsinitiatief,Schoon
1026009975,56,2,Noordwest,1,Verharde openbare ruimte,1,Straatmeubilair,13,opdr/overdr,741,741,<=2.000,,Tegelasbakken Rokade,leefbaarheidsinitiatief,Bestrating
1026010089,57,2,Noordwest,1,Verharde openbare ruimte,1,(Her)inrichting,11,opdr/overdr,956,956,<=2.000,,Wattlaan,leefbaarheidsinitiatief,Bestrating
1026010096,58,2,Noordwest,1,Verharde openbare ruimte,1,Straatmeubilair,13,opdr/overdr,20,20,<=50.000,,Verzamelopdracht kleine voorzieningen,leefbaarheidsinitiatief,Bestrating
1026010142,59,2,Noordwest,1,Verharde openbare ruimte,1,Straatmeubilair,13,opdr/overdr,2.932,2.932,<=5.000,,Bankje Noordse Park,leefbaarheidsinitiatief,Bestrating
1026010314,60,2,Noordwest,1,Groene openbare ruimte,2,Bloemenmanden,21,opdr/overdr,220,220,<=500,,Hanging baskets Rokade,leefbaarheidsinitiatief,Groen
1026010373,61,2,Noordwest,1,Jeugd,6,Jeugdvoorziening,62,opdr/overdr,300,300,<=500,,NL Doet Speeltuin Noordsepark,leefbaarheidsinitiatief,Jeugd
1026010415,62,2,Noordwest,1,Groene openbare ruimte,2,"Groen, overig",25,opdr/overdr,744,744,<=2.000,,Muliticulturele stadstuin Zuilen,leefbaarheidsinitiatief,Groen
1026010425,63,2,Noordwest,6,Groene openbare ruimte,2,Bloemenmanden,21,opdr/overdr,9.03,1.505,<=2.000,,Hanging baskets ASW,leefbaarheidsinitiatief,Groen
1026010477,64,2,Noordwest,1,Jeugd,6,Jeugdactiviteit,61,opdr/overdr,2.4,2.4,<=5.000,,Herinr.Speeltuin Noordsepa,leefbaarheidsinitiatief,Jeugd
1026010478,65,2,Noordwest,1,Groene openbare ruimte,2,"Groen, overig",25,opdr/overdr,250,250,<=500,,Materialen onderhoud Jonathantuin,leefbaarheidsinitiatief,Groen
1026010481,66,2,Noordwest,1,Groene openbare ruimte,2,"Groen, overig",25,opdr/overdr,30.425,30.425,<=50.000,,Plan groen Tuinbouwstraat,leefbaarheidsinitiatief,Groen
1026010515,67,2,Noordwest,1,Welzijn,4,"Kunstwerk, cultuur",41,opdr/overdr,0,0,<=500,,Muurschildering Otterstraat,leefbaarheidsinitiatief,Cultuur
1026010517,68,2,Noordwest,1,Veiligheid,8,Afscheiding,81,opdr/overdr,8.605,8.605,<=20.000,,Electrische deur Wattplein,leefbaarheidsinitiatief,Veiligheid
1026010523,69,2,Noordwest,1,Verharde openbare ruimte,1,(Her)inrichting,11,opdr/overdr,21.829,21.829,<=50.000,,Herinrichten Monicahof,leefbaarheidsinitiatief,Bestrating
1026010531,70,2,Noordwest,1,Verharde openbare ruimte,1,Verlichting,14,opdr/overdr,1.412,1.412,<=2.000,,Extra lichtmast Nieuwlichtstraat,leefbaarheidsinitiatief,Bestrating
1026010532,71,2,Noordwest,1,Jeugd,6,Jeugdvoorziening,62,opdr/overdr,5.019,5.019,<=20.000,,Speelplek Kastanjestraat,leefbaarheidsinitiatief,Jeugd
1026010570,72,2,Noordwest,1,Verkeer,3,Parkeren,32,opdr/overdr,20.378,20.378,<=50.000,,Parkeervakken Berkstraat,leefbaarheidsinitiatief,Verkeer en parkeren
1026010625,73,2,Noordwest,1,Verharde openbare ruimte,1,Bestrating,12,opdr/overdr,2.586,2.586,<=5.000,,Vloer hal Min. Talmastraat,leefbaarheidsinitiatief,Bestrating
1026010650,74,2,Noordwest,1,Groene openbare ruimte,2,"Groen, overig",25,opdr/overdr,350,350,<=500,,Buurtmoestuin Weeresteinlaan,leefbaarheidsinitiatief,Groen
1026010688,75,2,Noordwest,1,Welzijn,4,Bewegen,43,opdr/overdr,11.5,11.5,<=20.000,,Kunstgras Mimosastraat,leefbaarheidsinitiatief,Sport en bewegen
1026009446,76,2,Noordwest,1,Groene openbare ruimte,2,"Groen, overig",25,opdr/overdr,722,722,<=2.000,,Groen Jan van Zutphenlaan,leefbaarheidsinitiatief,Groen
1026008788,77,2,Noordwest,1,Groene openbare ruimte,2,Bloemenmanden,21,opdr/overdr,1.222,1.222,<=2.000,,Hanging baskets VOCZ,leefbaarheidsinitiatief,Groen
1026009851,78,2,Noordwest,1,Groene openbare ruimte,2,"Groen, overig",25,opdr/overdr,1.831,1.831,<=2.000,,Bloembakken J.S. de Rijkstraat,leefbaarheidsinitiatief,Groen
1026010141,79,2,Noordwest,1,Groene openbare ruimte,2,"Groen, overig",25,opdr/overdr,3.031,3.031,<=5.000,,Bomen J.S. de Rijkstraat,leefbaarheidsinitiatief,Groen
1026010179,80,2,Noordwest,3,Groene openbare ruimte,2,Geveltuintjes,23,opdr/overdr,1.371,457,<=500,,Geveltuintjes Zuilenveldlaan,leefbaarheidsinitiatief,Groen
1026010514,81,2,Noordwest,1,Groene openbare ruimte,2,"Groen, overig",25,opdr/overdr,2.3,2.3,<=5.000,,Tuin Kastanjestraat,leefbaarheidsinitiatief,Groen
1026010681,82,2,Noordwest,2,Groene openbare ruimte,2,Bloemenmanden,21,opdr/overdr,1.877,939,<=2.000,,Baskets Josephlaan,leefbaarheidsinitiatief,Groen
1026010682,83,2,Noordwest,7,Groene openbare ruimte,2,Bloemenmanden,21,opdr/overdr,11.928,1.704,<=2.000,,Baskets Ondiep,leefbaarheidsinitiatief,Groen
1026010154,84,2,Noordwest,2,Verkeer,3,Fietsparkeren,33,opdr/overdr,1.011,505,<=2.000,,Fietsenrek Houtstraat,leefbaarheidsinitiatief,Verkeer en parkeren
1026010184,85,2,Noordwest,1,Verkeer,3,Verkeer,31,opdr/overdr,6.35,6.35,<=20.000,,Borden Rokade,leefbaarheidsinitiatief,Verkeer en parkeren
1026010539,86,2,Noordwest,1,Sociale cohesie,5,Straat- of buurtfeest,51,opdr/overdr,750,750,<=2.000,,Feest Theo Thijssenplein,leefbaarheidsinitiatief,Straat- of buurtfeest
1026010558,87,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,400,400,<=500,,Activiteiten Watergeus,leefbaarheidsinitiatief,Welzijn
1026010639,88,2,Noordwest,2,Verkeer,3,Fietsparkeren,33,opdr/overdr,1.058,529,<=2.000,,Fietsenrek Weerdsingel,leefbaarheidsinitiatief,Verkeer en parkeren
1026010641,89,2,Noordwest,1,Verkeer,3,Verkeer,31,opdr/overdr,5.666,5.666,<=20.000,,Fietsplateau Esdoornstraat,leefbaarheidsinitiatief,Verkeer en parkeren
1026010642,90,2,Noordwest,1,Verkeer,3,Verkeer,31,opdr/overdr,4.366,4.366,<=5.000,,Drempels A. Menninckkwartier,leefbaarheidsinitiatief,Verkeer en parkeren
1026010649,91,2,Noordwest,1,Verkeer,3,Verkeer,31,opdr/overdr,14.732,14.732,<=20.000,,Oversteek S. van Zuylenweg,leefbaarheidsinitiatief,Verkeer en parkeren
1026010685,92,2,Noordwest,1,Verkeer,3,Parkeren,32,opdr/overdr,845,845,<=2.000,,Parkeren Knopstraat,leefbaarheidsinitiatief,Verkeer en parkeren
1026008303,93,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,0,0,<=500,,Activiteiten Comité Julianapark,leefbaarheidsinitiatief,Welzijn
1026008335,94,2,Noordwest,1,Jeugd,6,Jeugdvoorziening,62,opdr/overdr,0,0,<=500,,Kleutertuin en barbecue,leefbaarheidsinitiatief,Jeugd
1026008669,95,2,Noordwest,1,Participatie,7,Participatie,73,opdr/overdr,354,354,<=500,,Milieugroep Zuilen,leefbaarheidsinitiatief,Buurt- en belangengroepen
1026008752,96,2,Noordwest,1,Welzijn,4,"Kunstwerk, cultuur",41,opdr/overdr,0,0,<=500,,Tentoonstelling wijkbewoners VC,leefbaarheidsinitiatief,Cultuur
1026009075,97,2,Noordwest,1,Participatie,7,Bewoners- of belangengroep,71,opdr/overdr,528,528,<=2.000,,Ondersteuning Buurtcomité Hoogstr,leefbaarheidsinitiatief,Buurt- en belangengroepen
1026009078,98,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,1.2,1.2,<=2.000,,Activiteiten Concordiastraat,leefbaarheidsinitiatief,Welzijn
1026009567,99,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,0,0,<=500,,Kennismakingsfeest Complex 8,leefbaarheidsinitiatief,Welzijn
1026009690,100,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,40,40,<=500,,Kerstmaaltijd Thorbeckelaan,leefbaarheidsinitiatief,Welzijn
1026009945,101,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,70,70,<=500,,Kerstdiner Uithoek,leefbaarheidsinitiatief,Welzijn
1026010010,102,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,76,76,<=500,,Activiteiten Buren voor buren,leefbaarheidsinitiatief,Welzijn
1026010066,103,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,200,200,<=500,,Kerstfeest Pr. Margrietstraat,leefbaarheidsinitiatief,Welzijn
1026010025,104,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,10.15,10.15,<=20.000,,Activiteiten Julianapark,leefbaarheidsinitiatief,Welzijn
1026010143,105,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,700,700,<=2.000,,Ouderinitiatief Pijlstaart,leefbaarheidsinitiatief,Welzijn
1026010155,106,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,1.201,1.201,<=2.000,,Activiteiten Min. Talmastraat,leefbaarheidsinitiatief,Welzijn
1026010162,107,2,Noordwest,1,Sociale cohesie,5,Straat- of buurtfeest,51,opdr/overdr,700,700,<=2.000,,Straatfeest Beverstraat,leefbaarheidsinitiatief,Straat- of buurtfeest
1026010270,108,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,463,463,<=500,,Vrouwendag Noordwest,leefbaarheidsinitiatief,Welzijn
1026010303,109,2,Noordwest,1,Welzijn,4,Kunstbeoefening,42,opdr/overdr,20,20,<=50.000,,Muzikaal evenement Julianapark,leefbaarheidsinitiatief,Cultuur
1026010315,110,2,Noordwest,1,Welzijn,4,"Kunstwerk, cultuur",41,opdr/overdr,500,500,<=2.000,,Muziek bij Rommelmarkt VC,leefbaarheidsinitiatief,Cultuur
1026010369,111,2,Noordwest,1,Sociale cohesie,5,Straat- of buurtfeest,51,opdr/overdr,650,650,<=2.000,,Straatfeest Fokkerstraat,leefbaarheidsinitiatief,Straat- of buurtfeest
1026010370,112,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,650,650,<=2.000,,Activiteiten Concordiastraat,leefbaarheidsinitiatief,Welzijn
1026010377,113,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,1.455,1.455,<=2.000,,Rommelmarkt Schaakwijk,leefbaarheidsinitiatief,Welzijn
1026010417,114,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,1,1,<=2.000,,Belle's Bistro Buurthuis Zuilen,leefbaarheidsinitiatief,Welzijn
1026010448,115,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,500,500,<=2.000,,Rommelmarkt Min. de Visserstraat,leefbaarheidsinitiatief,Welzijn
1026010457,116,2,Noordwest,1,Welzijn,4,"Kunstwerk, cultuur",41,opdr/overdr,1.635,1.635,<=2.000,,Tentoonstelling uit Zuilen,leefbaarheidsinitiatief,Cultuur
1026010479,117,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,450,450,<=500,,"Jong Leven, afscheid",leefbaarheidsinitiatief,Welzijn
1026010513,118,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,125,125,<=500,,Bingo Buurthuis De Uithoek,leefbaarheidsinitiatief,Welzijn
1026010533,119,2,Noordwest,1,Sociale cohesie,5,Straat- of buurtfeest,51,opdr/overdr,800,800,<=2.000,,Buurtfeest Monicahof,leefbaarheidsinitiatief,Straat- of buurtfeest
1026010535,120,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,239,239,<=500,,Afsluiting Bingo De Speler,leefbaarheidsinitiatief,Welzijn
1026010536,121,2,Noordwest,1,Participatie,7,Bewoners- of belangengroep,71,opdr/overdr,1.75,1.75,<=2.000,,Ondersteuning bewonersgroep ASW,leefbaarheidsinitiatief,Buurt- en belangengroepen
1026010538,122,2,Noordwest,1,Welzijn,4,Bewegen,43,opdr/overdr,3.556,3.556,<=5.000,,Loopshirts Julianapark,leefbaarheidsinitiatief,Sport en bewegen
1026010551,123,2,Noordwest,1,Sociale cohesie,5,Straat- of buurtfeest,51,opdr/overdr,500,500,<=2.000,,Laanfeest Beatrixlaan,leefbaarheidsinitiatief,Straat- of buurtfeest
1026010559,124,2,Noordwest,1,Participatie,7,Bewoners- of belangengroep,71,opdr/overdr,1.6,1.6,<=2.000,,Ondersteuning bewonersgroep ASW,leefbaarheidsinitiatief,Buurt- en belangengroepen
1026010617,125,2,Noordwest,1,Sociale cohesie,5,Straat- of buurtfeest,51,opdr/overdr,675,675,<=2.000,,Straatfeest Weth. Plompstraat,leefbaarheidsinitiatief,Straat- of buurtfeest
1026010632,126,2,Noordwest,1,Sociale cohesie,5,Straat- of buurtfeest,51,opdr/overdr,700,700,<=2.000,,Barbecue Gerhardstraat,leefbaarheidsinitiatief,Straat- of buurtfeest
1026010637,127,2,Noordwest,1,Welzijn,4,"Kunstwerk, cultuur",41,opdr/overdr,5.217,5.217,<=20.000,,Kleuren van Zuilen,leefbaarheidsinitiatief,Cultuur
1026009846,128,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,73,73,<=500,,Sintfeest Spijkerdwarsstraat,leefbaarheidsinitiatief,Welzijn
1026009955,129,2,Noordwest,1,Sociale cohesie,5,Sociale activiteit,52,opdr/overdr,70,70,<=500,,Kerstfeest Duizendpoot,leefbaarheidsinitiatief,Welzijn
1026009932,130,2,Noordwest,1,Jeugd,6,Jeugdvoorziening,62,opdr/overdr,10.516,10.516,<=20.000,,Boorstraat speelplek(en ontw IBU),leefbaarheidsinitiatief,Jeugd
1026010008,131,2,Noordwest,1,Jeugd,6,Jeugdvoorziening,62,opdr/overdr,10.287,10.287,<=20.000,,Uitbouw Speelplaats Kameleon,leefbaarheidsinitiatief,Jeugd
1026010159,132,2,Noordwest,1,Jeugd,6,Jeugdactiviteit,61,opdr/overdr,700,700,<=2.000,,Straatspeeldag Soetendaallaan,leefbaarheidsinitiatief,Jeugd
1026010161,133,2,Noordwest,1,Welzijn,4,Bewegen,43,opdr/overdr,73,73,<=500,,Voetbaltoernooi Muiderslotplants.,leefbaarheidsinitiatief,Sport en bewegen
1026010317,134,2,Noordwest,1,Jeugd,6,Jeugdactiviteit,61,opdr/overdr,1.552,1.552,<=2.000,,Straatspeeldag Mariendaalstraat,leefbaarheidsinitiatief,Jeugd
1026010371,135,2,Noordwest,1,Jeugd,6,Jeugdactiviteit,61,opdr/overdr,178,178,<=500,,Kinderactiviteit Kleine Wijk,leefbaarheidsinitiatief,Jeugd
1026010633,136,2,Noordwest,1,Jeugd,6,Jeugdactiviteit,61,opdr/overdr,650,650,<=2.000,,Sport/spelact.Grootmeesterplein,leefbaarheidsinitiatief,Jeugd
1026008298,137,2,Noordwest,1,Participatie,7,Participatie,73,opdr/overdr,0,0,<=500,,Informatie Buren van Lage Weide,leefbaarheidsinitiatief,Buurt- en belangengroepen
1026010151,138,2,Noordwest,1,Participatie,7,Bewoners- of belangengroep,71,opdr/overdr,250,250,<=500,,Open dag VC bewoners,leefbaarheidsinitiatief,Buurt- en belangengroepen
1026010374,139,2,Noordwest,1,Participatie,7,Bewoners- of belangengroep,71,opdr/overdr,269,269,<=500,,Ondersteuning drie bewonersgroepen,leefbaarheidsinitiatief,Buurt- en belangengroepen
1026009941,140,3,Overvecht,1,Veiligheid,8,"Veiligheid, overig",85,opdr/overdr,1.448,1.448,<=2.000,,AED Jumbo winkelcentrum Overkapel,leefbaarheidsinitiatief,Veiligheid
1026009942,141,3,Overvecht,1,Verharde openbare ruimte,1,Schoon,15,opdr/overdr,5.484,5.484,<=20.000,,Ganzenoverlast Vechtdijk,leefbaarheidsinitiatief,Schoon
1026009983,142,3,Overvecht,1,Verharde openbare ruimte,1,Straatmeubilair,13,opdr/overdr,1.834,1.834,<=2.000,,Tegelasbakken winkelcentrum Overkapel,leefbaarheidsinitiatief,Bestrating
1026009984,143,3,Overvecht,7,Verkeer,3,Fietsparkeren,33,opdr/overdr,4.012,573,<=2.000,,Fietsenrek Dommeringdreef,leefbaarheidsinitiatief,Verkeer en parkeren
1026009985,144,3,Overvecht,1,Verharde openbare ruimte,1,Schoon,15,opdr/overdr,2.489,2.489,<=5.000,,Wegvangen duiven winkelc. Overkapel en Gagelhof,leefbaarheidsinitiatief,Schoon
