FID,nummer,bwid_code,donarcode,eu_naam,x_coörd,y_coörd,etrs_89_ea,etrs_89_no,rws_dienst,provincie,zwp_naam,zwp_datum,zwp_period,zwp_kwal,zwp_beoord,blauw_vlag,zout_zoet,eu_2012,eu_2013,eu_2014,eu_2015,eu_actueel,blauwalg,krw_code,krw_systee,se_anno_cad_data,gdb_geomattr_data,shape
zwemlocaties_rws_2016.134,134,NLBW92_DIEMPK,DIEMPK,DIEMERPARK AMSTERDAM,127734,485269,635320.175,5802342.234,Midden Nederland,NOORD HOLLAND,STRAND DIEMERPARK,2012,2009-2011,uitstekend,n.a.n.,nee,zoet,geen,Nieuw,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,,POINT (127734 485269)
zwemlocaties_rws_2016.135,135,NLBW95_NOORDPBSD,NOORDPBSD,"DE NOORDPIER, VELSEN",99115,498413,606287.364,5814532.956,Zee en Delta,NOORD HOLLAND,STRAND NOORDPIER,2013,2012,geen,2016,nee,zout,geen,geen,geen,Goed,Goed,nee,NL95_3A,Hollandse kust (kustwater),,,POINT (99115 498413)
zwemlocaties_rws_2016.136,136,NLBW92_MARKN,MARKN,HAVENSTRANDJE MARKEN,135387,496652,642592.741,5813970.607,Midden Nederland,NOORD HOLLAND,HAVENSTRANDJE MARKEN,2013,2013,uitstekend,n.a.n.,nee,zoet,geen,geen,geen,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,,POINT (135387 496652)
zwemlocaties_rws_2016.137,137,NLBW92_SPAKBBBD,SPAKBBSD,RECREATIEPARK 'T KLEINE ZEETJE,154200.899,474674.677,662120.9,5792626.589,Midden Nederland,UTRECHT,Recreatiepark 't Kleine Zeetje,2016,2012-2015,wijziging,2015,nee,zoet,Slecht,Slecht,Slecht,Wijziging,Goed,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,,POINT (154200.8990000002 474674.6770000011)
zwemlocaties_rws_2016.138,138,NLBW93_CLEKTULBE,TULLETWL, 'T WAAL WEST,137570,445495,646458.915,5762916.23,Oost Nederland,UTRECHT,Tullentwaal beneden,2010,2006-2009,goed,2013,nee,zoet,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL94_4,"Oude Maas (bovenstrooms Hartelkanaal), Spui, Noord, Dordtsche Kil, Lek tot Hagestein",,,POINT (137570 445495)
zwemlocaties_rws_2016.139,139,NLBW93_CLEKTULBO,TULLETWBVN, 'T WAAL OOST,138050,445120,646950.941,5762557.209,Oost Nederland,UTRECHT,Tullentwaal boven,2010,2006-2009,goed,2013,nee,zoet,Goed,Goed,Goed,Goed,Goed,nee,NL94_4,"Oude Maas (bovenstrooms Hartelkanaal), Spui, Noord, Dordtsche Kil, Lek tot Hagestein",,,POINT (138050 445120)
zwemlocaties_rws_2016.140,140,NLBW93_CNDRGRAVE,GRAVBL,GRAVENBOL,154890,442600,663864.303,5760591.35,Oost Nederland,UTRECHT,GRAVENBOL,2014,2010-2013,uitstekend,2013,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL93_7,Nederrijn/Lek,,,POINT (154890 442600)
zwemlocaties_rws_2016.141,141,NLBW93_VOP2102,MIDDWD,MIDDELWAARD,133657,445133,642560.147,5762425.987,Oost Nederland,UTRECHT,PLAS MIDDELWAARD,2010,2006-2009,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_4,"Oude Maas (bovenstrooms Hartelkanaal), Spui, Noord, Dordtsche Kil, Lek tot Hagestein",,,POINT (133657 445133)
zwemlocaties_rws_2016.142,142,NLBW93_HONSWKPS,HONSWKPS,HONSWIJKERPLAS,138497,444879,647405.589,5762331.024,Oost Nederland,UTRECHT,HONSWIJKERPLAS,2015,2014,uitstekend,n.a.n.,nee,zoet,geen,geen,geen,Nieuw,Uitstekend,nee,NL93_7,Nederrijn/Lek,,,POINT (138497 444879)
zwemlocaties_rws_2016.143,143,NLBW89_BAARLBSD,BAARLBSD,BAARLAND BADSTRAND,51366,379420,562482.002,5694069.59,Zee en Delta,ZEELAND,Baarland Badstrand,2008,2004-2007,uitstekend,2014,nee,zout,Goed,Goed,Uitstekend,Goed,Uitstekend,nee,nl89_westsde,Westerschelde,,,POINT (51366 379420)
zwemlocaties_rws_2016.144,144,NLBW89_BERGSDSNBSD,BERGSDSNBSD,BERGSE DIEPSLUIS NOORD BADSTRAND,70765,392234,581445.643,5707505.915,Zee en Delta,ZEELAND,Bergsche Diepsluis Noord Badstrand,2008,2004-2007,uitstekend,n.a.n.,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (70765 392234)
zwemlocaties_rws_2016.145,145,NLBW89_BORSSLBSD,BORSSLBSD,BORSSELE BADSTRAND,38163,383987,549142.103,5698201.17,Zee en Delta,ZEELAND,BORSSELE BADSTRAND,2015,2011-2014,goed,2014,nee,zout,Goed,Goed,Goed,Uitstekend,Uitstekend,nee,nl89_westsde,Westerschelde,,,POINT (38163 383987)
zwemlocaties_rws_2016.146,146,NLBW89_BRAAKMHVBBSD,BRAAKMHVBBSD,BRAAKMAN HAVEN BUITENZIJDE BADSTRAND,39680,374610,550963.867,5688882.547,Zee en Delta,ZEELAND,BRAAKMAN HAVEN BUITENZIJDE,2008,2004-2007,goed,2014,nee,zout,Goed,Goed,Goed,Uitstekend,Goed,nee,nl89_westsde,Westerschelde,,,POINT (39680 374610)
zwemlocaties_rws_2016.147,147,NLBW89_BRESKBSD,BRESKBSD,BRESKENS BADSTRAND,27780,380530,538881.983,5694408.216,Zee en Delta,ZEELAND,BRESKENS BADSTRAND,2016,2012-2015,goed,2015,ja,zout,Goed,Goed,Goed,Goed,Uitstekend,nee,nl89_westsde,Westerschelde,,,POINT (27780 380530)
zwemlocaties_rws_2016.148,148,NLBW89_BRESKFFDRBSD,BRESKFFDRBSD,BRESKENS FORT FREDERIK HENDRIK,26233,381289,537311.689,5695115.935,Zee en Delta,ZEELAND,BRESKENS FORT FREDERIK HENDRIK,2016,2012-2015,uitstekend,2015,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (26233 381289)
zwemlocaties_rws_2016.149,149,NLBW89_BRESKNWSBSD,BRESKNWSBSD,BRESKENS NIEUWESLUIS BADSTRAND,22724.813,380628.868,533828.502,5694341.813,Zee en Delta,ZEELAND,BRESKENS NIEUWESLUIS,2016,2012-2015,uitstekend,2015,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (22724.813000001013 380628.8680000007)
zwemlocaties_rws_2016.150,150,NLBW89_BRUINSWHVBSD,BRUINSWHVBSD,BRUINISSE WERKHAVEN BADSTRAND,65100,409670,575215.269,5724742.049,Zee en Delta,ZEELAND,BRUINISSE WERKHAVEN BADSTRAND,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,,POINT (65100 409670)
zwemlocaties_rws_2016.151,151,NLBW89_CADZBSD,CADZBSD,CADZAND BADSTRAND,16480,378950,527644.723,5692460.541,Zee en Delta,ZEELAND,CADZAND BADSTRAND,2016,2012-2015,goed,2015,ja,zout,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (16480 378950)
zwemlocaties_rws_2016.152,152,NLBW89_COLPBSD,COLPBSD,COLIJNSPLAAT BADSTRAND,47910,402760,558266.396,5717275.614,Zee en Delta,ZEELAND,COLIJNSPLAAT BADSTRAND,2008,2004-2007,uitstekend,2015,nee,zout,Uitstekend,Uitstekend,Goed,Uitstekend,Goed,nee,nl89_oostsde,Oosterschelde,,,POINT (47910 402760)
zwemlocaties_rws_2016.153,153,NLBW89_DENOSBSD,DENOSBSD,DEN OSSE BADSTRAND,51950,417950,561805.59,5732584.333,Zee en Delta,ZEELAND,DEN OSSE BADSTRAND,2016,2012-2015,uitstekend,2015,nee,zoet,Uitstekend,Uitstekend,Aanvaardbaar,Uitstekend,Goed,nee,nl89_grevlemr,Grevelingenmeer,,,POINT (51950 417950)
zwemlocaties_rws_2016.154,154,NLBW89_DOMBBSD,DOMBBSD,DOMBURG BADSTRAND,23920,399320,534411.343,5713053.916,Zee en Delta,ZEELAND,DOMBURG BADSTRAND,2015,2011-2014,uitstekend,2014,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (23920 399320)
zwemlocaties_rws_2016.155,155,NLBW89_ELLMBSD,ELLMBSD,ELLEMEET BADSTRAND,46630,418060,556486.68,5732519.956,Zee en Delta,ZEELAND,ELLEMEET BADSTRAND,2015,2011-2014,uitstekend,2014,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (46630 418060)
zwemlocaties_rws_2016.156,156,NLBW89_GREVLGDBSD,GREVLGDBSD,GREVELINGENDAM BADSTRAND,67210,410850,577284.872,5725990.111,Zee en Delta,ZEELAND,GREVELINGENDAM BADSTRAND,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,,POINT (67210 410850)
zwemlocaties_rws_2016.157,157,NLBW89_GREVLGDPOBSD,GREVLGDPOBSD,GREVELINGENDAM PLAAT VAN OUDE TONGE BADSTRAND,68710,410390,578798.672,5725579.589,Zee en Delta,ZEELAND,GREVELINGENDAM PLAAT VAN OUDE TONGE BADSTRAND,2010,2006-2009,uitstekend,2014,nee,zout,Goed,Goed,Goed,Goed,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (68710 410390)
zwemlocaties_rws_2016.158,158,NLBW89_KAMPLBJBSD,KAMPLBJBSD,KAMPERLAND DE BANJAARD BADSTRAND,35540,402070,545930.313,5716181.477,Zee en Delta,ZEELAND,KAMPERLAND DE BANJAARD Badstrand,2015,2011-2014,uitstekend,2014,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (35540 402070)
zwemlocaties_rws_2016.159,159,NLBW89_KAMPLRPBSD,KAMPLRPBSD,KAMPERLAND DE ROOMPOT BADSTRAND,40175,401873,550567.461,5716136.332,Zee en Delta,ZEELAND,KAMPERLAND DE ROOMPOT,2008,2004-2007,uitstekend,n.a.n.,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (40175 401873)
zwemlocaties_rws_2016.160,160,NLBW89_KAMPLSFLWBSD,KAMPLSFLWBSD,KAMPERLAND SINT FELIXWEG BADSTRAND,37540,397280,548085.141,5711461.391,Zee en Delta,ZEELAND,KAMPERLAND SINT FELIXWEG BADSTRAND,2016,2012-2015,goed,2015,nee,zoet,Aanvaardbaar,Aanvaardbaar,Slecht,Goed,Goed,nee,nl89_veersmr,Veerse meer,,,POINT (37540 397280)
zwemlocaties_rws_2016.161,161,NLBW89_KATSVBSD,KATSVBSD,KATSE VEER BADSTRAND,49640,395700,560225.739,5710278.496,Zee en Delta,ZEELAND,KATSE VEER BADSTRAND,2008,2004-2007,uitstekend,n.a.n.,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (49640 395700)
zwemlocaties_rws_2016.162,162,NLBW89_KRABBDKRHBSD,KRABBDKRHBSD,KRABBENDIJKE ROELSHOEK BADSTRAND,67270,383800,578229.07,5698964.962,Zee en Delta,ZEELAND,KRABBENDIJKE ROELSHOEK,2008,2004-2007,goed,2014,nee,zout,Uitstekend,Goed,Uitstekend,Goed,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (67270 383800)
zwemlocaties_rws_2016.163,163,NLBW89_KRAMMSLBKBSD,KRAMMSLBKBSD,KRAMMERSLUIS LAAGBEKKEN BADSTRAND,71045,407377,581230.317,5722645.498,Zee en Delta,ZEELAND,KRAMMERSSLUIS LAAGBEKKEN,2008,2004-2007,uitstekend,n.a.n.,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (71045 407377)
zwemlocaties_rws_2016.164,164,NLBW89_NEELTJBSD,NEELTJBSD,NEELTJE JANS BADSTRAND,38060,406840,548291.871,5721029.516,Zee en Delta,ZEELAND,NEELTJE JANS BADSTRAND,2015,2011-2014,goed,2014,nee,zout,Uitstekend,Uitstekend,Goed,Goed,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (38060 406840)
zwemlocaties_rws_2016.165,165,NLBW89_NIEUWHSDVBSD,NIEUWHSDVBSD,NIEUW HAAMSTEDE VUURTORENPAD BADSTRAND,37270,415330,547224.59,5729485.836,Zee en Delta,ZEELAND,NIEUW HAAMSTEDE VUURTORENPAD Badstrand,2015,2011-2014,Goed,2014,nee,zout,Uitstekend,Uitstekend,Goed,Goed,Goed,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (37270 415330)
zwemlocaties_rws_2016.166,166,NLBW89_NIEUWVBOBSD,NIEUWVBOBSD,NIEUWVLIET-BAD OOST BADSTRAND,20500,380050,531624.793,5693690.816,Zee en Delta,ZEELAND,NIEUWVLIET-BAD OOST BADSTRAND,2016,2012-2015,uitstekend,2015,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (20500 380050)
zwemlocaties_rws_2016.167,167,NLBW89_OESTDWZDBSD,OESTDWZDBSD,OESTERDAM WESTZIJDE BADSTRAND,73834,388459,584635.347,5703834.307,Zee en Delta,ZEELAND,OESTERDAM WESTZIJDE BADSTRAND,2008,2004-2007,uitstekend,n.a.n.,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (73834 388459)
zwemlocaties_rws_2016.168,168,NLBW89_OOSTKPLDWBSD,OOSTKPLDWBSD,OOSTKAPELLE DUINWEG BADSTRAND,27060,401050,537491.702,5714884.984,Zee en Delta,ZEELAND,OOSTKAPELLE DUINWEG BADSTRAND,2015,2011-2014,uitstekend,2014,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (27060 401050)
zwemlocaties_rws_2016.169,169,NLBW89_ORJPBSD,ORJPBSD,ORANJEPLAAT BADSTRAND,38370,393320,549043.87,5707532.225,Zee en Delta,ZEELAND,ORANJEPLAAT BADSTRAND,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,,,POINT (38370 393320)
zwemlocaties_rws_2016.170,170,NLBW89_OUWKHOWKBSD,OUWKHOWKBSD,OUWERKERK HOEK VAN OUWERKERK BADSTRAND,56250,404000,566558.439,5718787.343,Zee en Delta,ZEELAND,HOEK VAN OUWERKERK,2008,2004-2007,uitstekend,n.a.n.,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (56250 404000)
zwemlocaties_rws_2016.171,171,NLBW89_PERKPDBSD,PERKPDBSD,PERKPOLDER BADSTRAND,59515,380075,570602.29,5694990.031,Zee en Delta,ZEELAND,PERKPOLDER BADSTRAND,2008,2004-2007,uitstekend,n.a.n.,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_westsde,Westerschelde,,,POINT (59515 380075)
zwemlocaties_rws_2016.172,172,NLBW89_PIETBSD,PIETBSD,DE PIET BADSTRAND,39702,394530,550335.067,5708784.654,Zee en Delta,ZEELAND,DE PIET BADSTRAND,2011,2007-2010,uitstekend,2011,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,,,POINT (39702 394530)
zwemlocaties_rws_2016.173,173,NLBW89_RENSJRNSWBSD,RENSJRNSWBSD,RENESSE J. VAN RENESSEWEG BADSTRAND,42840,418310,552691.883,5732645.577,Zee en Delta,ZEELAND,RENESSE J. VAN RENESSEWEG BADSTRAND,2015,2011-2014,uitstekend,2014,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (42840 418310)
zwemlocaties_rws_2016.174,174,NLBW89_RENSLEWBSD,RENSLEWBSD,RENESSE LUIEWEG BADSTRAND,41984,418043,551845.406,5732350.777,Zee en Delta,ZEELAND,RENESSE LUIEWEG BADSTRAND,2015,2011-2014,uitstekend,2014,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (41984 418043)
zwemlocaties_rws_2016.175,175,NLBW89_RITTFRMKBSD,RITTFRMKBSD,RITTHEM FORT RAMMEKENS BADSTRAND,34710,386190,545620.392,5700289.266,Zee en Delta,ZEELAND,RITTHEM FORT RAMMEKENS BADSTRAND,2015,2011-2014,aanvaardbaar,2014,nee,zout,Aanvaardbaar,Aanvaardbaar,Aanvaardbaar,Aanvaardbaar,Goed,nee,nl89_westsde,Westerschelde,,,POINT (34710 386190)
zwemlocaties_rws_2016.176,176,NLBW89_SCHOTSMCPBSD,SCHOTSMCPBSD,SCHOTSMAN CAMPENSWEG BADSTRAND,34580,399850,545043.84,5713932.153,Zee en Delta,ZEELAND,SCHOTSMAN CAMPENSWEG BADSTRAND,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,,,POINT (34580 399850)
zwemlocaties_rws_2016.177,177,NLBW89_SINTMTDMEBSD,SINTMTDMEBSD,SINT MAARTENSDIJK MUIEPOLDER BADSTRAND,63605,394600,574214.424,5709635.939,Zee en Delta,ZEELAND,SINT MAARTENSDIJK MUIEPOLDER,2008,2004-2007,uitstekend,n.a.n.,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (63605 394600)
zwemlocaties_rws_2016.178,178,NLBW89_SINTPLLBSD,SINTPLLBSD,SINT PHILIPSLAND BADSTRAND,70097.59,403596.165,580407.366,5718836.809,Zee en Delta,ZEELAND,SINT PHILIPSLAND BADSTRAND,2016,2012-2015,uitstekend,2015,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (70097.58999999985 403596.1649999991)
zwemlocaties_rws_2016.179,179,NLBW89_VEERSGDMZBSD,VEERSGDMZBSD,VEERSEGAT DAM MEERZIJDE BADSTRAND,33080,400840,543512.859,5714872.144,Zee en Delta,ZEELAND,VEERSEGAT DAM MEERZIJDE BADSTRAND,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,,,POINT (33080 400840)
zwemlocaties_rws_2016.180,180,NLBW89_VLISSGNLBSD,VLISSGNLBSD,VLISSINGEN NOLLE BADSTRAND,27290,386180,538207.82,5700036.788,Zee en Delta,ZEELAND,VLISSINGEN NOLLE BADSTRAND,2015,2011-2014,uitstekend,2014,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (27290 386180)
zwemlocaties_rws_2016.181,181,NLBW89_VROUWPDBZBSD,VROUWPDBZBSD,VROUWENPOLDER BREEZAND BADSTRAND,32550,401610,542958.163,5715624.077,Zee en Delta,ZEELAND,VROUWENPOLDER BREEZAND BADSTRAND,2015,2011-2014,uitstekend,2014,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (32550 401610)
zwemlocaties_rws_2016.182,182,NLBW89_WEMDGBSD,WEMDGBSD,WEMELDINGE BADSTRAND,58700,393380,569353.533,5708256.676,Zee en Delta,ZEELAND,WEMELDINGE BADSTRAND,2008,2004-2007,uitstekend,n.a.n.,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (58700 393380)
zwemlocaties_rws_2016.183,183,NLBW89_WESTKPLERBSD,WESTKPLERBSD,WESTKAPELLE ERIKA BADSTRAND,19730,394590,530380.184,5708191.441,Zee en Delta,ZEELAND,WESTKAPELLE ERIKA BADSTRAND,2015,2011-2014,uitstekend,2014,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (19730 394590)
zwemlocaties_rws_2016.184,184,NLBW89_WESTRPBSD,WESTRPBSD,WEST REPART BADSTRAND,47397,417900,557258.242,5732385.225,Zee en Delta,ZEELAND,WEST REPART BADSTRAND,2008,2004-2007,uitstekend,2015,nee,zoet,Uitstekend,Uitstekend,Goed,Uitstekend,Goed,nee,nl89_grevlemr,Grevelingenmeer,,,POINT (47397 417900)
zwemlocaties_rws_2016.185,185,NLBW89_WESTSWRTDBSD,WESTSWRTDBSD,WESTERSCHOUWEN ROTONDE BADSTRAND,38440,410330,548557.265,5724528.743,Zee en Delta,ZEELAND,WESTERSCHOUWEN ROTONDE BADSTRAND,2015,2011-2014,uitstekend,2014,ja,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (38440 410330)
zwemlocaties_rws_2016.186,186,NLBW89_WOLPHDSHBSD,WOLPHDSHBSD,WOLPHAARTSDIJK SCHELPHOEK BADSTRAND,44916,396039,555494.934,5710462.755,Zee en Delta,ZEELAND,WOLPHAARTSDIJK SCHELPHOEK BADSTRAND,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,,,POINT (44916 396039)
zwemlocaties_rws_2016.187,187,NLBW89_YERSKPWBSD,YERSKPWBSD,YERSEKE POSTWEG BADSTRAND,61720,391250,572440.502,5706227.234,Zee en Delta,ZEELAND,YERSEKE POSTWEG BADSTRAND,2008,2004-2007,uitstekend,n.a.n.,nee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (61720 391250)
zwemlocaties_rws_2016.188,188,NLBW89_ZOUTLDDHBSD,ZOUTLDDHBSD,ZOUTELANDE DISHOEK BADSTRAND,25010,388660,535848.956,5702439.878,Zee en Delta,ZEELAND,ZOUTELANDE DISHOEK BADSTRAND,2015,2011-2014,goed,2014,ja,zout,Uitstekend,Uitstekend,Goed,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (25010 388660)
zwemlocaties_rws_2016.189,189,NLBW89_ZOUTLDSHJBSD,ZOUTLDSHJBSD,ZOUTELANDE SMIDSHOEKJE BADSTRAND,22730,391730,533470.792,5705432.352,Zee en Delta,ZEELAND,ZOUTELANDE SMIDSHOEKJE BADSTRAND,2015,2011-2014,goed,2014,ja,zout,Uitstekend,Uitstekend,Goed,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (22730 391730)
zwemlocaties_rws_2016.190,190,NLBW89_ZWINDLBSD,ZWINDLBSD,HET ZWIN DUINLAAN BADSTRAND,14623,377937,525822.684,5691387.869,Zee en Delta,ZEELAND,HET ZWIN DUINLAAN BADSTRAND,2016,2012-2015,goed,2015,nee,zout,Uitstekend,Uitstekend,Uitstekend,Goed,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,,POINT (14623 377937)
zwemlocaties_rws_2016.191,191,NLBW89_SINTANLBSD,SINTANLBSD,SINT ANNALAND BADSTRAND,66159,402775,576498.953,5717887.516,Zee en Delta,ZEELAND,SINT ANNALAND BADSTRAND,2011,2010-2011,Uitstekend,2015,nee,zout,NIEUW,Uitstekend,Goed,Uitstekend,Goed,nee,nl89_oostsde,Oosterschelde,,,POINT (66159 402775)
zwemlocaties_rws_2016.192,192,NLBW89_STAVNSBSD,STAVNSBSD,STAVENISSE BADSTRAND,59131,401458,569520.077,5716341.766,Zee en Delta,ZEELAND,STAVENISSE BADSTRAND,2011,2010-2011,Uitstekend,2015,nee,zout,NIEUW,Aanvaardbaar,Goed,Goed,Uitstekend,nee,nl89_oostsde,Oosterschelde,,,POINT (59131 401458)
zwemlocaties_rws_2016.193,193,NLBW89_HERKGBSD,HERKGBSD,HERKINGEN BADSTRAND,64700,414050,574672.237,5729105.251,Zee en Delta,ZUID HOLLAND,HERKINGEN BADSTRAND,2008,2004-2007,uitstekend,2013,nee,zoet,Goed,Uitstekend,Goed,Goed,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,,POINT (64700 414050)
zwemlocaties_rws_2016.194,194,NLBW89_KABBLBBSD,KABBLBBSD,"KABBELAARSBANK, GREVELINGEN",49742,419293,559555.528,5733853.811,Zee en Delta,ZUID HOLLAND,KABBELAARSBANK BADSTRAND,2008,2004-2007,uitstekend,2014,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,,POINT (49742 419293)
zwemlocaties_rws_2016.195,195,NLBW89_PUNTBSD,PUNTBSD,"DE PUNT, BEZOEKERSCENTRUM",51345,422320,561057.893,5736930.659,Zee en Delta,ZUID HOLLAND,DE PUNT BADSTRAND,2008,2004-2007,uitstekend,2016,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,,POINT (51345 422320)
zwemlocaties_rws_2016.196,196,NLBW89_SLIKKVFKBSD,SLIKKVFKBSD,SLIKKEN VAN FLAKKEE BADSTRAND,60468,419023,570280.989,5733935.441,Zee en Delta,ZUID HOLLAND,SLIKKEN VAN FLAKKEE BADSTRAND,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,,POINT (60468 419023)
zwemlocaties_rws_2016.197,197,NLBW94_GOUDSWBSD,GOUDSWBSD,"SPUI, NABIJ GOUDSWAARD",78592,424427,588212.983,5739928.743,West Nederland zuid,ZUID HOLLAND,Goudswaard Badstrand,2008,2004-2007,uitstekend,n.a.n.,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_4,"Oude Maas (bovenstrooms Hartelkanaal), Spui, Noord, Dordtsche Kil, Lek tot Hagestein",,,POINT (78592 424427)
zwemlocaties_rws_2016.198,198,NLBW94_HARVBLHNOBSD,HARVBLHNOBSD,HARINGVLIETBRUG OOST,87264,415278,597177.783,5731070.881,West Nederland zuid,ZUID HOLLAND,"HARINGVLIETBRUG LANDHOOFD N.O., BADSTRAND",2010,2006-2009,goed,2013,nee,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",,,POINT (87264 415278)
