FID,ZAKRECHT,NAAM,NAAM_UPPER,GEOMETRIE
BRK_CORPORATIES.fid-36cc8544_1861e935291_22a4,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((185998.728 428153.961, 186003.441 428146.654, 186006.115 428142.508, 186019.744 428151.247, 186012.351 428162.727, 186003.651 428176.203, 185989.895 428167.871, 185990.999 428166.036, 185998.728 428153.961))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22a5,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((187798.09 429050.63, 187796.51 429056.46, 187796.81 429062.5, 187794.766 429062.588, 187794.4 429056.23, 187796.06 429050.08, 187798.09 429050.63))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22a6,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186823.978 424659.206, 186830.165 424691.29, 186823.038 424692.645, 186826.06 424708.566, 186816.826 424710.319, 186807.329 424660.299, 186816.518 424658.555, 186816.896 424660.549, 186823.978 424659.206))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22a7,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186383.028 427127.165, 186373.483 427121.456, 186376.953 427115.608, 186377.04 427115.462, 186386.615 427121.188, 186383.028 427127.165))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22a8,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((187898.48 428969.72, 187903.13 428961.08, 187903.86 428951.33, 187900.55 428941.93, 187907.79 428939.32, 187911.65 428950.29, 187910.65 428963.28, 187904.43 428974.82, 187898.48 428969.72))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22a9,Eigendom (recht van),Stichting Studentenhuisvesting Nijmegen,STICHTING STUDENTENHUISVESTING NIJMEGEN,"POLYGON ((188784.389 428089.377, 188799.628 428083.078, 188808.292 428101.316, 188797.156 428111.435, 188795.945 428111.791, 188795.32 428111.819, 188794.638 428111.675, 188793.92 428111.306, 188793.341 428110.682, 188792.958 428109.973, 188784.389 428089.377))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22aa,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186345.86 425288.705, 186368.616 425282.912, 186370.156 425288.608, 186354.436 425292.622, 186354.068 425291.217, 186351.089 425291.997, 186351.457 425293.399, 186352.038 425293.246, 186352.412 425294.668, 186349.435 425295.45, 186349.056 425294.041, 186347.302 425294.512, 186347.34 425294.435, 186347.378 425294.357, 186345.86 425288.705))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ab,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182232.1 427473.74, 182228.366 427466.646, 182247.226 427456.726, 182250.97 427463.85, 182241.96 427468.55, 182232.1 427473.74))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ac,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189553.85 427212.404, 189583.243 427208.097, 189584.175 427213.722, 189554.816 427218.023, 189553.85 427212.404))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ad,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189128.048 427221.187, 189105.969 427226.145, 189105.779 427225.088, 189103.666 427221.772, 189127.127 427216.525, 189127.467 427218.049, 189128.048 427221.187))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ae,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187902.509 430912.281, 187918.114 430886.098, 187930.711 430893.142, 187932.168 430893.957, 187933.378 430894.634, 187932.517 430896.074, 187932.958 430896.333, 187932.536 430897.051, 187938.521 430900.609, 187938.905 430900.886, 187939.241 430901.22, 187939.521 430901.601, 187939.739 430902.021, 187939.89 430902.47, 187939.969 430902.936, 187939.975 430903.409, 187939.908 430903.878, 187939.77 430904.33, 187939.563 430904.756, 187926.508 430926.648, 187926.247 430927.043, 187925.924 430927.39, 187925.548 430927.679, 187925.129 430927.902, 187924.68 430928.053, 187924.212 430928.127, 187923.738 430928.124, 187923.271 430928.042, 187922.824 430927.884, 187922.409 430927.655, 187903.505 430916.419, 187903.115 430916.147, 187902.774 430915.817, 187902.491 430915.436, 187902.272 430915.014, 187902.124 430914.562, 187902.051 430914.093, 187902.053 430913.618, 187902.132 430913.15, 187902.286 430912.7, 187902.509 430912.281))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22af,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183832.347 427508.576, 183832.261 427520.92, 183832.262 427523.041, 183832.263 427524.627, 183816.202 427524.531, 183816.18 427508.605, 183816.168 427499.998, 183816.16 427494.039, 183816.46 427494.04, 183832.403 427494.056, 183832.38 427499.979, 183832.347 427508.576))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22b0,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186729.962 424935.278, 186716.618 424938.812, 186716.185 424938.896, 186715.744 424938.911, 186715.307 424938.857, 186714.883 424938.736, 186714.483 424938.55, 186714.117 424938.304, 186713.794 424938.004, 186713.521 424937.658, 186713.306 424937.273, 186713.153 424936.859, 186707.81 424916.256, 186723.625 424912.235, 186726.782 424923.715, 186729.18 424932.435, 186729.962 424935.278))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22b1,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189275.569 427522.367, 189275.644 427522.834, 189275.651 427523.306, 189275.591 427523.775, 189275.465 427524.23, 189275.275 427524.663, 189275.026 427525.064, 189274.722 427525.426, 189274.37 427525.741, 189273.976 427526.002, 189273.549 427526.205, 189273.098 427526.345, 189271.503 427526.732, 189265.894 427504.077, 189270.7 427502.905, 189270.78 427503.235, 189275.569 427522.367))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22b2,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((182073.984 427465.875, 182069.656 427480.161, 182067.313 427487.895, 182065.522 427493.805, 182059.968 427492.07, 182061.744 427486.207, 182064.102 427478.423, 182068.428 427464.143, 182073.984 427465.875))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22b3,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186304.404 427141.183, 186300.114 427138.615, 186309.79 427122.439, 186310.078 427120.157, 186315.496 427120.841, 186315.208 427123.123, 186304.404 427141.183))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22b4,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189537.297 427114.809, 189559.261 427113.543, 189559.603 427119.243, 189538.256 427120.472, 189537.297 427114.809))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22b5,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185392.938 424335.49, 185410.619 424350.721, 185443.706 424312.83, 185443.554 424312.699, 185447.528 424307.872, 185446.982 424307.403, 185480.841 424268.507, 185497.155 424282.748, 185413.564 424379.273, 185381.764 424351.619, 185381.577 424348.673, 185392.938 424335.49))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22b6,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((187924.742 431754.441, 187934.183 431757.532, 187938.186 431758.757, 187939.526 431754.273, 187944.094 431755.824, 187945.831 431756.368, 187942.96 431765.953, 187932.556 431762.956, 187925.007 431760.66, 187921.041 431759.344, 187921.133 431759.07, 187922.89 431753.835, 187924.742 431754.441))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22b7,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183360.17 427230.91, 183356.19 427235.72, 183350.87 427242.16, 183350.403 427242.725, 183345.69 427238.82, 183346.13 427238.27, 183351.43 427231.82, 183358.395 427223.32, 183363.178 427227.242, 183362.7 427227.82, 183360.17 427230.91))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22b8,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183914.317 426166.666, 183914.314 426166.685, 183914.273 426166.93, 183912.619 426176.642, 183910.648 426176.302, 183910.474 426177.278, 183885.175 426172.765, 183886.995 426162.153, 183886.998 426162.136, 183891.878 426162.945, 183898.294 426164.009, 183914.317 426166.666))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22b9,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183074.229 426638.913, 183076.022 426636.726, 183075.898 426636.625, 183083.815 426626.965, 183083.931 426627.06, 183087.328 426622.915, 183087.467 426623.029, 183092.137 426617.332, 183096.899 426621.217, 183079.116 426642.914, 183074.229 426638.913))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ba,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186430.253 432038.633, 186432.82 432036.821, 186434.436 432035.654, 186436.021 432034.439, 186437.576 432033.184, 186439.098 432031.891, 186440.587 432030.56, 186442.286 432028.929, 186443.945 432027.258, 186445.563 432025.547, 186447.139 432023.797, 186448.49 432022.209, 186449.796 432020.582, 186451.053 432018.919, 186452.263 432017.22, 186454.63 432013.7, 186456.843 432010.122, 186458.484 432007.06, 186460.181 432003.513, 186460.679 432002.575, 186461.125 432001.611, 186461.518 432000.625, 186461.856 431999.618, 186463.149 431995.933, 186463.883 431993.842, 186464.748 431990.987, 186465.487 431988.072, 186466.178 431985.268, 186477.398 431987.628, 186492.483 431990.571, 186491.102 431993.767, 186485.364 432006.856, 186481.958 432014.605, 186480.526 432017.874, 186479.43 432020.128, 186478.276 432022.352, 186477.066 432024.547, 186475.799 432026.709, 186474.548 432028.698, 186473.25 432030.656, 186471.906 432032.584, 186470.517 432034.478, 186469.084 432036.34, 186467.382 432038.293, 186464.513 432041.588, 186463.037 432043.183, 186461.521 432044.74, 186459.966 432046.258, 186458.373 432047.736, 186456.593 432049.291, 186454.771 432050.797, 186452.907 432052.25, 186451.003 432053.651, 186449.346 432054.866, 186447.661 432056.041, 186445.948 432057.176, 186444.208 432058.269, 186440.746 432060.298, 186438.156 432061.817, 186437.794 432061.978, 186437.408 432062.066, 186437.012 432062.078, 186436.621 432062.014, 186436.25 432061.875, 186435.913 432061.668, 186435.622 432061.4, 186435.388 432061.08, 186434.711 432059.92, 186429.564 432051.086, 186424.466 432042.33, 186430.253 432038.633))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22bb,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186875.385 430846.963, 186883.015 430826.718, 186891.6 430829.393, 186905.257 430832.478, 186904.845 430834.302, 186904.158 430836.126, 186913.515 430838.222, 186913.603 430837.832, 186936.158 430842.886, 186932.35 430859.898, 186904.605 430853.681, 186904.389 430854.254, 186903.827 430855.747, 186903.182 430857.428, 186875.385 430846.963))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22bc,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187609.479 431322.198, 187608.986 431333.658, 187591.251 431322.521, 187589.364 431321.336, 187591.927 431321.445, 187607.381 431322.108, 187609.479 431322.198))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22bd,Eigendom (recht van),Stichting Sshn,STICHTING SSHN,"POLYGON ((185424.987 428384.981, 185411.822 428366.71, 185410.368 428364.692, 185400.787 428351.396, 185406.617 428340.712, 185413.173 428345.914, 185420.3 428351.569, 185421.556 428352.565, 185424.854 428351.197, 185426.633 428353.847, 185424.873 428355.197, 185425.761 428357.06, 185427.79 428360.143, 185430.513 428363.75, 185439.819 428376.305, 185439.827 428376.343, 185431.493 428380.994, 185424.987 428384.981))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22be,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189184.183 427155.655, 189156.673 427160.675, 189155.769 427155.768, 189183.277 427150.748, 189184.183 427155.655))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22bf,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186740.99 428248.54, 186752.233 428245.692, 186751.59 428243.15, 186756.58 428241.89, 186759.43 428241.16, 186762.42 428252.97, 186763.65 428257.796, 186766.08 428257.17, 186768.47 428266.53, 186774.417 428289.73, 186782.4 428287.67, 186783.77 428292.97, 186783.161 428293.126, 186768.989 428296.761, 186767.16 428297.23, 186766.51 428294.694, 186761.06 428296.09, 186753.728 428297.968, 186740.99 428248.54))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22c0,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183037.38 427577.05, 183040.759 427572.95, 183059.744 427588.556, 183059.883 427589.948, 183050.934 427600.883, 183044.313 427604.256, 183037.798 427612.109, 183036.737 427606.062, 183035.798 427600.053, 183035.736 427599.648, 183026.854 427592.991, 183025.24 427591.782, 183032.46 427583.02, 183037.38 427577.05))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22c1,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183968.751 424166.361, 183972.614 424156.423, 183975.826 424148.159, 183977.196 424144.634, 183980.199 424145.803, 183981.111 424146.157, 183994.441 424151.334, 184000 424153.493, 184006.118 424155.868, 184011.857 424158.104, 184007.287 424169.897, 184004.293 424177.434, 184003.325 424179.92, 183971.018 424167.25, 183968.751 424166.361))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22c2,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183824.113 424288.044, 183824.418 424288.161, 183815.652 424310.74, 183815.456 424310.665, 183809.829 424308.519, 183808.289 424307.932, 183811.373 424299.979, 183817.085 424285.344, 183824.113 424288.044))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22c3,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((184201.492 424721.799, 184201.475 424721.793, 184198.658 424720.702, 184200.973 424714.717, 184203.807 424715.813, 184201.492 424721.799))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22c4,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186416.896 425307.412, 186415.317 425307.73, 186414.854 425305.294, 186416.288 425305.021, 186416.176 425304.432, 186417.609 425304.157, 186417.14 425301.722, 186415.706 425301.999, 186414.787 425297.261, 186415.709 425297.091, 186419.995 425296.303, 186420.952 425296.129, 186425.32 425320.54, 186419.443 425321.651, 186416.896 425307.412))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22c5,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((184209.956 424725.074, 184207.152 424723.989, 184207.132 424723.98, 184209.447 424717.994, 184212.272 424719.087, 184209.956 424725.074))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22c6,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186451.323 426885.69, 186402.638 426901.285, 186388.883 426859.494, 186441.014 426843.031, 186440.092 426837.964, 186445.191 426836.327, 186446.751 426841.167, 186449.407 426840.317, 186457.3 426863.302, 186463.662 426883.163, 186451.323 426885.69))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22c7,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189246.07 427485.165, 189223.141 427490.708, 189221.624 427485.789, 189243.436 427480.515, 189245.236 427481.927, 189246.07 427485.165))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22c8,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186448.032 425340.033, 186445.624 425326.738, 186451.499 425325.67, 186456.169 425351.466, 186450.254 425352.786, 186448.915 425345.521, 186447.479 425345.785, 186446.919 425342.747, 186448.394 425342.475, 186448.503 425343.075, 186449.9 425342.82, 186449.351 425339.8, 186448.032 425340.033))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22c9,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189122.963 427197.956, 189099.32 427203.265, 189098.262 427198.635, 189121.809 427193.347, 189122.963 427197.956))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ca,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187077.448 424670.168, 187091.558 424669.17, 187092.495 424669.11, 187092.6 424671.305, 187092.895 424675.502, 187077.9 424676.56, 187070.377 424677.091, 187064.639 424677.496, 187064.184 424671.106, 187069.925 424670.7, 187077.448 424670.168))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22cb,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183202.203 424927.865, 183223.695 424935.982, 183221.459 424941.971, 183199.968 424933.851, 183202.203 424927.865))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22cc,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182438.3 427086.869, 182460.606 427074.757, 182463.014 427079.252, 182440.745 427091.345, 182438.3 427086.869))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22cd,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182438.3 427086.869, 182434.091 427079.163, 182434.538 427078.925, 182442.63 427074.61, 182456.46 427067.02, 182460.606 427074.757, 182438.3 427086.869))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ce,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187431.59 427588.461, 187430.648 427582.46, 187446.058 427580.156, 187446.939 427586.167, 187431.59 427588.461))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22cf,Eigendom (recht van),Stichting Studentenhuisvesting Nijmegen,STICHTING STUDENTENHUISVESTING NIJMEGEN,"POLYGON ((187309.817 428589.42, 187299.246 428611.794, 187298.39 428613.604, 187295.221 428620.311, 187294.8 428619.907, 187290.411 428615.699, 187290.098 428615.399, 187290.064 428615.367, 187304.015 428586.634, 187304.185 428586.716, 187309.817 428589.42))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22d0,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((184111.813 424169.654, 184115.434 424171.088, 184113.195 424176.791, 184113.124 424176.972, 184109.485 424175.53, 184102.03 424172.577, 184092.535 424168.816, 184094.822 424162.925, 184104.357 424166.701, 184111.813 424169.654))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22d1,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186998.191 425397.996, 187024.857 425391.722, 187026.538 425398.574, 186999.84 425404.976, 186998.191 425397.996))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22d2,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((187973.139 429004.531, 187977.776 429001.983, 187999.217 428981.151, 188005.528 428987.634, 188008.307 428990.506, 188000.874 428997.73, 188000 428998.587, 187998.523 428999.999, 187985.584 429012.564, 187979.963 429015.693, 187979.425 429015.731, 187979.464 429017.233, 187971.987 429017.554, 187971.86 429014.073, 187968.134 429007.279, 187973.139 429004.531))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22d3,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((184195.161 427172.04, 184146.961 427242.977, 184124.827 427227.964, 184123.76 427221.95, 184166.984 427158.136, 184167.503 427158.521, 184170.91 427160.884, 184173.581 427157.094, 184195.161 427172.04))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22d4,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((188074.175 428853.001, 188077.264 428851.342, 188083.808 428847.489, 188093.63 428864.238, 188093.935 428864.758, 188078.756 428880.136, 188070.125 428888.88, 188068.344 428887.078, 188067.775 428887.655, 188065.252 428885.273, 188072.624 428877.819, 188082.624 428867.422, 188074.175 428853.001))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22d5,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183014.59 424897.849, 182972.314 424882.048, 182972.231 424882.269, 182968.854 424881.007, 182971.086 424875.037, 182973.885 424876.083, 182976.678 424868.61, 183019.532 424884.627, 183014.59 424897.849))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22d6,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187287.035 427581.516, 187283.719 427560.918, 187296.966 427557.881, 187299.027 427571.867, 187300.279 427579.531, 187287.035 427581.516))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22d7,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183968.173 424174.519, 183965.891 424180.354, 183956.553 424176.691, 183949.087 424173.762, 183944.408 424171.926, 183946.655 424166.138, 183958.82 424170.909, 183966.264 424173.776, 183968.173 424174.519))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22d8,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186708.328 424792.338, 186706.845 424786.47, 186706.794 424786.267, 186736.591 424778.43, 186738.837 424787.138, 186723.404 424791.158, 186709.781 424794.786, 186709.105 424792.137, 186708.328 424792.338))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22d9,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186810.299 428756.98, 186791.748 428761.94, 186791.51 428761.55, 186788.25 428759.74, 186783.19 428741.28, 186779.58 428727.85, 186779.47 428727.93, 186776.65 428726.23, 186760.31 428730.66, 186748.63 428733.84, 186748.29 428732.37, 186747.957 428732.461, 186744.428 428719.451, 186727.54 428724.03, 186724.15 428711.49, 186725.613 428707.495, 186735.09 428704.93, 186748.892 428701.194, 186749.65 428703.992, 186752.16 428703.312, 186752.976 428706.325, 186762.54 428703.938, 186763.909 428708.956, 186766.491 428708.312, 186766.217 428707.307, 186769.119 428706.547, 186771.634 428705.888, 186772.311 428708.422, 186782.224 428705.774, 186781.644 428703.265, 186789.03 428701.329, 186792.92 428711.19, 186794.568 428715.468, 186799.069 428727.151, 186802.106 428735.035, 186806.247 428745.784, 186810.299 428756.98))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22da,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185813.556 424343.034, 185818.05 424346.903, 185798.963 424369.087, 185794.667 424365.384, 185794.472 424365.216, 185813.556 424343.034))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22db,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((184300.68 424546.137, 184278.054 424537.753, 184279.08 424535.199, 184276.756 424534.304, 184287.197 424507.201, 184304.503 424513.833, 184306.965 424519.315, 184300.68 424546.137))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22dc,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((184949.901 423944.128, 184959.815 423952.62, 184959.605 423952.863, 184956.993 423955.878, 184965.6 423963.343, 184972.234 423969.148, 184974.502 423971.133, 184971.276 423974.869, 184970.581 423975.675, 184970.544 423975.717, 184959.127 423965.84, 184958.753 423966.272, 184958.395 423966.687, 184955.627 423964.292, 184956.236 423963.587, 184956.358 423963.445, 184957.091 423962.598, 184954.323 423960.202, 184953.59 423961.05, 184952.974 423960.517, 184953.707 423959.67, 184955.791 423957.265, 184946.234 423948.727, 184939.613 423942.834, 184935.806 423939.445, 184939.572 423935.073, 184949.234 423943.543, 184949.112 423943.684, 184949.775 423944.274, 184949.901 423944.128))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22dd,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186424.744 425240.566, 186424.193 425236.777, 186423.161 425229.689, 186428.494 425229.323, 186432.264 425229.077, 186433.382 425236.763, 186434.827 425236.552, 186435.341 425240.076, 186433.894 425240.287, 186433.807 425239.682, 186432.361 425239.893, 186432.876 425243.436, 186434.322 425243.225, 186436.36 425257.237, 186427.346 425258.446, 186425.097 425242.989, 186424.744 425240.566))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22de,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((188763.28 431156.286, 188763.237 431154.473, 188764.52 431154.451, 188763.28 431156.286))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22df,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186990.326 425419.872, 186966.098 425425.973, 186966.03 425425.99, 186964.589 425420.228, 186964.72 425420.195, 186988.939 425414.09, 186990.313 425419.818, 186990.326 425419.872))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22e0,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187983.346 428472.944, 187986.86 428464.276, 187998.207 428468.768, 187994.78 428477.452, 187992.843 428482.277, 187998.811 428484.555, 187997.949 428486.642, 187993.498 428497.041, 187970.116 428486.479, 187974.111 428477.54, 187975.19 428475.169, 187981.41 428477.634, 187982.956 428473.927, 187983.346 428472.944))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22e1,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187038.563 424841.568, 187039.368 424848.028, 187040.057 424853.559, 187038.46 424853.758, 187029.515 424854.874, 187016.875 424856.485, 187013.069 424856.97, 187010.218 424835.136, 187009.693 424825.059, 187036.213 424822.695, 187038.563 424841.568))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22e2,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((188008.206 428903.328, 188009.15 428903.756, 188008.639 428912.84, 188003.697 428907.975, 188008.206 428903.328))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22e3,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185676.366 424582.955, 185673.028 424580.078, 185671.996 424579.188, 185691.151 424556.967, 185695.515 424560.742, 185676.366 424582.955))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22e4,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189249.243 427218.597, 189248.923 427216.85, 189250.124 427216.633, 189267.261 427213.523, 189267.577 427215.241, 189249.243 427218.597))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22e5,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186782.88 424794.891, 186754.333 424802.529, 186752.772 424796.496, 186769.297 424792.098, 186772.193 424791.295, 186781.452 424788.881, 186782.88 424794.891))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22e6,Eigendom (recht van),Stichting Sshn,STICHTING SSHN,"POLYGON ((187626.967 429047.521, 187631.612 429047.146, 187631.697 429047.281, 187633.466 429050.103, 187638.09 429057.48, 187633.57 429060.28, 187633.533 429060.231, 187632.522 429058.343, 187629.287 429052.364, 187628.106 429049.898, 187626.967 429047.521))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22e7,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189314.243 427253.658, 189315.283 427259.323, 189288.64 427264.223, 189287.605 427258.556, 189314.243 427253.658))"
