Nummer;Totaal van;Jaar;Maand;Type aanvraag;Nationaliteit;Aantal aanvragen
5;Jaar, Maand, Nationaliteit;2022;02;*Alle*;Oekraïense;20
5;Jaar, Maand, Nationaliteit;2022;02;*Alle*;Onbekend;60
5;Jaar, Maand, Nationaliteit;2022;02;*Alle*;Pakistaanse;90
5;Jaar, Maand, Nationaliteit;2022;02;*Alle*;Russische;20
5;Jaar, Maand, Nationaliteit;2022;02;*Alle*;Soedanese;10
5;Jaar, Maand, Nationaliteit;2022;02;*Alle*;Somalische;100
5;Jaar, Maand, Nationaliteit;2022;02;*Alle*;Syrische;470
5;Jaar, Maand, Nationaliteit;2022;02;*Alle*;Tunesische;20
5;Jaar, Maand, Nationaliteit;2022;02;*Alle*;Turkse;90
5;Jaar, Maand, Nationaliteit;2022;02;*Alle*;Venezolaanse;20
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Afghaanse;520
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Algerijnse;120
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Azerbeidzjaanse;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Belarussische;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Burger van Democratische Republiek Congo;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Chinese;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Colombiaanse;50
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Egyptische;30
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Eritrese;80
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Ethiopische;30
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Filipijnse;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Gambiaanse;20
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Georgische;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Guinese;20
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Iraakse;70
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Iraanse;40
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Jemenitische;320
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Jordaanse;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Kirgizische;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Libische;20
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Marokkaanse;90
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Moldavische;20
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Myanmarese;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Nicaraguaanse;20
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Nigeriaanse;80
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Oekraïense;40
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Onbekend;100
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Pakistaanse;90
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Russische;90
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Salvadoraanse;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Saoedi-Arabische;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Sierra Leoonse;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Soedanese;20
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Somalische;160
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Syrische;620
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Tadzjiekse;20
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Tunesische;20
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Turkmeense;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Turkse;160
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Ugandese;10
5;Jaar, Maand, Nationaliteit;2022;03;*Alle*;Venezolaanse;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Afghaanse;310
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Algerijnse;50
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Armeense;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Azerbeidzjaanse;20
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Belarussische;20
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Chinese;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Colombiaanse;60
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Egyptische;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Eritrese;90
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Ethiopische;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Gambiaanse;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Georgische;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Ghanese;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Guinese;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Iraakse;80
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Iraanse;40
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Jemenitische;190
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Jordaanse;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Kazachse;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Libanese;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Libische;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Marokkaanse;60
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Moldavische;20
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Myanmarese;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Nigeriaanse;70
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Oekraïense;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Oezbeekse;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Onbekend;60
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Pakistaanse;50
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Russische;70
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Sierra Leoonse;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Soedanese;30
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Somalische;80
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Syrische;580
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Tunesische;20
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Turkmeense;10
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Turkse;210
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Ugandese;20
5;Jaar, Maand, Nationaliteit;2022;04;*Alle*;Venezolaanse;20
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Afghaanse;130
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Algerijnse;90
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Armeense;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Azerbeidzjaanse;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Belarussische;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Chinese;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Colombiaanse;50
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Egyptische;20
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Eritrese;80
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Ethiopische;40
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Gambiaanse;20
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Georgische;20
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Guinese;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Indiase;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Iraakse;30
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Iraanse;60
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Jemenitische;170
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Jordaanse;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Libanese;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Libische;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Malinese;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Marokkaanse;80
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Moldavische;30
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Myanmarese;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Nigeriaanse;60
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Oekraïense;210
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Oezbeekse;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Onbekend;90
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Pakistaanse;50
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Russische;60
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Salvadoraanse;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Sierra Leoonse;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Soedanese;10
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Somalische;150
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Syrische;760
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Tunesische;20
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Turkse;200
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Ugandese;20
5;Jaar, Maand, Nationaliteit;2022;05;*Alle*;Venezolaanse;20
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Afghaanse;210
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Albanese;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Algerijnse;80
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Amerikaans burger;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Azerbeidzjaanse;20
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Belarussische;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Braziliaanse;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Burger van Democratische Republiek Congo;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Chinese;20
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Colombiaanse;20
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Egyptische;20
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Eritrese;90
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Ethiopische;20
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Gambiaanse;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Georgische;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Guinese;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Indiase;20
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Iraakse;50
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Iraanse;50
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Jemenitische;200
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Libanese;20
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Libische;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Marokkaanse;50
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Mexicaanse;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Moldavische;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Myanmarese;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Nigeriaanse;50
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Oekraïense;110
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Oezbeekse;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Onbekend;60
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Pakistaanse;40
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Palestijnse;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Russische;50
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Salvadoraanse;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Saoedi-Arabische;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Soedanese;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Somalische;70
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Syrische;920
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Tadzjiekse;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Tunesische;20
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Turkse;290
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Ugandese;10
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Venezolaanse;20
5;Jaar, Maand, Nationaliteit;2022;06;*Alle*;Zuid-Afrikaanse;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Afghaanse;310
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Albanese;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Algerijnse;50
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Armeense;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Chinese;20
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Colombiaanse;40
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Egyptische;20
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Eritrese;140
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Ethiopische;30
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Gambiaanse;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Georgische;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Guinese;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Indiase;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Iraakse;60
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Iraanse;60
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Jemenitische;190
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Jordaanse;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Kirgizische;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Libanese;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Marokkaanse;30
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Moldavische;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Myanmarese;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Nicaraguaanse;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Nigeriaanse;20
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Oekraïense;100
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Onbekend;80
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Pakistaanse;40
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Peruaanse;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Russische;20
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Salvadoraanse;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Saoedi-Arabische;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Servische;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Soedanese;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Somalische;100
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Sri Lankaanse;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Staatloos;10
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Syrische;1060
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Tunesische;20
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Turkse;250
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Ugandese;20
5;Jaar, Maand, Nationaliteit;2022;07;*Alle*;Venezolaanse;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Afghaanse;530
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Albanese;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Algerijnse;70
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Armeense;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Azerbeidzjaanse;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Belarussische;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Chinese;20
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Colombiaanse;30
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Egyptische;40
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Eritrese;170
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Ethiopische;30
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Gambiaanse;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Georgische;20
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Guinese;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Iraakse;60
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Iraanse;80
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Jemenitische;210
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Jordaanse;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Kazachse;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Libische;20
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Marokkaanse;40
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Moldavische;20
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Myanmarese;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Nigeriaanse;70
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Oekraïense;120
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Onbekend;110
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Pakistaanse;70
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Palestijnse;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Russische;20
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Salvadoraanse;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Sierra Leoonse;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Soedanese;20
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Somalische;120
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Staatloos;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Syrische;1520
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Tadzjiekse;10
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Tunesische;20
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Turkse;300
5;Jaar, Maand, Nationaliteit;2022;08;*Alle*;Ugandese;30
5;Jaar, Maand, Nationaliteit;2022;09;*Alle*;Afghaanse;240
5;Jaar, Maand, Nationaliteit;2022;09;*Alle*;Algerijnse;80
5;Jaar, Maand, Nationaliteit;2022;09;*Alle*;Angolese;10
5;Jaar, Maand, Nationaliteit;2022;09;*Alle*;Armeense;10
5;Jaar, Maand, Nationaliteit;2022;09;*Alle*;Azerbeidzjaanse;10
