BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;SAMENWERKINGSVERBAND PASSEND ONDERWIJS VO;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW;TOTAAL
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;1;2;0;4;2;1;10
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;16;11;9;8;10;13;67
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;3;0;2;5
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;6;2;5;14;9;12;48
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;5;0;7;1;4;0;17
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;5;8;2;9;5;10;39
13ZU;00;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;1;0;1
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0024;VMBO/HAVO/VWO voorbereidende leerjaren;69;83;73;91;0;0;0;0;0;0;0;0;316
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;3;1;8;3;0;0;0;0;15
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;10;5;2;0;0;0;0;0;17
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;1;4;1;5;0;0;0;0;11
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO GL lj 3-4;Economie;Economie en ondernemen;6431;VMBO GL Economie en ondernemen;0;0;0;0;0;0;3;3;0;0;0;0;6
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO GL lj 3-4;Techniek;Produceren, installeren en energie;6131;VMBO GL Produceren, installeren en energie;0;0;0;0;0;0;1;1;0;0;0;0;2
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO GL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6631;VMBO GL Zorg en welzijn;0;0;0;0;0;0;1;5;0;0;0;0;6
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;5;12;15;9;0;0;0;0;41
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;20;13;9;0;0;0;0;0;42
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;5;14;7;33;0;0;0;0;59
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;25;16;10;0;0;0;0;51
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;25;14;8;3;0;0;0;0;50
13ZU;02;Reitdiepcollege;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;2;16;3;11;0;0;0;0;32
13ZU;03;Reitdiepcollege;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0023;VMBO voorbereidende leerjaren;61;33;26;14;0;0;0;0;0;0;0;0;134
14RP;00;CSG;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0016;VMBO-GL/TL/HAVO/VWO voorbereidende leerjaren;78;65;0;0;0;0;0;0;0;0;0;0;143
14RP;00;CSG;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;14;24;0;0;0;0;0;0;0;0;38
14RP;00;CSG;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;0;0;45;41;0;0;0;0;0;0;0;0;86
14RP;00;CSG;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;0;0;35;31;0;0;0;0;0;0;0;0;66
14RP;00;CSG;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;5;29;2;13;0;0;49
14RP;00;CSG;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;24;17;30;21;0;0;92
14RP;00;CSG;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;8;12;5;5;0;0;30
14RP;00;CSG;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;1;2;3;3;0;0;9
14RP;00;CSG;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;1;0;0;0;0;0;1
14RP;00;CSG;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;22;22;0;0;0;0;0;0;44
14RP;00;CSG;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;25;67;0;0;0;0;0;0;92
14RP;00;CSG;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;35;15;18;14;0;0;0;0;82
14RP;00;CSG;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;7;1;0;0;0;0;8
14RP;00;CSG;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;6;20;0;0;0;0;26
14RP;00;CSG;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;1;4;1;6;1;5;18
14RP;00;CSG;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;7;2;5;4;1;3;22
14RP;00;CSG;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;1;6;8;2;1;18
14RP;00;CSG;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;1;4;2;4;0;5;16
14RP;00;CSG;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;9;6;0;0;0;0;15
14RP;00;CSG;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;2;5;4;3;14
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0011;VMBO-GL/TL/HAVO voorbereidende leerjaren;65;79;0;0;0;0;0;0;0;0;0;0;144
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0015;HAVO/VWO voorbereidende leerjaren;57;49;0;0;0;0;0;0;0;0;0;0;106
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;31;24;34;42;0;0;0;0;0;0;0;0;131
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;0;0;70;41;0;0;0;0;0;0;0;0;111
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;0;0;32;28;0;0;0;0;0;0;0;0;60
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;0;17;1;9;0;0;27
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;53;26;35;34;0;0;148
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;1;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;12;16;9;20;0;0;57
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;9;3;6;2;0;0;20
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;3;0;5;4;0;0;12
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;1;7;11;0;0;19
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;6;9;0;0;15
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;26;24;0;0;0;0;0;0;50
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;47;45;0;0;0;0;0;0;92
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;38;38;34;8;0;0;0;0;118
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Landbouw;N.v.t.;0473;MAVO/Theor Lw-Profiel Landbouw;0;0;0;0;0;0;1;2;0;0;0;0;3
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;9;2;0;0;0;0;11
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;7;15;0;0;0;0;22
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;1;0;5;0;1;7
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;10;7;10;11;8;7;53
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;1;0;5;1;1;8
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;6;27;5;13;5;2;58
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;3;2;11;0;8;1;25
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;2;0;7;6;4;5;24
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;0;1;1
14RP;01;CSG - locatie Augustinus;GRONINGEN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;1;0;1
14RP;02;CSG - locatieKluiverboom;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0023;VMBO voorbereidende leerjaren;15;12;21;25;0;0;0;0;0;0;0;0;73
14RP;02;CSG - locatieKluiverboom;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;3;2;8;7;0;0;0;0;0;0;0;0;20
14RP;02;CSG - locatieKluiverboom;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Techniek;Mobiliteit en transport;6211;VMBO BB Mobiliteit en transport;0;0;0;0;4;3;5;0;0;0;0;0;12
14RP;02;CSG - locatieKluiverboom;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;5;2;3;1;0;0;0;0;11
14RP;02;CSG - locatieKluiverboom;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;0;10;1;6;0;0;0;0;17
14RP;02;CSG - locatieKluiverboom;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Techniek;Mobiliteit en transport;6221;VMBO KB Mobiliteit en transport;0;0;0;0;6;0;8;0;0;0;0;0;14
14RP;02;CSG - locatieKluiverboom;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;9;1;3;0;0;0;0;0;13
14RP;02;CSG - locatieKluiverboom;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;3;11;5;5;0;0;0;0;24
14RP;02;CSG - locatieKluiverboom;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;6;7;2;0;0;0;0;0;15
14RP;02;CSG - locatieKluiverboom;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;0;6;0;0;0;0;6
14RP;03;CSG - locatie Diamantlaan;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0033;VMBO-BB/KB voorbereidende leerjaren;35;39;50;44;0;0;0;0;0;0;0;0;168
14RP;03;CSG - locatie Diamantlaan;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;13;8;16;14;0;0;0;0;0;0;0;0;51
14RP;03;CSG - locatie Diamantlaan;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;1;1;4;1;0;0;0;0;7
14RP;03;CSG - locatie Diamantlaan;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Techniek;Bouwen, wonen en interieur;6011;VMBO BB Bouwen, wonen en interieur;0;0;0;0;6;4;8;1;0;0;0;0;19
14RP;03;CSG - locatie Diamantlaan;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;9;0;3;0;0;0;0;0;12
14RP;03;CSG - locatie Diamantlaan;GRONINGEN;Groningen;VO2001;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;4;15;10;6;0;0;0;0;35
14RP;03;CSG - locatie Diamantlaan;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;8;5;6;1;0;0;0;0;20
14RP;03;CSG - locatie Diamantlaan;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Techniek;Bouwen, wonen en interieur;6021;VMBO KB Bouwen, wonen en interieur;0;0;0;0;3;2;2;0;0;0;0;0;7
14RP;03;CSG - locatie Diamantlaan;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;9;0;7;0;0;0;0;0;16
14RP;03;CSG - locatie Diamantlaan;GRONINGEN;Groningen;VO2001;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;7;14;4;12;0;0;0;0;37
14RP;03;CSG - locatie Diamantlaan;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;15;9;1;1;0;0;0;0;26
14RP;03;CSG - locatie Diamantlaan;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;5;2;18;9;0;0;0;0;34
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0016;VMBO-GL/TL/HAVO/VWO voorbereidende leerjaren;83;99;59;72;0;0;0;0;0;0;0;0;313
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;12;52;8;17;0;0;89
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;19;21;7;8;0;0;55
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;10;21;4;8;0;0;43
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;14;8;5;2;0;0;29
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;0;3;0;0;3
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;11;21;0;0;0;0;0;0;32
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;17;34;0;0;0;0;0;0;51
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;9;4;0;0;0;0;13
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Landbouw;N.v.t.;0473;MAVO/Theor Lw-Profiel Landbouw;0;0;0;0;0;0;0;2;0;0;0;0;2
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;9;1;0;0;0;0;10
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;34;46;5;17;0;0;0;0;102
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;1;22;2;12;1;8;46
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;1;7;1;6;5;6;26
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;0;7;1;6;1;12;27
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;4;6;6;4;8;2;30
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;2;1;3
16NK;01;Vrije school Zutphen-Groningen;GRONINGEN;Groningen;VO2001;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;0;1;1
17SG;00;Heyerdahl College;GRONINGEN;Groningen;VO2001;Praktijkonderwijs alle vj;N.v.t.;N.v.t.;0090;Praktijkonderwijs;28;15;18;16;20;16;25;9;22;9;5;3;186
20BV;00;Praedinius Gymnasium;GRONINGEN;Groningen;VO2001;Brugjaar 1-2;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;80;61;89;55;0;0;0;0;0;0;0;0;285
20BV;00;Praedinius Gymnasium;GRONINGEN;Groningen;VO2001;HAVO/VWO lj 3;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;57;67;0;0;0;0;0;0;124
20BV;00;Praedinius Gymnasium;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;1;1;4;11;7;19;43
20BV;00;Praedinius Gymnasium;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;17;24;1;3;0;0;45
20BV;00;Praedinius Gymnasium;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0279;VWO-GYM Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;10;7;13;9;39
20BV;00;Praedinius Gymnasium;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;30;54;16;14;14;12;140
20BV;00;Praedinius Gymnasium;GRONINGEN;Groningen;VO2001;VWO lj 4-6;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;21;7;10;7;9;4;58
