Nummer;Totaal van;Jaar;Maand;Categorie;Nationaliteit;Aantal ketenbreed vertrek
1;Jaar;2021;*Alle*;*Alle*;*Alle*;18480
2;Jaar, Maand;2021;01;*Alle*;*Alle*;1840
2;Jaar, Maand;2021;02;*Alle*;*Alle*;1400
2;Jaar, Maand;2021;03;*Alle*;*Alle*;1740
2;Jaar, Maand;2021;04;*Alle*;*Alle*;1530
2;Jaar, Maand;2021;05;*Alle*;*Alle*;1390
2;Jaar, Maand;2021;06;*Alle*;*Alle*;1590
2;Jaar, Maand;2021;07;*Alle*;*Alle*;1560
2;Jaar, Maand;2021;08;*Alle*;*Alle*;1420
2;Jaar, Maand;2021;09;*Alle*;*Alle*;1460
2;Jaar, Maand;2021;10;*Alle*;*Alle*;1500
2;Jaar, Maand;2021;11;*Alle*;*Alle*;1510
2;Jaar, Maand;2021;12;*Alle*;*Alle*;1530
3;Jaar, Maand, Categorie;2021;01;Gedwongen vertrek;*Alle*;560
3;Jaar, Maand, Categorie;2021;01;Zelfstandig vertrek;*Alle*;450
3;Jaar, Maand, Categorie;2021;01;Zelfstandig vertrek zonder toezicht;*Alle*;830
3;Jaar, Maand, Categorie;2021;02;Gedwongen vertrek;*Alle*;340
3;Jaar, Maand, Categorie;2021;02;Zelfstandig vertrek;*Alle*;390
3;Jaar, Maand, Categorie;2021;02;Zelfstandig vertrek zonder toezicht;*Alle*;670
3;Jaar, Maand, Categorie;2021;03;Gedwongen vertrek;*Alle*;380
3;Jaar, Maand, Categorie;2021;03;Zelfstandig vertrek;*Alle*;470
3;Jaar, Maand, Categorie;2021;03;Zelfstandig vertrek zonder toezicht;*Alle*;890
3;Jaar, Maand, Categorie;2021;04;Gedwongen vertrek;*Alle*;370
3;Jaar, Maand, Categorie;2021;04;Zelfstandig vertrek;*Alle*;400
3;Jaar, Maand, Categorie;2021;04;Zelfstandig vertrek zonder toezicht;*Alle*;760
3;Jaar, Maand, Categorie;2021;05;Gedwongen vertrek;*Alle*;420
3;Jaar, Maand, Categorie;2021;05;Zelfstandig vertrek;*Alle*;310
3;Jaar, Maand, Categorie;2021;05;Zelfstandig vertrek zonder toezicht;*Alle*;650
3;Jaar, Maand, Categorie;2021;06;Gedwongen vertrek;*Alle*;450
3;Jaar, Maand, Categorie;2021;06;Zelfstandig vertrek;*Alle*;360
3;Jaar, Maand, Categorie;2021;06;Zelfstandig vertrek zonder toezicht;*Alle*;780
3;Jaar, Maand, Categorie;2021;07;Gedwongen vertrek;*Alle*;530
3;Jaar, Maand, Categorie;2021;07;Zelfstandig vertrek;*Alle*;290
3;Jaar, Maand, Categorie;2021;07;Zelfstandig vertrek zonder toezicht;*Alle*;740
3;Jaar, Maand, Categorie;2021;08;Gedwongen vertrek;*Alle*;420
3;Jaar, Maand, Categorie;2021;08;Zelfstandig vertrek;*Alle*;280
3;Jaar, Maand, Categorie;2021;08;Zelfstandig vertrek zonder toezicht;*Alle*;720
3;Jaar, Maand, Categorie;2021;09;Gedwongen vertrek;*Alle*;470
3;Jaar, Maand, Categorie;2021;09;Zelfstandig vertrek;*Alle*;280
3;Jaar, Maand, Categorie;2021;09;Zelfstandig vertrek zonder toezicht;*Alle*;710
3;Jaar, Maand, Categorie;2021;10;Gedwongen vertrek;*Alle*;540
3;Jaar, Maand, Categorie;2021;10;Zelfstandig vertrek;*Alle*;360
3;Jaar, Maand, Categorie;2021;10;Zelfstandig vertrek zonder toezicht;*Alle*;610
3;Jaar, Maand, Categorie;2021;11;Gedwongen vertrek;*Alle*;360
3;Jaar, Maand, Categorie;2021;11;Zelfstandig vertrek;*Alle*;480
3;Jaar, Maand, Categorie;2021;11;Zelfstandig vertrek zonder toezicht;*Alle*;680
3;Jaar, Maand, Categorie;2021;12;Gedwongen vertrek;*Alle*;270
3;Jaar, Maand, Categorie;2021;12;Zelfstandig vertrek;*Alle*;640
3;Jaar, Maand, Categorie;2021;12;Zelfstandig vertrek zonder toezicht;*Alle*;630
4;Jaar, Categorie;2021;*Alle*;Gedwongen vertrek;*Alle*;5110
4;Jaar, Categorie;2021;*Alle*;Zelfstandig vertrek;*Alle*;4710
4;Jaar, Categorie;2021;*Alle*;Zelfstandig vertrek zonder toezicht;*Alle*;8660
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Afghaanse;30
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Albanese;60
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Algerijnse;180
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Amerikaans burger;40
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Argentijnse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Armeense;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Azerbeidzjaanse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Belarussische;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Braziliaanse;70
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Brits burger;130
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Canadese;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Chileense;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Chinese;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Colombiaanse;30
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Dominicaanse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Ecuadoraanse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Egyptische;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Eritrese;30
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Ethiopische;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Filipijnse;60
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Gambiaanse;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Georgische;40
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Ghanese;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Guatemalaanse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Guinese;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Hondurese;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Indiase;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Indonesische;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Iraakse;50
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Iraanse;40
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Jemenitische;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Jordaanse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Kameroense;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Kazachse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Kosovaarse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Libanese;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Liberiaanse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Libische;30
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Marokkaanse;120
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Mexicaanse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Moldavische;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Nicaraguaanse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Nigeriaanse;80
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Nog niet ingevoerd;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Oekraïense;30
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Onbekend;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Pakistaanse;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Peruaanse;80
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Poolse;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Roemeense;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Russische;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Senegalese;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Servische;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Sierra Leoonse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Soedanese;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Somalische;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Staatloos;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Surinaamse;20
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Syrische;60
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Tadzjiekse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Thaise;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Tunesische;40
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Turkse;30
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Ugandese;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Venezolaanse;10
5;Jaar, Maand, Nationaliteit;2021;01;*Alle*;Zuid-Koreaanse;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Afghaanse;30
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Albanese;50
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Algerijnse;140
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Amerikaans burger;40
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Armeense;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Azerbeidzjaanse;20
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Belarussische;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Braziliaanse;70
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Brits burger;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Burger van Bosnië-Herzegovina;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Burundese;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Canadese;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Chinese;30
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Colombiaanse;20
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Ecuadoraanse;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Egyptische;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Eritrese;20
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Filipijnse;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Gambiaanse;20
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Georgische;40
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Ghanese;20
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Guinese;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Hondurese;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Indiase;20
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Indonesische;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Iraakse;40
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Iraanse;30
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Japanse;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Jemenitische;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Libische;30
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Marokkaanse;110
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Mexicaanse;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Moldavische;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Nigeriaanse;100
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Oekraïense;40
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Onbekend;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Pakistaanse;20
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Peruaanse;40
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Poolse;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Russische;30
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Senegalese;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Servische;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Sierra Leoonse;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Soedanese;20
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Somalische;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Surinaamse;20
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Syrische;40
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Thaise;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Tunesische;30
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Turkse;20
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Ugandese;10
5;Jaar, Maand, Nationaliteit;2021;02;*Alle*;Venezolaanse;20
5;Jaar, Maand, Nationaliteit;2021;03;*Alle*;Afghaanse;40
5;Jaar, Maand, Nationaliteit;2021;03;*Alle*;Albanese;40
5;Jaar, Maand, Nationaliteit;2021;03;*Alle*;Algerijnse;150
5;Jaar, Maand, Nationaliteit;2021;03;*Alle*;Amerikaans burger;50
5;Jaar, Maand, Nationaliteit;2021;03;*Alle*;Armeense;10
5;Jaar, Maand, Nationaliteit;2021;03;*Alle*;Belarussische;10
5;Jaar, Maand, Nationaliteit;2021;03;*Alle*;Braziliaanse;60
5;Jaar, Maand, Nationaliteit;2021;03;*Alle*;Brits burger;30
5;Jaar, Maand, Nationaliteit;2021;03;*Alle*;Chileense;10
5;Jaar, Maand, Nationaliteit;2021;03;*Alle*;Chinese;30
