Ministerie;Leverancier;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken (niet voor eigen personeel);8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
BZK;Aaaaha! The Actor Factory B.V.;;;1;;;;1
BZK;Absolutas B.V.;;;;;1;1;1
BZK;Adams Activity;;;;;;1;1
BZK;Adviesbureau Kiene B.V.;;;;;2;;2
BZK;Adviesbureau Reit;;1;;;;;1
BZK;AEVES B.V.;;2;;;;;2
BZK;Afeer;;;;;1;;1
BZK;Agile Scrum Group B.V.;;;;;;1;1
BZK;Albert Heijn;;;;;;1;1
BZK;Albron Nederland;;;;;;1;1
BZK;Allgifts.nl B.V.;;;;1;;;1
BZK;Alliander N.V.;;;;;;2;2
BZK;ALLSAFE mini opslag Utrecht;;;;;;1;1
BZK;Altares - Dun & Bradstreet;;1;;;;;1
BZK;Amazing Hiring;;1;;;;;1
BZK;Amsterdam University Press AUP B.V.;;;;;;1;1
BZK;Andale;;;;;;1;1
BZK;Ander Licht;;;;;1;;1
BZK;Andersson Elffers Felix;;;;;;7;7
BZK;anoniem_BZK_102;;;;;;2;2
BZK;anoniem_BZK_111;;;;;;1;1
BZK;anoniem_BZK_136;;;;;;1;1
BZK;anoniem_BZK_14;;;;;;1;1
BZK;anoniem_BZK_141;;;;;;1;1
BZK;anoniem_BZK_142;;;;;;1;1
BZK;anoniem_BZK_15;;1;;;;;1
BZK;anoniem_BZK_163;;;;;;1;1
BZK;anoniem_BZK_17;;1;;;;1;1
BZK;anoniem_BZK_2;;;;;;3;3
BZK;anoniem_BZK_22;;1;;;;;1
BZK;anoniem_BZK_24;;;;;;4;4
BZK;anoniem_BZK_33;;;;;1;;1
BZK;anoniem_BZK_34;;;;;;1;1
BZK;anoniem_BZK_378;;1;;;;;1
BZK;anoniem_BZK_38;;;;;;2;2
BZK;anoniem_BZK_391;;;;;;1;1
BZK;anoniem_BZK_393;;;;;;1;1
BZK;anoniem_BZK_394;;;;;;1;1
BZK;anoniem_BZK_397;;;;;;1;1
BZK;anoniem_BZK_4;;;;;1;1;1
BZK;anoniem_BZK_41;;;;;;3;3
BZK;anoniem_BZK_412;;1;;;;;1
BZK;anoniem_BZK_42;;;;;;1;1
BZK;anoniem_BZK_47;;1;;;;;1
BZK;anoniem_BZK_6;;;;;;1;1
BZK;anoniem_BZK_62;;;;;;1;1
BZK;anoniem_BZK_90;;;;;;1;1
BZK;anoniem_BZK_98;;;;;;2;2
BZK;Antea Nederland B.V.;;;;;;2;2
BZK;ANWB B.V.;;1;;;;;1
BZK;Ap-Art;;;;;;1;1
BZK;APE PUBLIC ECONOMICS;;;;;;2;2
BZK;APPM Management Consultants B.V.;;;;;;2;2
BZK;ARAG SE Nederland;;1;;;;;1
BZK;ARCADIS Nederland B.V.;;;;;;2;2
BZK;ARCADIS Nederland Holding B.V.;;;;;;2;2
BZK;Arkiva Horeca B.V.;;;;;;1;1
BZK;Art 4 You Decorations;;;;;;1;1
BZK;Art of Movement;;;;;1;;1
BZK;Association for Students Studying Economics;;;;;;1;1
BZK;Aster van Laere;;;;;1;;1
BZK;AT OSBORNE CONSULTANTS & MANAGERS;;;;;1;;1
BZK;Atelier de Pleijsterplaats;;;;;;1;1
BZK;Atos Nederland B.V.;;;;;2;;2
BZK;August;;1;;;;;1
BZK;Aveco De Bondt;;;;;2;;2
BZK;B.V. Algemeen Nederlands Persbureau ANP;;;;;;1;1
BZK;B+B Vakmedianet B.V.;;1;;;;1;2
BZK;Bally's Bowling;;;;;;1;1
BZK;Banketbakkerij Boheemen;;;;1;;;1
BZK;Banketbakkerij Maison Kelder B.V.;;;;;;1;1
BZK;BAR RESTAURANT LITTLE V;;;;;1;;1
BZK;Barbarossa Beach B.V.;;1;;;;;1
BZK;Bart Versteeg fotograaf;;;;;;1;1
BZK;Baton Rentals en Finance;;;2;;;;2
BZK;Bax-shop.nl B.V.;;;;;;1;1
BZK;Bekwaam Interim Management B.V.;;;;;4;;4
BZK;Beleving aan zee;;;;;;1;1
BZK;BenKoopmanConsulting;;;3;;;;3
BZK;Berenschot Groep B.V.;;;;;3;4;4
BZK;Beroepsver. van Professionals in Sociaal Werk;;1;;;;;1
BZK;Bestuursacademie Nederland Opleidingen B.V.;;;;;1;1;1
BZK;Between Staffing B.V.;;6;;;;;6
BZK;Bilderberg Grand Hotel Wientjes;;;;;1;;1
BZK;BK Consulting;;;;;2;;2
BZK;Bleyenberg;;;;;1;;1
BZK;BLOSSOM bloemisterij;;1;;;;1;1
BZK;BMC Advies B.V.;;;;;2;;2
BZK;BMC Implementatie;;2;;;2;4;4
BZK;BNH B.V.;;;;;;1;1
BZK;Bobbe International B.V.;;1;;;;1;1
BZK;Boekhandel De Slegte BVBA;;1;;;;;1
BZK;bol.com B.V.;;1;;;;;1
BZK;bosIP;;;;;;1;1
BZK;Boterwaag Den Haag B.V.;;;;;;1;1
BZK;Bourgonje Geluid- en Lichtservice B.V.;;;;;5;;5
BZK;Bowling Scheveningen B.V.;;;;;;1;1
BZK;Brasserie Pand 147;;;;;;1;1
BZK;Brasserie Sequenza;;;;;;1;1
BZK;Brederode Expo B.V.;;;;;2;;2
BZK;BRIGHT Coöperatie UA;;;;;;2;2
BZK;Bromley By Bow Centre;;;;;1;;1
BZK;Bruynzeel Storage Systems B.V.;;;;;;1;1
BZK;Budgetronics;;;;;1;;1
BZK;Buena Vista Beach Club;;;;;2;;2
BZK;Bureau Baltus;;1;;;;;1
BZK;Bureau Beke;;3;;;;;3
BZK;Bureau Karin de Lange B.V.;;1;;;;;1
BZK;Bureau voor Overheidscommunicatie B.V.;;5;;;;;5
BZK;Bureau Zuidema Learning Solutions B.V.;;;;;;2;2
BZK;Buro BRAND Creative Factory B.V.;;1;;;;;1
BZK;Burrata Goudenregenplein B.V.;;;;;;1;1
BZK;Business Makers;;;;;;1;1
BZK;Bylo B.V.;;;;;;1;1
BZK;Café bar de Welp;;;;;;1;1
BZK;Café Bistro Jules;;;;;;1;1
BZK;Cafe De Zaak;;;;;;1;1
BZK;Café Huppel 'The Pub';;;;;;1;1
BZK;Café-restaurant 'Jaffa';;1;;;;;1
BZK;Canast B.V.;;;;;;1;1
BZK;Catering Lokaal B.V.;;;;;1;;1
BZK;Cebeon Centr. Beleidsadviserend Onderz. B.V.;;;;;;7;7
BZK;Cellumica Kunststoffen;;;;;;1;1
BZK;Cimsolutions;;4;;;;;4
BZK;CIOa.i. B.V.;;;;;1;;1
BZK;CIOnet Nederland B.V.;;;;;;1;1
BZK;Circle Internet Services.;;1;;;;;1
BZK;Clavis Consulting;;;;;2;;2
BZK;Cocoon Riskmanagement B.V.;;;;;;2;2
BZK;Coincide B.V.;;;;;;1;1
BZK;Compacon & Partners B.V.;;;;;;1;1
BZK;COMPAREX Nederland B.V.;;;;;;1;1
BZK;Conclusion B.V.;;;;;4;;4
BZK;Connexxion Tours;;;;;;1;1
BZK;Considerati B.V.;;;;;2;;2
BZK;Coosto B.V.;;;;;;1;1
BZK;Coprose;;;;;;1;1
BZK;Corporate Travel Association;;1;;;;;1
BZK;Correctbook Europe B.V.;;;;;;1;1
BZK;Cre-Aid B.V.;;1;;;;;1
BZK;Crux Creaties;;;;;;1;1
BZK;CS Opleidingen B.V.;;1;;;;;1
BZK;D.A.B. Special service;;;;;;1;1
BZK;Dare Strategy;;1;;;;;1
BZK;DAS Incasso Rotterdam B.V.;;;;;1;;1
BZK;De Baak B.V.;;1;;;1;;1
BZK;De bakker reclame collectief;;;;;;1;1
BZK;de Boer Ruimtelijk Advies;;;;;;3;3
BZK;De Haagse Boekerij;;;;;;1;1
BZK;de Haegsche Prael;;;;;;1;1
BZK;De Leidsche Flesch;;;;;;1;1
BZK;De Matroos en het Meisje;;1;;;;;1
BZK;de Persgroep Nederland B.V.;;1;;;;;1
BZK;De Pier Horeca B.V.;;;;;1;;1
BZK;De Redactie;;;;;;1;1
BZK;De Stadstuin I B.V.;;;;;1;;1
BZK;De Stroopwafelwinkel;;;;1;;;1
BZK;DE TREFFER ELETRONIC PARTNER;;1;;;;;1
BZK;De tuin van de smid;;;;;;1;1
BZK;De Voort Advocaten - Mediators;;;;;1;;1
BZK;De Zwarte Hond Rotterdam B.V.;;;;;;4;4
BZK;DéBlé-Venlo;;;;1;;;1
BZK;Decathlon Netherlands B.V.;;;;;;1;1
BZK;Denkschets.nl;;;;;;1;1
BZK;Dialogic Innovatie & Interactie B.V.;;2;;;;;2
BZK;Diner Thuis;;;;;;1;1
BZK;D'Javas;;1;;;;;1
BZK;DNV GL Business Assurance;;1;;;;;1
BZK;donkergroen;;;;;1;;1
BZK;Doxis;;;;;;1;1
BZK;DPA Compliance;;3;;;;;3
BZK;DPI;;;;;;2;2
BZK;Drameco B.V.;;;;;2;;2
BZK;Drents Prehistorische Vereniging;;;;;;1;1
BZK;Drukkerij Bareman;;1;;;1;;1
BZK;Drukkerij Excelsior B.V.;;;;;;1;1
BZK;Drukwerkdeal Productie B.V.;;;;;;1;1
BZK;Dudok Den Haag B.V.;;2;;;;;2
BZK;Dudok Rijnstraat B.V.;;;;;;1;1
BZK;Dunea N.V.;;;;;1;;1
BZK;Durable Advice;;;;;2;;2
BZK;DVT Beveiliging B.V.;;;;;;1;1
BZK;E.v.M Onderhoudsbedrijf/Logistiek;;;;;1;;1
BZK;easy2rent B.V.;;;;;;2;2
BZK;Econed Veiligheid en Milieu;;;;;2;;2
BZK;Eiffel B.V.;;;2;;;1;2
BZK;Elba Media B.V.;;;;;;1;1
BZK;Elenchis;;;;;1;;1
BZK;Elycio Talen B.V.;;;;;;1;1
BZK;EMMA Communicatie B.V.;;;;;;2;2
BZK;Eneco B.V.;;;;;;3;3
BZK;Eneco Services B.V.;;;;;1;;1
BZK;Engelen en Partners;;;;;1;;1
BZK;Entertainment Engineers;;;;;;1;1
BZK;Entopic B.V.;;;;;;1;1
BZK;ER;;;;;;1;1
BZK;Ergatis B.V.;;;;;;1;1
BZK;Erik Jansen Fotografie;;;;;;2;2
BZK;Eten & Zo Zoetermeer B.V.;;;;;1;;1
BZK;Euritas;;1;;;;;1
BZK;EVE Tilburg B.V.;;;;1;;1;1
BZK;every media;;;;;;1;1
BZK;Eyes On Media;;;;;1;;1
BZK;FENEXIS;;;;;;2;2
BZK;FenTe Consulting;;;;;2;;2
BZK;Fiducio Beheer;;;;;2;;2
BZK;firMM information/service design B.V.;;5;;;;;5
BZK;Fotografie : Paul Voorham;;;;;;1;1
BZK;Frappant Producties;;;;;1;;1
BZK;FRUIT OP JE WERK;;;;;1;;1
BZK;Future Communication Consultants B.V.;;;;;;1;1
BZK;FutureFlock;;1;;;;;1
BZK;Gartner Nederland B.V.;;1;;;1;;1
BZK;Gebr. Barendsen B.V.;;1;;;1;1;1
BZK;Geef een Boompje.nl;;;;;;1;1
BZK;Geodan B.V.;;;;;;1;1
BZK;Getty Images International;;;;;;1;1
BZK;Gielissen's Bedrijven B.V.;;;;;1;;1
BZK;Glazen Screenprotector Shop;;1;;;;;1
BZK;Grafisch Buro van Erkelens B.V.;;;;;1;;1
BZK;Gran Mercado B.V.;;;;;1;1;1
BZK;Grand Central Food Market B.V.;;;;;1;;1
BZK;Granny's Corner;;1;;1;;1;1
BZK;Graphic Improvements B.V.;;;;;;1;1
BZK;Grateq B.V.;;;;;;1;1
BZK;Greengiving B.V.;;;;;;1;1
BZK;Grey Amsterdam B.V.;;;;;;4;4
BZK;GW Cross Media B.V.;;;;;;1;1
BZK;H.K. Business & Advisory Services B.V.;;;;;2;1;3
BZK;H.R. Guest Fotografie;;;;;;1;1
BZK;H/O Troubadour Rop;;;;;;1;1
BZK;Haagse Beek organisatieadvies B.V.;;1;;;;;1
BZK;Hans Tak;;1;;;;1;1
BZK;Happy Insights;;;;;;1;1
BZK;HaskoningDHV Nederland B.V.;;;;;;4;4
BZK;hdb-tekst;;;;;;1;1
BZK;HeadFirst B.V.;;7;6;;6;;7
BZK;Heering Office;;;;;;1;1
BZK;Hekkelman Advocaten N.V.;;;;;;2;2
BZK;Henri Culinair;;;;1;;;1
BZK;Het Coachhuis B.V.;;1;;;;;1
BZK;Het Genootschap Amstelodamum;;;;;;1;1
BZK;Het Kookplein;;1;;;;1;1
BZK;Hoekman Houtindustrie Rijssen B.V.;;;;;1;;1
BZK;Hofje van Pauw;;;;;1;;1
BZK;Hofstad Events B.V.;;1;;1;;;1
BZK;Hogeschool Schoevers;;;;;;1;1
BZK;Holding Beheermaatschappij Ropeni B.V.;;;;;;1;1
BZK;Hollandse Hoogte B.V.;;1;;;;;1
BZK;Hollandse Hoogte B.V. (Nat.Beeldbank);;;;;;1;1
BZK;Horizon Persoonlijk Uitvaart Begeleiding;1;;;;;;1
BZK;Hotel Dux;;;;;;1;1
BZK;Houtschild Internationale Boekhandel B.V.;;;;;;1;1
BZK;HSK Interventie B.V.;;;;;1;;1
BZK;HVR PA/PR;;;;;;2;2
BZK;IAPP;;1;;;;;1
BZK;Ideeaanzee B.V.;;;;;;2;2
BZK;IItaly - Dario Donato;;;;;;1;1
BZK;In2Content B.V.;;;;;;2;2
BZK;in60seconds B.V.;;;;;2;2;2
BZK;Indische Genealogische Vereniging;;;;;;1;1
BZK;Infram B.V.;;;;;;5;5
BZK;ING Bank N.V.;;1;;;;;1
BZK;InsideStory;;;1;;;;1
BZK;Inspegrity B.V.;;3;;;;;3
BZK;InstantMeta;;;;;;2;2
BZK;Instituut van Internal Auditors Nederland;;;;;1;;1
BZK;Instituut Zevendael;;;;;1;;1
BZK;Interexcellent IT Regie Management B.V.;;;;;2;1;2
BZK;Intermax outsourcing;;;;;1;1;1
BZK;Interoffice Kantoorinrichting B.V.;;;;;;1;1
BZK;IPMA - NL;;1;;;;;1
BZK;Ipsos B.V.;;;;;1;;1
BZK;Iris de Veer, Ontplooiing en Consultatie;;;;;;1;1
BZK;Iris-International;;;;;;1;1
BZK;ISS Integrated Facility Services B.V.;;;;;2;1;2
BZK;Istana Indonesisch Restaurant;;;;;;1;1
BZK;ItaQ;;4;;;4;4;6
BZK;itslearning Nederland B.V.;;1;;;;6;6
BZK;J.P.J. Verkruijsse B.V.;;;;;;1;1
BZK;Jaarbeurs B.V.;;;;;1;;1
BZK;James Watt Leisure B.V.;;1;;;;;1
BZK;Jean Klare, concepten en ontwerpen;;2;;;;;2
BZK;Jeronimus van Pelt;;;;;1;;1
BZK;Johansson Horeca B.V.;;;;;;1;1
BZK;Jongbloed B.V.;;1;;;;;1
BZK;Jopen Horeca Exploitatie B.V.;;;;;1;;1
BZK;Josje Deekens Fotografie;;;;;;1;1
BZK;Kamera Express;;;;;;1;1
BZK;Kantar Netherlands B.V.;;;;;;2;2
BZK;KBenP;;;;;;2;2
BZK;Keek Training & Advies;;;;;;1;1
BZK;Kenter;;;;;;1;1
BZK;Kick Smeets Fotografie;;;;;;1;1
BZK;Kifid, Stg. Klachteninst. Fin. Dienstverlen.;;1;;;;;1
BZK;Kirin Konsult;;;;;2;;2
BZK;Kirsten Langmuur Graf. en Interactie Ontwerp;;1;;;;;1
BZK;Kloosterhof Neer B.V.;;1;;;;;1
BZK;Koenen Intern Transport B.V.;;;;;1;;1
BZK;KokxDeVoogd B.V.;;;;;3;1;3
BZK;Kon. Nederlands Aardrijkskundig Genootschap;;;;;1;;1
BZK;Koning Photography;;;;;;1;1
BZK;KONINKLIJKE VISIO APELDOORN;;;;;;1;1
BZK;Korte Poten 1-3 B.V.;;1;;;;1;1
BZK;KPN ADM 160 VASTE VERBINDINGEN;;;;;1;;1
BZK;Kris Kras context, content and design;;;;;;2;2
BZK;Kroon B.V.;;;;;1;1;1
BZK;Kwaliteitsstichting Mediators;;1;;;;;1
BZK;Kwink Groep B.V.;;;;;2;;2
BZK;La Buche;;;;;1;;1
BZK;Laméco Development B.V.;;;;;;2;2
BZK;Land van Kokanje B.V.;;;;;;1;1
BZK;Landgoed B.V.;;;;;;2;2
BZK;Landgoed de Horst B.V.;;;;;;;
BZK;Leids Congres Bureau B.V.;;;;;;2;2
BZK;Lekkerkerker Advies;;;;;;2;2
BZK;Lemsel;;;;;1;;1
BZK;Levenswerken;;1;;;;;1
BZK;Lex Wobma Organisatie Advies B.V.;;;;;1;;1
BZK;LGOG;;;;;;1;1
BZK;Lili Sanders;;;;;1;;1
BZK;Linguist Link Europe;;;;;;1;1
BZK;LINKIT B.V.;;;;;;3;3
BZK;Lithas;;3;;;;;3
BZK;Livewords;;;;;;1;1
BZK;Loesje Praktijken Fotografie;;;;;;1;1
BZK;Logeion;;1;;;1;;1
BZK;Louwenaar Communicatie Management B.V.;;;;;;3;3
BZK;Lyreco Nederland B.V.;;;;;;2;2
BZK;Mainpress B.V.;;2;;;;;2
BZK;Management Roukens B.V.;;1;;;1;1;1
BZK;Managementboek.nl;;1;;;;;1
BZK;Manutan B.V.;;;;;;1;1
BZK;Marcus Evans (Holland) Limited;;;;;;1;1
BZK;Marieke Duijsters Fotografie;;;;;;1;1
BZK;Marieke Obdam;;;;;1;;1
BZK;Marieke Textor;;;1;;;;1
BZK;MARS ET HISTORIA;;;;;1;;1
BZK;Matthes Organisatieontwikkeling;;;;;1;;1
BZK;MatZwart;;;;;;1;1
BZK;Maurits Hoenders;;;;;;1;1
BZK;MDX communicatie;;;;;;2;2
BZK;Mediatorsvereniging Haaglanden;;1;;;;;1
BZK;Médoc Management Consulting;;;;;;1;1
BZK;Meering Touringcars Amsterdam B.V.;;;;;;1;1
BZK;Meetingselect B.V;;;;;3;2;4
BZK;Meetingselect B.V.;;;;;2;6;6
BZK;Mencia B.V.;;1;;;;;1
BZK;Merk Echt B.V.;;;;;;1;1
BZK;Merkenbureau Knijff & Partners B.V.;;;;;;1;1
BZK;Mett;;;;;;1;1
BZK;Millers Beach;;;;;1;;1
BZK;Mind Academy B.V.;;;;;1;;1
BZK;MingleMush B.V.;;;;;1;;1
BZK;MIXST urbanisme;;;;;;3;3
BZK;MNO Photo;;;;;;2;2
BZK;MOTIVACTION;;;;;;2;2
BZK;Moxio B.V.;;;;;2;;2
BZK;M-SUS;;;;;;3;3
BZK;Museum Catering Den Haag B.V.;;;;1;;;1
BZK;Music & Entertainment B.V.;;;;;1;;1
BZK;MusT;;;;;;2;2
BZK;Muziekcafé de Paraplu;;;;;;1;1
BZK;MVA Communicatie;1;;;;;;1
BZK;Nationale Beeldbank B.V.;;1;;;;1;1
BZK;Navigator;;;;;1;;1
BZK;NCOI Opleidingen B.V.;;;;;;1;1
BZK;Necker van Naem B.V.;;;;;2;;2
BZK;Ned. Ver. van Bedr.telecomm. Grootgebruikers;;1;;;;;1
BZK;Nederland ICT;;;;;;2;2
BZK;Nederlandse Associatie Voor Travel Management;;1;;;;;1
BZK;Nederlandse Mediatorsvereniging;;1;;;;;1
BZK;Nederlandse School voor Openbaar Bestuur B.V.;;;;;2;2;3
BZK;Nederlandse Vereniging voor Burgerzaken;;1;;;;1;1
BZK;Nedprom B.V.;;;;;;1;1
BZK;Neuf & Associates B.V.;;;;;;1;1
BZK;Nevi B.V.;;;;;2;;2
BZK;NEVI-Purspective B.V.;;1;;;;;1
BZK;New Skool Media B.V.;;;;;;1;1
BZK;NFGD Zoetermeer B.V.;;;;;1;;1
BZK;Nieuwe of Litteraire Sociëteit De Witte;;;;;;1;1
BZK;NLJUG B.V.;;1;;;;;1
BZK;Noloc;;1;;;;1;1
BZK;NOMAD Live Communication Agency;;;;;1;;1
BZK;NooR Studentenvereniging;;;;;1;;1
BZK;Noreda;;;;;;1;1
BZK;NoSuchCompany B.V.;;1;;;;;1
BZK;Nyenrode Services B.V.;;;;;;1;1
BZK;OBI Internet Marketing B.V.;;;;;;1;1
BZK;OCIUS;;1;;;;;1
BZK;Odyssee B.V.;;;;;;1;1
BZK;Office Depot International;;;;;;1;1
BZK;Olivier Middendorp Fotografie;;1;;;;1;1
BZK;Onemeeting.com B.V.;;;;;1;;1
BZK;Onesto Automatisering;;;;;1;;1
BZK;Online Seminar B.V.;;;2;;2;;2
BZK;OnlyHuman Groep B.V.;;;;;2;2;2
BZK;ONS VOORGESLACHT;;;;;;1;1
BZK;Ontwerpwerk B.V.;;;;;;1;1
BZK;Orange;;1;;;;;1
BZK;Ordina Nederland B.V.;;;;;;3;3
BZK;Oscar David Consultancy B.V.;;;;;2;;2
BZK;OSR OpMaat B.V.;;;;;1;;1
BZK;Otto Wijnen;;;;;;1;1
BZK;Oudaen B.V.;;;;;;1;1
BZK;Over Morgen;;;;;;2;2
BZK;Paagman Den Haag B.V.;;1;;;;;1
BZK;Papieranha;;;;;1;;1
BZK;Papyrus Groep Nederland B.V.;;;;;1;;1
BZK;Pardon Consult;;1;;;;;1
BZK;PBLQ B.V.;;;;;;2;2
BZK;PDR strategie en communicatie;;1;;;;;1
BZK;Pels Rijcken & Droogleever Fortuijn N.V.;;;;;1;2;2
BZK;Peter Joosten Media;;;;;1;;1
BZK;peterlievense.nl;;2;;;;;2
BZK;PG Support B.V.;;1;;;;;1
BZK;Phyleon B.V.;;1;;;;;1
BZK;Pingwings;;2;;;;;2
BZK;Pino Evenementen & Congressen B.V.;;;;;;4;4
BZK;Plaatwerk, Fotografen;;;;;;1;1
BZK;Plato Group B.V.;;;;1;;;1
BZK;Plein 20 Den Haag B.V.;;;;;1;1;1
BZK;Plein 9 A B.V.;;1;;;1;1;1
BZK;Plezier in Delft B.V.;;;;;1;;1
BZK;Prestop B.V.;;;;;1;;1
BZK;Previder;;;;;;1;1
BZK;Prinsenhof Groningen;;1;;;;;1
BZK;Protinus IT B.V.;;;;;;1;1
BZK;Publiek Denken;;;;;;2;2
BZK;Pure Yoleri;;;;;;1;1
BZK;Quarant B.V.;;;;;2;;2
BZK;Quint;;1;;;;;1
BZK;Radar Advies B.V.;;4;;;;;4
BZK;Randstad Uitzendbureau B.V.;;;;;4;1;4
BZK;RauwCC B.V.;;;;;;4;4
BZK;Re-integratiebureau re-turn B.V.;;;;;1;;1
BZK;Reismedia B.V.;;1;;;;;1
BZK;Remlicht;;;;;;1;1
BZK;Restaurant De Basiliek B.V.;;;;;;1;1
BZK;Restaurant La Viña;;;;;1;;1
BZK;Restaurant Onz;;1;;;;;1
BZK;Restaurant Wox;;;;1;;;1
BZK;Riddarhuset;;;;;;1;1
BZK;Rosa Stapel;;;;;;3;3
BZK;Rotterdam Business Events B.V.;;;;;;1;1
BZK;Sabel Communicatie B.V.;;;;;;3;3
BZK;Sancy Tres B.V.;;1;;;;;1
BZK;Scheeres Handelmaatschappij B.V.;;2;2;;;;2
BZK;ScienceWorks B.V.;;1;;;;1;1
BZK;Scil For Your Skills;;1;;;;;1
BZK;Sdu Uitgevers B.V.;;2;;;;1;2
BZK;Security Press B.V.;;1;;;;;1
BZK;Sensim;;;1;;;;1
BZK;September B.V.;;;;;;1;1
BZK;Servicekantoor Ipse de Bruggen;;;;;1;;1
BZK;SHARP Electronics Benelux B.V.;;;;;1;;1
BZK;Shiraz Office Furniture B.V.;;;;;1;;1
BZK;Shuttel B.V.;;;;;4;;4
BZK;Sjoerd van der Hucht Fotografie;;;;;;1;1
BZK;Slagerij Henk Deuling;;;;;;1;1
BZK;Slangevegt Exploitatie B.V.;;;;;1;;1
BZK;Slijterij Drijfhout;;;;;;1;1
BZK;SNEAKY MAMMOTH;;;;;;2;2
BZK;SoAP;;;;;;1;1
BZK;Soesbeek B.V.;;;;;;1;1
BZK;Soeters Management B.V.;;;;1;;;1
BZK;Solid Sense B.V.;;;;;;1;1
BZK;SoloProtect B.V.;;;;;;;
BZK;Solvinity;;;;;;7;7
BZK;Soundfocus B.V.;;1;;;;1;1
BZK;Speechless;;;;;1;;1
BZK;Sprengers Advocaten;;;;;1;;1
BZK;St. Sioo, Interuniversitair Centrum;;;;;;1;1
BZK;Stadsarrangement.nl;;;;;1;;1
BZK;Staf Depla;;;;;2;;2
BZK;Staples Nederland B.V.;;;;;1;1;1
BZK;Star Project;;;;;1;;1
BZK;Statisfact B.V.;;;;;;2;2
BZK;Sticht. Nederlands Genootschap voor Heraldiek;;;;;;1;1
BZK;Stichting Accessibility;;;;;1;;1
BZK;Stichting Adviesgroep Bestuursrecht;;1;;;;;1
BZK;Stichting Advisering Bestuursrechtspraak;;;;;;4;4
BZK;Stichting Arq;;1;;;;;1
BZK;STICHTING COELO;;;;;;2;2
BZK;Stichting Disability Studies;;;;;2;;2
BZK;Stichting GreenBlue Evenementen;;;;;;1;1
BZK;Stichting Instituut voor Bouwrecht;;;;;;1;1
BZK;Stichting Internat. Perscentrum 'Nieuwspoort';;;;;;1;1
BZK;STICHTING INTERNATIONALE SCHOOL VOOR;;1;;;;;1
BZK;Stichting Lean Management Instituut;;;;;;1;1
BZK;Stichting Leibniz Foundation For Law;;;;;2;;2
BZK;Stichting Nederlandse Orde van Beroepscoaches;;1;;;;;1
BZK;Stichting Onbeperkte Denkers;;;;;2;;2
BZK;Stichting Pleio;;1;;;;;1
BZK;Stichting Recruiters United;;1;;;;;1
BZK;Stichting Register Specialistisch Casemanag.;;1;;;;;1
BZK;Stichting SEO Economisch Onderzoek;;;;;;2;2
BZK;Stichting Spavola;;1;;;;;1
BZK;Stichting TrasHure Hunt;;;;;;1;1
BZK;Stream;;;;;;1;1
BZK;Studievereniging A-Eskwadraat;;;;;;1;1
BZK;Studievereniging Thalia;;1;;;;;1
BZK;Studio 38C;;;;;;1;1
BZK;Studio EMM;;;;;;3;3
BZK;Studio Perspective;;;;;1;;1
BZK;Sumo Den Haag 2 Sushi en Grill restaurant;;1;;;;1;1
BZK;Surinaams-Ned. Soc. & Kult. Ver. 'Paloeloe';;;;;;1;1
BZK;T&T Compet&t.b.v.;;1;;;1;1;2
BZK;Taalstrategie B.V.;;;;;1;;1
BZK;TalentOn B.V.;;;;;1;;1
BZK;Tapisco Kneuterdijk 11 B.V.;;1;;;1;;1
BZK;Tappan B.V.;;1;;;;;1
BZK;Tauw Group B.V.;;;;;;1;1
BZK;Tekst en de rest;;;;;;2;2
BZK;Tele'Train Education II B.V.;;;;;3;;3
BZK;Tempo-Team Direct;;;;;;5;5
BZK;Textra;;;;;1;;1
BZK;Thai Thani Thais specialiteiten;;1;;;;;1
BZK;The Oddshop B.V.;5;;;;;;5
BZK;the UPSIDE cafe delft;;1;;;;;1
BZK;The Video Content Agency B.V.;;;;;;2;2
BZK;Theatersport Den Haag;;;;;1;;1
BZK;Things To Make And Do B.V.;;;;;1;1;1
BZK;T-huis exploitatie B.V.;;;;;;1;1
BZK;Tony's Factory B.V.;;1;;;;;1
BZK;Topgeschenken Nederland B.V.;;;;;1;1;1
BZK;TopTeamWerk;;;;;;2;2
BZK;Tower Leisure B.V.;;;;1;;;1
BZK;Turks Restaurant 'Harput';;;;;;1;1
BZK;Tuuba B.V.;;;;;;1;1
BZK;Two Kings B.V.;;;;;;2;2
BZK;Twynstra Gudde Energie B.V.;;;;;2;;2
BZK;TWYNSTRA GUDDE MOBILITEIT &;;;;;;2;2
BZK;TwynstraGudde;;;;;;1;1
BZK;Uitgeverij Spiegel Historiael B.V.;;;;;;1;1
BZK;Uitgeverij Verloren B.V.;;;;;1;;1
BZK;United People B.V.;;;;;1;;1
BZK;V.O.F. Balkan Restaurant Makedonia;;;;;;1;1
BZK;V.O.F. Firma van Buiten;;1;;;;;1
BZK;V.O.F. Zandbank Texel;;;;;1;;1
BZK;Vakmedianet Logistiek & Mobiliteit B.V.;;1;;;;;1
BZK;Valsplat B.V.;;;;;;2;2
BZK;Van Bussel Document Services;;2;;;;;2
BZK;Van de Mortel, Training & Advies;;;2;;;;2
BZK;Van den Broek Consultancy;;2;;;;;2
BZK;Van der Veen Kantoor- & Spec.meubil. B.V.;;;;;;2;2
