Ministerie;Leverancier;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken (niet voor eigen personeel);8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
BZ;Art 4 U;;;;;1;;1
BZ;Atrium Vastgoedmanagement B.V.;;;;;2;;2
BZ;B+B Vakmedianet B.V.;;1;;;;;1
BZ;Bart van Vliet Freelance Fotograaf;;;;;;1;1
BZ;Bas van Horn;;;;;;1;1
BZ;BCC (Elektro-Speciaalzaken) B.V.;;;;;;1;1
BZ;Beautiful Minds;;;;;;1;1
BZ;Bluebot Media;;;;;;1;1
BZ;Bob Papenhuijzen Consultancy;;;;;2;;2
BZ;Bobbe International B.V.;;5;;;;;5
BZ;Bord&Stift;;;;;;1;1
BZ;Broekhuizen Communicatie;;;;;;2;2
BZ;BTS;;;;;;2;2
BZ;Buitenlandse Persvereniging in Nederland;;1;;;;;1
BZ;Buro BRAND Creative Factory B.V.;;;;;;1;1
BZ;Buro Buchner;;;;;;1;1
BZ;Business Openers B.V.;;;;;;2;2
BZ;Café Restaurant Dauphine;;;;;1;;1
BZ;Canne & Cruijcken;;;;;1;;1
BZ;Carnegie-Stichting;;;;;2;;2
BZ;Coachingpraktijk Arnout ter Haar;;;;;1;;1
BZ;Contexta B.V.;;;;;;2;2
BZ;Control Risks Benelux B.V.;;2;;;;;2
BZ;Coöperatief Congrestolkensecretariaat UA;;;;;;1;1
BZ;Corn.-Stone Marketing & Sales Programmes B.V.;;;;;1;;1
BZ;Creator Meeting Support B.V.;;;;;2;;2
BZ;Customer Contact Company B.V.;;;;;;1;1
BZ;Dag en Nacht Media B.V.;;;;;;2;2
BZ;Dagvoorzitter.nl;;;;;1;;1
BZ;David Bade;;;;;1;;1
BZ;De Pennenwinkel;;;;;1;;1
BZ;De Salon Noordeinde B.V.;;;;;1;;1
BZ;De V van Ver;;;;;;1;1
BZ;De Zakencoach;;;;;1;;1
BZ;Den Haag Centrum v. Strategische Studies B.V.;;;;;2;;2
BZ;DISC Factor B.V.;;;;;;1;1
BZ;DPI;;;;;;1;1
BZ;Drukkerij Rob Stolk B.V.;;;;;;2;2
BZ;Drukwerk-Centrum.nl;;;;;;1;1
BZ;Duo Market Research B.V.;;1;;;;;1
BZ;Dutch Stocklot;;;;;;1;1
BZ;Elbe Stevens Films B.V.;;;;;;1;1
BZ;Elycio Talen B.V.;;;;;;1;1
BZ;EMMA Communicatie B.V.;;;;;1;;1
BZ;Employee Performance Group B.V.;;;;;;3;3
BZ;Entopic Expert Services B.V.;;;;;;1;1
BZ;eSpecialisten B.V.;;;;;1;;1
BZ;every media;;;;;;2;2
BZ;Evite Services B.V.;;;;;1;;1
BZ;Fibre Concepts B.V.;;;;;;1;1
BZ;Film Atelier Den Haag;;;;;1;;1
BZ;Fitchannel.com;;;;;2;;2
BZ;Flex Lens Media;;;;;;1;1
BZ;Flexa Media;;1;;;;;1
BZ;Foto Ben Romp;;;;;;1;1
BZ;Fotogeniek;;;;;;1;1
BZ;Fotografie : Paul Voorham;;;;;;1;1
BZ;Fotografie Jurgen Huiskes;;;;;;1;1
BZ;Frank B.V.;;;;;;1;1
BZ;Gamestudio Marthijn;;;;;1;;1
BZ;GAW ontwerp + communicatie B.V.;;;;;1;;1
BZ;Get Bike Service;;;;;;1;1
BZ;geWoonboot V.O.F.;;;;;1;;1
BZ;GNKS Consult B.V.;;;;;1;;1
BZ;Governance & Integrity International B.V.;;;;;1;;1
BZ;Graphix Photo's;;;;;;1;1
BZ;Grijspaardt Web- en Multimediadesign;;;;;1;1;1
BZ;GW Cross Media B.V.;;;;;;1;1
BZ;Heart Connected;;;;;;1;1
BZ;Het Nutshuis;;;;;1;;1
BZ;Hoist Group B.V.;;;;;1;;1
BZ;Holding Beheermaatschappij Ropeni B.V.;;;;;1;;1
BZ;Holland Promotion B.V.;;;;;;1;1
BZ;Hollandse Hoogte B.V.;;;;;;1;1
BZ;Hotel/Restaurant Corona;;;;;;1;1
BZ;House of Lords B.V.;;;;;2;;2
BZ;IAMARIAN B.V.;;;;;1;;1
BZ;IDCARDplaza B.V.;;;;;1;;1
BZ;Ideeaanzee B.V.;;;;;2;1;2
BZ;ikontwikkelmijzelf.nl;;;;;1;;1
BZ;Ileenja Marina;;;;;;1;1
BZ;IM - Isa & Medina B.V.;;;;;1;;1
BZ;Imageselect B.V.;;;;;;1;1
BZ;Imagine People;;;;;1;;1
BZ;Improven B.V.;;3;;;;;3
BZ;in60seconds B.V.;;;;;;2;2
BZ;Int. Air Trans. Association (Netherl.) B.V.;;1;;;;;1
BZ;International Security Consultants B.V.;;;;;;1;1
BZ;inVision Ondertiteling;;;;;;1;1
BZ;ISS Integrated Facility Services B.V.;;;;;1;;1
BZ;Jaarbeurs Ontwikkeling B.V.;;;;;1;;1
BZ;Jacqueline Spaans Fotografie;;;;;1;;1
BZ;Jentien Keijzer;;;;;1;;1
BZ;Jonas Barre;;;;;;2;2
BZ;Kamala Laghate;;;;;;1;1
BZ;Kanai;;;;;;1;1
BZ;Kelly Maakt;;;;;1;2;2
BZ;Kick Smeets Fotografie;;;;;1;1;1
BZ;Kindercorrespondent;;;;;;2;2
BZ;Koninklijk Instituut van Ingenieurs;;;;;1;;1
BZ;Krijger Public Affairs;;;;;1;;1
BZ;La Jupe Sauvage;;;;;;2;2
BZ;Landhuis Eten en Drinken;;;;;1;;1
BZ;Landkaartje;;;;;;1;1
BZ;Lanting consult;;;;;2;;2
BZ;Lewis Communications B.V.;;;;;;1;1
BZ;LexisNexis Benelux;;4;;;;;4
BZ;Logeion;;;;;;1;1
BZ;LT Insights B.V.;;;;;1;;1
BZ;Lumenz;;;;;1;;1
BZ;M.S. Ran;;;;;;1;1
BZ;Maestro Orkestprodukties;;;;;1;;1
BZ;Mainpress B.V.;;3;;;;;3
BZ;Marketresponse International Group B.V.;;;;;;2;2
BZ;Marksmen Holding B.V.;;;;;1;;1
BZ;MarktOnderzoekAssociatie.nl;;1;;;;;1
BZ;Martijn Beekman Fotografie;;;;;;2;2
BZ;Mauritshuis;;;;;2;;2
BZ;Max Douw;;;;;;1;1
BZ;Meetingselect B.V.;;;;;6;;6
BZ;Mercure Den Haag Central;;;;;;1;1
BZ;Michiel Bles;;;;;;1;1
BZ;MichielB.com;;;;;;1;1
BZ;MultiCopy Utrecht Centrum B.V.;;;;;1;;1
BZ;Munckhof Taxi B.V.;;;;;3;;3
BZ;Museum Catering Den Haag B.V.;;;;;1;;1
BZ;Nalta Software B.V.;;1;;;;1;1
BZ;Nederlandse Vereniging voor Burgerzaken;;1;;;;;1
BZ;Netstar;;;;;;1;1
BZ;New Babylon Meeting Center B.V.;;;;;2;;2
BZ;NFGD Zoetermeer B.V.;;2;;;;;2
BZ;Nieuwe of Litteraire Sociëteit De Witte;;;;;1;1;1
BZ;Obvious Advisory;;;;;1;;1
BZ;OCLC EMEA B.V.;;1;;;;;1
BZ;Ontbijt & Lunch Juni;;;;;1;;1
BZ;Opportunity Advies B.V.;;;;;1;;1
BZ;ORTEC B.V.;;;;;;2;2
BZ;Oscars Scheveningen B.V.;;;;;1;;1
BZ;Partnership Learning Loop;;;;;1;;1
BZ;PianoFortissimo;;;;;1;;1
BZ;Plein 19 Den Haag B.V.;;;;;1;;1
BZ;Pllek-NDSM B.V.;;;;;1;;1
BZ;Reputatiegroep B.V.;;;;;;1;1
BZ;Riebeek & van 't Klooster;;;;;;1;1
BZ;Rikxoort Event Dressing B.V.;;;;;;2;2
BZ;Robert van de Roer;;;;;1;;1
BZ;Rolien van Dijk;;;;;;1;1
BZ;RTVmonitor,;;;;;;2;2
BZ;Sahraoui Productions;;;;;1;;1
BZ;Sandra Rottenberg Journalistieke Producties;;;;;1;;1
BZ;Script Ease B.V.;;;;;;1;1
BZ;Sdu Uitgevers B.V.;;1;;;;;1
BZ;Secrid B.V.;;;;;1;;1
BZ;Shafir Etcetera Design;;;;;;3;3
BZ;Shared Business B.V.;;;;;1;;1
BZ;Spaces B.V.;;;;;1;;1
BZ;Speakers Academy®;;;;;1;;1
BZ;Speer Publications;;;;;;2;2
BZ;St. De Balie Centr. Th. Polit. & Litteratuur;;;;;2;1;2
BZ;Starsound Productions Exploitatie B.V.;;;;;;1;1
BZ;Stg. Foundation Max vd Stoel For D.D.D. (FMS);;;;;1;;1
BZ;Stg. ProDemos - Huis voor dem. en rechtsstaat;;;;;;1;1
BZ;Sticht. Info.voorzien. Ontwikkel.sam.werk.;;;;;1;;1
BZ;Stichting Africa Legal Aid;;;;;1;;1
BZ;Stichting Aqua for All;;;;;;1;1
BZ;Stichting Critical Mass;;;;;1;;1
BZ;Stichting Fonds Instituut Clingendael;;;;;2;;2
BZ;Stichting Glaslokaal;;;;;;2;2
BZ;Stichting Humanity House;;;;;1;2;2
BZ;Stichting Internat. Perscentrum 'Nieuwspoort';;1;;;1;;1
BZ;Stichting Movies that Matter;;;;;1;;1
BZ;Stichting Museum voor Communicatie;;;;;2;;2
BZ;Stichting NBTC Holland Marketing;;;;;1;1;2
BZ;Stichting New Dutch Wave;;;;;1;;1
BZ;Stichting Première Parterre;;;;;1;;1
BZ;Stichting Raakvlak;;;;;1;;1
BZ;Stichting T.M.C. Asser Instituut;;;;;1;;1
BZ;Stichting The Hague Humanity Hub;;;;;1;;1
BZ;Stichting Visual Human Rights;;;;;;1;1
BZ;Stichting War Child;;;;;1;;1
BZ;Stichting World Press Photo;;;;;2;2;2
BZ;Stone & Sand;;;;;1;;1
BZ;Story Event Engineering;;;;;1;;1
BZ;Studio Dumbar B.V.;;;;;;1;1
BZ;Studio MENG;;;;;1;;1
BZ;Taalwerkplaats;;;;;;1;1
BZ;Tekagroep Barneveld;;;;;1;;1
BZ;The Hague Tech B.V.;;;;;1;;1
BZ;The Next Web B.V.;;;;;;2;2
BZ;The Next Women Holding B.V.;;;;;2;;2
BZ;Tint, Buro voor Grafische Vormgeving;;;;;;1;1
BZ;Toeac;;;;;;1;1
BZ;Tonco Modderman Training & Advies;;;;;2;;2
BZ;Topgeschenken Nederland B.V.;;;;;1;;1
BZ;train2work B.V.;;;;;1;;1
BZ;TRIBES Holding B.V.;;;;;2;;2
BZ;TSR AV;;;;;;2;2
BZ;Typisch Hollands;;;;;;1;1
BZ;U2pi B.V.;;;;;;1;1
BZ;Unclogged English;;;;;;1;1
BZ;UTS ABBINK Den Haag;;;;;1;;1
BZ;Valori B.V.;;;;;;1;1
BZ;Van Kappel Security Solutions B.V.;;;;;;1;1
BZ;Van Stockum, Belinfante & Coebergh B.V.;;1;;;;;1
BZ;Van Zomeren CMC;;;;;;1;1
BZ;VCK Travel B.V.;;;;;1;1;1
BZ;Vereniging van Registercontrollers;;;;;1;;1
BZ;Vereniging VNO-NCW;;;;;1;;1
BZ;Vermaat Leisure B.V.;;;;;1;;1
BZ;Videonieuwsbericht B.V.;;;;;;1;1
BZ;Vital Change B.V.;;;;;2;;2
BZ;Vorm Vijf Ontwerpteam B.V.;;;;;;1;1
BZ;Wirtz, Film & Experience Agency B.V.;;;;;;1;1
BZ;Wizzconcept Holding B.V.;;;;;2;;2
BZ;WNDY Events;;;;;1;;1
BZ;Worldmeetings.com B.V.;;;;;1;;1
BZ;Xerox (Nederland) B.V.;;;;;2;5;5
BZ;XpatCoach;;;;;;1;1
BZ;Xpression XL B.V.;;;;;;1;1
BZ;Zeezeilschool Scheveningen;;;;;;1;1
BZ;Zuiderstrandtheater;;;;;2;;2
BZK;5hart-IT Opleidingen B.V.;;;;;;1;1
BZK;87Seconds SA;;;;;;1;1
BZK;A. Hamidi;;;;;1;;1
