AreaManagerId,SellingPointId,StartDateSellingPoint,EndDateSellingPoint,SellingPointDesc,Location
402,35023,20130326,20210504,S_Vaart,"(52.2229461, 5.169367796)"
307,9004,20190322,,Appelweg (Hospice),"(52.146630759, 5.377118723)"
402,35065,20130326,,Schil,"(52.222352972, 5.171632235)"
402,35242,20170418,,BS_ELB,"(52.229081726, 5.189590505)"
402,35042,20130326,20210504,Schil,"(52.225007539, 5.183652829)"
402,35289,20201014,20210504,BS_Elb,"(52.228428979, 5.190869259)"
402,35060,20130326,20210504,Schil,"(52.221785047, 5.17235855)"
402,35203,20130326,,BS_BKN,"(52.217984895, 5.173194598)"
402,35211,20130326,20210504,BS_Gijs_m,"(52.215773367, 5.172356151)"
307,9004,20180602,20190425,Appelweg (Hospice),"(52.14653515, 5.377025926)"
855,51360,20130101,20190429,51360,"(51.561878005, 5.085497874)"
402,35226,20150629,,BS_Arena,"(52.211164486, 5.189755518)"
402,35298,20201014,,BS_TAL,"(52.21503361, 5.165450756)"
243,38405,20170101,,Vitrinagasingel,"(52.347070546, 5.616876665)"
345,23080,20180401,20210420,Zone B - Vergunninghouders,"(52.027790024, 5.550337476)"
642,7895,20140414,20170901,403 Dr. Boutensstraat,"(51.813605318, 4.639474762)"
243,38405,20170101,,Vitrinagasingel,"(52.347478248, 5.61816017)"
855,51488,20181201,,STAPPEGOOR,"(51.54209491, 5.076288706)"
402,35197,20130326,20210504,BS_BKN,"(52.219567038, 5.172175664)"
243,38405,20170101,,Vitrinagasingel,"(52.347689678, 5.619481501)"
243,38413,20170101,,Selhorst,"(52.347756054, 5.623209239)"
402,35283,20200310,20210504,BS_OOST,"(52.224041916, 5.189988193)"
855,51511,20181201,,SCHIL1,"(51.556048166, 5.075351263)"
243,38403,20170101,,Plantage,"(52.347561447, 5.615112435)"
642,7895,20140414,20170901,402 Da Costastraat,"(51.814126317, 4.640341072)"
642,7895,20140414,20170901,401 Jan Campertstraat,"(51.814745418, 4.638260129)"
855,51510,20171211,20190429,51510,"(51.5570009, 5.070938125)"
243,38413,20170101,,Selhorst,"(52.347779872, 5.623189951)"
402,35164,20130326,,BS_AKN,"(52.231303995, 5.164677824)"
855,51397,20181201,,BINNENST4,"(51.552968262, 5.094727301)"
855,51340,20181201,,BINNENST3A,"(51.558325685, 5.095334255)"
402,35221,20170418,20210504,BS_Elb,"(52.228732321, 5.187957501)"
855,51360,20130101,20190429,51360,"(51.561719182, 5.093723099)"
855,51360,20181201,,SCHIL1,"(51.561813138, 5.078933937)"
855,51430,20181201,,SCHIL4,"(51.559789382, 5.098547813)"
855,51360,20181201,,SCHIL1,"(51.564459536, 5.082346981)"
855,51480,20181201,,SCHIL1,"(51.551082482, 5.085575748)"
855,51452,20130101,20190429,51452,"(51.564739326, 5.090692079)"
855,51397,20181201,,BINNENST4,"(51.554852848, 5.104688948)"
855,51512,20181201,20190429,51512,"(51.549986108, 5.090093933)"
855,51360,20181201,,SCHIL1,"(51.566796862, 5.085922597)"
855,51330,20130101,20190429,51330,"(51.55820608, 5.079687913)"
855,51300,20130101,20190429,51300,"(51.551902157, 5.088690752)"
402,35156,20130326,,BS_AKN,"(52.233511689, 5.163309404)"
855,51430,20181201,,SCHIL4,"(51.559136994, 5.10218613)"
855,51397,20181201,,BINNENST4,"(51.553776107, 5.101768635)"
855,51511,20180101,20190429,51511,"(51.558392048, 5.07422948)"
402,35225,20190204,,BS_OOST,"(52.225314205, 5.186427709)"
855,51430,20180426,20190429,51430,"(51.558435371, 5.098447628)"
687,21710,20190901,,Zuidsingel 1,"(51.50299, 3.61358)"
687,21674,20190901,,Havendijkstraat,"(51.50037, 3.62589)"
687,21608,20190901,,Branderijmolengang 1,"(51.50534348, 3.615065109)"
687,21709,20190901,,Volderijstraat,"(51.50098, 3.608)"
687,21638,20190901,,Klein Vlaanderen  2,"(51.50123, 3.60769)"
687,21645,20190901,,kousteensedijk boven,"(51.49628158, 3.616560256)"
687,21626,20190901,,Bodenplaats,"(51.49953276, 3.609536715)"
402,35095,20130326,,Schil,"(52.228494144, 5.17489632)"
402,35277,20200310,20210504,BS_AKN,"(52.226225226, 5.161078373)"
402,35288,20201014,20210504,BS_Elb,"(52.23089381, 5.188402986)"
402,35205,20130326,,BS_Gijs,"(52.215930726, 5.170578533)"
