FID,hectomtrng,afstand,wvk_id,wvk_begdat,zijde,hecto_lttr,se_anno_cad_data,gdb_geomattr_data,shape
nwb_wegen_hectopunten_2005.1,535,458,176263023,2000-08-01T00:00:00, ,d,,,POINT (88965.38199999928 431855.20800000057)
nwb_wegen_hectopunten_2005.2,534,358,176263023,2000-08-01T00:00:00, ,d,,,POINT (88871.18299999833 431887.4479999989)
nwb_wegen_hectopunten_2005.3,533,258,176263023,2000-08-01T00:00:00, ,d,,,POINT (88776.49300000072 431918.63599999994)
nwb_wegen_hectopunten_2005.4,532,159,176263023,2000-08-01T00:00:00, ,d,,,POINT (88679.85200000182 431943.1429999992)
nwb_wegen_hectopunten_2005.5,531,59,176263023,2000-08-01T00:00:00, ,d,,,POINT (88583.2109999992 431967.6499999985)
nwb_wegen_hectopunten_2005.6,548,221,179262018,2000-08-01T00:00:00, ,b,,,POINT (90143.5709999986 431310.6770000011)
nwb_wegen_hectopunten_2005.7,547,114,179262018,2000-08-01T00:00:00, ,b,,,POINT (90036.91099999845 431317.8299999982)
nwb_wegen_hectopunten_2005.8,546,7,179262018,2000-08-01T00:00:00, ,b,,,POINT (89931.06100000069 431321.4310000017)
nwb_wegen_hectopunten_2005.9,2501,368,158154001,2000-07-01T00:00:00, ,n,,,POINT (79577.26799999923 377112.2800000012)
nwb_wegen_hectopunten_2005.10,2500,266,158154001,2000-07-01T00:00:00, ,n,,,POINT (79543.54540000111 377208.2228000015)
nwb_wegen_hectopunten_2005.11,2499,164,158154001,2000-07-01T00:00:00, ,n,,,POINT (79508.6959999986 377304.28500000015)
nwb_wegen_hectopunten_2005.12,2498,64,158154001,2000-07-01T00:00:00, ,n,,,POINT (79474.46799999848 377398.05900000036)
nwb_wegen_hectopunten_2005.13,306,98,216300055,2000-11-01T00:00:00, ,p,,,POINT (108360.5604000017 450475.96460000053)
nwb_wegen_hectopunten_2005.14,305,2,216300055,2000-11-01T00:00:00, ,p,,,POINT (108289.70600000024 450411.6420000009)
nwb_wegen_hectopunten_2005.15,909,351,240254028,2000-11-01T00:00:00,Li, ,,,POINT (120336.0150000006 427246.34099999815)
nwb_wegen_hectopunten_2005.16,908,251,240254028,2000-11-01T00:00:00,Li, ,,,POINT (120248.51700000092 427198.6979999989)
nwb_wegen_hectopunten_2005.17,907,151,240254028,2000-11-01T00:00:00,Li, ,,,POINT (120161.63899999857 427149.79399999976)
nwb_wegen_hectopunten_2005.18,906,52,240254028,2000-11-01T00:00:00,Li, ,,,POINT (120074.62299999967 427101.33199999854)
nwb_wegen_hectopunten_2005.19,77,73,234203006,2000-11-01T00:00:00, ,q,,,POINT (117147.34200000018 401657.3420000002)
nwb_wegen_hectopunten_2005.20,76,18,234203007,2000-11-01T00:00:00, ,q,,,POINT (117085.30099999905 401574.2049999982)
nwb_wegen_hectopunten_2005.21,755,1671,208260004,2000-11-01T00:00:00,Re, ,,,POINT (105928.10300000012 429531.4849999994)
nwb_wegen_hectopunten_2005.22,754,1571,208260004,2000-11-01T00:00:00,Re, ,,,POINT (105855.24599999934 429599.2589999996)
nwb_wegen_hectopunten_2005.23,753,1472,208260004,2000-11-01T00:00:00,Re, ,,,POINT (105785.54600000009 429669.83199999854)
nwb_wegen_hectopunten_2005.24,752,1373,208260004,2000-11-01T00:00:00,Re, ,,,POINT (105716.17000000179 429740.73800000176)
nwb_wegen_hectopunten_2005.25,751,1273,208260004,2000-11-01T00:00:00,Re, ,,,POINT (105642.95399999991 429807.54199999943)
nwb_wegen_hectopunten_2005.26,750,1174,208260004,2000-11-01T00:00:00,Re, ,,,POINT (105568.02560000122 429872.5155000016)
