FID,soort_oeve,globalid,codebpn,disk_beh_o,districtna,objectnaam,objecttype,materiaal,status,beheersreg,contract,opmerking,info1,info2,info3,info4,info5,stichtings,muteerder,mutatie,geobron,hoofdwater,watersyste,watersys_1,subcat,zijde,km,element,beheerder,eigenaar,onderhoude,monument,se_anno_cad_data,gdb_geomattr_data,shape
oever_vlak.11,55,{448BE77F-6A15-41A5-9D3A-D37E94B1BA92},"109C.OO.R.6,845",44B-003-01,WNZ Z,Toegangsweg Ottersluis,Niet-primaire waterkering Dam, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-08-28T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,OO,R,6.845,--,RWS,RWS,RWS,nee,,,"POLYGON ((111864.12000000104 422888.1479999982, 111869.51700000092 422885.88699999824, 111874.25800000131 422883.04199999943, 111878.34299999848 422879.61499999836, 111880.75 422876.6240000017, 111881.28200000152 422875.8040000014, 111880.62999999896 422875.4840000011, 111879.31399999931 422874.6889999993, 111878.09299999848 422873.9510000013, 111878.12970000133 422873.8828999996, 111878.06100000069 422873.88699999824, 111876.66299999878 422875.94999999925, 111873.93499999866 422878.74500000104, 111870.07499999925 422881.6730000004, 111867.34600000083 422883.26999999955, 111863.88500000164 422884.8680000007, 111859.6259999983 422886.1319999993, 111856.89799999818 422886.1319999993, 111856.89799999818 422883.26999999955, 111851.75499999896 422883.0729999989, 111851.73999999836 422883.1000000015, 111843.82699999958 422880.22300000116, 111842.41899999976 422879.7104999982, 111846.53599999845 422870.25499999896, 111843.96200000122 422869.0159999989, 111842.46700000018 422872.23999999836, 111834.01300000027 422868.6279999986, 111829.84600000083 422877.2010000013, 111821.35300000012 422873.9459999986, 111807.18499999866 422868.15199999884, 111789.60300000012 422860.80999999866, 111776.4059999995 422855.2490000017, 111757.63399999961 422847.2719999999, 111741.48099999875 422840.60500000045, 111725.92399999872 422834.0560000017, 111711.8740000017 422828.063000001, 111697.14999999851 422821.8720000014, 111683.57699999958 422816.0780000016, 111685.71999999881 422811.35500000045, 111666.39200000092 422803.2980000004, 111660.28000000119 422800.8379999995, 111658.13699999824 422805.5210000016, 111649.60399999842 422802.186999999, 111642.34200000018 422799.44900000095, 111630.27699999884 422795.44000000134, 111623.01399999857 422792.86100000143, 111618.88599999994 422791.47100000083, 111615.37200000137 422790.16899999976, 111610.49100000039 422787.2899999991, 111605.86100000143 422783.62000000104, 111594.72500000149 422773.40100000054, 111580.66800000146 422759.5940000005, 111569.32200000063 422748.41600000113, 111554.55700000003 422733.8579999991, 111543.25299999863 422721.1779999994, 111531.54699999839 422709.03400000185, 111528.55099999905 422711.06799999997, 111528.12779999897 422711.51579999924, 111528.01199999824 422711.63800000027, 111537.99300000072 422720.8500000015, 111539.62209999934 422722.3178999983, 111541.45899999887 422723.97300000116, 111553.4299999997 422736.5700000003, 111566.90300000086 422750.1259999983, 111577.1640000008 422759.9279999994, 111591.22100000083 422773.65100000054, 111601.14799999818 422783.118999999, 111607.82200000063 422788.83399999887, 111611.82600000128 422792.8379999995, 111613.57800000161 422795.1739999987, 111614.90819999948 422798.0839000009, 111614.91299999878 422798.0940000005, 111622.85599999875 422798.8830000013, 111625.97500000149 422797.9389999993, 111629.38500000164 422798.08399999887, 111638.08900000155 422800.4780000001, 111641.34899999946 422801.6710000001, 111648.33399999887 422804.44900000095, 111664.2100000009 422811.1570000015, 111683.45800000057 422819.4510000013, 111695.9990000017 422824.61100000143, 111710.88199999928 422830.8020000011, 111725.17000000179 422836.9140000008, 111740.41000000015 422843.10500000045, 111756.60200000182 422849.97100000083, 111775.45399999991 422857.7100000009, 111788.76999999955 422863.4290000014, 111806.15300000086 422870.8509999998, 111820.36100000143 422876.8040000014, 111833.26799999923 422882.23999999836, 111838.51900000125 422884.79300000146, 111839.80700000003 422885.33399999887, 111844.93800000101 422887.4919999987, 111849.4600000009 422888.94999999925, 111854.34600000083 422889.6070000008, 111860.32699999958 422889.2419999987, 111864.12000000104 422888.1479999982))"
oever_vlak.12,55,{2AA7832A-B4C0-4375-B3BD-AD5DDA854FE2},"109C.OO.R.6,985",44B-003-01,WNZ Z,Talud toegangsweg Ottersluis,Niet-primaire waterkering Dam, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-03-25T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,OO,R,6.985,--,RWS,RWS,RWS,nee,,,"POLYGON ((111869.73000000045 422891.5219999999, 111873.29899999872 422889.3779999986, 111877.00699999928 422886.7199999988, 111879.4600000009 422884.33399999887, 111882.37099999934 422881.0780000016, 111884.89009999856 422877.92390000075, 111881.82499999925 422876.3110000007, 111881.92399999872 422876.118999999, 111881.28200000152 422875.8040000014, 111880.75 422876.6240000017, 111878.34299999848 422879.61499999836, 111874.25800000131 422883.04199999943, 111869.51700000092 422885.88699999824, 111864.12000000104 422888.1479999982, 111860.32699999958 422889.2419999987, 111854.34600000083 422889.6070000008, 111849.4600000009 422888.94999999925, 111844.93800000101 422887.4919999987, 111839.80700000003 422885.33399999887, 111838.51900000125 422884.79300000146, 111833.26799999923 422882.23999999836, 111831.43800000101 422887.2540999986, 111836.6400000006 422889.4389999993, 111841.92100000009 422891.52600000054, 111845.38199999928 422893.0469999984, 111848.2190000005 422894.1330000013, 111850.88300000131 422894.9129999988, 111853.7899999991 422895.1710000001, 111857.55700000003 422895.4299999997, 111861.10300000012 422895.1020000018, 111864.9840000011 422893.875, 111869.73000000045 422891.5219999999))"
oever_vlak.13,60,{C76101DE-52C7-431E-A5FB-FFEDABB4151A},"109C.OX.R.6,833",44B-003-01,WNZ Z,Trailerhelling tbv brandweer Ottersluis,Trailerhelling, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-08-28T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,OX,R,6.833,--,RWS,RWS,RWS,nee,,,"POLYGON ((111617.95499999821 422812.1950000003, 111617.95499999821 422811.8900000006, 111617.99599999934 422811.86829999834, 111618.06799999997 422807.66000000015, 111620.60700000077 422801.56700000167, 111622.85599999875 422798.8830000013, 111614.91299999878 422798.0940000005, 111614.90819999948 422798.0839000009, 111615.25800000131 422800.41099999845, 111615.13800000027 422802.4750000015, 111615.01900000125 422810.5709999986, 111614.82200000063 422815.7811000012, 111617.94700000063 422815.83100000024, 111617.95499999821 422812.1950000003))"
oever_vlak.14,60,{3F1725BD-0B9E-4C45-828C-9E98783CD00E},"109C.OX.R.970,4",44B-003-01,WNZ Z,Oevers Ottersluis,Steenzetting/Stortsteen, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-03-25T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,OX,R,970.4,--,RWS,RWS,RWS,nee,,,"POLYGON ((111698.77400000021 422831.07400000095, 111699.10099999979 422830.30000000075, 111696.87299999967 422829.743999999, 111690.28599999845 422827.41699999943, 111684.36600000039 422825.11100000143, 111678.02400000021 422822.7410000004, 111671.58900000155 422819.70800000057, 111665.68699999899 422817.3500000015, 111658.7650000006 422815.08100000024, 111656.84099999815 422815.6229999997, 111659.8590000011 422816.5879999995, 111662.41600000113 422817.4310000017, 111672.26399999857 422821.5729999989, 111682.82800000161 422825.9600000009, 111696.51399999857 422831.4439999983, 111698.77400000021 422831.07400000095))"
oever_vlak.15,60,{1366BCD0-2EDF-40E4-9242-F89C1C292BB8},"109C.OX.R.970,401",44B-003-01,WNZ Z,Oevers Ottersluis,Steenzetting/Stortsteen, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-03-25T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,OX,R,970.401,--,RWS,RWS,RWS,nee,,,"POLYGON ((111863.5850000009 422896.1719999984, 111865.96400000155 422895.2190000005, 111867.26999999955 422894.6959999986, 111868.8359999992 422893.8819999993, 111871.07800000161 422892.7129999995, 111874.28299999982 422890.8740000017, 111875.13199999928 422890.18499999866, 111875.16899999976 422890.1559999995, 111877.05200000107 422888.6270000003, 111877.32400000095 422888.4050000012, 111877.37000000104 422888.3680000007, 111879.38800000027 422886.3449999988, 111881.91600000113 422883.2280000001, 111883.23000000045 422881.6070000008, 111885.875 422878.44200000167, 111884.89009999856 422877.92390000075, 111882.37099999934 422881.0780000016, 111879.4600000009 422884.33399999887, 111877.00699999928 422886.7199999988, 111873.29899999872 422889.3779999986, 111869.73000000045 422891.5219999999, 111864.9840000011 422893.875, 111861.10300000012 422895.1020000018, 111857.55700000003 422895.4299999997, 111853.7899999991 422895.1710000001, 111850.88300000131 422894.9129999988, 111848.2190000005 422894.1330000013, 111845.38199999928 422893.0469999984, 111841.92100000009 422891.52600000054, 111836.6400000006 422889.4389999993, 111831.43800000101 422887.2540999986, 111830.83300000057 422887, 111829.9149999991 422886.61400000006, 111824.46700000018 422884.3260000013, 111820.55000000075 422882.5529999994, 111809.26000000164 422877.76300000027, 111798.57899999991 422873.506000001, 111788.43100000173 422869.21599999815, 111779.13300000131 422865.2969999984, 111768.1559999995 422860.95800000057, 111759.92399999872 422857.45899999887, 111751.67599999905 422854.50499999896, 111744.90500000119 422851.0150000006, 111741.39299999923 422849.2529999986, 111730.94799999893 422845.4290000014, 111719.97599999979 422840.9210000001, 111710.91000000015 422836.98999999836, 111703.4450000003 422833.8440000005, 111703.25499999896 422833.76300000027, 111701.40700000152 422832.4539999999, 111700.07899999991 422830.9279999994, 111699.77699999884 422831.54399999976, 111701.54300000146 422833.8110000007, 111702.79399999976 422834.48800000176, 111702.82200000063 422834.5029999986, 111704.34600000083 422835.3289999999, 111713.98800000176 422839.30099999905, 111728.84600000083 422845.5159999989, 111739.2659999989 422849.83100000024, 111749.8200000003 422854.4919999987, 111760.30099999905 422858.9970000014, 111761.82400000095 422859.66099999845, 111771.29600000009 422863.78400000185, 111781.6400000006 422868.0219999999, 111790.25299999863 422871.55900000036, 111794.54300000146 422873.3200000003, 111809.6240000017 422879.631000001, 111816.42040000111 422882.3887999989, 111816.42339999974 422882.3900000006, 111823.54300000146 422885.27899999917, 111829.33799999952 422887.9360000007, 111830.22899999842 422888.3449999988, 111830.71400000155 422888.56700000167, 111831.89699999988 422889.0760000013, 111838.25899999961 422891.813000001, 111844.91200000048 422894.8040000014, 111847.40799999982 422895.5450000018, 111849.07899999991 422896.0399999991, 111850.9149999991 422896.51099999994, 111850.98299999908 422896.52800000086, 111853.2100000009 422897.09899999946, 111853.27800000086 422897.1020000018, 111855.24100000039 422897.17599999905, 111856.7349999994 422897.23000000045, 111860.1790000014 422896.8200000003, 111863.01900000125 422896.2740000002, 111863.5850000009 422896.1719999984))"
oever_vlak.16,55,{F4C7917D-AFC3-49F6-8886-9E8523CBF5C2},"108A.OO.L.962,534",44B-001-01,WNZ Z,Primaire dijk oostzijde Biesboschsluis,Primaire waterkering Dijk, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,joostena,2013-04-16T00:00:00,Arie Barendrecht,Rijn-Maasmonding,Middendeel,108A,OO,L,962.534,--,RWS,RWS,RWS,nee,,,"POLYGON ((119809.64600000158 424134.93499999866, 119815.6640000008 424134.3209999986, 119820.17100000009 424134.8229999989, 119824.7809999995 424134.9310000017, 119829.76999999955 424134.7800000012, 119830.3209999986 424131.65300000086, 119831.02499999851 424127.6640000008, 119830.76000000164 424118.80099999905, 119823.56489999965 424118.86190000176, 119823.31300000101 424119.2010000013, 119821.24100000039 424119.4840000011, 119817.31599999964 424119.22300000116, 119816.48099999875 424119.2670000009, 119812.85599999875 424119.45800000057, 119810.06100000069 424119.8509999998, 119806.22899999842 424119.73000000045, 119802.68100000173 424120.0940000005, 119793.55200000107 424120.0150000006, 119789.3599999994 424120.0560000017, 119789.30299999937 424124.2349999994, 119789.29100000113 424125.1420000009, 119789.24399999902 424126.08900000155, 119790.27899999917 424126.0940000005, 119790.26000000164 424127.7320000008, 119789.26399999857 424127.743999999, 119789.26300000027 424128.5639999993, 119787.28599999845 424128.6790000014, 119787.25 424135.09899999946, 119803.82400000095 424135.19999999925, 119809.64600000158 424134.93499999866))"
oever_vlak.17,60,{49524FB8-7161-4154-B091-AF1ADD17AE3B},"108A.OX.L.962,39",44B-001-01,WNZ Z,Oeververdediging ingang Biesboschsluis,Stortsteen, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2012-07-17T00:00:00,Arie Barendrecht,Rijn-Maasmonding,Middendeel,108A,OX,L,962.39,--,RWS,RWS,RWS,nee,,,"POLYGON ((119800.93299999833 424135.9970000014, 119797.90399999917 424135.9699999988, 119802.8740000017 424149.04100000113, 119806.46700000018 424159.93499999866, 119807.81599999964 424165.2340000011, 119808.7899999991 424171.9129999988, 119809.19099999964 424179.48099999875, 119808.95100000128 424191.89400000125, 119808.85500000045 424201.9629999995, 119809.01399999857 424204.4120000005, 119809.12000000104 424206.0329999998, 119808.83700000122 424206.8189999983, 119808.42500000075 424207.9620000012, 119807.71999999881 424213.4770000018, 119807.43800000101 424228.73800000176, 119807.39799999818 424230.9239999987, 119808.6259999983 424251.27600000054, 119808.70699999854 424252.6169999987, 119812.41699999943 424252.5210000016, 119812.60599999875 424252.3449999988, 119812.91800000146 424252.0529999994, 119813.94200000167 424249.9519999996, 119813.84299999848 424241.59099999815, 119814.51300000027 424232.43400000036, 119814.33199999854 424221.20899999887, 119814.22300000116 424211.0469999984, 119814.17300000042 424206.90199999884, 119814.14600000158 424204.5799999982, 119814.31100000069 424200.05999999866, 119814.46299999952 424192.9310000017, 119814.13399999961 424187.3509999998, 119814.19399999827 424185.4840000011, 119814.10399999842 424181.38599999994, 119813.71299999952 424175.90100000054, 119813.89499999955 424165, 119813.74300000072 424164.1710000001, 119813.49799999967 424163.51000000164, 119811.83999999985 424158.1959999986, 119808.6400000006 424149.0940000005, 119806.77299999818 424142.98000000045, 119803.4459999986 424136.0219999999, 119800.93299999833 424135.9970000014))"
oever_vlak.18,55,{CCF33AFE-050E-42AA-8A27-56A67636F931},"108A.OO.L.962,536",44B-001-01,WNZ Z,Primaire dijk westzijde Biesboschsluis,Primaire waterkering Dijk, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-04-16T00:00:00,Arie Barendrecht,Rijn-Maasmonding,Middendeel,108A,OO,L,962.536,--,RWS,RWS,RWS,nee,,,"POLYGON ((119775.07600000128 424131.5229999982, 119775.17700000107 424129.34099999815, 119775.19900000095 424128.40100000054, 119775.21799999848 424127.1099999994, 119775.22100000083 424126.8579999991, 119775.24300000072 424125.0789999999, 119775.25800000131 424124.311999999, 119775.40399999917 424121.52899999917, 119775.30099999905 424119.78500000015, 119771.6790000014 424119.5029999986, 119770.35310000181 424119.3299999982, 119766.49500000104 424119.26000000164, 119764.2490000017 424119.18499999866, 119764.08399999887 424126.90399999917, 119764.01900000125 424126.90300000086, 119764.0850000009 424134.4759000018, 119774.22800000012 424134.4930000007, 119774.32699999958 424131.4699999988, 119775.07600000128 424131.5229999982))"
oever_vlak.19,60,{0920A79C-597A-408D-87ED-B858CB42E080},"109A.OX.L.971,403",44B-002-01,WNZ Z,Oever binnenzijde Spieringsluis,Steenzetting/Stortsteen, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-04-10T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109A,OX,L,971.403,--,RWS,RWS,RWS,nee,,,"POLYGON ((111919.29199999943 421281.1719999984, 111922.89200000092 421281.1099999994, 111924.90199999884 421281.11300000176, 111925.77400000021 421280.93200000003, 111927.08199999854 421280.6620000005, 111927.40700000152 421280.50499999896, 111928.79399999976 421279.84099999815, 111944.79300000146 421272.18200000003, 111955.00899999961 421267.15900000185, 111969.51300000027 421260.02600000054, 111973.73000000045 421257.7740000002, 111980.44099999964 421254.19000000134, 111983.60700000077 421252.5, 111985.09299999848 421252.1099999994, 111986.20499999821 421251.76300000027, 111987.15700000152 421251.46599999815, 111989.3909999989 421251.8759999983, 111991.88599999994 421253.20600000024, 111995.04399999976 421255.4609999992, 111996.64200000092 421256.39400000125, 111998.48699999973 421256.80999999866, 112000.43699999899 421256.8420000002, 112002.94999999925 421256.1090000011, 112004.44999999925 421254.9539999999, 112005.41800000146 421253.2989999987, 112005.8200000003 421251.4470000006, 112005.69999999925 421249.79300000146, 112004.84699999914 421250.4690000005, 112004.69299999997 421252.1079999991, 112003.85500000045 421253.1649999991, 112002.06100000069 421254.33999999985, 111999.76900000125 421254.8539999984, 111997.05200000107 421254.6629999988, 111994.85000000149 421253.2659999989, 111991.77199999988 421251.1959999986, 111989.01900000125 421250.0949999988, 111986.24599999934 421250.0390000008, 111985.96700000018 421250.20899999887, 111984.30799999833 421251.2270000018, 111983.28700000048 421251.8530000001, 111980.1790000014 421253.36199999973, 111973.12000000104 421256.79100000113, 111959.06199999899 421263.6220000014, 111954.77299999818 421265.80700000003, 111953.92000000179 421266.2430000007, 111930.36300000176 421278.2410000004, 111929.14799999818 421278.8599999994, 111928.97599999979 421278.90399999917, 111927.34499999881 421279.3299999982, 111923.37900000066 421280.3660000004, 111921.4609999992 421280.18400000036, 111919.5940000005 421280.16099999845, 111917.70699999854 421280.13800000027, 111912.37099999934 421280.8370000012, 111911.24300000072 421281.08399999887, 111908.61630000174 421281.6620000005, 111909.04910000041 421282.4439000003, 111909.18800000101 421282.6950000003, 111913.13500000164 421281.9770000018, 111915.21299999952 421281.59899999946, 111917.25200000033 421281.38599999994, 111919.29199999943 421281.1719999984))"
oever_vlak.20,55,{5588BA6D-ED7A-40C2-9E52-4E70AEBDE84A},"108A.OO.R.7,015",44B-003-01,WNZ Z,Toegangsweg Ottersluis,Niet-primaire waterkering Dam, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2013-03-25T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,108A,OO,R,7.015,--,RWS,RWS,RWS,nee,,,"POLYGON ((111904.17599999905 422825.98800000176, 111904.68499999866 422824.5229999982, 111905.36699999869 422822.2829999998, 111906.55299999937 422819.65199999884, 111907.6640000008 422817.9849999994, 111909.21999999881 422817.2809999995, 111910.62359999865 422817.16899999976, 111910.79600000009 422817.15509999916, 111912.95600000024 422810.1420000009, 111918.52800000086 422798.3680000007, 111921.59420000017 422791.8680000007, 111921.62929999828 422791.80150000006, 111924.9140000008 422785.42599999905, 111924.77699999884 422784.3759999983, 111924.77899999917 422782.29199999943, 111924.21799999848 422781.68400000036, 111922.9149999991 422781.41000000015, 111921.63399999961 422781.8830000013, 111920.2349999994 422782.95699999854, 111918.66099999845 422785.16600000113, 111915.11300000176 422791.186999999, 111910.66299999878 422798.8289999999, 111904.86499999836 422805.6620000005, 111899.46200000122 422811.9530000016, 111897.0009999983 422815.00400000066, 111893.78700000048 422819.4840000011, 111893.76799999923 422819.51300000027, 111893.80000000075 422819.5320000015, 111900.72599999979 422823.87900000066, 111902.0390000008 422824.69200000167, 111902.05999999866 422824.66000000015, 111904.17599999905 422825.98800000176))"
oever_vlak.21,60,{DC5BE877-B957-4A7E-B306-CEC0E8F63167},"109A.OX.-.968,485",44B-002-01,WNZ Z,Oever Biesboschzijde Spieringsluis,Gras, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2015-06-23T00:00:00,Luchtfoto 2008,Rijn-Maasmonding,Middendeel,109A,OX,-,968.485,--,RWS,RWS,RWS,nee,,,"POLYGON ((111960.66899999976 421293.45800000057, 111979.60799999908 421279.52600000054, 111992.47199999914 421270.3830000013, 111999.75600000098 421264.23999999836, 112003.00699999928 421261.4549999982, 112004.60399999842 421259.63899999857, 112005.23099999875 421258.1079999991, 112006.78599999845 421254.1420000009, 112007.12900000066 421252.08999999985, 112006.73699999973 421251.0760000013, 112005.69999999925 421249.79300000146, 112005.8200000003 421251.4470000006, 112005.41800000146 421253.2989999987, 112004.44999999925 421254.9539999999, 112002.94999999925 421256.1090000011, 112000.43699999899 421256.8420000002, 111998.48699999973 421256.80999999866, 111996.64200000092 421256.39400000125, 111995.04399999976 421255.4609999992, 111991.88599999994 421253.20600000024, 111989.3909999989 421251.8759999983, 111987.15700000152 421251.46599999815, 111986.20499999821 421251.76300000027, 111985.09299999848 421252.1099999994, 111983.60700000077 421252.5, 111980.44099999964 421254.19000000134, 111973.73000000045 421257.7740000002, 111969.51300000027 421260.02600000054, 111955.00899999961 421267.15900000185, 111944.79300000146 421272.18200000003, 111928.79399999976 421279.84099999815, 111927.40700000152 421280.50499999896, 111927.08199999854 421280.6620000005, 111925.77400000021 421280.93200000003, 111924.90199999884 421281.11300000176, 111922.89200000092 421281.1099999994, 111919.29199999943 421281.1719999984, 111917.25200000033 421281.38599999994, 111915.21299999952 421281.59899999946, 111913.13500000164 421281.9770000018, 111909.18800000101 421282.6950000003, 111909.40100000054 421283.0799999982, 111909.90300000086 421284.05099999905, 111910.8900000006 421285.61300000176, 111911.95800000057 421288.6779999994, 111914.24100000039 421291.8660000004, 111915.45300000161 421293.4620000012, 111917.8350000009 421295.6420000009, 111920.91800000146 421297.98800000176, 111923.77199999988 421299.6039999984, 111926.8590000011 421301.01300000027, 111929.13300000131 421302.0309999995, 111931.69900000095 421302.5729999989, 111935.02600000054 421303.11400000006, 111939.31700000167 421303.0069999993, 111942.63899999857 421302.52800000086, 111947.11400000006 421301.5329999998, 111951.96400000155 421299.3960000016, 111960.66899999976 421293.45800000057))"
oever_vlak.22,60,{A9E346A3-6F4E-413A-ABCB-F8F80311081C},"108A.OX.R.970,42",44B-003-01,WNZ Z,Oeververdediging Sluishoofd Ottersluis,Steenzetting/Stortsteen, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2013-08-29T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,108A,OX,R,970.42,--,RWS,RWS,RWS,nee,,,"POLYGON ((111906.88049999997 422830.80270000175, 111907.41479999945 422828.3429999985, 111907.47659999877 422828.0599000007, 111908.12079999968 422825.1030000001, 111910.79600000009 422817.15509999916, 111910.62359999865 422817.16899999976, 111909.21999999881 422817.2809999995, 111907.6640000008 422817.9849999994, 111906.55299999937 422819.65199999884, 111905.36699999869 422822.2829999998, 111904.68499999866 422824.5229999982, 111904.17599999905 422825.98800000176, 111904.16800000146 422826.01099999994, 111904.1090000011 422826.1810000017, 111903.70499999821 422827.37000000104, 111903.66699999943 422828.3110000007, 111903.85500000045 422829.2120000012, 111906.87750000134 422830.815200001, 111906.88049999997 422830.80270000175))"
oever_vlak.23,60,{FE232EF2-1F5A-4010-AFBB-540EBEB5E115},"101E.OX.L.968,35",44B-353-01,WNZ Z,Oeververdediging invaart Helsluis,Niet-primaire waterkering Dijk,Stortsteen, ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-08-20T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,101E,OX,L,968.35,--,RWS,RWS,RWS,nee,,,"POLYGON ((113263.50200000033 424863.5179999992, 113266.3740000017 424860.2340000011, 113264.97899999842 424860.83900000155, 113262.12799999863 424863.6550000012, 113260.13599999994 424869.8379999995, 113258.52100000158 424877.7719999999, 113257.04399999976 424885.0540000014, 113256.25400000066 424889.5879999995, 113255.15500000119 424895.08399999887, 113254.46799999848 424899.58300000057, 113255.14479999989 424899.6878999993, 113255.1510999985 424899.68879999965, 113255.15949999914 424899.65680000186, 113255.2292000018 424899.38800000027, 113255.70499999821 424897.55700000003, 113256.66699999943 424891.7179999985, 113257.62799999863 424886.4970000014, 113258.69299999997 424881.37900000066, 113260.23900000006 424874.5089999996, 113262.30000000075 424866.0940000005, 113263.50200000033 424863.5179999992))"
oever_vlak.24,60,{7653C07E-C795-443C-B9C7-30116FE97A63},"109C.OX.L.9,395",44B-353-01,WNZ Z,Oeververdediging invaart Helsluis,Niet-primaire waterkering Dijk,Stortsteen, ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-08-20T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109C,OX,L,9.395,--,RWS,RWS,RWS,nee,,,"POLYGON ((113283.87590000033 424772.6790000014, 113281.92859999835 424772.3728, 113281.74500000104 424773.26900000125, 113279.78799999878 424782.9479999989, 113278.10000000149 424792.11300000176, 113277.1950000003 424797.03500000015, 113276.86800000072 424799.3570000008, 113276.79500000179 424799.756000001, 113276.54899999872 424801.0949999988, 113276.56899999827 424803.2879999988, 113276.5850000009 424803.9479999989, 113276.77100000158 424804.6790000014, 113276.78000000119 424804.71599999815, 113277.02800000086 424805.6409999989, 113277.06199999899 424805.75400000066, 113277.27400000021 424806.35599999875, 113277.28299999982 424806.3830000013, 113277.3040000014 424806.44299999997, 113277.59499999881 424807.2679999992, 113278.28000000119 424808.61199999973, 113278.5009999983 424807.0159999989, 113278.44200000167 424804.4690000005, 113278.39299999923 424803.83900000155, 113278.25899999961 424802.05700000003, 113278.34499999881 424799.2320000008, 113278.61199999973 424796.2320000008, 113279.56500000134 424792.26300000027, 113280.16000000015 424787.8969999999, 113281.07299999893 424784.6429999992, 113281.55099999905 424782.15399999917, 113282.14200000092 424778.4539999999, 113283.65300000086 424773.29199999943, 113283.87590000033 424772.6790000014))"
oever_vlak.25,60,{41A565A7-9402-497F-B8C9-3BE4E356F164},"109C.OX.L.9,475",44B-353-01,WNZ Z,Oeververdediging invaart Helsluis,Primaire waterkering Dijk,Stortsteen, ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-08-20T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109C,OX,L,9.475,--,RWS,RWS,RWS,nee,,,"POLYGON ((113307.80719999969 424776.9743000008, 113305.77760000154 424776.4545000009, 113305.35000000149 424779.8770000003, 113303.03799999878 424789.98000000045, 113300.21299999952 424802.13800000027, 113297.21599999815 424808.38800000027, 113295.16099999845 424811.9840000011, 113295.33999999985 424811.80999999866, 113298.4149999991 424808.81599999964, 113301.58300000057 424802.65100000054, 113304.8359999992 424790.4079999998, 113307.14799999818 424779.79100000113, 113307.80719999969 424776.9743000008))"
oever_vlak.26,60,{8E48A05F-D210-45B6-9160-FC4D5CDFBFA1},"101E.OX.L.968,27",44B-353-01,WNZ Z,Oeververdediging invaart Helsluis,Niet-primaire waterkering Dijk,Stortsteen, ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-08-20T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,101E,OX,L,968.270,--,RWS,RWS,RWS,nee,,,"POLYGON ((113283.37099999934 424864.0379999988, 113282.93299999833 424864.17500000075, 113282.70300000161 424864.24599999934, 113282.60599999875 424864.2740000002, 113283.29100000113 424866.4930000007, 113283.6559999995 424868.52699999884, 113283.81300000101 424871.6400000006, 113283.51799999923 424875.51000000164, 113283.33700000122 424877.9149999991, 113282.59699999914 424885.5929999985, 113282.51199999824 424886.48099999875, 113282.36100000143 424888.55000000075, 113282.24100000039 424890.2410000004, 113282.10000000149 424892.1620000005, 113282.06399999931 424892.813000001, 113282.01900000125 424893.55999999866, 113281.98000000045 424894.188000001, 113281.5009999983 424899.68299999833, 113281.44920000061 424902.4252000004, 113281.44739999995 424902.5166000016, 113283.19460000098 424902.6116000004, 113283.60200000182 424895.4290000014, 113283.60860000178 424895.31799999997, 113284.03400000185 424887.95600000024, 113284.43600000069 424881.01000000164, 113284.94099999964 424874.256000001, 113284.96400000155 424868.1620000005, 113284.8209999986 424866.7950000018, 113284.64799999818 424866.04399999976, 113284.20100000128 424865.1070000008, 113283.37099999934 424864.0379999988))"
