Ministerie;handelsnaam na kvk;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken niet voor eigen personeel;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
BZK;Anoniem 130;;;;;;1;1
BZK;Anoniem 136;;;;;1;;1
BZK;Anoniem 198;;;;;;1;1
BZK;Anoniem 199;;;;;1;;1
BZK;Anoniem 2;;;;;1;;1
BZK;Anoniem 201;;;;;1;;1
BZK;Anoniem 22;;;;;1;;1
BZK;Anoniem 23;;;;;1;;1
BZK;Anoniem 248;;;;;;1;1
BZK;Anoniem 255;;;;;1;;1
BZK;Anoniem 279;;;;;;1;1
BZK;Anoniem 287;;;;;;1;1
BZK;Anoniem 298;;;;;1;;1
BZK;Anoniem 310;;;;;1;;1
BZK;Anoniem 312;;;;;;1;1
BZK;Anoniem 315;;;;;1;;1
BZK;Anoniem 321;;;;;;1;1
BZK;Anoniem 322;;;;;1;1;1
BZK;Anoniem 328;;;;;1;;1
BZK;Anoniem 332;;;;;;1;1
BZK;Anoniem 337;;;;;;1;1
BZK;Anoniem 340;;;;;;1;1
BZK;Anoniem 341;;;;;1;;1
BZK;Anoniem 343;;;;;;1;1
BZK;Anoniem 354;;;;;;1;1
BZK;Anoniem 360;;;;;;1;1
BZK;Anoniem 379;;;;;;1;1
BZK;Anoniem 382;;;;;;1;1
BZK;Anoniem 384;;;;;1;;1
BZK;Anoniem 390;;;;;1;;1
BZK;Anoniem 393;;;;;;1;1
BZK;Anoniem 4;;;;;1;;1
BZK;Anoniem 400;;;;;1;;1
BZK;Anoniem 428;;;;;1;;1
BZK;Anoniem 441;;1;;;;;1
BZK;Anoniem 443;;;;;;1;1
BZK;Anoniem 444;;;;;1;;1
BZK;Anoniem 446;;;;;1;;1
BZK;Anoniem 449;;;;;1;;1
BZK;Anoniem 451;;;;;;1;1
BZK;Anoniem 460;;;;;1;;1
BZK;Anoniem 465;;;;;1;;1
BZK;Anoniem 471;;;;1;;;1
BZK;Anoniem 475;;;;;;1;1
BZK;Anoniem 481;;;;;;1;1
BZK;Anoniem 492;;;;;1;;1
BZK;Anoniem 495;;;;;1;;1
BZK;Anoniem 513;;;;;1;;1
BZK;Anoniem 515;;;;;;1;1
BZK;Anoniem 529;;;;;1;;1
BZK;Anoniem 536;;;;;1;;1
BZK;Anoniem 548;;1;;;;;1
BZK;Anoniem 550;;;;;1;;1
BZK;Anoniem 553;;;;;1;;1
BZK;Anoniem 554;;;;;1;;1
BZK;Anoniem 556;1;;;;;;1
BZK;Anoniem 557;;;;;1;;1
BZK;Anoniem 559;;;;;1;;1
BZK;Anoniem 563;;;;;1;1;1
BZK;Anoniem 564;;;;;;1;1
BZK;Anoniem 567;;;;;1;;1
BZK;Anoniem 576;;;;;1;;1
BZK;Anoniem 577;;;;;;1;1
BZK;Anoniem 579;;;;;;1;1
BZK;Anoniem 595;;;;1;;;1
BZK;Anoniem 611;;;;;1;;1
BZK;Anoniem 616;;;;;1;;1
BZK;Anoniem 633;;;;;;1;1
BZK;Anoniem 634;;;;;;1;1
BZK;Anoniem 641;;;;;;1;1
BZK;Anoniem 645;;;;;;1;1
BZK;Anoniem 649;;;;;1;;1
BZK;Anoniem 651;;;;;1;;1
BZK;Anoniem 659;;;;;;1;1
BZK;Anoniem 667;;;;;1;;1
BZK;Anoniem 699;;1;;;;;1
BZK;Anoniem 715;;;;;1;;1
BZK;Anoniem 716;;;;;1;;1
BZK;Anoniem 72;;;;;1;;1
BZK;Anoniem 73;;;;;1;;1
BZK;Anoniem 741;;;;;1;;1
BZK;Anoniem 75;;;;;1;;1
BZK;Anoniem 768;;;;;;1;1
BZK;Anoniem 790;;;;;;1;1
BZK;Anoniem 81;;1;;;1;;1
BZK;Anoniem 819;;;;;1;;1
BZK;Anoniem 832;;;;;1;;1
BZK;Anoniem 833;;;;;1;;1
BZK;Anoniem 837;;;;;1;;1
BZK;Anoniem 839;;;;;;1;1
BZK;Anoniem 845;;;;;;1;1
BZK;Anoniem 846;;;;1;;;1
BZK;Anoniem 847;;;;1;;;1
BZK;Anoniem 848;;;;;;1;1
BZK;Anoniem 87;;;;;;1;1
BZK;Anoniem 88;;;;;;1;1
BZK;Anoniem 91;;;;;1;;1
BZK;Anoniem 92;;;;;;1;1
BZK;Anoniem 98;;;;;;1;1
BZK;ANTONIO VASCONCELOS;;;;;1;;1
BZK;ANWB B.V.;;1;;;;;1
BZK;APPM MANAGEMENT CONSULTANTS B.V.;;;;;1;;1
BZK;ARCHITEKTOUREN;;;;;1;;1
BZK;Arnage Horeca B.V.;;;;;1;;1
BZK;Art Print Design;;;;1;;;1
BZK;ASMAN ABNUR;;;;;1;;1
BZK;Asp4all Hosting B.V.;;;;;;1;1
BZK;Assistance Software Productions B.V.;;1;;;;;1
BZK;ATHENAS B.V.;;;;;;1;1
BZK;AVEX;;;;;;1;1
BZK;AWUNO KOMLAN MEUSAH;;;;;1;;1
BZK;AWVN;;;;;1;;1
BZK;B.I.T. NETHERLANDS B.V.;;;;;1;;1
BZK;B+B Vakmedianet B.V.;;1;;;;;1
BZK;Bakboord Takens B.V.;;;;;1;;1
BZK;BARLOW;;;;;1;;1
BZK;BARTOLOMEUS PRODUCTIONS;;;;;1;;1
BZK;Bas Holzhaus Tekst;;1;;;;;1
BZK;Bedrukken.nl B.V.;;;;;;1;1
BZK;BEHR GROEP NEDERLAND;;;;;1;1;1
BZK;Berben en Colleagues BV;;;;;;1;1
BZK;BERENSCHOT;;;;;;1;1
BZK;Beroepsver. van Professionals in Sociaal Werk;;1;;;;;1
BZK;BHV Express;;;;;1;;1
BZK;Blomsma Signs & Safety;;;;;;1;1
BZK;BLOOM - HOUSE OF HEALTH;;;;;1;;1
BZK;blooming hotel en conferentielandgoed B.;;;;;1;;1
BZK;BLOSSOM bloemisterij;;;;1;;;1
BZK;BlueBerry Media B.V.;;;;;;1;1
BZK;BNF B.V.;;;;;;1;1
BZK;Boekhandel Van Stockum Belinfante & Coebergh;;1;;;;;1
BZK;bol.com B.V.;;1;;;;;1
BZK;BONAIRE YOUTH OUTREACH FOUNDATION;;;;;;1;1
BZK;BONTEKOE PRODUKTIES;;;;;1;;1
BZK;BOOM;;;;;;1;1
BZK;Boom B.V.;;;;;;1;1
BZK;Brinkhof bemiddeling en advies;;;;;1;;1
BZK;Brize;;;;1;;;1
BZK;BUCK CONSULTANTS INTERNATIONAL;;;;;;1;1
BZK;BUITENGOED DE UYLENBURG;;;;;1;;1
BZK;BUREAU GIT;;;;;1;;1
BZK;BUREAU IEPEN TRAINING & COACHING;;;;;1;;1
BZK;Bureau voor Beeldzaken;;;;;;1;1
BZK;BuzzMaster B.V.;;;;;;1;1
BZK;CA FOTOGRAFIE;;;;;;1;1
BZK;Cafe Luden;;;;;1;;1
BZK;Cafe SOOF Den Haag BV;;;;;1;;1
BZK;Cambridge University Press;;1;;;;1;1
BZK;CANNOCK CHASE B.V.;;1;;;;;1
BZK;Caribbean Delight;;;;;;1;1
BZK;CENTRAAL BUREAU VOOR GENEALOGIE;;;;;;1;1
BZK;Centric Netherlands B.V.;;;;;;1;1
BZK;CENTRUM VOOR CIVILISEREN EN INNOVEREN;;;;;1;;1
BZK;CIMON AV PRODUCTIES;;;;;;1;1
BZK;City Dust Studio;;;;;;1;1
BZK;CLOWNFISH CREATIEVE COMMUNICATIE;;;;;;1;1
BZK;COMIC HOUSE;;;;;1;;1
BZK;Compacon & Partners B.V.;;;;;;1;1
BZK;Concorde Group B.V.;;;;;;1;1
BZK;CONGRESBUREAU KIVI;;;;;1;;1
BZK;Cooperatie Nieuworganiseren.nu U.A. Utrecht;;1;;;;;1
BZK;COOPERATIEF CONGRESTOLKENSECRETARIAAT;;;;;1;1;1
BZK;Coosto BV;;;;;;1;1
BZK;CORBINO;;;;;;1;1
BZK;CORNER STONE;;;;;1;;1
BZK;CREATIVA DESIGN;;;;;;1;1
BZK;Creative Shops;;;;;;1;1
BZK;Creator Meeting Support B.V.;;;;;1;;1
BZK;CROWNE PLAZA AMSTERDAM-SCHIPHOL;;;;;1;;1
BZK;CT CARIBBEAN;;;;;;1;1
BZK;CTMabc;;;;1;;;1
BZK;CURSUS- EN VERGADERCENTRUM DOMSTAD;;;;;1;;1
BZK;CUSTERS TEKSTEN;;;;;1;1;1
BZK;DAGVOORZITTER.NL;;;;;;1;1
BZK;Dataland B.V.;;1;;;;;1
BZK;DE CORRESPONDENT;;1;;;;;1
BZK;de Knegt & Leeflang;;;;1;;;1
BZK;De Merkplaats B.V.;;;;;;1;1
BZK;DE NIEUWE PELGRIM;;;;;;1;1
BZK;DE PERSGROEP NEDERLAND B.V.;1;1;;;;1;1
BZK;DE POORT VAN KLEEF;;;;;1;;1
BZK;De Poort van Leyden Visbrasserie;;;;;1;;1
BZK;DE PROM UTRECHT HOLDING;;;;;1;;1
BZK;DE ROO TAXI;;;;;1;;1
BZK;De Schenker;;;;1;;;1
BZK;De Speld B.V.;;;;;1;;1
BZK;DE VOLKSKRANT;;1;;;;;1
BZK;DE ZILVEREN VOSCH B.V.;;;;;1;;1
BZK;DéBlé-Venlo;;;;;;1;1
BZK;Delftsch Bouwkundig Stud. Gezelschap Stylos;;;;1;;;1
BZK;DELOITTE CONSULTING;;;;;1;;1
BZK;DEN BOSCH EVENEMENTEN;;;;;1;;1
BZK;Den Hollander Beheer B.V.;;1;;;;;1
BZK;DESKBOOKERS B.V.;;;;;1;;1
BZK;DIGITAL ACTION;;;;;1;;1
BZK;Dings Kartonnages (Viltjes.nl);;;;;;1;1
BZK;DISCOUNTOFFICE;;;;;;1;1
BZK;DLUX SECRETARESSES;;;;;;1;1
BZK;DNA Noordoost-Brabandt;;1;;;;;1
BZK;DNV GL BUSINESS ASSURANCE;;1;;;;;1
BZK;Doe het Selfie Box;;;;;1;;1
BZK;DRIEBIT;;;;;;1;1
BZK;DRIEBIT HOSTING;;;;;;1;1
BZK;DRUKKERIJ ULEMAN-DE RESIDENTIE;;;;;;1;1
BZK;DSIGN SQUAD;;;;;;1;1
BZK;DTG B.V.;;;;;;1;1
BZK;DUO VERTAALBURO;;;;;;1;1
BZK;easy2rent B.V.;1;;;;;;1
BZK;Easyhosting B.V.;;;;;;1;1
BZK;E-Democracy B.V.;;;;;;1;1
BZK;Edu Actief;;1;;;;;1
BZK;Eisma Bouwmedia B.V.;;1;;;;;1
BZK;EMILIN LAP VERTALINGEN;;;;;;1;1
BZK;EmpowerNow;;;;1;;;1
BZK;ENTERPRISE SUMMIT B.V.;;;;;1;;1
BZK;Equrion Services B.V.;;1;;;;;1
BZK;ER;;;;;;1;1
BZK;ESCAPE ROOM SCHEVENINGEN;;;;;1;;1
BZK;Euritas;;1;;;;;1
BZK;Euroforum;;;;;1;;1
BZK;European Groep for Public Administration;;;;;1;;1
BZK;EURS;;;;;1;;1
BZK;Evident B.V.;;;;;1;;1
BZK;EYE - BAR RESTAURANT;;;;;1;;1
BZK;Facilion B.V.;;;;;;1;1
BZK;Factor Vijf;;;;;1;;1
BZK;Factory Groep;;;;;1;;1
BZK;Facultatieve Media B.V.;;1;;;;1;1
BZK;Faculteit Governance and Global Affairs;;;;;1;;1
BZK;FAUSTIMO CARDOSO GONES;;;;;1;;1
BZK;Film Atelier Den Haag;;;;;1;;1
BZK;FIT SOUND RENTAL;;;;;1;1;1
BZK;FLAMINGO COMMUNICATIONS NV;;;;;;1;1
BZK;Flitz-events;;;;;1;;1
BZK;FOLLOW THE MONEY;;1;;;;;1
BZK;FOR CONFERENCE;;;;;;1;1
BZK;Fotografie : Paul Voorham;;;;;;1;1
