FID,fotonaam,fotonummer,fotodatum,fototijd,camera,diafragma,sluitertij,opdrachtne,gsd,x,y,z,roll,pitch,yaw,gdb_geomattr_data,shape
beeldmiddenoverzicht_hrl_2022.20,2022_584010094_hrl,584010094,2022-02-28T00:00:00,10:32:40,431S72402X218442-f100,5.6,175,HLB,7.5,221505.765,512860.964,1889.941,0.0476,-0.0716,359.9075,,POINT (221505.7650000006 512860.96400000155)
beeldmiddenoverzicht_hrl_2022.21,2022_584020252_hrl,584020252,2022-02-28T00:00:00,10:45:11,431S72402X218442-f100,5.6,175,HLB,7.5,241468.287,511302.459,1882.04,0.0918,0.0928,180.1119,,POINT (241468.28700000048 511302.45899999887)
beeldmiddenoverzicht_hrl_2022.22,2022_584060763_hrl,584060763,2022-02-28T00:00:00,11:26:39,431S72402X218442-f100,5.6,175,HLB,7.5,235364.527,505116.005,1883.815,0.1363,0.214,179.8803,,POINT (235364.52699999884 505116.00499999896)
beeldmiddenoverzicht_hrl_2022.23,2022_584081027_hrl,584081027,2022-02-28T00:00:00,11:47:29,431S72402X218442-f100,5.6,175,HLB,7.5,227301.377,502117.238,1902.55,0.2103,0.1076,179.7151,,POINT (227301.37700000033 502117.23800000176)
beeldmiddenoverzicht_hrl_2022.24,2022_584010102_hrl,584010102,2022-02-28T00:00:00,10:33:12,431S72402X218442-f100,5.6,175,HLB,7.5,223530.472,512850.516,1897.741,-0.012,0.0104,359.0594,,POINT (223530.47199999914 512850.5159999989)
beeldmiddenoverzicht_hrl_2022.25,2022_584010095_hrl,584010095,2022-02-28T00:00:00,10:32:44,431S72402X218442-f100,5.6,175,HLB,7.5,221762.604,512861.839,1889.94,-0.098,-0.0601,0.3336,,POINT (221762.60399999842 512861.83900000155)
beeldmiddenoverzicht_hrl_2022.26,2022_584010096_hrl,584010096,2022-02-28T00:00:00,10:32:48,431S72402X218442-f100,5.6,175,HLB,7.5,222013.715,512863.901,1891.138,-0.0992,-0.0902,0.4886,,POINT (222013.71499999985 512863.90100000054)
beeldmiddenoverzicht_hrl_2022.27,2022_584010097_hrl,584010097,2022-02-28T00:00:00,10:32:52,431S72402X218442-f100,5.6,175,HLB,7.5,222263.723,512863.581,1894.36,-0.0455,-0.0692,359.8194,,POINT (222263.72300000116 512863.58100000024)
beeldmiddenoverzicht_hrl_2022.28,2022_584040562_hrl,584040562,2022-02-28T00:00:00,11:09:34,431S72402X218442-f100,5.6,175,HLB,7.5,225801.756,508182.928,1883.6,0.0801,-0.0887,179.9703,,POINT (225801.75600000098 508182.9279999994)
beeldmiddenoverzicht_hrl_2022.29,2022_584010098_hrl,584010098,2022-02-28T00:00:00,10:32:56,431S72402X218442-f100,5.6,175,HLB,7.5,222514.125,512862.212,1897.206,-0.038,-0.0762,359.6201,,POINT (222514.125 512862.2120000012)
beeldmiddenoverzicht_hrl_2022.30,2022_584040492_hrl,584040492,2022-02-28T00:00:00,11:05:12,431S72402X218442-f100,5.6,175,HLB,7.5,243451.323,508187.148,1890.59,0.073,0.0938,179.4734,,POINT (243451.32299999893 508187.1479999982)
beeldmiddenoverzicht_hrl_2022.31,2022_584010100_hrl,584010100,2022-02-28T00:00:00,10:33:04,431S72402X218442-f100,5.6,175,HLB,7.5,223020.808,512856.402,1898.375,0.0243,-0.0477,359.5587,,POINT (223020.80799999833 512856.40199999884)
beeldmiddenoverzicht_hrl_2022.32,2022_584010101_hrl,584010101,2022-02-28T00:00:00,10:33:08,431S72402X218442-f100,5.6,175,HLB,7.5,223278.875,512854.587,1897.924,-0.0104,0.0463,359.4,,POINT (223278.875 512854.5870000012)
beeldmiddenoverzicht_hrl_2022.33,2022_584050607_hrl,584050607,2022-02-28T00:00:00,11:14:35,431S72402X218442-f100,5.6,175,HLB,7.5,224783.331,506626.599,1893.868,-0.0345,-0.0314,359.5398,,POINT (224783.33100000024 506626.59899999946)
beeldmiddenoverzicht_hrl_2022.34,2022_584101359_hrl,584101359,2022-02-28T00:00:00,12:12:25,431S72402X218442-f100,5.6,175,HLB,7.5,238092.621,499060.41,1880.282,0.1676,0.0458,180.4647,,POINT (238092.62099999934 499060.41000000015)
beeldmiddenoverzicht_hrl_2022.35,2022_584010115_hrl,584010115,2022-02-28T00:00:00,10:34:02,431S72402X218442-f100,5.6,175,HLB,7.5,226819.681,512850.132,1889.131,-0.2223,0.0956,359.8387,,POINT (226819.68100000173 512850.1319999993)
beeldmiddenoverzicht_hrl_2022.36,2022_584060769_hrl,584060769,2022-02-28T00:00:00,11:27:01,431S72402X218442-f100,5.6,175,HLB,7.5,233849.813,505119.415,1878.684,0.1286,-0.0423,180.3631,,POINT (233849.813000001 505119.4149999991)
beeldmiddenoverzicht_hrl_2022.37,2022_584010103_hrl,584010103,2022-02-28T00:00:00,10:33:16,431S72402X218442-f100,5.6,175,HLB,7.5,223778.281,512848.651,1896.715,-0.1492,0.0482,359.7986,,POINT (223778.2809999995 512848.65100000054)
beeldmiddenoverzicht_hrl_2022.38,2022_584020323_hrl,584020323,2022-02-28T00:00:00,10:49:37,431S72402X218442-f100,5.6,175,HLB,7.5,223530.316,511300.353,1882.731,0.093,0.1036,179.3837,,POINT (223530.31599999964 511300.3530000001)
beeldmiddenoverzicht_hrl_2022.39,2022_584050686_hrl,584050686,2022-02-28T00:00:00,11:19:36,431S72402X218442-f100,5.6,175,HLB,7.5,244679.979,506622.082,1895.348,-0.0066,-0.1768,359.8542,,POINT (244679.97899999842 506622.08199999854)
beeldmiddenoverzicht_hrl_2022.40,2022_584010104_hrl,584010104,2022-02-28T00:00:00,10:33:19,431S72402X218442-f100,5.6,175,HLB,7.5,224032.413,512849.617,1896.358,-0.2018,0.0252,0.1363,,POINT (224032.41299999878 512849.6169999987)
beeldmiddenoverzicht_hrl_2022.41,2022_584010105_hrl,584010105,2022-02-28T00:00:00,10:33:23,431S72402X218442-f100,5.6,175,HLB,7.5,224287.916,512850.819,1896.451,-0.1576,0.0013,0.2505,,POINT (224287.91600000113 512850.8189999983)
beeldmiddenoverzicht_hrl_2022.42,2022_584030424_hrl,584030424,2022-02-28T00:00:00,10:58:43,431S72402X218442-f100,5.6,175,HLB,7.5,241212.693,509721.515,1880.431,-0.2272,0.02,2.0818,,POINT (241212.69299999997 509721.5150000006)
beeldmiddenoverzicht_hrl_2022.43,2022_584010106_hrl,584010106,2022-02-28T00:00:00,10:33:27,431S72402X218442-f100,5.6,175,HLB,7.5,224544.06,512851.681,1894.383,-0.1368,0.034,0.1185,,POINT (224544.05999999866 512851.6810000017)
beeldmiddenoverzicht_hrl_2022.44,2022_584080983_hrl,584080983,2022-02-28T00:00:00,11:44:45,431S72402X218442-f100,5.6,175,HLB,7.5,238382.524,502090.37,1889.69,0.163,0.009,180.305,,POINT (238382.5240000002 502090.37000000104)
beeldmiddenoverzicht_hrl_2022.45,2022_584030382_hrl,584030382,2022-02-28T00:00:00,10:56:00,431S72402X218442-f100,5.6,175,HLB,7.5,230618.698,509716.415,1889.826,0.0319,0.0316,359.5488,,POINT (230618.69799999893 509716.4149999991)
beeldmiddenoverzicht_hrl_2022.46,2022_584010107_hrl,584010107,2022-02-28T00:00:00,10:33:31,431S72402X218442-f100,5.6,175,HLB,7.5,224799.657,512851.126,1894.984,-0.1007,0.0371,359.963,,POINT (224799.65700000152 512851.1259999983)
beeldmiddenoverzicht_hrl_2022.47,2022_584060743_hrl,584060743,2022-02-28T00:00:00,11:25:25,431S72402X218442-f100,5.6,175,HLB,7.5,240414.561,505128.191,1882.819,0.1349,0.1803,180.1027,,POINT (240414.5610000007 505128.19099999964)
beeldmiddenoverzicht_hrl_2022.48,2022_584010122_hrl,584010122,2022-02-28T00:00:00,10:34:29,431S72402X218442-f100,5.6,175,HLB,7.5,228586.924,512855.487,1883.516,-0.237,-0.0755,1.276,,POINT (228586.92399999872 512855.48699999973)
beeldmiddenoverzicht_hrl_2022.49,2022_584010108_hrl,584010108,2022-02-28T00:00:00,10:33:35,431S72402X218442-f100,5.6,175,HLB,7.5,225049.193,512851.273,1897.256,-0.1335,0.0001,359.963,,POINT (225049.19299999997 512851.2729999982)
beeldmiddenoverzicht_hrl_2022.50,2022_584091172_hrl,584091172,2022-02-28T00:00:00,11:58:47,431S72402X218442-f100,5.6,175,HLB,7.5,248419.259,500569.785,1887.439,-0.0243,-0.1044,0.0408,,POINT (248419.2589999996 500569.78500000015)
beeldmiddenoverzicht_hrl_2022.51,2022_584030375_hrl,584030375,2022-02-28T00:00:00,10:55:33,431S72402X218442-f100,5.6,175,HLB,7.5,228845.991,509725.047,1890.232,-0.1645,-0.0081,0.3153,,POINT (228845.9910000004 509725.0469999984)
beeldmiddenoverzicht_hrl_2022.52,2022_584010109_hrl,584010109,2022-02-28T00:00:00,10:33:39,431S72402X218442-f100,5.6,175,HLB,7.5,225302.556,512852.27,1900.086,-0.1449,-0.0368,0.1824,,POINT (225302.55600000173 512852.26999999955)
beeldmiddenoverzicht_hrl_2022.53,2022_584040538_hrl,584040538,2022-02-28T00:00:00,11:08:02,431S72402X218442-f100,5.6,175,HLB,7.5,231857.442,508164.065,1874.954,0.0598,0.1899,180.5148,,POINT (231857.44200000167 508164.06500000134)
beeldmiddenoverzicht_hrl_2022.54,2022_584020278_hrl,584020278,2022-02-28T00:00:00,10:46:48,431S72402X218442-f100,5.6,175,HLB,7.5,234904.915,511298.124,1877.75,0.0112,0.1454,179.534,,POINT (234904.9149999991 511298.1240000017)
beeldmiddenoverzicht_hrl_2022.55,2022_584010212_hrl,584010212,2022-02-28T00:00:00,10:40:21,431S72402X218442-f100,5.6,175,HLB,7.5,251301.408,512859.985,1893.727,-0.1351,-0.1358,0.201,,POINT (251301.40799999982 512859.9849999994)
beeldmiddenoverzicht_hrl_2022.56,2022_584010110_hrl,584010110,2022-02-28T00:00:00,10:33:43,431S72402X218442-f100,5.6,175,HLB,7.5,225555.695,512854.331,1902.089,-0.1495,-0.0915,0.4976,,POINT (225555.6950000003 512854.33100000024)
beeldmiddenoverzicht_hrl_2022.57,2022_584040564_hrl,584040564,2022-02-28T00:00:00,11:09:41,431S72402X218442-f100,5.6,175,HLB,7.5,225296.868,508187.686,1885.818,0.1015,0.0439,179.1828,,POINT (225296.86800000072 508187.6860000007)
beeldmiddenoverzicht_hrl_2022.58,2022_584010183_hrl,584010183,2022-02-28T00:00:00,10:38:26,431S72402X218442-f100,5.6,175,HLB,7.5,243991.401,512848.447,1887.977,-0.1477,-0.0021,359.3628,,POINT (243991.40100000054 512848.4470000006)
beeldmiddenoverzicht_hrl_2022.59,2022_584050683_hrl,584050683,2022-02-28T00:00:00,11:19:25,431S72402X218442-f100,5.6,175,HLB,7.5,243931.097,506623.027,1892.162,-0.1749,-0.0746,359.8364,,POINT (243931.09699999914 506623.02699999884)
beeldmiddenoverzicht_hrl_2022.60,2022_584010111_hrl,584010111,2022-02-28T00:00:00,10:33:47,431S72402X218442-f100,5.6,175,HLB,7.5,225808.364,512855.458,1903.172,-0.0216,-0.1342,0.1231,,POINT (225808.36400000006 512855.45800000057)
beeldmiddenoverzicht_hrl_2022.61,2022_584010182_hrl,584010182,2022-02-28T00:00:00,10:38:23,431S72402X218442-f100,5.6,175,HLB,7.5,243738.36,512851.022,1890.73,-0.0778,-0.0719,359.7257,,POINT (243738.3599999994 512851.0219999999)
beeldmiddenoverzicht_hrl_2022.62,2022_584010112_hrl,584010112,2022-02-28T00:00:00,10:33:51,431S72402X218442-f100,5.6,175,HLB,7.5,226060.427,512855.815,1900.153,-0.0884,-0.0992,0.0531,,POINT (226060.42700000107 512855.81500000134)
beeldmiddenoverzicht_hrl_2022.63,2022_584010113_hrl,584010113,2022-02-28T00:00:00,10:33:54,431S72402X218442-f100,5.6,175,HLB,7.5,226310.49,512854.622,1894.969,-0.1344,0.087,359.6386,,POINT (226310.48999999836 512854.6220000014)
beeldmiddenoverzicht_hrl_2022.64,2022_584020282_hrl,584020282,2022-02-28T00:00:00,10:47:03,431S72402X218442-f100,5.6,175,HLB,7.5,233900.474,511296.64,1877.557,0.176,0.0996,179.9675,,POINT (233900.47399999946 511296.6400000006)
beeldmiddenoverzicht_hrl_2022.65,2022_584050630_hrl,584050630,2022-02-28T00:00:00,11:16:01,431S72402X218442-f100,5.6,175,HLB,7.5,230574.619,506630.924,1870.945,-0.0697,-0.1114,359.4132,,POINT (230574.61899999902 506630.9239999987)
beeldmiddenoverzicht_hrl_2022.66,2022_584010114_hrl,584010114,2022-02-28T00:00:00,10:33:58,431S72402X218442-f100,5.6,175,HLB,7.5,226567.004,512851.11,1892.411,-0.1033,0.0834,359.2877,,POINT (226567.00400000066 512851.1099999994)
beeldmiddenoverzicht_hrl_2022.67,2022_584121729_hrl,584121729,2022-02-28T00:00:00,12:39:18,431S72402X218442-f100,5.6,175,HLB,7.5,241930.908,496041.398,1880.366,0.0961,0.1278,179.5134,,POINT (241930.90799999982 496041.3979999982)
beeldmiddenoverzicht_hrl_2022.68,2022_584010116_hrl,584010116,2022-02-28T00:00:00,10:34:06,431S72402X218442-f100,5.6,175,HLB,7.5,227072.988,512848.486,1885.594,-0.1814,0.057,359.5766,,POINT (227072.98800000176 512848.48600000143)
beeldmiddenoverzicht_hrl_2022.69,2022_584020320_hrl,584020320,2022-02-28T00:00:00,10:49:25,431S72402X218442-f100,5.6,175,HLB,7.5,224287.82,511292.015,1880.624,0.0803,0.1238,179.6381,,POINT (224287.8200000003 511292.0150000006)
beeldmiddenoverzicht_hrl_2022.70,2022_584010117_hrl,584010117,2022-02-28T00:00:00,10:34:10,431S72402X218442-f100,5.6,175,HLB,7.5,227326.51,512844.656,1884.025,-0.163,0.0647,359.1684,,POINT (227326.51000000164 512844.6559999995)
beeldmiddenoverzicht_hrl_2022.71,2022_584060764_hrl,584060764,2022-02-28T00:00:00,11:26:43,431S72402X218442-f100,5.6,175,HLB,7.5,235111.588,505118.835,1884.91,0.1547,0.1449,179.3364,,POINT (235111.58799999952 505118.8350000009)
beeldmiddenoverzicht_hrl_2022.72,2022_584010118_hrl,584010118,2022-02-28T00:00:00,10:34:13,431S72402X218442-f100,5.6,175,HLB,7.5,227579.583,512841.373,1884.509,-0.1409,0.0056,359.3044,,POINT (227579.58300000057 512841.3729999997)
beeldmiddenoverzicht_hrl_2022.73,2022_584010119_hrl,584010119,2022-02-28T00:00:00,10:34:17,431S72402X218442-f100,5.6,175,HLB,7.5,227833.404,512841.093,1885.263,-0.1878,-0.0497,0.1773,,POINT (227833.40399999917 512841.0929999985)
beeldmiddenoverzicht_hrl_2022.74,2022_584070856_hrl,584070856,2022-02-28T00:00:00,11:34:42,431S72402X218442-f100,5.6,175,HLB,7.5,227293.979,503596.332,1905.837,-0.0403,0.0665,0.5176,,POINT (227293.97899999842 503596.33199999854)
beeldmiddenoverzicht_hrl_2022.75,2022_584010120_hrl,584010120,2022-02-28T00:00:00,10:34:21,431S72402X218442-f100,5.6,175,HLB,7.5,228080.326,512844.494,1883.463,-0.225,-0.0662,0.8203,,POINT (228080.32600000128 512844.493999999)
beeldmiddenoverzicht_hrl_2022.76,2022_584131883_hrl,584131883,2022-02-28T00:00:00,12:50:57,431S72402X218442-f100,5.6,175,HLB,7.5,236163.355,494533.688,1885.616,-0.0739,-0.0307,0.8674,,POINT (236163.35500000045 494533.688000001)
beeldmiddenoverzicht_hrl_2022.77,2022_584131867_hrl,584131867,2022-02-28T00:00:00,12:49:54,431S72402X218442-f100,5.6,175,HLB,7.5,232124.182,494533.357,1877.317,-0.2615,-0.1148,0.5385,,POINT (232124.18200000003 494533.3570000008)
beeldmiddenoverzicht_hrl_2022.78,2022_584010123_hrl,584010123,2022-02-28T00:00:00,10:34:32,431S72402X218442-f100,5.6,175,HLB,7.5,228839.863,512861.33,1885.228,-0.1404,-0.0999,1.2674,,POINT (228839.86300000176 512861.3299999982)
beeldmiddenoverzicht_hrl_2022.79,2022_584010124_hrl,584010124,2022-02-28T00:00:00,10:34:36,431S72402X218442-f100,5.6,175,HLB,7.5,229096.155,512864.228,1887.426,-0.0583,-0.0566,0.3249,,POINT (229096.1550000012 512864.2280000001)
beeldmiddenoverzicht_hrl_2022.80,2022_584070925_hrl,584070925,2022-02-28T00:00:00,11:39:07,431S72402X218442-f100,5.6,175,HLB,7.5,244689.442,503594.128,1877.588,-0.0915,-0.2437,359.9405,,POINT (244689.44200000167 503594.1279999986)
beeldmiddenoverzicht_hrl_2022.81,2022_584010186_hrl,584010186,2022-02-28T00:00:00,10:38:38,431S72402X218442-f100,5.6,175,HLB,7.5,244747.704,512848.035,1884.121,-0.1744,0.0011,359.9264,,POINT (244747.7039999999 512848.03500000015)
beeldmiddenoverzicht_hrl_2022.82,2022_584040582_hrl,584040582,2022-02-28T00:00:00,11:10:49,431S72402X218442-f100,5.6,175,HLB,7.5,220748.569,508191.006,1870.233,0.1727,0.0516,179.6057,,POINT (220748.56899999827 508191.006000001)
beeldmiddenoverzicht_hrl_2022.83,2022_584010125_hrl,584010125,2022-02-28T00:00:00,10:34:40,431S72402X218442-f100,5.6,175,HLB,7.5,229348.221,512863.46,1885.7,0.0035,-0.0285,359.7154,,POINT (229348.22100000083 512863.4600000009)
beeldmiddenoverzicht_hrl_2022.84,2022_584030446_hrl,584030446,2022-02-28T00:00:00,11:00:10,431S72402X218442-f100,5.6,175,HLB,7.5,246754.71,509726.718,1878.178,-0.0441,-0.1711,359.5606,,POINT (246754.7100000009 509726.7179999985)
beeldmiddenoverzicht_hrl_2022.85,2022_584010166_hrl,584010166,2022-02-28T00:00:00,10:37:20,431S72402X218442-f100,5.6,175,HLB,7.5,239702.643,512856.999,1884.47,-0.1211,-0.0494,0.5446,,POINT (239702.64299999923 512856.9990000017)
beeldmiddenoverzicht_hrl_2022.86,2022_584030394_hrl,584030394,2022-02-28T00:00:00,10:56:47,431S72402X218442-f100,5.6,175,HLB,7.5,233642.966,509729.154,1891.322,-0.1794,-0.0286,359.9006,,POINT (233642.96599999815 509729.15399999917)
beeldmiddenoverzicht_hrl_2022.87,2022_584010126_hrl,584010126,2022-02-28T00:00:00,10:34:44,431S72402X218442-f100,5.6,175,HLB,7.5,229598.123,512861.79,1879.432,-0.0044,0.0351,359.6887,,POINT (229598.12299999967 512861.7899999991)
beeldmiddenoverzicht_hrl_2022.88,2022_584020299_hrl,584020299,2022-02-28T00:00:00,10:48:06,431S72402X218442-f100,5.6,175,HLB,7.5,229602.933,511306.43,1875.391,0.1819,0.0108,179.7891,,POINT (229602.93299999833 511306.4299999997)
beeldmiddenoverzicht_hrl_2022.89,2022_584010141_hrl,584010141,2022-02-28T00:00:00,10:35:41,431S72402X218442-f100,5.6,175,HLB,7.5,233382.856,512855.964,1875.923,-0.1789,-0.0783,0.4818,,POINT (233382.85599999875 512855.96400000155)
beeldmiddenoverzicht_hrl_2022.90,2022_584080959_hrl,584080959,2022-02-28T00:00:00,11:43:16,431S72402X218442-f100,5.6,175,HLB,7.5,244427.564,502106.961,1904.986,0.1423,0.1696,179.9755,,POINT (244427.5639999993 502106.9609999992)
beeldmiddenoverzicht_hrl_2022.91,2022_584010127_hrl,584010127,2022-02-28T00:00:00,10:34:48,431S72402X218442-f100,5.6,175,HLB,7.5,229853.738,512860.614,1875.469,-0.1175,0.0762,359.7641,,POINT (229853.73800000176 512860.61400000006)
beeldmiddenoverzicht_hrl_2022.92,2022_584060734_hrl,584060734,2022-02-28T00:00:00,11:24:52,431S72402X218442-f100,5.6,175,HLB,7.5,242684.189,505130.634,1875.477,0.1643,-0.0717,180.9859,,POINT (242684.1889999993 505130.6339999996)
beeldmiddenoverzicht_hrl_2022.93,2022_584030428_hrl,584030428,2022-02-28T00:00:00,10:58:58,431S72402X218442-f100,5.6,175,HLB,7.5,242214.656,509730.98,1880.542,-0.0109,-0.0821,359.7278,,POINT (242214.6559999995 509730.98000000045)
beeldmiddenoverzicht_hrl_2022.94,2022_584010128_hrl,584010128,2022-02-28T00:00:00,10:34:51,431S72402X218442-f100,5.6,175,HLB,7.5,230101.217,512859.934,1874.22,-0.1286,0.0242,359.7835,,POINT (230101.21700000018 512859.93400000036)
beeldmiddenoverzicht_hrl_2022.95,2022_584030355_hrl,584030355,2022-02-28T00:00:00,10:54:16,431S72402X218442-f100,5.6,175,HLB,7.5,223784.28,509723.351,1880.934,-0.1529,-0.0505,359.862,,POINT (223784.2800000012 509723.3509999998)
beeldmiddenoverzicht_hrl_2022.96,2022_584070931_hrl,584070931,2022-02-28T00:00:00,11:39:31,431S72402X218442-f100,5.6,175,HLB,7.5,246185.565,503603.615,1879.843,0.0662,-0.1772,359.9223,,POINT (246185.56500000134 503603.61499999836)
beeldmiddenoverzicht_hrl_2022.97,2022_584010195_hrl,584010195,2022-02-28T00:00:00,10:39:13,431S72402X218442-f100,5.6,175,HLB,7.5,247019.641,512840.978,1875.457,-0.2318,0.0486,0.1504,,POINT (247019.6409999989 512840.9780000001)
beeldmiddenoverzicht_hrl_2022.98,2022_584020231_hrl,584020231,2022-02-28T00:00:00,10:43:53,431S72402X218442-f100,5.6,175,HLB,7.5,246766.161,511309.185,1878.655,0.2981,0.0667,180.3313,,POINT (246766.16099999845 511309.18499999866)
beeldmiddenoverzicht_hrl_2022.99,2022_584010129_hrl,584010129,2022-02-28T00:00:00,10:34:55,431S72402X218442-f100,5.6,175,HLB,7.5,230356.072,512858.401,1873.419,-0.1452,-0.0639,359.5146,,POINT (230356.07200000063 512858.40100000054)
beeldmiddenoverzicht_hrl_2022.100,2022_584010130_hrl,584010130,2022-02-28T00:00:00,10:34:59,431S72402X218442-f100,5.6,175,HLB,7.5,230611.111,512855.854,1874.076,-0.0463,-0.0814,359.5239,,POINT (230611.11100000143 512855.8539999984)
beeldmiddenoverzicht_hrl_2022.101,2022_584060790_hrl,584060790,2022-02-28T00:00:00,11:28:20,431S72402X218442-f100,5.6,175,HLB,7.5,228564.38,505126.828,1890.081,0.1373,0.1247,180.6414,,POINT (228564.37999999896 505126.8280000016)
beeldmiddenoverzicht_hrl_2022.102,2022_584020295_hrl,584020295,2022-02-28T00:00:00,10:47:51,431S72402X218442-f100,5.6,175,HLB,7.5,230616.893,511299.731,1886.385,0.0667,0.0916,179.5984,,POINT (230616.89299999923 511299.73099999875)
beeldmiddenoverzicht_hrl_2022.103,2022_584010131_hrl,584010131,2022-02-28T00:00:00,10:35:03,431S72402X218442-f100,5.6,175,HLB,7.5,230863.724,512857.535,1876.677,-0.0705,-0.1673,0.3978,,POINT (230863.72399999946 512857.53500000015)
