FID,fotonaam,fotonummer,fotodatum,fototijd,camera,diafragma,sluitertijd,x,y,z,roll,pitch,yaw,gdb_geomattr_data,shape
beeldmiddenoverzicht_hrl_2019.1,2019_04_01_14_36_42_877132137_RGB_hrl,877132137,2019-04-01,14:36:42,UC-SXp-1-80915153-Rev14,8,250,247408.121,501962.886,1613.652,0.4534,0.1435,271.3942,,POINT (247408.12099999934 501962.88599999994)
beeldmiddenoverzicht_hrl_2019.2,2019_04_01_14_36_47_877132138_RGB_hrl,877132138,2019-04-01,14:36:47,UC-SXp-1-80915153-Rev14,8,250,246978.838,501970.746,1612.965,1.013,-0.0232,272.5766,,POINT (246978.83799999952 501970.74599999934)
beeldmiddenoverzicht_hrl_2019.3,2019_04_01_14_36_52_877132139_RGB_hrl,877132139,2019-04-01,14:36:52,UC-SXp-1-80915153-Rev14,8,250,246547.213,501976.768,1609.562,0.4455,-0.0513,271.0294,,POINT (246547.21299999952 501976.7679999992)
beeldmiddenoverzicht_hrl_2019.4,2019_04_01_14_36_57_877132140_RGB_hrl,877132140,2019-04-01,14:36:57,UC-SXp-1-80915153-Rev14,8,250,246118.424,501976.948,1604.13,0.2953,-0.4044,271.2241,,POINT (246118.42399999872 501976.9479999989)
beeldmiddenoverzicht_hrl_2019.5,2019_04_01_14_37_02_877132141_RGB_hrl,877132141,2019-04-01,14:37:02,UC-SXp-1-80915153-Rev14,8,250,245688.032,501978.304,1599.72,0.0077,-0.8724,271.3909,,POINT (245688.03200000152 501978.3040000014)
beeldmiddenoverzicht_hrl_2019.6,2019_04_01_14_37_07_877132142_RGB_hrl,877132142,2019-04-01,14:37:07,UC-SXp-1-80915153-Rev14,8,250,245258.014,501978.927,1602.744,-0.4475,-0.318,270.9218,,POINT (245258.01399999857 501978.9270000011)
beeldmiddenoverzicht_hrl_2019.7,2019_04_01_14_37_12_877132143_RGB_hrl,877132143,2019-04-01,14:37:12,UC-SXp-1-80915153-Rev14,8,250,244828.761,501977.413,1610.728,-0.5012,0.6722,270.6887,,POINT (244828.76099999994 501977.4129999988)
beeldmiddenoverzicht_hrl_2019.8,2019_04_01_14_37_17_877132144_RGB_hrl,877132144,2019-04-01,14:37:17,UC-SXp-1-80915153-Rev14,8,250,244399.372,501974.827,1612.904,-0.2407,0.1621,270.6133,,POINT (244399.37200000137 501974.8269999996)
beeldmiddenoverzicht_hrl_2019.9,2019_04_01_14_37_23_877132145_RGB_hrl,877132145,2019-04-01,14:37:23,UC-SXp-1-80915153-Rev14,8,250,243967.787,501974.283,1611.695,0.6333,0.1918,271.222,,POINT (243967.78700000048 501974.2829999998)
beeldmiddenoverzicht_hrl_2019.10,2019_04_01_14_37_28_877132146_RGB_hrl,877132146,2019-04-01,14:37:28,UC-SXp-1-80915153-Rev14,8,250,243538.748,501978.436,1609.962,0.8449,0.0509,271.2925,,POINT (243538.74799999967 501978.4360000007)
beeldmiddenoverzicht_hrl_2019.11,2019_04_01_14_37_33_877132147_RGB_hrl,877132147,2019-04-01,14:37:33,UC-SXp-1-80915153-Rev14,8,250,243108.86,501977.046,1608.873,0.0851,0.1389,270.5757,,POINT (243108.8599999994 501977.0460000001)
beeldmiddenoverzicht_hrl_2019.12,2019_04_01_14_37_38_877132148_RGB_hrl,877132148,2019-04-01,14:37:38,UC-SXp-1-80915153-Rev14,8,250,242678.734,501974.273,1608.253,0.324,-0.0148,270.6372,,POINT (242678.7340000011 501974.2729999982)
beeldmiddenoverzicht_hrl_2019.13,2019_04_01_14_37_43_877132149_RGB_hrl,877132149,2019-04-01,14:37:43,UC-SXp-1-80915153-Rev14,8,250,242249.304,501974.072,1606.974,0.8374,-0.2221,271.1163,,POINT (242249.3040000014 501974.0720000006)
beeldmiddenoverzicht_hrl_2019.14,2019_04_01_14_37_48_877132150_RGB_hrl,877132150,2019-04-01,14:37:48,UC-SXp-1-80915153-Rev14,8,250,241819.778,501976.313,1605.974,0.2401,-0.1826,271.4995,,POINT (241819.77800000086 501976.313000001)
beeldmiddenoverzicht_hrl_2019.15,2019_04_01_14_37_53_877132151_RGB_hrl,877132151,2019-04-01,14:37:53,UC-SXp-1-80915153-Rev14,8,250,241388.953,501978.884,1605.736,-0.1794,-0.1025,270.8694,,POINT (241388.9530000016 501978.8839999996)
beeldmiddenoverzicht_hrl_2019.16,2019_04_01_14_37_58_877132152_RGB_hrl,877132152,2019-04-01,14:37:58,UC-SXp-1-80915153-Rev14,8,250,240959.362,501975.611,1606.686,-0.6735,-0.0809,270.3766,,POINT (240959.36199999973 501975.61100000143)
beeldmiddenoverzicht_hrl_2019.17,2019_04_01_14_38_03_877132153_RGB_hrl,877132153,2019-04-01,14:38:03,UC-SXp-1-80915153-Rev14,8,250,240529.955,501969.573,1609.21,-0.2817,0.1238,270.0816,,POINT (240529.9549999982 501969.5729999989)
beeldmiddenoverzicht_hrl_2019.18,2019_04_01_14_38_08_877132154_RGB_hrl,877132154,2019-04-01,14:38:08,UC-SXp-1-80915153-Rev14,8,250,240100.08,501963.797,1612.357,0.3299,0.1777,270.4128,,POINT (240100.0799999982 501963.7969999984)
beeldmiddenoverzicht_hrl_2019.19,2019_04_01_14_38_13_877132155_RGB_hrl,877132155,2019-04-01,14:38:13,UC-SXp-1-80915153-Rev14,8,250,239670.942,501960.902,1614.363,0.9219,-0.173,271.0088,,POINT (239670.94200000167 501960.90199999884)
beeldmiddenoverzicht_hrl_2019.20,2019_04_01_14_38_18_877132156_RGB_hrl,877132156,2019-04-01,14:38:18,UC-SXp-1-80915153-Rev14,8,250,239240.747,501961.803,1614.385,0.8954,-0.2232,271.1108,,POINT (239240.74700000137 501961.8029999994)
beeldmiddenoverzicht_hrl_2019.21,2019_04_01_14_38_24_877132157_RGB_hrl,877132157,2019-04-01,14:38:24,UC-SXp-1-80915153-Rev14,8,250,238810.376,501962.373,1613.979,0.1578,-0.2065,270.876,,POINT (238810.3759999983 501962.3729999997)
beeldmiddenoverzicht_hrl_2019.22,2019_04_01_14_38_29_877132158_RGB_hrl,877132158,2019-04-01,14:38:29,UC-SXp-1-80915153-Rev14,8,250,238380.363,501962.868,1613.226,0.2518,-0.0949,271.0225,,POINT (238380.36300000176 501962.8680000007)
beeldmiddenoverzicht_hrl_2019.23,2019_04_01_14_38_34_877132159_RGB_hrl,877132159,2019-04-01,14:38:34,UC-SXp-1-80915153-Rev14,8,250,237950.544,501964.152,1612.437,0.1166,-0.0834,271.2981,,POINT (237950.54399999976 501964.15199999884)
beeldmiddenoverzicht_hrl_2019.24,2019_04_01_14_38_39_877132160_RGB_hrl,877132160,2019-04-01,14:38:39,UC-SXp-1-80915153-Rev14,8,250,237520.004,501966.676,1612.386,0.4731,-0.0783,271.4942,,POINT (237520.00400000066 501966.67599999905)
beeldmiddenoverzicht_hrl_2019.25,2019_04_01_14_38_44_877132161_RGB_hrl,877132161,2019-04-01,14:38:44,UC-SXp-1-80915153-Rev14,8,250,237090.732,501971.082,1612.253,0.345,-0.2923,271.6619,,POINT (237090.73200000077 501971.08199999854)
beeldmiddenoverzicht_hrl_2019.26,2019_04_01_14_38_49_877132162_RGB_hrl,877132162,2019-04-01,14:38:49,UC-SXp-1-80915153-Rev14,8,250,236660.42,501976.306,1611.62,-0.48,-0.4711,271.5455,,POINT (236660.4200000018 501976.3060000017)
beeldmiddenoverzicht_hrl_2019.27,2019_04_01_14_38_54_877132163_RGB_hrl,877132163,2019-04-01,14:38:54,UC-SXp-1-80915153-Rev14,8,250,236231.193,501977.234,1612.011,-1.1015,-0.5472,270.3281,,POINT (236231.19299999997 501977.2340000011)
beeldmiddenoverzicht_hrl_2019.28,2019_04_01_14_38_59_877132164_RGB_hrl,877132164,2019-04-01,14:38:59,UC-SXp-1-80915153-Rev14,8,250,235800.945,501974.685,1612.981,-0.6937,-0.5205,270.2314,,POINT (235800.9450000003 501974.68499999866)
beeldmiddenoverzicht_hrl_2019.29,2019_04_01_14_39_04_877132165_RGB_hrl,877132165,2019-04-01,14:39:04,UC-SXp-1-80915153-Rev14,8,250,235371.667,501972.422,1615.793,-0.3804,-0.1088,270.5602,,POINT (235371.66699999943 501972.4219999984)
beeldmiddenoverzicht_hrl_2019.30,2019_04_01_14_39_09_877132166_RGB_hrl,877132166,2019-04-01,14:39:09,UC-SXp-1-80915153-Rev14,8,250,234942.221,501971.107,1620.474,0.487,0.4283,270.9779,,POINT (234942.22100000083 501971.1070000008)
beeldmiddenoverzicht_hrl_2019.31,2019_04_01_14_39_14_877132167_RGB_hrl,877132167,2019-04-01,14:39:14,UC-SXp-1-80915153-Rev14,8,250,234511.017,501973.476,1622.193,0.8241,-0.2174,271.5675,,POINT (234511.01700000092 501973.4759999998)
