X,Y,OBJECTID,NUMMER,LOCATIEOMSCHRIJVING,STREETVIEW,BIJZONDERHEDEN,URL,PLAKBORD,ZUIL
6.59125803650853,52.9921661335394,351,8,Rolderhoofdweg t.h.v. aansluiting Amelte ,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.549188680421,53.0081657002056,352,4,Groen van Prinstererlaan - Europaweg Noord,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.5119773622281,52.9987309546408,353,1,Zuiderpoort - Kloostersingel,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.53587293265355,52.9833492971394,354,4,Hoek Hoofdlaan de Wouden Baggelhuizen,"<a href=""http://goo.gl/maps/xN0a2"">Link</a>",Geen,http://goo.gl/maps/xN0a2,Ja,Nee
6.54110532540421,53.0007996173833,355,12,Beek Lariks,"<a href=""http://goo.gl/maps/Fr0sH"">Link</a>",Geen,http://goo.gl/maps/Fr0sH,Ja,Nee
6.51204307133891,52.9938126659607,356,5,Prof. Prakkeweg Kloosterveen,"<a href=""http://goo.gl/maps/tdGHT"">Link</a>",Geen,http://goo.gl/maps/tdGHT,Ja,Nee
6.5630110057956,53.0080497581632,357,5,Paganinilaan - Mozartplaats ,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.56081829278434,53.0163187642681,358,1,Walakker bij winkelcentrum Peelo," <a href=""http://goo.gl/maps/3QNVq "">Link</a> ",Geen,http://goo.gl/maps/3QNVq ,Ja,Nee
6.53745246236085,53.0038604580437,359,3,Hoek Maasstraat Scheldestraat Pittelo,"<a href=""http://goo.gl/maps/4PYOz "">Link</a>",Geen,"""http://goo.gl/maps/4PYOz ",Ja,Nee
6.54614049892947,53.0244922928566,360,15,"Zeijerweg, bebouwde komgrens aan de zijde van Assen",,Tijdelijk Verkiezingsbord,,Ja,Nee
6.55698908845594,52.9770195963716,361,11,Graswijk - Schepersmaat ,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.51890214095248,52.9790446559401,362,13,Witterhaar  t.h.v. Wittergoorn,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.57254906341063,53.0453935626399,363,14,Asserstraat - Zeijerstroeten,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.61175768194218,53.0143879115819,364,12,Gasterenseweg,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.56259686866267,53.002616235078,365,11,Thorbeckelaan bij sporthal de Timp Noorderpark,"<a href=""http://goo.gl/maps/8MPn6"">Link</a>",Geen,http://goo.gl/maps/8MPn6,Ja,Nee
6.5789523233784,52.9954644610049,366,9,Rolderhoofdweg t.h.v. Rembrandlaan ,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.5854751240579,53.0185755214538,367,6,Beemdpad - Kleuvenstee ,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.51598382065953,53.0018857002714,368,2,Noorderpoort - Vestesingel,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.55244605660117,52.9977265349309,369,8,Hoek Troelstralaan Einsteinlaan Lariks,"<a href=""http://goo.gl/maps/vNty5"">Link</a>",Geen,http://goo.gl/maps/vNty5,Ja,Nee
6.56902512830486,52.9894645849584,370,10,Overcingellaan t.h.v. Pelikaanstraat,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.55009921466671,52.9995827455905,371,10,Nobellaan Lariks,"<a href=""http://goo.gl/maps/ue86E"">Link</a>",Geen,http://goo.gl/maps/ue86E,Ja,Nee
6.53943110265576,53.0023346420422,372,3,Europaweg West - Maastraat,,Tijdelijk Verkiezingsbord,,Ja,Nee
6.57983713631706,52.9886251984105,373,99,Brunelstraat winkelcentrum Vredeveld,"<a href=""http://goo.gl/maps/1sWQD"">Link</a>",Geen,http://goo.gl/maps/1sWQD,Ja,Nee
6.57722603516897,53.0130075146747,374,7,Hoek Borgstee Mahatma Ghandiweg Marsdijk,"<a href=""http://goo.gl/maps/vpxrU"">Link</a>",Geen,http://goo.gl/maps/vpxrU,Ja,Nee
6.5606531732513,53.0158251999237,375,7,Walakker thv parkeerplaats winkelcentrum   ,,Tijdelijk Verkiezingsbord,,Ja,Nee
