Jaar;Hoofdniv;Niveau1;Niveau2;Niveau3;Maatschappelijke klasse;Maatschappelijke klasse - beleid;Aantal misdrijven;Aantal verdachten;Aantal unieke verdachten per maatschappelijke klasse;Poging tot;Voltooid
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.01 Diefstal van fiets;B62;B62 - DIEFSTAL MET GEWELD FIETS;1;1;1;0;1
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.02 Diefstal van bromfiets/snorfiets;B63;B63 - DIEFSTAL MET GEWELD BROMFIETS/SNORFIETS;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.03 Diefstal van motor/scooter;B61;B61 - DIEFSTAL MET GEWELD MOTOR;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.04 Diefstal van personenauto;B60;B60 - DIEFSTAL MET GEWELD PERSONENAUTO;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.05 Diefstal van vervoermiddel (overig);B64;B64 - DIEFSTAL MET GEWELD ANDER VERVOERMIDDEL;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.05 Diefstal van vervoermiddel (overig);B66;B66 - DIEFSTAL MET GEWELD VRACHTAUTO/BESTELAUTO;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.06 Diefstal van vaartuig;B65;B65 - DIEFSTAL MET GEWELD VAARTUIG;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.07 Diefstal uit/vanaf personenauto;B10;B10 - DIEFSTAL MET GEWELD UIT/VANAF PERSONENAUTO;3;3;1;0;3
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.08 Diefstal uit/vanaf vervoermiddel (overig);B12;B12 - DIEFSTAL MET GEWELD UIT/VANAF ANDER VERVOERMID;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.09 Diefstal uit/vanaf vaartuig;B11;B11 - DIEFSTAL MET GEWELD UIT/VANAF VAARTUIG;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.11 Straatroof;B40;B40 - ZAKKENROLLERIJ/TASSENROLLERIJ MET GEWELD;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.11 Straatroof;B70;B70 - STRAATROOF;28;55;38;2;26
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.13 Diefstal/inbraak uit woning;B20;B20 - GEKWAL. DIEFSTAL MET GEWELD IN/UIT WONING;1;2;2;1;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.13 Diefstal/inbraak uit woning;B30;B30 - DIEFSTAL MET GEWELD IN/UIT WONING (NIET GEKWAL.);2;2;1;0;2
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.14 Diefstal/inbraak uit box/garage/schuur/tuinhuis;B21;B21 - GEKWAL. DIEFSTAL MET GEWELD IN/UIT BOX/GARAGE/SCHUUR;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.14 Diefstal/inbraak uit box/garage/schuur/tuinhuis;B34;B34 - DIEFSTAL MET GEWELD IN/UIT BOX/GARAGE/SCHUUR (NIET GEKWAL.);0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.15 Winkeldiefstal;B50;B50 - WINKELDIEFSTAL MET GEWELD;41;51;50;2;39
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.16 Diefstal/inbraak uit winkel/bedrijf/kantoor;B22;B22 - GEKWAL. DIEFSTAL MET GEWELD IN/UIT WINKEL;7;13;12;1;6
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.16 Diefstal/inbraak uit winkel/bedrijf/kantoor;B23;B23 - GEKWAL. DIEFSTAL MET GEWELD IN/UIT BEDRIJF/KANTOOR;1;2;2;0;1
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.16 Diefstal/inbraak uit winkel/bedrijf/kantoor;B32;B32 - DIEFSTAL MET GEWELD IN/UIT BEDRIJF/KANTOOR (NIET GEKWAL.);1;1;1;0;1
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.17 Diefstal/inbraak uit hotel/pension;B25;B25 - GEKWAL. DIEFSTAL MET GEWELD IN/UIT HOTEL/PENSION;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.17 Diefstal/inbraak uit hotel/pension;B33;B33 - DIEFSTAL MET GEWELD IN/UIT HOTEL/PENSION (NIET GEKWAL.);0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.18 Diefstal/inbraak uit school;B26;B26 - GEKWAL. DIEFSTAL MET GEWELD IN/UIT SCHOOL;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.18 Diefstal/inbraak uit school;B31;B31 - DIEFSTAL MET GEWELD IN/UIT SCHOOL (NIET GEKWAL.);0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.19 Diefstal/inbraak uit sportcomplex;B24;B24 - GEKWAL. DIEFSTAL MET GEWELD IN/UIT SPORTCOMPLEX;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.19 Diefstal/inbraak uit sportcomplex;B35;B35 - DIEFSTAL MET GEWELD IN/UIT SPORTCOMPLEX (NIET GEKWAL.);0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.21 Diefstal/inbraak uit gebouw (overig);B27;B27 - GEKWAL. DIEFSTAL MET GEWELD IN/UIT ANDERE GEBOUWEN;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.21 Diefstal/inbraak uit gebouw (overig);B36;B36 - DIEFSTAL MET GEWELD IN/UIT ANDERE GEBOUWEN (NIET GEKWAL.);0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.22 Overval;B72;B72 - OVERVAL IN WONING;1;1;1;1;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.22 Overval;B73;B73 - OVERVAL OP OVERIGE OBJECTEN;4;4;2;2;2
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.22 Overval;B74;B74 - OVERVAL OP GELD- EN WAARDETRANSPORT;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.1 Diefstal en inbraak met geweld (WvSr art. 312);1.1.1.23 Diefstal en inbraak (overig);B95;B95 - OVERIGE DIEFSTALLEN MET GEWELD;13;17;17;3;10
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.2 Diefstal en inbraak zonder geweld (WvSr art. 310,311,321-325);1.1.2.01 Diefstal van fiets;A72;A72 - DIEFSTAL FIETS;100;131;116;11;89
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.2 Diefstal en inbraak zonder geweld (WvSr art. 310,311,321-325);1.1.2.02 Diefstal van bromfiets/snorfiets;A73;A73 - DIEFSTAL BROMFIETS/SNORFIETS;2;2;2;2;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.2 Diefstal en inbraak zonder geweld (WvSr art. 310,311,321-325);1.1.2.03 Diefstal van motor/scooter;A71;A71 - DIEFSTAL MOTOR;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.2 Diefstal en inbraak zonder geweld (WvSr art. 310,311,321-325);1.1.2.04 Diefstal van personenauto;A70;A70 - DIEFSTAL PERSONENAUTO;3;4;4;1;2
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.2 Diefstal en inbraak zonder geweld (WvSr art. 310,311,321-325);1.1.2.05 Diefstal van vervoermiddel (overig);A74;A74 - DIEFSTAL ANDER VERVOERMIDDEL;1;1;1;0;1
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.2 Diefstal en inbraak zonder geweld (WvSr art. 310,311,321-325);1.1.2.05 Diefstal van vervoermiddel (overig);A76;A76 - DIEFSTAL VRACHTAUTO/BESTELAUTO;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.2 Diefstal en inbraak zonder geweld (WvSr art. 310,311,321-325);1.1.2.06 Diefstal van vaartuig;A75;A75 - DIEFSTAL VAARTUIG;0;0;0;0;0
2019;1 Vermogensmisdrijven;1.1 Diefstal/verduistering en inbraak (WvSr art. 310-312, 321-325);1.1.2 Diefstal en inbraak zonder geweld (WvSr art. 310,311,321-325);1.1.2.07 Diefstal uit/vanaf personenauto;A10;A10 - DIEFSTAL UIT/VANAF PERSONENAUTO;110;149;72;31;79
