postcode;clustercode_lb9898;clustercode_lb9802;clustercode_lb9806;clustercode_lb9808;clustercode_lb9812;clustercode_lb0202;clustercode_lb0206;clustercode_lb0208;clustercode_lb0212;clustercode_lb0606;clustercode_lb0608;clustercode_lb0612;clustercode_lb0808;clustercode_lb0812;clustercode_lb1010;clustercode_lb1012;clustercode_lb1212
1012AX;36398980183;36398020219;36398060442;36398080234;36398120790;36302020210;36302060211;36302080154;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012AZ;36398980183;36398020099;36398060292;36398080234;36398120790;36302020210;36302060096;36302080154;36302120745;36306060302;36306080239;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012BA;36398980363;36398020099;36398060174;36398080372;36398120790;36302020210;36302060096;36302080304;36302120745;36306060302;36306080239;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012BB;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060211;36302080304;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100370;36310120105;36312120327
1012BC;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060096; ;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100508;36310120105;36312120327
1012BD;36398980363;36398020099;36398060292;36398080234;36398120790;36302020484;36302060211;36302080154;36302120745;36306060302;36306080239;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012BE;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060096;36302080304;36302120550;36306060302;36306080239;36306120461;36308080310;36308120175;36310100370;36310120105;36312120509
1012BG;36398980183;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100508;36310120105;36312120509
1012BH; ;36398020099;36398060174;36398080372; ;36302020210;36302060096;36302080304;36302120550;36306060446;36306080239;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012BJ;36398980183;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080154;36302120745;36306060302;36306080239;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012BK;36398980183; ;36398060442;36398080234;36398120790;36302020210;36302060211;36302080154;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012BL;36398980363; ;36398060442;36398080234;36398120790;36302020336;36302060096; ;36302120249;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012BM;36398980363;36398020099;36398060292;36398080234; ;36302020210;36302060096;36302080304; ;36306060302;36306080024; ;36308080310; ;36310100508; ; 
1012BN;36398980363;36398020099;36398060174;36398080372;36398120559;36302020484;36302060211;36302080154;36302120745;36306060302;36306080239;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012BP;36398980183;36398020099;36398060436;36398080234;36398120790;36302020484;36302060211;36302080304;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120327
1012BR; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012BS;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100508;36310120105;36312120509
1012BT; ; ; ; ; ; ; ; ; ; ;36306080024;36306120181;36308080198;36308120175;36310100508;36310120105;36312120509
1012BV;36398980183;36398020099;36398060436;36398080234;36398120790;36302020210;36302060211;36302080154;36302120745;36306060302;36306080024;36306120181;36308080310;36308120175;36310100370;36310120105;36312120509
1012BW;36398980183;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012BX;36398980363;36398020099;36398060436;36398080234;36398120790;36302020210;36302060266;36302080154;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012BZ;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100370;36310120105;36312120509
1012CA;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012CB;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012CC;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012CD;36398980363;36398020099;36398060436;36398080234;36398120790;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012CE;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060211;36302080154;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012CG; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012CH; ;36398020099;36398060292; ; ;36302020348;36302060211;36302080062;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012CJ;36398980363;36398020099;36398060436;36398080372;36398120559;36302020348;36302060211;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012CK;36398980363;36398020206;36398060436;36398080234;36398120790;36302020348;36302060211;36302080304;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012CL;36398980465;36398020099;36398060292;36398080372;36398120559;36302020348;36302060211;36302080062;36302120234; ;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012CM;36398980465;36398020099;36398060292;36398080372;36398120559;36302020348;36302060096;36302080062;36302120234; ;36306080024;36306120181; ;36308120175; ;36310120105; 
1012CN; ; ; ;36398080234;36398120790;36302020348;36302060096;36302080062;36302120234;36306060446;36306080024;36306120181;36308080310; ;36310100508; ; 
1012CP; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012CR;36398980183;36398020099;36398060436;36398080234;36398120790;36302020484;36302060211;36302080154;36302120745;36306060302;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120327
1012CS;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012CT;36398980363;36398020099;36398060436;36398080234;36398120790;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012CV;36398980363;36398020099; ;36398080234;36398120790;36302020484;36302060211;36302080154;36302120745;36306060302; ;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012CW;36398980363;36398020099;36398060292; ; ;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012CX;36398980363;36398020099;36398060436;36398080234;36398120790;36302020348;36302060211;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105; 
1012CZ;36398980465;36398020099;36398060292;36398080372;36398120559;36302020348;36302060096;36302080062;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012DA;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060211;36302080154;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012DB;36398980363;36398020099;36398060292;36398080372;36398120559;36302020484;36302060266;36302080304;36302120745;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120509
1012DC;36398980183;36398020099;36398060436;36398080234;36398120790;36302020484;36302060211;36302080154;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100508;36310120105;36312120509
1012DD;36398980363;36398020099;36398060436;36398080372;36398120790;36302020210;36302060266;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012DE;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060211;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012DG;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012DH;36398980183;36398020359;36398060436;36398080234;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105; 
1012DJ;36398980363;36398020099;36398060292;36398080372;36398120559;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012DK;36398980363;36398020359;36398060436;36398080234;36398120790;36302020348;36302060096;36302080062;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012DL;36398980363;36398020206;36398060292;36398080234;36398120790;36302020348;36302060096;36302080062;36302120234;36306060446;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012DM;36398980183;36398020099;36398060292;36398080234;36398120790;36302020484;36302060096;36302080154;36302120745;36306060302; ;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012DN;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012DP;36398980183;36398020099;36398060292;36398080234;36398120790;36302020484;36302060266;36302080154;36302120745;36306060302;36306080024;36306120181;36308080310;36308120175;36310100370;36310120105;36312120509
1012DR;36398980363;36398020099;36398060292;36398080372;36398120790;36302020484;36302060266;36302080154;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012DS;36398980363;36398020099;36398060174; ;36398120790;36302020210;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100508;36310120105;36312120509
1012DT;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060211;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012DV;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060211;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012DW;36398980363;36398020099;36398060174; ;36398120559;36302020210;36302060096;36302080062;36302120550;36306060446;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012DX;36398980465;36398020099;36398060292;36398080372;36398120559;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105; 
1012DZ;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060096;36302080304;36302120550;36306060302;36306080239;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012EA;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060096;36302080154;36302120550;36306060302;36306080239;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012EB; ; ;36398060436;36398080234;36398120790;36302020210; ;36302080154;36302120745;36306060302; ;36306120703;36308080310;36308120175;36310100508;36310120105;36312120509
1012EC;36398980363;36398020099;36398060174;36398080372;36398120790;36302020210;36302060211;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012ED;36398980363;36398020099;36398060292;36398080234;36398120559;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012EE;36398980363;36398020099;36398060436; ;36398120790;36302020210;36302060211;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012EG;36398980363;36398020206;36398060292;36398080372;36398120559;36302020348;36302060096;36302080062;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012EH;36398980363;36398020099;36398060174;36398080234;36398120559;36302020210;36302060211;36302080154;36302120550;36306060302;36306080239;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012EJ;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060211;36302080154;36302120745;36306060302;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012EK;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012EL;36398980183;36398020215;36398060436;36398080234;36398120790;36302020210;36302060211;36302080056;36302120745;36306060446;36306080024;36306120181;36308080198;36308120433;36310100508;36310120105;36312120509
1012EM;36398980363;36398020099;36398060174;36398080372;36398120790;36302020210;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080310;36308120433;36310100508;36310120105;36312120509
1012EN;36398980183;36398020099;36398060436;36398080234;36398120790;36302020210;36302060211;36302080154;36302120745;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120347;36312120509
1012EP;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060211;36302080154;36302120745;36306060446;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012ER; ; ;36398060436;36398080234;36398120790;36302020210;36302060266;36302080304;36302120745;36306060446;36306080024;36306120461;36308080198; ;36310100508;36310120347;36312120509
1012ES;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080154;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012ET;36398980363;36398020099;36398060436;36398080372;36398120790;36302020210;36302060211;36302080304;36302120745;36306060446;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120509
1012EV;36398980183; ;36398060436;36398080234;36398120790;36302020210;36302060211;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012EW;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060096;36302080304;36302120550;36306060446;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012EX;36398980465;36398020099;36398060174;36398080372; ;36302020348;36302060096;36302080062;36302120234;36306060446;36306080024;36306120181; ;36308120175;36310100508;36310120105;36312120509
1012EZ;36398980363;36398020099;36398060292;36398080372;36398120559;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012GA;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060096;36302080062;36302120550;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012GB;36398980363;36398020099;36398060174; ;36398120284;36302020210;36302060198;36302080062;36302120304;36306060302; ;36306120181; ; ;36310100370;36310120105; 
1012GC; ; ; ; ; ; ; ; ; ; ;36306080024; ;36308080310; ; ; ; 
1012GD;36398980082;36398020219;36398060442;36398080234;36398120790;36302020484;36302060211;36302080154;36302120745;36306060302;36306080239; ;36308080310;36308120175;36310100508;36310120105;36312120509
1012GE;36398980363; ;36398060292;36398080234;36398120790;36302020484;36302060266;36302080154;36302120745;36306060302;36306080239;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012GG;36398980363; ;36398060174;36398080140;36398120790;36302020484;36302060266;36302080304;36302120745;36306060302;36306080024;36306120703; ; ;36310100370;36310120347;36312120509
1012GH;36398980183;36398020099;36398060292;36398080234;36398120790;36302020484;36302060211;36302080154;36302120745;36306060302;36306080207;36306120703;36308080310;36308120175;36310100508;36310120105;36312120509
1012GJ;36398980183;36398020099;36398060292;36398080234;36398120790;36302020484;36302060211;36302080154;36302120745;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012GK;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080154;36302120745;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012GL;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060096;36302080304;36302120745;36306060446;36306080200;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012GM;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060198;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012GN;36398980363; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012GP;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080154;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100370;36310120105;36312120509
1012GR;36398980363;36398020099;36398060174;36398080372;36398120790;36302020484;36302060211;36302080154;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100370;36310120105;36312120509
1012GS;36398980183;36398020099;36398060292;36398080372;36398120790;36302020484;36302060211;36302080154;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100370;36310120105;36312120327
1012GT;36398980183;36398020099;36398060292;36398080372;36398120790;36302020210;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100370;36310120105;36312120509
1012GV;36398980363;36398020099;36398060174;36398080140;36398120559;36302020484;36302060211;36302080304;36302120745;36306060302;36306080024;36306120181;36308080198;36308120433;36310100508;36310120105;36312120509
1012GW;36398980363;36398020099;36398060174; ;36398120559;36302020484;36302060096;36302080056;36302120745;36306060302; ; ;36308080094; ;36310100370;36310120105;36312120509
1012GX;36398980363; ; ;36398080140;36398120559;36302020210; ;36302080304;36302120745; ;36306080024;36306120181;36308080198;36308120433;36310100508;36310120105;36312120509
1012GZ;36398980183;36398020099;36398060292;36398080372;36398120790;36302020484;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120509
1012HA;36398980183;36398020215;36398060436;36398080234;36398120790;36302020210;36302060211;36302080304;36302120745;36306060302;36306080024;36306120181;36308080198;36308120433;36310100508;36310120105;36312120509
1012HB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012HC;36398980363;36398020099;36398060174;36398080140;36398120790;36302020210;36302060096;36302080056;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120509
1012HD; ; ; ; ; ;36302020210;36302060211;36302080056;36302120745;36306060302;36306080024;36306120181;36308080198;36308120433;36310100508;36310120105;36312120509
1012HE;36398980363;36398020099;36398060292;36398080140;36398120559;36302020484;36302060211;36302080056;36302120745;36306060302; ;36306120181;36308080198;36308120433;36310100370;36310120105;36312120327
1012HG;36398980183;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100508;36310120105;36312120509
1012HH;36398980363;36398020099; ;36398080372;36398120790;36302020210; ;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100508;36310120105;36312120509
1012HJ;36398980183;36398020099;36398060292;36398080234;36398120790;36302020476;36302060211;36302080154;36302120745;36306060302;36306080200;36306120461;36308080310;36308120175;36310100508;36310120105; 
1012HK;36398980183;36398020099;36398060292;36398080372;36398120790;36302020476;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120389;36310100370; ;36312120509
1012HL;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060211;36302080304;36302120745;36306060446;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012HM;36398980183;36398020099;36398060424;36398080234;36398120790;36302020476;36302060211;36302080154;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100508;36310120105;36312120509
1012HN;36398980363;36398020099;36398060292; ;36398120559;36302020210; ; ;36302120550;36306060446; ;36306120181; ; ; ; ;36312120509
1012HP; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36312120509
1012HR;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060096;36302080304;36302120745;36306060446;36306080200;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012HS;36398980363;36398020099;36398060174;36398080122;36398120284;36302020210;36302060096;36302080062;36302120304;36306060302;36306080200;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012HT;36398980363;36398020099;36398060292;36398080372;36398120559;36302020484;36302060267;36302080154;36302120745;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120327
1012HV; ; ; ;36398080234;36398120790;36302020484;36302060211;36302080304;36302120745;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120509
1012HW; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36310100370;36310120359;36312120509
1012HX;36398980363;36398020099;36398060174;36398080140;36398120559;36302020484;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120359;36312120509
1012HZ;36398980183;36398020099;36398060292;36398080372;36398120790;36302020484; ; ;36302120745;36306060302;36306080024;36306120181;36308080198;36308120433;36310100370;36310120359;36312120509
1012JA;36398980183;36398020099;36398060292;36398080372;36398120790;36302020484;36302060096;36302080056; ;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120327
1012JB;36398980183;36398020099;36398060174;36398080140;36398120559;36302020484;36302060211;36302080304;36302120745;36306060302;36306080024;36306120181;36308080198;36308120433;36310100370;36310120105;36312120327
1012JC;36398980363;36398020099;36398060174;36398080372; ;36302020210;36302060096;36302080304; ;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120327
1012JD;36398980363;36398020099;36398060292;36398080133;36398120790;36302020484;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120509
1012JE;36398980183;36398020099;36398060174;36398080372;36398120559;36302020484;36302060211;36302080304;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120327
1012JG; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36310100370;36310120105;36312120509
1012JH;36398980183;36398020099;36398060174;36398080372;36398120790;36302020484;36302060096;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100370;36310120359;36312120327
1012JJ;36398980363; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012JK; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012JL;36398980363;36398020099;36398060174;36398080372;36398120790;36302020210;36302060096;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100508;36310120105;36312120509
1012JM;36398980183; ;36398060292;36398080372;36398120790;36302020210;36302060096;36302080062;36302120745;36306060302;36306080024;36306120461;36308080198;36308120389;36310100370; ;36312120509
1012JN; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36310100370;36310120105;36312120327
1012JP;36398980363;36398020099;36398060174;36398080372;36398120790;36302020484;36302060096;36302080304;36302120745;36306060302; ;36306120461;36308080198;36308120175;36310100370;36310120105;36312120509
1012JR; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012JS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012JT;36398980183;36398020099;36398060174;36398080140; ;36302020484;36302060096;36302080056; ;36306060302;36306080024; ;36308080198; ;36310100370; ; 
1012JV;36398980183;36398020099;36398060174;36398080140;36398120559;36302020484;36302060096;36302080056;36302120745;36306060142;36306080024;36306120461;36308080094;36308120433;36310100370;36310120105;36312120327
1012JW; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012JZ;36398980363;36398020099;36398060292;36398080372;36398120559;36302020348;36302060211;36302080304;36302120234;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012KA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012KB; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36310100370;36310120105;36312120315
1012KC;36398980363;36398020099;36398060174;36398080124; ;36302020476;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120389;36310100508;36310120105;36312120509
1012KD;36398980183; ; ;36398080234;36398120790;36302020210;36302060096;36302080154;36302120745;36306060302;36306080200;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1012KE;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060211;36302080062;36302120550;36306060446;36306080024;36306120181;36308080198;36308120175;36310100508;36310120105;36312120509
1012KG; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012KH; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012KJ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012KK; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012KL; ; ; ; ; ;36302020476;36302060198;36302080154;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120315
1012KM;36398980463; ; ;36398080122;36398120284; ; ; ; ; ; ; ;36308080310;36308120175;36310100508;36310120105;36312120509
1012KN; ;36398020099; ;36398080122;36398120284;36302020210; ;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1012KP; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012KR; ; ; ;36398080124; ; ; ;36302080304;36302120745; ;36306080024;36306120461; ;36308120175;36310100370;36310120105;36312120315
1012KS; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36310100370;36310120105;36312120315
1012KT;36398980183;36398020099;36398060424;36398080234;36398120790;36302020476; ;36302080154;36302120745;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120315
1012KV;36398980183; ;36398060292;36398080372;36398120559;36302020210;36302060096;36302080062;36302120304;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120315
1012KW;36398980363;36398020099;36398060174;36398080122; ;36302020210;36302060096;36302080062;36302120304;36306060302;36306080024; ;36308080198; ;36310100370;36310120105; 
1012KX; ;36398020099; ;36398080122; ;36302020210; ;36302080062; ;36306060302;36306080024; ;36308080198; ;36310100370; ; 
1012KZ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012LA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012LB;36398980363; ; ; ;36398120284; ; ; ;36302120304; ; ;36306120181; ; ;36310100500;36310120105;36312120315
1012LC;36398980363;36398020099; ;36398080372;36398120559; ; ;36302080261; ;36306060446;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120509
1012LD;36398980363;36398020099; ;36398080122;36398120284; ; ;36302080261; ;36306060446;36306080024;36306120181;36308080198;36308120175;36310100370; ;36312120509
1012LE;36398980363;36398020099;36398060174;36398080122;36398120559;36302020210;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080198; ;36310100500;36310120105;36312120509
1012LG;36398980363;36398020099;36398060174;36398080140; ;36302020210;36302060096;36302080062;36302120550;36306060302;36306080024;36306120181;36308080198;36308120433;36310100508;36310120105;36312120327
1012LH;36398980363;36398020099;36398060174; ; ;36302020210;36302060096; ; ;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370; ;36312120327
1012LJ;36398980363;36398020099;36398060174;36398080140;36398120559;36302020210;36302060096;36302080062;36302120550;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120509
1012LK;36398980191;36398020099;36398060174;36398080140;36398120559;36302020210;36302060096;36302080062; ;36306060302; ;36306120181;36308080094;36308120433;36310100370;36310120105;36312120327
1012LL;36398980363;36398020099;36398060174;36398080140;36398120559;36302020484;36302060096;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120509
1012LM; ; ; ;36398080140;36398120287; ; ; ;36302120745; ;36306080217;36306120716;36308080198;36308120175;36310100370;36310120105;36312120327
1012LN; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
