FID,gis_code,id__oud_,code_paustabel,gebied_uiterwaard,naam_maatregel,tranche,waterlichaam,fase,gerealiseerd,deelprogramma,jaar_van_oplevering,type_doelbereik,hoeveelheid_doelbereik,hoevlh_doelbereik_op_basis,gdb_geomattr_data,shape
rws_on_lijnmaatregelen.77,NL916a,NL134,x2356_6c,Machinistenschool Elst,verlenging kwelgeul Amerongen-Elst,1,Nederrijn en Lek,Gereed,Ja,RvdR,2015,NTWE,0.9,MIRT 3,,"LINESTRING (161229.53660000116 444378.0692999996, 161244.7950000018 444371.23110000044, 161254.7168999985 444367.2624000013, 161264.24190000072 444362.4998999983, 161314.64510000125 444308.7232000008, 161403.54529999942 444280.1480999999, 161489.27050000057 444273.7980999984, 161555.94559999928 444261.09809999913, 161616.27070000023 444234.1105000004, 161673.42080000043 444194.4230000004, 161733.30429999903 444179.10229999945, 161824.23360000178 444110.2853000015, 161888.52749999985 444055.91330000013, 161957.9807999991 444074.7648999989, 162060.77160000056 444036.2679999992)"
rws_on_lijnmaatregelen.78,YS901a,Y114a,Y3005,Havikerwaard; Lamme IJssel,"Geul Havikerpoort, (1-zijdig aangetakte strang)",3,IJssel,Planstudie,Nee,Overig,,STEA,3,MIRT 2,,"LINESTRING (205099.04179999977 448673.256000001, 205183.70870000124 448533.02650000155, 205273.6671999991 448387.5053999983, 205284.250500001 448342.5260999985, 205189.00030000135 448197.00499999896, 205085.8126000017 448064.7131000012, 205075.22929999977 447966.81709999964, 205096.39600000158 447860.9835000001, 205210.16699999943 447736.6290999986, 205259.11510000005 447610.9517999999, 205271.0212999992 447527.6077999994, 205294.8339000009 447499.82649999857, 205308.06309999898 447445.58680000156, 204995.8541000001 447098.9820000008, 204882.08300000057 447038.127700001, 204741.8535999991 446810.5855999999, 204548.7074000016 446723.2729000002, 204321.16530000046 446461.3348999992)"
rws_on_lijnmaatregelen.79,YS945a,Y179,x2308-b,Ossenwaard,KRW Oever,1,IJssel,Gereed,Ja,KRW1-WVV,2016,NVO,0.94,MIRT 4,,"LINESTRING (205877.76460000128 474870.43719999865, 206136.14600000158 474752.3597000018, 206340.35060000047 474660.6759000011, 206532.5625 474544.8574000001, 206709.16919999942 474430.7721000016)"
rws_on_lijnmaatregelen.80,VZ008a,,x2300b,Zwarte water,Optimalisatie oevers; Deelgebied 8A,2,Vecht - Zwarte water,Planstudie,Nee,RWS,,NVO,1.1,MIRT 2,,"MULTILINESTRING ((203555.35170000046 510264.4670000002, 203564.4321999997 510241.52760000154), (203270.90320000052 510750.66690000147, 203286.60179999843 510715.124499999, 203302.47690000013 510680.7285999991, 203334.22690000013 510630.4576999992, 203442.7063000016 510473.0302999988, 203516.78979999945 510343.3841999993, 203571.02950000018 510219.02980000153, 203596.46810000017 510085.07919999957))"
rws_on_lijnmaatregelen.81,VZ006a,,x2300b,Zwarte water,Optimalisatie oevers,2,Vecht - Zwarte water,Planstudie,Nee,Overig,,NVO,0.8,MIRT 2,,"MULTILINESTRING ((203384.25420000032 508519.90780000016, 203357.79580000043 508440.5326000005, 203315.46240000054 508318.82400000095, 203294.29569999874 508218.2822000012, 203278.42069999874 508144.1986999996, 203264.96920000017 508083.6671999991, 203218.6297999993 508028.67610000074, 203183.434799999 507963.4615000002, 203108.2349999994 507891.1506999992, 203041.41699999943 507824.90410000086, 203002.0309999995 507734.4164999984), (203482.63439999893 508699.0654999986, 203474.98649999872 508681.6783999987, 203437.1710000001 508572.82449999824, 203442.46269999817 508498.74109999835))"
rws_on_lijnmaatregelen.82,VZ011a,VZ162,Yxxx2,Molenwaardse streng,Aanpassen oevers strang,1,Vecht - Zwarte water,Gereed,Ja,RWS,2015,NVO,0.4,Inschatting,,"LINESTRING (202798.11850000173 512952.6693999991, 202790.77629999816 512952.47100000083, 202764.58249999955 512897.9006000012, 202738.9840000011 512842.5364000015, 202721.32299999893 512808.008200001, 202686.92709999904 512724.26740000024)"
rws_on_lijnmaatregelen.83,YS951b,Y78,,Deventer; Hengforderwaarden,meestromende kleiputten met bos,1,IJssel,Gereed,Ja,RvdR,2015,NTWE,1,MIRT 3,,"LINESTRING (203782.53730000183 480026.0804999992, 203864.97239999846 480019.39829999954, 203899.11820000038 479940.24010000005, 203910.34219999984 479675.5636, 203890.11919999868 479334.2368000001, 203857.70650000125 479323.95259999856, 203829.13149999827 479312.0463999994)"
rws_on_lijnmaatregelen.84,YS966c,,X2311-c,Buitenwaarden Wijhe,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Realisatie,Nee,RWS,,NVO,1.2,MIRT 2,,"MULTILINESTRING ((205302.6361999996 489692.97480000183, 205346.29250000045 489835.85009999946, 205461.38650000095 490058.1004999988, 205585.46449999884 490257.24500000104), (205611.36309999973 490343.5738000013, 205679.66820000112 490593.8828999996, 205683.63690000027 490748.6644000001, 205695.54320000112 490947.10229999945))"
rws_on_lijnmaatregelen.85,YS882a,Y191,Y3016a,Westervoort Noord,IJsselpoort Strang Westervoort,3,IJssel,Planstudie,Nee,Deltaprogramma,,STEA,2.5,"VKA 2019
Volgens MIRT 2 maar 1,6",,"LINESTRING (195860.5535000004 442929.1550000012, 195862.94839999825 442783.8975000009, 195731.06650000066 442674.8946999982, 195592.48409999907 442604.90989999846, 195387.69619999826 442531.8847000003, 195127.34569999948 442476.3220999986, 194954.30790000036 442485.8471000008, 194855.88269999996 442503.30970000103, 194776.5075000003 442492.1972000003, 194505.04450000077 442396.9470000006, 194362.16919999942 442293.75930000097, 194249.45639999956 442108.0214000009, 194062.13109999895 441798.4582999982, 193955.76839999855 441493.65769999847)"
rws_on_lijnmaatregelen.86,YS978b,Y94,x9936,Scheller- en Oldeneler buitenwaarden,Aantakken strangen en uiterwaardverlaging,1,IJssel,Gereed,Ja,RvdR,2016,STEA,0.7,MIRT 3,,"MULTILINESTRING ((201758.18950000033 499603.74430000037, 201631.0742000006 499711.2575000003, 201541.7771999985 499787.3253999986, 201495.4750000015 499850.1640999988, 201455.7873999998 499942.76839999855, 201432.6363000013 500000.0001000017, 201406.1779000014 500098.2113999985, 201369.79769999906 500184.20120000094, 201346.64660000056 500276.8055000007, 201273.88599999994 500323.10770000145), (201159.86349999905 500749.76370000094, 201212.78029999882 500688.3801999986, 201269.93039999902 500603.71339999884))"
rws_on_lijnmaatregelen.87,NL911b,NL146b,x2342b,Palmerswaard,Optimalisering oevers en kribvakken,2,Nederrijn en Lek,Gereed,Ja,RWS & Prov. Utrecht,2017,NVO,1.2,MIRT 3,,"LINESTRING (165784.45439999923 441954.8473000005, 165825.08260000125 441917.5053000003, 165852.1772999987 441880.56010000035, 165851.99870000035 441867.1774000004, 165840.08850000054 441857.1444000006, 165883.7487999983 441798.3354000002, 165920.18989999965 441741.0384000018, 165919.75730000064 441726.6079999991, 165953.09490000084 441680.92760000005, 165988.30970000103 441614.94299999997, 165982.60660000145 441592.63859999925, 166011.32449999824 441564.5357999988, 166045.34870000184 441552.0898000002, 166071.93930000067 441509.6598000005, 166059.5647 441489.62950000167, 166145.1074000001 441408.3414000012, 166147.77439999953 441383.1636000015, 166142.83720000088 441360.9386, 166224.73649999872 441315.76619999856, 166240.1788999997 441282.7501000017, 166230.9397 441262.8706, 166296.80739999935 441229.127700001, 166326.15410000086 441214.95969999954, 166341.48939999938 441192.0480999984, 166329.69029999897 441164.3739, 166380.2404000014 441150.4871999994, 166444.0262000002 441114.8359000012, 166440.27180000022 441078.9384999983, 166523.1473999992 441063.49599999934, 166560.02109999955 441027.3803000003, 166553.63540000096 441002.70259999856, 166627.52569999918 440991.3718000017, 166682.7985999994 440948.62029999867)"
rws_on_lijnmaatregelen.88,NL911a,NL132,x2335,Palmerswaard ,Eenzijdig aantakken bestaande strang en Ontwikkeling kwelmoeras/zoetwaterplassen/rietvelden.,2,Nederrijn en Lek,Gereed,Ja,RWS & Prov. Utrecht,2017,STEA,1.25,MIRT 3,,"LINESTRING (165856.97709999979 441819.99130000174, 165890.96559999883 441814.58579999954, 165923.1405000016 441796.51419999823, 165967.37999999896 441769.691300001, 165982.03880000114 441736.50459999964, 166012.6239 441680.29100000113, 166038.71449999884 441639.82250000164, 166119.78029999882 441536.33619999886, 166148.73209999874 441493.1323999986, 166192.07239999995 441462.01630000025, 166226.52230000123 441419.78730000183, 166306.53510000184 441310.881000001, 166354.3205000013 441247.53759999946, 166399.53009999916 441221.79630000144, 166432.94700000063 441193.943500001, 166471.91230000183 441164.7890000008, 166523.23640000075 441134.18609999865, 166626.75730000064 441081.37370000035, 166693.26359999925 441038.6152999997)"
rws_on_lijnmaatregelen.89,BW915a,BW26,Y3006,"Uiterwaarden Wamel, Dreumel en Heerewaarden",Nevengeul Tielse Plaat,2,"Boven-Rijn, Waal",Planstudie,Nee,RWS & SBB & Prov. Gelderland,,NTWE,2,Inschatting,,"LINESTRING (159328.9021999985 432832.98209999874, 159262.22709999979 432712.3319000006, 159212.69700000063 432625.23429999873, 159103.31289999932 432501.2655999996, 158979.34430000186 432337.1895000003, 158855.37570000067 432165.8211000003, 158694.94570000097 431987.16039999947, 158505.34659999982 431801.2074000016, 158188.13269999996 431545.9778999984, 158087.47480000183 431496.3044000007)"
rws_on_lijnmaatregelen.90,YS885a,Y115a,Y3022-b,Beekhuizerbeek en Roozendaalse beek,"Optimalisatie uiterwaardbeek en -monding (meerdere locaties)
Realisatie door Natuurmonumenten",3,IJssel,Gereed,Ja,Particulier,2019,NVO,1,Inschatting,,"LINESTRING (197633.27149999887 445210.6490000002, 197608.66519999877 445205.09270000085, 197580.09010000154 445209.0615000017, 197566.19949999824 445209.4582999982, 197538.0212999992 445180.88329999894, 197480.47430000082 445154.6895000003, 197446.36250000075 445118.65349999815, 197364.58659999818 445043.16739999875, 197334.42399999872 445017.37049999833, 197318.15210000053 445002.6860000007, 197278.06769999862 444953.47349999845, 197171.7049999982 444869.33579999954, 197071.59299999848 444740.2318999991, 197030.7148000002 444735.07250000164, 196928.85399999842 444782.5773999989, 196892.60209999979 444777.93510000035, 196882.28330000117 444760.86939999834)"
rws_on_lijnmaatregelen.91,YS887a,,X2311-c,"Rheden Zuid
Klimaatpark IJsselpoort",Ontstening oevers,3,IJssel,Verkenning,Nee,Rivierklimaatpark IJsselpoort,,NVO,0.9,MIRT 2,,"LINESTRING (198469.04919999838 445642.77479999885, 198587.31819999963 445610.23099999875, 198696.85590000078 445563.3997000009, 198799.45289999992 445531.62469999865, 198923.6704000011 445515.97300000116, 199048.1468999982 445524.9045000002, 199151.45259999856 445553.58029999956, 199249.50549999997 445590.18879999965, 199302.48840000108 445627.693500001, 199362.8134999983 445672.9373999983)"
rws_on_lijnmaatregelen.96,YS957b,,X2311-c,Welsumerwaard,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,1.8,MIRT 2,,"LINESTRING (203607.17350000143 483857.8968999982, 203674.4263000004 483928.0247000009, 203683.24120000005 483960.51680000126, 203724.25189999864 483983.5742999986, 203775.84569999948 484052.36609999835, 203775.84569999948 484068.90260000154, 203830.08540000021 484198.5485999994, 203838.02290000021 484270.6477999985, 203829.28909999877 484423.17080000043, 203789.73640000075 484581.53379999846, 203725.4294999987 484705.83480000123, 203697.79349999875 484752.85179999843, 203640.24650000036 484823.6279999986, 203602.9514000006 484834.4021999985, 203598.13060000166 484858.5064000003, 203513.35119999945 484952.3361000009, 203425.24219999835 485082.2762000002, 203320.03280000016 485241.6257000007, 203227.56480000168 485452.49639999866)"
rws_on_lijnmaatregelen.97,YS964a,,X2311-c,Vorchter waarden,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,2,MIRT 2,,"LINESTRING (204309.35069999844 487980.71379999816, 204468.79989999905 488033.08199999854, 204661.49350000173 488108.71920000017, 204800.05169999972 488184.57919999957, 204910.28680000082 488263.1570999995, 205001.8990000002 488353.77710000053, 205099.1334999986 488485.7382999994, 205182.80820000172 488638.53550000116, 205237.04789999872 488818.4525000006, 205243.08399999887 488954.9461000003, 205233.15720000118 489080.67599999905, 205167.0709999986 489463.1827000007)"
rws_on_lijnmaatregelen.98,YS968a,,X2311-c,Buitenwaarden Wijhe,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,0.5,MIRT 2,,"LINESTRING (205883.1213000007 491560.3205000013, 205931.871199999 491731.2611999996, 205950.31679999828 491846.9582999982, 205952.57459999993 492029.9567999989, 205948.8438999988 492068.3627000004)"
rws_on_lijnmaatregelen.99,YS969b,,X2311-c,Marlerwaarden,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,0.6,MIRT 2,,"LINESTRING (205585.4129000008 492695.4068999998, 205503.0491000004 492960.1107000001, 205416.38960000128 493181.8984000012, 205383.42550000176 493252.8979000002)"
rws_on_lijnmaatregelen.100,YS969a,,X2311-c,Herxer Uiterwaarden,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,1.1,MIRT 2,,"LINESTRING (205924.24109999835 492116.2688000016, 205763.83040000126 492599.3447000012, 205704.21660000086 492764.2357000001, 205639.22129999846 492981.2699000016, 205555.94110000134 493176.29940000176)"
rws_on_lijnmaatregelen.101,YS974b,,X2311-c,Hoenwaard,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,0.7,MIRT 2,,"LINESTRING (203623.2060999982 496295.75829999894, 203629.8476999998 496425.1794000007, 203632.65729999915 496479.92880000174, 203623.65549999848 496585.7809999995, 203613.6876000017 496705.2140999995, 203607.24720000103 496783.6420999989, 203566.97019999847 496984.2672000006)"
rws_on_lijnmaatregelen.102,YS976a,,X2311-c,Scheller waarden,"Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden.
Hier mogelijk combineren met planvorming N2000 door SBB.",2,IJssel,Planstudie,Nee,RWS,,NVO,1.5,MIRT 2,,"LINESTRING (203330.90680000186 498477.5923999995, 203255.15670000017 498575.71709999815, 203273.0161000006 498587.2265000008, 203162.28770000115 498703.1143000014, 202926.76370000094 498926.318500001, 202577.2928000018 499207.5434000008, 202135.57009999827 499355.9748999998)"
rws_on_lijnmaatregelen.103,YS984a,,X2311-c,Zalk,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,3,MIRT 2,,"LINESTRING (197523.40830000117 503574.56060000136, 197507.20259999856 503782.25890000165, 197539.61410000175 503966.4754999988, 197548.47199999914 504064.18890000135, 197585.2547999993 504189.3874000013, 197690.75759999827 504358.3902999982, 197704.97899999842 504354.7523000017, 197839.87669999897 504561.19249999896, 197875.9076000005 504686.0022, 197873.79100000113 504760.3502999991, 197805.26370000094 504887.87970000133, 197749.96570000052 504935.5047999993, 197638.5758999996 505008.7945000008, 197626.4050000012 505041.8674999997, 197579.83830000088 505061.9759000018, 197470.03599999845 505045.04250000045, 197261.50780000165 505046.0023000017, 197084.12939999998 505026.50989999995, 196862.49120000005 504975.76370000094, 196468.95549999923 504783.30490000173)"
rws_on_lijnmaatregelen.104,YS987a,,X2311-c,Scherenwelle,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,1.4,MIRT 2,,"LINESTRING (196566.3462000005 505025.5370000005, 196403.05519999936 504919.3883000016, 196263.4134999998 504817.95259999856, 196164.6074000001 504733.3493000008, 195961.73629999906 504495.76089999825, 195656.94359999895 504191.45809999853, 195519.00230000168 504132.7754999995)"
rws_on_lijnmaatregelen.105,YS989a,,X2311-c,Koppelerwaard,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,1.3,MIRT 2,,"LINESTRING (194327.08049999923 503413.0218000002, 194194.9208999984 503451.1218999997, 194064.95270000026 503552.36569999903, 193967.91849999875 503670.71290000156, 193851.0379000008 503872.24549999833, 193811.35029999912 504050.04580000043, 193820.04459999874 504078.68840000033, 193829.3370999992 504268.4052999988)"
rws_on_lijnmaatregelen.106,YS990a,,X2311-c,Onderdijkse waard,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,3,MIRT 2,,"LINESTRING (193682.2333999984 503873.83300000057, 193639.89990000054 504043.1666000001, 193663.18329999968 504347.96719999984, 193616.52100000158 504765.99819999933, 193608.14990000054 504955.4517999999, 193462.09959999844 505275.06909999996, 193029.11980000138 505597.62590000033, 192211.14710000157 505931.2371000014)"
rws_on_lijnmaatregelen.107,YS994b,,X2311-c,De Naters ,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,1,MIRT 2,,"LINESTRING (191819.11450000107 506724.8339000009, 191768.8436000012 506880.93840000033, 191734.4477000013 506903.42810000107, 191668.95919999853 507284.1077999994, 191476.47839999944 507795.0756999999)"
rws_on_lijnmaatregelen.108,YS996b,,X2311-c,IJsselmuiden,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,0.5,MIRT 2,,"LINESTRING (191133.84230000153 508203.85770000145, 191070.34219999984 508300.43079999834, 191041.23800000176 508308.36840000004, 191015.02299999818 508359.2001999989, 190981.2991000004 508383.6477999985, 190922.625 508493.0795999989, 190912.3803000003 508590.8698000014)"
