FID,strooknaam,vliegdatum,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2014.1,L0022_r,2014-03-02T00:00:00,6456.97629149,,,"LINESTRING (60356.23600000143 425613.006000001, 65296.90199999884 429770.2109999992)"
vlieglijnen_kust_2014.2,L0023_r,2014-03-02T00:00:00,6542.05956707,,,"LINESTRING (60215.7659999989 426177.6739999987, 64981.42399999872 430659.5320000015)"
vlieglijnen_kust_2014.3,L0024_r,2014-03-02T00:00:00,6486.67279913,,,"LINESTRING (59721.607999999076 426957.8979999982, 64729.55600000173 431080.6860000007)"
vlieglijnen_kust_2014.4,L0026_r,2014-03-02T00:00:00,35623.0245787,,,"LINESTRING (37993.85200000182 409636.76199999824, 64768.40100000054 433134.06700000167)"
vlieglijnen_kust_2014.5,L0027_r,2014-03-02T00:00:00,35681.418924,,,"LINESTRING (37394.89400000125 410084.62900000066, 64269.66800000146 433556.10500000045)"
vlieglijnen_kust_2014.6,L0028_r,2014-03-02T00:00:00,34902.1872755,,,"LINESTRING (36918.15599999949 410538.4140000008, 63135.46200000122 433577.84800000116)"
vlieglijnen_kust_2014.7,L0029_r,2014-03-02T00:00:00,34937.6519959,,,"LINESTRING (36412.914999999106 411097.5009999983, 62727.493000000715 434079.72300000116)"
vlieglijnen_kust_2014.8,L0030_r,2014-03-02T00:00:00,37406.3246853,,,"LINESTRING (36242.33799999952 411763.48000000045, 64312.23800000176 436488.2419999987)"
vlieglijnen_kust_2014.9,L0031_r,2014-03-02T00:00:00,37860.6667943,,,"LINESTRING (35996.07800000161 412541.34699999914, 64454.85099999979 437511.8960000016)"
vlieglijnen_kust_2014.10,L0032_r,2014-03-02T00:00:00,37365.1681371,,,"LINESTRING (35844.85300000012 413331.1710000001, 63924.085000000894 437982.9970000014)"
vlieglijnen_kust_2014.11,L0033_r,2014-03-02T00:00:00,36342.1524781,,,"LINESTRING (36136.039999999106 414482.3740000017, 63398.164999999106 438514.1979999989)"
vlieglijnen_kust_2014.12,L0034_r,2014-03-02T00:00:00,34353.1549646,,,"LINESTRING (36978.86400000006 416271.8379999995, 62853.20699999854 438869.5729999989)"
vlieglijnen_kust_2014.13,L0035_r,2014-03-02T00:00:00,31626.3013752,,,"LINESTRING (38105.245999999344 418116.938000001, 61797.65900000185 439066.69900000095)"
vlieglijnen_kust_2014.14,L0036_r,2014-03-02T00:00:00,25990.6856003,,,"LINESTRING (42258.15500000119 422797.6710000001, 61886.35599999875 439834.37999999896)"
vlieglijnen_kust_2014.15,L0037_r,2014-03-02T00:00:00,13471.9591612,,,"LINESTRING (34785.96799999848 401891.26999999955, 41569.61699999869 413530.6770000011)"
vlieglijnen_kust_2014.16,L0038_r,2014-03-02T00:00:00,12249.535734,,,"LINESTRING (35583.53400000185 401670.3929999992, 41621.30799999833 412328.5549999997)"
vlieglijnen_kust_2014.17,L0039_r,2014-03-02T00:00:00,9333.19050995,,,"LINESTRING (28354.0009999983 402294.23699999973, 37669.62700000033 402866.5549999997)"
vlieglijnen_kust_2014.18,L0040_r,2014-03-02T00:00:00,12270.209624,,,"LINESTRING (28966.052000001073 401712.631000001, 41224.743000000715 402244.19299999997)"
vlieglijnen_kust_2014.19,L0041_r,2014-03-02T00:00:00,11309.0573749,,,"LINESTRING (29916.45600000024 401038.58300000057, 41213.54100000113 401558.8359999992)"
vlieglijnen_kust_2014.20,L0042_r,2014-03-02T00:00:00,13333.992412,,,"LINESTRING (18441.587000001222 395902.7899999991, 29682.16899999976 403075.28400000185)"
vlieglijnen_kust_2014.21,L0043_r,2014-03-02T00:00:00,14192.1997493,,,"LINESTRING (19002.539999999106 395455.688000001, 30984.127000000328 403062.2710000016)"
vlieglijnen_kust_2014.22,L0044_r,2014-03-02T00:00:00,13718.5850899,,,"LINESTRING (18865.92399999872 395320.40199999884, 27834.495999999344 384939.4439999983)"
vlieglijnen_kust_2014.23,L0045_r,2014-03-02T00:00:00,15743.1054995,,,"LINESTRING (19091.64699999988 396093.55799999833, 29447.56700000167 384236.05900000036)"
vlieglijnen_kust_2014.24,L0046_r,2014-03-02T00:00:00,17372.8430245,,,"LINESTRING (18855.23800000176 397499.7179999985, 30202.70699999854 384344.84800000116)"
vlieglijnen_kust_2014.25,L0047_r,2014-03-02T00:00:00,11634.8616227,,,"LINESTRING (23466.596000000834 393241.88599999994, 31028.94000000134 384399.88599999994)"
vlieglijnen_kust_2014.26,L0048_r,2014-03-02T00:00:00,24387.6754414,,,"LINESTRING (3650.1609999984503 375151.8289999999, 26899.079999998212 382517.0520000011)"
vlieglijnen_kust_2014.27,L0049_r,2014-03-02T00:00:00,24814.1330066,,,"LINESTRING (3864.057999998331 374532.9479999989, 27565.05799999833 381881.67599999905)"
vlieglijnen_kust_2014.28,L0050_r,2014-03-02T00:00:00,25405.0350064,,,"LINESTRING (4173.1739999987185 373830.7899999991, 28391.947999998927 381503.26199999824)"
vlieglijnen_kust_2014.29,L0052_r,2014-03-02T00:00:00,3786.50507915,,,"LINESTRING (25502.76399999857 381648.1559999995, 28962.065999999642 380108.3999999985)"
vlieglijnen_kust_2014.30,L0025_r,2014-03-02T00:00:00,34336.4071853,,,"LINESTRING (38445.81500000134 409050.83199999854, 64220.734999999404 431736.563000001)"
vlieglijnen_kust_2014.31,L0001_r,2014-03-08T00:00:00,1608.9526535,,,"LINESTRING (97791.31199999899 496371.5769999996, 98194.21400000155 497929.2670000009)"
vlieglijnen_kust_2014.32,L0002_r,2014-03-08T00:00:00,2083.11776409,,,"LINESTRING (97935.62999999896 495928.86199999973, 98478.89499999955 497939.8920000009)"
vlieglijnen_kust_2014.33,L0003_r,2014-03-08T00:00:00,2500.91096834,,,"LINESTRING (98080.76700000092 495459.8979999982, 98688.43899999931 497885.8599999994)"
vlieglijnen_kust_2014.34,L0004_r,2014-03-08T00:00:00,10036.3810956,,,"LINESTRING (96518.91699999943 488083.1779999994, 98935.15100000054 497824.3669999987)"
vlieglijnen_kust_2014.35,L0005_r,2014-03-08T00:00:00,10488.6878844,,,"LINESTRING (96641.6090000011 487572.90399999917, 99174.54199999943 497751.1570000015)"
vlieglijnen_kust_2014.36,L0006_r,2014-03-08T00:00:00,10503.643051,,,"LINESTRING (96899.37700000033 487490.84099999815, 99414.41699999943 497688.93400000036)"
vlieglijnen_kust_2014.37,L0007_r,2014-03-08T00:00:00,8462.25270652,,,"LINESTRING (97646.55999999866 489390.51300000027, 99614.4600000009 497620.7679999992)"
vlieglijnen_kust_2014.38,L0008_r,2014-03-08T00:00:00,6481.74301918,,,"LINESTRING (98324.48699999973 491253.7879999988, 99899.42199999839 497541.2809999995)"
vlieglijnen_kust_2014.39,L0009_r,2014-01-18T00:00:00,25096.4085587,,,"LINESTRING (86303.01000000164 467972.6799999997, 97304.75600000098 490529.08300000057)"
vlieglijnen_kust_2014.40,L0010_r,2014-01-18T00:00:00,23148.673043,,,"LINESTRING (86698.27400000021 468202.5769999996, 96843.6790000014 489009.59099999815)"
vlieglijnen_kust_2014.41,L0011_r,2014-01-18T00:00:00,23208.8374892,,,"LINESTRING (86918.79100000113 468088.7879999988, 97090.56500000134 488949.87999999896)"
vlieglijnen_kust_2014.42,L0012_r,2014-01-18T00:00:00,22161.2714577,,,"LINESTRING (87576.38899999857 468876.7170000002, 97296.68299999833 488792.48600000143)"
vlieglijnen_kust_2014.43,L0013_r,2014-01-18T00:00:00,10642.7729665,,,"LINESTRING (90273.07800000161 473826.993999999, 94937.50299999863 483393.1710000001)"
vlieglijnen_kust_2014.44,L0014_r,2014-01-18T00:00:00,4506.58846031,,,"LINESTRING (70896.58100000024 451327.061999999, 73819.16800000146 454757.48800000176)"
vlieglijnen_kust_2014.45,L0015_r,2014-01-18T00:00:00,4530.77897138,,,"LINESTRING (71086.23099999875 451171.5089999996, 74025.82800000161 454619.22199999914)"
vlieglijnen_kust_2014.46,L0016_r,2014-01-18T00:00:00,13020.9975283,,,"LINESTRING (65751.81899999827 444531.6319999993, 74203.72300000116 454436.7670000009)"
vlieglijnen_kust_2014.47,L0017_r,2014-01-18T00:00:00,33618.6398575,,,"LINESTRING (65977.09800000116 444427.98800000176, 87806.24599999934 469995.5700000003)"
vlieglijnen_kust_2014.48,L0018_r,2014-01-18T00:00:00,33653.0622091,,,"LINESTRING (66147.09800000116 444237.0029999986, 88001.05099999905 469828.66800000146)"
