X,Y,OBJECTID,KBVSOORT,KBVHOBO,KBVHOBE,KBVBREED,KBVLENGT,XXXMATER,KWKDATUM,KWKOPME,KWKPLAAN,OSMOMSCH,IWS_MEMO,KWKNAAM,IWS_LEGGERSTATUS,KBVIDENT,RICHTING,IWS_AFST_B,OBJECTID_1,KBVIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2
6.1555671148107,52.3773778899027,1,98,0.7,0.7,0.7,,3,,,,Bodemval,,,1,SW.60.22-S122,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.27988291348415,52.3906330384749,2,5,3.3,3.1,1,,19,,,,Bodemval,,,1,SW.55.98-S1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.19651494053163,52.384138257271,3,98,0.85,0.85,0.7,,10,,,,Bodemval,,,1,SW.60.10-S125,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.2795734548057,52.3529029557435,4,98,,,,,10,,,,Bodemval (rechthoekige put 1.0 x 1.0 m.),,,1,SW.55.60-S286,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.00207232657487,52.6839652952336,5,1,,,1,0.2,3,,857C Verval 35 cm.   ZW=o  NO=35 lager,,Bodemval,,,1,857C,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.99754384356361,52.6880482807635,6,1,,,1,0.2,3,,857E Verval is .30 cm. Z=0 N=-0.30 cm.,,Bodemval,,,1,857E,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.9972992002769,52.6877413109917,7,1,,,1,0.2,3,,857D,,Bodemval,,,1,857D,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.97360592807952,52.6815885374122,8,4,3.18,,1.6,0.15,10,,817I,Schaarweg zuidzijde 2,Vaste bodemval,,,1,817I,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.97148645381151,52.6813040126498,9,98,2.27,,1,0.15,10,,817J,Schaarweg zuidzijde 3,Vaste bodemval,,,1,817J,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.9725003056692,52.6815590412946,10,98,2.38,,1.2,0.15,10,,817N,Schaarweg noordzijde 4,Vaste bodemval,,,1,817N,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.96076991032765,52.683059275424,11,98,,,,,,,858N,,Bodemval,,,1,858N,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.99016060005065,52.6825757796553,12,98,4.74,,0.5,0.1,3,,817P,Schaarweg(hondesteeg)-Bergkampen,Vaste bodemval,,,1,817P,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.99406649859763,52.6784553924801,13,98,5.46,,0.8,0.1,3,,817S,Bergkampen,Vaste bodemval,NAP is drempel hoogte,,1,817S,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.99144898111707,52.6791903936197,14,98,3.88,,1.1,0.15,3,,817T,Bergkampen Zuurbeek zuidzijde 1,Vaste bodemval,,,1,817T,,2,,,Waterschap,Onderhoud geheel bij rechter aangeland,,
5.98934501465507,52.6785416643381,15,98,2.92,,0.3,0.15,3,,817U,Bergkampen Zuurbeek zuidzijde 2,Vaste bodemval,,,1,817U,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
