FID,NUMMER,STRAAT,SOORT,NAAM,SCORE,OMSCHRIJVING,FOTO,GEOM
kapvergunningen.fid-46bacc95_15e80894c42_1ca8,FO.001,Weesperveste,"Gewone,- zwarte Els",Alnus glutinosa,45,Waardevolle houtopstand,foto/DSC01622.JPG,POINT (52.02526600854503 5.097663815101199)
kapvergunningen.fid-46bacc95_15e80894c42_1ca9,BZ.050,Koetsdrift,Moeras Eik,Quercus palustris,48,Waardevolle houtopstand,foto/DSC01775.JPG,POINT (52.0309395860671 5.073877519492933)
kapvergunningen.fid-46bacc95_15e80894c42_1caa,BZ.049,Diamantdrift,Piramidale Haagbeuk,Carpinus betulus 'Fastigiata',52,Waardevolle houtopstand,foto/DSC01774.JPG,POINT (52.031052661841485 5.072799845973129)
kapvergunningen.fid-46bacc95_15e80894c42_1cab,BZ.048,Barnsteendrift,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01773.JPG,POINT (52.0344982933649 5.073650066824422)
kapvergunningen.fid-46bacc95_15e80894c42_1cac,BZ.047,Taveernedrift,Hartbladige Els,Alnus cordata,56,Waardevolle houtopstand,foto/DSC01772.JPG,POINT (52.03480889726406 5.075536604073296)
kapvergunningen.fid-46bacc95_15e80894c42_1cad,BZ.046,Taveernedrift,Hartbladige Els,Alnus cordata,56,Waardevolle houtopstand,foto/DSC01771.JPG,POINT (52.036191913438465 5.075488789105222)
kapvergunningen.fid-46bacc95_15e80894c42_1cae,BZ.045,Kruithuisdrift,Els 'Spaeth',Alnus spaethii 'Spaeth',48,Waardevolle houtopstand,foto/DSC01770.JPG,POINT (52.03750651074968 5.077000041901288)
kapvergunningen.fid-46bacc95_15e80894c42_1caf,BZ.044,Kruithuisdrift,Els 'Spaeth',Alnus spaethii 'Spaeth',52,Waardevolle houtopstand,foto/DSC01769.JPG,POINT (52.0378981278378 5.075197393406994)
kapvergunningen.fid-46bacc95_15e80894c42_1cb0,BZ.043,Kruithuisdrift,Piramidale Haagbeuk,Carpinus betulus 'Fastigiata',52,Waardevolle houtopstand,foto/DSC01768.JPG,POINT (52.03781923408936 5.075613312191429)
kapvergunningen.fid-46bacc95_15e80894c42_1cb1,BZ.042,Kruithuisdrift,Hartbladige Els,Alnus cordata,60,Waardevolle houtopstand,foto/DSC01767.JPG,POINT (52.037652131183684 5.076322785750957)
kapvergunningen.fid-46bacc95_15e80894c42_1cb2,BZ.041,Havezatedrift,Zachte Berk,Betula pubescens,52,Waardevolle houtopstand,foto/DSC01766.JPG,POINT (52.03814452774465 5.076605028794832)
kapvergunningen.fid-46bacc95_15e80894c42_1cb3,BZ.040,Havezatedrift,Zachte Berk,Betula pubescens,48,Waardevolle houtopstand,foto/DSC01765.JPG,POINT (52.038459422426754 5.076722357307916)
kapvergunningen.fid-46bacc95_15e80894c42_1cb4,BZ.039,Herbergdrift,Els 'Spaeth',Alnus spaethii 'Spaeth',52,Waardevolle houtopstand,foto/DSC01763.JPG,POINT (52.03852114673961 5.076270117206973)
kapvergunningen.fid-46bacc95_15e80894c42_1cb5,BZ.038,Herbergdrift,Els 'Spaeth',Alnus spaethii 'Spaeth',52,Waardevolle houtopstand,foto/DSC01762.JPG,POINT (52.03870863245483 5.0754511779906375)
kapvergunningen.fid-46bacc95_15e80894c42_1cb6,BZ.037,Slotdrift,Zwarte Berk,Betula nigra,48,Waardevolle houtopstand,foto/DSC01761.JPG,POINT (52.03836543412932 5.074457142821345)
kapvergunningen.fid-46bacc95_15e80894c42_1cb7,BZ.036,Wijnruitgaarde,"Spaanse Aak, Veld Esdoorn",Acer campestre,56,Waardevolle houtopstand,foto/DSC01760.JPG,POINT (52.033495150832124 5.067606393112719)
kapvergunningen.fid-46bacc95_15e80894c42_1cb8,BZ.035,Lauriergaarde,Zachte Berk,Betula pubescens,60,Waardevolle houtopstand,foto/DSC01759.JPG,POINT (52.03680300422673 5.067352528569464)
kapvergunningen.fid-46bacc95_15e80894c42_1cb9,BZ.034,Lauriergaarde,Hartbladige Els,Alnus cordata,52,Waardevolle houtopstand,foto/DSC01758.JPG,POINT (52.036805636360846 5.067660022012646)
kapvergunningen.fid-46bacc95_15e80894c42_1cba,BZ.033,Venkelgaarde,Valse Christusdoorn,Gleditsia triacanthos,56,Waardevolle houtopstand,foto/DSC01757.JPG,POINT (52.037613383357005 5.068881417399443)
kapvergunningen.fid-46bacc95_15e80894c42_1cbb,BZ.032,Venkelgaarde,Tamme Kastanje,Castanea sativa,60,Waardevolle houtopstand,foto/DSC01756.JPG,POINT (52.037416455888966 5.068849295761163)
kapvergunningen.fid-46bacc95_15e80894c42_1cbc,BZ.031,Venkelgaarde,Honingboom,Sophora japonica,44,Waardevolle houtopstand,foto/DSC01755.JPG,POINT (52.03723222580857 5.06885934928958)
kapvergunningen.fid-46bacc95_15e80894c42_1cbd,BZ.030,Venkelgaarde,Honingboom,Sophora japonica,48,Waardevolle houtopstand,foto/DSC01754.JPG,POINT (52.03723361494501 5.069373807895372)
kapvergunningen.fid-46bacc95_15e80894c42_1cbe,BZ.029,Reinoutsgaarde,Moeras Eik,Quercus palustris,56,Waardevolle houtopstand,foto/DSC01753.JPG,POINT (52.03656669517131 5.0703753975906345)
kapvergunningen.fid-46bacc95_15e80894c42_1cbf,BZ.028,Walnootgaarde,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01752.JPG,POINT (52.0361337465127 5.071014198739167)
kapvergunningen.fid-46bacc95_15e80894c42_1cc0,BZ.027,Braamgaarde,Himalaja Berk,Betula utilis,60,Waardevolle houtopstand,foto/DSC01751.JPG,POINT (52.035617821269085 5.071482417687921)
kapvergunningen.fid-46bacc95_15e80894c42_1cc1,BZ.026,Braamgaarde,Meelbes,Sorbus aria,60,Waardevolle houtopstand,foto/DSC01750.JPG,POINT (52.035751366079474 5.071181447226131)
kapvergunningen.fid-46bacc95_15e80894c42_1cc2,BZ.025,Braamgaarde,Sierappel,Malus,60,Waardevolle houtopstand,foto/DSC01749.JPG,POINT (52.03584834376913 5.071305908657439)
kapvergunningen.fid-46bacc95_15e80894c42_1cc3,BZ.024,Braamgaarde,Sierappel,Malus,60,Waardevolle houtopstand,foto/DSC01748.JPG,POINT (52.03576915924807 5.0716081425095005)
kapvergunningen.fid-46bacc95_15e80894c42_1cc4,BZ.023,Braamgaarde,"Gewone,- valse Acacia",Robinia pseudoacacia,52,Waardevolle houtopstand,foto/DSC01747.JPG,POINT (52.035834224095005 5.071738847714974)
kapvergunningen.fid-46bacc95_15e80894c42_1cc5,BZ.022,Braamgaarde,Gewone Plataan,Platanus X Hispanica,56,Waardevolle houtopstand,foto/DSC01746.JPG,POINT (52.035197693358555 5.072011481814402)
kapvergunningen.fid-46bacc95_15e80894c42_1cc6,BZ.021,Braamgaarde,Moeras Eik,Quercus palustris,52,Waardevolle houtopstand,foto/DSC01745.JPG,POINT (52.035280269898514 5.070824746961062)
kapvergunningen.fid-46bacc95_15e80894c42_1cc7,BZ.020,Framboosgaarde,"Gewone,- valse Acacia",Robinia pseudoacacia,64,Waardevolle houtopstand,foto/DSC01744.JPG,POINT (52.034768721970224 5.071252311840373)
kapvergunningen.fid-46bacc95_15e80894c42_1cc8,BZ.019,Aardbeigaarde,"Zomer,- inlandse Eik",Quercus robur,64,Waardevolle houtopstand,foto/DSC01743.JPG,POINT (52.03169252521919 5.070750852757263)
kapvergunningen.fid-46bacc95_15e80894c42_1cc9,BZ.018,Avondgaarde,Hartbladige Els,Alnus cordata,52,Waardevolle houtopstand,foto/DSC01742.JPG,POINT (52.03154830997494 5.069265493788611)
kapvergunningen.fid-46bacc95_15e80894c42_1cca,BZ.017,Avondgaarde,Sierappel,Malus,68,Monumentale houtopstand,foto/DSC01741.JPG,POINT (52.031364413941326 5.069399406140788)
kapvergunningen.fid-46bacc95_15e80894c42_1ccb,BZ.016,Avondgaarde,Els 'Spaeth',Alnus spaethii 'Spaeth',48,Waardevolle houtopstand,foto/DSC01739.JPG,POINT (52.03137955461109 5.068682342938006)
kapvergunningen.fid-46bacc95_15e80894c42_1ccc,BZ.015,Avondgaarde,Himalaja Berk,Betula utilis,48,Waardevolle houtopstand,foto/DSC01740.JPG,POINT (52.03166366189928 5.068712382729584)
kapvergunningen.fid-46bacc95_15e80894c42_1ccd,BZ.014,Avondgaarde,"Gewone,- valse Acacia",Robinia pseudoacacia,44,Waardevolle houtopstand,foto/DSC01738.JPG,POINT (52.03180496250085 5.068781326041151)
kapvergunningen.fid-46bacc95_15e80894c42_1cce,BZ.013,Donkeregaarde,Himalaja Berk,Betula utilis,48,Waardevolle houtopstand,foto/DSC01737.JPG,POINT (52.03139557178205 5.067627196114571)
kapvergunningen.fid-46bacc95_15e80894c42_1ccf,BZ.012,Donkeregaarde,Gewone Plataan,Platanus X Hispanica,48,Waardevolle houtopstand,foto/DSC01736.JPG,POINT (52.031471237339304 5.066695486290883)
kapvergunningen.fid-46bacc95_15e80894c42_1cd0,HZ.018,Ratelaar,WEET WEL,WEET WEL,56,Waardevolle houtopstand,foto/DSC01516.JPG,POINT (52.0097603406967 5.082402601020274)
kapvergunningen.fid-46bacc95_15e80894c42_1cd1,HZ.015,Ratelaar,Gewone Plataan,Platanus X Hispanica,42,Waardevolle houtopstand,foto/DSC01513.JPG,POINT (52.00599136133503 5.085268453969194)
kapvergunningen.fid-46bacc95_15e80894c42_1cd2,JW.001,Sluyterslaan,"Winter,- kleinbladige Linde",Tilia cordata,64,Waardevolle houtopstand,foto/,POINT (52.03745285012307 5.087167404198033)
kapvergunningen.fid-46bacc95_15e80894c42_1cd3,JW.019,Prof. Dr. Ornst,Gewone Plataan,Platanus X Hispanica,56,Waardevolle houtopstand,foto/DSC01907.JPG,POINT (52.037566303324816 5.088307810207072)
kapvergunningen.fid-46bacc95_15e80894c42_1cd4,JW.018,Mondriaanlaan,"Gewone,- zwarte Els",Alnus glutinosa,48,Waardevolle houtopstand,foto/DSC01906.JPG,POINT (52.03727465877342 5.0842455264286395)
kapvergunningen.fid-46bacc95_15e80894c42_1cd5,JW.017,Ansinghlaan,Els 'Spaeth',Alnus spaethii 'Spaeth',48,Waardevolle houtopstand,foto/DSC01905.JPG,POINT (52.03639180797786 5.080021641355009)
kapvergunningen.fid-46bacc95_15e80894c42_1cd6,JW.016,Ketlaan,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01904.JPG,POINT (52.03361749165621 5.080492422706456)
kapvergunningen.fid-46bacc95_15e80894c42_1cd7,JW.015,Bendienlaan,Noorse Esdoorn,Acer platanoides,48,Waardevolle houtopstand,foto/DSC01903.JPG,POINT (52.03318904367342 5.07956852166234)
kapvergunningen.fid-46bacc95_15e80894c42_1cd8,JW.014,Poortenaarlaan,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01902.JPG,POINT (52.03281434570101 5.078236231589206)
kapvergunningen.fid-46bacc95_15e80894c42_1cd9,JW.013,Poortenaarlaan,Iep 'Dodoens',Ulmus 'Dodoens',48,Waardevolle houtopstand,foto/DSC01901.JPG,POINT (52.03179909161431 5.077706966962149)
kapvergunningen.fid-46bacc95_15e80894c42_1cda,JW.012,Nypelsplantsoen,"Zomer,- inlandse Eik",Quercus robur,56,Waardevolle houtopstand,foto/DSC01900.JPG,POINT (52.03116231370042 5.0823730101522075)
kapvergunningen.fid-46bacc95_15e80894c42_1cdb,JW.011,Nypelsplantsoen,Hartbladige Els,Alnus cordata,48,Waardevolle houtopstand,foto/DSC01899.JPG,POINT (52.030858341502665 5.083349950962017)
kapvergunningen.fid-46bacc95_15e80894c42_1cdc,JW.010,Nypelsplantsoen,Gewone Plataan,Platanus X Hispanica,44,Waardevolle houtopstand,foto/DSC01898.JPG,POINT (52.030996063507466 5.081178031506639)
kapvergunningen.fid-46bacc95_15e80894c42_1cdd,JW.009,Nypelsplantsoen,Gewone Plataan,Platanus X Hispanica,44,Waardevolle houtopstand,foto/DSC01897.JPG,POINT (52.030693680370014 5.082237763432826)
kapvergunningen.fid-46bacc95_15e80894c42_1cde,JW.008,Nypelsplantsoen,Gewone Plataan,Platanus X Hispanica,48,Waardevolle houtopstand,foto/DSC01896.JPG,POINT (52.030367474866765 5.083218427749173)
kapvergunningen.fid-46bacc95_15e80894c42_1cdf,JW.007,Sluyterslaan,"Zoete Kers, kriek",Prunus avium,44,Waardevolle houtopstand,foto/DSC01895.JPG,POINT (52.03316640184402 5.086815753336521)
kapvergunningen.fid-46bacc95_15e80894c42_1ce0,JW.006,Sluyterslaan,Gewone Esdoorn,Acer pseudoplatanus,44,Waardevolle houtopstand,foto/DSC01894.JPG,POINT (52.033350050635576 5.086929648204842)
kapvergunningen.fid-46bacc95_15e80894c42_1ce1,JW.005,Sluyterslaan,"Winter,- kleinbladige Linde",Tilia cordata,60,Waardevolle houtopstand,foto/DSC01893.JPG,POINT (52.034611501089074 5.087444377104953)
kapvergunningen.fid-46bacc95_15e80894c42_1ce2,JW.004,Sluyterslaan,"Spaanse Aak, Veld Esdoorn",Acer campestre,56,Waardevolle houtopstand,foto/DSC01892.JPG,POINT (52.03515097184783 5.088577500337478)
kapvergunningen.fid-46bacc95_15e80894c42_1ce3,JW.003,Sluyterslaan,Gewone Plataan,Platanus X Hispanica,56,Waardevolle houtopstand,foto/DSC01891.JPG,POINT (52.03492650509358 5.087962540785631)
kapvergunningen.fid-46bacc95_15e80894c42_1ce4,JW.002,Stormerdijkstra,Zachte Berk,Betula pubescens,64,Waardevolle houtopstand,foto/DSC01890.JPG,POINT (52.03586493550418 5.091907209213917)
kapvergunningen.fid-46bacc95_15e80894c42_1ce5,ZU.001,Carillonlaan,Gewone Es,Fraxcinus excelsior,52,Waardevolle houtopstand,foto/,POINT (52.04186729683361 5.093736247525193)
kapvergunningen.fid-46bacc95_15e80894c42_1ce6,ZU.047,Palestrinastraa,"Spaanse Aak, Veld Esdoorn",Acer campestre,52,Waardevolle houtopstand,foto/DSC01888.JPG,POINT (52.04185020249147 5.094452024690265)
kapvergunningen.fid-46bacc95_15e80894c42_1ce7,ZU.046,Berliozstraat,Gewone Plataan,Platanus X Hispanica,56,Waardevolle houtopstand,foto/DSC01887.JPG,POINT (52.041002442176726 5.094018845038776)
kapvergunningen.fid-46bacc95_15e80894c42_1ce8,ZU.045,Bachstraat,Gewone Plataan,Platanus X Hispanica,48,Waardevolle houtopstand,foto/DSC01886.JPG,POINT (52.04076798298455 5.09298990465004)
kapvergunningen.fid-46bacc95_15e80894c42_1ce9,ZU.044,Strawinskystraa,"Gewone,- zwarte Els",Alnus glutinosa,44,Waardevolle houtopstand,foto/DSC01885.JPG,POINT (52.03924669702397 5.091000229246703)
kapvergunningen.fid-46bacc95_15e80894c42_1cea,ZU.043,Strawinskystraa,"Spaanse Aak, Veld Esdoorn",Acer campestre,52,Waardevolle houtopstand,foto/DSC01884.JPG,POINT (52.03928402037621 5.091187997832758)
kapvergunningen.fid-46bacc95_15e80894c42_1ceb,ZU.042,Strawinskystraa,"Gewone,- zwarte Els",Alnus glutinosa,48,Waardevolle houtopstand,foto/DSC01883.JPG,POINT (52.039652185937555 5.091407104639804)
kapvergunningen.fid-46bacc95_15e80894c42_1cec,ZU.041,Strawinskystraa,"Gewone,- zwarte Els",Alnus glutinosa,48,Waardevolle houtopstand,foto/DSC01882.JPG,POINT (52.03971642004197 5.092142175284106)
kapvergunningen.fid-46bacc95_15e80894c42_1ced,ZU.040,Strawinskystraa,Hartbladige Els,Alnus cordata,48,Waardevolle houtopstand,foto/DSC01881.JPG,POINT (52.04033034510494 5.092304830456813)
kapvergunningen.fid-46bacc95_15e80894c42_1cee,ZU.039,Bartokstraat,Gewone Plataan,Platanus X Hispanica,48,Waardevolle houtopstand,foto/DSC01880.JPG,POINT (52.040870209726705 5.092150502528234)
kapvergunningen.fid-46bacc95_15e80894c42_1cef,ZU.038,Bartokstraat,Es,Fraxinus angustifolia,68,Monumentale houtopstand,foto/DSC01879.JPG,POINT (52.04109750794235 5.091776523111065)
kapvergunningen.fid-46bacc95_15e80894c42_1cf0,ZU.037,Rossinihof,Veder Esdoorn,Acer negundo,52,Waardevolle houtopstand,foto/DSC01878.JPG,POINT (52.04075965450982 5.0900297134296135)
kapvergunningen.fid-46bacc95_15e80894c42_1cf1,ZU.036,Rossinihof,"Spaanse Aak, Veld Esdoorn",Acer campestre,64,Waardevolle houtopstand,foto/DSC01877.JPG,POINT (52.04089776687241 5.090622014382504)
kapvergunningen.fid-46bacc95_15e80894c42_1cf2,ZU.035,Bartokstraat,Gewone Esdoorn,Acer pseudoplatanus,48,Waardevolle houtopstand,foto/DSC01876.JPG,POINT (52.04065242760152 5.090636756235464)
kapvergunningen.fid-46bacc95_15e80894c42_1cf3,ZU.034,Ravelstraat,Hartbladige Els,Alnus cordata,44,Waardevolle houtopstand,foto/DSC01875.JPG,POINT (52.04000690572784 5.090925243008194)
kapvergunningen.fid-46bacc95_15e80894c42_1cf4,ZU.033,Bartokstraat,Hartbladige Els,Alnus cordata,56,Waardevolle houtopstand,foto/DSC01874.JPG,POINT (52.04038522428775 5.0898223142726176)
kapvergunningen.fid-46bacc95_15e80894c42_1cf5,ZU.032,Menuetlaantje,Suiker Esdoorn,Acer saccharum,56,Waardevolle houtopstand,foto/DSC01873.JPG,POINT (52.04031236235602 5.081373571835575)
kapvergunningen.fid-46bacc95_15e80894c42_1cf6,ZU.031,Sonatelaan,Noorse Bol Esdoorn,Acer platanoides 'Globosum',52,Waardevolle houtopstand,foto/DSC01872.JPG,POINT (52.04116477092178 5.080809513173431)
kapvergunningen.fid-46bacc95_15e80894c42_1cf7,ZU.030,Sonatelaan,Gewone Es,Fraxcinus excelsior,48,Waardevolle houtopstand,foto/DSC01871.JPG,POINT (52.04086505001956 5.0806497765525505)
kapvergunningen.fid-46bacc95_15e80894c42_1cf8,ZU.029,Rapsodielaan,Es,Fraxinus angustifolia,48,Waardevolle houtopstand,foto/DSC01870.JPG,POINT (52.040654843900526 5.082079592724988)
kapvergunningen.fid-46bacc95_15e80894c42_1cf9,ZU.028,Sonatelaan,Gewone Plataan,Platanus X Hispanica,48,Waardevolle houtopstand,foto/DSC01869.JPG,POINT (52.04069539250096 5.082813911510084)
kapvergunningen.fid-46bacc95_15e80894c42_1cfa,ZU.027,Sonatelaan,Piramidale Haagbeuk,Carpinus betulus 'Fastigiata',48,Waardevolle houtopstand,foto/DSC01868.JPG,POINT (52.04060162841686 5.0833990167129635)
kapvergunningen.fid-46bacc95_15e80894c42_1cfb,ZU.028,Sonatelaan,Gewone Plataan,Platanus X Hispanica,48,Waardevolle houtopstand,foto/DSC01869.JPG,POINT (52.04069539250096 5.082813911510084)
kapvergunningen.fid-46bacc95_15e80894c42_1cfc,ZU.027,Sonatelaan,Piramidale Haagbeuk,Carpinus betulus 'Fastigiata',48,Waardevolle houtopstand,foto/DSC01868.JPG,POINT (52.04060162841686 5.0833990167129635)
kapvergunningen.fid-46bacc95_15e80894c42_1cfd,ZU.026,Sonatelaan,Suiker Esdoorn,Acer saccharum,48,Waardevolle houtopstand,foto/DSC01867.JPG,POINT (52.04051826557439 5.083487033435054)
kapvergunningen.fid-46bacc95_15e80894c42_1cfe,ZU.025,Bombardonlaan,Valse Christusdoorn,Gleditsia triacanthos,48,Waardevolle houtopstand,foto/DSC01866.JPG,POINT (52.04491156907121 5.084495106020831)
kapvergunningen.fid-46bacc95_15e80894c42_1cff,ZU.024,Panfluithof,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01865.JPG,POINT (52.045860325909025 5.08680060305874)
kapvergunningen.fid-46bacc95_15e80894c42_1d00,ZU.023,Blokfluithof,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01864.JPG,POINT (52.0453491062403 5.087234047209406)
kapvergunningen.fid-46bacc95_15e80894c42_1d01,ZU.022,Mandolahof,Rode Paardenkastanje,Aesculus carnea,53,Waardevolle houtopstand,foto/DSC01863.JPG,POINT (52.04530833133571 5.088519993583327)
kapvergunningen.fid-46bacc95_15e80894c42_1d02,ZU.021,Bugelhof,Gewone Plataan,Platanus X Hispanica,65,Waardevolle houtopstand,foto/DSC01862.JPG,POINT (52.045148178713845 5.089876698449747)
kapvergunningen.fid-46bacc95_15e80894c42_1d03,ZU.020,Trompethof,Rode Paardenkastanje,Aesculus carnea,45,Waardevolle houtopstand,foto/DSC01861.JPG,POINT (52.044147756819896 5.089148687033855)
kapvergunningen.fid-46bacc95_15e80894c42_1d04,ZU.019,Manonsingel,Moeras Eik,Quercus palustris,57,Waardevolle houtopstand,foto/DSC01860.JPG,POINT (52.04278553550783 5.088589287168414)
kapvergunningen.fid-46bacc95_15e80894c42_1d05,ZU.018,Manonsingel,Moeras Eik,Quercus palustris,56,Waardevolle houtopstand,foto/DSC01859.JPG,POINT (52.04230418639424 5.088044444911952)
kapvergunningen.fid-46bacc95_15e80894c42_1d06,ZU.017,Toscalaan,Rode Esdoorn,Acer rubrum,56,Waardevolle houtopstand,foto/DSC01858.JPG,POINT (52.04207474446137 5.087241396061397)
kapvergunningen.fid-46bacc95_15e80894c42_1d07,ZU.016,Mignon,Rode Kerspruim,Prunus cerasifera 'Nigra',56,Waardevolle houtopstand,foto/DSC01857.JPG,POINT (52.04284788499211 5.085543946308263)
kapvergunningen.fid-46bacc95_15e80894c42_1d08,ZU.015,Toscalaan,Gewone Es,Fraxcinus excelsior,48,Waardevolle houtopstand,foto/DSC01856.JPG,POINT (52.042800650925464 5.085350403830643)
kapvergunningen.fid-46bacc95_15e80894c42_1d09,ZU.014,Toscalaan,Katzuraboom,Cercidiphyllum japonicum,56,Waardevolle houtopstand,foto/DSC01855.JPG,POINT (52.042481921035396 5.085837928086184)
kapvergunningen.fid-46bacc95_15e80894c42_1d0a,ZU.013,Beiaard,Amerikaanse Eik,Quercus rubra,52,Waardevolle houtopstand,foto/DSC01854.JPG,POINT (52.04161616044324 5.084357041286132)
kapvergunningen.fid-46bacc95_15e80894c42_1d0b,ZU.012,Harplaan,Noorse Esdoorn,Acer platanoides,52,Waardevolle houtopstand,foto/DSC01852.JPG,POINT (52.04155176331092 5.085180996533188)
kapvergunningen.fid-46bacc95_15e80894c42_1d0c,ZU.011,Harplaan,Piramidale Haagbeuk,Carpinus betulus 'Fastigiata',52,Waardevolle houtopstand,foto/DSC01853.JPG,POINT (52.04142686385744 5.085194956521277)
kapvergunningen.fid-46bacc95_15e80894c42_1d0d,ZU.010,Beiaard,Els 'Spaeth',Alnus spaethii 'Spaeth',52,Waardevolle houtopstand,foto/DSC01851.JPG,POINT (52.04202076160245 5.0840598764994525)
kapvergunningen.fid-46bacc95_15e80894c42_1d0e,ZU.009,Fagotlaan,Zwarte Berk,Betula nigra,52,Waardevolle houtopstand,foto/DSC01850.JPG,POINT (52.04233384965322 5.083827459828822)
kapvergunningen.fid-46bacc95_15e80894c42_1d0f,ZU.008,Fagotlaan,Sierappel,Malus,60,Waardevolle houtopstand,foto/DSC01849.JPG,POINT (52.04242007429582 5.083803554551776)
kapvergunningen.fid-46bacc95_15e80894c42_1d10,ZU.007,Triangel,Sierpeer,Pyrus,52,Waardevolle houtopstand,foto/DSC01848.JPG,POINT (52.04282283003577 5.083837266852325)
kapvergunningen.fid-46bacc95_15e80894c42_1d11,ZU.006,Klaroen,Zwarte Berk,Betula nigra,48,Waardevolle houtopstand,foto/DSC01847.JPG,POINT (52.04169971581428 5.083645186076101)
kapvergunningen.fid-46bacc95_15e80894c42_1d12,ZU.005,Klaroen,Piramidale Haagbeuk,Carpinus betulus 'Fastigiata',44,Waardevolle houtopstand,foto/DSC01846.JPG,POINT (52.04124631553211 5.084189008331245)
kapvergunningen.fid-46bacc95_15e80894c42_1d13,ZU.004,Fagotlaan,Gewone Es,Fraxcinus excelsior,52,Waardevolle houtopstand,foto/DSC01845.JPG,POINT (52.04181872438896 5.082046887138481)
kapvergunningen.fid-46bacc95_15e80894c42_1d14,ZU.003,Fagotlaan,Amerikaanse Eik,Quercus rubra,56,Waardevolle houtopstand,foto/DSC01844.JPG,POINT (52.04195624816795 5.082048865525036)
kapvergunningen.fid-46bacc95_15e80894c42_1d15,ZU.002,Fagotlaan,"Zoete Kers, kriek",Prunus avium,40,Evt. Potentiële waardev,foto/DSC01843.JPG,POINT (52.0420531560911 5.081985529754099)
kapvergunningen.fid-46bacc95_15e80894c42_1d16,BN.010,Hoveniersweide,Hartbladige Els,Alnus cordata,33,Normale houtopstand,foto/,POINT (52.0422458505872 5.077640627690225)
kapvergunningen.fid-46bacc95_15e80894c42_1d17,BN.009,Kooikersweide,Hartbladige Els,Alnus cordata,56,Waardevolle houtopstand,foto/DSC01785.JPG,POINT (52.04150077937552 5.0773163683819655)
kapvergunningen.fid-46bacc95_15e80894c42_1d18,BN.066,Florijnburg,Gewone Plataan,Platanus X Hispanica,56,Waardevolle houtopstand,foto/DSC01840.JPG,POINT (52.04212889104017 5.076914105150047)
kapvergunningen.fid-46bacc95_15e80894c42_1d19,BN.065,Waardijnburg,Gewone Plataan,Platanus X Hispanica,48,Waardevolle houtopstand,foto/DSC01839.JPG,POINT (52.041072590202305 5.0761591265499915)
kapvergunningen.fid-46bacc95_15e80894c42_1d1a,BN.064,Dukatenburg,Pluim Es,Fraxinus ornus,56,Waardevolle houtopstand,foto/DSC01838.JPG,POINT (52.039949764828606 5.077104098177407)
kapvergunningen.fid-46bacc95_15e80894c42_1d1b,BN.063,Kronenburg,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01837.JPG,POINT (52.040458654238314 5.076482586367879)
kapvergunningen.fid-46bacc95_15e80894c42_1d1c,BN.062,Penningburg,Zwarte Berk,Betula nigra,52,Waardevolle houtopstand,foto/DSC01836.JPG,POINT (52.040283596049655 5.0769035652663845)
kapvergunningen.fid-46bacc95_15e80894c42_1d1d,BN.061,Dukatenburg,Pluim Es,Fraxinus ornus,48,Waardevolle houtopstand,foto/DSC01835.JPG,POINT (52.04000115956261 5.077507471983312)
kapvergunningen.fid-46bacc95_15e80894c42_1d1e,BN.060,Penningburg,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01834.JPG,POINT (52.04073248285385 5.077388729130146)
kapvergunningen.fid-46bacc95_15e80894c42_1d1f,BN.059,Penningburg,Gewone Plataan,Platanus X Hispanica,60,Waardevolle houtopstand,foto/DSC01833.JPG,POINT (52.04086998901508 5.077725926485289)
kapvergunningen.fid-46bacc95_15e80894c42_1d20,BN.058,Dukatenburg,"Zomer,- inlandse Eik",Quercus robur,56,Waardevolle houtopstand,foto/DSC01832.JPG,POINT (52.04058854648363 5.0783677247456005)
kapvergunningen.fid-46bacc95_15e80894c42_1d21,BN.057,Dukatenburg,Gewone Plataan,Platanus X Hispanica,52,Waardevolle houtopstand,foto/DSC01831.JPG,POINT (52.04183610243617 5.078025341612257)
kapvergunningen.fid-46bacc95_15e80894c42_1d22,BN.056,Zwaardenburg,Japanse Magnolia,Magnolia kobus,48,Waardevolle houtopstand,foto/DSC01830.JPG,POINT (52.04291404758067 5.079500283425476)
kapvergunningen.fid-46bacc95_15e80894c42_1d23,BN.055,Zwaardenburg,Sierpeer,Pyrus,41,Evt. Potentiële waardev,foto/DSC01829.JPG,POINT (52.04264458699404 5.079226649113642)
kapvergunningen.fid-46bacc95_15e80894c42_1d24,BN.054,Zwaardenburg,Gewone Lijsterbes 'Fastigiata',Sorbus aucuparia 'Fastigiata',64,Waardevolle houtopstand,foto/DSC01828.JPG,POINT (52.04394712181488 5.08001765105941)
