longitude,latitude,KERKDORP,STRAATNAAM,MNR,MASTTYPE,LPH,PL DATUM,nummer,datum,cat,type,datum2,cat2,type2,titel1,datum3,KOM,LED
5.791636863546842,51.463626473518417,DEURNE,AALTJE REDDING IUSSTRAAT,1,100.C.072/7032/400,4,1-1-2001,,,,Padvinder 1 PLL 18W,1-1-2001,,MASTER PL-L 24W/840/4P 1CT/25 /,N,1-1-2009,BI,
5.791721684727441,51.463455393011763,DEURNE,AALTJE REDDING IUSSTRAAT,2,100.C.072/7032/400,4,1-1-2001,,,,Padvinder 1 PLL 18W,1-1-2001,,MASTER PL-L 24W/840/4P 1CT/25 /,N,1-1-2009,BI,
5.791835124909137,51.463266235656434,DEURNE,AALTJE REDDING IUSSTRAAT,3,100.C.072/7032/400,4,1-1-2001,,,,Padvinder 1 PLL 18W,1-1-2001,,MASTER PL-L 24W/840/4P 1CT/25 /,N,1-1-2009,BI,
5.792047692798859,51.462896959032577,DEURNE,AALTJE REDDING IUSSTRAAT,5,100.C.072/7032/400,4,1-1-2001,,,,Padvinder 1 PLL 18W,1-1-2001,,PLL 18 W,N,1-1-2001,BI,
5.792235877424887,51.463022148399673,DEURNE,AALTJE REDDING IUSSTRAAT,6,100.J.159/7032/600,6,1-3-1986,36032,1-10-2009,A,FGS224 PL-L36W 230VHF,8-2-2006,1,MASTER PL-L 36W/840/4P 1CT/25 /,A,4-5-2010,BI,
5.792667646739688,51.463029637194609,DEURNE,AALTJE REDDING IUSSTRAAT,7,100.C.073/7032/400,4,1-3-1986,34032,1-10-2009,A,EPS200 PL-L36 HF/CPS200HS 60,1-3-1986,1,MASTER PL-L 36W/840/4P 1CT/25 /,A,11-9-2006,BI,
5.792594737844298,51.462922025486392,DEURNE,AALTJE REDDING IUSSTRAAT,8,100.C.073/7032/400,4,1-12-1979,34032,1-10-2009,A,FHNSPP 133 SON70,1-12-1979,1,SON PRO70W I E27 CO CRP/24 /,A,25-6-2004,BI,
5.79243821268985,51.463120322032282,DEURNE,AALTJE REDDING IUSSTRAAT,9,100.C.073/7032/400,4,1-10-1981,34032,1-10-2009,A,FHNSPP 133 SON70,1-10-1981,1,SON PRO70W I E27 CO CRP/24 /,A11,3-12-2004,BI,
5.792493130177922,51.462823502204856,DEURNE,AALTJE REDDING IUSSTRAAT,10,100.C.073/7032/400,4,1-12-1979,34032,1-10-2009,A,FHNSPP 133 SON70,1-12-1979,1,SON PRO70W I E27 CO CRP/24 /,A11,15-8-2007,BI,
5.792913071870681,51.463118671465956,DEURNE,AALTJE REDDING IUSSTRAAT,11,100.J.159/7032/600,6,1-6-1986,36032,1-10-2009,A,FGS224 PL-L36W 230VHF,8-3-2006,1,MASTER PL-L 36W/840/4P 1CT/25 /,N,4-5-2010,BI,
5.792669408305344,51.463227383763581,DEURNE,AALTJE REDDING IUSSTRAAT,12,100.C.073/7032/400,4,1-12-1979,34032,1-10-2009,A,FHNSPP 133 SON70,1-12-1979,1,SON PRO70W I E27 CO CRP/24 /,A11,3-12-2004,BI,
5.792345394072367,51.462392554973441,DEURNE,AALTJE REDDING IUSSTRAAT,14,100.C.073/7032/400,4,1-12-1979,34032,1-10-2009,A,FHNSPP 133 SON70,1-12-1979,1,SON PRO70W I E27 CO CRP/24 /,A11,3-12-2004,BI,
5.792260417226535,51.462545658978513,DEURNE,AALTJE REDDING IUSSTRAAT,21,100.C.072/7032/400,4,1-1-2009,34032,1-1-2009,A,LMB 500 2 x PL-L 24 W evsa,1-1-2009,1,MASTER PL-L 24W/840/4P 1CT/25 /,A11,1-1-2009,BI,
5.797422110874621,51.46206919462778,DEURNE,ACHTER DE MOLENBERG,23,100.C.072/6005/400,4,1-1-2007,44005,1-1-2007,A,LMB 500 2 x PL-L 24 W,1-1-2007,1,MASTER PL-L 24W/840/4P 1CT/25 /,N,1-1-2007,BI,
5.797294469456348,51.462276384940708,DEURNE,ACHTER DE MOLENBERG,24,100.C.072/6005/400,4,1-1-2007,44005,1-1-2007,A,LMB 500 2 x PL-L 24 W,1-1-2007,1,MASTER PL-L 24W/840/4P 1CT/25 /,N,1-1-2007,BI,
5.79716658400611,51.462456609682242,DEURNE,ACHTER DE MOLENBERG,25,100.C.072/6005/400,4,1-1-2007,44005,1-1-2007,A,LMB 500 2 x PL-L 24 W,1-1-2007,1,MASTER PL-L 24W/840/4P 1CT/25 /,N,1-1-2007,BI,
5.797525023947551,51.462311529237446,DEURNE,ACHTER DE MOLENBERG,26,100.C.073/6005/400,4,1-1-2007,44005,1-1-2007,A,LMB 500 2 x PL-L 24 W,1-1-2007,1,MASTER PL-L 24W/840/4P 1CT/25 /,N,1-1-2007,BI,
5.797742162223472,51.462454585435658,DEURNE,ACHTER DE MOLENBERG,27,100.C.073/6005/400,4,1-1-2007,44005,1-1-2007,A,LMB 500 2 x PL-L 24 W,1-1-2007,1,MASTER PL-L 24W/840/4P 1CT/25 /,N,1-1-2007,BI,
5.797585012781322,51.462580981055034,DEURNE,ACHTER DE MOLENBERG,28,100.C.073/6005/400,4,1-1-2007,44005,1-1-2007,A,LMB 500 2 x PL-L 24 W,1-1-2007,1,MASTER PL-L 24W/840/4P 1CT/25 /,N,1-1-2007,BI,
5.797283076323383,51.462609009162087,DEURNE,ACHTER DE MOLENBERG,29,100.C.073/6005/400,4,1-1-2007,44005,1-1-2007,A,LMB 500 2 x PL-L 24 W,1-1-2007,1,MASTER PL-L 24W/840/4P 1CT/25 /,N,1-1-2007,BI,
5.797413634945795,51.462725404017505,DEURNE,ACHTER DE MOLENBERG,30,100.C.073/6005/400,4,1-1-2007,44005,1-1-2007,A,LMB 500 2 x PL-L 24 W,1-1-2007,1,MASTER PL-L 24W/840/4P 1CT/25 /,N,1-1-2007,BI,
5.789561121733472,51.453458375349229,DEURNE,ADRIAEN VAN OSTADEHOF,1,100.C.073/7032/400,4,1-8-1983,24032,1-11-2008,A,2000 SDN 1PLL36 evsa,11-4-2005,1,MASTER PL-L 36W/840/4P 1CT/25 /,A11,11-4-2005,BI,
5.789230308734524,51.45346850485695,DEURNE,ADRIAEN VAN OSTADEHOF,2,100.C.073/7032/400,4,1-8-1983,24032,1-11-2008,A,2000 SDN 1PLL36 evsa,11-4-2005,1,MASTER PL-L 36W/840/4P 1CT/25 /,A11,11-4-2005,BI,
5.788841314709602,51.453406923689741,DEURNE,ADRIAEN VAN OSTADEHOF,3,100.C.073/7032/400,4,1-8-1983,24032,1-11-2008,A,2000 SDN 1PLL36 evsa,11-4-2005,1,MASTER PL-L 36W/840/4P 1CT/25 /,N,1-4-2010,BI,
5.788583465137028,51.453533653999251,DEURNE,ADRIAEN VAN OSTADEHOF,4,100.C.073/7032/400,4,1-8-1983,24032,1-11-2008,A,2000 SDN 1PLL36 evsa,11-4-2005,1,MASTER PL-L 36W/840/4P 1CT/25 /,A11,11-4-2005,BI,
5.788643389379266,51.453803110634865,DEURNE,ADRIAEN VAN OSTADEHOF,5,100.C.073/7032/400,4,1-8-1983,24032,1-11-2008,A,2000 SDN 1PLL36 evsa,11-4-2005,1,MASTER PL-L 36W/840/4P 1CT/25 /,A11,11-4-2005,BI,
5.788572961294767,51.45397413949776,DEURNE,ADRIAEN VAN OSTADEHOF,6,100.C.073/7032/400,4,1-8-1983,24032,1-11-2008,A,2000 SDN 1PLL36 evsa,21-2-2011,1,MASTER PL-L 36W/840/4P 1CT/25 /,N,21-2-2011,BI,
5.788252255478567,51.453498838285867,DEURNE,ADRIAEN VAN OSTADEHOF,7,100.C.073/7032/400,4,1-8-1983,24032,1-11-2008,A,2000 SDN 1PLL36 evsa,11-4-2005,1,MASTER PL-L 36W/840/4P 1CT/25 /,A11,28-11-2008,BI,
5.787878044645535,51.453482146887538,DEURNE,ADRIAEN VAN OSTADEHOF,8,100.C.073/7032/400,4,1-8-1983,24032,1-11-2008,A,2000 SDN 1PLL36 evsa,11-4-2005,1,MASTER PL-L 36W/840/4P 1CT/25 /,N,1-4-2010,BI,
5.788415815569588,51.454100522834949,DEURNE,ADRIAEN VAN OSTADEHOF,9,100.C.073/7032/400,4,11-2-2005,24032,1-11-2008,A,2000 SDN 1PLL36 evsa,11-4-2005,1,MASTER PL-L 36W/840/4P 1CT/25 /,A11,25-1-2011,BI,
5.788445539831363,51.454208285727255,DEURNE,ADRIAEN VAN OSTADEHOF,10,100.C.073/7032/400,4,11-2-2005,24032,1-11-2008,A,2000 SDN 1PLL36 evsa,11-4-2005,1,MASTER PL-L 36W/840/4P 1CT/25 /,N,28-11-2008,BI,
