FID,omschrij_3,opmerking,code,ngd_mv,ngd_lat,bag_dp_mv,bag_dp_lat,naam_geb,comcode,comoms,gdb_geomattr_data,shape
vakindeling_stort_loswal.1,Stortvak,Deelvak,6H,0,0,0,0,Verdiepte Loswallen,00011,in de bodem en op de bodem,,"POLYGON ((570895.6529999999 5767302.8528, 570745.0226999996 5767586.0965, 570956.4429000001 5767899.141799999, 571107.1661 5767615.6609000005, 570895.6529999999 5767302.8528))"
vakindeling_stort_loswal.2,Stortvak,Rand boven vak 2,2_RB,0,0,0,0,Verdiepte Loswallen,00011,in de bodem en op de bodem,,"POLYGON ((569595.5668000001 5767860.0549, 569444.8607000001 5768143.239499999, 570220.1129999999 5769284.0338, 570369.9310999997 5769002.2554, 570335.0455999998 5768950.798699999, 570214.9841999998 5769176.5473, 569507.6766999997 5768131.554400001, 569627.3054999998 5767906.869999999, 569595.5668000001 5767860.0549))"
vakindeling_stort_loswal.3,Stortvak,Rand boven vak 1,1_RB,0,0,0,0,Verdiepte Loswallen,00011,in de bodem en op de bodem,,"POLYGON ((568817.6699000001 5766712.6438, 568665.3332000002 5766996.154200001, 569444.8607000001 5768143.239499999, 569595.5668000001 5767860.0549, 569563.8152999999 5767813.220899999, 569444.2401 5768038.0559, 568731.1204000004 5766990.5634, 568854.0568000004 5766766.315099999, 568817.6699000001 5766712.6438))"
vakindeling_stort_loswal.4,Stortvak,Rand boven vak 3,3_RB,0,0,0,0,Verdiepte Loswallen,00011,in de bodem en op de bodem,,"POLYGON ((569113.2927999999 5766162.4669, 568964.8526999997 5766438.725400001, 569742.0480000004 5767584.809, 569889.2197000002 5767308.265699999, 569857.5003000004 5767261.420700001, 569736.3005999997 5767489.0593, 569028.1178000001 5766446.567, 569150.2732999995 5766217.0689, 569113.2927999999 5766162.4669))"
vakindeling_stort_loswal.5,Stortvak,Rand boven vak 4,4_RB,0,0,0,0,Verdiepte Loswallen,00011,in de bodem en op de bodem,,"POLYGON ((569889.2197000002 5767308.265699999, 569742.0480000004 5767584.809, 570516.4227999998 5768726.733200001, 570663.0464000003 5768450.9629999995, 570628.2320999997 5768399.5529, 570507.9825999998 5768625.551100001, 569799.7995999996 5767582.558700001, 569920.9669000003 5767355.1428, 569889.2197000002 5767308.265699999))"
vakindeling_stort_loswal.6,Stortvak,Rand boven vak 5,5_RB,0,0,0,0,Verdiepte Loswallen,00011,in de bodem en op de bodem,,"POLYGON ((569410.2734000003 5765609.762, 569262.7800000003 5765884.2586, 570036.7465000004 5767031.054199999, 570183.6891000001 5766754.941400001, 570152.0221999995 5766708.0529, 570031.4232999999 5766934.563200001, 569325.4281000001 5765888.070800001, 569445.7708 5765662.3222, 569410.2734000003 5765609.762))"
vakindeling_stort_loswal.7,Stortvak,Rand boven vak 6,6_RB,0,0,0,0,Verdiepte Loswallen,00011,in de bodem en op de bodem,,"POLYGON ((570183.6879000003 5766754.9421, 570036.7452999996 5767031.055, 570809.3378999997 5768175.8149, 570956.4417000003 5767899.1415, 570921.6029000003 5767847.556299999, 570800.6678999998 5768075.0550999995, 570094.7348999996 5767028.5625, 570215.3518000003 5766801.826099999, 570183.6879000003 5766754.9421))"
vakindeling_stort_loswal.8,Stortvak,Rand onder vak 6,6_RO,0,0,0,0,Verdiepte Loswallen,00011,in de bodem en op de bodem,,"POLYGON ((570334.0832000002 5766472.3441, 570183.6891000001 5766754.942299999, 570215.3530000001 5766801.826300001, 570335.9830999998 5766575.0660999995, 571042.5407999996 5767620.0579, 570921.6040000003 5767847.556600001, 570956.4429000001 5767899.141799999, 571107.1661 5767615.6609000005, 570334.0832000002 5766472.3441))"
vakindeling_stort_loswal.9,Stortvak,Vak,c6,0,0,0,0,KF Maasgeul,00011,in de bodem en op de bodem,,"POLYGON ((573801.3375000004 5764249.830399999, 574125.7265999997 5763869.732799999, 573745.3236999996 5763545.242900001, 573420.9353 5763925.3397, 573801.3375000004 5764249.830399999))"
vakindeling_stort_loswal.10,Stortvak,Vak,g9,0,0,0,0,KF Maasgeul,00011,in de bodem en op de bodem,,"POLYGON ((573644.4555000002 5766744.0404, 573968.8627000004 5766363.9575, 573588.7927999999 5766039.7469999995, 573264.4223999996 5766419.860200001, 573644.4555000002 5766744.0404))"
