NaamPlaatsingsadres,ClusterCode,ClusterOmschrijving,ContainerCode,Fractie,latitude,longitude
loc1446,1446,Holtstek,568,huisvuil - loc1446,53.21928,6.58154
Loc1660,1660,Peizerweg Midden,481,huisvuil - Loc1660,53.21121,6.55182
Loc2243,2243,Vondellaan,1029,huisvuil - Loc2243,53.19688,6.56986
loc1153,1153,Hereweg Noord,170,huisvuil - loc1153,53.20887,6.57245
loc2993,2993,Zonnedauwweg 16a tm 16u,1082796,huisvuil - loc2993,53.17096,6.62106
loc2517,2517,Reitdiephaven midden,1037,huisvuil - loc2517,53.23542,6.52244
loc1207,1207,Van Julsinghastraat West,237,huisvuil - loc1207,53.21139,6.57924
loc1020,1020,Eglantierstraat,1144,huisvuil - loc1020,53.23446,6.55455
Loc1387,1387,Hamburgerstraat Zuid,436,huisvuil - Loc1387,53.23173,6.5777
Loc1387,1387,Hamburgerstraat Zuid,437,huisvuil - Loc1387,53.23173,6.57777
Loc1452,1452,Gorechtkade Midden Oost,575,huisvuil - Loc1452,53.22593,6.57815
GVR0175,GVR0175,Bentismaheerd 2 t/m 51,G137525,huisvuil - GVR0175,53.24852,6.59537
GVR0175,GVR0175,Bentismaheerd 2 t/m 51,G137526,huisvuil - GVR0175,53.24852,6.59544
GVR0181,GVR0181,Rijksstraatweg 136a t/m 138a,1060001,huisvuil - GVR0181,53.17429,6.60197
loc1736,1736,Ubbo Emmiussingel Oost,863,huisvuil - loc1736,53.21272,6.56704
Loc1911,1911,Laan van de Vrede Oost,945,huisvuil - Loc1911,53.20178,6.56027
9752LA0WK13,WIJK_13,Wijkcontainer 13 Vondellaan,110100049,huisvuil - 9752LA0WK13,53.17151,6.59676
9752LA0WK13,WIJK_13,Wijkcontainer 13 Vondellaan,1080174,huisvuil - 9752LA0WK13,53.17151,6.59683
Loc2500,2500,Helperbrink,882,huisvuil - Loc2500,53.1994,6.581
Loc2500,2500,Helperbrink,883,huisvuil - Loc2500,53.1994,6.58107
9752LA0WK36,WIJK_36,Wijkcontainer 36 De Schakel,110100071,huisvuil - 9752LA0WK36,53.1733,6.6021
9752LA0WK36,WIJK_36,Wijkcontainer 36 De Schakel,1082148,huisvuil - 9752LA0WK36,53.1733,6.60217
loc1735,1735,Heresingel,862,huisvuil - loc1735,53.21366,6.57132
loc1479,1479,Oliemuldersweg Noord,611,huisvuil - loc1479,53.23131,6.58192
loc1055,1055,Billitonstraat Midden,35,huisvuil - loc1055,53.23021,6.56319
loc1055,1055,Billitonstraat Midden,36,huisvuil - loc1055,53.23021,6.56326
loc1434,1434,JH Jansenstraat West,556,huisvuil - loc1434,53.22512,6.5743
loc1357,1357,Jan Luykenstraat,393,huisvuil - loc1357,53.19673,6.5704
loc1956,1956,Damsport,870,huisvuil - loc1956,53.19201,6.5572
loc1956,1956,Damsport,1299,huisvuil - loc1956,53.19201,6.55727
loc1919,1919,Landsteinerlaan,956,huisvuil - loc1919,53.19867,6.55528
loc1928,1928,Henri Dunantlaan/Hippocrateslaan,966,huisvuil - loc1928,53.19603,6.55956
Loc2487,2487,Friesestraatweg 143 t/m 167,1250,huisvuil - Loc2487,53.22109,6.53989
Loc2487,2487,Friesestraatweg 143 t/m 167,1252,huisvuil - Loc2487,53.22109,6.53996
Loc2487,2487,Friesestraatweg 143 t/m 167,1254,huisvuil - Loc2487,53.22113,6.53989
Loc2487,2487,Friesestraatweg 143 t/m 167,1256,huisvuil - Loc2487,53.22113,6.53997
loc1297,1297,Helperbrink/Coendersweg,331,huisvuil - loc1297,53.1998,6.58288
9752EC0WK232,WIJK_232,Wijkcontainer 232 Vondellaan Parkflat,107101413,huisvuil - 9752EC0WK232,53.17222,6.59912
9752EC0WK232,WIJK_232,Wijkcontainer 232 Vondellaan Parkflat,1007627,huisvuil - 9752EC0WK232,53.17222,6.59919
9752EC0WK232,WIJK_232,Wijkcontainer 232 Vondellaan Parkflat,1080138,huisvuil - 9752EC0WK232,53.17222,6.59927
9752EC0WK232,WIJK_232,Wijkcontainer 232 Vondellaan Parkflat,H000786,huisvuil - 9752EC0WK232,53.17222,6.59934
9752EC0WK232,WIJK_232,Wijkcontainer 232 Vondellaan Parkflat,107101426,huisvuil - 9752EC0WK232,53.17222,6.59942
9752EC0WK232,WIJK_232,Wijkcontainer 232 Vondellaan Parkflat,107101410,huisvuil - 9752EC0WK232,53.17226,6.59912
9752EC0WK232,WIJK_232,Wijkcontainer 232 Vondellaan Parkflat,107101412,huisvuil - 9752EC0WK232,53.17226,6.5992
9752EC0WK232,WIJK_232,Wijkcontainer 232 Vondellaan Parkflat,107101409,huisvuil - 9752EC0WK232,53.17226,6.59927
9752EC0WK232,WIJK_232,Wijkcontainer 232 Vondellaan Parkflat,107101400,huisvuil - 9752EC0WK232,53.17226,6.59935
9752EC0WK232,WIJK_232,Wijkcontainer 232 Vondellaan Parkflat,107101649,huisvuil - 9752EC0WK232,53.17226,6.59942
