FID,fotonaam,fotonummer,fotodatum,fototijd,camera,diafragma,sluitertij,opdrachtne,gsd,x,y,z,roll,pitch,yaw,gdb_geomattr_data,shape
beeldmiddenoverzicht_hrl_2021.20,2021_589010010_hrl,589010010,2021-02-25T00:00:00,09:07:35,413S11364X615192-f100,6.7,125,HLB,7.5,269136.73,477221.805,1637.484,-0.1262,0.3247,181.3598,,POINT (269136.73000000045 477221.8049999997)
beeldmiddenoverzicht_hrl_2021.21,2021_589010019_hrl,589010019,2021-02-25T00:00:00,09:08:02,413S11364X615192-f100,6.7,125,HLB,7.5,267188.202,477217.242,1636.683,-0.1785,0.3205,181.3148,,POINT (267188.2019999996 477217.2419999987)
beeldmiddenoverzicht_hrl_2021.22,2021_589020274_hrl,589020274,2021-02-25T00:00:00,09:22:38,413S11364X615192-f100,6.7,125,HLB,7.5,250757.426,475900.953,1632.802,0.0212,-0.2712,0.8485,,POINT (250757.42599999905 475900.9530000016)
beeldmiddenoverzicht_hrl_2021.23,2021_589050774_hrl,589050774,2021-02-25T00:00:00,09:52:40,413S11364X615192-f100,6.7,125,HLB,7.5,266694.804,472012.758,1639.637,0.0159,0.2221,180.2441,,POINT (266694.8040000014 472012.7580000013)
beeldmiddenoverzicht_hrl_2021.24,2021_589060942_hrl,589060942,2021-02-25T00:00:00,10:04:03,413S11364X615192-f100,6.7,125,HLB,7.5,232108.491,470727.835,1638.47,0.0207,-0.1984,0.3841,,POINT (232108.4910000004 470727.8350000009)
beeldmiddenoverzicht_hrl_2021.25,2021_589132153_hrl,589132153,2021-02-25T00:00:00,11:15:47,413S11364X615192-f100,6.7,125,HLB,7.5,239343.454,461593.342,1637.861,-0.0004,0.157,180.28,,POINT (239343.4539999999 461593.3420000002)
beeldmiddenoverzicht_hrl_2021.26,2021_589010011_hrl,589010011,2021-02-25T00:00:00,09:07:38,413S11364X615192-f100,6.7,125,HLB,7.5,268919.601,477224.12,1638.02,-0.0955,0.3301,181.3672,,POINT (268919.6009999998 477224.12000000104)
beeldmiddenoverzicht_hrl_2021.27,2021_589040689_hrl,589040689,2021-02-25T00:00:00,09:46:22,413S11364X615192-f100,6.7,125,HLB,7.5,259825.078,473283.824,1637.69,0.0704,-0.2261,0.5552,,POINT (259825.0780000016 473283.82400000095)
beeldmiddenoverzicht_hrl_2021.28,2021_589010012_hrl,589010012,2021-02-25T00:00:00,09:07:41,413S11364X615192-f100,6.7,125,HLB,7.5,268702.834,477226.359,1638.409,-0.1291,0.2909,181.351,,POINT (268702.83399999887 477226.3590000011)
beeldmiddenoverzicht_hrl_2021.29,2021_589010078_hrl,589010078,2021-02-25T00:00:00,09:10:59,413S11364X615192-f100,6.7,125,HLB,7.5,254468.56,477224.81,1631.249,-0.1051,0.3577,181.4132,,POINT (254468.55999999866 477224.80999999866)
beeldmiddenoverzicht_hrl_2021.30,2021_589030486_hrl,589030486,2021-02-25T00:00:00,09:34:51,413S11364X615192-f100,6.7,125,HLB,7.5,246827.955,474589.987,1635.077,0.0482,0.1963,180.3185,,POINT (246827.9549999982 474589.98699999973)
beeldmiddenoverzicht_hrl_2021.31,2021_589010013_hrl,589010013,2021-02-25T00:00:00,09:07:44,413S11364X615192-f100,6.7,125,HLB,7.5,268486.259,477228.031,1638.444,-0.097,0.3316,181.4206,,POINT (268486.2589999996 477228.0309999995)
beeldmiddenoverzicht_hrl_2021.32,2021_589030441_hrl,589030441,2021-02-25T00:00:00,09:32:30,413S11364X615192-f100,6.7,125,HLB,7.5,256646.694,474585.382,1634.022,-0.0496,0.222,180.2535,,POINT (256646.69399999827 474585.3819999993)
beeldmiddenoverzicht_hrl_2021.33,2021_589010014_hrl,589010014,2021-02-25T00:00:00,09:07:47,413S11364X615192-f100,6.7,125,HLB,7.5,268270.152,477226.99,1638.437,-0.1598,0.331,181.4113,,POINT (268270.15199999884 477226.98999999836)
beeldmiddenoverzicht_hrl_2021.34,2021_589010015_hrl,589010015,2021-02-25T00:00:00,09:07:50,413S11364X615192-f100,6.7,125,HLB,7.5,268053.943,477224.842,1637.2,-0.1604,0.3304,181.3413,,POINT (268053.94299999997 477224.8420000002)
beeldmiddenoverzicht_hrl_2021.35,2021_589030498_hrl,589030498,2021-02-25T00:00:00,09:35:29,413S11364X615192-f100,6.7,125,HLB,7.5,244200.198,474589.616,1636.767,0.0035,0.2415,180.3802,,POINT (244200.19799999893 474589.6160000004)
beeldmiddenoverzicht_hrl_2021.36,2021_589010118_hrl,589010118,2021-02-25T00:00:00,09:13:03,413S11364X615192-f100,6.7,125,HLB,7.5,245706.435,477200.238,1630.751,-0.1187,0.2988,181.366,,POINT (245706.43499999866 477200.23800000176)
beeldmiddenoverzicht_hrl_2021.37,2021_589010016_hrl,589010016,2021-02-25T00:00:00,09:07:53,413S11364X615192-f100,6.7,125,HLB,7.5,267837.67,477222.168,1636.382,-0.1431,0.2836,181.3785,,POINT (267837.6700000018 477222.16800000146)
beeldmiddenoverzicht_hrl_2021.38,2021_589010018_hrl,589010018,2021-02-25T00:00:00,09:07:59,413S11364X615192-f100,6.7,125,HLB,7.5,267404.028,477217.062,1636.695,-0.1627,0.3187,181.329,,POINT (267404.02800000086 477217.061999999)
beeldmiddenoverzicht_hrl_2021.39,2021_589010051_hrl,589010051,2021-02-25T00:00:00,09:09:38,413S11364X615192-f100,6.7,125,HLB,7.5,260295.805,477223.264,1637.739,-0.1363,0.2908,181.3936,,POINT (260295.8049999997 477223.26399999857)
beeldmiddenoverzicht_hrl_2021.40,2021_589040672_hrl,589040672,2021-02-25T00:00:00,09:45:43,413S11364X615192-f100,6.7,125,HLB,7.5,256167.725,473284.699,1638.412,-0.0096,-0.213,0.6002,,POINT (256167.7250000015 473284.69900000095)
beeldmiddenoverzicht_hrl_2021.41,2021_589010020_hrl,589010020,2021-02-25T00:00:00,09:08:05,413S11364X615192-f100,6.7,125,HLB,7.5,266965.391,477220.203,1636.533,-0.1224,0.2915,181.3642,,POINT (266965.3909999989 477220.2030000016)
beeldmiddenoverzicht_hrl_2021.42,2021_589152347_hrl,589152347,2021-02-25T00:00:00,11:28:58,413S11364X615192-f100,6.7,125,HLB,7.5,252410.785,458994.113,1645.147,-0.018,0.15,180.2837,,POINT (252410.78500000015 458994.11300000176)
beeldmiddenoverzicht_hrl_2021.43,2021_589040575_hrl,589040575,2021-02-25T00:00:00,09:41:56,413S11364X615192-f100,6.7,125,HLB,7.5,234923.615,473281.288,1638.791,-0.017,-0.2157,0.5574,,POINT (234923.61499999836 473281.2879999988)
beeldmiddenoverzicht_hrl_2021.44,2021_589010055_hrl,589010055,2021-02-25T00:00:00,09:09:50,413S11364X615192-f100,6.7,125,HLB,7.5,259440.185,477227.073,1638.131,-0.1179,0.2831,181.4363,,POINT (259440.18499999866 477227.0729999989)
beeldmiddenoverzicht_hrl_2021.45,2021_589061064_hrl,589061064,2021-02-25T00:00:00,10:08:49,413S11364X615192-f100,6.7,125,HLB,7.5,258762.773,470721.64,1637.499,0.0076,-0.1858,0.4308,,POINT (258762.77299999818 470721.6400000006)
beeldmiddenoverzicht_hrl_2021.46,2021_589020218_hrl,589020218,2021-02-25T00:00:00,09:20:27,413S11364X615192-f100,6.7,125,HLB,7.5,238478.777,475906.415,1630.993,0.1003,-0.2598,0.6414,,POINT (238478.77699999884 475906.4149999991)
beeldmiddenoverzicht_hrl_2021.47,2021_589010023_hrl,589010023,2021-02-25T00:00:00,09:08:14,413S11364X615192-f100,6.7,125,HLB,7.5,266319.843,477228.013,1637.664,-0.1043,0.3114,181.3959,,POINT (266319.8429999985 477228.01300000027)
beeldmiddenoverzicht_hrl_2021.48,2021_589010149_hrl,589010149,2021-02-25T00:00:00,09:14:40,413S11364X615192-f100,6.7,125,HLB,7.5,238908.934,477213.83,1631.982,-0.1174,0.2813,181.4351,,POINT (238908.93400000036 477213.8299999982)
beeldmiddenoverzicht_hrl_2021.49,2021_589020351_hrl,589020351,2021-02-25T00:00:00,09:25:38,413S11364X615192-f100,6.7,125,HLB,7.5,267399.091,475892.097,1630.998,0.0229,-0.2773,0.9677,,POINT (267399.09099999815 475892.09699999914)
beeldmiddenoverzicht_hrl_2021.50,2021_589010085_hrl,589010085,2021-02-25T00:00:00,09:11:20,413S11364X615192-f100,6.7,125,HLB,7.5,252935.95,477215.529,1632.048,-0.1467,0.3126,181.3621,,POINT (252935.94999999925 477215.52899999917)
beeldmiddenoverzicht_hrl_2021.51,2021_589020208_hrl,589020208,2021-02-25T00:00:00,09:20:04,413S11364X615192-f100,6.7,125,HLB,7.5,236276.601,475901.102,1632.901,0.0954,-0.2406,0.7546,,POINT (236276.6009999998 475901.1020000018)
beeldmiddenoverzicht_hrl_2021.52,2021_589010024_hrl,589010024,2021-02-25T00:00:00,09:08:17,413S11364X615192-f100,6.7,125,HLB,7.5,266096.837,477228.077,1637.131,-0.0969,0.339,181.4025,,POINT (266096.8370000012 477228.0769999996)
beeldmiddenoverzicht_hrl_2021.53,2021_589020192_hrl,589020192,2021-02-25T00:00:00,09:19:26,413S11364X615192-f100,6.7,125,HLB,7.5,232767.927,475887.142,1631.652,0.0751,-0.254,0.8558,,POINT (232767.92700000107 475887.1420000009)
beeldmiddenoverzicht_hrl_2021.54,2021_589010025_hrl,589010025,2021-02-25T00:00:00,09:08:20,413S11364X615192-f100,6.7,125,HLB,7.5,265881.351,477226.488,1636.32,-0.1553,0.3066,181.3904,,POINT (265881.3509999998 477226.48800000176)
beeldmiddenoverzicht_hrl_2021.55,2021_589050811_hrl,589050811,2021-02-25T00:00:00,09:54:37,413S11364X615192-f100,6.7,125,HLB,7.5,258736.638,472009.8,1638.012,0.0283,0.1553,180.1996,,POINT (258736.63800000027 472009.80000000075)
beeldmiddenoverzicht_hrl_2021.56,2021_589010026_hrl,589010026,2021-02-25T00:00:00,09:08:23,413S11364X615192-f100,6.7,125,HLB,7.5,265665.568,477224.197,1636.061,-0.1459,0.3048,181.3716,,POINT (265665.56799999997 477224.1970000006)
beeldmiddenoverzicht_hrl_2021.57,2021_589010117_hrl,589010117,2021-02-25T00:00:00,09:13:00,413S11364X615192-f100,6.7,125,HLB,7.5,245925.418,477201.529,1631.378,-0.0647,0.3234,181.3343,,POINT (245925.41800000146 477201.52899999917)
beeldmiddenoverzicht_hrl_2021.58,2021_589010027_hrl,589010027,2021-02-25T00:00:00,09:08:26,413S11364X615192-f100,6.7,125,HLB,7.5,265449.871,477221.16,1636.357,-0.1545,0.3256,181.3315,,POINT (265449.87099999934 477221.16000000015)
beeldmiddenoverzicht_hrl_2021.59,2021_589071256_hrl,589071256,2021-02-25T00:00:00,10:20:38,413S11364X615192-f100,6.7,125,HLB,7.5,238918.571,469425.81,1634.414,-0.0129,0.1473,180.2899,,POINT (238918.5709999986 469425.80999999866)
beeldmiddenoverzicht_hrl_2021.60,2021_589010028_hrl,589010028,2021-02-25T00:00:00,09:08:29,413S11364X615192-f100,6.7,125,HLB,7.5,265234.023,477218.775,1635.84,-0.1413,0.3302,181.2845,,POINT (265234.0229999982 477218.7749999985)
beeldmiddenoverzicht_hrl_2021.61,2021_589061093_hrl,589061093,2021-02-25T00:00:00,10:09:56,413S11364X615192-f100,6.7,125,HLB,7.5,264999.378,470722.175,1641.361,-0.0075,-0.1578,0.4637,,POINT (264999.3779999986 470722.17500000075)
beeldmiddenoverzicht_hrl_2021.62,2021_589071284_hrl,589071284,2021-02-25T00:00:00,10:22:05,413S11364X615192-f100,6.7,125,HLB,7.5,232777.198,469425.155,1632.809,-0.0104,0.1934,180.2818,,POINT (232777.19799999893 469425.1550000012)
beeldmiddenoverzicht_hrl_2021.63,2021_589010029_hrl,589010029,2021-02-25T00:00:00,09:08:32,413S11364X615192-f100,6.7,125,HLB,7.5,265018.038,477218.429,1635.268,-0.1318,0.3306,181.3844,,POINT (265018.0379999988 477218.4290000014)
beeldmiddenoverzicht_hrl_2021.64,2021_589010143_hrl,589010143,2021-02-25T00:00:00,09:14:21,413S11364X615192-f100,6.7,125,HLB,7.5,240229.404,477208.895,1632.963,-0.0708,0.2936,181.472,,POINT (240229.40399999917 477208.89499999955)
beeldmiddenoverzicht_hrl_2021.65,2021_589010030_hrl,589010030,2021-02-25T00:00:00,09:08:35,413S11364X615192-f100,6.7,125,HLB,7.5,264801.798,477220.067,1635.693,-0.1008,0.342,181.3581,,POINT (264801.7980000004 477220.06700000167)
beeldmiddenoverzicht_hrl_2021.66,2021_589010100_hrl,589010100,2021-02-25T00:00:00,09:12:07,413S11364X615192-f100,6.7,125,HLB,7.5,249653.212,477213.67,1631.354,-0.1698,0.3206,181.4478,,POINT (249653.21200000122 477213.6700000018)
beeldmiddenoverzicht_hrl_2021.67,2021_589010031_hrl,589010031,2021-02-25T00:00:00,09:08:38,413S11364X615192-f100,6.7,125,HLB,7.5,264586.049,477223.837,1636.584,-0.1758,0.3237,181.3987,,POINT (264586.0489999987 477223.8370000012)
beeldmiddenoverzicht_hrl_2021.68,2021_589101699_hrl,589101699,2021-02-25T00:00:00,10:47:35,413S11364X615192-f100,6.7,125,HLB,7.5,249644.912,465485.715,1638.461,-0.0296,-0.1168,0.3842,,POINT (249644.91200000048 465485.71499999985)
beeldmiddenoverzicht_hrl_2021.69,2021_589101616_hrl,589101616,2021-02-25T00:00:00,10:44:18,413S11364X615192-f100,6.7,125,HLB,7.5,231458.75,465498.069,1632.932,0.2573,0.1338,0.3694,,POINT (231458.75 465498.0689999983)
beeldmiddenoverzicht_hrl_2021.70,2021_589020196_hrl,589020196,2021-02-25T00:00:00,09:19:35,413S11364X615192-f100,6.7,125,HLB,7.5,233644.968,475890.179,1628.807,0.0134,-0.2379,0.8878,,POINT (233644.96799999848 475890.1790000014)
beeldmiddenoverzicht_hrl_2021.71,2021_589020291_hrl,589020291,2021-02-25T00:00:00,09:23:18,413S11364X615192-f100,6.7,125,HLB,7.5,254467.44,475903.926,1629.455,0.0602,-0.2507,0.8068,,POINT (254467.44000000134 475903.92599999905)
beeldmiddenoverzicht_hrl_2021.72,2021_589010032_hrl,589010032,2021-02-25T00:00:00,09:08:41,413S11364X615192-f100,6.7,125,HLB,7.5,264370.471,477227.903,1636.969,-0.0918,0.3136,181.4104,,POINT (264370.47100000083 477227.90300000086)
beeldmiddenoverzicht_hrl_2021.73,2021_589010083_hrl,589010083,2021-02-25T00:00:00,09:11:14,413S11364X615192-f100,6.7,125,HLB,7.5,253375.628,477217.943,1631.692,-0.1457,0.3058,181.4277,,POINT (253375.62799999863 477217.94299999997)
beeldmiddenoverzicht_hrl_2021.74,2021_589010033_hrl,589010033,2021-02-25T00:00:00,09:08:44,413S11364X615192-f100,6.7,125,HLB,7.5,264155.167,477229.97,1637.269,-0.0897,0.3352,181.4273,,POINT (264155.16699999943 477229.9699999988)
beeldmiddenoverzicht_hrl_2021.75,2021_589010034_hrl,589010034,2021-02-25T00:00:00,09:08:47,413S11364X615192-f100,6.7,125,HLB,7.5,263938.954,477229.035,1637.432,-0.1245,0.3157,181.3774,,POINT (263938.9539999999 477229.03500000015)
beeldmiddenoverzicht_hrl_2021.76,2021_589010035_hrl,589010035,2021-02-25T00:00:00,09:08:50,413S11364X615192-f100,6.7,125,HLB,7.5,263723.661,477226.576,1637.407,-0.1629,0.2967,181.4008,,POINT (263723.66099999845 477226.5760000013)
beeldmiddenoverzicht_hrl_2021.77,2021_589060998_hrl,589060998,2021-02-25T00:00:00,10:06:16,413S11364X615192-f100,6.7,125,HLB,7.5,244397.739,470723.378,1637.352,0.0313,-0.175,0.4049,,POINT (244397.73900000006 470723.3779999986)
beeldmiddenoverzicht_hrl_2021.78,2021_589071162_hrl,589071162,2021-02-25T00:00:00,10:15:42,413S11364X615192-f100,6.7,125,HLB,7.5,259411.508,469429.134,1639.96,-0.0118,0.144,180.2596,,POINT (259411.5080000013 469429.1339999996)
beeldmiddenoverzicht_hrl_2021.79,2021_589111886_hrl,589111886,2021-02-25T00:00:00,10:58:52,413S11364X615192-f100,6.7,125,HLB,7.5,237167.961,464209.981,1636.831,-0.0413,0.1319,180.3897,,POINT (237167.9609999992 464209.98099999875)
beeldmiddenoverzicht_hrl_2021.80,2021_589010088_hrl,589010088,2021-02-25T00:00:00,09:11:30,413S11364X615192-f100,6.7,125,HLB,7.5,252285.257,477219.824,1632.593,-0.1234,0.3154,181.4237,,POINT (252285.25699999928 477219.82400000095)
beeldmiddenoverzicht_hrl_2021.81,2021_589050859_hrl,589050859,2021-02-25T00:00:00,09:57:10,413S11364X615192-f100,6.7,125,HLB,7.5,248311.479,472011.296,1638.157,-0.0017,0.1541,180.2497,,POINT (248311.47899999842 472011.2960000001)
beeldmiddenoverzicht_hrl_2021.82,2021_589050843_hrl,589050843,2021-02-25T00:00:00,09:56:18,413S11364X615192-f100,6.7,125,HLB,7.5,251797.478,472007.431,1637.552,0.0337,0.1762,180.2981,,POINT (251797.47800000012 472007.4310000017)
beeldmiddenoverzicht_hrl_2021.83,2021_589010037_hrl,589010037,2021-02-25T00:00:00,09:08:56,413S11364X615192-f100,6.7,125,HLB,7.5,263292.668,477220.317,1636.668,-0.1377,0.3239,181.3956,,POINT (263292.66800000146 477220.31700000167)
beeldmiddenoverzicht_hrl_2021.84,2021_589101729_hrl,589101729,2021-02-25T00:00:00,10:48:44,413S11364X615192-f100,6.7,125,HLB,7.5,256151.66,465493.667,1634.407,-0.0019,-0.1802,0.3066,,POINT (256151.66000000015 465493.66699999943)
beeldmiddenoverzicht_hrl_2021.85,2021_589010038_hrl,589010038,2021-02-25T00:00:00,09:08:59,413S11364X615192-f100,6.7,125,HLB,7.5,263076.789,477217.231,1636.599,-0.1422,0.3424,181.3616,,POINT (263076.7890000008 477217.23099999875)
beeldmiddenoverzicht_hrl_2021.86,2021_589010048_hrl,589010048,2021-02-25T00:00:00,09:09:29,413S11364X615192-f100,6.7,125,HLB,7.5,260943.087,477220.215,1637.307,-0.134,0.3194,181.3766,,POINT (260943.08700000122 477220.21499999985)
beeldmiddenoverzicht_hrl_2021.87,2021_589061031_hrl,589061031,2021-02-25T00:00:00,10:07:32,413S11364X615192-f100,6.7,125,HLB,7.5,251602.598,470728.19,1637.502,0.0197,-0.1998,0.3501,,POINT (251602.59800000116 470728.19000000134)
beeldmiddenoverzicht_hrl_2021.88,2021_589010039_hrl,589010039,2021-02-25T00:00:00,09:09:02,413S11364X615192-f100,6.7,125,HLB,7.5,262860.534,477215.524,1636.334,-0.1486,0.3525,181.3506,,POINT (262860.53400000185 477215.5240000002)
beeldmiddenoverzicht_hrl_2021.89,2021_589010070_hrl,589010070,2021-02-25T00:00:00,09:10:35,413S11364X615192-f100,6.7,125,HLB,7.5,256202.375,477220.803,1632.672,-0.057,0.305,181.4292,,POINT (256202.375 477220.8029999994)
beeldmiddenoverzicht_hrl_2021.90,2021_589010040_hrl,589010040,2021-02-25T00:00:00,09:09:05,413S11364X615192-f100,6.7,125,HLB,7.5,262650.965,477215.058,1636.044,-0.1108,0.3221,181.3469,,POINT (262650.96499999985 477215.05799999833)
beeldmiddenoverzicht_hrl_2021.91,2021_589071254_hrl,589071254,2021-02-25T00:00:00,10:20:31,413S11364X615192-f100,6.7,125,HLB,7.5,239359.401,469427.507,1633.727,-0.0522,0.1921,180.3334,,POINT (239359.40100000054 469427.5069999993)
beeldmiddenoverzicht_hrl_2021.92,2021_589010041_hrl,589010041,2021-02-25T00:00:00,09:09:08,413S11364X615192-f100,6.7,125,HLB,7.5,262434.562,477215.024,1636.225,-0.086,0.3024,181.3535,,POINT (262434.561999999 477215.0240000002)
beeldmiddenoverzicht_hrl_2021.93,2021_589010042_hrl,589010042,2021-02-25T00:00:00,09:09:11,413S11364X615192-f100,6.7,125,HLB,7.5,262218.503,477215.529,1636.836,-0.0934,0.3218,181.3364,,POINT (262218.5029999986 477215.52899999917)
beeldmiddenoverzicht_hrl_2021.94,2021_589040709_hrl,589040709,2021-02-25T00:00:00,09:47:08,413S11364X615192-f100,6.7,125,HLB,7.5,264123.805,473289.577,1638.687,-0.0127,-0.2058,0.5461,,POINT (264123.8049999997 473289.5769999996)
beeldmiddenoverzicht_hrl_2021.95,2021_589040617_hrl,589040617,2021-02-25T00:00:00,09:43:35,413S11364X615192-f100,6.7,125,HLB,7.5,244165.702,473293.485,1635.086,0.0005,-0.2275,0.3728,,POINT (244165.70199999958 473293.4849999994)
beeldmiddenoverzicht_hrl_2021.96,2021_589010043_hrl,589010043,2021-02-25T00:00:00,09:09:14,413S11364X615192-f100,6.7,125,HLB,7.5,262010.648,477216.156,1637.618,-0.0784,0.2977,181.3597,,POINT (262010.64799999818 477216.1559999995)
beeldmiddenoverzicht_hrl_2021.97,2021_589010059_hrl,589010059,2021-02-25T00:00:00,09:10:02,413S11364X615192-f100,6.7,125,HLB,7.5,258582.69,477227.601,1636.564,-0.1385,0.3001,181.4259,,POINT (258582.69000000134 477227.6009999998)
beeldmiddenoverzicht_hrl_2021.98,2021_589010160_hrl,589010160,2021-02-25T00:00:00,09:15:15,413S11364X615192-f100,6.7,125,HLB,7.5,236489.647,477205.063,1632.023,-0.0819,0.2823,181.3709,,POINT (236489.64699999988 477205.063000001)
beeldmiddenoverzicht_hrl_2021.99,2021_589010058_hrl,589010058,2021-02-25T00:00:00,09:09:59,413S11364X615192-f100,6.7,125,HLB,7.5,258798.634,477228.458,1637.341,-0.1495,0.2934,181.5077,,POINT (258798.6339999996 477228.45800000057)
beeldmiddenoverzicht_hrl_2021.100,2021_589010044_hrl,589010044,2021-02-25T00:00:00,09:09:17,413S11364X615192-f100,6.7,125,HLB,7.5,261794.762,477216.659,1638.386,-0.1404,0.3264,181.3823,,POINT (261794.76199999824 477216.65900000185)
beeldmiddenoverzicht_hrl_2021.101,2021_589061115_hrl,589061115,2021-02-25T00:00:00,10:10:47,413S11364X615192-f100,6.7,125,HLB,7.5,269751.178,470732.425,1640.513,-0.002,-0.22,0.4307,,POINT (269751.1779999994 470732.42500000075)
beeldmiddenoverzicht_hrl_2021.102,2021_589010045_hrl,589010045,2021-02-25T00:00:00,09:09:20,413S11364X615192-f100,6.7,125,HLB,7.5,261577.502,477217.179,1638.339,-0.0727,0.3086,181.3627,,POINT (261577.50200000033 477217.1790000014)
beeldmiddenoverzicht_hrl_2021.103,2021_589010061_hrl,589010061,2021-02-25T00:00:00,09:10:08,413S11364X615192-f100,6.7,125,HLB,7.5,258155.202,477224.379,1630.707,-0.1607,0.3235,181.4571,,POINT (258155.20199999958 477224.37900000066)
