FID,length,br_links,br_rechts,vliegdatum,filenaam,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2008.16,6394.687,206,-194.30000305,27 maart 2008,ameland_ar4_04,,,"LINESTRING (174918.9059999995 603428.061999999, 169890.9219999984 607379.188000001)"
vlieglijnen_kust_2008.17,5424.81,187.80000305,-185.30000305,27 maart 2008,ameland_ar4_05,,,"LINESTRING (174067.063000001 603802, 169777.0159999989 607122.25)"
vlieglijnen_kust_2008.18,6012.112,216.69999695,-193,27 maart 2008,ameland_ar4_06,,,"LINESTRING (174469.3590000011 603196.313000001, 169722.7969999984 606886.25)"
vlieglijnen_kust_2008.19,4682.545,191.69999695,-247.5,27 maart 2008,ameland_ar4_07,,,"LINESTRING (173446.8440000005 603674.5, 169750.6719999984 606549.313000001)"
vlieglijnen_kust_2008.20,5520.084,203,-230.1000061,27 maart 2008,ameland_ar4_08,,,"LINESTRING (174268.7659999989 602759.436999999, 169903.4219999984 606138.063000001)"
vlieglijnen_kust_2008.21,3671.763,145.3999939,-85.59999847,27 maart 2008,ameland_ar4_09,,,"LINESTRING (173158.9059999995 603436.875, 170243.188000001 605668.561999999)"
vlieglijnen_kust_2008.22,1330.413,87.5,-122.09999847,23-4-2008,n_holland_ar13_01,,,"LINESTRING (109136.4299999997 543721.125, 108936.1409999989 542405.875)"
vlieglijnen_kust_2008.23,9383.5,142.19999695,-240.8999939,23-4-2008,n_holland_ar13_02,,,"LINESTRING (109914.22700000182 551497, 109110.31300000101 542148)"
vlieglijnen_kust_2008.24,11516.311,696.59997559,-605.40002441,23-4-2008,n_holland_ar13_03,,,"LINESTRING (109127.0309999995 540441.25, 110116.9299999997 551914.938000001)"
vlieglijnen_kust_2008.25,8140.82,196.8999939,-207,23-4-2008,n_holland_ar13_04,,,"LINESTRING (109679.47700000182 543784, 110304.2190000005 551900.813000001)"
vlieglijnen_kust_2008.26,2714.144,311.70001221,-212.5,25-4-2008,n_holland_ar14_02,,,"LINESTRING (105729.4690000005 532293.5, 105195 529632.5)"
vlieglijnen_kust_2008.27,14197.34,140.8999939,-244,25-4-2008,n_holland_ar14_03,,,"LINESTRING (109527.1090000011 544626.375, 105642.29699999839 530970.875)"
vlieglijnen_kust_2008.28,17187.152,220.30000305,-185.3999939,25-4-2008,n_holland_ar14_04,,,"LINESTRING (105003.0309999995 527944.188000001, 109640.7190000005 544493.813000001)"
vlieglijnen_kust_2008.29,11298.616,198.19999695,-248.5,25-4-2008,n_holland_ar14_05,,,"LINESTRING (109628.97700000182 543636.563000001, 106591.5700000003 532753.875)"
vlieglijnen_kust_2008.30,17147.783,224.80000305,-156.3999939,25-4-2008,n_holland_ar15_01,,,"LINESTRING (100805.88300000131 501355.5940000005, 103441.4609999992 518299.625)"
vlieglijnen_kust_2008.31,15668.344,215.30000305,-250.80000305,25-4-2008,n_holland_ar15_02,,,"LINESTRING (103652.9690000005 518977.936999999, 101358.1090000011 503478.563000001)"
vlieglijnen_kust_2008.32,18176.65,247.80000305,-248.5,25-4-2008,n_holland_ar15_03,,,"LINESTRING (101484.7809999995 502832.25, 104107.07800000161 520818.75)"
vlieglijnen_kust_2008.33,922.373,134.1000061,-103.5,25-4-2008,n_holland_ar16_02,,,"LINESTRING (99411.45300000161 498866.2190000005, 98960.39799999818 498061.6559999995)"
vlieglijnen_kust_2008.34,2926.171,210.6000061,-198.19999695,25-4-2008,n_holland_ar16_03,,,"LINESTRING (100269.31300000101 500747.6559999995, 99156.27299999818 498041.438000001)"
vlieglijnen_kust_2008.35,6725.312,201.5,-221,25-4-2008,n_holland_ar16_04,,,"LINESTRING (101494.0940000005 504441.9690000005, 99427.54699999839 498042.0309999995)"
vlieglijnen_kust_2008.36,6714.558,240,-254.19999695,25-4-2008,n_holland_ar16_05,,,"LINESTRING (101695.8440000005 504542.125, 99708.81300000101 498128.313000001)"
vlieglijnen_kust_2008.37,12272.352,194,-195.69999695,25-4-2008,n_holland_ar17_01,,,"LINESTRING (104695.52299999818 528251.438000001, 103179.17199999839 516073.125)"
vlieglijnen_kust_2008.38,14073.588,222.69999695,-259.5,25-4-2008,n_holland_ar17_02,,,"LINESTRING (105124.50800000131 530788.75, 103439.4299999997 516816.4059999995)"
vlieglijnen_kust_2008.39,11658.909,239.8999939,-241.19999695,25-4-2008,n_holland_ar17_03,,,"LINESTRING (105423.7809999995 531620.875, 104046.0390000008 520043.6559999995)"
vlieglijnen_kust_2008.40,12660.346,237.69999695,-273.20001221,25-4-2008,n_holland_ar17_04,,,"LINESTRING (104247.47700000182 519512.4059999995, 105689.36699999869 532090.375)"
vlieglijnen_kust_2008.41,2898.996,127.40000153,-142.6000061,21-4-2008,schierm_02,,,"LINESTRING (221327.313000001 615373.5, 218451.625 615006.625)"
vlieglijnen_kust_2008.42,6383.117,196.1000061,-210,21-4-2008,schierm_03,,,"LINESTRING (221692.7340000011 615258.625, 215363.5159999989 614430.875)"
vlieglijnen_kust_2008.43,16732.947,196.30000305,-216.5,21-4-2008,schierm_04,,,"LINESTRING (221817.3590000011 615036.75, 205199.9840000011 613073.5)"
vlieglijnen_kust_2008.44,16993.25,197.3999939,-214.5,21-4-2008,schierm_05,,,"LINESTRING (221849.25 614775.75, 204955.7190000005 612937.5)"
vlieglijnen_kust_2008.45,17312.023,196.80000305,-199.5,21-4-2008,schierm_06,,,"LINESTRING (221871.2190000005 614536.375, 204658.0780000016 612688.686999999)"
vlieglijnen_kust_2008.46,17710.176,195,-201.1000061,21-4-2008,schierm_07,,,"LINESTRING (221914.2340000011 614298.313000001, 204305.438000001 612406.061999999)"
vlieglijnen_kust_2008.47,18070.543,203.69999695,-200.69999695,21-4-2008,schierm_08,,,"LINESTRING (221938.7030000016 614072, 203971.9840000011 612137.688000001)"
vlieglijnen_kust_2008.48,19089.02,207,-227.1000061,21-4-2008,schierm_09,,,"LINESTRING (222633.2969999984 613899.561999999, 203654.438000001 611851.75)"
vlieglijnen_kust_2008.49,19270.879,199.1000061,-203.8999939,21-4-2008,schierm_10,,,"LINESTRING (222658.8590000011 613663.186999999, 203499.0940000005 611596.75)"
vlieglijnen_kust_2008.50,19333.553,198.1000061,-199,21-4-2008,schierm_11,,,"LINESTRING (222651.0940000005 613404.5, 203427.5469999984 611345)"
vlieglijnen_kust_2008.51,19353.371,193.80000305,-186.8999939,21-4-2008,schierm_12,,,"LINESTRING (222641.4059999995 613172.75, 203400.686999999 611087.625)"
vlieglijnen_kust_2008.52,19313.256,201.8999939,-281.70001221,21-4-2008,schierm_13,,,"LINESTRING (222602.4840000011 612917.813000001, 203400.6090000011 610846.625)"
vlieglijnen_kust_2008.53,15587.074,196.80000305,-187.6000061,21-4-2008,schierm_14,,,"LINESTRING (218898.4840000011 612273, 203399.7809999995 610615.563000001)"
vlieglijnen_kust_2008.54,16767.348,281.29998779,-208.19999695,21-4-2008,schierm_15,,,"LINESTRING (220059.938000001 612140.875, 203385.7969999984 610375.375)"
vlieglijnen_kust_2008.55,12400.066,295.70001221,-246.6000061,21-4-2008,schierm_17,,,"LINESTRING (203282.188000001 609861.186999999, 215609.2030000016 611205.186999999)"
vlieglijnen_kust_2008.56,10995.479,190.6000061,-192.80000305,21-4-2008,schierm_18,,,"LINESTRING (214282.563000001 611294.561999999, 203350.625 610114.186999999)"
vlieglijnen_kust_2008.57,12247.69,671.29998779,-194.5,21-4-2008,schierm_19,,,"LINESTRING (215304.9840000011 610679.875, 203126.4690000005 609380)"
vlieglijnen_kust_2008.58,10741.583,193.5,-198.80000305,21-4-2008,schierm_20,,,"LINESTRING (213881.7969999984 610763.25, 203202.7340000011 609606)"
vlieglijnen_kust_2008.59,8202.432,396.70001221,-202.8999939,23-4-2008,schierm_21,,,"LINESTRING (211270.7659999989 610022.061999999, 203117.625 609124.186999999)"
vlieglijnen_kust_2008.60,8130.774,300.70001221,-201.5,23-4-2008,schierm_22,,,"LINESTRING (211228 609753.875, 203144.5940000005 608877.5)"
vlieglijnen_kust_2008.61,4106.935,195.80000305,-188.5,23-4-2008,schierm_23,,,"LINESTRING (207276.125 609083.125, 203192.875 608642.686999999)"
vlieglijnen_kust_2008.62,4070.268,199.8999939,-200.80000305,23-4-2008,schierm_24,,,"LINESTRING (207351.2340000011 608834.375, 203302.0309999995 608420.811999999)"
vlieglijnen_kust_2008.63,3357.752,196.19999695,-187.8999939,23-4-2008,schierm_25,,,"LINESTRING (207151.9840000011 608333.375, 203812.563000001 607983)"
vlieglijnen_kust_2008.64,4986.342,194.5,-216.80000305,23-4-2008,schierm_26,,,"LINESTRING (208609.875 608740.688000001, 203650.811999999 608219.813000001)"
vlieglijnen_kust_2008.65,4711.959,271.79998779,-205.1000061,23-4-2008,schierm_27,,,"LINESTRING (208615.1559999995 608244.875, 203928.25 607759.625)"
vlieglijnen_kust_2008.66,2631.502,194.5,-182.1000061,23-4-2008,schierm_28,,,"LINESTRING (206929.7809999995 607580.186999999, 204310.8280000016 607323.5)"
vlieglijnen_kust_2008.67,4156.447,297.70001221,-196.6000061,23-4-2008,schierm_29,,,"LINESTRING (208633.7340000011 607539.5, 204499.0469999984 607114.75)"
vlieglijnen_kust_2008.68,3044.192,235.5,-210.8999939,23-4-2008,schierm_30,,,"LINESTRING (207182.0469999984 607846.625, 204154.2809999995 607530.811999999)"
vlieglijnen_kust_2008.69,1252.478,207.5,-209.8999939,23-4-2008,schierm_31,,,"LINESTRING (206021.7340000011 606969.561999999, 204771.7340000011 607048.313000001)"
