OBJECTID,NAAM,DETAIL,CATEGORIE,MUTATIEDATUM,KIJKHOEK,BOOGSTRAAL,GEOSUBCODE_PVR,KM_GEOCODE_PVR,SPOORNAAM_PVR,GEOSUBCODE,KM_GEOCODE,SPOORNAAM,SPOORTAK_AFSTAND,RECHTSTAND,BINNENZIJDEBOOG,KWALITEIT,X,Y,Z,PROCESSTATUS,OBSTAKEL_ID,RECHTSTAND_VERTICAAL,SNELHEID,POSITIONELE_NAUWKEURIGHEID_MM,REF_FUNC_SPOORTAK_NAAM_LANG,VERKANTING,BOOGSTRAAL_VERTICAAL,MEETDATUM,REF_FUNCTIONELE_SPOORTAK_PUIC
189,522-2015-49-0035,,Bord,2016/01/08 13:27:31+00,0,0,522_b,57.768,3_,522_b,57.767788,3,0.00869356,Y,N,Middel,108488.9375,504023.28125,0,Definitief,19496,,,250,522_159L_57.4,,,2016/01/08 13:25:38+00,3254be17-d85d-454e-a89b-73586edba946
190,522-2015-49-0036,,Bord,2016/01/08 13:29:11+00,0,0,522_b,57.768,2b,522_b,57.767608,2b,0.10313488,Y,N,Middel,108491.78906,504026.75,0,Definitief,19497,,,250,522_173BV_57.7,,,2016/01/08 13:27:43+00,64bd786d-390c-4544-bbfe-06a8d9a626a5
191,522-2015-49-0037,,Bord,2016/01/08 13:31:00+00,0,0,522_b,57.669,3_,522_b,57.669128,3,0.00078637,Y,N,Middel,108414.85156,504089.21875,0,Definitief,19498,,,250,522_159L_57.4,,,2016/01/08 13:29:22+00,3254be17-d85d-454e-a89b-73586edba946
192,522-2015-49-0038,,Bord,2016/01/08 13:38:36+00,0,0,522_b,57.668,2a,522_b,57.66914,2a,0.06950816,Y,N,Middel,108417.89063,504092.5625,0,Definitief,19499,,,250,522_147AR_57.3,,,2016/01/08 13:35:23+00,fe852d17-abe4-467f-bd51-91672e866fe4
193,503-2015-35-0002,100,Lichtsein,2016/01/12 08:44:29+00,0,800,503_c,43.996,307,503_c,43.996229,307,0.01069476,N,Y,Middel,207477.5,474865.53125,0,Definitief,19503,,,250,503_95R_43.9,,,2016/01/12 08:42:20+00,63861699-5b42-4352-bcb7-517d60f184b1
194,503-2015-35-0004,,Bord,2016/01/12 09:35:27+00,0,0,503_c,44.123,307,503_c,44.122393,307,0.10937242,Y,N,Middel,207371.04688,474935.4375,0,Definitief,19504,,,250,503_95R_43.9,,,2016/01/12 09:31:34+00,63861699-5b42-4352-bcb7-517d60f184b1
195,503-2015-35-0005,,Bord,2016/01/12 09:37:50+00,0,0,503_c,44.124,ok,503_c,44.122509,w89AV-sOK,0.01186585,Y,N,Middel,207368.625,474932.25,0,Definitief,19505,,,250,503_89AV_44.0,,,2016/01/12 09:35:43+00,a89862e3-78a9-42b6-bcea-84fcc716a52a
196,503-2015-35-0008,100,Lichtsein,2016/01/12 09:47:23+00,0,400,503_c,43.995,89a,503_c,43.996164,89A,0.30430274,N,Y,Middel,207475.48438,474862.21875,0,Definitief,19506,,,250,503_89AL_44.0,,,2016/01/12 09:43:38+00,6507bf74-ac03-459e-838e-b0e8d57d4c90
197,503-2015-35-0014,,Bord,2016/01/12 10:38:55+00,0,500,503_c,43.783,305a,503_c,43.784754,305a,0.1221969,N,Y,Middel,207672.39063,474772.6875,0,Definitief,19511,,,250,503_97L_43.9,,,2016/01/12 10:36:50+00,6407983b-8b24-41fd-8f85-fbdd923dead5
198,503-2015-35-0017,,Bord,2016/01/12 10:55:21+00,0,0,503_c,43.744,305a,503_c,43.744062,305a,0.27053937,Y,N,Middel,207707.07813,474751.875,0,Definitief,19514,,,250,503_97L_43.9,,,2016/01/12 10:53:23+00,6407983b-8b24-41fd-8f85-fbdd923dead5
199,503-2015-35-0022,,Bord,2016/01/12 14:29:26+00,0,4400,503_c,43.703,305a,503_c,43.702933,305a,0.0619128,N,Y,Middel,207741.23438,474729.46875,0,Definitief,19524,,,250,503_97L_43.9,,,2016/01/12 14:27:43+00,6407983b-8b24-41fd-8f85-fbdd923dead5
200,503-2015-35-0027,114,Lichtsein,2016/01/12 14:42:25+00,0,4400,503_c,43.681,305a,503_c,43.679957,w101AV-s305a,0.02884932,N,Y,Middel,207760.625,474716.625,0,Definitief,19528,,,250,503_97L_43.9,,,2016/01/12 14:40:35+00,6407983b-8b24-41fd-8f85-fbdd923dead5
201,503-2015-35-0091,97,Kast,2016/01/13 08:17:46+00,0,0,503_c,43.925,95-97,503_c,43.926185,97,0.04949358,Y,N,Middel,207538.875,474829.40625,0,Definitief,19543,,,250,503_95V_43.9,,,2016/01/13 08:15:22+00,0c926976-b4ef-437c-aa46-bc37446bf197
202,503-2015-35-0062.jpg,98,Lichtsein,2016/01/18 08:30:53+00,0,300,503_c,43.566,306,503_c,43.566152,s306-w103B/105T,0.00776479,N,N,Middel,207858.29688,474657.46875,0,Definitief,19567,,,250,503_105T_43.6,,,2016/01/18 08:21:02+00,0999b33e-3c3e-4540-99cd-8819312f9040
203,503-2015-35-0073,101A,Wisselbediening,2016/01/18 09:49:03+00,0,180,503_c,43.668,101a,503_c,43.66766,101A,0.06927903,N,N,Middel,207770.95313,474709.75,0,Definitief,19575,,,250,503_97L_43.9,,,2016/01/18 09:47:25+00,6407983b-8b24-41fd-8f85-fbdd923dead5
204,503-2015-35-0138,,Kast,2016/01/18 11:15:08+00,0,0,503_c,43.158,25,503_c,43.157702,25,0.0062806,Y,N,Middel,208210.39063,474444.90625,0,Definitief,19578,,,250,503_901L_43.0,,,2016/01/18 10:54:53+00,dfa9fea0-0e1f-4652-b938-b6523db1d9da
205,503-2015-35-0139,,Kast,2016/01/18 12:28:06+00,0,0,503_c,43.191,25,503_c,43.1925,25,0.02989431,Y,N,Middel,208175.59375,474449.53125,0,Definitief,19579,,,250,503_901L_43.0,,,2016/01/18 11:15:23+00,dfa9fea0-0e1f-4652-b938-b6523db1d9da
206,503-2015-35-0127,,Kast,2016/01/25 10:35:05+00,0,0,503_c,43.191,24,503_c,43.192702,24,0.00209595,Y,N,Middel,208176.15625,474454.375,0,Definitief,19611,,,250,503_905L_43.1,,,2016/01/25 10:33:16+00,01cf4097-c409-44ba-bfd7-07dc26f00d45
207,503-2015-35-0128,,Kast,2016/01/25 10:39:15+00,0,0,503_c,43.157,24,503_c,43.158022,24,0.07412158,Y,N,Middel,208210.82813,474449.71875,0,Definitief,19612,,,250,503_905L_43.1,,,2016/01/25 10:36:58+00,01cf4097-c409-44ba-bfd7-07dc26f00d45
208,503-2015-35-0129,,Kast,2016/01/25 10:52:33+00,0,500,503_c,43.13,24,503_c,43.13104,24,0.09028658,N,N,Middel,208237.8125,474446.15625,0,Definitief,19613,,,250,503_905L_43.1,,,2016/01/25 10:47:23+00,01cf4097-c409-44ba-bfd7-07dc26f00d45
209,503-2015-35-0132,905,Wisselbediening,2016/01/25 11:06:41+00,0,180,503_c,43.058,905,503_c,43.058711,905,0.21639087,N,Y,Middel,208311.34375,474438.875,0,Definitief,19615,,,250,503_901R_43.0,,,2016/01/25 11:03:18+00,5c4ea679-1a36-4bb6-9dcc-14f3879adc41
210,503-2015-35-0136,901,Wisselbediening,2016/01/25 14:31:58+00,0,180,503_c,43,901,503_c,43.001168,901,0.04497595,N,N,Middel,208371.3125,474438.3125,0,Definitief,19619,,,250,503_901L_43.0,,,2016/01/25 14:28:09+00,dfa9fea0-0e1f-4652-b938-b6523db1d9da
211,503-2015-35-0137,,Kast,2016/01/25 14:33:59+00,0,0,503_c,43.131,25,503_c,43.130833,25,0.01305981,Y,N,Middel,208237.26563,474441.375,0,Definitief,19620,,,250,503_901L_43.0,,,2016/01/25 14:32:13+00,dfa9fea0-0e1f-4652-b938-b6523db1d9da
212,503-2015-36-0175,133A,Wisselbediening,2016/01/27 10:59:53+00,0,400,503_c,42.978,133b-901,503_c,42.978999,w133B/907Q-w901V,0.05243319,N,Y,Middel,208395.5625,474441.625,0,Definitief,19639,,,250,503_133BQ_42.9,,,2016/01/27 10:57:47+00,7f60248b-b359-4397-b3f7-e9190ebcf4c2
213,503-2015-36-0177,,Perronrand,2016/01/28 07:42:40+00,0,1300,503_c,42.906,17,503_c,42.906144,26,0.08020819,N,Y,Middel,208474.375,474447.15625,0,Definitief,19641,,,250,503_911L_42.8,,,2016/01/28 07:39:47+00,8f6f5b5b-9fb6-4264-9f44-1a8ed102c997
214,503-2015-36-0180,133B,Wisselbediening,2016/01/28 08:38:01+00,0,180,503_c,42.903,133b,503_c,42.903478,133B/907,0.14239502,N,Y,Middel,208474.625,474457.1875,0,Definitief,19644,,,250,503_907P_42.9,,,2016/01/28 08:35:21+00,549037bb-bf1f-4722-a321-47a5a5dabba9
215,503-2015-36-0186,169,Kast,2016/01/28 08:54:41+00,0,800,503_c,42.288,924-929b,503_c,42.287641,w929A/929BT-w167A/924S,0.07261495,N,N,Middel,209047,474678.78125,0,Definitief,19647,,,250,503_167AS_42.4,,,2016/01/28 08:52:58+00,85344938-42a8-48c7-9edc-4e0e71ba7fc8
216,503-2015-36-0187,,Bord,2016/01/28 09:17:10+00,0,1600,503_c,42.262,924-929b,503_c,42.261952,w929A/929BT-w167A/924S,0.00479386,N,N,Middel,209071.4375,474685.34375,0,Definitief,19648,,,250,503_167AS_42.4,,,2016/01/28 08:55:01+00,85344938-42a8-48c7-9edc-4e0e71ba7fc8
217,503-2015-36-0192,,Bord,2016/01/28 13:31:25+00,0,180,503_c,42.229,929b,503_c,42.228915,929A/929B,0.21105763,N,Y,Middel,209103.03125,474692.78125,0,Definitief,19653,,,250,503_167AS_42.4,,,2016/01/28 13:23:03+00,85344938-42a8-48c7-9edc-4e0e71ba7fc8
218,503-2015-36-0196,,Bord,2016/01/28 13:49:20+00,0,900,503_c,42.179,929b-930,503_c,42.179151,w930L-w929A/929BQ,0.01284191,N,N,Middel,209150.67188,474704.375,0,Definitief,19656,,,250,503_929AQ_42.2,,,2016/01/28 13:45:58+00,ce062624-1bfc-4c40-bf9c-69ee5d5973c8
219,609-2015-41-0042,206,Lichtsein,2016/02/04 13:54:42+00,0,0,609__,28.406,520,609__,28.405922,s520-w201L,0.07596413,Y,N,Middel,210752.45313,462827.5625,0,Definitief,19771,,,250,609_201L_28.5,,,2016/02/04 13:51:54+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5
220,609-2015-41-0043,,Kast,2016/02/04 13:56:25+00,0,900,609__,28.416,521,609__,28.41587,s521-w201R,0.0440533,N,N,Middel,210754.875,462838.3125,0,Definitief,19772,,,250,609_201R_28.5,,,2016/02/04 13:54:55+00,4d443786-83ba-49b7-a1b8-0c323412a690
221,609-2015-41-0001,256,Lichtsein,2016/02/04 14:28:09+00,0,300,609__,28.117,521,609__,28.116056,521,0.05704967,N,N,Middel,210592.04688,462587,0,Definitief,19773,,,250,609_201R_28.5,,,2016/02/04 13:56:41+00,4d443786-83ba-49b7-a1b8-0c323412a690
222,609-2015-41-0002,254,Lichtsein,2016/02/04 14:30:10+00,0,400,609__,28.116,520,609__,28.117078,w249R-s520,0.05383434,N,N,Middel,210596.90625,462584.53125,0,Definitief,19774,,,250,609_201L_28.5,,,2016/02/04 14:28:25+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5
223,609-2015-41-0003,,Bord,2016/02/04 14:40:21+00,0,400,609__,28.108,520,609__,28.107257,w249R-s520,0.0011756,N,N,Middel,210592.25,462575.75,0,Definitief,19775,,,250,609_201L_28.5,,,2016/02/04 14:38:43+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5
224,609-2015-41-0004,,Bord,2016/02/04 14:45:23+00,0,300,609__,28.107,521,609__,28.105895,w249L-s521,0.00032005,N,Y,Middel,210587.96875,462577.34375,0,Definitief,19776,,,250,609_201R_28.5,,,2016/02/04 14:43:47+00,4d443786-83ba-49b7-a1b8-0c323412a690
225,609-2015-41-0005,,Kast,2016/02/04 14:49:31+00,0,300,609__,28.107,521,609__,28.106126,w249L-s521,0.00396097,N,N,Middel,210588.0625,462577.5625,0,Definitief,19777,,,250,609_201R_28.5,,,2016/02/04 14:48:09+00,4d443786-83ba-49b7-a1b8-0c323412a690
226,609-2015-41-0006,,Kast,2016/02/08 07:45:25+00,0,300,609__,28.107,521,609__,28.107867,w249L-s521,0.04597929,N,N,Middel,210588.71875,462579.25,0,Definitief,19778,,,250,609_201R_28.5,,,2016/02/08 07:41:59+00,4d443786-83ba-49b7-a1b8-0c323412a690
227,609-2015-41-0008,245,Wisselbediening,2016/02/08 07:50:41+00,0,180,609__,27.979,245,609__,27.978746,245,0.00484131,N,N,Middel,210533.95313,462457.34375,0,Definitief,19780,,,250,609_79AV_27.9,,,2016/02/08 07:49:05+00,7d5df42f-fe15-4513-89fd-bb98e2556a9f
228,609-2015-41-0009,,Kast,2016/02/08 07:52:19+00,0,0,609__,27.973,79a-245,609__,27.9735,w79AV-w245V,0.02581476,Y,N,Middel,210531.1875,462452.9375,0,Definitief,19781,,,250,609_79AV_27.9,,,2016/02/08 07:50:54+00,7d5df42f-fe15-4513-89fd-bb98e2556a9f
229,609-2015-41-0012,,Kast,2016/02/08 08:14:01+00,0,180,609__,28.016,245-247,609__,28.015862,w245L-w247V,0.0651984,N,N,Middel,210551.625,462491.21875,0,Definitief,19782,,,250,609_245L_28.0,,,2016/02/08 07:53:55+00,04566f0e-b435-4c48-a602-e706f4e89005
230,609-2015-41-0015,232,Lichtsein,2016/02/08 08:33:26+00,0,0,609__,28.056,511,609__,28.055553,511,0.04498879,Y,N,Middel,210584.14063,462516.34375,0,Definitief,19783,,,250,609_219L_28.8,,,2016/02/08 08:16:34+00,173b6030-5506-48ab-98c2-a703330e3d1f
231,609-2015-41-0017,232,Lichtsein,2016/02/08 08:50:48+00,0,180,609__,28.055,235,609__,28.055455,235,0.35143526,N,N,Middel,210581.0625,462518.71875,0,Definitief,19784,,,250,609_217L_28.8,,,2016/02/08 08:49:11+00,a1b434b8-ccc7-4091-b169-dff8e87f1ddf
232,609-2015-41-0020,248,Lichtsein,2016/02/08 08:56:52+00,0,2300,609__,28.095,519,609__,28.094105,519,0.07760225,N,Y,Middel,210591.70313,462560.28125,0,Definitief,19785,,,250,609_203L_28.5,,,2016/02/08 08:53:37+00,a99aea83-4728-4c09-a6f8-a8b451a7e999
233,609-2015-41-0022,,Kast,2016/02/08 09:10:20+00,0,1200,609__,28.087,237-245,609__,28.086873,w245R-w237V,0.01280304,N,N,Middel,210592.48438,462550.25,0,Definitief,19787,,,250,609_237V_28.1,,,2016/02/08 09:07:13+00,cdda1399-f82b-4606-9a3c-6deae18db31c
234,609-2015-41-0024,,Kast,2016/02/08 09:12:48+00,0,300,609__,28.1,513,609__,28.0997,w235L-s513,0.00165531,N,Y,Middel,210603.98438,462557.5625,0,Definitief,19788,,,250,609_217R_28.8,,,2016/02/08 09:10:37+00,98cbb0f9-2101-4cad-b869-702350767c5f
235,609-2015-41-0027,236,Lichtsein,2016/02/08 09:21:55+00,0,300,609__,28.108,513,609__,28.10952,w235L-s513,0.03836877,N,N,Middel,210609.35938,462565.375,0,Definitief,19789,,,250,609_217R_28.8,,,2016/02/08 09:17:22+00,98cbb0f9-2101-4cad-b869-702350767c5f
236,609-2015-41-0029,,Kast,2016/02/08 09:28:12+00,0,0,609__,28.136,514,609__,28.135932,w237R-s514,0.01987098,Y,N,Middel,210619.96875,462590.46875,0,Definitief,19790,,,250,609_211L_28.7,,,2016/02/08 09:25:40+00,fa2ddf2d-66f6-4188-b8f5-4190604c9215
237,609-2015-41-0030,,Kast,2016/02/08 09:30:49+00,0,4600,609__,28.133,520,609__,28.13316,520,0.02292156,N,N,Middel,210605.14063,462598.4375,0,Definitief,19791,,,250,609_201L_28.5,,,2016/02/08 09:29:07+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5
238,609-2015-41-0032,,Kast,2016/02/08 09:33:46+00,0,0,609__,28.193,520,609__,28.192505,520,0.04931437,Y,N,Middel,210635.65625,462649.65625,0,Definitief,19792,,,250,609_201L_28.5,,,2016/02/08 09:32:07+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5
239,609-2015-41-0033,,Overig,2016/02/08 09:36:03+00,0,0,609__,28.19,520,609__,28.188964,520,0.03826872,Y,N,Middel,210633.84375,462646.59375,0,Definitief,19793,,,250,609_201L_28.5,,,2016/02/08 09:34:19+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5
240,609-2015-41-0034,,Gebouw,2016/02/08 09:39:48+00,0,0,609__,28.196,521,609__,28.195299,521,0.01952017,Y,N,Middel,210631.5625,462656.34375,0,Definitief,19794,,,250,609_201R_28.5,,,2016/02/08 09:38:03+00,4d443786-83ba-49b7-a1b8-0c323412a690
241,609-2015-41-0035,,Gebouw,2016/02/08 09:41:51+00,0,0,609__,28.197,520,609__,28.196056,520,0.04709884,Y,N,Middel,210637.48438,462652.71875,0,Definitief,19795,,,250,609_201L_28.5,,,2016/02/08 09:40:04+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5
242,609-2015-41-0037,,Gebouw,2016/02/08 09:57:16+00,0,0,609__,28.218,520,609__,28.215334,520,0.00093052,Y,N,Middel,210647.65625,462669.6875,0,Definitief,19797,,,250,609_201L_28.5,,,2016/02/08 09:55:39+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5
243,609-2015-41-0038,,Kast,2016/02/08 10:27:38+00,0,0,609__,28.251,520,609__,28.24953,520,0.01083409,Y,N,Middel,210665.21875,462699.15625,0,Definitief,19798,,,250,609_201L_28.5,,,2016/02/08 10:15:53+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5
244,609-2015-41-0039,,Kast,2016/02/08 10:32:29+00,0,0,609__,28.309,520,609__,28.309597,520,0.07079615,Y,N,Middel,210695.23438,462749.53125,0,Definitief,19799,,,250,609_201L_28.5,,,2016/02/08 10:31:02+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5
245,609-2015-41-0040,,Kast,2016/02/08 10:34:32+00,0,0,609__,28.367,520,609__,28.368282,520,0.02457544,Y,N,Middel,210729.29688,462797,0,Definitief,19800,,,250,609_201L_28.5,,,2016/02/08 10:32:42+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5
246,609-2015-41-0041,204,Lichtsein,2016/02/08 10:43:39+00,0,900,609__,28.406,521,609__,28.405853,s521-w201R,0.02820027,N,Y,Middel,210747.9375,462830.9375,0,Definitief,19801,,,250,609_201R_28.5,,,2016/02/08 10:41:46+00,4d443786-83ba-49b7-a1b8-0c323412a690
247,609-2015-41-0047,,Kast,2016/02/08 11:10:28+00,0,0,609__,28.432,520,609__,28.431996,201,0.09056907,Y,N,Middel,210768.28125,462848.46875,0,Definitief,19802,,,250,609_201L_28.5,,,2016/02/08 11:04:12+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5
248,609-2015-41-0048,,Kast,2016/02/08 11:12:45+00,0,0,609__,28.457,519,609__,28.457665,519,0.00527982,Y,N,Middel,210790.20313,462864.1875,0,Definitief,19803,,,250,609_203L_28.5,,,2016/02/08 11:11:04+00,a99aea83-4728-4c09-a6f8-a8b451a7e999
249,609-2015-41-0049,,Kast,2016/02/08 11:15:32+00,0,0,609__,28.457,518,609__,28.458479,518,0.00450043,Y,N,Middel,210795.29688,462861.3125,0,Definitief,19804,,,250,609_205L_28.6,,,2016/02/08 11:13:08+00,e93eee85-f785-4e14-a6c0-5dc8ec1e00bf
250,609-2015-41-0051,,Kast,2016/02/08 11:49:31+00,0,0,609__,28.478,201-203,609__,28.478506,w201V-w203R,0.02087068,Y,N,Middel,210798.48438,462884.25,0,Definitief,19805,,,250,609_201V_28.5,,,2016/02/08 11:15:53+00,7d651c93-1840-4a44-9dac-eab022eea55c
251,609-2015-41-0058,,Kast,2016/02/09 08:32:14+00,0,0,609__,28.49,518,609__,28.491228,518,0.00452702,Y,N,Middel,210815.1875,462887.5625,0,Definitief,19809,,,250,609_205L_28.6,,,2016/02/09 08:30:48+00,e93eee85-f785-4e14-a6c0-5dc8ec1e00bf
252,609-2015-41-0059,,Kast,2016/02/09 08:34:23+00,0,0,609__,28.517,518,609__,28.516734,518,0.0021126,Y,N,Middel,210830.89063,462908.28125,0,Definitief,19810,,,250,609_205L_28.6,,,2016/02/09 08:32:40+00,e93eee85-f785-4e14-a6c0-5dc8ec1e00bf
253,609-2015-41-0060,203,Wisselbediening,2016/02/09 08:46:50+00,0,0,609__,28.539,203,609__,28.539297,203,0.02148613,Y,N,Middel,210840.96875,462928.96875,0,Definitief,19811,,,250,609_203V_28.5,,,2016/02/09 08:45:19+00,ea9a7082-e5e2-4f74-ac6f-79945d198f7f
254,609-2015-41-0061,,Kast,2016/02/09 08:48:46+00,0,0,609__,28.552,518,609__,28.55169,s518-w205L,0.00610302,Y,N,Middel,210851.95313,462936.0625,0,Definitief,19812,,,250,609_205L_28.6,,,2016/02/09 08:47:06+00,e93eee85-f785-4e14-a6c0-5dc8ec1e00bf
255,609-2015-41-0063,210,Lichtsein,2016/02/09 08:54:34+00,0,0,609__,28.539,518,609__,28.538752,518,0.00155353,Y,N,Middel,210844.15625,462925.78125,0,Definitief,19813,,,250,609_205L_28.6,,,2016/02/09 08:51:50+00,e93eee85-f785-4e14-a6c0-5dc8ec1e00bf
256,609-2015-41-0070,212,Lichtsein,2016/02/09 10:08:31+00,0,400,609__,28.624,517,609__,28.624394,s517-w207L,0.0140635,N,Y,Middel,210900.92188,462989.6875,0,Definitief,19816,,,250,609_207L_28.7,,,2016/02/09 09:56:23+00,4bba8769-6593-4be9-871f-1866d30336e0
257,609-2015-41-0072,214,Lichtsein,2016/02/09 10:11:53+00,0,0,609__,28.658,516,609__,28.657405,s516-w209L,0.03415592,Y,N,Middel,210926.89063,463011.375,0,Definitief,19817,,,250,609_209L_28.7,,,2016/02/09 10:09:50+00,55141c96-c1b1-4f9c-99e1-f81660433f27
258,609-2015-41-0076,62,Lichtsein,2016/02/09 10:57:40+00,0,0,609__,27.976,501c,609__,27.974997,501c,0.00342238,Y,N,Middel,210551.78125,462440.40625,0,Definitief,19820,,,250,609_87BR_27.8,,,2016/02/09 10:50:52+00,1b83b5be-d026-40ee-acdd-2e0ff3a41f88
259,609-2015-41-0077,,Kast,2016/02/09 10:59:22+00,0,0,609__,27.968,61a-87a,609__,27.967825,w87AV-s502c,0.01544171,Y,N,Middel,210543.65625,462437.40625,0,Definitief,19821,,,250,609_17AL_29.0,,,2016/02/09 10:57:50+00,c0755608-1aaa-4f5f-884a-626bee5f4338
260,609-2015-41-0081,222,Lichtsein,2016/02/09 11:21:19+00,0,0,609__,28.692,512,609__,28.691512,s512-w217L,0.00131963,Y,Y,Middel,210964.10938,463025.71875,0,Definitief,19822,,,250,609_217L_28.8,,,2016/02/09 10:59:45+00,a1b434b8-ccc7-4091-b169-dff8e87f1ddf
261,609-2015-41-0082,,Kast,2016/02/10 07:26:04+00,0,300,609__,28.703,513,609__,28.702723,s513-w217R,0.06516688,N,Y,Middel,210967.28125,463036.9375,0,Definitief,19823,,,250,609_217R_28.8,,,2016/02/10 07:24:39+00,98cbb0f9-2101-4cad-b869-702350767c5f
262,609-2015-41-0083,,Kast,2016/02/10 07:27:41+00,0,300,609__,28.704,513,609__,28.704417,s513-w217R,0.04554403,N,Y,Middel,210968.40625,463038.21875,0,Definitief,19824,,,250,609_217R_28.8,,,2016/02/10 07:26:20+00,98cbb0f9-2101-4cad-b869-702350767c5f
263,609-2015-41-0085,260,Lichtsein,2016/02/10 07:30:14+00,0,0,609__,28.736,526,609__,28.734655,w261L-s526,0.00425728,Y,N,Middel,210975.48438,463070.71875,0,Definitief,19825,,,250,609_261L_28.7,,,2016/02/10 07:27:55+00,7d96b317-60ff-4ce0-91fe-7243ec23fbaf
264,609-2015-41-0094,,Kast,2016/02/10 07:40:08+00,0,0,609__,28.801,215-221,609__,28.800769,215,0.02348962,Y,N,Middel,211032.1875,463111.5,0,Definitief,19826,,,250,609_215V_28.8,,,2016/02/10 07:30:39+00,cf6e8c97-700a-4b34-9c55-43dd703986d4
265,609-2015-41-0099,48,Lichtsein,2016/02/10 07:58:28+00,0,0,609__,28.819,501g,609__,28.819175,s501g-w19B/23T,0.0719492,Y,N,Middel,211050.28125,463120.90625,0,Definitief,19827,,,250,609_23T_28.9,,,2016/02/10 07:40:21+00,12f588d5-d9f8-4b7d-a59e-d931127d2a65
266,609-2015-41-0104,,Kast,2016/02/10 14:47:46+00,0,3600,609__,29.235,cc,609__,29.234238,w13AV-sCC,0.02264852,N,N,Middel,211307.89063,463447.4375,0,Definitief,19828,,,250,609_7V_29.7,,,2016/02/10 10:56:59+00,5a58e2e5-b40a-45d2-941a-6dad009fe132
267,609-2015-41-0105,,Kast,2016/02/10 14:49:57+00,0,2000,609__,29.245,530,609__,29.244471,530,0.03647001,N,Y,Middel,211305.65625,463462.0625,0,Definitief,19829,,,250,609_19BQ_28.9,,,2016/02/10 14:48:43+00,6132fa4c-51e2-4b33-8237-d07cf2be86bf
268,609-2015-41-0107,,Bord,2016/02/11 08:19:38+00,0,4000,609__,29.365,cc,609__,29.364122,CC,0.08890595,N,Y,Middel,211382.4375,463554.78125,0,Definitief,19830,,,250,609_7V_29.7,,,2016/02/11 08:17:25+00,5a58e2e5-b40a-45d2-941a-6dad009fe132
269,609-2015-41-0108,,Bord,2016/02/11 08:22:26+00,0,0,609__,29.429,dd,609__,29.42795,DD,0.00025561,Y,N,Middel,211413.59375,463610.84375,0,Definitief,19831,,,250,609_5V_29.7,,,2016/02/11 08:21:10+00,6ee5ef67-de76-408e-b0b1-41a671212d62
270,609-2015-41-0109,,Bord,2016/02/11 09:11:08+00,0,0,609__,29.429,cc,609__,29.428044,CC,0.01405412,Y,N,Middel,211417.1875,463608.59375,0,Definitief,19832,,,250,609_7V_29.7,,,2016/02/11 09:09:51+00,5a58e2e5-b40a-45d2-941a-6dad009fe132
271,609-2015-41-0110,,Bord,2016/02/11 09:12:37+00,0,0,609__,29.493,dd,609__,29.492036,DD,0.0022238,Y,N,Middel,211448.26563,463664.96875,0,Definitief,19833,,,250,609_5V_29.7,,,2016/02/11 09:11:19+00,6ee5ef67-de76-408e-b0b1-41a671212d62
272,609-2015-41-0111,,Bord,2016/02/11 09:14:13+00,0,0,609__,29.492,cc,609__,29.492069,CC,0.00633687,Y,N,Middel,211451.84375,463662.65625,0,Definitief,19834,,,250,609_7V_29.7,,,2016/02/11 09:12:56+00,5a58e2e5-b40a-45d2-941a-6dad009fe132
273,609-2015-41-0114,,Bord,2016/02/11 09:23:44+00,0,600,609__,29.698,5,609__,29.69777,5,0.30638499,N,Y,Middel,211560.15625,463837.6875,0,Definitief,19835,,,250,609_5R_29.7,,,2016/02/11 09:14:27+00,b2e1d298-5861-400a-90bf-ca3ef3dfdd3f
274,609-2015-41-0115,,Bord,2016/02/11 09:25:42+00,0,0,609__,29.698,7,609__,29.697841,7,0.07555122,Y,N,Middel,211562.75,463836.03125,0,Definitief,19836,,,250,609_7L_29.7,,,2016/02/11 09:24:04+00,468e5afc-c7b3-4cbe-ba66-94351ed70105
275,609-2015-41-0118,,Kast,2016/02/11 09:33:47+00,0,1300,609__,29.853,zs,609__,29.853083,w3A/BQ-sZS,0.01364811,N,N,Middel,211645.98438,463966.5625,0,Definitief,19837,,,250,503_193BV_40.7,,,2016/02/11 09:31:30+00,5f712020-1362-41a5-a679-b3de3d17a37c
276,609-2015-41-0122,,Kast,2016/02/11 09:46:51+00,0,0,609__,29.539,dd,609__,29.537666,sDD-w5V,0.00177443,Y,N,Middel,211472.78125,463703.25,0,Definitief,19839,,,250,609_5V_29.7,,,2016/02/11 09:38:59+00,6ee5ef67-de76-408e-b0b1-41a671212d62
