gemcode;jaar;lbrmtr;lbm9802;lbm9806;lbm9808;lbm9810;lbm0206;lbm0208;lbm0210;lbm0608;lbm0610;lbm0810;bev;lftsam;publ;veilig;vrz;won
279;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;23,05418;2,97065;-9,45926;32,89546;-16,89545;12,81416
279;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;25,99085;4,72256;-19,90735;36,89493;-18,11688;12,57157
279;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;25,35945;7,38534;-3,72865;37,82411;-23,02909;12,62149
281;1998;positief; ; ; ; ; ; ; ; ; ; ;-7,69065;-,01708;-12,20423;-7,37705;7,40112;-10,12195
281;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-,36399;3,22841;-12,00022;-16,81339;11,72535;-6,27738
281;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-10,60271;-6,09456;-8,58219;-17,74288;10,13739;-5,29209
281;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-,25367;-5,44043;-4,08165;-2,53934;8,85005;-2,13935
281;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-3,42085;-5,42781;-2,66145;-4,86833;10,24844;-2,15467
282;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-,3689;3,79475;8,10485;33,8874;-10,30776;3,00894
282;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;13,11836;15,04149;6,32628;36,564;-14,68817;4,47132
282;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;12,30068;16,0091;9,27233;40,24167;-20,24448;7,14629
282;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;17,16769;13,34323;-14,68148;41,18054;-19,82673;9,62751
282;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;18,55085;16,4975;11,86208;40,65951;-19,76073;9,739
285;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;15,80596;11,44854;-27,983;36,22462;18,49096;31,11013
285;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;18,51738;16,25955;-27,1329;34,93117;-19,95224;30,28836
285;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;14,39734;11,2298;-24,77824;32,92643;-20,52584;29,85217
285;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;20,42848;12,84107;-33,38427;34,86708;-20,82827;30,89957
285;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;21,79179;12,86569;-11,35854;35,21826;-21,56517;31,49345
289;1998;positief; ; ; ; ; ; ; ; ; ; ;-13,28281;-8,39373;-2,3458;5,30409;-22,05278;-23,82047
289;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;9,88083;2,07298;-1,43296;-4,07953;20,71873;-20,72183
289;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;2,56699;-,9127;,4209;2,55468;20,67886;-20,38456
289;2008;zeer positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;13,77644;-1,74717;-3,52105;25,73178;22,25349;-17,10136
289;2010;positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;10,11574;-,81897;-9,39527;22,09603;22,08493;-17,28685
293;1998;positief; ; ; ; ; ; ; ; ; ; ;5,59411;21,82632;-5,88043;14,35943;-15,48914;-5,44944
293;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;8,38074;-7,56583;-6,70257;-,13416;-19,22258;-7,18493
293;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;3,43518;-13,79484;-2,88693;-10,21332;-18,4906;-5,4214
293;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;14,41759;-10,53528;2,16797;11,51068;-16,41745;-2,35266
293;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;10,89614;-10,8008;-4,91737;18,71363;-20,23402;-2,15258
294;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;7,47923;3,00982;-15,99619;21,56234;-6,45394;17,20707
294;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;13,85069;17,93745;-18,97714;29,23015;18,34504;23,48156
294;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;7,19415;10,07328;-17,38458;20,53559;18,91225;24,42626
294;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;12,93251;15,0149;-21,93292;27,37219;18,22804;26,20965
294;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;8,45004;13,85808;-15,92837;26,78058;18,41801;27,23126
296;1998;positief; ; ; ; ; ; ; ; ; ; ;5,8096;-8,55161;-9,33315;23,21377;-4,49181;8,74587
296;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;18,82621;-1,17378;-9,6933;18,76865;19,79414;10,40778
296;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;13,75675;,10437;-8,43632;20,65528;15,08081;13,4677
296;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;20,57371;,06401;-11,81193;28,20794;10,35698;15,2394
296;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;20,20427;,198;-10,63805;32,14358;9,12167;15,78733
297;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;10,45128;2,38486;4,72352;22,65188;-17,22102;17,26533
297;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;16,57029;8,74979;4,357;23,28555;-31,78259;16,99191
297;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;12,2567;4,68585;4,68472;22,32797;-31,97089;17,54074
297;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;16,04962;3,63774;-5,13499;28,12878;-32,5088;20,27558
297;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;17,29343;5,65743;2,48456;20,29263;-33,63718;20,43568
299;1998;positief; ; ; ; ; ; ; ; ; ; ;7,99324;-13,85187;-15,21626;21,77351;-12,70361;2,07096
299;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;12,8656;4,32562;-15,99718;24,31883;13,29978;2,97032
299;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;6,40729;,93296;-14,38965;30,55007;14,01038;2,06703
299;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;15,16797;1,65229;-20,09248;33,68669;12,86538;3,78273
299;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;13,76981;-,42793;-15,629;34,03253;11,67812;5,18558
301;1998;positief; ; ; ; ; ; ; ; ; ; ;-9,31037;-7,07721;,10193;7,86343;-1,49442;-11,06431
301;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;9,26226;6,61617;-,83139;-,38436;10,2183;-7,20624
301;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-3,66225;-2,98125;2,74662;-4,10883;6,70553;-7,77635
301;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;7,867;-3,78918;1,75286;-2,42531;5,10984;-3,28127
301;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;5,19855;-1,31296;-1,84246;-1,8763;4,70969;-,91788
302;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;18,64526;12,17549;-22,95736;23,27537;34,73866;17,32901
302;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;22,28657;20,22744;-23,68664;34,18695;-29,22115;17,39167
302;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;19,1396;6,23941;-22,24383;34,45796;13,44297;16,95595
302;2008;uiterst positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;23,06461;5,87758;-30,93696;40,52974;9,91648;17,29694
302;2010;uiterst positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;23,3047;5,80098;-24,16601;40,25954;11,93965;17,88972
303;1998;positief; ; ; ; ; ; ; ; ; ; ;5,11167;6,16189;-1,98696;9,06723;-34,32853;8,43048
303;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;16,02782;11,08605;-3,39927;6,98395;-37,23707;16,13168
303;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;9,78311;,22438;-2,13148;14,47568;-36,77306;19,79722
303;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;15,0379;2,41515;-4,39636;19,14291;-5,31875;22,23145
303;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;12,76114;3,92597;-2,36871;20,43833;-4,79197;20,76132
304;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;12,04353;11,67393;-9,75546;33,73806;34,2089;24,77704
304;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;19,19635;17,50503;-9,86403;29,76988;-31,16152;26,56889
304;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;16,4096;7,88841;-6,97791;35,12587;-32,30764;27,02582
304;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;20,11593;9,57722;-22,14007;27,98591;-33,07044;28,07328
304;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;19,8684;10,47669;-5,99963;28,11148;-33,79913;29,16754
305;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;25,11496;-5,04827;11,19026;36,02488;-2,08017;19,60139
305;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;28,03548;11,92008;10,89047;29,59766;-18,03739;20,89149
305;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;25,26032;13,85369;12,61663;27,87447;-18,35215;21,60284
305;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;28,22412;16,3584;9,80147;31,96414;-20,11991;20,85662
305;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;26,21302;19,43709;20,7319;30,39247;-19,8665;21,68755
307;1998;positief; ; ; ; ; ; ; ; ; ; ;-,50399;-8,39328;-10,839;-,36578;4,43246;-19,47751
307;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;7,70836;3,04584;-10,36658;-8,91226;7,923;-14,93446
307;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-3,66529;-1,79851;-8,33208;-19,95923;5,83974;-15,05304
307;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;8,42407;-1,70015;-7,4985;-9,60287;4,45892;-10,77505
307;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;8,66473;-2,57221;-11,59056;-7,24686;2,13418;-8,9356
308;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;16,58794;8,56675;-20,65459;25,96556;-10,23705;4,70157
308;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;20,18096;14,87884;-20,18435;23,99266;-18,65139;8,2599
308;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;12,6397;5,83018;-17,21249;24,00494;21,00336;4,0065
308;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;21,43259;10,44344;-21,32871;33,37976;22,97595;5,61836
308;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;19,65856;10,73564;-18,74601;33,77313;24,95768;7,30922
310;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;22,55101;5,76775;-16,62974;27,04468;7,29779;3,43351
310;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;25,23955;20,65429;-17,49607;15,78062;-13,56749;4,83079
310;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;20,60647;14,25427;-15,28704;12,48805;-13,38397;5,43768
310;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;25,21522;16,26522;-24,52749;21,72667;-15,09964;6,51714
310;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;26,21277;18,28115;-12,5662;23,89385;-15,57544;5,54433
311;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;22,82448;-12,29782;16,73524;20,51027;32,67939;1,00915
311;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;24,08515;8,57622;17,83095;17,4257;-31,55466;1,53603
311;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;24,18779;2,83892;21,17874;6,11113;-31,49916;4,7486
311;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;26,31951;6,40111;19,55321;18,24343;-31,37812;6,50525
311;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;25,65881;9,46951;27,75385;18,25106;-31,63273;7,76342
312;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;25,32943;-1,24417;-13,38982;30,51973;-22,09904;17,71513
312;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;27,01267;15,49506;-12,97739;23,50946;-,15265;18,48554
312;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;25,4689;11,13723;-11,32117;30,90628;-4,98619;17,69984
312;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;28,1503;13,09706;-20,34521;35,71069;-4,38111;19,32018
312;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;28,35724;14,28874;-14,01034;36,47706;-5,66432;19,03507
313;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;19,95719;3,49224;4,93763;17,52335;-17,02708;11,02397
313;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;21,12215;-5,48633;5,70918;31,66087;-25,01182;15,78397
313;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;18,40853;-9,7049;7,64086;16,70703;-17,18967;13,81366
313;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;22,50551;-6,32573;6,25815;16,9662;-17,58313;15,77861
313;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;24,42662;-5,83469;6,77629;25,43139;-21,76727;15,9357
317;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;19,22264;-6,40391;-10,65018;21,95841;18,17752;4,61343
317;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;28,42743;3,98357;-11,9021;34,92195;6,29867;8,69932
317;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;18,74388;-1,64217;-5,34121;17,57309;-5,37567;9,16704
317;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;23,14692;3,01231;-12,20596;21,84091;-4,02319;10,79515
317;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;21,66671;4,34625;-8,80272;23,06283;-4,5165;12,1172
321;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;23,66912;19,41247;-7,39452;28,53218;-17,83663;-3,44082
321;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;25,35019;-2,61785;-10,96468;21,36208;-14,20582;1,94568
321;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;20,53594;-11,8309;-9,87343;14,79888;-20,9229;3,21307
321;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;26,07064;-9,14663;-7,9769;36,53021;-23,57085;6,68908
321;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;25,78454;-8,52823;-15,74549;36,17829;11,68106;6,80112
327;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;25,48173;-,58834;-4,0823;22,37028;17,1364;10,27403
327;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;27,40304;8,04299;-3,04223;13,11005;-12,23124;7,95529
327;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;22,2932;2,49912;-1,29264;11,43629;-11,92467;5,55094
327;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;27,17905;7,20584;,46927;10,51552;-12,10088;6,43888
327;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;25,63004;7,8316;1,61421;14,9459;-12,35277;7,38772
329;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;23,63281;-6,57294;27,97538;41,54194;25,46216;8,22375
329;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;23,60139;15,63378;27,57737;40,3903;-16,01078;5,93566
329;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;24,07302;18,52571;30,91254;35,72199;-16,84149;9,86873
329;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;22,7179;20,89804;14,79725;34,36623;-17,54206;12,09177
329;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;23,45395;21,22593;34,54123;32,68194;-18,36674;12,03213
331;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;20,38701;11,80973;-2,22581;24,7691;31,51569;28,19816
331;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;19,50584;9,50021;-4,45728;19,95696;-28,21757;26,72351
331;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;15,09571;10,58949;-3,39259;19,56384;-34,45967;24,85075
331;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;19,95145;13,62806;-10,70056;25,72058;-35,03894;27,16837
331;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;20,59234;14,41279;4,72545;24,31285;-28,10877;27,48364
333;1998;positief; ; ; ; ; ; ; ; ; ; ;15,68778;-9,43256;18,93301;1,83511;30,24226;-11,12147
333;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;21,09023;-3,19198;17,55222;-13,33949;-23,0988;-7,18247
333;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;12,82106;-13,40762;20,5375;-24,62912;-23,56412;-4,42124
333;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;18,5303;-10,11642;28,82842;-1,57286;-23,9669;-2,00846
333;2010;positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;18,30878;-6,93866;34,15527;2,16679;-23,12134;-,97488
335;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;23,25227;-6,60447;-8,03779;11,16829;-4,53447;12,53928
335;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;24,38527;1,33673;-4,4897;21,67463;-4,59749;12,86999
335;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;21,43873;1,02473;-2,30004;25,62952;-7,11936;11,49339
335;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;25,18993;4,36599;-7,16843;27,80371;-7,39303;11,55261
335;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;24,85149;5,52581;-4,00143;23,50877;-10,38379;11,47412
339;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;18,26408;,93732;-19,82042;39,17465;-35,31122;20,60838
339;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;22,88164;-2,35749;-21,30965;25,7242;-21,59785;25,22381
339;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;20,43956;4,85066;-19,23841;30,14391;-24,39988;19,66302
339;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;23,91882;9,85226;-31,0442;40,22702;-21,91814;23,30258
339;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;24,1947;9,41109;-21,51211;40,16452;-28,99976;22,66503
340;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;10,74238;-9,07148;-12,29657;29,56708;-21,16695;5,49268
340;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;16,5357;12,66396;-13,7915;33,56445;-9,54816;9,9825
340;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;14,54774;8,90472;-11,50701;30,88884;-13,11781;9,53872
340;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;18,54669;13,30093;-21,75803;34,73104;-14,10003;12,33086
340;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,61107;13,68356;-15,96618;32,91194;-14,58667;12,21714
342;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;10,72673;-,74387;-11,27373;17,9453;-18,43653;2,58693
342;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;15,42652;6,52697;-11,34838;19,94915;-22,57057;4,50919
342;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;4,93215;9,32209;-8,16657;10,79631;-16,52486;7,32773
342;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;15,94556;10,50752;-12,84325;19,90449;-17,66638;9,32219
342;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,39124;13,46227;-8,86962;20,919;-16,81423;7,79744
344;1998;matig positief; ; ; ; ; ; ; ; ; ; ;-23,16527;-17,68439;-3,27025;-37,24807;12,96887;-28,29536
344;2002;matig positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-8,09478;-10,85404;-4,46835;-40,4253;16,71188;-24,80241
344;2006;matig positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-14,4437;-14,81199;-,6834;-39,87638;12,13724;-24,32714
344;2008;positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-2,49456;-11,95005;1,809;-31,66082;9,98285;-18,88204
344;2010;positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-2,17897;-11,52792;2,54348;-28,79384;7,75608;-17,76202
345;1998;positief; ; ; ; ; ; ; ; ; ; ;7,49723;-5,96833;-4,30764;6,05918;2,31602;-11,42107
345;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;12,03054;-2,82971;-4,33071;11,63694;20,35966;-10,30465
345;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;6,77066;-10,11401;-2,92086;12,11919;16,74987;-11,99161
345;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;12,75933;-9,3601;-,75456;17,64925;16,40396;-9,09849
345;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;10,41933;-7,14654;-1,82318;14,66262;13,56388;-8,87226
351;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;22,09937;10,75122;-16,85829;33,02445;42,33996;15,35502
351;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;24,42615;12,97649;-12,29652;29,87918;-26,16358;13,64239
351;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;19,74408;3,19774;-12,72665;32,35086;-26,06147;11,85352
351;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;22,77088;3,68272;-18,73122;35,33242;-23,90168;12,33785
351;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;22,48721;7,5092;-16,41929;37,92612;-23,6796;12,7125
352;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;18,79605;-4,01099;1,78285;16,48652;-3,3116;,75141
352;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;21,75938;-6,58275;4,2417;14,78124;-22,20673;3,16655
352;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;18,23527;-7,97106;4,69829;12,34635;-22,78055;3,10317
352;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;23,02077;-3,14592;8,5737;9,20532;-22,02902;7,25549
352;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;24,09113;-3,34549;8,26461;10,43004;-25,20083;7,1518
353;1998;positief; ; ; ; ; ; ; ; ; ; ;9,22872;-,0462;-3,47513;2,35558;5,50814;-10,73686
353;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;11,67793;-7,06287;-4,41788;3,89809;-4,53302;-4,14085
353;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;4,30606;-6,09051;-2,70897;-18,80073;-25,93705;-3,64508
353;2008;positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;12,33588;-6,37656;7,25382;-,11872;-26,97213;-,46416
