buurtcode;soort_groen;gew_gem_afstand
T92e;groen_camping, kampeerterrein;5792.92151072899
N69a;groen_camping, kampeerterrein;6099.76707588179
N60a;groen_camping, kampeerterrein;6157.53648047474
T97a;groen_camping, kampeerterrein;6059.24065640195
N63a;groen_camping, kampeerterrein;6127.75453364669
N64c;groen_camping, kampeerterrein;6467.32678489091
T97c;groen_camping, kampeerterrein;6507.66394948
T95a;groen_camping, kampeerterrein;6940.01214656322
N61b;groen_camping, kampeerterrein;6622.0839416691
N71h;groen_camping, kampeerterrein;6700.88738522074
N62a;groen_camping, kampeerterrein;6565.92921056426
N68b;groen_camping, kampeerterrein;6562.1364973913
T93h;groen_camping, kampeerterrein;6598.31366484577
T92b;groen_camping, kampeerterrein;6907.22164372972
N61d;groen_camping, kampeerterrein;6989.05063561406
N68c;groen_camping, kampeerterrein;6943.30302608433
N62b;groen_camping, kampeerterrein;7069.41205047957
N68a;groen_camping, kampeerterrein;6751.4258410661
T93i;groen_camping, kampeerterrein;6799.98115294509
E12a;groen_camping, kampeerterrein;7065.51481711726
E13b;groen_camping, kampeerterrein;6935.17117641537
E13a;groen_camping, kampeerterrein;6941.05405961396
N72a;groen_camping, kampeerterrein;6844.99043506456
E12b;groen_camping, kampeerterrein;7214.75207914857
T93f;groen_camping, kampeerterrein;6992.30208995397
N61a;groen_camping, kampeerterrein;6993.21460068327
N64d;groen_camping, kampeerterrein;7192.75495567169
N68d;groen_camping, kampeerterrein;7309.60871353871
T93g;groen_camping, kampeerterrein;7160.35729358704
N72b;groen_camping, kampeerterrein;6870.25620041049
E13c;groen_camping, kampeerterrein;7120.04617191482
A05d;groen_camping, kampeerterrein;7412.23880815101
A05f;groen_camping, kampeerterrein;7122.92404647775
E13e;groen_camping, kampeerterrein;7311.95268894831
E13d;groen_camping, kampeerterrein;7310.5171515332
E13f;groen_camping, kampeerterrein;7460.79219377188
T94e;groen_camping, kampeerterrein;7428.32835566843
A05a;groen_camping, kampeerterrein;7598.22950647736
N68f;groen_camping, kampeerterrein;7529.4130704464
T93k;groen_camping, kampeerterrein;7275.74257673334
T94l;groen_camping, kampeerterrein;7742.69006628449
T93e;groen_camping, kampeerterrein;7585.57161410078
A05g;groen_camping, kampeerterrein;7422.63307899019
A05c;groen_camping, kampeerterrein;7676.38861627244
E14a;groen_camping, kampeerterrein;7609.73715921431
T94h;groen_camping, kampeerterrein;7714.2195656383
N64e;groen_camping, kampeerterrein;7422.70073827108
B10a;groen_camping, kampeerterrein;8066.35416840817
N68e;groen_camping, kampeerterrein;7863.77172824549
E14c;groen_camping, kampeerterrein;7736.4627367047
A06d;groen_camping, kampeerterrein;7866.94517657548
N72c;groen_camping, kampeerterrein;7667.22926631925
T94d;groen_camping, kampeerterrein;7994.91188809117
T94f;groen_camping, kampeerterrein;8027.56783193276
T95b;groen_camping, kampeerterrein;8037.64460191468
A04a;groen_camping, kampeerterrein;8054.99257189561
A06a;groen_camping, kampeerterrein;7948.11787349448
A01b;groen_camping, kampeerterrein;7925.77006825776
A01c;groen_camping, kampeerterrein;7942.93911501499
T93d;groen_camping, kampeerterrein;8029.17827696045
E14b;groen_camping, kampeerterrein;7891.90728092801
T93j;groen_camping, kampeerterrein;7947.16242915116
E14d;groen_camping, kampeerterrein;8015.05553648888
A01a;groen_camping, kampeerterrein;7811.19453860164
T94g;groen_camping, kampeerterrein;8090.07513735547
E16a;groen_camping, kampeerterrein;8324.05695284037
T93a;groen_camping, kampeerterrein;8349.88972718659
N73b;groen_camping, kampeerterrein;8616.36902858054
A05b;groen_camping, kampeerterrein;8026.89164255029
A00a;groen_camping, kampeerterrein;8113.90266188511
N73a;groen_camping, kampeerterrein;8660.58768153474
A02a;groen_camping, kampeerterrein;8223.87172560647
A04d;groen_camping, kampeerterrein;8310.38734607851
A01d;groen_camping, kampeerterrein;8196.21110972564
A01e;groen_camping, kampeerterrein;8192.48548103814
T94n;groen_camping, kampeerterrein;8282.27696447443
A06k;groen_camping, kampeerterrein;8164.04650126795
E14e;groen_camping, kampeerterrein;8265.8329303479
T95c;groen_camping, kampeerterrein;8486.25900443167
A00b;groen_camping, kampeerterrein;8363.64911614026
M33c;groen_camping, kampeerterrein;8591.63206579946
A04b;groen_camping, kampeerterrein;8336.74531633041
M33d;groen_camping, kampeerterrein;8540.08903304375
N73j;groen_camping, kampeerterrein;8248.99415163014
E14f;groen_camping, kampeerterrein;8489.73400394105
T94k;groen_camping, kampeerterrein;8556.59830015807
E15a;groen_camping, kampeerterrein;8339.35364971741
A00c;groen_camping, kampeerterrein;8461.85860723711
A06l;groen_camping, kampeerterrein;8400.69893604638
T94b;groen_camping, kampeerterrein;8624.73685799631
A02b;groen_camping, kampeerterrein;8518.36287518685
A09a;groen_camping, kampeerterrein;8607.75257971284
A06e;groen_camping, kampeerterrein;8440.14038003991
T93c;groen_camping, kampeerterrein;8512.69249813742
A04e;groen_camping, kampeerterrein;8545.58094303992
E13h;groen_camping, kampeerterrein;8398.90226730827
M33b;groen_camping, kampeerterrein;9007.53934939943
T94i;groen_camping, kampeerterrein;8798.41397833662
T94c;groen_camping, kampeerterrein;8595.70001421215
M33e;groen_camping, kampeerterrein;8858.70420278983
E15c;groen_camping, kampeerterrein;8745.59080319574
E36a;groen_camping, kampeerterrein;9703.19717786767
A06c;groen_camping, kampeerterrein;8714.58568870858
A01f;groen_camping, kampeerterrein;8750.46846187944
E16c;groen_camping, kampeerterrein;8974.82220230273
A01g;groen_camping, kampeerterrein;8751.11007792323
A04h;groen_camping, kampeerterrein;8828.33832228716
A00d;groen_camping, kampeerterrein;8710.50039263433
T98a;groen_camping, kampeerterrein;9057.34607257515
T93b;groen_camping, kampeerterrein;8872.01151803836
A04c;groen_camping, kampeerterrein;8739.39382684438
E16b;groen_camping, kampeerterrein;8823.47749832893
A00e;groen_camping, kampeerterrein;8849.4719450002
N73g;groen_camping, kampeerterrein;11259.1873858836
A02c;groen_camping, kampeerterrein;8990.36819864515
M33a;groen_camping, kampeerterrein;9027.78157763989
T94a;groen_camping, kampeerterrein;9069.50173075787
A04f;groen_camping, kampeerterrein;8846.81022372152
A06f;groen_camping, kampeerterrein;8833.20161296894
E37a;groen_camping, kampeerterrein;9345.07743637436
E15b;groen_camping, kampeerterrein;8910.36100833406
A06g;groen_camping, kampeerterrein;9137.35809801187
A04i;groen_camping, kampeerterrein;9098.834032758
T94m;groen_camping, kampeerterrein;8984.52257216269
E17a;groen_camping, kampeerterrein;9335.86043719433
M33f;groen_camping, kampeerterrein;9138.57238386496
A01h;groen_camping, kampeerterrein;9039.69408196773
A04g;groen_camping, kampeerterrein;9064.47448776547
T94j;groen_camping, kampeerterrein;9310.302396963
E15d;groen_camping, kampeerterrein;9111.21320372069
A09i;groen_camping, kampeerterrein;9333.17573645904
A06i;groen_camping, kampeerterrein;9022.26155781006
M33g;groen_camping, kampeerterrein;9161.73580627936
E36b;groen_camping, kampeerterrein;9121.3802939259
A09b;groen_camping, kampeerterrein;9139.51849039063
E37f;groen_camping, kampeerterrein;9398.88308273375
A02d;groen_camping, kampeerterrein;9343.50387596374
A03g;groen_camping, kampeerterrein;9412.50677558985
A08d;groen_camping, kampeerterrein;9520.53248446908
B10d;groen_camping, kampeerterrein;10131.6015022491
M33h;groen_camping, kampeerterrein;9482.85258379561
A03f;groen_camping, kampeerterrein;9241.77390203903
A09e;groen_camping, kampeerterrein;9482.2391760982
A03e;groen_camping, kampeerterrein;9324.04051665407
A09c;groen_camping, kampeerterrein;9372.76877264881
A03b;groen_camping, kampeerterrein;9377.19579810302
N73c;groen_camping, kampeerterrein;9253.36690628811
A03c;groen_camping, kampeerterrein;9653.13623415287
E37g;groen_camping, kampeerterrein;9547.9035348262
T98b;groen_camping, kampeerterrein;9535.49771726152
E40a;groen_camping, kampeerterrein;9576.29387850739
M33i;groen_camping, kampeerterrein;9380.18622893783
A09d;groen_camping, kampeerterrein;9654.63020691137
A08a;groen_camping, kampeerterrein;9636.34566767309
A03a;groen_camping, kampeerterrein;9632.73447583149
A06h;groen_camping, kampeerterrein;9524.93073048081
E37d;groen_camping, kampeerterrein;9673.60624005459
E40b;groen_camping, kampeerterrein;9675.88625307529
A03d;groen_camping, kampeerterrein;9649.74227395223
A09f;groen_camping, kampeerterrein;9581.52845737082
M33k;groen_camping, kampeerterrein;9756.66734440049
E18a;groen_camping, kampeerterrein;9657.59173151052
E19a;groen_camping, kampeerterrein;9684.54192643638
A06j;groen_camping, kampeerterrein;9590.65244198509
M34a;groen_camping, kampeerterrein;9664.4931305665
M32a;groen_camping, kampeerterrein;9956.57171324024
M31a;groen_camping, kampeerterrein;9885.83337108722
E37c;groen_camping, kampeerterrein;9915.50775573639
E37e;groen_camping, kampeerterrein;9818.64248049001
E18b;groen_camping, kampeerterrein;10023.1344568551
A07c;groen_camping, kampeerterrein;9863.86512428618
A07a;groen_camping, kampeerterrein;9768.19802199027
E20a;groen_camping, kampeerterrein;9906.07978612025
N73e;groen_camping, kampeerterrein;9830.8063365125
E40c;groen_camping, kampeerterrein;9898.31513824861
M33j;groen_camping, kampeerterrein;10164.6473045048
E38c;groen_camping, kampeerterrein;10040.4663047022
E75a;groen_camping, kampeerterrein;10015.4586837027
A07g;groen_camping, kampeerterrein;9872.9001430696
A07e;groen_camping, kampeerterrein;9932.58120961309
A07b;groen_camping, kampeerterrein;9846.04868053309
A08b;groen_camping, kampeerterrein;10026.3131952403
M31b;groen_camping, kampeerterrein;10146.1347827919
N73d;groen_camping, kampeerterrein;11099.2676487112
E19b;groen_camping, kampeerterrein;10170.4287255304
A07d;groen_camping, kampeerterrein;10018.654213477
A09h;groen_camping, kampeerterrein;9984.41680216996
A07h;groen_camping, kampeerterrein;10078.8036874697
M29a;groen_camping, kampeerterrein;10246.261574764
M34f;groen_camping, kampeerterrein;10248.0680377078
E41a;groen_camping, kampeerterrein;10164.0774389548
E75c;groen_camping, kampeerterrein;10200.3397780248
E20b;groen_camping, kampeerterrein;10316.7511099778
M32c;groen_camping, kampeerterrein;10186.3755049832
A07f;groen_camping, kampeerterrein;10125.7727660539
E22a;groen_camping, kampeerterrein;10218.372316582
A08e;groen_camping, kampeerterrein;10127.3845230215
M27a;groen_camping, kampeerterrein;10377.1835352734
E75b;groen_camping, kampeerterrein;10224.5820943608
M31c;groen_camping, kampeerterrein;10392.016753331
M32b;groen_camping, kampeerterrein;10341.002138059
B10c;groen_camping, kampeerterrein;10675.1421536018
E41b;groen_camping, kampeerterrein;10351.4068095149
K47i;groen_camping, kampeerterrein;10683.3753040923
K47b;groen_camping, kampeerterrein;10355.9337060662
M28a;groen_camping, kampeerterrein;10406.5380617583
E39d;groen_camping, kampeerterrein;10456.3070167688
F11f;groen_camping, kampeerterrein;10471.8422780453
K47h;groen_camping, kampeerterrein;10446.5350141275
K24c;groen_camping, kampeerterrein;10480.3898742093
M29b;groen_camping, kampeerterrein;10525.8494594343
K24b;groen_camping, kampeerterrein;10486.56153878
E75d;groen_camping, kampeerterrein;10422.2684235075
E42a;groen_camping, kampeerterrein;10524.3090940677
F11a;groen_camping, kampeerterrein;10496.1867634083
N73f;groen_camping, kampeerterrein;10674.3175385214
M28b;groen_camping, kampeerterrein;10445.2249870912
E39a;groen_camping, kampeerterrein;10517.602268018
K24a;groen_camping, kampeerterrein;10526.6489518375
E38d;groen_camping, kampeerterrein;10497.5126438777
M34d;groen_camping, kampeerterrein;10593.8260514128
E22b;groen_camping, kampeerterrein;10637.9654987673
K24e;groen_camping, kampeerterrein;10657.405638492
M58i;groen_camping, kampeerterrein;10541.2775953227
M34c;groen_camping, kampeerterrein;10627.970883963
E42b;groen_camping, kampeerterrein;10683.6200990383
E20c;groen_camping, kampeerterrein;10607.1382254076
E19c;groen_camping, kampeerterrein;10557.7567498878
E41c;groen_camping, kampeerterrein;10575.2389485732
F76a;groen_camping, kampeerterrein;11118.3336049457
M32d;groen_camping, kampeerterrein;10711.3442640965
B10h;groen_camping, kampeerterrein;10810.5903401807
E39c;groen_camping, kampeerterrein;10740.6777556403
K47a;groen_camping, kampeerterrein;10819.9612736332
M58f;groen_camping, kampeerterrein;11074.7990836653
M28d;groen_camping, kampeerterrein;10787.5496583896
M27b;groen_camping, kampeerterrein;10896.4502506883
M56h;groen_camping, kampeerterrein;10966.3948615791
M58j;groen_camping, kampeerterrein;10903.7578395067
K24d;groen_camping, kampeerterrein;10772.5440469918
K47c;groen_camping, kampeerterrein;10831.6490922386
E21a;groen_camping, kampeerterrein;10947.0266078254
M29c;groen_camping, kampeerterrein;10905.9074528767
E43a;groen_camping, kampeerterrein;10984.0047558313
K25a;groen_camping, kampeerterrein;10859.7321383085
M28c;groen_camping, kampeerterrein;10910.8534810379
M58b;groen_camping, kampeerterrein;10954.3587648376
E42c;groen_camping, kampeerterrein;10819.8736820614
M56b;groen_camping, kampeerterrein;10952.2510731956
K25b;groen_camping, kampeerterrein;11014.0683013536
M57a;groen_camping, kampeerterrein;11135.1344212407
E42d;groen_camping, kampeerterrein;10930.7857534448
E39b;groen_camping, kampeerterrein;11094.7487653465
M58g;groen_camping, kampeerterrein;10907.0496168711
K25c;groen_camping, kampeerterrein;11068.3606031153
E41d;groen_camping, kampeerterrein;10819.431373398
M27c;groen_camping, kampeerterrein;10873.5440200114
K47d;groen_camping, kampeerterrein;11266.4290059006
K25d;groen_camping, kampeerterrein;11148.4159059079
M56c;groen_camping, kampeerterrein;11420.7928712494
K47f;groen_camping, kampeerterrein;11151.9483028318
M56a;groen_camping, kampeerterrein;11250.7491398971
K47j;groen_camping, kampeerterrein;11004.9097113887
E21b;groen_camping, kampeerterrein;11326.4033775894
E43b;groen_camping, kampeerterrein;11298.153326015
M30b;groen_camping, kampeerterrein;11294.413585195
M34e;groen_camping, kampeerterrein;12174.7714185638
F76b;groen_camping, kampeerterrein;11402.6642326047
K26a;groen_camping, kampeerterrein;11258.1566535038
M30a;groen_camping, kampeerterrein;11248.7177131723
F86c;groen_camping, kampeerterrein;11429.9564806378
K26b;groen_camping, kampeerterrein;11299.3809156893
K47g;groen_camping, kampeerterrein;11293.0080287637
K26c;groen_camping, kampeerterrein;11394.1683870315
K47e;groen_camping, kampeerterrein;11364.8348402659
M34g;groen_camping, kampeerterrein;11262.3616354788
F86a;groen_camping, kampeerterrein;11652.2463803367
F86f;groen_camping, kampeerterrein;11264.4284191871
M55d;groen_camping, kampeerterrein;11546.7709729879
M58h;groen_camping, kampeerterrein;11556.6976053685
K91d;groen_camping, kampeerterrein;11546.0071993349
F77a;groen_camping, kampeerterrein;11811.8751341332
M58e;groen_camping, kampeerterrein;11717.7533494478
K46c;groen_camping, kampeerterrein;11895.7546103706
M55e;groen_camping, kampeerterrein;11579.6936228733
K52a;groen_camping, kampeerterrein;11724.6774131891
M56f;groen_camping, kampeerterrein;11688.4744795005
K52b;groen_camping, kampeerterrein;11922.213564048
M55i;groen_camping, kampeerterrein;11659.9994319795
K44a;groen_camping, kampeerterrein;11669.9464071671
F77b;groen_camping, kampeerterrein;12103.1214654643
K53b;groen_camping, kampeerterrein;11630.6671209753
K53a;groen_camping, kampeerterrein;11676.6824444736
M56i;groen_camping, kampeerterrein;12008.7938525685
M55b;groen_camping, kampeerterrein;11677.4872513876
M55f;groen_camping, kampeerterrein;11638.7244920533
K49b;groen_camping, kampeerterrein;11790.8803395188
K46a;groen_camping, kampeerterrein;11709.7977991421
M55g;groen_camping, kampeerterrein;11820.8659613632
K91c;groen_camping, kampeerterrein;12245.5893509457
K49c;groen_camping, kampeerterrein;11838.0207229036
F86d;groen_camping, kampeerterrein;11651.5282107625
M55h;groen_camping, kampeerterrein;11945.6724037466
K54b;groen_camping, kampeerterrein;11994.2457973485
K54c;groen_camping, kampeerterrein;12047.1738322092
K45a;groen_camping, kampeerterrein;12031.515907414
K49d;groen_camping, kampeerterrein;11932.8984644967
K49a;groen_camping, kampeerterrein;12031.0870003057
K54e;groen_camping, kampeerterrein;11866.3273429782
M55c;groen_camping, kampeerterrein;11846.7735916505
K52c;groen_camping, kampeerterrein;12018.6354038947
M35a;groen_camping, kampeerterrein;12190.5981226391
F86b;groen_camping, kampeerterrein;12004.5808272117
K44b;groen_camping, kampeerterrein;12209.8874852532
K54a;groen_camping, kampeerterrein;11971.3195426447
M56d;groen_camping, kampeerterrein;11933.8539816705
F85a;groen_camping, kampeerterrein;12262.1969307756
K52d;groen_camping, kampeerterrein;12006.8821257011
F77c;groen_camping, kampeerterrein;12041.5834611042
K44e;groen_camping, kampeerterrein;12052.4014412304
K49e;groen_camping, kampeerterrein;12117.8638682194
M56e;groen_camping, kampeerterrein;11809.7155725758
M35b;groen_camping, kampeerterrein;12064.2380781628
K46b;groen_camping, kampeerterrein;12136.3120525468
F87b;groen_camping, kampeerterrein;12075.2772015875
M57b;groen_camping, kampeerterrein;12018.0730112788
K52h;groen_camping, kampeerterrein;12142.7892857095
K91b;groen_camping, kampeerterrein;12421.7016985424
K49f;groen_camping, kampeerterrein;12395.1548609934
F77d;groen_camping, kampeerterrein;12516.1082287543
K52g;groen_camping, kampeerterrein;12284.2707984108
F86e;groen_camping, kampeerterrein;12325.8578794182
K54d;groen_camping, kampeerterrein;12324.8505712006
K23e;groen_camping, kampeerterrein;12460.4153310577
K45b;groen_camping, kampeerterrein;12394.7788733129
K91a;groen_camping, kampeerterrein;12488.615186593
K48b;groen_camping, kampeerterrein;12475.3553860318
K44d;groen_camping, kampeerterrein;12583.6789045235
K48a;groen_camping, kampeerterrein;12446.1509695667
F78e;groen_camping, kampeerterrein;12406.6967089142
K59a;groen_camping, kampeerterrein;12720.154429928
F87f;groen_camping, kampeerterrein;12693.9708507829
F85c;groen_camping, kampeerterrein;12682.2740146509
K44c;groen_camping, kampeerterrein;12632.3627897791
M35e;groen_camping, kampeerterrein;12727.76640633
K90c;groen_camping, kampeerterrein;12988.994918034
F78d;groen_camping, kampeerterrein;13024.0755070022
F77f;groen_camping, kampeerterrein;12864.520671827
K48c;groen_camping, kampeerterrein;12704.5840628975
M35c;groen_camping, kampeerterrein;13209.2374825699
K48f;groen_camping, kampeerterrein;12948.6139867661
F87a;groen_camping, kampeerterrein;12808.297313573
F77e;groen_camping, kampeerterrein;12613.8160556063
K48d;groen_camping, kampeerterrein;12938.1111089955
F85b;groen_camping, kampeerterrein;13115.6134260522
F87c;groen_camping, kampeerterrein;12951.710811057
K90a;groen_camping, kampeerterrein;13158.9205759011
K44f;groen_camping, kampeerterrein;13202.6800647807
F89b;groen_camping, kampeerterrein;13259.6428269011
M35f;groen_camping, kampeerterrein;13367.0909718004
F78c;groen_camping, kampeerterrein;13282.7325834292
K23d;groen_camping, kampeerterrein;13224.7128064174
K90d;groen_camping, kampeerterrein;13649.0215130939
F87d;groen_camping, kampeerterrein;13337.5771619093
F78a;groen_camping, kampeerterrein;13543.4973291669
F11d;groen_camping, kampeerterrein;14139.8143334927
F89a;groen_camping, kampeerterrein;13643.1814649746
K23a;groen_camping, kampeerterrein;13416.4698608938
F89c;groen_camping, kampeerterrein;13777.507433154
F78b;groen_camping, kampeerterrein;13850.6889312932
M51b;groen_camping, kampeerterrein;13881.7282195728
M50g;groen_camping, kampeerterrein;13740.6564020665
K48e;groen_camping, kampeerterrein;13855.8014951922
K90i;groen_camping, kampeerterrein;14079.7438714098
K23c;groen_camping, kampeerterrein;14263.1493788675
F79b;groen_camping, kampeerterrein;13831.0145770986
M51c;groen_camping, kampeerterrein;13881.2340780309
F87e;groen_camping, kampeerterrein;13992.8246847604
F79a;groen_camping, kampeerterrein;14831.154733116
F81b;groen_camping, kampeerterrein;14041.696045085
F81e;groen_camping, kampeerterrein;14428.8552626424
K90j;groen_camping, kampeerterrein;14028.4184386312
F80a;groen_camping, kampeerterrein;14247.5435764128
F81a;groen_camping, kampeerterrein;14444.0695181288
F88c;groen_camping, kampeerterrein;16746.1749982598
M51a;groen_camping, kampeerterrein;14394.0575231373
F88f;groen_camping, kampeerterrein;14851.8918409969
F81d;groen_camping, kampeerterrein;14586.0966120678
F81c;groen_camping, kampeerterrein;14686.0507394189
F89d;groen_camping, kampeerterrein;14526.952045604
K90e;groen_camping, kampeerterrein;14859.3562211275
F88b;groen_camping, kampeerterrein;14688.1793855834
F80b;groen_camping, kampeerterrein;15728.58698715
F82a;groen_camping, kampeerterrein;14991.3774680146
F88i;groen_camping, kampeerterrein;15110.615849843
F82b;groen_camping, kampeerterrein;15237.6959684928
F88a;groen_camping, kampeerterrein;14929.8615504053
B10f;groen_camping, kampeerterrein;14927.8814270477
F82d;groen_camping, kampeerterrein;15420.2931765911
F88g;groen_camping, kampeerterrein;15329.9118814622
F82c;groen_camping, kampeerterrein;15307.2564921176
F88e;groen_camping, kampeerterrein;15486.208881678
F88d;groen_camping, kampeerterrein;16029.964966657
F83b;groen_camping, kampeerterrein;15360.5009609435
F11e;groen_camping, kampeerterrein;15612.330276273
F83a;groen_camping, kampeerterrein;15859.3932256463
F88h;groen_camping, kampeerterrein;15844.318257136
F84c;groen_camping, kampeerterrein;16294.3231792906
F80c;groen_camping, kampeerterrein;16622.1111337308
F84a;groen_camping, kampeerterrein;16321.4682266424
F88j;groen_camping, kampeerterrein;16523.1422121139
F84b;groen_camping, kampeerterrein;16717.6974808761
B10g;groen_camping, kampeerterrein;17204.360179655
N73g;groen_gedenkpark;935.799515975324
E36a;groen_gedenkpark;391.801299836666
T95c;groen_gedenkpark;251.358321223145
F88j;groen_gedenkpark;255.762421461442
M57a;groen_gedenkpark;478.769106702253
K54e;groen_gedenkpark;212.472447164211
N73f;groen_gedenkpark;285.100375582544
N73h;groen_gedenkpark;654.416394881805
K44d;groen_gedenkpark;232.657503772377
M57b;groen_gedenkpark;53.0923225911401
N62a;groen_gedenkpark;248.550046176951
K44f;groen_gedenkpark;540.092755918525
F80c;groen_gedenkpark;175.209164962604
N62b;groen_gedenkpark;511.651235705737
E15c;groen_gedenkpark;319.447910458292
M55h;groen_gedenkpark;423.126126524777
K23a;groen_gedenkpark;166.947408639607
F83a;groen_gedenkpark;733.631529723944
E13h;groen_gedenkpark;204.321677484287
N64c;groen_gedenkpark;740.623457916463
N64d;groen_gedenkpark;496.491255341372
T98a;groen_gedenkpark;654.492217627201
E37a;groen_gedenkpark;743.605486817237
K54c;groen_gedenkpark;908.745644614257
K44c;groen_gedenkpark;412.506713339238
F88d;groen_gedenkpark;770.816389427212
M56c;groen_gedenkpark;761.410055986966
M56d;groen_gedenkpark;327.541899235918
N74c;groen_gedenkpark;609.976417224932
F88h;groen_gedenkpark;713.610815372149
M56f;groen_gedenkpark;512.703968712808
F87c;groen_gedenkpark;610.310008400901
K48f;groen_gedenkpark;665.26556625413
N70b;groen_gedenkpark;773.695065255166
K48e;groen_gedenkpark;926.234670428576
F83b;groen_gedenkpark;427.816685293505
F79a;groen_gedenkpark;1617.07067602699
E37f;groen_gedenkpark;708.032234367711
N68b;groen_gedenkpark;831.261334290993
E15a;groen_gedenkpark;582.523316131463
K59a;groen_gedenkpark;1003.01149540214
K48d;groen_gedenkpark;854.77378770778
K90j;groen_gedenkpark;552.905743715824
F80b;groen_gedenkpark;1091.35152975879
N70d;groen_gedenkpark;897.611208016192
F84a;groen_gedenkpark;912.18992308648
E37c;groen_gedenkpark;956.870202745354
K44e;groen_gedenkpark;740.87218070266
N68c;groen_gedenkpark;969.018259081325
F84c;groen_gedenkpark;1171.89562198728
K45b;groen_gedenkpark;742.126482227566
F88e;groen_gedenkpark;1032.36561058931
N74b;groen_gedenkpark;728.511554140666
K45a;groen_gedenkpark;811.047123858315
K44b;groen_gedenkpark;830.802173226651
E14e;groen_gedenkpark;822.480832185268
F11f;groen_gedenkpark;966.12607595273
N69k;groen_gedenkpark;885.173423957838
E36b;groen_gedenkpark;886.692684983874
N69a;groen_gedenkpark;787.720290903697
F82a;groen_gedenkpark;872.32811943077
M55g;groen_gedenkpark;972.152632262502
M55e;groen_gedenkpark;1007.13745855072
K52g;groen_gedenkpark;918.837843797063
K54b;groen_gedenkpark;1046.16279099813
K23c;groen_gedenkpark;763.035033870082
K48c;groen_gedenkpark;871.049082164943
N69j;groen_gedenkpark;912.769649729966
N63a;groen_gedenkpark;1060.64395456815
E37g;groen_gedenkpark;946.431585269084
M56e;groen_gedenkpark;680.335736896871
E14d;groen_gedenkpark;976.298256388728
M56a;groen_gedenkpark;1164.28743107117
E13f;groen_gedenkpark;950.19871601237
N64e;groen_gedenkpark;708.956660065194
F87d;groen_gedenkpark;995.719715989651
M58j;groen_gedenkpark;1304.45551580748
N69c;groen_gedenkpark;990.722456326279
K91d;groen_gedenkpark;999.880366540122
K91c;groen_gedenkpark;1201.53992408763
N61d;groen_gedenkpark;1027.58028514264
N67a;groen_gedenkpark;1345.21617501906
K90i;groen_gedenkpark;1229.73862360533
F82b;groen_gedenkpark;1119.12031101931
B10a;groen_gedenkpark;1878.70967086978
N67b;groen_gedenkpark;1135.65751006276
E39d;groen_gedenkpark;1156.98959153024
N64a;groen_gedenkpark;1019.10318409126
N74a;groen_gedenkpark;951.522098706064
N64b;groen_gedenkpark;1001.62123335949
F84b;groen_gedenkpark;1265.63982461154
N70c;groen_gedenkpark;1154.1497227057
K46b;groen_gedenkpark;1162.26676189154
