Ministerie;handelsnaam na kvk;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatieadvies;3140 - Uitbesteden juridisch adviesopdrachten;3150 - Uitbesteden automatiseringsadvies;3160 - Uitbesteden accountancy en financien;Eindtotaal
BZK;HAUBEN ARCHITECTUUR & STEDENBOUW;;;1;;;;;1
BZK;Het Kookplein;;1;;;;;;1
BZK;Holding Beheermaatschappij Ropeni B.V.;;1;;;;;;1
BZK;HOLLAND CONSULTING GROUP;;1;;;;;;1
BZK;Huijbregts-Breitkopf Simone;;1;;;;;;1
BZK;ICOP B.V.;;1;;;;;;1
BZK;In2Content B.V.;;1;;;;;;1
BZK;INFORMATION BUILDERS;;;1;;;;;1
BZK;Ingenieursbureau Inpijn-Blokpoel Son B.V.;;;1;;;;;1
BZK;InRIO holding B.V.;;;1;;;;;1
BZK;Instituut voor Wijsbegeerte B.V.;;1;;;;;;1
BZK;Intelligence Group B.V.;;;1;;;;;1
BZK;Interpulse Automatisering B.V.;;;;;;1;;1
BZK;IOVIO BPT B.V.;;;1;;;1;;1
BZK;Jan Montijn Beheer B.V.;;;1;;;;;1
BZK;JonkersenKo;;1;;;;;;1
BZK;Kaldenbach grafische producties;;;1;;;;;1
BZK;Kamera Express Rotterdam B.V.;;1;;;;;;1
BZK;KESSELS & SMIT;;1;;;;;;1
BZK;KINE ADVIES;;;1;;;;;1
BZK;KIWA Compliance;;;1;;;;;1
BZK;Knippenberg Coachend Interim Management;;1;;;;;;1
BZK;KOUDIJS JT HOLDING;;;1;;;;;1
BZK;Landmeetkundig Bureau Gubbels B.V.;;;1;;;;;1
BZK;Leadingwise;;1;;;;;;1
BZK;Leemans Speciaalwerken B.V.;;;1;;;;;1
BZK;LEGALDAY;;;1;;;;;1
BZK;Leike van Oss Organisatievragen;;;1;;;;;1
BZK;Lineair Bouwmanagement;;;1;;;;;1
BZK;Lingewaard Incasso;;;1;;;;;1
BZK;Linguist Link Europe;;;1;;;;;1
BZK;M VAN DEN HOVEN;;;1;;;;;1
BZK;Maatschap Agile Partners;;1;;;;;;1
BZK;MAHIEU WEB DEVELOPMENT;;;1;;;;;1
BZK;Marosel B.V.;;;;;;1;;1
BZK;Mavim B.V.;;1;;;;;;1
BZK;Melkveebedrijf de Ferbining;;;1;;;;;1
BZK;Menasse;;1;;;;;;1
BZK;Messe München GMBH;;1;;;;;;1
BZK;Milieukundig en Geotechnisch;;;1;;;;;1
BZK;Millers;;1;;;;;;1
BZK;Mobility Mixx B.V.;;1;;;;;;1
BZK;Montopinto;;1;;;;;;1
BZK;Motus B.V.;;1;;;;;;1
BZK;MUG Noord Holland B.V.;;1;;;;;;1
BZK;Muzieklestwello;;;1;;;;;1
BZK;MWM2 B.V.;;;1;;;;;1
BZK;NACO;;;1;;;;;1
BZK;NDC mediagroep B.V.;;;1;;;;;1
BZK;Nederland Beweegt Stichting;;1;;;;;;1
BZK;Nederland. Vereniging voor Aanbestedingsrecht;;1;;;;;;1
BZK;Nederlandse Vereniging;;1;;;;;;1
BZK;New Babylon Meeting Center B.V.;;;1;;;;;1
BZK;Nieuwsgierige Werken;;1;;;;;;1
BZK;Notuleerservice Nederland B.V.;;;1;;;;;1
BZK;NOVAGRAAF;;;1;;;;;1
BZK;Novius Adv.groep v. Inf. & Organisatie B.V.;;1;;;;;;1
BZK;OmnicomMediaGroup Nederland B.V.;;;;1;;;;1
BZK;Ooranje B.V.;;1;;;;;;1
BZK;OPTIMA FORMA;;;1;;;;;1
BZK;Orphent Stichting;;1;;;;;;1
BZK;PALMBOUT Urban Landscapes B.V.;;;1;;;;;1
BZK;Peutz B.V.;;;1;;;;;1
BZK;PHYLEON;;1;;;;;;1
BZK;Pieters Bouwtechniek Utrecht B.V.;;;1;;;;;1
BZK;Plein 9 A B.V.;;1;;;;;;1
BZK;Ploum Technology B.V.;;;1;;;;;1
BZK;Port of Amsterdam International B.V.;;;1;;;;;1
BZK;Port of Rotterdam;;;1;;;;;1
BZK;PricewaterhouseCoopers Pensions,;;;1;;;;;1
BZK;Promotie.nl B.V.;;1;;;;;;1
BZK;PuRe-net Public Real Estate Network;;1;;;;;;1
BZK;R2B Inspecties B.V.;;;1;;;;;1
BZK;RAVESTEIN & ZWART BEDRIJFSCOM;;;1;;;;;1
BZK;RHO;;;1;;;;;1
BZK;Riigi Kinnisvara;;1;;;;;;1
BZK;Rijkaart;;;1;;;;;1
BZK;Rijksvastgoedbedrijf;;1;;;;;;1
BZK;RIR;;;1;;;;;1
BZK;Sensus;;1;;;;;;1
BZK;SGS Search Milieu;;;1;;;;;1
BZK;Shared Business B.V.;;1;;;;;;1
BZK;SIGHT Landscaping B.V.;;;1;;;;;1
BZK;Sinke Emmeloord B.V.;;;1;;;;;1
BZK;SOCIAAL NL SCHULDSANERING;;;;;;;1;1
BZK;Sodexo B.V.;;1;;;;;;1
BZK;SoftwareONE B.V.;;1;;;;;;1
BZK;Solau Music;;1;;;;;;1
BZK;SOLID SENSE;;1;;;;;;1
BZK;SPANJERSBERG ORGANISATIEADVIES;;1;;;;;;1
BZK;Stichting Accessibility;;;1;;;;;1
BZK;Stichting Bouwreflectie;;1;;;;;;1
BZK;Stichting Brabantse Milieufederatie;;;1;;;;;1
BZK;Stichting Bureau Documentatie Bouwwezen;;1;;;;;;1
BZK;Stichting Buurtschap Heimolen;;;1;;;;;1
BZK;STICHTING CODE VERANTWOORDELIJK MARKTGED;;;1;;;;;1
BZK;Stichting Connekt;;1;;;;;;1
BZK;Stichting Design for Humanity;;;1;;;;;1
BZK;Stichting Kennis Gebiedsontwikkeling (SKG);;1;;;;;;1
BZK;STICHTING KLIMAATVERBOND;;;1;;;;;1
BZK;Stichting Milieuplatform Leeuwarden;;;1;;;;;1
BZK;Stichting Nispen Blues;;;1;;;;;1
BZK;STICHTING SOCRATES NEDERLAND;;;1;;;;;1
BZK;Stoof Verhuizingen;;1;;;;;;1
BZK;Strict Consultancy B.V.;;;1;;;;;1
BZK;Tauw B.V.;;;1;;;;;1
BZK;The Language Lab B.V.;;;1;;;;;1
BZK;Things To Make And Do B.V.;;1;;;;;;1
BZK;TRANSCRIPTIE ONLINE;;;;;;1;;1
BZK;TUV RHEINLAND;;;1;;;;;1
BZK;Uneto-VNI;;1;;;;;;1
BZK;USG MARKETING COMMUNICATION & SALES PROF;;;1;;;;;1
BZK;UvA Cafe de Krater;;1;;;;;;1
BZK;VADEZI;;;1;;;;;1
BZK;Van Boven & Van der Hek Exploitatie;;1;;;;;;1
BZK;Van de Laar;;;1;;;;;1
BZK;Van der Heijden Milieu- en Install.techn.;;;1;;;;;1
BZK;Van der Vleuten interim- & project;;;1;;;;;1
BZK;Van Ledden Infra B.V.;;;1;;;;;1
BZK;Van Loon Technisch Consult;;;1;;;;;1
BZK;Van Nistelrode Holding B.V.;;;1;;;;;1
BZK;VAN ZUTHPEN ECONOMISCH ADVIES;;;1;;;;;1
BZK;VANDENBOOG ATELIER;;;1;;;;;1
BZK;VAROSKUTATAS;;;1;;;;;1
BZK;VEKTIS;;;1;;;;;1
BZK;Ver. v. Eigen. Complex De Omloop IV te Dokkum;;;1;;;;;1
BZK;Vereniging Gelderse Natuur en Milieufederatie;;;1;;;;;1
BZK;Vereniging van Bos- en Natuurterreineigenaren;;1;;;;;;1
BZK;Verhaaren Consult;;1;;;;;;1
BZK;VERT VAN NED IN DE NED ANTILLEN;;;1;;;;;1
BZK;VERTAALBUREAU BOTHOF;;;1;;;;;1
BZK;Vigier Infra Projecten B.V.;;;1;;;;;1
BZK;Visser Dana;;1;;;;;;1
BZK;Volantis B.V.;;;1;;;;;1
BZK;Vrijhof Michael;;1;;;;;;1
BZK;WagenaarHoes B.V.;;;1;;;;;1
BZK;Wastewatchers B.V.;;;1;;;;;1
BZK;Westmarc Pschychotherapie & Coaching;;1;;;;;;1
BZK;Wim Drees Stichting voor Openbare Financiën;;1;;;;;;1
BZK;WORTGEWANDT;;;1;;;;;1
BZK;Xerox (Nederland) B.V.;;1;1;;;;;1
BZK;Xerox Document Supplies BV;;;1;;;;;1
BZK;YNFORMED;;;1;;;;;1
BZK;Zecc Architecten B.V.;;1;;;;;;1
DEF;BKV Medische Diensten B.V.;1;;;;;;;1
DEF;Deucon Isaf Prt Kunduz;1;;;;;;;1
DEF;Ecolog International FZE;1;;;;;;;1
DEF;Multiwacht Groep B.V.;1;;;;;;;1
DEF;TeeuwenGroep Sprekersbureau B.V.;;;;1;;;;1
EZ;&Morgen;;;1;;;;;1
EZ;&Samhoud Nederland B.V.;;;1;;;;;1
EZ;4C Offshore Limited;;;1;;;;;1
EZ;7Senses;;;1;;;;;1
EZ;A Million Faces B.V.;;;1;;;;;1
EZ;Aaaaha! The Actor Factory B.V.;;;1;;;;;1
EZ;Aannemingsmaatschappij Friso B.V.;;;1;;;;;1
EZ;Abalona;;;1;;;;;1
EZ;Abd Allied Business Development B.V.;;;1;;;;;1
EZ;ACE B.V.;;;1;;;;;1
EZ;A-Consulting B.V.;;;1;;;;;1
EZ;Action Now;;;1;;;;;1
EZ;Actuac B.V.;;;1;;;;;1
EZ;Adv.bur. Klimaatbeh. ir. Gy.G.B. Halmos B.V.;;;1;;;;;1
EZ;Advies water en klimaat;;;1;;;;;1
EZ;Adviesbureau Beleef & Weet;;;1;;;;;1
EZ;Adviesburo Constructies van der Laan;;;1;;;;;1
EZ;AECOM Ltd;;;1;;;;;1
EZ;Affact;;;1;;;;;1
EZ;Agonus Fisheries Consultancy;;;1;;;;;1
EZ;Agpro Onions B.V.;;;;;1;;;1
EZ;Agrifirm Exlan B.V.;;;1;;;;;1
EZ;Agro Adviesburo BM Holding B.V.;;;1;;;;;1
EZ;Agroder SC;;;1;;;;;1
EZ;AimAtArt;;;1;;;;;1
EZ;Algemeen Groninger Persbureau Tammeling B.V.;;;1;;;;;1
EZ;Algemene Vereniging Inlands Hout;;;1;;;;;1
EZ;AllSolutions B.V.;1;;;;;;;1
EZ;Alquimia;;;1;;;;;1
EZ;Altenburg & Wymenga Ecologisch Onderzoek B.V.;;;1;;;;;1
EZ;Amazing Bread Company B.V.;;;1;;;;;1
EZ;Amilcar Aristides Pereira De Sousa Monteiro;;;1;;;;;1
EZ;Amsterdam Center for Integrity and Leadership;;;1;;;;;1
EZ;AndrÃ© Thijssen Imagery;;;1;;;;;1
EZ;Angle of View B.V.;;;1;;;;;1
EZ;anp management consulting GmbH;;;1;;;;;1
EZ;Antenna Men;;;1;;;;;1
EZ;Ardis Opleidingen B.V.;;;1;;;;;1
EZ;Ardis Organisatieontwikkeling B.V.;;;1;;;;;1
EZ;Aristo Amsterdam B.V.;;;1;;;;;1
EZ;Atelier O2;;;1;;;;;1
EZ;Atlantico Business Development;;;1;;;;;1
EZ;Atriensis B.V.;;;1;;;;;1
EZ;Azienda Alberto B.V.;;;1;;;;;1
EZ;B.P.R.C.;;;1;;;;;1
EZ;B.V. Princeville Exploitatie;;;1;;;;;1
EZ;B3partners B.V.;;;1;;;;;1
EZ;BÃƒÂ¼gelHajema Adviseurs B.V.;;;1;;;;;1
EZ;Baker Tilly Berk Den Haag;;;;;;;1;1
EZ;Bakker ICT Services;;;1;;;;;1
EZ;Bakkerij Schuurmans;;;1;;;;;1
EZ;Banning N.V.;;;;;1;;;1
EZ;Bar-Beton;;;1;;;;;1
EZ;Bart Koopman Film & Animaties;;;1;;;;;1
EZ;Bart van Vliet Freelance Fotograaf;;;1;;;;;1
EZ;BaseClear B.V.;;;1;;;;;1
EZ;Basis & Beleid Organisatie-Adviseurs B.V.;;;1;;;;;1
EZ;BBA Binnenmilieu B.V.;;;1;;;;;1
EZ;BDO Audit & Assurance B.V.;;;1;;;;;1
EZ;Beijer Tuin- en Landschapsinrichting;;;1;;;;;1
EZ;belevenisonderwijs;;;1;;;;;1
EZ;Berg en Ideeën;;;1;;;;;1
EZ;Beroepsorganisatie Nederlandse Ontwerpers;;;1;;;;;1
EZ;Bewonersvereniging De Brekken Sneek;;;;;1;;;1
EZ;Bex*communicatie;;;1;;;;;1
EZ;bf-c energy consulting;;;1;;;;;1
EZ;Bij Robbert;;;1;;;;;1
EZ;Bilderberg Grand Hotel Wientjes;;;1;;;;;1
EZ;Bilderberg Hotel De Keizerskroon;;;1;;;;;1
EZ;Bink B.V.;;;1;;;;;1
EZ;BKFF bas kijzers fotografie en film;;;1;;;;;1
EZ;Bloemenboetiek Panhuis;;;1;;;;;1
EZ;Boekhandel Van der Velde B.V.;;;1;;;;;1
EZ;Bons Negocios!;;;1;;;;;1
EZ;BOOM-Stofberg;;;1;;;;;1
EZ;Boot 10 Amsterdam B.V.;;;1;;;;;1
EZ;Bout Advocaten B.V.;;;;;1;;;1
EZ;BOUWscoop;;;1;;;;;1
EZ;Bovenkamers;;;1;;;;;1
EZ;Brabantse Populieren Vereniging;;;1;;;;;1
EZ;Brainstorm & Concept;;;1;;;;;1
EZ;Brandhof Natuur & Platteland B.V.;;;1;;;;;1
EZ;BRESSER BOUW B.V.;;;1;;;;;1
EZ;Brightface Enterprises;;;1;;;;;1
EZ;Brink Management/Advies;;;1;;;;;1
EZ;Bruggink & vd Velden Advocaten. Bel.adv. B.V.;;;1;;;;;1
EZ;BuildDesk Benelux B.V.;;;1;;;;;1
EZ;Buiten, bureau voor Economie & Omgeving B.V.;;;1;;;;;1
EZ;Bur. Binnenwerk Communicatie-Adv. & -Uitv.;;;1;;;;;1
EZ;Bureau BlauwGeel B.V.;;;1;;;;;1
EZ;Bureau Onderweg;;;1;;;;;1
EZ;Bureau voor Beeldzaken;;;1;;;;;1
EZ;Buro Beeld B.V.;;;1;;;;;1
EZ;Buro Duif;;;1;;;;;1
EZ;Buro PAST;;;1;;;;;1
EZ;Business Nieuws Holding B.V.;;;1;;;;;1
EZ;Byte B.V.;;;1;;;;;1
EZ;C.V. Het Schaap;;;1;;;;;1
EZ;CADEX - Cámara de Exportadores Santa Cruz;;;1;;;;;1
EZ;CAH Vilentum Dronten;;;1;;;;;1
EZ;Canal Digitaal;;;;1;;;;1
EZ;Capricorn Projekt B.V.;;;1;;;;;1
EZ;CARMABI Foundation;;;1;;;;;1
EZ;CENER Centro national de Energia renovables;;;1;;;;;1
EZ;Century Aluminum Vlissingen B.V.;;;;;1;;;1
EZ;Certios;;;1;;;;;1
EZ;Cesar Moerman Communicatie;;;1;;;;;1
EZ;Cherry Tree Consultancy;;;1;;;;;1
EZ;Cit Industriell Energi Ab;;;1;;;;;1
EZ;Climate Focus B.V.;;;1;;;;;1
EZ;Climatic Design Consult;;;1;;;;;1
EZ;Clipit News B.V.;;;1;;;;;1
EZ;CloudVPS;;;1;;;;;1
EZ;CMS Derks Star Busmann;;;1;;;;;1
EZ;CMS Derks Star Busmann - Amsterdam;;;1;;;;;1
EZ;CNV Connectief;;;;;1;;;1
EZ;CoÃƒÂ¶p. Energie Dienstenbedrijf Rivierenland B;;;1;;;;;1
EZ;CODA-CERVA;;;1;;;;;1
EZ;CommPartners;;;1;;;;;1
EZ;COMPAREX Nederland B.V.;1;;;;;;;1
EZ;Compass Group Belgilux;;;1;;;;;1
EZ;Competa It B.V.;;;1;;;;;1
EZ;Competence Management Consulting Ltd.;;;1;;;;;1
EZ;Conico Valves B.V.;;;1;;;;;1
EZ;Considerati B.V.;;;1;;;;;1
EZ;Consultancy Bureau Santema;;;1;;;;;1
EZ;Consumentenbond;;;1;;;;;1
EZ;Continental Bakeries B.V.;;;;;1;;;1
EZ;Coöperatie De Betekenaar UA;;;1;;;;;1
EZ;Coöperatieve Circle Economy UA;;;1;;;;;1
EZ;Coöperatieve Vereniging SAMEEN UA;;;1;;;;;1
EZ;Corien Lambregtse;;;1;;;;;1
EZ;Corten Advocaten;;;;;1;;;1
EZ;Corten Marine Research;;;1;;;;;1
EZ;Corviant;;;1;;;;;1
EZ;Cotecna Inspection Services B.V.;;;1;;;;;1
EZ;Co-Zijn Coaching;;;1;;;;;1
EZ;Craft Afrika;;;1;;;;;1
EZ;Cre-Aid B.V.;;;1;;;;;1
EZ;Creatieve Koppen B.V.;;;1;;;;;1
EZ;Creatz;;;1;;;;;1
EZ;CSIR - Food Research Institute;;;1;;;;;1
EZ;Cynthia Boll Photography;;;1;;;;;1
EZ;DAC Zutphen-Laren;;;1;;;;;1
EZ;DAGVOORZITTER.NL;;;1;;;;;1
EZ;De Advocaten van Van Riet B.V.;;;1;;;;;1
EZ;De Architectencombinatie Oeverzaaijerlyongo;;;1;;;;;1
EZ;De Booij Express;;;1;;;;;1
EZ;De Booij Party- en Congresarchitekten;;;1;;;;;1
EZ;De CoÃƒÂ¶peratieve Samenleving BA;;;1;;;;;1
EZ;De Goede Advocatuur en Consultancy;;;;;1;;;1
EZ;De Goede Peer B.V.;;;1;;;;;1
EZ;De Hypotheekshop;;;1;;;;;1
EZ;De Klantcontact Monitor B.V.;;;1;;;;;1
EZ;De Laar B.V.;;;1;;;;;1
EZ;De Laarhoeve B.V.;;;1;;;;;1
EZ;De Merkplaats B.V.;;;1;;;;;1
EZ;De Nederlands-Vlaamse Bouwfysica Vereniging;;;1;;;;;1
EZ;De Oestervisser B.V.;;;1;;;;;1
EZ;De Stadskwekerij B.V.;;;1;;;;;1
EZ;de Wijkondernemer;;;1;;;;;1
EZ;De Wijkplaats B.V.;;;1;;;;;1
EZ;De Winkel van Sinkel B.V.;;;1;;;;;1
EZ;De Zevensprong Coöperatie UA;;;1;;;;;1
EZ;Debat.NL B.V.;;;1;;;;;1
EZ;Debbee Dale Development Limited;;;1;;;;;1
EZ;DECHEMA Ausstellungs-GmbH;;;1;;;;;1
EZ;Deerns Nederland B.V.;;;1;;;;;1
EZ;DEKOM B.V.;1;;;;;;;1
EZ;Deloitte Belastingadviseurs B.V.;;;1;;;;;1
EZ;Demi Sec;;;1;;;;;1
EZ;Demi-Sec Secretariële- en Typewerkzaamheden;;;1;;;;;1
EZ;deNies;;;1;;;;;1
EZ;DENKSCHETS.NL;;;1;;;;;1
EZ;Deskbookers;;;1;;;;;1
EZ;Det Norske Veritas B.V.;;;1;;;;;1
EZ;DFQ Ramírez;;;1;;;;;1
EZ;DhUET Duurzaam Ontwikkelen;;;1;;;;;1
EZ;Diep Onderzoek;;;1;;;;;1
EZ;Dierenartspraktijk De Kanaalstreek;;;1;;;;;1
EZ;Dierenkliniek Muggenburg;;;1;;;;;1
EZ;Dierenzorggroep B.V.;;;1;;;;;1
EZ;Dierenzorggroep Brabant B.V.;;;1;;;;;1
EZ;Dikhoff Advies;;;1;;;;;1
EZ;Direct Teleservice B.V.;;;;1;;;;1
EZ;Dirks Water Advisory Services;;;1;;;;;1
EZ;Display Concepts B.V.;;;1;;;;;1
EZ;Ditty Blom Plan+Project;;;1;;;;;1
EZ;DLV Intensief Advies B.V.;;;1;;;;;1
EZ;Dokkumer Vlaggen Centrale B.V.;;;1;;;;;1
EZ;Donki Gotte;;;1;;;;;1
EZ;Drawin';;;1;;;;;1
EZ;DRRR GmbH;;;1;;;;;1
EZ;DucaRes B.V.;;;1;;;;;1
EZ;Dunea N.V.;;;1;;;;;1
EZ;DuneWorks B.V.;;;1;;;;;1
EZ;Dutch Operat. Train. Equipm. Services (DOTES);;;1;;;;;1
EZ;Duynstate Advies;;;1;;;;;1
EZ;DWA B.V.;;;1;;;;;1
EZ;E & M Exportmanagement B.V.;;;1;;;;;1
