FID,CLUS_ID,ACNR,HOID,K_PRE_HO,K_NA_HO,LEGENDA,GEOMETRIE
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b17,C0268001284,1284,312,6,5,HO PE,"POLYGON ((187058.583523453 427763.548480611, 187066.271257067 427811.148696512, 187038.109455693 427816.087965777, 187046.11585184 427783.982715554, 187058.583523453 427763.548480611))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b16,C0268001098,1098,311,4,5,HO PE,"POLYGON ((188125.69304743 428619.006344145, 188131.034803181 428617.528837235, 188127.284208718 428601.73087874, 188126.829591207 428601.73087874, 188121.601489834 428603.20838565, 188116.94166035 428583.432523936, 188154.220296224 428574.681136856, 188157.970890687 428594.002381059, 188135.353669532 428599.685099942, 188139.33157275 428615.36940406, 188160.925904506 428609.686685176, 188162.289757038 428616.619602214, 188127.397863095 428626.166569938, 188125.69304743 428619.006344145))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b15,C0268001285,1285,310,5,4,HO PV,"POLYGON ((187061.856947582 427766.684588574, 187061.856947582 427766.80100055, 187062.322595486 427777.976550231, 187063.719539196 427815.111970525, 187048.46957036 427815.694030404, 187049.284454191 427782.400205313, 187061.856947582 427766.684588574))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b14,C0268002407,2407,309,5,5,HO PE,"POLYGON ((188159.388502321 428611.70653972, 188139.346970852 428617.035042134, 188137.318958739 428609.082053456, 188157.320725265 428603.912610815, 188159.388502321 428611.70653972))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b13,C0268005681,5681,308,3,5,HO PE,"POLYGON ((186688.623293992 428889.774186937, 186701.244748329 428893.276475313, 186693.182876972 428922.946805142, 186680.495341722 428919.510597679, 186688.623293992 428889.774186937))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b12,C0268004478,4478,251,8,8,HO PU,"POLYGON ((185607.390183724 428199.194322857, 185649.116942847 428139.65736167, 185696.950056963 428144.491559373, 185640.72070473 428221.584291167, 185607.390183724 428199.194322857))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b11,C0268004406,4406,286,5,5,HO PE,"POLYGON ((184356.302818913 426314.369326757, 184392.895633518 426327.954231879, 184377.464218421 426369.195575949, 184340.467760045 426355.088049561, 184356.302818913 426314.369326757))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b10,C0268004185,4185,285,3,6,HO PE,"POLYGON ((188790.047181979 427006.068246063, 188858.349744442 426838.927857919, 188858.189387795 426839.059946696, 188858.189387795 426820.850790951, 188881.793848945 426754.758299728, 188882.456531193 426754.554104289, 188929.866545138 426827.678024102, 188952.366212773 426871.873799813, 188988.5263929 427018.925198998, 188820.582445198 427010.889603414, 188790.047181979 427006.068246063))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b0f,C0268003630,3630,284,8,8,HO PU,"POLYGON ((185189.17756654 426603.81913927, 185207.064576015 426577.71377409, 185242.838594966 426525.019611041, 185290.214998441 426456.85560196, 185287.31440231 426465.073957664, 185269.427392834 426497.463947795, 185266.526796703 426514.867524582, 185273.778287031 426515.35095727, 185273.778287031 426526.953341795, 185275.485437551 426548.483325223, 185267.076977036 426561.733020579, 185245.739191097 426570.94571645, 185239.937998835 426575.296610647, 185237.037402704 426574.32974527, 185231.71964313 426562.727360746, 185225.435018179 426565.144524188, 185189.17756654 426603.81913927))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b0e,C0268003280,3280,281,2,2,HO PV,"POLYGON ((183896.712245055 428801.643516853, 183915.676336724 428778.42046696, 183985.35783121 428835.241142087, 183966.336953432 428858.469129903, 183896.712245055 428801.643516853))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b0d,C0268003272,3272,278,4,7,HO PU,"POLYGON ((183661.679964861 428743.936175653, 183814.362253364 428867.387364555, 183711.010210904 428995.071973688, 183559.1755575 428870.785379763, 183661.679964861 428743.936175653))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b0c,C0268003270,3270,277,1,6,HO PE,"POLYGON ((183882.855597692 428783.833867444, 183806.885628877 428721.91834286, 183829.676619521 428693.99937932, 183905.456663415 428755.724978982, 183882.855597692 428783.833867444))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b0b,C0268003269,3269,276,4,8,HO PU,"POLYGON ((183752.915358078 428632.151364802, 183817.871378822 428552.699319911, 183970.024696501 428676.895214671, 183905.418715791 428755.891573641, 183752.915358078 428632.151364802))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b0a,C0268002790,2790,272,7,6,HO PE,"POLYGON ((185690.493250943 429202.72349449, 185692.288158204 429203.900238669, 185707.620779663 429213.370336668, 185761.827208114 429209.3542818, 185777.28816 429194.622636311, 185905.621506239 429186.484977057, 185903.661547589 429152.961079963, 185946.582919151 429150.72331815, 185946.832795023 429150.646263189, 186001.214553776 429147.55136635, 186001.234651717 429147.560596286, 186015.289318627 429146.891326433, 186015.684843546 429156.432876326, 186029.572028995 429155.275610872, 186030.682525242 429223.188089658, 186048.752811269 429221.849549952, 186049.422081122 429252.635963183, 185867.380681147 429266.02136024, 185756.951155428 429272.044788916, 185734.700791289 429267.993266101, 185706.755916464 429258.659391859, 185689.35490029 429246.612534508, 185681.466580401 429234.895474114, 185676.638773086 429223.188089658, 185674.291534585 429193.465370857, 185679.383502583 429195.548448674, 185690.493250943 429202.72349449))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b08,C0268002553,2553,271,5,7,HO PU,"POLYGON ((183651.446074817 428266.64475424, 183729.850469482 428168.63926091, 183754.288202883 428161.257028945, 183758.870277896 428165.584544235, 183762.434114017 428169.402940079, 183765.488830692 428173.221335923, 183767.270748753 428176.785172044, 183769.052666814 428180.858127611, 183770.580025151 428185.694762347, 183771.598264043 428189.258598468, 183771.852823766 428193.840673481, 183772.107383489 428198.677308217, 183772.107383489 428202.495704061, 183770.834584874 428207.586898519, 183767.01618903 428216.241929099, 183762.434114017 428223.878720787, 183759.379397342 428227.442556908, 183761.924994571 428242.716140285, 183755.306441775 428252.898529202, 183707.19465414 428312.210944646, 183651.446074817 428266.64475424))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b07,C0268002513,2513,269,5,8,HO PU,"POLYGON ((183467.050318235 428795.364776214, 183563.484492435 428677.70069053, 183646.528164634 428743.843173365, 183548.886969876 428862.314489671, 183467.050318235 428795.364776214))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b06,C0268002329,2329,267,8,5,HO PE,"POLYGON ((186976.745519986 425169.369133871, 186976.56320308 425149.678907983, 186971.276012795 425127.436245406, 186961.248582945 425129.077097564, 186952.497371439 425079.486899032, 186972.187597327 425078.392997594, 186982.57966099 425124.883808717, 186974.740034016 425126.889294687, 186976.01625236 425133.452703316, 186980.027224301 425147.3087882, 186980.756491926 425169.186816964, 186976.745519986 425169.369133871))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b05,C0268001704,1704,265,2,7,HO PU,"POLYGON ((186116.853628926 427470.654311025, 186156.34062107 427409.505175855, 186164.510343582 427414.208955484, 186125.889837159 427476.967278421, 186116.853628926 427470.654311025))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b04,C0268001403,1403,264,4,5,HO PE,"POLYGON ((185162.487351596 428392.144405376, 185141.184521156 428358.353708816, 185110.821866276 428304.729342535, 185135.063018156 428286.119973415, 185196.033188036 428367.903253496, 185162.487351596 428392.144405376))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b03,C0268000704,704,263,5,6,HO PE,"POLYGON ((183873.054353195 428453.231901834, 183811.390036383 428402.493094607, 183837.129796254 428371.012812751, 183893.609125466 428417.492523021, 183895.275728623 428419.159126178, 183895.831263009 428420.27019495, 183896.201619266 428423.047866878, 183895.460906752 428425.825538807, 183873.054353195 428453.231901834))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b02,C0268005151,5151,262,6,6,HO PE,"POLYGON ((187074.129684681 427236.45362093, 187186.387524439 427222.223753918, 187097.8461297 427413.536410407, 187074.129684681 427236.45362093))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b01,C0268005833,5833,256,7,8,HO PU,"POLYGON ((184799.009869741 423734.142468578, 184770.521123434 423712.301096409, 184787.614371219 423642.028855519, 184774.319622942 423538.519743937, 184774.319622942 423528.073870291, 184777.168497573 423518.577621522, 184981.337846106 423264.078154512, 185025.97021532 423301.113524712, 185051.610086997 423269.775903774, 185127.580077149 423335.30002028, 184799.009869741 423734.142468578))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7b00,C0268000647,647,2,7,4,HO PV,"POLYGON ((186848.598895954 429002.792949227, 186834.624717568 429007.797215811, 186827.07110763 428987.308048854, 186836.607540177 428983.908924382, 186839.723404276 428986.363847612, 186855.585985146 428980.415379786, 186861.628873096 428997.883102768, 186848.598895954 429002.792949227))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aff,C0268000638,638,1,7,7,HO PU,"POLYGON ((186696.961241646 428956.600625038, 186692.449513499 428923.608612962, 186694.141411554 428915.713088704, 186694.987360581 428915.713088704, 186705.702714931 428918.250935787, 186710.214443078 428953.498811937, 186696.961241646 428956.600625038))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7afd,C0268005414,5414,45,7,7,HO PU,"POLYGON ((187568.857605236 427806.427186445, 187568.512639868 427807.117117182, 187511.765836684 427814.706355298, 187505.728942729 427775.20782056, 187519.872522853 427773.482993715, 187524.529555334 427803.494980809, 187568.340157183 427797.285604169, 187568.857605236 427806.427186445))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7afc,C0268005380,5380,42,7,7,HO PU,"POLYGON ((187510.696444041 427873.512601733, 187502.748441942 427872.408712553, 187505.972447695 427846.133367144, 187496.221117388 427843.221511566, 187496.125106859 427841.610204418, 187506.581905839 427842.205747993, 187511.79615885 427842.679770994, 187512.20246428 427842.95064128, 187513.48909814 427849.248375436, 187510.696444041 427873.512601733))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7afa,C0268005412,5412,44,8,8,HO PU,"POLYGON ((187467.081862142 427721.948501423, 187488.701929843 427718.43304326, 187490.283886017 427726.342824127, 187511.613263733 427722.675817221, 187514.540547341 427739.525792237, 187492.744706731 427742.689704584, 187470.727008215 427746.00989234, 187467.081862142 427721.948501423))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7af9,C0268000918,918,8,8,8,HO PU,"POLYGON ((187433.215169587 428007.299121368, 187432.020948086 427998.860821173, 187433.041360409 427995.87807746, 187434.885951916 427991.364715261, 187436.410805738 427987.688464862, 187442.696340067 427990.865516759, 187441.148678227 427994.259913346, 187438.771368069 428000.273699775, 187439.404974215 428006.149586223, 187433.215169587 428007.299121368))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7af8,C0268005387,5387,43,8,8,HO PU,"POLYGON ((187352.822690009 427930.754693642, 187349.392246445 427914.01813006, 187348.23915814 427909.041643693, 187347.482539133 427906.069090534, 187356.128709698 427903.822401893, 187356.811459352 427906.811328157, 187361.286325361 427929.092193841, 187352.822690009 427930.754693642))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7af6,C0268005967,5967,48,7,6,HO PE,"POLYGON ((187411.332360991 427726.416938848, 187419.813007904 427780.656031261, 187394.333581745 427784.466038911, 187385.455062181 427730.180909584, 187407.568390255 427727.044267304, 187401.138273581 427684.385932296, 187405.059076431 427683.75860384, 187411.332360991 427726.416938848))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7af5,C0268001288,1288,11,7,7,HO PU,"POLYGON ((187055.165052562 427836.747968151, 187062.781493758 427886.741034382, 187044.617442544 427889.839457756, 187040.523939841 427888.40120005, 187036.87297797 427863.397642998, 187041.354993357 427839.35653489, 187055.165052562 427836.747968151))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7af3,C0268001294,1294,13,8,5,HO PE,"POLYGON ((187097.179848817 427723.993785802, 187104.526466818 427775.608486629, 187085.688984764 427778.245734117, 187079.122460138 427734.785921739, 187084.89591094 427725.695807709, 187097.179848817 427723.993785802))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7af2,C0268004890,4890,37,8,8,HO PU,"POLYGON ((187182.729839649 427700.952226379, 187179.111507469 427677.041896163, 187190.993328006 427675.232730073, 187194.562763805 427699.387542193, 187182.729839649 427700.952226379))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7af0,C0268001289,1289,12,7,7,HO PU,"POLYGON ((187283.364491389 427558.782136623, 187291.69521589 427611.386458362, 187281.149138186 427613.236947624, 187276.045731602 427581.55523444, 187277.083195176 427581.424244018, 187276.616282474 427578.583858413, 187278.242099296 427578.363571978, 187275.30968953 427560.727221819, 187283.364491389 427558.782136623))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aee,C0268002713,2713,20,8,8,HO PU,"POLYGON ((187242.623030635 427724.414817422, 187242.62270214 427724.412736554, 187248.683255885 427723.402644263, 187248.803782007 427724.163205651, 187267.82053281 427721.31578753, 187268.110595675 427723.249539968, 187249.141842888 427726.290389372, 187252.887160493 427749.930731962, 187271.812289973 427747.068997404, 187271.566910177 427745.506106663, 187274.822044482 427744.966794471, 187275.476923573 427748.953852466, 187253.251896966 427752.379979723, 187256.971189606 427775.657479304, 187275.845605427 427772.753602379, 187276.232355915 427775.122449116, 187257.366158537 427778.129424917, 187260.932564139 427800.450068372, 187262.092261962 427801.754728423, 187279.842278551 427798.780998489, 187280.228813191 427801.167429746, 187268.699997399 427803.032879532, 187255.393411683 427805.30932883, 187242.623030635 427724.414817422))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aed,C0268006013,6013,49,7,7,HO PU,"POLYGON ((185351.005122001 424682.629564865, 185350.977303733 424682.6852014, 185373.036249221 424699.399276652, 185367.838802365 424706.67570225, 185345.289879082 424690.123833032, 185351.005122001 424682.629564865))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aec,C0268002336,2336,18,8,8,HO PU,"POLYGON ((186465.676189938 425174.229516638, 186456.384930784 425139.527223411, 186469.93001943 425137.288365783, 186475.795544206 425159.506864135, 186471.944991295 425160.57248511, 186474.119223075 425170.272570955, 186474.855506211 425188.894034099, 186466.221887967 425189.270877109, 186465.676189938 425174.229516638))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aeb,C0268001797,1797,16,8,8,HO PU,"POLYGON ((187065.127908563 427072.805359823, 187058.08880003 427029.659765167, 187074.402969219 427025.933178296, 187081.276451669 427069.98971641, 187065.127908563 427072.805359823))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aea,C0268005146,5146,39,7,7,HO PU,"POLYGON ((186919.535820044 427722.314275803, 186904.889735216 427619.434382705, 186888.359812411 427621.971703389, 186886.55412596 427610.152664801, 186903.194897395 427607.529171454, 186902.076660703 427599.674234615, 186942.512126959 427593.031940261, 186955.780626959 427575.373861314, 186953.824208082 427562.872354773, 186978.257542235 427559.540536479, 186980.822856282 427559.202169585, 186981.694735981 427565.087357555, 186982.523021695 427566.351583119, 186983.569277334 427566.177207179, 186983.961623199 427569.272380111, 186987.492735981 427574.198500412, 187003.315592318 427572.243093724, 186989.641254738 427604.173019037, 187012.339266863 427613.821409512, 187007.758016709 427624.788644729, 186992.070705577 427618.402659666, 186996.722882672 427643.748296188, 186947.770666365 427692.635363326, 186946.348676593 427694.357621388, 186943.514092886 427697.305588444, 186932.006770018 427709.746601242, 186919.535820044 427722.314275803))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ae7,C0268006056,6056,50,8,8,HO PU,"POLYGON ((186167.106850729 427534.186022341, 186148.718673275 427519.137533767, 186140.800538744 427512.996167366, 186123.858308456 427498.901776357, 186142.15205569 427474.429665942, 186155.232808989 427483.986821489, 186152.348768363 427488.00517098, 186183.783604474 427514.009805075, 186167.106850729 427534.186022341))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ae5,C0268003099,3099,23,8,8,HO PU,"POLYGON ((186829.125754644 428541.507317058, 186836.916003195 428537.202179701, 186887.163511422 428510.867045915, 186904.067079212 428522.776377767, 186899.866798731 428525.619250532, 186858.222554447 428548.439067049, 186834.63439394 428561.167965824, 186822.033552496 428564.599902315, 186817.654525323 428547.646178736, 186817.654525323 428546.122296488, 186817.918730413 428544.924092738, 186829.125754644 428541.507317058))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ae4,C0268000751,751,4,6,5,HO PE,"POLYGON ((187655.435094155 428646.889534842, 187674.449244455 428631.300566351, 187682.529160518 428641.268723668, 187675.942272423 428646.186933445, 187671.814489217 428640.74177262, 187658.640713027 428650.929492873, 187655.435094155 428646.889534842))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ae3,C0268003922,3922,31,6,6,HO PE,"POLYGON ((187558.925465163 429092.078292322, 187567.245479228 429117.561837291, 187561.029703363 429118.760505797, 187557.135864234 429106.838219901, 187554.763024223 429097.611890277, 187553.886463131 429093.615946975, 187557.823642561 429092.381905661, 187558.925465163 429092.078292322))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ae2,C0268003219,3219,27,6,5,HO PE,"POLYGON ((187633.013072543 428916.631021056, 187640.662091052 428943.750069704, 187641.252642788 428943.581282064, 187645.651371694 428953.086827945, 187641.475278469 428955.216012274, 187642.776104994 428958.107816062, 187634.530695145 428961.983395976, 187632.877094536 428958.235234594, 187631.774694129 428958.749688117, 187628.464279808 428951.719306384, 187636.789542239 428948.13021147, 187632.798500402 428935.212968534, 187628.356857067 428917.789710622, 187633.013072543 428916.631021056))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ae0,C0268005419,5419,46,6,6,HO PE,"POLYGON ((188371.072411645 427556.740977393, 188397.493392025 427548.962131666, 188400.89715986 427562.577203003, 188408.14107602 427560.65712884, 188408.687541741 427563.034412412, 188407.130653493 427563.428108291, 188407.882254716 427566.434513184, 188396.184250551 427569.384738672, 188374.652808347 427570.456663179, 188372.887722999 427563.657815912, 188371.072411645 427556.740977393))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7adf,C0268002583,2583,19,6,6,HO PE,"POLYGON ((187728.783516492 425412.113718952, 187726.564957066 425378.565782948, 187724.346397639 425357.541303895, 187723.973182035 425352.689501036, 187734.174408557 425352.668766836, 187735.957549779 425375.331247709, 187736.372233784 425381.592976184, 187736.662512587 425381.634444585, 187737.533348998 425396.231321561, 187738.57005901 425412.134453152, 187728.783516492 425412.113718952))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ade,C0268000801,801,7,6,6,HO PE,"POLYGON ((185473.396851375 428362.049353895, 185469.683767507 428365.39184659, 185463.185229794 428357.919689805, 185462.526294544 428358.460354626, 185461.664609985 428357.514191189, 185462.321433264 428356.994646088, 185461.647714209 428356.179424912, 185460.521077073 428357.169228788, 185459.191144598 428355.629688998, 185464.147769407 428351.308484512, 185473.396851375 428362.049353895))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7add,C0268002167,2167,896,5,5,HO PE,"POLYGON ((186322.405819992 425469.56156499, 186308.328798918 425453.094106375, 186308.063194747 425451.500481348, 186320.812194964 425435.564231075, 186326.38988256 425430.916158079, 186337.146851494 425443.133949955, 186327.983507587 425450.969273005, 186334.756413953 425458.538991885, 186322.405819992 425469.56156499))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7adc,C0268002627,2627,895,7,7,HO PU,"POLYGON ((184961.035160663 425600.984999155, 185022.79781814 425564.136769609, 185072.836038943 425645.998461384, 185044.781136903 425676.356377771, 184961.035160663 425600.984999155))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7adb,C0268002903,2903,894,6,0,HO onverdacht,"POLYGON ((182446.187752147 426399.58481409, 182448.451381411 426389.649996764, 182442.289279526 426387.889396226, 182443.546851339 426382.356080247, 182464.045271896 426386.883338775, 182460.649828 426402.728743623, 182446.187752147 426399.58481409))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ada,C0268002929,2929,893,5,5,HO PE,"POLYGON ((182150.775219797 426467.183491353, 182150.326222098 426467.407990203, 182159.620474472 426374.892014269, 182188.266527686 426378.281946899, 182196.531498147 426379.566488498, 182228.852966659 426388.365110482, 182234.239878077 426391.058566191, 182236.035515217 426393.033767045, 182236.574206359 426396.984168752, 182232.623804652 426428.946509836, 182231.145807965 426436.202650104, 182228.22732292 426441.815121345, 182221.043359732 426447.427592585, 182150.775219797 426467.183491353))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ad9,C0268004413,4413,890,5,3,HO PV,"POLYGON ((184344.377252818 426457.187062292, 184372.655407306 426381.34276355, 184423.817617449 426401.121125937, 184397.991326067 426467.975259958, 184344.377252818 426457.187062292))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ad8,C0268005494,5494,887,5,5,HO PE,"POLYGON ((182481.815825725 426019.059797575, 182496.075461474 425972.788734634, 182542.63753739 425987.339383357, 182548.748809854 425969.878604889, 182552.822991496 425971.042656787, 182557.770212062 425968.423540017, 182599.96709336 425982.392162791, 182579.305172173 426049.907172869, 182481.815825725 426019.059797575))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ad7,C0268005075,5075,877,5,8,HO PU,"POLYGON ((185213.146618376 425508.93483924, 185129.976672115 425410.488780401, 185195.607378008 425354.476367613, 185274.251068691 425449.527734768, 185213.146618376 425508.93483924))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ad6,C0268004408,4408,875,6,6,HO PE,"POLYGON ((184356.652257865 426314.468149083, 184368.80653722 426281.358215669, 184437.541082535 426307.762339784, 184425.386803181 426340.453160116, 184356.652257865 426314.468149083))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ad5,C0268003689,3689,873,5,6,HO PE,"POLYGON ((186146.44731831 424968.02986299, 186194.629078016 424955.342503068, 186203.087317964 424987.967142869, 186154.60347826 425000.654502791, 186146.44731831 424968.02986299))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ad3,C0268005863,5863,81,5,8,HO PU,"POLYGON ((185661.806811026 425018.376967417, 185639.389331568 425041.624723892, 185563.003846008 424977.90096284, 185553.455660312 424990.770256603, 185509.667655258 424957.784256091, 185542.726395785 424917.153997572, 185661.806811026 425018.376967417))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ad1,C0268006263,6263,,6,0,PreHO PE,"POLYGON ((186127.887001731 433722.848903452, 186130.205352995 433689.620282811, 186139.82894258 433637.034239725, 186133.642349275 433636.690540097, 186149.053710897 433624.952873556, 186166.251662095 433626.275792879, 186170.220420064 433590.55697116, 186201.694875622 433591.665888828, 186209.599967066 433597.852482132, 186193.44608455 433729.489439661, 186127.887001731 433722.848903452))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ad0,C0268006277,6277,,5,0,PreHO PE,"POLYGON ((186199.632677854 433503.335084428, 186193.789784178 433478.93241084, 186190.352787897 433471.714718651, 186186.915791617 433465.184425719, 186169.387110589 433452.467539483, 186172.480407241 433448.686843574, 186193.44608455 433464.840726091, 186207.881468926 433465.184425719, 186207.881468926 433456.591935019, 186221.629454047 433456.591935019, 186221.973153675 433466.902923859, 186224.035351443 433467.934022743, 186224.379051071 433471.027319395, 186264.591907548 433470.683619767, 186265.279306804 433474.808015303, 186355.672308972 433465.184425719, 186346.736118643 433499.898088148, 186199.632677854 433503.335084428))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ace,C0268006310,6310,,7,0,PreHO PU,"POLYGON ((186600.078411431 433774.124997012, 186602.724250077 433754.281207168, 186596.109653462 433752.958287845, 186602.724250077 433704.010272897, 186600.078411431 433702.687353574, 186606.693008046 433631.249710137, 186668.870216223 433640.510145397, 186712.602150036 433643.496427975, 186710.175724199 433648.349279648, 186740.506047155 433653.202131321, 186736.339101691 433702.687353574, 186731.0474244 433783.385432272, 186600.078411431 433774.124997012))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7acd,C0268006331,6331,,6,0,PreHO PE,"POLYGON ((186660.932700285 433510.864051751, 186665.286846225 433471.220193588, 186746.922456275 433479.113988002, 186754.859972212 433480.436907324, 186750.891214244 433517.478648366, 186758.828730181 433525.416164304, 186757.505810858 433539.968276856, 186766.766246119 433547.905792793, 186764.120407473 433561.134986022, 186756.182891535 433561.134986022, 186756.182891535 433580.978775866, 186744.276617629 433610.08300097, 186654.318103671 433598.176727064, 186650.349345702 433583.624614512, 186660.932700285 433510.864051751))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7acb,C0268006312,6312,,8,0,PreHO PU,"POLYGON ((186747.397324131 433659.250032838, 186752.689001422 433597.072824661, 186863.814224547 433610.302017891, 186861.168385902 433672.479226068, 186747.397324131 433659.250032838))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ac9,C0268006344,6344,,6,0,PreHO PE,"POLYGON ((186375.656994391 433417.155796745, 186387.563268297 433373.499459088, 186392.854945589 433340.426476016, 186314.802705537 433324.551444141, 186279.083883818 433309.999331589, 186330.677737412 433164.478206068, 186363.750720485 433175.061560651, 186505.303088037 433235.915849505, 186498.688491422 433284.863864453, 186724.907695641 433320.582686172, 186699.772228506 433460.812134401, 186436.511283245 433434.353747943, 186375.656994391 433417.155796745))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ac8,C0268006343,6343,,6,0,PreHO PE,"POLYGON ((186373.011155745 433417.155796745, 186314.802705537 433393.343248932, 186297.604754339 433374.822378411, 186281.729722464 433340.426476016, 186273.792206527 433323.228524818, 186275.11512585 433309.999331589, 186321.417302152 433327.197282786, 186392.854945589 433341.749395339, 186373.011155745 433417.155796745))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ac7,C0268006340,6340,,2,0,PreHO PV,"POLYGON ((185907.343554079 433120.821868411, 186033.020889756 433156.54069013, 186054.187598922 433167.124044714, 186029.052131787 433206.811624401, 185998.62498736 433284.863864453, 186117.687726422 433331.166040755, 186081.968904704 433413.187038776, 185961.583246318 433388.051571641, 185900.728957464 433377.468217057, 185904.697715433 433368.207781797, 185911.312312047 433335.134798724, 185912.63523137 433303.384734974, 185911.312312047 433267.665913255, 185906.020634756 433222.686656276, 185900.728957464 433201.519947109, 185900.728957464 433171.092802682, 185907.343554079 433120.821868411))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ac6,C0268006341,6341,,6,0,PreHO PE,"POLYGON ((186055.414012047 433166.135623113, 186153.310041943 433256.094137071, 186114.945381578 433332.8234578, 185999.851400484 433285.198362175, 186032.924383557 433200.531525508, 186055.414012047 433166.135623113))"
