CODE;NAAM;WERKINGSTIJDEN;UITZONDERINGEN;ID;COUNTER;GUID
131;Hotelgasten Scheveningen;Dagelijks;De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377382;59012;{4752B876-E412-496B-828C-A34F1931E8E3}
131;Hotelgasten Scheveningen;Dagelijks;De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377384;59013;{EF5C0364-85B5-496B-9352-91A19C9654FF}
131;Hotelgasten Scheveningen;Dagelijks;De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377385;59014;{E45921FA-8544-49B1-9956-CE60E895EF74}
62;Haagse Markt e.o.;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld.

- Energiestraat (parkeerstrook oneven zijde van nummer 17 tot en met 35)
- Viaductweg (van nummer 150 tot en met 246)

Maandag tot en met zaterdag van 09:00 tot 18:00 en donderdag van 18:00 tot 21:00 uur:
- Paul Krugerlaan (tussen Delftselaan en Steijnlaan)

Maandag tot en met zaterdag van 09:00 tot 18:00 uur:
- Hobbemastraat (tussen Hobbemaplein en van der Veldestraat)
- Paletplein
- Vaillantlaan (even zijde tussen Paletplein en nummet 82)
- Hobbemaplein

Maandag, woensdag, vrijdag en zaterdag van 09:00 tot 19:00 uur:
- Parkeerterrein Groenteweg";2377386;59015;{3F7222CA-BD5B-45E7-BE53-0A4C1B48D177}
62;Haagse Markt e.o.;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld.

- Energiestraat (parkeerstrook oneven zijde van nummer 17 tot en met 35)
- Viaductweg (van nummer 150 tot en met 246)

Maandag tot en met zaterdag van 09:00 tot 18:00 en donderdag van 18:00 tot 21:00 uur:
- Paul Krugerlaan (tussen Delftselaan en Steijnlaan)

Maandag tot en met zaterdag van 09:00 tot 18:00 uur:
- Hobbemastraat (tussen Hobbemaplein en van der Veldestraat)
- Paletplein
- Vaillantlaan (even zijde tussen Paletplein en nummet 82)
- Hobbemaplein

Maandag, woensdag, vrijdag en zaterdag van 09:00 tot 19:00 uur:
- Parkeerterrein Groenteweg";2377387;59016;{04CF07B1-1F41-4411-BDA4-0BDBF36CB7C3}
62D;Haagse Markt e.o. - Paul Krugerlaan;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld.

- Energiestraat (parkeerstrook oneven zijde van nummer 17 tot en met 35)
- Viaductweg (van nummer 150 tot en met 246)

Maandag tot en met zaterdag van 09:00 tot 18:00 en donderdag van 18:00 tot 21:00 uur:
- Paul Krugerlaan (tussen Delftselaan en Steijnlaan)

Maandag tot en met zaterdag van 09:00 tot 18:00 uur:
- Hobbemastraat (tussen Hobbemaplein en van der Veldestraat)
- Paletplein
- Vaillantlaan (even zijde tussen Paletplein en nummet 82)
- Hobbemaplein

Maandag, woensdag, vrijdag en zaterdag van 09:00 tot 19:00 uur:
- Parkeerterrein Groenteweg";2377388;59017;{27171F0D-9E30-4E82-8C66-623A26134AFD}
62C;Haagse Markt e.o. - Paletplein;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld.

- Energiestraat (parkeerstrook oneven zijde van nummer 17 tot en met 35)
- Viaductweg (van nummer 150 tot en met 246)

Maandag tot en met zaterdag van 09:00 tot 18:00 en donderdag van 18:00 tot 21:00 uur:
- Paul Krugerlaan (tussen Delftselaan en Steijnlaan)

Maandag tot en met zaterdag van 09:00 tot 18:00 uur:
- Hobbemastraat (tussen Hobbemaplein en van der Veldestraat)
- Paletplein
- Vaillantlaan (even zijde tussen Paletplein en nummet 82)
- Hobbemaplein

Maandag, woensdag, vrijdag en zaterdag van 09:00 tot 19:00 uur:
- Parkeerterrein Groenteweg";2377391;59018;{F15D7AF2-87DE-4343-8E79-F172CC101B38}
75A;Stationsbuurt en Rivierenbuurt - Stationsweg;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld.

Maandag tot en met zaterdag van 09.00 tot 17.00 uur in Stationsbuurt:
- Hoefkade (tussen Fanius Scholtenstraat en de Stationsweg)
- Stationsplein
- Stationsweg (uitgezonderd even nrs. 30 tot en met 64)

Maandag tot en met zaterdag van 09:00 tot 24:00 uur en zondag van 13:00 tot 24:00 uur in Rivierenbuurt:
- Pletterijkade (tussen Weteringkade en Hunsestraat)
- Hunsestraat";2377392;59019;{00DAFF99-51DA-4765-8B90-A45FB17F1672}
70A;Binnenstad bedrijven - Kernwinkelstraten;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld.

Maandag tot en met zaterdag van 09.00 tot 18.00 uur:
- Lange Voorhout
- Kneuterdijk
- Denneweg
- Noordeinde
- Prinsestraat
- Jan Hendrikstraat
- Kerkplein
- Wagenstraat
- Torenstraat (even zijde, voor nrs. 2 tot en met 126)
- Westeinde (tussen Torenstraat en Vleerstraat)

Maandag tot en met vrijdag van 09.00 tot 24.00 uur, zaterdag van 00.00 tot 02.00 uur & 09.00 tot 24.00 uur, zondag van 00.00 tot 02.00 uur & 09.00 tot 24.00 uur:
- Hooigracht
- Houtweg
- Nieuwe Schoolstraat (uitgezonderd het middenplein)
- Willemstraat

Maandag tot en met zaterdag van 09.00 tot 18.00 uur en donderdag van 18.00 tot 21.00 uur:
- Spui (tussen Schedeldoekshaven en Ververstraat)
- Boekhorststraat";2377397;59001;{3EE6CEE7-80B2-4766-B158-0BF1027ABA40}
70A;Binnenstad bedrijven - Kernwinkelstraten;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld.

Maandag tot en met zaterdag van 09.00 tot 18.00 uur:
- Lange Voorhout
- Kneuterdijk
- Denneweg
- Noordeinde
- Prinsestraat
- Jan Hendrikstraat
- Kerkplein
- Wagenstraat
- Torenstraat (even zijde, voor nrs. 2 tot en met 126)
- Westeinde (tussen Torenstraat en Vleerstraat)

Maandag tot en met vrijdag van 09.00 tot 24.00 uur, zaterdag van 00.00 tot 02.00 uur & 09.00 tot 24.00 uur, zondag van 00.00 tot 02.00 uur & 09.00 tot 24.00 uur:
- Hooigracht
- Houtweg
- Nieuwe Schoolstraat (uitgezonderd het middenplein)
- Willemstraat

Maandag tot en met zaterdag van 09.00 tot 18.00 uur en donderdag van 18.00 tot 21.00 uur:
- Spui (tussen Schedeldoekshaven en Ververstraat)
- Boekhorststraat";2377398;59002;{0534E524-3AF1-414E-B02D-390D0BF4B4B7}
70A;Binnenstad bedrijven - Kernwinkelstraten;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld.

Maandag tot en met zaterdag van 09.00 tot 18.00 uur:
- Lange Voorhout
- Kneuterdijk
- Denneweg
- Noordeinde
- Prinsestraat
- Jan Hendrikstraat
- Kerkplein
- Wagenstraat
- Torenstraat (even zijde, voor nrs. 2 tot en met 126)
- Westeinde (tussen Torenstraat en Vleerstraat)

Maandag tot en met vrijdag van 09.00 tot 24.00 uur, zaterdag van 00.00 tot 02.00 uur & 09.00 tot 24.00 uur, zondag van 00.00 tot 02.00 uur & 09.00 tot 24.00 uur:
- Hooigracht
- Houtweg
- Nieuwe Schoolstraat (uitgezonderd het middenplein)
- Willemstraat

Maandag tot en met zaterdag van 09.00 tot 18.00 uur en donderdag van 18.00 tot 21.00 uur:
- Spui (tussen Schedeldoekshaven en Ververstraat)
- Boekhorststraat";2377405;59003;{94C48931-61BD-466A-B236-36F5852AA925}
85C;Archipel/Zeeheldenkwartier - Zoutmanstraat - Piet Heinstraat;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld. 

Maandag tot en met zaterdag van 09.00 tot 17.00 uur: 
- Bankastraat (tussen Laan Copes van Cattenburch en Atjehstraat) 
- Laan van Meerdervoort (tussen Waldeck Pyrmontkade en van Diemenstraat, alleen even zijde) 
- Piet Heinstraat 
- Prins Hendrikstraat (tussen Waldeck Pyrmontkade en Prins Hendrikplein) 
- Zoutmanstraat 
";2377407;59004;{35296A61-D9B4-496C-BD3E-54A503E9AF1C}
85A;Archipel/Zeeheldenkwartier - Laan van Meerdervoort - Pr. Hendrikstr. - Bankastr.;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld. 

Maandag tot en met zaterdag van 09.00 tot 17.00 uur: 
- Bankastraat (tussen Laan Copes van Cattenburch en Atjehstraat) 
- Laan van Meerdervoort (tussen Waldeck Pyrmontkade en van Diemenstraat, alleen even zijde)
- Piet Heinstraat  
- Prins Hendrikstraat (tussen Waldeck Pyrmontkade en Prins Hendrikplein)
- Prins Hendrikplein (m.i.v. 1-2-2021)
- Zoutmanstraat 


 
";2377409;59005;{3CE1FDDA-5E1A-4464-9855-7EF80F238207}
59;Stadsbreed exclusief winkelstraten;Dagelijks (De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak);"De vergunning 59 is niet geldig in de straten en straatdelen hieronder vermeld.
Centrum
Maandag tot en met vrijdag van 09.00 tot 24.00 uur, zaterdag van 00.00 tot 02.00 uur & 09.00 tot 24.00 uur, zondag van 00.00 tot 02.00 uur & 09.00 tot 24.00 uur:
- Hooigracht
- Houtweg
- Nieuwe Schoolstraat (uitgezonderd het middenplein)
- Willemstraat
Maandag tot en met zaterdag van 09.00 tot 17.00 uur:
- Laan van Meerdervoort (tussen W. Pyrmontkade en van Diemenstraat, alleen even zijde)
- Laan van Meerdervoort (tussen van der Spiegelstraat en uitrit na nr. 62, alleen even zijde)
- Prins Hendrikstraat (tussen W. Pyrmontkade en Prins Hendrikplein)
- Hoefkade (tussen Fanius Scholtenstraat en de Stationsweg)
- Stationsplein
- Stationsweg (uitgezonderd even nrs. 30 t/m 64)
- Zoutmanstraat
- Piet Heinstraat
Maandag tot en met zaterdag van 09.00 tot 18.00 uur:
- Frederikstraat (uitgezonderd zij tak)
- Denneweg
- Jan Hendrikstraat
- Javastraat (tussen Schelpkade en zijtak Javastraat en het straatdeel tussen nrs. 69a en 85)
- Kneuterdijk
- Noordeinde
- Prinsestraat
- Torenstraat (voor nrs. 2 t/m 126)
- Westeinde (tussen Jan Hendrikstraat en Vleerstraat)
- Wagenstraat
Maandag tot en met zaterdag van 09.00 - 18.00 uur en donderdag van 09.00 - 21.00 uur:
- Boekhorststraat
- Spui (tussen Schedeldoekshaven en Ververstraat)
Maandag tot en met zaterdag van 09.00 - 24.00 uur en zondag van 13.00 - 24.00 uur:
- Hunsestraat
- Pletterijkade (tussen Weteringkade en Hunsestraat)
Maandag tot en met zaterdag van 09.00 tot 17.00 uur:
- Bankastraat (tussen Laan Copes van Cattenburch en Atjehstraat)
Scheveningen
Maandag tot en met zaterdag van 13.00 tot 18.00 uur:
- Aert van der Goesstraat
- Frederik Hendrikplein (tussen Aert van der Goesstraat en Frederik Hendriklaan)
- Frederik Hendriklaan (tussen Frederik Hendrikplein en Prins Mauritslaan)
Maandag tot en met zaterdag van 13.00 tot 17.00 uur:
- Reinkenstraat
- Valeriusstraat
Maandag tot en met zaterdag van 10.00 tot 17.00 uur:
- Badhuisstraat
- Jan Kistenstraat (tussen Keizerstraat en Nieuwe Laantjes)
- Keizerstraat (tussen Jurriaan Kokstraat en Kolenwagenslag)
- Kolenwagenslag (tussen Keizerstraat en Nieuwe Laantjes)
Maandag tot en met zaterdag van 10.00 tot 18.00 uur:
- Gentsestraat (aan de zijde met de even nummers tussen Harstenhoekweg en Stevinstraat)
Haagse Hout
Maandag tot en met zaterdag van 09.00 tot 17.00 uur:
- van Hoytemastraat (tussen Wassenaarseweg en de Weissenbruchstraat, inclusief het pleingedeelte)
- Weissenbruchstraat (tussen de Jan van Nassaustraat en de Mauvestraat)
Maandag tot en met zondag van 09.00 tot 24.00 uur:
- Bezuidenhoutseweg (tussen Rijnstraat en Prins Clauslaan)
Maandag tot en met vrijdag van 09.00 tot 14.00 uur:
- Juliana van Stolberglaan (bij Stuyvesantplein, nrs. 262 t/m 286)
Maandag tot en met zaterdag van 09.00 tot 17.00 uur:
- Theresiastraat (tussen Prins Clauslaan en J Maetsuykerstraat)
Maandag tot en met zaterdag van 09.00 tot 17.00 uur en donderdag van 17.00 tot 21.00 uur:
- Fahrenheitstraat, tussen Laan van Meerdervoort en Thomsonlaan
- Weimarstraat, tussen Beeklaan en Suezkade
Maandag tot en met zaterdag van 09.00 tot 17.00 uur:
- Laan van Meerdervoort aan de huizenzijde met de even nummers tussen Valkenboskade en Thomas Schwenckestraat
- Beeklaan, oneven zijde van nummer 277 tot en met 297
- Beeklaan, even zijde tussen Weimarstraat en Kepplerstraat
- Laan van Meerdervoort, tussen Conradkade en Van Swietenstraat even zijde
- Laan van Meerdervoort, oneven zijde van nummer 243 tot aan de Beeklaan
- Regentesseplein 
Maandag tot en met vrijdag van 09.00 tot 17.00 uur:
- Van Geenstraat
- Loosduinseweg, parallelweg tussen Van Geenstraat en Tripstraat
Maandag tot en met zaterdag van 09.00 tot 18.00 uur:
- Jan van der Heijdenstraat tussen Lorentzplein en Minckelersstraat
- Van Musschenbroekstraat tussen Lorentzplein en Minckelersstraat";3652827;59024;{E5489AAE-B290-4752-BD47-49CEDAD8E75A}
18X;Laak Bedrijven;Maandag tot en met zaterdag van 09.00 tot 24.00 uur en zondag van 13.00 tot 24.00 uur;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De verguning is niet geldig in de straten en straatdelen hieronder vermeld.

maandag tot en met zaterdag van 09.00 tot 18.00 uur:
- Jan van der Heijdenstraat tussen Lorentzplein en Minckelersstraat
- Van Musschenbroekstraat tussen Lorentzplein en Minckelersstraat";4529461;59025;{34E5AFE1-3055-4E17-A28C-391EDA49BA10}
85B;Archipel/Zeeheldenkwartier - Javastraat - Frederikstraat;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld. 

Maandag tot en met zaterdag van 09.00 tot 17.00 uur: 
- Bankastraat (tussen Laan Copes van Cattenburch en Atjehstraat) 
- Laan van Meerdervoort (tussen Waldeck Pyrmontkade en van Diemenstraat, alleen even zijde)
- Piet Heinstraat  
- Prins Hendrikstraat (tussen Waldeck Pyrmontkade en Prins Hendrikplein)
- Prins Hendrikplein (1-2-2021) 
- Zoutmanstraat 
";2377412;59033;{0CF08652-C6C8-48B2-9D2B-35776F7B5AB2}
85F;Archipel/Zeeheldenkwartier - Frederikstraat e.o.;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak en in gebied 85.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld. 

Maandag tot en met zaterdag van 09.00 tot 17.00 uur: 
- Bankastraat (tussen Laan Copes van Cattenburch en Atjehstraat)
- Piet Heinstraat  
- Laan van Meerdervoort (tussen Waldeck Pyrmontkade en van Diemenstraat, alleen even zijde) 
- Prins Hendrikstraat (tussen Waldeck Pyrmontkade en Prins Hendrikplein) 
- Prins Hendrikplein (m.i.v. 1-2-2021)
- Zoutmanstraat 

Maandag tot en met zaterdag van 09.00 tot 18.00 uur: 
- Javastraat 
- tussen Schelpkade en Koninginnegracht 
- straatdeel tussen nrs. 69-a en 85 
- Frederikstraat (uitgezonderd zijtak) 

";2377413;59034;{8CE0C67A-3196-4896-A75D-296565AB52D0}
85F;Archipel/Zeeheldenkwartier - Frederikstraat e.o.;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak en in gebied 85.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld. 

Maandag tot en met zaterdag van 09.00 tot 17.00 uur: 
- Bankastraat (tussen Laan Copes van Cattenburch en Atjehstraat) 
- Laan van Meerdervoort (tussen Waldeck Pyrmontkade en van Diemenstraat, alleen even zijde) 
- Piet Heinstraat 
- Prins Hendrikstraat (tussen Waldeck Pyrmontkade en Prins Hendrikplein)
- Prins Hendrikplein (m.i.v. 1-2-2021)
- Zoutmanstraat  

Maandag tot en met zaterdag van 09.00 tot 18.00 uur: 
- Javastraat 
- tussen Schelpkade en Koninginnegracht 
- straatdeel tussen nrs. 69-a en 85 
- Frederikstraat (uitgezonderd zijtak) 



";2377414;59035;{7D6207E7-6F82-4E4F-848A-348A6FE0C8D2}
62E;Haagse Markt e.o. - Energiestraat;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld.

- Energiestraat (parkeerstrook oneven zijde van nummer 17 tot en met 35)
- Viaductweg (van nummer 150 tot en met 246)

maandag tot en met zaterdag van 09.00 tot 18.00 en donderdag van 18.00 tot 21.00 uur:
- Paul Krugerlaan (tussen Delftselaan en Steijnlaan)

Maandag tot en met zaterdag van 09.00 tot 18.00 uur:
- Hobbemastraat (tussen Hobbemaplein en van der Veldestraat)
- Paletplein
- Vaillantlaan (even zijde tussen Paletplein en nummer 82)
- Hobbemaplein

Maandag, woensdag, vrijdag en zaterdag van 09.00 tot 19.00 uur:
- Parkeerterrein Groenteweg";2377742;59036;{403ABF26-DA53-43F6-BAA5-C3573ADF5A6D}
90D;Bedrijfsvergunning Marktkooplieden - Prins Hendrikplein;Donderdag van 9.00 tot 19.00 uur;De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;4680780;59026;{0503F2FD-F874-4B1E-9DA4-B17464AF5B69}
85C;Archipel/Zeeheldenkwartier - Zoutmanstraat - Piet Heinstraat;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld. 

Maandag tot en met zaterdag van 09.00 tot 17.00 uur: 
- Bankastraat (tussen Laan Copes van Cattenburch en Atjehstraat) 
- Laan van Meerdervoort (tussen Waldeck Pyrmontkade en van Diemenstraat, alleen even zijde) 
- Piet Heinstraat 
- Prins Hendrikstraat (tussen Waldeck Pyrmontkade en Prins Hendrikplein) 
- Zoutmanstraat 
";4746612;59027;{3B522478-2139-4ECE-96EA-8721BB25E328}
85C;Archipel/Zeeheldenkwartier - Zoutmanstraat - Piet Heinstraat;Dagelijks;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld. 

Maandag tot en met zaterdag van 09.00 tot 17.00 uur: 
- Bankastraat (tussen Laan Copes van Cattenburch en Atjehstraat) 
- Laan van Meerdervoort (tussen Waldeck Pyrmontkade en van Diemenstraat, alleen even zijde) 
- Piet Heinstraat 
- Prins Hendrikstraat (tussen Waldeck Pyrmontkade en Prins Hendrikplein) 
- Zoutmanstraat 
";4746710;59028;{BE319B76-87DA-489C-B1FE-B362AF818428}
90B;Bedrijfsvergunning Marktkooplieden - Haagse Markt;Maandag, woensdag, vrijdag en zaterdag van 06.00 tot 19.00 uur;"De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.

De vergunning is niet geldig in de straten en straatdelen hieronder vermeld.

- Boerenstraat (tussen Herman Costerstraat en Mandelaplein)
- De Heemstraat (aan de huizenzijde)
- Energiestraat (parkeerstrook oneven zijde van nummer 17 tot en met 35)
- Fischerstraat
- Hobbemaplein
- Langnekstraat
- Mandelaplein
- Paul Krugerlaan (tussen Delftselaan en Steijnlaan)
- Viaductweg (van nummer 150 tot en met 246)
- Wesselstraat
- Wolmaranstraat";3326392;59029;{B240FDF2-6A11-4964-908D-46A776E27BFD}
18M;Laakkwartier - Noordpolderbuurt/ Lorentzplein - Bedrijven;Maandag tot en met zaterdag van 09.00 tot 18.00 uur;De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;3331650;59030;{3BAEDBE9-77A6-4780-919B-539C19168105}
