Nummer;Totaal van;Jaar;Maand;Procedure categorie;Verblijfscluster;Nationaliteit;Aantal aanvragen
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Israëlische;90
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Italiaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Ivoriaanse;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Jamaicaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Japanse;40
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Jemenitische;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Jordaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Kaapverdische;40
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Kameroense;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Kazachse;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Kenyaanse;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Kosovaarse;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Laotiaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Libanese;50
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Liberiaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Libische;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Macedonische/Burger van Noord-Macedonië;90
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Maleisische;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Marokkaanse;800
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Mexicaanse;100
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Moldavische;70
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Mongolische;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Mozambikaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Namibische;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Nepalese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Nicaraguaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Nieuw-Zeelandse;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Nigeriaanse;230
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Oekraïense;160
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Oezbeekse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Onbekend;60
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Pakistaanse;90
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Palestijnse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Panamese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Paraguayaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Peruaanse;60
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Russische;230
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Rwandese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Salvadoraanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Senegalese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Servische;100
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Sierra Leoonse;40
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Singaporese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Soedanese;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Somalische;40
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Sri Lankaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Surinaamse;360
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Syrische;50
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Taiwanese;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Tanzaniaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Thaise;70
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Togolese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Tunesische;50
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Turkse;940
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Ugandese;40
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Uruguayaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Venezolaanse;130
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Vietnamese;50
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Zimbabwaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Zuid-Afrikaanse;240
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;Zuid-Koreaanse;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Albanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Amerikaans burger;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Argentijnse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Braziliaanse;40
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Brits burger;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Canadese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Chileense;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Chinese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Colombiaanse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Egyptische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Filipijnse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Ghanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Indiase;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Indonesische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Iraakse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Libanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Macedonische/Burger van Noord-Macedonië;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Marokkaanse;60
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Mexicaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Nigeriaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Oekraïense;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Russische;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Servische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Soedanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Surinaamse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Thaise;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Turkse;70
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Venezolaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Vietnamese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;Zuid-Afrikaanse;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Albanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Amerikaans burger;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Argentijnse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Braziliaanse;50
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Brits burger;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Burger van Bosnië-Herzegovina;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Canadese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Chinese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Colombiaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Ecuadoraanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Egyptische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Filipijnse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Georgische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Ghanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Indiase;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Iraakse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Jemenitische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Libanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Marokkaanse;70
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Mexicaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Nigeriaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Oekraïense;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Pakistaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Russische;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Surinaamse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Thaise;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Turkse;40
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Venezolaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Vietnamese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;Zuid-Afrikaanse;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Algerijnse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Amerikaans burger;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Argentijnse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Australische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Belarussische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Braziliaanse;50
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Brits burger;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Canadese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Chinese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Colombiaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Dominicaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Ecuadoraanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Egyptische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Filipijnse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Ghanese;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Indiase;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Indonesische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Iraakse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Israëlische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Japanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Libanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Macedonische/Burger van Noord-Macedonië;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Marokkaanse;80
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Mexicaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Nigeriaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Oekraïense;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Onbekend;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Russische;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Servische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Surinaamse;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Syrische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Thaise;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Tunesische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Turkse;70
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;03;EU-document;Derdelanders;Venezolaanse;10
