longitude,latitude,Straat,Paalnummer,Paal type,Beheerwijk,Imgeo stadsdeel,X-coordinaat,Y-coordinaat
5.11688938943171,52.0963113392367,1e Achterstraat,23,3WA,"06220 - Breedstraat, Plompetorengracht e.o.",BINNENSTAD,136476.92,456485.59
5.11713949312728,52.0962916891551,1e Achterstraat,24,3WA,"06220 - Breedstraat, Plompetorengracht e.o.",BINNENSTAD,136494.05,456483.34
5.11733339003875,52.0962756849091,1e Achterstraat,25,3WA,"06220 - Breedstraat, Plompetorengracht e.o.",BINNENSTAD,136507.33,456481.51
5.11744776531732,52.0962576109672,1e Achterstraat,26,3GHP2,"06220 - Breedstraat, Plompetorengracht e.o.",BINNENSTAD,136515.16,456479.47
5.12989162337028,52.0781539711664,1e Algemene begraafplaats Soestbergen,AC-813505,Hekwerk functiepaal,05240 - Watervogelbuurt,OOST,137360.73,454462.19
5.12988610515476,52.0781749912308,1e Algemene begraafplaats Soestbergen,AC-813506,Hekwerk functiepaal,05240 - Watervogelbuurt,OOST,137360.36,454464.53
5.09676389308088,52.0925375731404,1e Atjehstraat,1,4FKP,01232 - J.P. Coenstraat-west,WEST,135096.16,456071.05
5.0964392227257,52.0925366830744,1e Atjehstraat,2,4FKP,01232 - J.P. Coenstraat-west,WEST,135073.91,456071.04
5.09621290993574,52.0926245673904,1e Atjehstraat,3,4FKP,01232 - J.P. Coenstraat-west,WEST,135058.44,456080.88
5.0958939454559,52.0925988828288,1e Atjehstraat,4,4FKP,01232 - J.P. Coenstraat-west,WEST,135036.57,456078.11
5.11878844969478,52.0907142270305,1e Buurkerksteeg,11,3WA,"06120 - Lange Elisabethstraat, Mariaplaats e.o.",BINNENSTAD,136604.75,455862.38
5.10794785569623,52.094909757082,1e Daalsedijk,11,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135863.61,456331.97
5.10786090091101,52.0950702576951,1e Daalsedijk,12,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135857.72,456349.85
5.10763933199934,52.0951478388678,1e Daalsedijk,13,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135842.57,456358.54
5.10746362852155,52.0953117239672,1e Daalsedijk,14,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135830.6,456376.82
5.10742647556873,52.0954888804248,1e Daalsedijk,15,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135828.13,456396.54
5.10717093395781,52.0955846258742,1e Daalsedijk,16,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135810.66,456407.26
5.10715110010074,52.0957457347355,1e Daalsedijk,17,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135809.37,456425.19
5.10699661199715,52.0958768630855,1e Daalsedijk,18,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135798.84,456439.82
5.10674187746239,52.0959830356739,1e Daalsedijk,19,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135781.43,456451.7
5.10659641816377,52.0961168813903,1e Daalsedijk,20,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135771.52,456466.63
5.10659525686366,52.096255474545,1e Daalsedijk,21,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135771.5,456482.05
5.10629859185576,52.0963919260357,1e Daalsedijk,22,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135751.23,456497.31
5.10624727959456,52.0965687787273,1e Daalsedijk,23,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135747.79,456517
5.10595764619184,52.0967004824386,1e Daalsedijk,24,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135728,456531.73
5.10591643613493,52.0968718763566,1e Daalsedijk,25,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135725.25,456550.81
5.10565043949531,52.0969575269375,1e Daalsedijk,26,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135707.06,456560.41
5.10555753532348,52.0971802089959,1e Daalsedijk,27,6AKP,02111 - 1e Daalsebuurt,NOORDWEST,135700.79,456585.21
