Kenteken,Soort erkenning keuringsinstantie,Meld datum door keuringsinstantie,Meld tijd door keuringsinstantie,Soort erkenning omschrijving,Soort melding ki omschrijving,Vervaldatum keuring,Meld datum door keuringsinstantie DT,Vervaldatum keuring DT,API Gebrek constateringen,API Gebrek beschrijving
00BFR3,AZ,20200515,1502,APK Zware voertuigen,periodieke controle,20210605,05/15/2020 03:02:00 PM,06/05/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR3,AZ,20210604,1633,APK Zware voertuigen,periodieke controle,20220605,06/04/2021 04:33:00 PM,06/05/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR3,AZ,20220527,1434,APK Zware voertuigen,periodieke controle,20230605,05/27/2022 02:34:00 PM,06/05/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR3,TA,20210514,1205,Controleapparaten,periodieke controle,20230514,05/14/2021 12:05:00 PM,05/14/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR5,AZ,20200213,1626,APK Zware voertuigen,periodieke controle,20210223,02/13/2020 04:26:00 PM,02/23/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR5,AZ,20210127,1654,APK Zware voertuigen,periodieke controle,20220223,01/27/2021 04:54:00 PM,02/23/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR5,AZ,20220126,1505,APK Zware voertuigen,periodieke controle,20230223,01/26/2022 03:05:00 PM,02/23/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR5,TA,20211004,912,Controleapparaten,periodieke controle,20231004,10/04/2021 09:12:00 AM,10/04/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR6,AZ,20210120,1602,APK Zware voertuigen,periodieke controle,20220217,01/20/2021 04:02:00 PM,02/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR6,AZ,20220209,1537,APK Zware voertuigen,periodieke controle,20230217,02/09/2022 03:37:00 PM,02/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR6,AZ,20230104,1650,APK Zware voertuigen,periodieke controle,20240217,01/04/2023 04:50:00 PM,02/17/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR6,TA,20210120,1600,Controleapparaten,periodieke controle,20230120,01/20/2021 04:00:00 PM,01/20/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR6,TA,20230104,1638,Controleapparaten,periodieke controle,20250104,01/04/2023 04:38:00 PM,01/04/2025 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR9,AZ,20210111,1638,APK Zware voertuigen,periodieke controle,20220224,01/11/2021 04:38:00 PM,02/24/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR9,AZ,20220124,1530,APK Zware voertuigen,periodieke controle,20230224,01/24/2022 03:30:00 PM,02/24/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR9,AZ,20230111,1350,APK Zware voertuigen,periodieke controle,20240224,01/11/2023 01:50:00 PM,02/24/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR9,TA,20210111,1257,Controleapparaten,periodieke controle,20230111,01/11/2021 12:57:00 PM,01/11/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFR9,TA,20230111,1114,Controleapparaten,periodieke controle,20250111,01/11/2023 11:14:00 AM,01/11/2025 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFS7,AZ,20210222,1446,APK Zware voertuigen,periodieke controle,20220320,02/22/2021 02:46:00 PM,03/20/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFS7,AZ,20220314,1057,APK Zware voertuigen,periodieke controle,20230320,03/14/2022 10:57:00 AM,03/20/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFS7,TA,20210222,1439,Controleapparaten,periodieke controle,20230222,02/22/2021 02:39:00 PM,02/22/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFS8,AZ,20200330,1024,APK Zware voertuigen,periodieke controle,20210409,03/30/2020 10:24:00 AM,04/09/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFS8,AZ,20210311,1646,APK Zware voertuigen,periodieke controle,20220409,03/11/2021 04:46:00 PM,04/09/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFS8,AZ,20220218,1520,APK Zware voertuigen,periodieke controle,20230409,02/18/2022 03:20:00 PM,04/09/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFS8,TA,20210311,1506,Controleapparaten,periodieke controle,20230311,03/11/2021 03:06:00 PM,03/11/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT1,AZ,20200207,1615,APK Zware voertuigen,periodieke controle,20210312,02/07/2020 04:15:00 PM,03/12/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT1,AZ,20210305,1313,APK Zware voertuigen,periodieke controle,20220312,03/05/2021 01:13:00 PM,03/12/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT1,AZ,20220324,941,APK Zware voertuigen,periodieke controle,20230324,03/24/2022 09:41:00 AM,03/24/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT2,AZ,20200305,1055,APK Zware voertuigen,periodieke controle,20210415,03/05/2020 10:55:00 AM,04/15/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT2,AZ,20210225,1212,APK Zware voertuigen,periodieke controle,20220415,02/25/2021 12:12:00 PM,04/15/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT2,AZ,20220311,919,APK Zware voertuigen,periodieke controle,20230415,03/11/2022 09:19:00 AM,04/15/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT2,TA,20210225,1333,Controleapparaten,periodieke controle,20230225,02/25/2021 01:33:00 PM,02/25/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT2,TA,20230110,1554,Controleapparaten,periodieke controle,20250110,01/10/2023 03:54:00 PM,01/10/2025 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT3,AZ,20200515,906,APK Zware voertuigen,periodieke controle,20210515,05/15/2020 09:06:00 AM,05/15/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT3,AZ,20210521,1109,APK Zware voertuigen,periodieke controle,20220521,05/21/2021 11:09:00 AM,05/21/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT3,AZ,20220429,1555,APK Zware voertuigen,periodieke controle,20230521,04/29/2022 03:55:00 PM,05/21/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT3,TA,20210521,1104,Controleapparaten,periodieke controle,20230521,05/21/2021 11:04:00 AM,05/21/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT3,TA,20211011,1557,Controleapparaten,periodieke controle,20231011,10/11/2021 03:57:00 PM,10/11/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT3,TA,20220429,1616,Controleapparaten,periodieke controle,20240429,04/29/2022 04:16:00 PM,04/29/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT5,AZ,20200316,1248,APK Zware voertuigen,periodieke controle,20210402,03/16/2020 12:48:00 PM,04/02/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT5,AZ,20210301,1405,APK Zware voertuigen,periodieke controle,20220402,03/01/2021 02:05:00 PM,04/02/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT5,AZ,20220321,1448,APK Zware voertuigen,periodieke controle,20230402,03/21/2022 02:48:00 PM,04/02/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT5,TA,20210301,1144,Controleapparaten,periodieke controle,20230301,03/01/2021 11:44:00 AM,03/01/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT6,AZ,20200331,1403,APK Zware voertuigen,periodieke controle,20210416,03/31/2020 02:03:00 PM,04/16/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT6,AZ,20210219,1515,APK Zware voertuigen,periodieke controle,20220416,02/19/2021 03:15:00 PM,04/16/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT6,AZ,20220317,957,APK Zware voertuigen,periodieke controle,0,03/17/2022 09:57:00 AM,,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT6,AZ,20220428,1619,APK Zware voertuigen,periodieke controle,0,04/28/2022 04:19:00 PM,,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT6,AZ,20220429,1619,APK Zware voertuigen,periodieke controle,20230429,04/29/2022 04:19:00 PM,04/29/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT6,TA,20210219,1510,Controleapparaten,periodieke controle,20230219,02/19/2021 03:10:00 PM,02/19/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT7,AZ,20210517,1653,APK Zware voertuigen,periodieke controle,20220517,05/17/2021 04:53:00 PM,05/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT7,AZ,20220615,1446,APK Zware voertuigen,periodieke controle,20230615,06/15/2022 02:46:00 PM,06/15/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT7,TA,20210517,1643,Controleapparaten,periodieke controle,20230517,05/17/2021 04:43:00 PM,05/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT7,TA,20220113,1635,Controleapparaten,periodieke controle,20240113,01/13/2022 04:35:00 PM,01/13/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT8,AZ,20210107,1155,APK Zware voertuigen,periodieke controle,20220224,01/07/2021 11:55:00 AM,02/24/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT8,AZ,20220318,1624,APK Zware voertuigen,periodieke controle,20230318,03/18/2022 04:24:00 PM,03/18/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT8,TA,20210107,1154,Controleapparaten,periodieke controle,20230107,01/07/2021 11:54:00 AM,01/07/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFT8,TA,20220311,1204,Controleapparaten,periodieke controle,20240311,03/11/2022 12:04:00 PM,03/11/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV1,AZ,20200225,1229,APK Zware voertuigen,periodieke controle,20210409,02/25/2020 12:29:00 PM,04/09/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV1,AZ,20210217,1457,APK Zware voertuigen,periodieke controle,20220409,02/17/2021 02:57:00 PM,04/09/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV1,AZ,20220209,1327,APK Zware voertuigen,periodieke controle,20230409,02/09/2022 01:27:00 PM,04/09/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV1,TA,20200225,931,Controleapparaten,periodieke controle,20220225,02/25/2020 09:31:00 AM,02/25/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV1,TA,20220209,937,Controleapparaten,periodieke controle,20240209,02/09/2022 09:37:00 AM,02/09/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV2,AZ,20200603,1339,APK Zware voertuigen,periodieke controle,20210611,06/03/2020 01:39:00 PM,06/11/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV2,AZ,20210503,1537,APK Zware voertuigen,periodieke controle,20220611,05/03/2021 03:37:00 PM,06/11/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV2,AZ,20220509,1451,APK Zware voertuigen,periodieke controle,20230611,05/09/2022 02:51:00 PM,06/11/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV2,TA,20210503,1529,Controleapparaten,periodieke controle,20230503,05/03/2021 03:29:00 PM,05/03/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV5,AZ,20200331,1609,APK Zware voertuigen,periodieke controle,20210415,03/31/2020 04:09:00 PM,04/15/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV5,AZ,20210305,1405,APK Zware voertuigen,periodieke controle,20220415,03/05/2021 02:05:00 PM,04/15/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV5,AZ,20220216,1225,APK Zware voertuigen,periodieke controle,20230415,02/16/2022 12:25:00 PM,04/15/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV5,TA,20200401,1058,Controleapparaten,periodieke controle,20220401,04/01/2020 10:58:00 AM,04/01/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV5,TA,20220216,1051,Controleapparaten,periodieke controle,20240216,02/16/2022 10:51:00 AM,02/16/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV6,AZ,20200512,1455,APK Zware voertuigen,periodieke controle,20210527,05/12/2020 02:55:00 PM,05/27/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV6,AZ,20210506,1213,APK Zware voertuigen,periodieke controle,20220527,05/06/2021 12:13:00 PM,05/27/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV6,AZ,20220517,1230,APK Zware voertuigen,periodieke controle,20230527,05/17/2022 12:30:00 PM,05/27/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV8,AZ,20200318,1112,APK Zware voertuigen,periodieke controle,20210504,03/18/2020 11:12:00 AM,05/04/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV8,AZ,20210402,1221,APK Zware voertuigen,periodieke controle,20220504,04/02/2021 12:21:00 PM,05/04/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV8,AZ,20220304,1445,APK Zware voertuigen,periodieke controle,20230504,03/04/2022 02:45:00 PM,05/04/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV8,TA,20200318,1228,Controleapparaten,periodieke controle,20220318,03/18/2020 12:28:00 PM,03/18/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFV8,TA,20220304,1558,Controleapparaten,periodieke controle,20240304,03/04/2022 03:58:00 PM,03/04/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFX1,AZ,20200313,1534,APK Zware voertuigen,periodieke controle,20210418,03/13/2020 03:34:00 PM,04/18/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFX1,AZ,20210302,1445,APK Zware voertuigen,periodieke controle,20220418,03/02/2021 02:45:00 PM,04/18/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFX1,AZ,20220301,1621,APK Zware voertuigen,periodieke controle,20230418,03/01/2022 04:21:00 PM,04/18/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
00BFX1,TA,20210302,1424,Controleapparaten,periodieke controle,20230302,03/02/2021 02:24:00 PM,03/02/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
