Nummer;Totaal van;Jaar;Maand;Procedure categorie;Verblijfscluster;Nationaliteit;Aantal aanvragen
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Albanese;70
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Algerijnse;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Amerikaans burger;270
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Angolese;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Argentijnse;80
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Armeense;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Australische;60
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Azerbeidzjaanse;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Belarussische;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Bengalese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Boliviaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Braziliaanse;430
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;British National (overseas);10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Brits burger;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Burger van Bosnië-Herzegovina;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Burger van Congo;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Burger van de Republiek Noord-Macedonië;50
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Burger van Democratische Republiek Congo;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Burger van Trinidad en Tobago;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Burundese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Canadese;60
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Chileense;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Chinese;120
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Colombiaanse;150
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Costa Ricaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Cubaanse;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Dominicaanse;60
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Ecuadoraanse;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Egyptische;120
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Eritrese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Ethiopische;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Filipijnse;130
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Gambiaanse;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Georgische;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Ghanese;140
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Guinese;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Hondurese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Indiase;70
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Indonesische;110
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Iraakse;120
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Iraanse;40
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Israëlische;70
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Ivoriaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Jamaicaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Japanse;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Jordaanse;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Kaapverdische;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Kameroense;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Kazachse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Kenyaanse;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Kirgizische;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Kosovaarse;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Libanese;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Libische;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Maleisische;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Marokkaanse;610
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Mexicaanse;90
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Moldavische;40
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Montenegrijnse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Mozambikaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Nepalese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Nicaraguaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Nieuw-Zeelandse;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Nigeriaanse;150
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Oekraïense;150
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Oezbeekse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Onbekend;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Pakistaanse;60
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Paraguayaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Peruaanse;40
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Poolse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Russische;150
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Salvadoraanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Senegalese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Servische;70
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Sierra Leoonse;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Singaporese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Soedanese;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Somalische;20
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Sri Lankaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Staatloos;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Surinaamse;240
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Syrische;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Taiwanese;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Tanzaniaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Thaise;60
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Tunesische;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Turkse;410
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Ugandese;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Uruguayaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Venezolaanse;80
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Vietnamese;40
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Zimbabwaanse;10
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Zuid-Afrikaanse;150
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2020;*Alle*;EU-document;Derdelanders;Zuid-Koreaanse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Afghaanse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Albanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Algerijnse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Amerikaans burger;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Argentijnse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Armeense;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Australische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Braziliaanse;50
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Burger van de Republiek Noord-Macedonië;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Canadese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Chinese;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Colombiaanse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Dominicaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Egyptische;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Filipijnse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Ghanese;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Guinese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Indiase;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Indonesische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Iraakse;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Iraanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Israëlische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Kaapverdische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Marokkaanse;70
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Mexicaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Nieuw-Zeelandse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Nigeriaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Oekraïense;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Pakistaanse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Peruaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Russische;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Surinaamse;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Thaise;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Tunesische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Turkse;50
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Venezolaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;01;EU-document;Derdelanders;Zuid-Afrikaanse;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Afghaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Albanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Amerikaans burger;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Angolese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Argentijnse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Braziliaanse;50
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Canadese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Chinese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Colombiaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Egyptische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Filipijnse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Ghanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Indiase;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Indonesische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Iraakse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Israëlische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Marokkaanse;80
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Nigeriaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Oekraïense;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Onbekend;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Peruaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Russische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Servische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Surinaamse;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Tunesische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Turkse;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Venezolaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;02;EU-document;Derdelanders;Zuid-Afrikaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Afghaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Albanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Amerikaans burger;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Argentijnse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Australische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Braziliaanse;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Burger van de Republiek Noord-Macedonië;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Chinese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Colombiaanse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Dominicaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Egyptische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Filipijnse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Ghanese;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Iraakse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Iraanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Marokkaanse;50
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Mexicaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Nigeriaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Oekraïense;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Pakistaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Russische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Surinaamse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Thaise;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Turkse;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Ugandese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;03;EU-document;Derdelanders;Zuid-Afrikaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Amerikaans burger;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Braziliaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Chinese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Colombiaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Dominicaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Ghanese;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Indonesische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Kenyaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Marokkaanse;30
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Nigeriaanse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Oekraïense;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Russische;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Surinaamse;10
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Turkse;20
6;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2020;04;EU-document;Derdelanders;Zuid-Afrikaanse;10
