OBJECTID;KLASSE;MATERIAAL;YEAR_OF_CONSTRUCTION;EIGENAAR;STATUS_SPANKABEL;POSITIONDETERMINATION;DATE_MODIFIED;X;Y
1335;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81425.8509000018;454654.285799999
1336;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81472.5280000009;454690.006999999
1337;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81364.5280000009;454728.491999999
1338;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81350.5599999987;454718.357000001
1339;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81378.1900000014;454738.838
1341;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81406.2309999987;454760.756999999
1342;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2015-02-17;81351.6339999996;454699.360399999
1343;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81319.0799999982;454696.006000001
1344;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81390.5511999987;454662.808400001
1345;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81364.6350000016;454687.508000001
1346;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81379.7417000011;454673.9179
1347;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81403.7430000007;454649.375999998
1348;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81414.695700001;454638.576499999
1349;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81334.8885000013;454708.5594
1350;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81303.3579999991;454682.620999999
1351;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81459.1240000017;454598.989999998
1352;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81430.75;454623.673999999
1353;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81420.5284999982;454607.629999999
1354;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81446.3550000005;454609.704
1355;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81409.4935000017;454587.6591
1356;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81432.3495000005;454618.908399999
1357;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81474.0249999985;454587.467999999
1358;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81485.8720000014;454578.287000001
1359;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81390.8634000011;454579.691399999
1360;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81317.8390000015;454740.247000001
1361;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81304.5870000012;454755.627
1362;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81293.8564000018;454765.097600002
1365;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81283.4725000002;454774.232799999
1366;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81289.9484999999;454670.252799999
1367;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81255.4693000019;454696.180799998
1368;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81271.7380999997;454660.0517
1369;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81257.0537000001;454678.1492
1370;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81231.0359999985;454722.164999999
1371;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81225.9039999992;454734.678300001
1372;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81275.7729999982;454656.660999999
1373;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81241.4400000013;454705.335999999
1375;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81178.5357999988;454580.4527
1376;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81179.8123000003;454705.109499998
1377;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81206.5872999989;454595.840700001
1378;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81156.4100000002;454624.552999999
1379;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81216.6009999998;454588.208000001
1380;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81162.1022999995;454591.6017
1381;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81141.3473000005;454653.4197
1382;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81135.1875;454667.2236
1383;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81249.1308000013;454633.639199998
1384;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81224.1440000013;454595.039999999
1385;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81216.6009999998;454588.208000001
1386;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81195.3011999987;454587.698100001
1387;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81231.3489999995;454620.566
1388;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81197.5978000015;454658.205400001
1389;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81184.5216999985;454680.647
1390;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81260.7906000018;454643.723400001
1391;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81234.0835000016;454620.344000001
1393;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81151.8416000009;454601.8488
1394;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81211.4450000003;454569.287999999
1395;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81147.2589999996;454639.745000001
1396;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81274.4004999995;454573.068
1397;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81295.7153999992;454530.2086
1398;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81244.131099999;454579.095100001
1399;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81281.3269999996;454539.285999998
1673;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81049.0452000015;454422.528700002
1674;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;80869.9070999995;454398.436099999
1675;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;80828.3300999999;454473.949099999
1676;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;80877.6669999994;454355.747000001
1400;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81226.3843999989;454586.8475
1401;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81307.3836000003;454516.833799999
1402;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81333.2652000003;454525.659600001
1403;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81377.1063000001;454566.746199999
1404;tether;Steel;;Gemeente Den Haag;Onbekend;Onbekend;2014-04-23;81346.7960000001;454538.314800002
