gemcode;gm_naam;wijk;wk_naam;jaar;lbrmtr;lbm9802;lbm9806;lbm9808;lbm9810;lbm9812;lbm0206;lbm0208;lbm0210;lbm0212;lbm0608;lbm0610;lbm0612;lbm0810;lbm0812;lbm1012;bev;lftsam;publ;veilig;vrz;won
53;Winsum;2;Wijk 02;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9,40811;13,2091;-6,89469;26,3011;-36,84067;36,72942
53;Winsum;2;Wijk 02;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-2,3151;7,9535;-5,39555;24,81877;-36,52092;36,46377
53;Winsum;2;Wijk 02;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;6,57803;11,1323;-16,78668;31,60426;-36,6476;36,5492
53;Winsum;2;Wijk 02;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;9,49922;10,05044;-10,14567;31,17416;-40,07387;35,83855
53;Winsum;2;Wijk 02;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;12,63706;4,36781;-16,49145;37,93091;-40,13782;37,49234
53;Winsum;3;Wijk 03;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,55731;-7,07854;-22,44772;32,79486;11,75483;34,39337
53;Winsum;3;Wijk 03;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16,61014;14,16666;-24,21021;25,38388;-19,77855;32,96725
53;Winsum;3;Wijk 03;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;7,95178;15,32822;-21,83857;22,46214;-30,53344;34,0392
53;Winsum;3;Wijk 03;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;10,11841;2,621;-37,24419;32,86846;-30,38984;36,00763
53;Winsum;3;Wijk 03;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;14,46262;2,33311;-14,46408;34,51551;-30,02392;35,44517
53;Winsum;3;Wijk 03;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;14,28479;1,13366;-20,0196;39,69621;-30,03832;35,64647
55;Boarnsterhim;0;Boarnsterhim;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,03867;-1,72323;16,2117;36,37381;-2,33913;16,19363
55;Boarnsterhim;0;Boarnsterhim;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15,62815;6,57125;15,89007;30,28477;-25,5106;19,96115
55;Boarnsterhim;0;Boarnsterhim;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;8,58155;-,06126;15,79744;34,08044;-30,0098;20,50835
55;Boarnsterhim;0;Boarnsterhim;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;17,66882;4,91636;11,86202;41,76507;-30,88853;24,58074
55;Boarnsterhim;0;Boarnsterhim;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;15,83649;7,64964;26,54856;40,33789;-31,09699;25,60918
55;Boarnsterhim;0;Boarnsterhim;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;20,20563;4,47752;26,35368;40,41115;-31,10458;25,14292
56;Zuidhorn;0;Wijk 00;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17,63016;15,3917;-1,84703;37,27203;12,83874;32,9883
56;Zuidhorn;0;Wijk 00;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22,96323;15,40628;-4,47663;34,64022;-38,51412;35,03571
56;Zuidhorn;0;Wijk 00;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;20,86762;11,22046;-4,0444;37,05414;-38,48689;34,96206
56;Zuidhorn;0;Wijk 00;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;25,64205;10,45364;-6,63922;35,58714;-39,99881;35,67449
56;Zuidhorn;0;Wijk 00;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;26,45487;13,88849;4,31109;36,86923;-39,71418;36,89793
56;Zuidhorn;0;Wijk 00;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;27,76976;4,20294;-7,25525;39,71196;-39,07288;36,27638
56;Zuidhorn;1;Wijk 01;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-4,65227;11,30285;2,86342;37,80436;7,07063;33,10429
56;Zuidhorn;1;Wijk 01;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13,18369;9,87649;-1,33546;36,24589;-31,99157;29,87578
56;Zuidhorn;1;Wijk 01;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;9,14218;8,17107;,92484;34,40569;-33,37268;31,68714
56;Zuidhorn;1;Wijk 01;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;12,78998;12,1491;-10,94086;33,78733;-33,83841;33,26585
56;Zuidhorn;1;Wijk 01;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;16,24701;15,89964;2,05622;37,66657;-33,96814;34,1829
56;Zuidhorn;1;Wijk 01;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;18,86061;9,85538;-1,90696;40,26968;-34,93192;34,50078
56;Zuidhorn;2;Wijk 02;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-2,48522;22,90264;11,58406;40,88553;-5,38062;39,25081
56;Zuidhorn;2;Wijk 02;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16,24897;19,54806;9,6488;38,68349;-32,13853;42,35473
56;Zuidhorn;2;Wijk 02;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;10,57351;9,636;9,78498;36,1785;-32,11976;40,99958
56;Zuidhorn;2;Wijk 02;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;15,2327;11,70817;-8,17203;32,96361;-38,93539;40,75354
56;Zuidhorn;2;Wijk 02;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;15,26279;10,83516;1,67255;36,0435;-39,07956;40,47421
56;Zuidhorn;2;Wijk 02;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;17,05679;5,61289;-3,00865;36,95405;-39,04188;40,28485
56;Zuidhorn;3;Wijk 03;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-1,37982;13,74994;-10,7124;38,83712;,93788;32,06107
56;Zuidhorn;3;Wijk 03;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9,03559;16,12322;-11,6239;35,97715;-27,80765;35,31213
56;Zuidhorn;3;Wijk 03;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;6,83499;-2,27314;-11,59593;36,1989;-28,11436;34,79282
56;Zuidhorn;3;Wijk 03;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;13,35918;5,01188;-26,27734;28,92805;-34,41677;34,80406
56;Zuidhorn;3;Wijk 03;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;13,81854;7,03828;4,08045;30,71407;-34,37506;35,7526
56;Zuidhorn;3;Wijk 03;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;13,93651;7,54512;-2,52882;34,45329;-34,43389;36,18645
58;Dongeradeel;0;Wijk 00;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-5,06735;-2,67309;15,17101;25,24146;21,36285;,10994
58;Dongeradeel;0;Wijk 00;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9,40405;2,48668;14,82817;19,10608;29,44962;4,55671
58;Dongeradeel;0;Wijk 00;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;1,56932;1,7282;16,68816;20,35877;29,49394;5,84718
58;Dongeradeel;0;Wijk 00;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;11,418;7,9337;20,70918;22,93282;31,25509;8,32841
58;Dongeradeel;0;Wijk 00;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;10,40911;9,04164;29,96721;26,43445;30,28081;9,96139
58;Dongeradeel;0;Wijk 00;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;11,34157;,36547;29,39013;27,45928;30,61112;9,21627
58;Dongeradeel;1;Wijk 01;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-12,08176;18,51516;9,69097;38,50468;23,37465;38,97635
58;Dongeradeel;1;Wijk 01;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9,87764;20,43602;4,8741;37,95607;-9,91063;40,5284
58;Dongeradeel;1;Wijk 01;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;2,05843;17,49516;9,69528;39,72235;-23,44758;41,65627
58;Dongeradeel;1;Wijk 01;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;16,02808;18,07027;-10,73618;43,146;-30,99339;41,88925
58;Dongeradeel;1;Wijk 01;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;11,64571;20,18163;14,27206;40,78456;-30,91679;43,26342
58;Dongeradeel;1;Wijk 01;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;12,47325;13,09279;14,6011;41,08217;-31,03093;43,08851
58;Dongeradeel;2;Zuidoost;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-8,66475;19,7225;-5,96143;38,14286;19,57352;39,97578
58;Dongeradeel;2;Zuidoost;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6,10348;20,39575;-8,39045;36,49677;-28,51414;39,82894
58;Dongeradeel;2;Zuidoost;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-2,94565;-,57399;-7,44872;36,81955;-27,99464;40,04484
58;Dongeradeel;2;Zuidoost;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;4,56604;2,39679;-23,48023;40,92777;-33,94644;40,638
58;Dongeradeel;2;Zuidoost;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;1,33148;2,01109;-5,437;39,88576;-33,96449;41,20848
58;Dongeradeel;2;Zuidoost;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;1,12014;-13,82222;-2,27893;37,80879;-33,44191;41,70281
58;Dongeradeel;3;Noordoost;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-14,4426;8,0225;4,33291;39,58035;14,18715;39,22546
58;Dongeradeel;3;Noordoost;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9,04691;6,92315;4,62725;37,10214;-24,85133;39,57648
58;Dongeradeel;3;Noordoost;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-2,64954;8,79034;5,01031;39,50203;-29,47313;39,87232
58;Dongeradeel;3;Noordoost;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;5,21623;5,6409;-17,96435;41,01726;-31,24762;40,45956
58;Dongeradeel;3;Noordoost;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;8,69833;13,14935;5,16701;40,588;-30,58974;41,65303
58;Dongeradeel;3;Noordoost;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;3,09309;13,71324;11,57079;41,32677;-31,09374;41,40286
58;Dongeradeel;4;Noordwest;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9,25986;4,50377;9,05721;44,68273;13,64189;32,56624
58;Dongeradeel;4;Noordwest;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12,38636;13,70973;6,5292;40,9222;-28,16639;36,62211
58;Dongeradeel;4;Noordwest;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;11,66815;20,05749;5,89109;42,34057;-11,69976;37,2248
58;Dongeradeel;4;Noordwest;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;18,32532;20,73334;1,69026;42,44947;-14,82498;37,53883
58;Dongeradeel;4;Noordwest;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;11,64967;13,73135;10,61005;44,08001;-14,65317;37,9479
58;Dongeradeel;4;Noordwest;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;12,8965;2,45652;19,22886;41,4649;-15,33061;38,10334
58;Dongeradeel;5;Wijk 05;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-18,54986;12,91936;1,81732;41,51378;-3,40677;33,01057
58;Dongeradeel;5;Wijk 05;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1,0873;19,31847;,69997;40,18606;-23,65278;32,83343
58;Dongeradeel;5;Wijk 05;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-8,14449;2,59834;1,48668;38,59175;-23,57017;31,62618
58;Dongeradeel;5;Wijk 05;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;1,8094;-2,16192;-1,23743;39,15452;-21,56541;33,75994
58;Dongeradeel;5;Wijk 05;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;4,80859;-4,80293;18,90874;41,46226;-20,32487;33,87307
58;Dongeradeel;5;Wijk 05;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;1,30279;-6,24803;15,39077;38,83241;-19,09096;33,94476
58;Dongeradeel;6;Wijk 06;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-20,59993;1,12892;-12,9404;38,34653;-3,9426;16,00362
58;Dongeradeel;6;Wijk 06;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;,06117;9,9571;-18,08402;37,89249;-14,10916;21,08576
58;Dongeradeel;6;Wijk 06;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-5,68842;13,05665;-20,71988;37,116;-28,29522;13,35639
58;Dongeradeel;6;Wijk 06;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;,59123;19,84542;-33,27164;41,33364;-29,08206;17,66248
58;Dongeradeel;6;Wijk 06;2010;6; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;4,38082;24,12908;-2,01091;40,1992;-28,93881;18,9144
58;Dongeradeel;6;Wijk 06;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;5,22586;7,44817;6,36863;39,94432;-28,80518;18,39151
58;Dongeradeel;7;Wijk 07;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-6,38722;18,00086;1,5677;41,9632;-6,5755;45,78889
58;Dongeradeel;7;Wijk 07;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10,86679;29,85005;-1,89585;40,17885;-28,07514;48,50274
58;Dongeradeel;7;Wijk 07;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;5,35851;18,75187;-1,1861;37,3966;-28,1939;46,26623
58;Dongeradeel;7;Wijk 07;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;10,91794;8,98868;-6,66472;41,4059;-28,56562;48,2644
58;Dongeradeel;7;Wijk 07;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;7,20091;8,15687;14,60099;41,49787;-28,55419;48,25254
58;Dongeradeel;7;Wijk 07;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;6,06446;-7,72087;13,59479;42,99397;-28,54611;48,10287
59;Achtkarspelen;0;Noord;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-17,58893;-3,21523;7,48332;34,87568;-18,03704;12,90751
59;Achtkarspelen;0;Noord;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,65966;4,02547;6,67122;30,51083;-28,683;11,94726
59;Achtkarspelen;0;Noord;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-3,16009;-3,51748;7,9965;33,96831;-30,24669;12,98063
59;Achtkarspelen;0;Noord;2008;6; ; ;4; ; ; ;3; ; ;3; ; ; ; ; ;10,76538;-,01699;-4,54243;42,2829;-33,53398;15,59751
59;Achtkarspelen;0;Noord;2010;6; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;10,61979;,05313;-,32281;42,37635;-32,57645;16,00678
59;Achtkarspelen;0;Noord;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;8,60413;-7,35669;-2,64467;41,93327;-37,16731;16,6276
59;Achtkarspelen;1;Centrum;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-15,99033;3,66417;-,38845;36,60758;-20,4438;33,15348
59;Achtkarspelen;1;Centrum;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,48089;10,23974;-2,23729;35,00113;-29,88695;33,89766
59;Achtkarspelen;1;Centrum;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-6,40548;6,14876;,3557;37,64012;-36,50337;32,38892
59;Achtkarspelen;1;Centrum;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;13,12086;10,71038;-33,94184;42,0782;-37,80792;33,56964
59;Achtkarspelen;1;Centrum;2010;6; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;16,5344;10,22208;-6,39982;39,4136;-37,85693;33,35566
59;Achtkarspelen;1;Centrum;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;9,16501;8,50965;-6,27105;39,49088;-39,28243;33,83315
59;Achtkarspelen;2;Zuid;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-22,57539;-3,79379;6,88622;15,89071;-4,09267;17,26546
59;Achtkarspelen;2;Zuid;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-,22161;4,37957;5,73062;28,75831;-19,44079;19,85952
59;Achtkarspelen;2;Zuid;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-9,2864;1,0635;5,15085;34,31472;-19,82552;18,33019
59;Achtkarspelen;2;Zuid;2008;6; ; ;4; ; ; ;3; ; ;3; ; ; ; ; ;8,8841;3,94999;-12,23099;35,27132;-19,54095;18,74938
59;Achtkarspelen;2;Zuid;2010;6; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;7,60043;5,79119;-4,18664;35,45637;-20,08357;18,03754
59;Achtkarspelen;2;Zuid;2012;6; ; ; ; ;4; ; ; ;3; ; ;3; ;3;3;7,87251;-1,53338;-5,5303;36,03374;-26,06569;17,48544
60;Ameland;0;Ameland;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-13,4601;-3,94397;3,15305;36,47602;22,3478;43,38724
60;Ameland;0;Ameland;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,57242;5,47666;3,04164;32,2277;-28,6898;39,50992
60;Ameland;0;Ameland;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;4,17954;5,15166;4,63833;29,24072;-24,46336;40,08576
60;Ameland;0;Ameland;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;12,15397;6,47546;-15,70487;33,73219;-28,69412;40,19287
60;Ameland;0;Ameland;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;13,94362;9,80957;23,57005;23,06346;-28,51936;40,65317
60;Ameland;0;Ameland;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;13,54874;18,75191;30,52408;26,25706;-25,77987;38,41879
63;het Bildt;0;West;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-13,34651;-6,14811;3,46131;35,44671;44,52215;13,97968
63;het Bildt;0;West;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6,5902;11,13406;1,16172;31,44069;-28,891;21,52416
63;het Bildt;0;West;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-5,05921;9,74657;-,54069;31,23411;-31,455;24,17007
63;het Bildt;0;West;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;6,90901;11,45783;-6,29296;33,67304;-30,74861;25,88159
63;het Bildt;0;West;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;1,85986;9,41893;19,6453;31,60959;-30,5546;28,12225
63;het Bildt;0;West;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;4,54621;3,9333;11,86865;36,85306;-30,35293;28,7713
63;het Bildt;1;Oost;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-23,57922;14,70637;14,59498;38,96366;33,57357;40,76869
63;het Bildt;1;Oost;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-1,90907;9,15295;12,65238;38,28455;-38,17965;41,49435
63;het Bildt;1;Oost;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-8,63143;21,94566;13,53642;36,30552;-39,41967;41,60508
63;het Bildt;1;Oost;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;5,3924;14,23313;,46943;39,50757;-41,60441;41,61049
63;het Bildt;1;Oost;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;5,58279;21,74461;18,83002;35,57847;-41,56863;41,76197
63;het Bildt;1;Oost;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;8,49348;22,80811;20,18094;34,05555;-41,28728;42,43867
63;het Bildt;2;Zuid;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-12,79247;-2,85447;,13119;39,10823;-12,32371;8,71448
63;het Bildt;2;Zuid;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7,7451;-6,66166;-1,49481;37,75057;-23,91796;20,49089
63;het Bildt;2;Zuid;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-7,42536;1,38336;-,77007;36,83346;-24,03866;21,67525
63;het Bildt;2;Zuid;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;2,33716;-2,80159;-8,79977;40,61576;-23,01191;21,25278
63;het Bildt;2;Zuid;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;,11596;-7,63296;12,09308;30,6404;-32,62553;22,54471
63;het Bildt;2;Zuid;2012;5; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;-,59507;-7,52519;8,88823;26,56237;-32,55144;23,49907
70;Franekeradeel;0;Franeker;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-7,67521;-9,13783;19,25113;23,51469;-25,26545;4,45636
70;Franekeradeel;0;Franeker;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,21471;,49114;22,24073;24,32506;34,24595;5,68494
70;Franekeradeel;0;Franeker;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-5,59639;-,70776;23,19818;28,90862;34,09261;10,17995
70;Franekeradeel;0;Franeker;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;5,53163;3,29127;21,87169;27,56792;34,46732;10,73991
70;Franekeradeel;0;Franeker;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;3,07127;6,63373;31,07363;26,56063;34,34789;12,1175
70;Franekeradeel;0;Franeker;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;6,49546;3,33242;32,19178;24,62323;34,18439;12,4128
70;Franekeradeel;1;Noord;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-21,36286;25,50725;-9,08027;32,63788;-3,63057;13,50352
70;Franekeradeel;1;Noord;2002;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-5,80776;23,87127;-9,01248;27,32238;-17,33753;20,46591
70;Franekeradeel;1;Noord;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-3,54428;11,54929;-7,39263;33,40369;-24,75721;25,0089
70;Franekeradeel;1;Noord;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;7,01866;14,79137;-14,52396;32,95151;-25,18498;22,48231
70;Franekeradeel;1;Noord;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;5,60623;11,15417;7,17478;26,43408;-25,44632;23,67424
70;Franekeradeel;1;Noord;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;1,87846;10,80512;4,76871;29,51205;-25,40683;23,95052
70;Franekeradeel;2;Noordoost;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-5,64135;-1,8812;5,50146;35,36752;-39,67642;42,1921
70;Franekeradeel;2;Noordoost;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11,27302;9,62291;1,49398;33,08016;-28,89892;42,06454
70;Franekeradeel;2;Noordoost;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;7,51045;29,90736;3,62627;37,59942;-29,176;43,54945
70;Franekeradeel;2;Noordoost;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;13,99731;34,55857;-24,95951;33,99042;-29,16384;43,54955
70;Franekeradeel;2;Noordoost;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;10,81875;35,12595;7,08605;27,53388;-29,00407;43,29699
70;Franekeradeel;2;Noordoost;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;9,25171;20,45579;8,38205;25,91293;-28,9198;43,15269
70;Franekeradeel;3;Zuid;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-7,29449;3,88652;11,47523;37,60657;-37,97253;30,47441
70;Franekeradeel;3;Zuid;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9,40666;5,23083;7,01215;35,09874;-7,90552;35,06397
70;Franekeradeel;3;Zuid;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;3,29409;5,75562;8,54132;39,67876;-26,81781;35,06859
70;Franekeradeel;3;Zuid;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;8,55862;13,82682;-29,90373;33,4825;-28,88925;32,75874
70;Franekeradeel;3;Zuid;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;8,73964;13,00351;17,39275;24,80707;-28,97198;32,43769
70;Franekeradeel;3;Zuid;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;8,16606;11,97584;15,53757;28,55367;-28,93044;32,19675
70;Franekeradeel;4;West;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-10,82324;4,538;1,57456;36,24362;-32,79031;19,86887
70;Franekeradeel;4;West;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,33153;6,73324;3,07479;32,56121;-10,89824;26,3417
70;Franekeradeel;4;West;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-2,16614;3,96719;5,05806;34,65521;-27,41466;24,87873
70;Franekeradeel;4;West;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;6,70064;8,20873;-2,43681;32,02435;-26,96092;24,11981
70;Franekeradeel;4;West;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;8,25837;9,56995;10,99321;26,07095;-26,5568;23,03928
70;Franekeradeel;4;West;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;5,911;6,71832;4,5391;32,58278;-26,7286;23,75769
70;Franekeradeel;5;Franeker Zuidoost;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13,97017;-10,92945;10,46422;24,61047;-15,51673;8,3956
70;Franekeradeel;5;Franeker Zuidoost;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9,93033;-5,34787;8,02639;27,65461;-6,3514;7,99675
70;Franekeradeel;5;Franeker Zuidoost;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;,31544;-13,00173;8,03875;30,19524;-7,99446;12,40354
