FID,omschr,afst_obst,pos_omschr,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
wegbermen_kenmerk.23,Obstakelvrije berm,,Buitenberm,R,113.80599976,R,113.88400269,T,027,KLK0008194100,L,I,,"LINESTRING (151614.65199999884 484613.0267999992, 151653.88450000063 484557.2575000003, 151659.54250000045 484549.2393999994)"
wegbermen_kenmerk.24,Ondergronds,4.25 -> 4.25,Buitenberm,R,127.27999878,R,127.28099823,T,050,KLK0008198400,L,I,,"LINESTRING (167780.2452000007 413096.1645000018, 167780.55810000002 413095.2146999985)"
wegbermen_kenmerk.25,Berm met obstakels,,Buitenberm,R,121.01999664,R,121.07800293,H,050,KLK0008222200,R,I,,"LINESTRING (169758.32869999856 407443.5042999983, 169762.97560000047 407483.07510000095, 169764.86239999905 407502.98690000176, 169765.20699999854 407507.12889999896)"
wegbermen_kenmerk.26,Berm met geleideconstructie,3.25 -> 3.25,Buitenberm,R,16.52000046,R,16.67300034,H,029,KLK0008251800,R,I,,"LINESTRING (93079.47040000185 425533.97300000116, 93074.54679999873 425529.4822999984, 93070.80270000175 425526.1684000008, 93061.16000000015 425518.2384000011, 93050.94849999994 425512.87220000103, 93046.32019999996 425511.23860000074, 93041.53319999948 425510.0581, 93035.17720000073 425509.75549999997, 93030.26029999927 425510.29089999944, 93024.18870000169 425511.9028999992, 93017.01689999923 425515.23420000076, 93012.79069999978 425517.85280000046, 93007.18310000002 425522.1697999984, 93001.3786999993 425528.16059999913, 92998.41389999911 425532.1466999985, 92995.23070000112 425538.1145000011, 92993.69700000063 425542.69999999925, 92992.44920000061 425547.62209999934, 92991.66420000046 425552.4805999994, 92991.63780000061 425557.58199999854, 92992.29289999977 425562.4439000003, 92993.38940000162 425566.8968999982, 92995.04949999973 425571.6053000018, 92999.45100000128 425580.67269999906, 93002.12139999866 425584.91310000047, 93006.82649999857 425591.0758999996, 93011.22639999911 425595.98530000076)"
wegbermen_kenmerk.27,CADO,1 -> 1,Middenberm,R,69.90000153,R,69.91000366,T,004,KLK0008260300,L,I,,"LINESTRING (84692.18769999966 438113.50090000033, 84693.11089999974 438103.54360000044)"
wegbermen_kenmerk.28,Obstakelvrije berm,,Tussenberm,R,51.74300003,R,52.44400024,H,006,KLK0008263500,R,I,,"LINESTRING (144488.7478 485026.0306000002, 144528.9728000015 485015.01089999825, 144610.46460000053 484994.90249999985, 144684.01889999956 484980.3504000008, 144781.121199999 484963.94619999826, 144818.1629000008 484959.9774999991, 144893.04019999877 484953.36290000007, 144958.38599999994 484948.6383999996, 145044.38210000098 484946.2190999985, 145142.27820000052 484949.12950000167, 145177.21379999816 484951.0824000016)"
wegbermen_kenmerk.29,Berm met geleideconstructie,2 -> 2,Middenberm,R,20.74200058,R,22.26499939,H,029,KLK0008275400,R,I,,"LINESTRING (88463.24769999832 422156.3977999985, 88472.24069999903 422169.0885999985, 88504.39070000127 422209.34860000014, 88555 422271, 88577.40049999952 422296.37420000136, 88593.3823999986 422317.2927000001, 88758.83839999884 422517.85449999943, 88771.73110000044 422533.1468999982, 88784.2511 422548.7446999997, 88822.44839999825 422595.01570000127, 88870.48259999976 422652.8586000018, 88883.53649999946 422668.01249999925, 88902.98310000077 422689.9327000007, 88916.47529999912 422704.74130000174, 88943.88300000131 422733.87739999965, 88957.79450000077 422748.24709999934, 88971.90139999986 422762.43019999936, 88988.40509999916 422778.5920000002, 89017.33579999954 422806.2404000014, 89031.93580000103 422819.9123999998, 89059.80730000138 422845.45109999925, 89082.71110000089 422865.58769999817, 89109.24280000106 422887.93279999867, 89124.74100000039 422900.60269999877, 89140.3498999998 422913.1079999991, 89156.09490000084 422925.44099999964, 89187.941300001 422949.65630000085, 89211.87000000104 422967.19640000165, 89228.13340000063 422978.8372000009, 89259.98160000145 423001.05050000176, 89276.55070000142 423012.2540999986, 89292.95309999958 423023.0709999986, 89309.77070000023 423033.9017000012, 89326.73149999976 423044.5003999993, 89343.98070000112 423055.0320999995, 89378.38320000097 423075.44590000063, 89412.93670000136 423095.5971999988, 89561.74410000071 423181.79019999877)"
wegbermen_kenmerk.56,Berm met geleideconstructie,9 -> 5,Buitenberm,R,76.4280014,R,76.54299927,H,004,KLK0007884100,R,I,,"LINESTRING (86319.82180000097 431985.65410000086, 86346.21499999985 431981.25499999896, 86370.23900000006 431978.8960000016, 86391.47500000149 431978.0379999988, 86420.32600000128 431978.8960000016, 86434.23039999977 431980.4050000012)"
wegbermen_kenmerk.57,Obstakelvrije berm,,Buitenberm,R,66.9509964,R,67.17299652,T,002,KLK0007947600,L,I,,"LINESTRING (132834.51150000095 449723.51900000125, 132836 449772, 132840.432599999 449940.43780000135)"
wegbermen_kenmerk.58,RIMOB,1 -> 1.5,Buitenberm,R,10.84599972,R,10.85400009,H,001,KLK0008047000,R,I,,"LINESTRING (131601.33850000054 482433.9884000011, 131593.7917000018 482436.6427000016)"
wegbermen_kenmerk.59,Berm met geleideconstructie,1.25 -> 1.25,Middenberm,R,80.78600311,R,80.81900024,H,001,KLK0008050200,R,I,,"LINESTRING (192308.98310000077 465867.2511, 192275.87299999967 465874.97890000045)"
wegbermen_kenmerk.30,Obstakelvrije berm,,Buitenberm,R,4.03399992,R,7.1170001,T,061,KLK0008280300,L,I,,"LINESTRING (31155.96499999985 371162.88899999857, 31150.44399999827 371162.3579999991, 31129.745200000703 371162.2884999998, 31109.76649999991 371161.27800000086, 31089.811400000006 371159.72729999945, 31069.833299998194 371158.77490000054, 31014.379799999297 371157.19139999896, 30984.56309999898 371156.78069999814, 30964.556899998337 371156.89229999855, 30935.716899998486 371157.76680000126, 30915.74920000136 371158.93609999865, 30895.70300000161 371160.6667999998, 30865.17949999869 371164.2520999983, 30845.412200000137 371167.2868000008, 30831 371169.80999999866, 30811.374499998987 371173.7003999986, 30798.067299999297 371176.6064000018, 30778.631599999964 371181.3900000006, 30759.97480000183 371186.45529999956, 30736.12220000103 371193.6284000017, 30717.778400000185 371199.7058000006, 30698.972800001502 371206.5267000012, 30685.84219999984 371211.59059999883, 30667.32580000162 371219.1898000017, 30656.539799999446 371223.90619999915, 30638.381900001317 371232.2996000014, 30621.036699999124 371240.7635000013, 30603.32979999855 371250.08570000157, 30589.64090000093 371257.66380000114, 30572.35909999907 371267.7457000017, 30558.98840000108 371275.97199999914, 30542.198800001293 371286.8572999984, 30521.721999999136 371300.9633000009, 30505.037000000477 371313.22239999846, 30489.237500000745 371325.4818999991, 30475.249299999326 371336.8509999998, 30460.075199998915 371349.89020000026, 30445.203699998558 371363.2635000013, 30425.03539999947 371382.6336000003, 30414.10240000114 371393.7199999988, 30400.400600001216 371408.3051000014, 30386.374499998987 371424.08680000156, 30373.47619999945 371439.3887999989, 30360.92669999972 371454.9629999995, 30353.99230000004 371464.0676999986, 30342.11910000071 371480.1752999984, 30330.666900001466 371496.57250000164, 30319.685499999672 371513.29349999875, 30314.015099998564 371522.25470000133, 30303.59279999882 371539.3359000012, 30293.70600000024 371556.72129999846, 30284.240400001407 371574.34490000084, 30280.43450000137 371581.80640000105, 30271.625500001013 371599.76790000126, 30263.24469999969 371617.9279999994, 30254.748799998313 371637.9224999994, 30247.294799998403 371656.4935999997, 30240.138099998236 371675.16959999874, 30226.27400000021 371712.6911999993, 30093.915800001472 372079.1411000006, 30087.539000000805 372098.1011000015, 30081.847399998456 372117.3062000014, 30079.471200000495 372123.8299999982, 30046.83100000024 372207.51669999957, 30026.389400001615 372263.9272999987, 30016.972800001502 372289.185800001, 30009.78770000115 372307.8509999998, 30002.354800000787 372326.4191999994, 29997.31210000068 372338.4968999997, 29989.349500000477 372356.8374999985, 29982.107200000435 372372.7652999982, 29973.503499999642 372390.82349999994, 29964.547499999404 372408.70699999854, 29956.276399999857 372424.3925999999, 29946.62420000136 372441.90249999985, 29938.53240000084 372455.9754000008, 29928.25290000066 372473.13540000096, 29917.65569999814 372490.0982000008, 29902.786699999124 372512.5837999992, 29891.408900000155 372529.0324999988, 29874.14680000022 372552.70529999956, 29861.954900000244 372568.55959999934, 29853.056699998677 372579.7586000003, 29840.339499998838 372595.2027999982, 29820.440600000322 372618.08410000056, 29806.952799998224 372632.8533000015, 29787.13560000062 372653.5625, 29772.956099998206 372667.6688000001, 29757.09750000015 372682.82459999993, 29742.326400000602 372696.3114, 29733.371300000697 372704.2501000017, 29718.198600001633 372717.2837000005, 29700.819699998945 372731.58669999987, 29685.112300001085 372743.96229999885, 29672.249699998647 372753.7047000006, 29656.10770000145 372765.5146000013, 29633.791200000793 372781.29890000075, 29600.73429999873 372803.8161999993, 29104.422400001436 373134.7093999982)"
wegbermen_kenmerk.31,Verhoogde/verlaagde berm,,Buitenberm,R,16.86700058,R,16.89900017,T,030,KLK0008307000,L,I,,"LINESTRING (168649.00890000165 457107.07389999926, 168670.79830000177 457083.6385000013)"
wegbermen_kenmerk.32,Berm met geleideconstructie,4 -> 4,Buitenberm,R,62.32500076,R,63.01200104,H,067,KLK0008312500,R,I,,"LINESTRING (200429.3509999998 377489.0705999993, 201063.6750999987 377755.4853999987)"
wegbermen_kenmerk.33,RIMOB,2.25 -> 1.75,Buitenberm,R,68.78800201,R,68.79599762,T,067,KLK0008313300,L,I,,"LINESTRING (206670.78810000047 378528.2104000002, 206674.73950000107 378527.54199999943, 206678.63589999825 378526.67159999907)"
wegbermen_kenmerk.34,Berm met geleideconstructie,8 -> 8,Buitenberm,R,56.93299866,R,56.93999863,H,002,KLK0008423800,R,I,,"LINESTRING (130970.65080000088 458721.0203999989, 130976.55279999971 458717.2564999983)"
wegbermen_kenmerk.35,Geleide barriers,.5 -> 2.5,Middenberm,R,31.72800064,R,31.83099937,H,009,KLK0008432700,R,I,,"LINESTRING (115606.58069999889 481269.14770000055, 115615.10280000046 481253.1405000016, 115643.97549999878 481200.5302999988, 115654.70569999889 481181.4926000014)"
wegbermen_kenmerk.36,RIMOB,1.25 -> 1.25,Buitenberm,R,42.82799911,R,42.83399963,H,009,KLK0008433800,R,I,,"LINESTRING (108676.99819999933 488634.5342000015, 108678.43439999968 488633.0625, 108681.02950000018 488630.0929999985)"
wegbermen_kenmerk.37,Berm met geleideconstructie,3.5 -> 6,Buitenberm,R,134.55999756,R,134.61000061,H,012,KLK0008436000,R,I,,"LINESTRING (196021.6286999993 443544.2166999988, 196031.10350000113 443533.691300001, 196055.4263000004 443506.0245000012)"
wegbermen_kenmerk.38,Ondergronds,4 -> 4,Buitenberm,R,120.53900146,R,120.54000092,T,028,KLK0008445700,L,I,,"LINESTRING (214845.18829999864 522369.2232000008, 214845.41360000148 522368.2489)"
wegbermen_kenmerk.39,RIMOB,4 -> 4.5,Tussenberm,R,68.71700287,R,68.72499847,T,067,KLK0008455400,L,I,,"LINESTRING (206580.6176000014 378551.5199000016, 206572.66340000182 378550.66519999877)"
wegbermen_kenmerk.40,Obstakelvrije berm,,Tussenberm,R,90.90100098,R,90.92199707,H,015,KLK0008477900,R,I,,"LINESTRING (120357.08529999852 427243.97670000046, 120360.98020000011 427246.0386000015, 120375.72720000148 427253.6446999982)"
wegbermen_kenmerk.41,Berm met geleideconstructie,2 -> 2,Middenberm,R,111.99500275,R,112.91000366,T,015,KLK0008478100,L,I,,"LINESTRING (140898.00360000134 428870.4732000008, 141102.74639999866 428856.14990000054, 141144.8110000007 428853.3691000007, 141164.7771999985 428852.20490000024, 141184.754900001 428851.2501000017, 141207.01410000026 428850.51509999856, 141227 428850.0810999982, 141267 428850.0854999982, 141305.9648000002 428851.1294, 141325.91059999913 428852.05409999937, 141345.87829999998 428853.19629999995, 141365.82699999958 428854.6414999999, 141389.81700000167 428856.8623000011, 141409.71229999885 428858.9109000005, 141441.69949999824 428862.52479999885, 141461.51300000027 428865.2514999993, 141484.8878000006 428868.77699999884, 141504.6286999993 428871.9967, 141532.5936000012 428877.17229999974, 141552.1336000003 428881.04459999874, 141571.7146999985 428885.13479999825, 141610.64710000157 428894.3183000013, 141634.94000000134 428900.58410000056, 141654.26909999922 428905.7210999988, 141712.1484999992 428921.53339999914, 141809.76539999992 428948.4351999983)"
wegbermen_kenmerk.42,Berm met geleideconstructie,.5 -> .5,Buitenberm,R,34.22000122,R,35.11299896,H,027,KLK0008481300,R,I,,"LINESTRING (124243.78840000182 426171.35660000145, 124261.6810999997 426250.2478, 124274.97089999914 426308.7395000011, 124295.3935999982 426397.1030000001, 124344.25070000067 426610.6154999994, 124440.18659999967 427028.40459999815, 124445.36259999871 427050.13430000097)"
wegbermen_kenmerk.43,Berm met geleideconstructie,4.75 -> 1.5,Middenberm,R,50.14500046,R,50.29999924,H,027,KLK0008481500,R,I,,"LINESTRING (130240.66079999879 440782.8363999985, 130225.15940000117 440778.9387000017, 130199.68569999933 440772.1334999986, 130161.15799999982 440761.2014000006, 130142.01850000024 440755.3962999992, 130125.30849999934 440750.08150000125, 130092.01619999856 440739.07349999994)"
wegbermen_kenmerk.44,Berm met geleideconstructie,2.75 -> 1.5,Buitenberm,R,48.2879982,R,48.38399887,H,006,KLK0008525800,R,I,,"LINESTRING (140425.90150000155 484420.7591000013, 140425.68030000106 484434.08249999955, 140425.86989999935 484454.08469999954, 140426.5656999983 484473.10819999874, 140428.0898000002 484500.2829999998, 140429.22399999946 484517.6640000008)"
wegbermen_kenmerk.45,Berm met geleideconstructie,5 -> 5,Buitenberm,R,65.66000366,R,66.50800323,T,015,KLK0008534700,L,I,,"LINESTRING (99991.4151000008 430913.5271999985, 100047.60619999841 430859.9866999984, 100076.3599999994 430832.17749999836, 100104.71379999816 430803.94739999995, 100118.77160000056 430789.76480000094, 100150.31019999832 430757.19029999897, 100177.65709999949 430727.99439999834, 100200.54830000177 430702.9609000012, 100230.88929999992 430669.12519999966, 100427.48719999939 430448.501699999, 100457.02809999883 430421.26309999824, 100474.29300000146 430403.0758999996, 100496.68169999868 430379.89169999957, 100510.68149999902 430365.6079999991, 100538.97839999944 430337.32820000127, 100563.59389999881 430313.19590000063, 100572.61140000075 430304.5117000006)"
wegbermen_kenmerk.46,Ondergronds,1 -> 1,Buitenberm,R,53.14500046,R,53.14599991,T,015,KLK0008536700,L,I,,"LINESTRING (88601.2162999995 431873.5471000001, 88602.15450000018 431873.20109999925)"
wegbermen_kenmerk.47,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,R,12.72000027,R,12.8579998,H,044,KLK0008545600,R,I,,"LINESTRING (93405.7071999982 468870.15300000086, 93399.34589999914 468866.3007999994, 93323.0689000003 468819.88969999924, 93287.8834999986 468798.3093999997)"
wegbermen_kenmerk.48,Berm met geleideconstructie,1.25 -> 1.25,Buitenberm,R,51.96900177,R,52.02600098,H,057,KLK0008547400,R,I,,"LINESTRING (42153.38360000029 413443.0434000008, 42141.5 413441.5401000008, 42133.37469999865 413440.3682000004, 42113.80220000073 413436.3154999986, 42101.882399998605 413432.9930000007, 42083.41899999976 413426.8757000007)"
wegbermen_kenmerk.49,Berm met geleideconstructie,6 -> 6,Middenberm,R,115.48500061,R,117.3769989,T,007,KLK0008564800,L,I,,"LINESTRING (167700.71180000156 562173.4686000012, 167967.7338999994 562068.7184000015, 168005.02199999988 562054.2406000011, 168042.41750000045 562040.0370000005, 168066.77340000123 562031.0894999988, 168099.90459999815 562019.3570999987, 168136.065200001 562007.2776000015, 168155.11989999935 562001.1867000014, 168182.26319999993 561992.7958000004, 168220.69079999998 561981.6752999984, 168245.82059999928 561974.7809000015, 168284.53409999982 561964.7166999988, 168312.42799999937 561957.7936000004, 168351.33359999955 561948.6138999984, 168448.87799999863 561926.5857000016, 168468.4397 561922.4184000008, 168858.85860000178 561835.3935000002, 169526.07990000024 561686.2773999982)"
wegbermen_kenmerk.50,Ondergronds,3.5 -> 3.5,Buitenberm,R,129.05499268,R,129.05599976,H,007,KLK0008565000,R,I,,"LINESTRING (177794.21189999953 555606.9343999997, 177795.0705000013 555606.4217999987)"
wegbermen_kenmerk.51,Berm met geleideconstructie,.5 -> .75,Buitenberm,R,46.52799988,R,46.66799927,T,032,KLK0008572300,L,I,,"LINESTRING (191702.18200000003 553178.1746999994, 191703.6563999988 553176.3476000018, 191713.36389999837 553164.9122000001, 191723.37150000036 553153.7336999997, 191748.9833999984 553125.9364, 191762.16519999877 553110.8947999999, 191774.97509999946 553095.5243000016, 191789.90450000018 553076.9353)"
wegbermen_kenmerk.52,Berm met geleideconstructie,2 -> 2,Middenberm,R,309.83999634,R,310.35101318,H,006,KLK0008581000,R,I,,"LINESTRING (183205.34530000016 551438.5734999999, 183208.11520000175 551441.4593000002, 183239.48539999872 551474.5678999983, 183264.97030000016 551502.0634999983, 183302.64330000058 551543.7573999986, 183339.92669999972 551586.1585999988, 183353.0014999993 551601.2925000004, 183378.47419999912 551631.2551999986, 183403.88190000132 551661.7148000002, 183433.28779999912 551697.7793999985, 183458.1757999994 551729.0943999998, 183489.31540000066 551769.1251999997, 183512.7575000003 551799.9488000013, 183533.24579999968 551827.4323000014)"
wegbermen_kenmerk.53,Ondergronds,2 -> 2,Buitenberm,R,68.76100159,R,68.76200104,H,033,KLK0008596800,R,I,,"LINESTRING (252536.69559999928 599024.9965999983, 252537.58040000126 599024.5306000002)"
wegbermen_kenmerk.54,Berm met obstakels,,Buitenberm,R,108.64399719,R,108.86299896,H,783,KLK0008603500,R,I,,"LINESTRING (182816.98809999973 427978.5170999989, 182758.92009999976 427993.6202000007, 182706.1050999984 428008.0482000001, 182667.64440000057 428019.0384000018, 182613.5214000009 428035.20369999856, 182596.55490000173 428040.4670000002)"
wegbermen_kenmerk.55,Berm met geleideconstructie,4 -> 4,Buitenberm,R,24.06699944,R,24.21500015,T,010,KLK0008250000,L,I,,"LINESTRING (117876.24300000072 486567.14990000054, 117877.75620000064 486422.15780000016)"
wegbermen_kenmerk.60,Geleide barriers,4 -> 4,Buitenberm,R,158.90899658,R,158.97000122,T,001,KLK0008051000,L,I,,"LINESTRING (250355.40729999915 478800.51779999956, 250328 478800.3383000009, 250296.92799999937 478799.6171000004, 250294.41849999875 478799.5106999986)"
wegbermen_kenmerk.61,Berm met geleideconstructie,4.25 -> 3.25,Tussenberm,R,178.24299622,R,178.30000305,H,001,KLK0008051400,R,I,,"LINESTRING (267780.25769999996 481853.8819999993, 267798.8194999993 481861.0053000003, 267833.2842000015 481874.78759999946)"
wegbermen_kenmerk.62,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,R,218.8999939,R,219.48500061,T,002,KLK0008054800,L,I,,"LINESTRING (190711.97819999978 350087.9846000001, 190713.3339000009 350147.9675000012, 190714.7927000001 350236.2485000007, 190718.38650000095 350479.10280000046, 190721.50389999896 350674.90579999983)"
wegbermen_kenmerk.63,Berm met geleideconstructie,3 -> 3,Buitenberm,R,245.13699341,R,245.35099792,H,002,KLK0008055500,R,I,,"LINESTRING (182823.52149999887 327274.2719999999, 182804.61569999903 327241.2925999984, 182794.499499999 327224.0362999998, 182711.11499999836 327083.9989)"
wegbermen_kenmerk.64,Ondergronds,4 -> 4,Buitenberm,R,36.31299973,R,36.31399918,H,002,KLK0008056500,R,I,,"LINESTRING (124597.33320000023 477717.8262999989, 124596.47789999843 477717.3082999997)"
wegbermen_kenmerk.65,Verhoogde/verlaagde berm,,Buitenberm,R,24.62800026,R,24.96199989,H,004,KLK0008064800,R,I,,"LINESTRING (101514.11980000138 467160.0258000009, 101482.29809999838 467105.76570000127, 101460.03110000119 467068.745099999, 101439.08069999889 467034.67280000076, 101428.46029999852 467017.7243999988, 101406.81899999827 466984.0841999985, 101390.31340000033 466959.1953999996, 101379.07959999889 466942.64400000125, 101356.2600999996 466909.78770000115, 101344.64059999958 466893.50930000097, 101334.00070000067 466878.9593000002)"
wegbermen_kenmerk.66,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,R,236.54200745,R,236.63299561,T,004,KLK0008066500,L,I,,"LINESTRING (80580.01900000125 388350.1972000003, 80582.28830000013 388362.92660000175, 80585.61529999971 388382.65309999883, 80588.72819999978 388402.42069999874, 80593.07679999992 388432.17339999974, 80594.9803000018 388447.0368000008)"
wegbermen_kenmerk.67,Berm met geleideconstructie,5.5 -> 5.5,Buitenberm,R,241.28199768,R,241.38000488,T,004,KLK0008066600,L,I,,"LINESTRING (79913.40260000154 383921.3772, 79941.87150000036 383940.59120000154, 79974.81650000066 383963.27699999884, 79994.14380000159 383976.9134000018)"
wegbermen_kenmerk.68,Geleide barriers,1.25 -> 1.25,Middenberm,R,8.91300011,R,8.95699978,T,005,KLK0008066900,L,I,,"LINESTRING (111244.08769999817 486157.86400000006, 111250.87310000136 486166.54659999907, 111271.49720000103 486192.28290000185)"
wegbermen_kenmerk.69,Ondergronds,4 -> 4,Buitenberm,R,62.50899887,R,62.50999832,T,006,KLK0008067700,L,I,,"LINESTRING (153118.48589999974 490804.182599999, 153117.64189999923 490803.6462999992)"
