FID,BUREAU,TITEL,RAPNR,TYPE_RAP,DATUM,STRAAT,VLAK_NUM,INTERN_NUM,GEOMETRIE
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55b0,"GeoConsult, Klostermann",Beoordelig toepassing waterdoorlatende verharding Aanpassing afkoppelingsysteem Voorstadslaan te Nijmegen,-,Bovengronds,20050701,Voorstadslaan,46,24.pdf,"POLYGON ((186870.745282353 428924.833852403, 186859.528025526 428938.412636983, 186536.589105299 428846.313054615, 186506.479626448 428841.589999109, 186418.512717647 428790.226770481, 186425.597300906 428777.238367839, 186493.491223806 428811.480520258, 186605.663792075 428848.08420043, 186870.745282353 428924.833852403))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55af,Fugro,Aanleg infiltratie riool en velden Remmersteinstraat/Hakfoortstraat te Nijmegen,6006-0053-000,Ondergronds,20060601,Hackfortstraat,47,36.pdf,"POLYGON ((185304.584499878 423871.636624784, 185352.742495146 423913.283989792, 185344.164998135 423923.825010215, 185360.183215445 423937.983047451, 185352.845838484 423946.043827775, 185303.65440984 423903.46637273, 185312.851966876 423893.028695644, 185312.541936864 423892.201948944, 185297.970526278 423879.180688421, 185304.584499878 423871.636624784))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55ae,Fugro,Aanleg infiltratie riool en velden Remmersteinstraat/Hakfoortstraat te Nijmegen,6006-0053-000,Ondergronds,20060601,Remmersteinstraat,48,36.pdf,"POLYGON ((185402.427667643 423889.143948301, 185353.042073998 423846.440549145, 185361.916863554 423836.312848123, 185361.603635687 423834.74670879, 185346.881925954 423822.426412701, 185353.772939021 423814.700125323, 185402.010030488 423856.672659457, 185392.717603777 423866.800360479, 185409.31868071 423880.686795901, 185402.427667643 423889.143948301))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55ad,Fugro,Aanleg infiltratie riool en velden Einsteinstraat te Nijmegen,6006-0053-001,Ondergronds,20060601,Einsteinstraat,49,34.pdf,"POLYGON ((186730.674717119 425004.000285706, 186717.427826232 424950.41957779, 186869.47049925 424911.074334707, 186901.352009034 424896.097439414, 186933.727805792 424957.883311088, 186883.310534505 424964.061898256, 186730.674717119 425004.000285706))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55ac,Fugro,Aanleg infiltratie riool en velden Einsteinstraat te Nijmegen,6006-0053-001,Ondergronds,20060601,Einsteinstraat,50,34.pdf,"POLYGON ((186947.206806552 424956.584953601, 186911.920525093 424890.513932761, 186977.555912828 424855.082440267, 186997.740246667 424852.468641641, 186999.918412189 424853.775540954, 187003.403477025 424853.339907849, 187016.036837053 424951.647778417, 186947.206806552 424956.584953601))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55ab,Fugro,Aanleg infiltratie riool en velden Einsteinstraat te Nijmegen,6006-0053-001,Ondergronds,20060601,Einsteinstraat,51,34.pdf,"POLYGON ((186768.530867753 424622.91495375, 186901.830059866 424616.888128574, 186904.311693761 424632.841489333, 186804.337299677 424648.794850091, 186786.611343279 424655.88523265, 186768.530867753 424622.91495375))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55aa,Fugro,Aanleg infiltratie riool en velden Einsteinstraat te Nijmegen,6006-0053-001,Ondergronds,20030505,Einsteinstraat,52,34.pdf,"POLYGON ((186979.115229761 424844.134889596, 186954.298890803 424693.464260213, 186945.435912604 424637.095718868, 186990.814360983 424634.259565844, 187001.80445395 424841.6532557, 186979.115229761 424844.134889596))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55a9,Fugro,Geohydrologisch onderzoek,6005-0702-000,Geohydrologisch onderzoek,20060202,Limosterrein,53,31.pdf,"POLYGON ((188850.447598117 427029.070998882, 188862.502366208 427103.028630138, 188909.552850373 427283.769373505, 188911.890026764 427298.961020046, 188889.68685105 427310.646902001, 188833.594617667 427335.187254106, 188528.593098647 427385.436546512, 188542.616156993 427511.644071623, 188526.255922256 427517.4870126, 188374.339456844 427445.034544481, 188423.420161055 427330.512901324, 188457.309218723 427293.118079069, 188601.045566767 427161.06761298, 188818.402971126 427030.185735087, 188838.067025484 427026.790367081, 188850.447598117 427029.070998882))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55a8,Fugro,Hertstraat e.o. Dierenbuurt te Nijmegen,6006-0620-000,Ondergronds,20061120,Hazenkampseweg,54,54.pdf,"POLYGON ((187357.086228424 426745.38342495, 187333.223590999 426738.224633723, 187229.818828823 426726.29331501, 187037.326886926 426674.590933922, 186703.249962974 426577.549541726, 186704.045384221 426565.618223014, 187231.409671318 426711.975732555, 187278.339524921 426718.339102535, 187358.677070919 426731.065842495, 187357.086228424 426745.38342495))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55a7,Fugro,Hertstraat e.o. Dierenbuurt te Nijmegen,6006-0620-000,Ondergronds,20061120,Hertstraat,55,54.pdf,"POLYGON ((186701.659120479 426695.271886357, 186850.402893762 426715.952838792, 187008.691722016 426757.314743663, 187007.100879521 426770.041483623, 186845.630366277 426727.088736257, 186700.863699231 426707.998626317, 186701.659120479 426695.271886357))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55a6,Fugro,Hertstraat e.o. Dierenbuurt te Nijmegen,6006-0620-000,Ondergronds,20061120,Hindestraat,56,54.pdf,"POLYGON ((186927.13226477 426748.769044231, 186937.18460471 426751.443065693, 186906.082381088 426926.739469382, 186975.284029621 426937.875366847, 186974.488608373 426951.397528054, 186893.355641128 426934.693681857, 186927.13226477 426748.769044231))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55a5,Fugro,Hertstraat e.o. Dierenbuurt te Nijmegen,6006-0620-000,Ondergronds,20061120,Hermelijnstraat,57,54.pdf,"POLYGON ((187349.927437196 426885.377564511, 187340.382382226 426884.582143264, 187343.564067216 426818.562179721, 187231.409671318 426810.607967246, 187159.026337795 426801.858333523, 187114.482747935 426789.131593563, 187099.369744232 426844.811080888, 187089.824689262 426843.220238393, 187108.119377954 426778.791117345, 187170.957656507 426794.699542296, 187208.34245514 426800.267491028, 187354.699964681 426809.812545998, 187349.927437196 426885.377564511))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55a4,Fugro,Hertstraat e.o. Dierenbuurt te Nijmegen,6006-0620-000,Ondergronds,20061120,Reestraat,58,54.pdf,"POLYGON ((187007.100879521 426819.357600968, 187089.824689262 426843.220238393, 187099.369744232 426844.811080888, 187155.049231557 426859.924084591, 187212.319561378 426861.514927086, 187232.205092565 426881.400458274, 187340.382382226 426884.582143264, 187349.927437196 426885.377564511, 187371.403810879 426886.968407006, 187429.469561947 426892.536355739, 187440.605459412 426890.150091996, 187442.991723155 426907.649359441, 187404.016082027 426900.490568214, 187252.886045001 426890.945513244, 187220.273773853 426893.331776986, 187199.592821418 426874.241667046, 187150.276704072 426870.264560809, 187004.714615779 426832.879762176, 187007.100879521 426819.357600968))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55a3,Fugro,Hertstraat e.o. Dierenbuurt te Nijmegen,6006-0620-000,Ondergronds,20061120,Fretstraat,59,54.pdf,"POLYGON ((187228.227986328 426989.577747934, 187220.273773853 426893.331776986, 187199.592821418 426874.241667046, 187208.34245514 426800.267491028, 187216.752835474 426722.783853987, 187229.818828823 426726.29331501, 187212.319561378 426861.514927086, 187232.205092565 426881.400458274, 187240.954726288 426988.782326687, 187228.227986328 426989.577747934))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55a2,Fugro,Limosterrein te Nijmegen,H05082000,Ondergronds,20030418,Limosterrein,60,10.pdf,"POLYGON ((188479.932282848 427433.599411247, 188513.601817169 427346.058622011, 188530.43658433 427310.705610973, 188638.179094159 427215.589176514, 188676.899058629 427251.78392591, 188708.043377877 427263.568262922, 188734.979005334 427262.726524564, 188908.377107091 427221.48134502, 188909.552850373 427283.769373505, 188911.890026764 427298.961020046, 188889.68685105 427310.646902001, 188833.594617667 427335.187254106, 188825.831833247 427336.466180275, 188528.593098647 427385.436546512, 188536.180600889 427453.724066683, 188521.177462392 427448.750701692, 188479.932282848 427433.599411247))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55a1,Fugro,Infiltratievoorziening en aanleg verharding Grote Markt e.o. te Nijmegen,R-2983,Ondergronds,20000530,Augustijnenstraat,61,3.pdf,"POLYGON ((187727.598833554 428762.397737221, 187746.506912374 428743.166197422, 187820.222465564 428852.804578721, 187803.24312531 428860.136566558, 187734.100144527 428765.584654365, 187727.598833554 428762.397737221))"
MIL_WAT_INFILTRATIE.fid-36cc8544_1861f90ef02_-55a0,Fugro,Infiltratievoorziening en aanleg verharding Grote Markt e.o. te Nijmegen,R-2983,Ondergronds,20000530,Grote Markt / Burchtstraat / Hoogstraat / Kannenmarkt,62,3.pdf,"POLYGON ((187837.587699914 428947.348632406, 187820.994253757 428932.298762635, 187822.537830144 428925.738562992, 187824.467300627 428923.809092509, 187815.205842307 428902.199023095, 187812.890477727 428903.356705385, 187811.34690134 428897.568293935, 187812.50458363 428896.796505742, 187807.487960374 428884.447894648, 187805.944383987 428884.833788745, 187802.293913856 428876.071674864, 187799.015367254 428862.629633795, 187803.24312531 428860.136566558, 187820.222465564 428852.804578721, 187899.716649478 428848.173849561, 187908.978107798 428844.314908595, 187922.484401182 428845.086696788, 187978.053151102 428826.949674244, 187994.646597259 428819.617686408, 188002.750373289 428812.285698571, 188025.518124993 428799.937087477, 188095.36495649 428770.223242034, 188128.551848804 428760.961783714, 188161.352847021 428757.102842747, 188168.298940761 428828.107356534, 188164.054105697 428835.053450274, 188153.24907099 428836.982920758, 188145.917083154 428779.098806257, 188110.41482626 428784.115429514, 188108.09946168 428781.800064934, 188063.721640563 428799.551193381, 188005.065737869 428835.439344371, 187971.878845555 428850.875108238, 187956.057187592 428850.489214141, 187927.115130342 428860.136566558, 187918.625460215 428866.696766201, 187885.052673805 428872.485177651, 187866.529757164 428889.464517905, 187866.143863068 428895.252929355, 187861.513133908 428909.916905029, 187852.637569684 428913.775845995, 187845.305581847 428909.531010932, 187832.571076657 428924.194986605, 187826.782665207 428933.456444925, 187841.446640881 428942.717903246, 187837.587699914 428947.348632406))"
