FID,omschr,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
rijbanen_kenmerk.1,Gescheiden,R,8.5880003,R,9.27600002,H,009,KLK0007226092,R,I,,"LINESTRING (126913.46680000052 480314.06810000166, 126905.26099999994 480309.60170000046, 126868.13259999827 480289.0892999992, 126803.0978000015 480253.15940000117, 126765.59430000186 480232.4398000017, 126717.28830000013 480205.7520999983, 126665.6537999995 480177.2254999988, 126617.36899999902 480150.54949999973, 126540.5075000003 480108.08570000157, 126494.02219999954 480082.4039000012, 126461.73039999977 480064.5636, 126400.45939999819 480030.7131000012, 126329.09569999948 479991.2866999991, 126311.2707999982 479981.3467999995)"
rijbanen_kenmerk.2,Gescheiden,R,9.27600002,R,9.41800022,H,009,KLK0007226093,R,I,,"LINESTRING (126311.2707999982 479981.3467999995, 126284.8236999996 479966.5989000015, 126225.61459999904 479930.5705999993, 126193.1400000006 479909.64169999957)"
rijbanen_kenmerk.3,Gescheiden,R,10.24600029,R,10.73499966,H,009,KLK0007226215,R,I,,"LINESTRING (125034.9395999983 479344.22040000185, 125037.83210000023 479345.25890000165, 125057.47709999979 479348.2305999994, 125071.26539999992 479347.30889999866, 125088.74590000138 479342.935899999, 125109.87759999931 479334.67770000175, 125128.35489999875 479327.83150000125, 125145.83359999955 479323.7168000005, 125163.93389999866 479322.6810999997, 125178.25079999864 479324.30110000074, 125193.9048999995 479328.60539999977, 125207.93969999999 479334.4998999983, 125223.9952000007 479342.66330000013, 125247.66440000013 479355.367899999, 125298.70980000123 479382.76689999923, 125357.80150000006 479414.48479999974, 125397.49489999935 479435.72019999847, 125438.92430000007 479457.33769999817, 125484.18329999968 479478.9213999994)"
rijbanen_kenmerk.4,Gescheiden,R,10.73499966,R,10.75800037,H,009,KLK0007226216,R,I,,"LINESTRING (125034.9395999983 479344.22040000185, 125024.12929999828 479340.3390999995, 125013.76520000026 479335.3233000003)"
rijbanen_kenmerk.5,Gescheiden,R,10.75800037,R,10.76200008,H,009,KLK0007226217,R,I,,"LINESTRING (125013.76520000026 479335.3233000003, 125010.16470000148 479333.5808000006)"
rijbanen_kenmerk.6,Gescheiden,R,10.76200008,R,10.875,H,009,KLK0007226218,R,I,,"LINESTRING (125010.16470000148 479333.5808000006, 125006.63569999859 479331.8729000017, 124981.24269999936 479317.5817000009, 124967.65819999948 479309.0753000006, 124945.18100000173 479296.2729999982, 124924.35300000012 479286.3979999982)"
rijbanen_kenmerk.7,Gescheiden,R,11.89999962,R,12.19999981,H,009,KLK0007397147,R,I,,"LINESTRING (124255.17100000009 478783.08469999954, 124266.6053000018 478770.4930999987, 124283.07559999824 478755.0810999982, 124305.565200001 478739.0736999996, 124329.17940000072 478725.9107000008, 124358.48200000077 478712.681499999, 124385.46959999949 478700.3783, 124399.42639999837 478693.76370000094, 124416.35970000178 478684.70169999823, 124435.01289999858 478672.26630000025, 124448.96970000118 478661.3522000015, 124466.69680000097 478646.07250000164, 124478.69570000097 478634.0075000003, 124493.08909999952 478617.65619999915, 124496.1165000014 478613.6827000007)"
rijbanen_kenmerk.8,Gescheiden,R,35.38999939,R,35.46699905,H,002,KLK0007221542,R,I,,"LINESTRING (124504.7949000001 478581.75290000066, 124509.6790000014 478575.0929999985, 124522.78599999845 478554.69000000134, 124544.6259999983 478514.7960000001, 124560.80000000075 478504.2529999986)"
rijbanen_kenmerk.9,Gescheiden,R,7,R,10.45199966,H,009,KLK0007397105,R,I,,"LINESTRING (125308.03709999844 479363.53660000116, 125327.2078000009 479373.9068999998, 125373.76150000095 479398.1083999984, 125434.81159999967 479428.22309999913, 125509.95809999853 479466.7311999984, 125568.66869999841 479498.8332999982, 125632.17920000106 479535.9871999994, 125687.1667000018 479570.05779999867, 125741.33669999987 479605.48490000144, 125779.65749999881 479632.0395000018, 125836.42509999871 479672.2928000018, 125881.55079999939 479704.07759999856, 125930.47260000184 479737.1917000003, 125986.06839999929 479772.69959999993, 126044.61919999868 479807.80590000004, 126092.14409999922 479834.5758000016, 126172.4796999991 479879.22670000046, 126231.43499999866 479911.7978999987, 126305.49980000034 479952.71649999917, 126383.02519999817 479995.5471000001, 126456.91640000045 480036.36989999935, 126531.5412000008 480077.59800000116, 126586.68310000002 480108.06230000034, 126647.60520000011 480141.7201000005, 126702.74720000103 480172.1843999997, 126742.33999999985 480194.0584000014, 126799.1689000018 480225.4547000006, 126874.54679999873 480267.0987999998, 126947.1352000013 480307.2017999999, 127028.14660000056 480351.9583999999, 127105.61960000172 480394.74920000136, 127147.01170000061 480417.2811000012, 127193.51280000061 480441.09589999914, 127267.0223999992 480478.6807000004, 127326.05829999968 480510.24390000105, 127384.67980000004 480542.4558000006, 127485.15949999914 480597.9670000002, 127541.76669999957 480628.96350000054, 127588.28119999915 480653.6928000003, 127639.58049999923 480679.45230000094, 127693.7928000018 480704.8145000003, 127758.99430000037 480735.03709999844, 127824.30040000007 480766.28489999846, 127898.48380000144 480804.44839999825, 127972.56340000033 480845.22509999946, 128033.8647999987 480881.189100001, 128072.56309999898 480904.67020000145, 128107.7696999982 480927.24980000034, 128160.50090000033 480962.51199999824, 128207.92000000179 480996.48739999905, 128252.42379999906 481030.23800000176, 128261.57569999993 481037.17859999835, 128303.40949999914 481070.9525000006)"
rijbanen_kenmerk.10,Gescheiden,R,10.45199966,R,11.77999973,H,009,KLK0007397107,R,I,,"LINESTRING (124206.91739999875 478897.0711000003, 124205.53330000117 478914.16220000014, 124205.66380000114 478934.45969999954, 124207.20080000162 478951.0315000005, 124211.64950000122 478974.5428000018, 124217.96719999984 478995.43780000135, 124225.93189999834 479014.6532999985, 124233.61969999969 479029.41420000046, 124243.76830000058 479045.4701000005, 124256.70569999889 479062.2553000003, 124270.63109999895 479077.0903999992, 124287.71009999886 479091.99240000173, 124303.88529999927 479103.48999999836, 124315.36950000003 479110.0311000012, 124325.43470000103 479115.6495000012, 124342.98680000007 479123.3200000003, 124362.50950000063 479129.7692999989, 124381.70600000024 479134.18030000106, 124404.15480000153 479137.03539999947, 124429.2399000004 479137.43620000035, 124448.00789999962 479135.80519999936, 124463.82400000095 479133.1218000017, 124486.52950000018 479127.2996999994, 124504.00279999897 479121.4699999988, 124522.74399999902 479114.2628000006, 124542.83049999923 479105.9230000004, 124565.71279999986 479096.317400001, 124591.4085999988 479086.5023000017, 124613.26190000027 479079.7694000006, 124625.6416000016 479076.753800001, 124639.2126000002 479074.0656000003, 124658.79549999908 479071.33740000054, 124679.40619999915 479069.883200001, 124703.33549999818 479069.9919000007, 124727.17859999835 479072.0238999985, 124743.44550000131 479074.53119999915, 124758.65459999815 479077.72520000115, 124776.94249999896 479082.68090000004, 124792.17350000143 479087.7864000015, 124809.52299999818 479094.7292000018, 124833.8748999983 479106.2217999995, 124852.2349999994 479115.7335000001, 124886.03510000184 479133.816300001, 124900.86050000042 479141.8165999986, 124921.20580000058 479152.87319999933, 124963.19860000163 479175.9048999995, 125037.33619999886 479216.77800000086, 125110.53849999979 479256.1094999984, 125179.87579999864 479293.5956999995, 125249.76889999956 479331.86089999974, 125268.72049999982 479342.2685999982, 125308.03709999844 479363.53660000116)"
