X,Y,OBJECTID,BOOMSOORT,BEHEERCODE,LEGENDA,EIGENAAR,PLANTJAAR,BOMENTYPEN,PLANJR_SNOEI_THEO,SNOEIPERIODE,TYPE_WAARDEVOLLE_BOOM,CLAS_WAARDEVOLLE_BOOM,KENM_WAARDEVOLLE_BOOM,LEEFTIJD_WAARDEVOLLE_BOOM,NEDERLANDSE_NAAM,JAAR_VAN_TOEKENNING,BUURTNAAM,WIJKNAAM,LAT,LON
5.87915679197847,51.9959271674114,1,Quercus rubra,02.12.B.1736,Gemeentelijke boom,Gem.Arnhem/Cluster Openbare Ruimte,1930,Laanboom volwassen,2026,Maand 1 t/m 12,,Buitengewone boom,,80 jaar en ouder,Amerikaanse eik,2022,Hoogkamp,Burgemeesterswijk/Hoogkamp,51.9959273,5.8791568
5.88118390417583,51.9958866141016,2,Acer platanoides,02.12.B.1755,Gemeentelijke boom,Gem.Arnhem/Cluster Openbare Ruimte,1960,,2026,Maand 5 t/m 10,,Buitengewone boom,,50 - 79 jaar,Noorse esdoorn,2022,Hoogkamp,Burgemeesterswijk/Hoogkamp,51.9958867,5.8811839
5.88125137789845,51.9955522883503,3,Acer platanoides,02.12.B.1756,Gemeentelijke boom,Gem.Arnhem/Cluster Openbare Ruimte,1960,,2026,Maand 5 t/m 10,,Buitengewone boom,,50 - 79 jaar,Noorse esdoorn,2022,Hoogkamp,Burgemeesterswijk/Hoogkamp,51.9955524,5.8812514
5.88148243586838,51.9951687744817,4,Acer platanoides,02.12.B.1764,Gemeentelijke boom,Gem.Arnhem/Cluster Openbare Ruimte,1960,,2028,Maand 5 t/m 10,,Buitengewone boom,,50 - 79 jaar,Noorse esdoorn,2022,Hoogkamp,Burgemeesterswijk/Hoogkamp,51.9951689,5.8814825
5.87400580092546,51.9950416927792,5,Fagus sylvatica,02.12.B.1771,Gemeentelijke boom,Gem.Arnhem/Cluster Openbare Ruimte,1985,Structurerende laanboom volwassen,2025,Maand 1 t/m 12,,Buitengewone boom,,30 - 49 jaar,Gewone beuk,2022,Hoogkamp,Burgemeesterswijk/Hoogkamp,51.9950418,5.8740058
5.90420613808583,51.9855300489592,6,Quercus robur,02.12.B.0238,Gemeentelijke boom,Gem.Arnhem/Cluster Openbare Ruimte,1995,,2025,Maand 1 t/m 12,,Niet bepaald,,0 - 29 jaar,Zomereik,,Burgemeesterswijk,Burgemeesterswijk/Hoogkamp,51.9855302,5.9042061
5.90432519953695,51.9856028526793,7,Quercus robur,02.12.B.0240,Gemeentelijke boom,Gem.Arnhem/Cluster Openbare Ruimte,1995,Laanboom jeugd,2025,Maand 1 t/m 12,,Niet bepaald,,0 - 29 jaar,Zomereik,,Burgemeesterswijk,Burgemeesterswijk/Hoogkamp,51.9856030,5.9043252
5.89700680830562,51.9887522766665,8,Prunus avium,02.12.B.0261,Gemeentelijke boom,Gem.Arnhem/Cluster Openbare Ruimte,1980,,2026,Maand 1 t/m 12,,Niet bepaald,,30 - 49 jaar,Zoete kers,,Burgemeesterswijk,Burgemeesterswijk/Hoogkamp,51.9887524,5.8970068
5.89711730229458,51.9903952989947,9,Acer pseudoplatanus 'Rotterdam',02.12.B.0267,Gemeentelijke boom,Gem.Arnhem/Cluster Openbare Ruimte,1975,,2026,Maand 5 t/m 10,,Buitengewone boom,,30 - 49 jaar,Gewone esdoorn cv.,2022,Burgemeesterswijk,Burgemeesterswijk/Hoogkamp,51.9903954,5.8971173
5.89717804176002,51.9912373249595,10,Acer platanoides,02.12.B.0268,Gemeentelijke boom,Gem.Arnhem/Cluster Openbare Ruimte,1950,,2026,Maand 5 t/m 10,,Buitengewone boom,,50 - 79 jaar,Noorse esdoorn,2022,Burgemeesterswijk,Burgemeesterswijk/Hoogkamp,51.9912374,5.8971781
