Organization,Organization ID,Static parking data,URL static parking data,Standard static parking data,Dynamic parking data,URL dynamic parking data
Den Helder,400,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Hilversum,402,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Hoorn,405,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Muiden,424,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Purmerend,439,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Schagen,441,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Texel,448,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Velsen,453,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Weesp,457,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Zandvoort,473,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Zijpe (NH),476,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Zaanstad,479,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Alphen aan den Rijn,484,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Delft,503,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Dordrecht,505,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Gorinchem,512,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Gouda,513,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Den Haag,518,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Katwijk,537,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Leerdam,545,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Leiden,546,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opd.it-t.nl/Data/parkingdata/v1/leiden/dynamic/
Lisse,553,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Noordwijk,575,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Papendrecht,590,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Rotterdam,599,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Rijswijk,603,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Schiedam,606,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Spijkenisse,612,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Vlaardingen,622,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Woerden,632,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Zoetermeer,637,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opd.it-t.nl/Data/parkingdata/v1/zoetermeer/dynamic
Zwijndrecht,642,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Goes,664,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Hulst,677,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Middelburg,687,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Sluis,713,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Terneuzen,715,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Veere,717,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opd.it-t.nl/Data/parkingdata/v1/veere/dynamic/
Vlissingen,718,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Bergen op Zoom,748,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Boxtel,757,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Breda,758,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Deurne,762,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Eindhoven,772,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Etten-Leur,777,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Helmond,794,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
's-Hertogenbosch,796,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opd.it-t.nl/Data/parkingdata/v1/denbosch/dynamic
Heusden,797,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Oisterwijk,824,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Oosterhout,826,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opd.it-t.nl/Data/parkingdata/v1/oosterhout/dynamic
Oss,828,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Tilburg,855,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opendata.technolution.nl/opendata/parkingdata/v1
Uden,856,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Valkenswaard,858,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Veghel,860,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Veldhoven,861,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Waalwijk,867,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Beek,888,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Heerlen,917,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Kerkrade,928,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Maastricht,935,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,https://npropendata.rdw.nl/parkingdata/v2/
Meerssen,938,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,https://npropendata.rdw.nl/parkingdata/v2/
Roermond,957,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Simpelveld,965,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Vaals,981,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Venlo,983,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Venray,984,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Voerendaal,986,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Weert,988,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Valkenburg aan de Geul,994,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Lelystad,995,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Teylingen,1525,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Maasgouw,1641,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Roosendaal,1674,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Schouwen-Duiveland,1676,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Cuijk,1684,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Steenwijkerland,1708,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Echt-Susteren,1711,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Gulpen-Wittem,1729,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Rijssen - Holten,1742,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Geldrop-Mierlo,1771,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Westland,1783,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Sittard-Geleen,1883,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opd.it-t.nl/Data/parkingdata/v1/sittard-geleen/dynamic/
Oldambt,1895,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Sudwest-Fryslan,1900,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Leidschendam-Voorburg,1916,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
P1,2062,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Nederlandse Spoorwegen,2199,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Q-Park,2448,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,https://npropendata.rdw.nl/parkingdata/v2/
Interparking,2449,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
UMCG,2450,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Martini-ziekenhuis,2451,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Holland Casino,2453,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
APCOA Parking,2459,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
ParkKing,2460,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
BKS Parking,2461,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Parking + Protection,2462,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
PCH,2463,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Aberdeen Asset Management,2468,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
ParkeerService,5001,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
