Organization,Organization ID,Static parking data,URL static parking data,Standard static parking data,Dynamic parking data,URL dynamic parking data
Groningen,14,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://spdp.vid.nl/v1/dynamic/hoogkerk
Haren,17,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://spdp.vid.nl/v1/dynamic/haren
Almere,34,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opd.it-t.nl/Data/parkingdata/v1/almere/
Dongeradeel,58,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Franekeradeel,70,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Harlingen,72,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Heerenveen,74,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Leeuwarden,80,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opendata.technolution.nl/opendata/parkingdata/v1
Smallingerland,90,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Assen,106,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Emmen,114,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Hoogeveen,118,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Meppel,119,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Almelo,141,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Borne,147,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Deventer,150,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opendata.technolution.nl/opendata/parkingdata/v1
Enschede,153,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opd.it-t.nl/Data/parkingdata/v1/twente/dynamic/
Haaksbergen,158,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Hardenberg,160,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Hellendoorn,163,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Hengelo,164,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Kampen,166,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Oldenzaal,173,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Raalte,177,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Zwolle,193,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opd.it-t.nl/Data/parkingdata/v1/zwolle/dynamic
Apeldoorn,200,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opendata.technolution.nl/opendata/parkingdata/v1
Arnhem,202,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opd.it-t.nl/Data/parkingdata/v1/arnhem/
Barneveld,203,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Culemborg,216,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Doesburg,221,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Doetinchem,222,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Ede,228,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Geldermalsen,236,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Harderwijk,243,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Lochem,262,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Nijkerk,267,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Nijmegen,268,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opendata.technolution.nl/opendata/parkingdata/v1
Rheden,275,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Tiel,281,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Wageningen,289,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Zaltbommel,297,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Zevenaar,299,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Zutphen,301,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Amersfoort,307,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opd.it-t.nl/Data/parkingdata/v1/amersfoort/dynamic/
Houten,321,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Utrecht,344,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Veenendaal,345,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
IJsselstein,353,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Zeist,355,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Nieuwegein,356,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Alkmaar,361,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Amstelveen,362,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Ridderkerk,597,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Amsterdam,363,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,true,http://opd.it-t.nl/Data/parkingdata/v1/amsterdam/
Bergen,373,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Beverwijk,375,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Bloemendaal,377,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Bussum,381,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Diemen,384,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Edam-Volendam,385,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Enkhuizen,388,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Haarlem,392,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Haarlemmermeer,394,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
Heemstede,397,true,https://npropendata.rdw.nl/parkingdata/v2,SPDP2.0,,
