FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2014_25.1,701565,7,1565,-48,-16.94,31.06,-0.66,>2024,- - - - 5 -,3,,,"POLYGON ((106409.93299999833 537050.006000001, 106425.71200000122 537045.182, 106367.23699999973 536853.9210000001, 106351.45800000057 536858.745000001, 106409.93299999833 537050.006000001))"
trend_2014_25.2,701585,7,1585,-55,-47.37,7.63,-0.9,2022,- - - - 5 -,3,,,"POLYGON ((106351.93299999833 536858.006000001, 106373.44900000095 536851.4270000011, 106314.97500000149 536660.1669999994, 106293.45800000057 536666.745000001, 106351.93299999833 536858.006000001))"
trend_2014_25.3,701606,7,1606,-69,-43.3,25.7,2.6,-,- - - - 5 -,1,,,"POLYGON ((106238.04399999976 536486.8940000013, 106176.22500000149 536506.9809999987, 106238.02899999917 536697.1920000017, 106299.84699999914 536677.1059999987, 106238.04399999976 536486.8940000013))"
trend_2014_25.4,701626,7,1626,-74,-51.6,22.4,1.49,-,- - - - 5 -,1,,,"POLYGON ((106174.45800000057 536269.745000001, 106138.8359999992 536280.6350000016, 106197.30999999866 536471.8969999999, 106232.93200000003 536461.006000001, 106174.45800000057 536269.745000001))"
trend_2014_25.5,701647,7,1647,-73,-55.56,17.44,2.43,-,- - - - 5 -,1,,,"POLYGON ((106114.45800000057 536070.745000001, 106056.36300000176 536088.506000001, 106114.83700000122 536279.7670000009, 106172.93299999833 536262.004999999, 106114.45800000057 536070.745000001))"
trend_2014_25.6,701668,7,1668,-82,-51.83,30.17,3.55,-,- - - - 5 -,1,,,"POLYGON ((106051.17799999937 535855.4990000017, 105965.86600000039 535879.9620000012, 106020.99399999902 536072.2140000015, 106106.30600000173 536047.7509999983, 106051.17799999937 535855.4990000017))"
trend_2014_25.7,701688,7,1688,-87,-51.89,35.11,2.64,-,- - - - 5 -,1,,,"POLYGON ((105988.18800000101 535640.2199999988, 105924.43699999899 535657.3020000011, 105976.20100000128 535850.4869999997, 106039.95199999958 535833.4050000012, 105988.18800000101 535640.2199999988))"
trend_2014_25.8,701708,7,1708,-103,-54.71,48.29,-0.27,>2024,- - - - 5 -,3,,,"POLYGON ((105993.93299999833 535670.006000001, 106000.38800000027 535668.0320000015, 105941.91299999878 535476.7710000016, 105935.45800000057 535478.743999999, 105993.93299999833 535670.006000001))"
trend_2014_25.9,701729,7,1729,-106,-56.15,49.85,-0.58,>2024,- - - - 5 -,3,,,"POLYGON ((105932.93299999833 535470.004999999, 105946.79899999872 535465.7659999989, 105888.32499999925 535274.504999999, 105874.45800000057 535278.745000001, 105932.93299999833 535470.004999999))"
trend_2014_25.10,701748,7,1748,-95,-52.23,42.77,0.7,-,- - - - 5 -,1,,,"POLYGON ((105822.45800000057 535104.743999999, 105805.72300000116 535109.8610000014, 105864.19700000063 535301.1220000014, 105880.93200000003 535296.006000001, 105822.45800000057 535104.743999999))"
