Ministerie;handelsnaam na kvk;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
BZK;Duitman Hengelo B.V.;;1;;;;1
BZK;DULO Asbestverwijdering B.V.;;1;;;;1
BZK;DUNEA;;;1;;;1
BZK;Duratherm Nederland B.V.;;1;;;1;1
BZK;Duresta Real Estate Solutions B.V.;;1;;;;1
BZK;DuurzaamGebouw B.V.;;1;;;;1
BZK;DVD - FireSafety - First;;1;;;;1
BZK;Dynamis Taxaties Nederland B.V.;;1;;;;1
BZK;E.F.P.C.;;1;;;;1
BZK;Easy Living Products B.V.;;1;;;;1
BZK;Echte Bakker Verhoog;;1;;;;1
BZK;Ecologisch Adviesbureau Forestfun;;1;;;;1
BZK;ECONSULTANCY BV;;1;;;;1
BZK;EDM tuin & landschap;;1;;;;1
BZK;Efaflex;;1;;;;1
BZK;Efcon Water B.V.;;1;;;;1
BZK;EIS Kenniscentrum insecten;;1;;;;1
BZK;Ekster&Ekster;;1;;;;1
BZK;El Niño Beach Club;;1;;;;1
BZK;Elco;;1;;;1;1
BZK;Eldon BV;;;;;1;1
BZK;Elektro Faas;;1;;;;1
BZK;Elseco B.V.;;1;;;;1
BZK;EM-Cultuur B.V.;;1;;;;1
BZK;EMILIN LAP VERTALINGEN;;1;;;;1
BZK;Endenburg B.V.;;1;;;;1
BZK;Endress + Hauser B.V.;;1;;;;1
BZK;Eneco Installatiebedrijven B.V.;;1;;;;1
BZK;ENECO SERVICES;;;1;;;1
BZK;eNeg;;1;;;;1
BZK;Enerdeco B.V.;;1;;;;1
BZK;Energie & Bouwadvies;;1;;;;1
BZK;Energieonderzoek Centrum Nederland Stichting;;1;;;;1
BZK;Energy Control Equipment Amsterdam B.V.;;1;;;;1
BZK;ENGIE Nederland Retail B.V.;;;1;;;1
BZK;ENGIE Services West vestiging Rijswijk;;1;;;;1
BZK;Envita Nijmegen B.V.;;1;;;;1
BZK;EPM Electro Paulus Maastricht BV;;1;;;;1
BZK;E-quipment B.V.;;1;;;;1
BZK;Ericsson Telecommunicatie B.V.;;1;;;;1
BZK;Erkon Engineering B.V.;;1;;;;1
BZK;Ernst Weil Dienstleistungen GmbH;;1;;;;1
BZK;Essent Retail Energie B.V.;;;2;;;1
BZK;Eurorouting Nederland B.V.;;1;;;;1
BZK;Eva Holding B.V.;;1;;;;1
BZK;EV-Box;;1;;;;1
BZK;Evides Drinkwater;;1;;;;1
BZK;Evides N.V.;;;1;;;1
BZK;Ewac Projects B.V.;;1;;;;1
BZK;FaberExposize B.V.;;1;;;;1
BZK;Facta;;1;;;;1
BZK;Facta Pomp- en Besturingstechniek B.V.;;1;;;;1
BZK;Ferretto Group Holland B.V.;;1;;;;1
BZK;Fides B.V.;;1;;;;1
BZK;Fides Expertise B.V.;;1;;;;1
BZK;Filcom B.V.;;1;;;;1
BZK;First Service B.V.;;1;;;;1
BZK;Flamco B.V.;;1;;;;1
BZK;Flowers&Wheels;;1;;;;1
BZK;Fobart B.V.;;1;;;;1
BZK;Fonq.nl B.V.;;1;;;;1
BZK;Fortuyn Horeca B.V.;;1;;;;1
BZK;Foz Consultancy B.V;;1;;;;1
BZK;France Azur;;1;;;;1
BZK;Franke Koffieservices;;1;;;;1
BZK;Fred Feddes;;1;;;;1
BZK;Fri-Jo Lichtreklame B.V.;;1;;;;1
BZK;FTC Frans Tollenaar Consultance;;1;;;;1
BZK;FUDURA;;;1;;;1
BZK;Fudura B.V.;;;;;1;1
BZK;Fugro GeoServices B.V.;;1;;;;1
BZK;Fundashon Cas Bonairiano;;;;;1;1
BZK;"Fundashon Iglesia A.E. ""Salu di Tera"" Rincon";;;;;1;1
BZK;GALABO GmbH;;1;;;;1
BZK;Garnet Bonaire B.V.;;1;;;;1
BZK;Garsthagen Projectinrichting B.V.;;1;;;;1
BZK;GEA Westfalia Separator Nederland B.V.;;1;;;;1
BZK;Geo.xyz B.V.;;1;;;;1
BZK;Georg Wolfbauer;;1;;;;1
BZK;Gerdon Vogelwering;;1;;;;1
BZK;Gerritse IJzerwaren;;;;;1;1
BZK;GEZE Benelux B.V.;;1;;;;1
BZK;GGB inBalans DBMO B.V.;;1;;;;1
BZK;Giant Telcom B.V.;;1;;;;1
BZK;Gielissen Exhibitions B.V.;;1;;;;1
BZK;Ginderen van B.V. Electrotechnisch-Installatiebureau;;1;;;;1
BZK;Glemz Support;;1;;;;1
BZK;GOM SPECIALISTISCHE REINIGING;;1;;;;1
BZK;Good Life Development Fund CVBA;;1;;;;1
BZK;Gordijnenreinigers.nl;;1;;;;1
BZK;Grand & Johnson B.V.;;;;;1;1
BZK;Graziosi Progetti B.V.;;1;;;;1
BZK;Groen Support;;1;;;;1
BZK;Grondslag Milieukundig Adviesbureau;;;;;1;1
BZK;Groningen Seaports N.V.;;;;;1;1
BZK;Grottendieck Maatwerk;;;;;1;1
BZK;Groundwater Technology B.V.;;;;;1;1
BZK;GSAudits;;1;;;;1
BZK;H & M Jansen Holding B.V.;;1;;;;1
BZK;Haarwerk Service;;1;;;;1
BZK;HÃƒÂ¶rmann Nederland B.V.;;1;;;;1
BZK;Hagenaar Reklame B.V.;;;;;1;1
BZK;Hamaland Advies;;1;;;;1
BZK;Handelmaatschappij 'Het Zuiden';;;;;1;1
BZK;Handyman Indoors & Outdoors Services & Supplies B.V.;;1;;;;1
BZK;Hanging Concepts B.V.;;1;;;;1
BZK;HARMONY RELOCATION;;;;1;;1
BZK;Havenbedrijf Amsterdam N.V.;;;;;1;1
BZK;HAVENSCHAP DELFZIJL-EEMSHAVEN;;;;;1;1
BZK;HB Landmeetkundige dienstverlening B.V.;;1;;;;1
BZK;hdb-tekst;;1;;;;1
BZK;Hedibouw;;1;;;;1
BZK;Heijmans Utiliteit B.V.;;1;;;;1
BZK;Hein Sloots Zonweringen;;1;;;;1
BZK;Helder Vastgoed Schilderwerken B.V.;;1;;;;1
BZK;Henri Culinair;;1;;;;1
BZK;Herlings Elektro Techniek B.V.;;1;;;;1
BZK;Het Bakkertje;;1;;;;1
BZK;het Drentse Landschap Stichting;;1;;;;1
BZK;Het Meerwaardenhuys;;1;;;;1
BZK;Hexta Hekwerk B.V.;;1;;;;1
BZK;Hilhorst Bouwbedrijf Amsterdam B.V.;;1;;;;1
BZK;Hines Europe Limited;;1;;;;1
BZK;HN Technics;;;;;1;1
BZK;Hodgkiss language & communication services;;1;;;;1
BZK;Hoefnagels Branddeuren B.V.;;1;;;;1
BZK;Hofland-Electronica B.V.;;1;;;;1
BZK;Hofmeester;;1;;;;1
BZK;Holding Beheermaatschappij Ropeni B.V.;;1;;;;1
BZK;Hollander Techniek B.V.;;1;;;;1
BZK;HOLLANDER,IR.JORD DEN ARCHITECT;;1;;;;1
BZK;Honeywell B.V.;;1;;;;1
BZK;HOTEL MERCURE NIJMEGEN CENTRE;;1;;;;1
BZK;HR Groep Leek;;1;;;;1
BZK;HR Groep Zuid;;1;;;;1
BZK;HS Techniek B.V.;;1;;;;1
BZK;Hubens Machinehandel B.V.;;1;;;;1
BZK;Huisartspraktijk Belcrum;;1;;;;1
BZK;Hulscher;;1;;;;1
BZK;Hydra Group B.V.;;1;;;;1
BZK;i29 interior architects B.V.;;1;;;;1
BZK;IBK Koudetechniek B.V.;1;;;;;1
BZK;IBP Interieurbouw;;1;;;;1
BZK;Icrow B.V.;;1;;;1;1
BZK;IDDS;;1;;;;1
BZK;IJsclub Stellendam;;;;;1;1
BZK;IKA Nederland;;1;;;;1
BZK;Imming Logistics;;1;;;;1
BZK;Imtech Industrial Services B.V.;;1;;;;1
BZK;Incendio B.V.;;1;;;;1
BZK;Incident Management Services (IMS) B.V.;;;;;1;1
BZK;Industech B.V.;;1;;;;1
BZK;Infoplaza BV;;1;;;;1
BZK;Ingenieursbureau ISO3 B.V.;;1;;;;1
BZK;Ingenieursbureau SmitWesterman;;1;;;;1
BZK;Initial B.V.;;1;;;;1
BZK;Innerself;;1;;;;1
BZK;Inpijn-Blokpoel Milieu B.V.;;1;;;;1
BZK;Installatiebedrijf Elderhorst Nico Vos B.V.;;1;;;;1
BZK;Installatiebedrijf Van den Hoever B.V.;1;;;;;1
BZK;Installect Advies;;1;;;;1
BZK;Integron Group B.V.;;1;;;;1
BZK;Intern B.V.;;1;;;;1
BZK;International Criminal Court Bar Association;;1;;;;1
BZK;Intersafe Services B.V.;;1;;;;1
BZK;Interswitch;;1;;;;1
BZK;IOSense Rotterdam B.V.;;1;;;;1
BZK;IPR Vastgoedmanagement B.V.;;1;;;;1
BZK;Iran United-States Claims Tribunal;;1;;;;1
BZK;Iris Coating and Industrial Services B.V.;;1;;;;1
BZK;ISS Cleaning Services;;;;;1;1
BZK;ISSOS B.V.;;;;;1;1
BZK;Jacobs Architekten B.V.;;1;;;;1
BZK;Jacot Audiovisueel Rental B.V.;;1;;;;1
BZK;Jan Montijn Beheer B.V.;;;;;1;1
BZK;Janine van Reekum Restauratie;;1;;;;1
BZK;Jansen Venneboer Beheer & Onderhoud B.V.;;1;;;;1
BZK;Jenatec Industriemontagen GmbH;;1;;;;1
BZK;Jeppe Lauge;;1;;;;1
BZK;JL-Verhuizingen;;;;1;;1
BZK;Jobse Groep;;1;;;;1
BZK;Jongeneel Het Houten Hart;;1;;;;1
BZK;Jonker Beheer B.V.;;1;;;;1
BZK;Jonkers Hoveniers B.V.;;;;;1;1
BZK;Jonkers Installatiebedrijf B.V.;;1;;;;1
BZK;Joulz Meetbedrijf B.V.;;1;1;;;1
BZK;JWP Waterservice;;1;;;;1
BZK;K.T.D. Klimaatbeheersing B.V.;;1;;;1;1
BZK;K+ Adviesgroep;;1;;;;1
BZK;Kamphuis Hoogwerkers B.V.;;1;;;;1
BZK;Kemkens Installatieburo B.V.;;1;;;;1
BZK;Kemper en Van Twist;;1;;;;1
BZK;KENTER;;;1;;;1
BZK;Kerkhof Technische Installaties Leersum B.V.;;1;;;;1
BZK;Keurmijnwoning.nl;;1;;;;1
BZK;Kieback & Peter;;1;;;;1
BZK;Kit- en afdichtingsbedrijf Marcel Winder;;1;;;;1
BZK;Kiwa N.V.;;1;;;;1
BZK;Klaver Infratechniek;;1;;;;1
BZK;Klik Security;;1;;;;1
BZK;Klip B.V.;;;;;1;1
BZK;Kloet Vlaardingen B.V.;;1;;;;1
BZK;Klostermann;;1;;;;1
BZK;Knol Bouwgroep B.V.;;1;;;;1
BZK;Koeman en Bijkerk BV;;;;;1;1
BZK;Koen Ketel Hoveniers;;1;;;;1
BZK;Koenders Partners;;1;;;;1
BZK;KONE Deursystemen B.V.;;1;;;;1
BZK;Koning & Hartman B.V.;;1;;;;1
BZK;Koninklijk Instituut van Ingenieurs;;1;;;;1
BZK;Kookcentrum Klazienaveen;;1;;;;1
BZK;Kors Hoogwerksystemen B.V.;;1;;;;1
BZK;Korte Poten 1-3 B.V.;;1;;;;1
BZK;Kreeft Betonrenovatie & Injectietechn. B.V.;;1;;;;1
BZK;Kruizinga B.V.;;1;;;;1
BZK;KRV Rijschool Katwijk;;1;;;;1
BZK;Kuijzer Installatietechniek B.V.;;1;;;;1
BZK;Kwatta B.V.;;1;;;;1
BZK;Kwint B.V.;;1;;;;1
BZK;Lakeman Onroerend Goed B.V.;;1;;;;1
BZK;Landbouwbedrijf J.J. Beukema;;;;;1;1
BZK;Landgoed Bieduinen B.V.;;;;;1;1
BZK;Landschapstriënnale Stichting;;1;;;;1
BZK;Lankelma Geotechniek Zuid B.V.;;;;;1;1
BZK;Lantsink & Koning B.V. Loodgietersbedrijf;;1;;;;1
BZK;Lareva;;;;;1;1
BZK;Lasaulec B.V.;;;;;1;1
BZK;Latexfalt vloersystemen BV;;;;;1;1
BZK;Leerkes BV;;;;;1;1
BZK;Lemmens houthandel;;1;;;;1
BZK;Leoco Netherlands B.V.;;;;;1;1
BZK;LEONIDAS;;1;;;;1
BZK;Lichtpunt Theatertechniek B.V.;;1;;;;1
BZK;Lifoka B.V.;;1;;;;1
BZK;Liftforce;;1;;;;1
BZK;Liftinstituut Solutions B.V.;;1;;;;1
BZK;Linkeroever;;1;;;;1
BZK;Lokapost;;1;;;;1
BZK;Loohuis-Meulenbeld Installatietechnieken;;1;;;;1
BZK;LTC & C Installatiemanagement B.V.;;;;;1;1
BZK;Lte installatie- en energieadvies B.V.;;1;;;;1
BZK;Lukowa Klimaattechniek B.V.;;1;;;;1
BZK;Lusso Gastronomia;;1;;;;1
BZK;Lyreco Nederland B.V.;1;;;;;1
BZK;M&M Pure Flowers;;1;;;;1
BZK;Maasdam Groep B.V.;;1;;;;1
BZK;Maatschap Ruiseveenpad 82;;;;;1;1
BZK;Made by Mistake Maquettebouw;;1;;;;1
BZK;Madurodam B.V.;;;;;1;1
BZK;Magazijn V;;;;;1;1
BZK;Makelaar Rijnbeek;;1;;;;1
BZK;Manovert B.V.;;1;;;;1
BZK;MARIA'S Biologische Catering en Eetwinkel;;1;;;;1
BZK;Maro Brandbeveiliging;;1;;;;1
BZK;Massier Technisch Bureau BV;;;;;1;1
BZK;Mastermate VBT Groep;;;;;1;1
BZK;MAZZOLA PARTNERS ARCHITECTEN;;1;;;;1
BZK;MDX Strategie & Branding;;1;;;;1
BZK;Media Service, audiovisule dienstve;;;;;1;1
BZK;Mee in Zee Stichting;;1;;;;1
BZK;MeerWeerd;;;;;1;1
BZK;Mekelenkamp Advies & Management;;1;;;;1
BZK;Metaalrestauratie Amsterdam;;1;;;;1
BZK;Mietzschke B.V.;;1;;;;1
BZK;Mijnheer B.V. Schildersbedrijf;;1;;;;1
BZK;Milieukundig en Geotechnisch Adviesbureau Arnicon B.V.;;1;;;;1
BZK;MILON B.V.;;1;;;;1
BZK;Moerland Netwerk Notarissen;;;1;;;1
BZK;Moesman's Antieke/Oude/Nwe. Stijl Meubelmak.;;1;;;;1
BZK;Mokveld Bouw en Onderhoud B.V.;;1;;;;1
BZK;Montagebedrijf Marijnissen;;1;;;;1
BZK;Monument en Project;;1;;;;1
BZK;Mo-Ship B.V.;;1;;;;1
BZK;MTC PoortCentraal B.V.;;1;;;;1
BZK;MTH Lifttechniek B.V.;;1;;;;1
BZK;MUG Noord-Holland B.V.;;;;;1;1
BZK;Mulder Installatietechniek B.V.;;1;;;;1
BZK;MUSEUMKWARTIER B.V.;;1;;;;1
BZK;N.V. Nuon Sales Nederland;;;1;;;1
BZK;N.V. Waterbedrijf Groningen;;;1;;;1
BZK;Naaykens' Luchttechnische Apparatenbouw B.V.;;1;;;;1
BZK;NAi Boekverkopers/Booksellers;;1;;;;1
BZK;Nan Groot Antink;;1;;;;1
BZK;Nationaal lucht- en ruimte-vaart;;;;;1;1
BZK;NBK Zuid B.V.;;;;;1;1
BZK;NDB technische systeme;;1;;;;1
BZK;Nebest B.V.;;1;;;;1
BZK;Nedvan Projectverhuizingen Facility;;;;1;;1
BZK;Neglinge B.V.;;;;;1;1
BZK;NEP Broadcast Services B.V.;;1;;;;1
BZK;Neptunus B.V.;;1;;;;1
BZK;Nespresso Nederland B.V.;;1;;;;1
BZK;NetAxis Solutions;;1;;;;1
BZK;New Element B.V.;;;1;;;1
BZK;NIBA Bleskensgraaf;;1;;;;1
BZK;Nibag B.V.;;;;;1;1
BZK;Nieman Raadgevende Ingenieurs B.V.;;1;;;;1
BZK;Nieman-Kettlitz B.V. Gevel- en Dakadvies;;1;;;;1
BZK;Nieuwenhuizen Daandels Bouw B.V.;;1;;;;1
BZK;Nijeboer-Hage Technisch adviseurs B.V.;;1;;;;1
BZK;Nivab B.V.;;1;;;;1
BZK;Nomacon Holding B.V.;;1;;;;1
BZK;Noordam Grondwatertechniek B.V.;;1;;;;1
BZK;Noordelijk Atelier Textielrestauratie;;1;;;;1
BZK;Noorderstaete rentmeesters B.V.;;;;;1;1
BZK;Norako N.V.;;;;;1;1
BZK;Notariaat Duiven Westervoort;;1;;;;1
BZK;Novo Projectstoffering B.V.;;1;;;;1
BZK;Novotel Maastricht;;1;;;;1
BZK;Numan & Kant B.V.;;1;;;;1
BZK;Nysingh Advocaten-Notarissen N.V.;;1;;;;1
BZK;Oasen N.V.;;;1;;;1
BZK;Olfasense B.V.;;1;;;;1
BZK;Oliver's B.V.;;1;;;;1
BZK;OnlyHuman Groep B.V.;;1;;;;1
BZK;Ons Huis Vastgoed;;1;;;;1
BZK;Ooms Construction B.V.;;1;;;;1
BZK;Oosten Project Management;;1;;;;1
BZK;Oostendorp Interieur en Meubelstoffering B.V.;;1;;;;1
BZK;Optisport Vlissingen-Middelburg B.V.;;;;;1;1
BZK;Orange5 Catering & Events B.V.;;1;;;;1
BZK;Orcavoice B.V.;;1;;;;1
BZK;Orionis Walcheren;;1;;;;1
BZK;Oscars Restaurant;;1;;;;1
BZK;OTH Architecten B.V.;;1;;;;1
BZK;Ovium B.V.;;1;;;;1
BZK;Pals Advies B.V.;;1;;;;1
BZK;PartyZaan;;1;;;;1
BZK;Passenger Terminal Amsterdam;;;;;1;1
BZK;Pastis Den Haag B.V.;;1;;;;1
BZK;PCkwadraat B.V.;;1;;;;1
BZK;Perfektkeur B.V.;;1;;;;1
BZK;Philia Stichting;;1;;;;1
BZK;Photo Republic;;1;;;;1
BZK;Pink Elephant Business Intelligence B.V.;;1;;;;1
BZK;PLAMECO Systems B.V.;;1;;;;1
BZK;Plant E B.V.;;1;;;;1
BZK;Plein 9 A B.V.;;1;;;;1
BZK;PMS72 B.V.;;1;;;;1
BZK;Polomnis B.V.;;1;;;;1
BZK;PREAM Architects;;1;;;;1
BZK;Pret Op Recept;;1;;;;1
BZK;PREVIDER;;1;;;;1
BZK;Primagaz Nederland B.V.;;1;;;;1
BZK;Prismageocensus;;;;;1;1
BZK;PromTeg B.V.;;1;;;;1
BZK;Propertunity NL N.V.;;;;;1;1
BZK;Pulcher Invest B.V.;;1;;;;1
BZK;Q&S Gartendecoration GmbH;;1;;;;1
BZK;QC Light Factory B.V.;;1;;;;1
BZK;QleanAir Scandinavia;;1;;;;1
BZK;Qlife International BV;;1;;;;1
BZK;Raaijmakers en Zn BV;;;;;1;1
BZK;Railtechniek Van Herwijnen B.V.;;1;;;;1
BZK;Ranox B.V.;;1;;;;1
BZK;Rappange Administratie B.V.;;1;;;;1
BZK;Rasp-Stuc Adviseur;;1;;;;1
BZK;Real-life Xcape;;1;;;;1
BZK;Record Automatische Deuren B.V.;;1;;;;1
BZK;REDEPT;;1;;;;1
BZK;Rederij de Nederlanden B.V.;;1;;;;1
BZK;Reisswolf Nederland BV;;;;;1;1
BZK;Reisswolf Scheemda B.V.;1;;;;;1
BZK;Remedy Services;;1;;;;1
BZK;REMONDIS Dusseldorp Rioolservice B.V.;;1;;;;1
BZK;Renewi Nederland B.V.;1;;;;;1
BZK;RENT A PLANT ALMELO;;1;;;;1
BZK;Rentokil pest control;;1;;;;1
BZK;Resort Brunssummerheide B.V.;;;;;1;1
BZK;Restaurant De Basiliek B.V.;;1;;;;1
BZK;Restauratieatelier Amsterdam;;1;;;;1
BZK;Restauratiebureau Koreman;;1;;;;1
BZK;RGN Huisstijlimplementatie;;1;;;;1
BZK;RHQ AFNORTH MWA;;1;;;;1
BZK;Rich Interiors B.V.;;1;;;;1
BZK;Rijnja Repro;;1;;;;1
BZK;Rimdo Ongediertebestrijding;;1;;;;1
BZK;Riool Techniek Kraggenburg;;1;;;;1
BZK;Robix B.V.;;1;;;;1
BZK;Robuusteiken;;1;;;;1
BZK;Roers GMBH;;1;;;;1
BZK;Roessen & Roessen Opslag B.V.;;1;;;;1
BZK;Roompot Business;;;;;1;1
BZK;RPS Analyse B.V.;;1;;;1;1
BZK;Rubo Bodegraven B.V.;;1;;;;1
BZK;Saan Horizontaal & Verticaal Transport B.V.;;1;;;;1
BZK;SAB;;;;;1;1
BZK;Safelincs Ltd;;1;;;;1
BZK;SaferSpaces B.V.;;1;;;;1
BZK;Sajoscha;;1;;;;1
BZK;Sallandse Milieu en Advies B.V.;;;;;1;1
BZK;Sap Metaal B.V.;;1;;;;1
BZK;Savills Consultancy B.V.;;1;;;;1
BZK;SCAN2400;;;;;1;1
BZK;Schilders-, Behangers- en;;1;;;;1
BZK;Schildersbedrijf;;1;;;;1
BZK;Schokland en water B.V.;;1;;;;1
BZK;Scholten Bloemen en Planten;;1;;;;1
BZK;Schoonmaakbedrijf Argo B.V.;;1;;;;1
BZK;Schoonmaakbedrijf Vlietstra B.V.;;1;;;;1
BZK;Schrijvers Elektrotechniek B.V.;;;;;1;1
BZK;SCHURGERS SLEUTELSERVICE;;1;;;;1
BZK;Schuuring Installatie Techniek B.V.;;1;;;;1
BZK;Securitas alert service bv;;1;;;;1
BZK;Security Monitoring Centre;;1;;;;1
BZK;SECURITY MONITORING CENTRE B.V.;1;;;;;1
BZK;Sedeko;;1;;;;1
BZK;Selecta Netherlands B.V.;;1;;;;1
BZK;Service Support B.V.;;1;;;;1
BZK;Servicebedrijf Bella B.V.;;1;;;;1
BZK;Signet;;1;;;;1
BZK;Silliker Netherlands B.V.;;1;;;;1
BZK;Sitex Electronics B.V.;;1;;;;1
BZK;SKG-IKOB Certificatie B.V.;;1;;;;1
BZK;SKH B.V.;;1;;;;1
BZK;Slonfilm;;1;;;;1
BZK;Smezo Handelsonderneming B.V.;;1;;;;1
BZK;Snelvertaler B.V.;;1;;;;1
BZK;Snoek en van Es Restauratie;;1;;;;1
BZK;Sodexo B.V.;;1;;;;1
BZK;Soloan B.V.;;1;;;;1
BZK;Space Encounters B.V.;;1;;;;1
BZK;SPIE Building Systems;;1;;;;1
BZK;SPS Benelux B.V.;;1;;;;1
BZK;St. Michaël College;;1;;;;1
BZK;Staatliches Baumanagement Lüneburge;;1;;;;1
BZK;Stadgenoot Stichting;;;;;1;1
BZK;Standard Fasel B.V.;;1;;;;1
BZK;Staples Nederland B.V.;;1;;;;1
BZK;Steinbuch Consultancy;;1;;;;1
BZK;Stevens Van Dijck;;1;;;;1
BZK;Stg Nationaal Indië-Monument 1945-';;;;;1;1
BZK;Stg. Admin.kantoor Van Eysinga & Oostra c.s.;;;;;1;1
BZK;Stg. Beveiliging Industrieterrein Moerdijk;;;;;1;1
BZK;Stg. ProDemos - Huis voor dem. en rechtsstaat;;1;;;;1
BZK;Stichting Administratiekantoor E.D. Beheer;;1;;;;1
BZK;Stichting Arta;;1;;;;1
BZK;Stichting Bewaarder Familiefonds Nieuwe Weme;;1;;;;1
BZK;Stichting bij BIND;;1;;;;1
BZK;Stichting Bouwreflectie;;1;;;;1
BZK;Stichting Bureau Documentatie Bouwwezen;;1;;;;1
BZK;Stichting Fonds Collectieve Kennis-CT;;1;;;1;1
BZK;Stichting Fresh;;1;;;;1
BZK;Stichting Gerrit Alje Toxopeus 1852;;;;;1;1
BZK;Stichting Groennetwerk;;1;;;;1
BZK;Stichting Het Nieuwe Instituut;;1;;;;1
BZK;Stichting Het Utrechts Landschap;;;;;1;1
BZK;Stichting 'Het Zuid-Hollands Landschap';;;;;1;1
BZK;Stichting Humanity House;;1;;;;1
BZK;Stichting Internat. Perscentrum 'Nieuwspoort';;1;;;;1
BZK;Stichting Kenniscentrum Glas;;1;;;;1
BZK;Stichting Koninklijk Paleis te Amsterdam;;1;;;;1
BZK;Stichting Nationaal Indië monument;;1;;;;1
BZK;Stichting Oude Raadhuis Aalsmeer;;1;;;;1
BZK;Stichting Salvage;;1;;;;1
BZK;Stichting Salvage Services;;1;;;;1
BZK;Stichting Support AOT Noord;;;1;;;1
BZK;Stichting Vastgoed Managers-Expert (Vgme);;1;;;;1
BZK;Stichting Waternet;;1;;;1;1
BZK;Stokvis Equipment (Nederland) B.V.;;1;;;;1
BZK;Stoof Verhuizingen;;1;;;;1
BZK;Studimo;;1;;;;1
BZK;Studio 4D;;1;;;;1
BZK;Sunshine Yoga;;1;;;;1
BZK;SXM Solutions N.V.;;1;;;;1
BZK;Systemair B.V.;;1;;;;1
BZK;T & A Survey B.V.;;;;;1;1
BZK;T & A Survey Drone Services;;1;;;;1
BZK;T. Service;;1;;;;1
BZK;TÃƒÅ“V Nederland QA B.V.;;1;;;;1
BZK;Takkenkamp Gevelonderhoud B.V.;;1;;;;1
BZK;Tango Lelystad Airport;;;;;1;1
BZK;Tapijn;;1;;;;1
BZK;Te Werve B.V.;;1;;;;1
BZK;Technisch Bureau W. Janssen B.V.;;1;1;;;1
BZK;Technisch Buro J. Zoet;;1;;;;1
BZK;Technisch Commercieel Adviesburo Vogels B.V.;;1;;;;1
BZK;Technisch Handelsbureau 'Rensa' B.V.;;1;;;;1
BZK;Technische Handelsonderneming Peek;;;;;1;1
BZK;Techno Security Systems TSS;;1;;;;1
BZK;Technoconsult B.V.;;1;;;;1
BZK;Techtrans Vertalingen;;;;;1;1
BZK;Teken- en Adviesburo Otte B.V.;;1;;;;1
BZK;Telesignal Europe B.V.;;1;;;;1
BZK;Template Stichting;;1;;;;1
BZK;Ten Wolde-van Loon;;1;;;;1
BZK;TES Installatietechniek Projecten B.V.;;1;;;;1
BZK;TESTVISION B.V.;;1;;;;1
BZK;The Coast;;1;;;;1
BZK;the Human Station;;1;;;;1
BZK;THT Elektrotechniek B.V.;;1;;;;1
BZK;THYSSENKRUPP ENCASA N.V.;;1;;;;1
BZK;Thyzo B.V.;;1;;;;1
BZK;Tim Snippert Landschapsontwerp en -advies;;1;;;;1
BZK;Toes Montage B.V.;;1;;;;1
BZK;Top Movers Nederland B.V.;;1;;1;;1
BZK;Total Identity B.V.;;1;;;;1
BZK;Transect B.V.;;1;;;;1
BZK;TransiÃƒÂ«nt B.V.;;1;;;;1
BZK;Trenton B.V.;;1;;;;1
BZK;Trigion Alarmcentrale B.V.;;1;;;;1
BZK;Trigion Beveiliging B.V.;;1;;;;1
BZK;Tritium Advies B.V.;;1;;;;1
BZK;Tuesday Multimedia;;1;;;;1
BZK;Uitgeverij Blauwdruk B.V.;;1;;;;1
BZK;ULC Technisch Beheer B.V.;;1;;;;1
BZK;Umami Restaurant Den Haag B.V.;;1;;;;1
BZK;Unica Installatietechniek B.V.;;1;;;;1
BZK;Uniglas B.V.;;1;;;;1
BZK;Unihorn B.V.;;;;;1;1
BZK;Unive Verzekeringen;;1;;;1;1
BZK;Urban Industrial B.V.;;;1;;1;1
BZK;Urhahn - Stedenbouw & Strategie;;1;;;;1
BZK;UvA Cafe de Krater;;1;;;;1
BZK;Valerie Kuypers Fotografie;;1;;;;1
BZK;valkerij Noord Holland;;1;;;;1
BZK;Van Aalst Oliehandel B.V.;;;1;;;1
BZK;Van Bon;;1;;;;1
BZK;Van den Bogaert Vastgoed Onderhoud B.V.;;1;;;;1
BZK;Van den Brand en Van Oort Beheer B.V.;;;;;1;1
BZK;Van den Heuvel Watertechnologie B.V.;;1;;;;1
BZK;Van der Ent Top Movers;;1;;;;1
BZK;Van der Goes en Groot B.V.;;1;;;;1
BZK;Van der Huizen Vastgoedbeheer;;;;;1;1
BZK;Van der Leij Bouwprojecten B.V.;;1;;;;1
BZK;Van der Meer & Lommers B.V.;;1;;;;1
BZK;Van der Meer Multiglas B.V.;;1;;;;1
BZK;Van der Plas;;1;;;;1
BZK;Van der Wal Holding B.V.;;1;;;;1
BZK;Van Dis Catering;;1;;;;1
BZK;Van Duin Installatie Management;;1;;;;1
BZK;Van Enckevort Groothandel B.V.;;1;;;;1
BZK;Van Essen Catering & Events B.V.;;1;;;;1
BZK;Van Galen Installatietechniek;;1;;;;1
BZK;Van Gansewinkel Nederland B.V.;;1;;;;1
BZK;Van Ginkel Veenendaal B.V.;;1;;;;1
BZK;van Idee tot Project;;;;;1;1
BZK;VAN KRALINGEN;;;;1;;1
BZK;van Leeuwen Keukens B.V.;;1;;;;1
BZK;Van Leeuwen Plastics B.V.;;1;;;;1
