VERSIE,SUBTYPE,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,OFFSET_VLAKPUNT,OFFSET_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,STRAAT,HUISNUMMER,HUISLETTER,POSTCODE,WOONPLAATS,GEBWBAGID,NAAM,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,NUMAANDUIDINGVISUALISATIE,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,STATUS,OBJECTID
01,onderstation,206,,206,206__,Zwolle - Wierden,Zl-Wdn,Zwolle - Wierden ,21.609914,"21,609914",11.47344,"11,473440",Noord-Oost,NO,ProRail,218829.271245,488282.5695,52.37869255,6.32463176,de Jongstraat,8,a,8106AM,Mariënheem,0177100000247782,Raalte,Raalte,G0177,bestaand,,,98.179,283,0,,5351
01,onderstation,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,44.274914,"44,274914",32.364424,"32,364424",Zuid,Z,ProRail,152922.2345,395148.857377,51.54530138,5.35724824,,,,,,0757100001445616,,Boxtel,G0757,bestaand,,,63.998,283,0,gerealiseerd,5352
01,onderstation,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,62.854234,"62,854234",14.899551,"14,899551",Zuid,Z,ProRail,37391.720311,391888.4315,51.5037136,3.69320667,,,,,,0687100006587410,Arnemuiden,Middelburg,G0687,bestaand,,,61.561,283,0,,5353
01,onderstation,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,23.217464,"23,217464",27.007936,"27,007936",Zuid,Z,ProRail,173297.427,365678.707439,51.28011139,5.64944672,,,,,,0988100000005353,Boshoven,Weert,G0988,bestaand,,,55.572,283,0,gerealiseerd,5354
01,onderstation,059,,59,059__,Weert - Roermond,Bdl-Rm,Budel - Roermond ,87.090617,"87,090617",-13.306877,"-13,306877",Zuid,Z,ProRail,198094.4045,357339.510853,51.20381188,6.00382371,,,,,,0957100000224224,,Roermond,G0957,bestaand,,,157.799,283,0,,5355
01,onderstation,206,,206,206__,Zwolle - Wierden,Zl-Wdn,Zwolle - Wierden ,12.274049,"12,274049",12.075599,"12,075599",Noord-Oost,NO,ProRail,211615.007189,493750.6915,52.42862482,6.21961404,Stationsweg,33,a,8141SK,Heino,0177100000247854,Heino,Raalte,G0177,bestaand,,,98.667,283,0,gerealiseerd,5356
01,onderstation,505,a,505,505_a,Amersfoort Aansl.,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,23.624948,"23,624948",30.608095,"30,608095",Randstad Noord,RN,ProRail,155714.427,464749.48858,52.17089608,5.39764687,Zielhorsterweg,2,,3813ZX,Amersfoort,0307100000522335,Amersfoort aansluiting,Amersfoort,G0307,bestaand,,,85.576,283,0,,5357
01,onderstation,109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,26.876907,"26,876907",25.982515,"25,982515",Randstad Noord,RN,ProRail,167717.16554,443872.58,51.98310815,5.57232031,Zuidelijke Meentsteeg,4,N,,Rhenen,0340100000333629,Achterberg,Rhenen,G0340,bestaand,,,78.042,283,0,,5358
01,onderstation,116,c,116,116_c,Dordrecht - Rotterdam Barendrecht,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,212.35104,"212,351040",21.454072,"21,454072",Randstad Zuid,RZ,ProRail,99045.390085,428414.8555,51.84150899,4.57524994,,,,,,0642100000024460,,Zwijndrecht,G0642,bestaand,,,118.917,283,0,,5359
01,onderstation,528,a,528,528_a,Hilversum,Hvs-Utm,Hilversum - Utrecht Maliebaan ,0.723542,"0,723542",19.376441,"19,376441",Randstad Noord,RN,ProRail,141296.156,470303.893295,52.22064878,5.18666075,Oude Amersfoortseweg,77,,,Hilversum,0402100001526416,,,G0402,bestaand,,,463.598,283,0,,5360
01,onderstation,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,Wd-Ledn,Woerden - Leiden Centraal ,22.339389,"22,339389",-8.420587,"-8,420587",Randstad Zuid,RZ,ProRail,100368.151716,459857.312,52.1242281,4.58943303,,,,,,1672100000007392,,Alphen aan den Rijn,G0484,bestaand,,,58.295,283,0,,5361
01,niet-bgt: onderstation,121,a,121,121_a,Breda - Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,2.777254,"2,777254",-37.744863,"-37,744863",Zuid,Z,ProRail,110227.715658,400777.83318,51.59411749,4.74106439,,,,,,,Breda Prinsenbeek,Prorail,L0004,bestaand,,,64.89,283,0,,5362
01,niet-bgt: onderstation,020,,20,020__,Amersfoort Aansl. - Barneveld Noord,Asd-Zp,Amsterdam Centraal - Zutphen ,53.771085,"53,771085",-10.112194,"-10,112194",Noord-Oost,NO,ProRail,162232.225145,463962.5725,52.16377633,5.49290542,,,,,,,Terschuur,Prorail,L0004,bestaand,,,47.774,283,0,,5363
01,niet-bgt: onderstation,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,37.212877,"37,212877",-25.770908,"-25,770908",Randstad Noord,RN,ProRail,160342.405,499606.204889,52.48414992,5.46585148,,,,,,,Lelystad Zuid,Prorail,L0004,bestaand,,,75.669,283,0,,5364
01,niet-bgt: onderstation,118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,81.301914,"81,301914",22.264158,"22,264158",Randstad Zuid,RZ,ProRail,115510.411744,426952.993,51.82977894,4.81432572,,,,,,,Hardinxveld,Prorail,L0004,bestaand,,,67.709,283,0,,5365
01,niet-bgt: onderstation,095,,95,095__,Hilversum - Blauwkapel,Hvs-Utm,Hilversum - Utrecht Maliebaan ,7.514183,"7,514183",-11.784993,"-11,784993",Randstad Noord,RN,ProRail,140084.4135,463704.894134,52.16130675,5.16921813,,,,,,,Maartensdijk,Prorail,L0004,bestaand,,,46.58,283,0,,5410
01,niet-bgt: onderstation,039,,39,039__,Zevenaar - Zevenaar Grens,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,107.577778,"107,577778",-19.21237,"-19,212370",Randstad Zuid,RZ,ProRail,203695.955,436758.7925,51.91718131,6.09501249,,,,,,,,Prorail,L0004,bestaand,,,24.394,283,0,,5411
01,niet-bgt: onderstation,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,11.438406,"11,438406",-120.469621,"-120,469621",Randstad Noord,RN,ProRail,114257.489378,482161.7565,52.32588507,4.7895587,,,,,,,Schipholweg,Prorail,L0004,bestaand,,,90.861,283,0,,5412
01,niet-bgt: onderstation,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,24.666728,"24,666728",-15.353682,"-15,353682",Randstad Noord,RN,ProRail,104106.181,474498.110274,52.25616532,4.6418173,,,,,,,Nieuw-Vennep,Prorail,L0004,bestaand,,,57.132,283,0,,5413
01,niet-bgt: onderstation,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,69.672223,"69,672223",87.356417,"87,356417",Noord-Oost,NO,Derden - Overig,237922.463,575858.259658,53.16300853,6.62705965,,,,,,,,Prorail,L0004,bestaand,,,145.936,283,1,,5414
01,niet-bgt: onderstation,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,143.708967,"143,708967",-14.129837,"-14,129837",Noord-Oost,NO,ProRail,187069.9595,557425.9723,53.00283458,5.86493495,,,,,,,Stobbega,Prorail,L0004,bestaand,,,193.333,283,0,,5415
01,niet-bgt: onderstation,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,17.80051,"17,800510",-8.943435,"-8,943435",Randstad Noord,RN,ProRail,128599.3215,504879.6535,52.53093296,4.99814139,,,,,,,Kwadijk,Prorail,L0004,bestaand,,,21.024,283,0,,5416
01,niet-bgt: onderstation,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,5.781682,"5,781682",-14.61387,"-14,613870",Randstad Noord,RN,ProRail,119846.5605,497343.637,52.46271376,4.86995076,,,,,,,Oostzaan,Prorail,L0004,bestaand,,,50.344,283,0,,5417
01,onderstation,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,54.085968,"54,085968",-13.850078,"-13,850078",Noord-Oost,NO,ProRail,236987.8105,560502.7655,53.02519508,6.60919627,,,,,,0106100000046780,,Assen,G0106,bestaand,,,137.056,283,0,,5465
01,onderstation,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,17.751452,"17,751452",21.456859,"21,456859",Randstad Noord,RN,ProRail,174995.75882,506245.7595,52.54348131,5.68196336,Elandweg,37,,,Swifterbant,0303100000645481,,Dronten,G0303,bestaand,,,146.599,283,0,gerealiseerd,5466
01,onderstation,046,,46,046__,Meteren Aansl. - s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,33.495618,"33,495618",27.818265,"27,818265",Zuid,Z,ProRail,146389.2735,425256.733574,51.81586347,5.26232563,Waalbandijk,1,,,Zaltbommel,0297100000002522,,Zaltbommel,G0297,bestaand,,,74.242,283,0,gerealiseerd,5467
01,onderstation,112,,112,112__,Den Haag HS - Schiedam Centrum,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,62.616335,"62,616335",-15.283411,"-15,283411",Randstad Zuid,RZ,ProRail,81103.0885,452839.585824,52.05892313,4.30967417,Waldorpstraat,511,,,'s-Gravenhage,0518100000209570,Laakkanaal,'s-Gravenhage,G0518,bestaand,,,63.241,283,0,gerealiseerd,5511
01,onderstation,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,50.869096,"50,869096",-11.32107,"-11,321070",Randstad Noord,RN,ProRail,150622.59256,453052.846,52.06575013,5.32336583,,,,,,1581100000326217,Driebergen Austerlitz,Utrechtse Heuvelrug,G1581,bestaand,,,128.562,283,0,gerealiseerd,5512
01,onderstation,626,c,626,626_c,Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,32.230938,"32,230938",76.976067,"76,976067",Randstad Noord,RN,ProRail,132243.381212,517690.085,52.64622428,5.05096547,,,,,,0000000000000000,Hoorn,,G0405,bestaand,,,99.662,283,0,gerealiseerd,5513
01,onderstation,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",12.874936,"12,874936",66.204676,"66,204676",Randstad Zuid,RZ,ProRail,84161.0515,432588.982,51.8773302,4.35843742,Petroleumweg,126,,3196KD,Vondelingenplaat Rotterdam,0599100000085151,,Rotterdam,G0599,bestaand,,,56.868,283,0,gerealiseerd,5514
01,onderstation,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,13.376665,"13,376665",-27.520929,"-27,520929",Randstad Noord,RN,ProRail,131782.9427,480307.286,52.31023718,5.04675853,Stationsweg,30,a,1382AB,Weesp,0457100000057609,Weesp,Amsterdam,G0363,bestaand,,,96.513,283,0,gerealiseerd,5515
01,onderstation,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,16.423078,"16,423078",-26.295681,"-26,295681",Randstad Noord,RN,ProRail,134379.468969,478806.6455,52.29685348,5.08492412,Keverdijk,1,b,1381HL,Weesp,0457100000059960,Keverdijk,Amsterdam,G0363,bestaand,,,62.749,283,0,gerealiseerd,5516
01,onderstation,085,,85,085__,Haarlem - Warmond,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,31.647978,"31,647978",51.683576,"51,683576",Randstad Noord,RN,ProRail,96931.198242,476838.9525,52.27649283,4.53634127,Stationsweg,61,,,Lisse,0553100000005918,Lisse,Lisse,G0553,bestaand,,,528.454,283,0,gerealiseerd,5517
01,onderstation,585,,585,585__,Diemen Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,9.619242,"9,619242",-31.653959,"-31,653959",Randstad Noord,RN,ProRail,128750.136444,482524.941,52.33003201,5.00211488,,,,,,0384100000000573,Gaasperdam,Diemen,G0384,bestaand,,,60.942,283,0,gerealiseerd,5518
01,onderstation,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,42.878869,"42,878869",-29.288294,"-29,288294",Randstad Noord,RN,ProRail,161065.851,505095.688382,52.53347796,5.47660148,Zuigerplasdreef,190,,8223EX,Lelystad,0995100000817680,Lelystad Noord,Lelystad,G0995,bestaand,,,361.736,283,0,gerealiseerd,5519
01,onderstation,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,7.541794,"7,541794",17.264916,"17,264916",Randstad Noord,RN,ProRail,164868.758492,506660.8825,52.54748916,5.5326938,,,,,,0995100000817941,,Lelystad,G0995,bestaand,,,142.412,283,0,gerealiseerd,5520
01,onderstation,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,12.719295,"12,719295",21.293221,"21,293221",Randstad Noord,RN,ProRail,141324.011798,486471.5315,52.36595866,5.18641356,,,,,,0034100000070629,Almere West,Almere,G0034,bestaand,,,72.608,283,0,gerealiseerd,5521
01,onderstation,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,12.341071,"12,341071",-20.351516,"-20,351516",Noord-Oost,NO,ProRail,214403.792183,501441.022,52.49743906,6.26197931,Millingersteeg,1,C,7722JK,Dalfsen,0148100000002662,Dalfsen,Dalfsen,G0148,bestaand,,,77.106,283,0,gerealiseerd,5522
01,onderstation,118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,87.776211,"87,776211",13.25281,"13,252810",Randstad Zuid,RZ,ProRail,110526.644,425666.383235,51.81783994,4.7421957,Baanhoekweg,50,T,,Dordrecht,0505100000001548,Sliedrecht,Dordrecht,G0505,bestaand,,,63.41,283,0,gerealiseerd,5523
01,onderstation,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,20.068542,"20,068542",-18.573009,"-18,573009",Randstad Zuid,RZ,ProRail,86531.6125,452466.388,52.05626662,4.38889315,Monarchielaan,4,T,,'s-Gravenhage,0518100000344377,Voorburg,'s-Gravenhage,G0518,bestaand,,,64.424,283,0,gerealiseerd,5524
01,onderstation,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,49.87719,"49,877190",23.032357,"23,032357",Noord-Oost,NO,ProRail,171601.687556,483553.0775,52.33964767,5.63080562,Hoofdweg,20,,3842GZ,Harderwijk,0243100001324009,Harderwijk,Harderwijk,G0243,bestaand,,,46.907,283,0,gerealiseerd,5525
01,onderstation,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,43.584713,"43,584713",-19.93593,"-19,935930",Noord-Oost,NO,ProRail,170030.7155,478322.385601,52.29268151,5.60752097,,,,,,0233100000007411,Ermelo,Ermelo,G0233,bestaand,,,99.095,283,0,gerealiseerd,5569
01,onderstation,608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,89.078928,"89,078928",12.573003,"12,573003",Noord-Oost,NO,ProRail,195767.891502,469154.2905,52.20897888,5.98365175,De Voorwaarts,516,Z,,Apeldoorn,0200100000961621,Apeldoorn,Apeldoorn,G0200,bestaand,,,226.453,283,0,gerealiseerd,5570
01,onderstation,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,13.481201,"13,481201",22.159372,"22,159372",Randstad Noord,RN,ProRail,125702.445,502105.75093,52.5058561,4.9556952,,,,,,0439100000009094,Purmerend,Purmerend,G0439,bestaand,,,94.481,283,0,gerealiseerd,5571
01,onderstation,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,45.107844,"45,107844",-15.476225,"-15,476225",Randstad Noord,RN,ProRail,143480.556071,523106.1005,52.69525101,5.21681062,Molenbuurt,2,a,1613KS,Grootebroek,0532100000001775,Bovenkarspel,Stede Broec,G0532,bestaand,,,94.197,283,0,gerealiseerd,5572
01,onderstation,034,,34,034__,Velperbroek Aansl. - Dieren,Ah-Zl,Arnhem - Zwolle ,9.627534,"9,627534",-20.330816,"-20,330816",Noord-Oost,NO,ProRail,200649.481979,447733.918,52.01608087,6.05219461,Hoofdstraat,10,,6994AE,De Steeg,0275100000017945,De Steeg,Rheden,G0275,bestaand,,,48.924,283,0,gerealiseerd,5573
01,onderstation,021,,21,021__,Barneveld Noord - Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,67.203358,"67,203358",-14.10599,"-14,105990",Noord-Oost,NO,ProRail,175038.635519,466417.4665,52.185524,5.68021965,,,,,,0203100000443775,,Barneveld,G0203,bestaand,,,47.812,283,0,gerealiseerd,5574
01,onderstation,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,69.439866,"69,439866",-33.705354,"-33,705354",Noord-Oost,NO,ProRail,189157.063245,491130.113,52.40693344,5.88916431,,,,,,0230100000018138,,Elburg,G0230,bestaand,,,136.807,283,0,gerealiseerd,5575
01,onderstation,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,155.437967,"155,437967",-12.040798,"-12,040798",Noord-Oost,NO,ProRail,183633.0985,568750.095509,53.10478455,5.81473984,Ienswei,5,,,Reduzum,0055100000259144,Grouw,Leeuwarden,G0080,bestaand,,,48.466,283,0,gerealiseerd,5576
01,onderstation,155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,60.42006,"60,420060",27.788057,"27,788057",Randstad Zuid,RZ,ProRail,158796.053756,434873.916,51.90235904,5.44236053,Grotebrugse Grintweg,229,,4003BZ,Tiel,0281100000020341,,Tiel,G0281,bestaand,,,161.802,283,0,gerealiseerd,5577
01,onderstation,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,36.627042,"36,627042",22.184188,"22,184188",Randstad Noord,RN,ProRail,135858.299,519691.641,52.66435105,5.10426127,,,,,,0498100000004362,Blokker,Drechterland,G0498,bestaand,,,20.18,283,0,gerealiseerd,5578
01,onderstation,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,82.338725,"82,338725",-19.794095,"-19,794095",Noord-Oost,NO,ProRail,198970.992,499230.490149,52.479032,6.03444265,Groeneweg,18,A,8051KJ,Hattem,0244100000000121,Hattemerbroek,Hattem,G0244,bestaand,,,56.436,283,0,gerealiseerd,5579
01,onderstation,033,,33,033__,Dieren - Zutphen,Ah-Zl,Arnhem - Zwolle ,19.778892,"19,778892",14.543844,"14,543844",Noord-Oost,NO,ProRail,206936.5385,455589.219525,52.08612676,6.14496761,Oude Eerbeekseweg,21,A,6971BL,Brummen,0213100000084739,Brummen,Brummen,G0213,bestaand,,,48.513,283,0,gerealiseerd,5580
01,onderstation,516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,1.149225,"1,149225",25.380373,"25,380373",Zuid,Z,ProRail,208640.652,376073.306,51.37129433,6.15754463,,,,,,0983100000066246,Blerick,Venlo,G0983,bestaand,,,134.857,283,0,gerealiseerd,5581
01,onderstation,612,b,612,612_b,Barneveld Noord,Asd-Zp,Amsterdam Centraal - Zutphen ,61.017285,"61,017285",-21.551639,"-21,551639",Noord-Oost,NO,ProRail,169473.064786,463771.3255,52.161915,5.59872452,,,,,,0203100000324073,Barneveld Noord,Barneveld,G0203,bestaand,,,196.791,283,0,gerealiseerd,5582
01,onderstation,610,,610,610__,Dieren,Ah-Zl,Arnhem - Zwolle ,14.98586,"14,985860",15.319314,"15,319314",Noord-Oost,NO,ProRail,204472.5815,451499.817355,52.0495991,6.10842793,Enkweg,2,,6951BV,Dieren,0275100000029949,Dieren,Rheden,G0275,bestaand,,,171.702,283,0,gerealiseerd,5583
01,onderstation,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,12.203475,"12,203475",17.225599,"17,225599",Randstad Noord,RN,ProRail,128045.282,474915.66747,52.26160937,4.99238256,Indijkweg,6,A,,Baambrugge,0305100000001010,Abcoude,De Ronde Venen,G0736,bestaand,,,99.443,283,0,gerealiseerd,5629
01,onderstation,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,16.249922,"16,249922",23.504304,"23,504304",Zuid,Z,ProRail,195731.02152,383214.1525,51.43655679,5.9729815,Pastoor Jeukenstraat,29,,5966NL,America,1507100000010862,America,Horst aan de Maas,G1507,bestaand,,,157.161,283,0,gerealiseerd,5630
01,onderstation,544,b,544,544_b,Breda,Rsd-Bd,Roosendaal - Breda ,22.289971,"22,289971",-29.419847,"-29,419847",Zuid,Z,ProRail,111216.9625,400550.198,51.59214947,4.75536849,,,,,,0758100000104411,Breda,Breda,G0758,bestaand,,,156.801,283,0,gerealiseerd,5631
01,onderstation,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,22.712745,"22,712745",22.293232,"22,293232",Noord-Oost,NO,ProRail,224540.18072,502881.9705,52.50919267,6.41152586,Stationsweg,34,b,,Ommen,0175100000005652,Ommen,Ommen,G0175,bestaand,,,85.131,283,0,gerealiseerd,5632
01,onderstation,,,,,,,,,,,,Randstad Zuid,RZ,ProRail,70378.396172,442469.254365,51.96419661,4.15588741,Slachthuisweg,15,,3151XN,Hoek van Holland,0599100000674297,,Rotterdam,G0599,bestaand,,,282.471,283,0,gerealiseerd,5633
01,onderstation,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,34.10033,"34,100330",-76.287832,"-76,287832",Randstad Zuid,RZ,ProRail,101297.838086,426719.616,51.82649421,4.60819555,,,,,,0642100000022007,Kijfhoek Zuid,Zwijndrecht,G0642,bestaand,,,119.741,283,0,gerealiseerd,5634
01,onderstation,062,,62,062__,Sittard - Roermond,Mt-Vl,Maastricht - Venlo ,33.2,"33,200000",30.528111,"30,528111",Zuid,Z,ProRail,189452.7235,345956.150456,51.10208271,5.87908055,Stationsweg,1,A,6101HK,Echt,1711100000005435,Echt,Echt-Susteren,G1711,bestaand,,,157.695,283,0,gerealiseerd,5635
01,onderstation,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,6.607503,"6,607503",23.185319,"23,185319",Randstad Zuid,RZ,ProRail,99433.872416,448996.3755,52.02652437,4.57755976,Noordeinde,53,a,2761BP,Zevenhuizen,1892100000650335,Zevenhuizen-Moerkapellle,Zuidplas,G1892,bestaand,,,59.398,283,0,gerealiseerd,5636
01,onderstation,024,,24,024__,Deventer - Wierden,Dv-Aml,Deventer - Almelo ,17.009602,"17,009602",-24.458079,"-24,458079",Noord-Oost,NO,ProRail,223931.9355,477330.804261,52.27965728,6.39731907,,,,,,1742100000015161,Holterbroek,Rijssen-Holten,G1742,bestaand,,,67.841,283,0,,5637
01,onderstation,664,a,664,664_a,Rotterdam Lombardijen,IJsma-Brdv,IJsselmonde Aansl. - Barendrecht Vork ,99.105593,"99,105593",-11.384072,"-11,384072",Randstad Zuid,RZ,ProRail,96215.542,432316.826463,51.87628685,4.53352581,,,,,,0599100010011612,,Rotterdam,G0599,bestaand,,,63.935,283,0,gerealiseerd,5638
01,onderstation,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,44.863034,"44,863034",-54.610528,"-54,610528",Randstad Zuid,RZ,ProRail,94798.46,435070.828903,51.90088693,4.51246781,2e Rosestraat,10,,3074JK,Rotterdam,0599100000315818,Rotterdam Zuid,Rotterdam,G0599,bestaand,,,203.165,283,0,gerealiseerd,5639
01,onderstation,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,30.563516,"30,563516",22.073284,"22,073284",Randstad Zuid,RZ,ProRail,109789.488617,447729.4245,52.01607829,4.72860619,Gloriantplantsoen,63,b,2805XD,Gouda,0513100011140768,Gouda Oost,Gouda,G0513,bestaand,,,61.159,283,0,gerealiseerd,5640
01,onderstation,537,a,537,537_a,Moordrecht Aansl.,Gd-Apn,Gouda - Alphen a/d Rijn ,3.040008,"3,040008",14.300016,"14,300016",Randstad Zuid,RZ,ProRail,105481.480317,447342.0775,52.01222921,4.66591055,Noord Ringdijk,15,a,2841LJ,Moordrecht,1892100000647218,Moordrecht,Zuidplas,G1892,bestaand,,,200.859,283,0,gerealiseerd,5641
01,onderstation,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,55.489976,"55,489976",25.229511,"25,229511",Zuid,Z,ProRail,158944.7835,385726.854997,51.46060033,5.44396313,,,,,,0772100000313296,Woensel,Eindhoven,G0772,bestaand,,,346.249,283,0,gerealiseerd,5642
01,onderstation,120,a,120,120_a,Lage Zwaluwe - Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,15.180586,"15,180586",11.689944,"11,689944",Zuid,Z,ProRail,96096.770112,400491.5615,51.59024023,4.53719881,De Baarlebossche,2,,,Oudenbosch,1655100000496213,Oudenbosch,Halderberge,G1655,bestaand,,,47.583,283,0,gerealiseerd,5643
01,onderstation,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,46.175436,"46,175436",-28.590164,"-28,590164",Randstad Noord,RN,ProRail,145928.613387,452975.608,52.06499902,5.25491398,Odijkerweg,9000,,,Zeist,0355100000821186,Driebergen,Zeist,G0355,bestaand,,,74.869,283,0,gerealiseerd,5678
01,onderstation,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,19.463707,"19,463707",34.107554,"34,107554",Randstad Noord,RN,ProRail,107640.115886,478316.703,52.29079889,4.69303588,van Heuven Goedhartlaan,201,A,,Hoofddorp,0394100001021448,Hoofddorp,Haarlemmermeer,G0394,bestaand,,,98.229,283,0,gerealiseerd,5679
01,onderstation,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,30.848794,"30,848794",-26.325951,"-26,325951",Randstad Noord,RN,ProRail,99195.497477,471271.85,52.22669525,4.57043464,,,,,,0394100000264322,Buitenkaag,Haarlemmermeer,G0394,bestaand,,,99.768,283,0,gerealiseerd,5680
01,onderstation,515,b,515,515_b,Vught Aansl.,Ut-Btl,Utrecht Centraal - Boxtel ,51.206325,"51,206325",16.332106,"16,332106",Zuid,Z,ProRail,148361.9735,408055.099219,51.6612746,5.29126294,,,,,,0865100000019665,Vught,Vught,G0865,bestaand,,,115.232,283,0,gerealiseerd,5681
