PEILDATUM;NETBEHEERDER;PROVINCIE;GEMEENTE;CBS BUURTCODE (2022);CBS BUURTNAAM (2022);AANSLUITINGEN MET PV (N);TOTAAL AANSLUITINGEN (N);OPGESTELD VERMOGEN (kW)
20220829;Liander;Flevoland    ;Almere             ;BU00340202         ;Achterwerf                                           ;56;335;181
20220829;Liander;Flevoland    ;Almere             ;BU00340602         ;Ambachtsmark, Vrijmark en Zuidmark                   ;136;477;362
20220829;Liander;Flevoland    ;Almere             ;BU00344504         ;Bedrijventerrein Bouwmeesterbuurt                    ;12;54;82
20220829;Liander;Flevoland    ;Almere             ;BU00345105         ;Bedrijventerrein De Rederij                          ;8;105;83
20220829;Liander;Flevoland    ;Almere             ;BU00345207         ;Bedrijventerrein De Striptekenaar                    ;5;29;40
20220829;Liander;Flevoland    ;Almere             ;BU00343007         ;Bedrijventerrein De Uitgeverij                       ;10;81;129
20220829;Liander;Flevoland    ;Almere             ;BU00345702         ;Bedrijventerrein De Vaart 1-3                        ;6;85;112
20220829;Liander;Flevoland    ;Almere             ;BU00345701         ;Bedrijventerrein De Vaart 4-6                        ;15;224;317
20220829;Liander;Flevoland    ;Almere             ;BU00344704         ;Bedrijventerrein Faunabuurt                          ;6;17;57
20220829;Liander;Flevoland    ;Almere             ;BU00342904         ;Bedrijventerrein Felsersplaats                       ;24;118;284
20220829;Liander;Flevoland    ;Almere             ;BU00342607         ;Bedrijventerrein Frezersplaats                       ;7;46;22
20220829;Liander;Flevoland    ;Almere             ;BU00342206         ;Bedrijventerrein Gietersplaats                       ;5;79;24
20220829;Liander;Flevoland    ;Almere             ;BU00347604         ;Bedrijventerrein Het Ambacht                         ;11;14;35
20220829;Liander;Flevoland    ;Almere             ;BU00342407         ;Bedrijventerrein Het Atelier                         ;17;96;118
20220829;Liander;Flevoland    ;Almere             ;BU00342809         ;Bedrijventerrein Josephine Bakerstraat               ;11;101;67
20220829;Liander;Flevoland    ;Almere             ;BU00344403         ;Bedrijventerrein Molenbuurt                          ;11;49;72
20220829;Liander;Flevoland    ;Almere             ;BU00340303         ;Binnenhof en Langshof (met Nieuwstraat)              ;13;556;46
20220829;Liander;Flevoland    ;Almere             ;BU00344801         ;Bloemenbuurt Noord                                   ;102;567;370
20220829;Liander;Flevoland    ;Almere             ;BU00344802         ;Bloemenbuurt Oost                                    ;144;488;519
20220829;Liander;Flevoland    ;Almere             ;BU00344804         ;Bloemenbuurt West                                    ;105;724;299
20220829;Liander;Flevoland    ;Almere             ;BU00344803         ;Bloemenbuurt Zuid                                    ;148;508;499
20220829;Liander;Flevoland    ;Almere             ;BU00347504         ;Bosgebied Vogelhorst                                 ;14;27;70
20220829;Liander;Flevoland    ;Almere             ;BU00340703         ;Bosgouw, Brongouw en Nijvergouw                      ;87;494;345
20220829;Liander;Flevoland    ;Almere             ;BU00344501         ;Bouwmeesterbuurt Noord                               ;196;699;682
20220829;Liander;Flevoland    ;Almere             ;BU00344502         ;Bouwmeesterbuurt Oost                                ;89;737;222
20220829;Liander;Flevoland    ;Almere             ;BU00344503         ;Bouwmeesterbuurt West                                ;66;377;181
20220829;Liander;Flevoland    ;Almere             ;BU00340603         ;Brugmark, Noordmark en Gildemark                     ;93;250;361
20220829;Liander;Flevoland    ;Almere             ;BU00340301         ;Buitenhof en Groenhof                                ;71;294;261
20220829;Liander;Flevoland    ;Almere             ;BU00345801         ;Buitenvaart (brt)                                    ;14;63;177
20220829;Liander;Flevoland    ;Almere             ;BU00344101         ;Centrum Almere Buiten Noord                          ;76;813;204
20220829;Liander;Flevoland    ;Almere             ;BU00344102         ;Centrum Almere Buiten Zuid                           ;5;481;168
20220829;Liander;Flevoland    ;Almere             ;BU00340101         ;Centrum Haven Noord                                  ;21;405;77
20220829;Liander;Flevoland    ;Almere             ;BU00340102         ;Centrum Haven Zuid                                   ;6;659;118
20220829;Liander;Flevoland    ;Almere             ;BU00341702         ;Centrum Stad Oost                                    ;23;542;51
20220829;Liander;Flevoland    ;Almere             ;BU00341703         ;Centrum Stad Zuidoost                                ;8;659;32
20220829;Liander;Flevoland    ;Almere             ;BU00346201         ;Columbuskwartier Noord                               ;266;797;684
20220829;Liander;Flevoland    ;Almere             ;BU00346202         ;Columbuskwartier Zuid                                ;259;701;501
20220829;Liander;Flevoland    ;Almere             ;BU00341902         ;Danswijk Noordoost                                   ;87;901;302
20220829;Liander;Flevoland    ;Almere             ;BU00341901         ;Danswijk Noordwest                                   ;80;654;302
20220829;Liander;Flevoland    ;Almere             ;BU00341903         ;Danswijk Zuidoost                                    ;59;426;208
20220829;Liander;Flevoland    ;Almere             ;BU00341904         ;Danswijk Zuidwest                                    ;46;228;178
20220829;Liander;Flevoland    ;Almere             ;BU00342707         ;De Korver Sportpark en Annapark                      ;8;39;26
20220829;Liander;Flevoland    ;Almere             ;BU00341102         ;De Laren Zuid                                        ;75;162;237
20220829;Liander;Flevoland    ;Almere             ;BU00340901         ;De Velden Noord                                      ;90;175;494
20220829;Liander;Flevoland    ;Almere             ;BU00340902         ;De Velden Zuid                                       ;181;434;811
20220829;Liander;Flevoland    ;Almere             ;BU00346601         ;Duin Noord                                           ;218;356;487
20220829;Liander;Flevoland    ;Almere             ;BU00346602         ;Duin Zuid                                            ;195;830;453
20220829;Liander;Flevoland    ;Almere             ;BU00342005         ;Ebenezer Howardpark                                  ;8;37;32
20220829;Liander;Flevoland    ;Almere             ;BU00345101         ;Eilandenbuurt Noord                                  ;91;542;345
20220829;Liander;Flevoland    ;Almere             ;BU00345102         ;Eilandenbuurt Oost                                   ;157;502;784
20220829;Liander;Flevoland    ;Almere             ;BU00345104         ;Eilandenbuurt West                                   ;82;579;338
20220829;Liander;Flevoland    ;Almere             ;BU00345103         ;Eilandenbuurt Zuid                                   ;70;426;281
20220829;Liander;Flevoland    ;Almere             ;BU00346101         ;Europakwartier W.-Noord                              ;127;1522;511
20220829;Liander;Flevoland    ;Almere             ;BU00346103         ;Europakwartier W.-West                               ;43;505;145
20220829;Liander;Flevoland    ;Almere             ;BU00346102         ;Europakwartier W.-Zuid                               ;37;512;177
20220829;Liander;Flevoland    ;Almere             ;BU00344701         ;Faunabuurt Noord                                     ;77;794;309
20220829;Liander;Flevoland    ;Almere             ;BU00344702         ;Faunabuurt Zuidoost                                  ;93;383;361
20220829;Liander;Flevoland    ;Almere             ;BU00344703         ;Faunabuurt Zuidwest                                  ;173;501;748
20220829;Liander;Flevoland    ;Almere             ;BU00341802         ;Filmwijk Bouwrai Noord                               ;41;630;118
20220829;Liander;Flevoland    ;Almere             ;BU00341803         ;Filmwijk Bouwrai Zuid                                ;158;701;516
20220829;Liander;Flevoland    ;Almere             ;BU00341804         ;Filmwijk Midden                                      ;217;740;897
20220829;Liander;Flevoland    ;Almere             ;BU00341801         ;Filmwijk Noord                                       ;51;523;176
20220829;Liander;Flevoland    ;Almere             ;BU00341805         ;Filmwijk Zuid-noord van Walt Disneyplts.             ;168;975;597
20220829;Liander;Flevoland    ;Almere             ;BU00341806         ;Filmwijk Zuid-zuid van Walt Disneyplts.              ;126;762;439
20220829;Liander;Flevoland    ;Almere             ;BU00340203         ;Goedewerf en Wittewerf                               ;61;276;148
20220829;Liander;Flevoland    ;Almere             ;BU00343701         ;Gooisekant Oost                                      ;11;119;181
20220829;Liander;Flevoland    ;Almere             ;BU00342103         ;Hannie Schaftpark/Bos der Onverzettelijk             ;9;60;55
20220829;Liander;Flevoland    ;Almere             ;BU00340803         ;Hoekwierde, Kimwierde en Zandwierde                  ;121;751;330
20220829;Liander;Flevoland    ;Almere             ;BU00340601         ;Hofmark, Redemark en Sportmark                       ;120;574;396
20220829;Liander;Flevoland    ;Almere             ;BU00347101         ;Hogekant (brt)                                       ;11;131;130
20220829;Liander;Flevoland    ;Almere             ;BU00346302         ;Homeruskwartier Midden                               ;219;944;839
20220829;Liander;Flevoland    ;Almere             ;BU00346301         ;Homeruskwartier Noord                                ;129;453;604
20220829;Liander;Flevoland    ;Almere             ;BU00346303         ;Homeruskwartier Oost                                 ;142;419;446
20220829;Liander;Flevoland    ;Almere             ;BU00346304         ;Homeruskwartier Zuid                                 ;89;1022;381
20220829;Liander;Flevoland    ;Almere             ;BU00345001         ;Indische Buurt Oost                                  ;101;516;310
20220829;Liander;Flevoland    ;Almere             ;BU00345002         ;Indische Buurt West                                  ;59;854;300
20220829;Liander;Flevoland    ;Almere             ;BU00340401         ;Jaagmeent en Grasmeent                               ;79;339;281
20220829;Liander;Flevoland    ;Almere             ;BU00340503         ;Kadegriend en Overgriend                             ;56;231;186
20220829;Liander;Flevoland    ;Almere             ;BU00347703         ;Kathadralenbos                                       ;52;91;421
20220829;Liander;Flevoland    ;Almere             ;BU00340802         ;Keiwierde en Oldewierde                              ;160;503;358
20220829;Liander;Flevoland    ;Almere             ;BU00340501         ;Klavergriend, Klippriend en Wilgengriend             ;69;366;280
20220829;Liander;Flevoland    ;Almere             ;BU00340502         ;Kolkgriend en Oostgriend                             ;64;332;191
20220829;Liander;Flevoland    ;Almere             ;BU00342609         ;Koningin Beatrixpark                                 ;55;168;205
20220829;Liander;Flevoland    ;Almere             ;BU00340801         ;Kornwierde en Leemwierde                             ;164;448;350
20220829;Liander;Flevoland    ;Almere             ;BU00340702         ;Kromgouw en Overgouw                                 ;63;232;243
20220829;Liander;Flevoland    ;Almere             ;BU00342604         ;Kruidenwijk Midden-oost                              ;22;570;73
20220829;Liander;Flevoland    ;Almere             ;BU00342606         ;Kruidenwijk Midden-west                              ;135;620;420
20220829;Liander;Flevoland    ;Almere             ;BU00342602         ;Kruidenwijk Noord- midden                            ;101;693;355
20220829;Liander;Flevoland    ;Almere             ;BU00342603         ;Kruidenwijk Noordoost                                ;206;801;609
20220829;Liander;Flevoland    ;Almere             ;BU00342601         ;Kruidenwijk Noordwest                                ;96;386;357
20220829;Liander;Flevoland    ;Almere             ;BU00342605         ;Kruidenwijk Zuid                                     ;52;189;204
20220829;Liander;Flevoland    ;Almere             ;BU00344601         ;Landgoederenbuurt Noord                              ;99;580;345
20220829;Liander;Flevoland    ;Almere             ;BU00344602         ;Landgoederenbuurt Oost                               ;85;540;286
20220829;Liander;Flevoland    ;Almere             ;BU00344603         ;Landgoederenbuurt Zuid en West                       ;175;506;677
20220829;Liander;Flevoland    ;Almere             ;BU00341808         ;Laterna Magikapark                                   ;8;14;31
20220829;Liander;Flevoland    ;Almere             ;BU00340701         ;Lindengouw, Muidergouw en Peppengouw                 ;147;441;582
20220829;Liander;Flevoland    ;Almere             ;BU00343003         ;Literatuurwijk Midden-oost                           ;95;712;378
20220829;Liander;Flevoland    ;Almere             ;BU00343005         ;Literatuurwijk Midden-west                           ;154;750;526
20220829;Liander;Flevoland    ;Almere             ;BU00343002         ;Literatuurwijk Noordoost                             ;85;595;254
20220829;Liander;Flevoland    ;Almere             ;BU00343001         ;Literatuurwijk Noordwest                             ;142;656;542
20220829;Liander;Flevoland    ;Almere             ;BU00343004         ;Literatuurwijk Zuid                                  ;272;729;1221
20220829;Liander;Flevoland    ;Almere             ;BU00341807         ;LumiÃžrepark                                          ;6;36;31
20220829;Liander;Flevoland    ;Almere             ;BU00343501         ;Markerkant Noord                                     ;8;256;58
20220829;Liander;Flevoland    ;Almere             ;BU00344304         ;Meridiaanpark Noord en Bosrand                       ;26;98;120
20220829;Liander;Flevoland    ;Almere             ;BU00344904         ;Meridiaanpark Zuid                                   ;36;91;146
20220829;Liander;Flevoland    ;Almere             ;BU00340302         ;Middenhof en Uithof                                  ;32;394;144
20220829;Liander;Flevoland    ;Almere             ;BU00347201         ;Middenkant (brt)                                     ;5;69;73
20220829;Liander;Flevoland    ;Almere             ;BU00344401         ;Molenbuurt Oost                                      ;215;944;760
20220829;Liander;Flevoland    ;Almere             ;BU00344402         ;Molenbuurt West                                      ;250;762;534
20220829;Liander;Flevoland    ;Almere             ;BU00342804         ;Muziekwijk N.-Midden                                 ;146;689;445
20220829;Liander;Flevoland    ;Almere             ;BU00342802         ;Muziekwijk N.-Noord                                  ;104;649;397
20220829;Liander;Flevoland    ;Almere             ;BU00342803         ;Muziekwijk N.-Noordoost                              ;83;175;401
20220829;Liander;Flevoland    ;Almere             ;BU00342801         ;Muziekwijk N.-Noordwest                              ;126;435;460
20220829;Liander;Flevoland    ;Almere             ;BU00342805         ;Muziekwijk N.-Oost                                   ;87;536;244
20220829;Liander;Flevoland    ;Almere             ;BU00342808         ;Muziekwijk N.-West                                   ;127;802;438
20220829;Liander;Flevoland    ;Almere             ;BU00342806         ;Muziekwijk N.-Zuidoost                               ;87;886;296
20220829;Liander;Flevoland    ;Almere             ;BU00342807         ;Muziekwijk N.-Zuidwest                               ;136;496;473
20220829;Liander;Flevoland    ;Almere             ;BU00342901         ;Muziekwijk Z.-Noord                                  ;178;831;459
20220829;Liander;Flevoland    ;Almere             ;BU00342902         ;Muziekwijk Z.-Oost                                   ;248;1336;874
20220829;Liander;Flevoland    ;Almere             ;BU00342903         ;Muziekwijk Z.-West                                   ;78;580;270
20220829;Liander;Flevoland    ;Almere             ;BU00347601         ;Nobelhorst Oost                                      ;244;361;1223
20220829;Liander;Flevoland    ;Almere             ;BU00347603         ;Nobelhorst West                                      ;548;783;1944
20220829;Liander;Flevoland    ;Almere             ;BU00343101         ;Noorderplassen Oost                                  ;121;296;657
20220829;Liander;Flevoland    ;Almere             ;BU00343102         ;Noorderplassen W.- Noord                             ;152;361;636
20220829;Liander;Flevoland    ;Almere             ;BU00343103         ;Noorderplassen W.-Oost                               ;146;696;521
20220829;Liander;Flevoland    ;Almere             ;BU00343105         ;Noorderplassen W.-West                               ;231;452;926
20220829;Liander;Flevoland    ;Almere             ;BU00343104         ;Noorderplassen W.-Zuid                               ;237;880;956
20220829;Liander;Flevoland    ;Almere             ;BU00346501         ;Olympiakwartier West (brt)                           ;278;497;897
20220829;Liander;Flevoland    ;Almere             ;BU00347701         ;Oosterwold Noord                                     ;386;534;2871
20220829;Liander;Flevoland    ;Almere             ;BU00347702         ;Oosterwold Zuid                                      ;383;508;2706
20220829;Liander;Flevoland    ;Almere             ;BU00345302         ;Oostrandpark Oost                                    ;28;42;179
20220829;Liander;Flevoland    ;Almere             ;BU00344201         ;Oostvaardersbuurt Noord                              ;168;349;693
20220829;Liander;Flevoland    ;Almere             ;BU00344202         ;Oostvaardersbuurt Oost                               ;70;749;291
20220829;Liander;Flevoland    ;Almere             ;BU00344203         ;Oostvaardersbuurt West                               ;222;903;770
20220829;Liander;Flevoland    ;Almere             ;BU00341001         ;Overgooi (brt)                                       ;76;204;721
20220829;Liander;Flevoland    ;Almere             ;Overig             ;Overig                                               ;805;3314;3704
20220829;Liander;Flevoland    ;Almere             ;BU00345901         ;Overig Almere Buiten Noord                           ;8;33;38
20220829;Liander;Flevoland    ;Almere             ;BU00345902         ;Overig Almere Buiten Zuid                            ;5;207;106
20220829;Liander;Flevoland    ;Almere             ;BU00341602         ;Overig Almere Haven West                             ;137;193;794
20220829;Liander;Flevoland    ;Almere             ;BU00348502         ;Overig Almere Hout West                              ;17;57;163
20220829;Liander;Flevoland    ;Almere             ;BU00349615         ;Overig Almere Pampus (brt)                           ;32;94;157
20220829;Liander;Flevoland    ;Almere             ;BU00347401         ;Overig Almere Poort Noord                            ;45;67;128
20220829;Liander;Flevoland    ;Almere             ;BU00344001         ;Overig Almere Stad Noord                             ;54;156;308
20220829;Liander;Flevoland    ;Almere             ;BU00344003         ;Overig Almere Stad West                              ;10;46;31
20220829;Liander;Flevoland    ;Almere             ;BU00344002         ;Overig Almere Stad Zuid                              ;16;290;46
20220829;Liander;Flevoland    ;Almere             ;BU00340304         ;Park Uithof                                          ;17;46;74
20220829;Liander;Flevoland    ;Almere             ;BU00340205         ;Parkwerf en Stadswerf                                ;118;273;257
20220829;Liander;Flevoland    ;Almere             ;BU00342002         ;Parkwijk Noordoost                                   ;186;826;597
20220829;Liander;Flevoland    ;Almere             ;BU00342001         ;Parkwijk Noordwest                                   ;128;756;437
20220829;Liander;Flevoland    ;Almere             ;BU00342003         ;Parkwijk Zuidoost                                    ;122;447;416
20220829;Liander;Flevoland    ;Almere             ;BU00342004         ;Parkwijk Zuidwest                                    ;105;239;520
20220829;Liander;Flevoland    ;Almere             ;BU00343403         ;Randstad West                                        ;6;40;44
20220829;Liander;Flevoland    ;Almere             ;BU00344901         ;Regenboogbuurt Noord en Oost                         ;214;1053;593
20220829;Liander;Flevoland    ;Almere             ;BU00344903         ;Regenboogbuurt West                                  ;248;644;975
20220829;Liander;Flevoland    ;Almere             ;BU00344902         ;Regenboogbuurt Zuid                                  ;78;353;311
20220829;Liander;Flevoland    ;Almere             ;BU00340403         ;Rietmeent en Dijkmeent                               ;36;365;129
20220829;Liander;Flevoland    ;Almere             ;BU00340201         ;Rozenwerf en Tuinderswerf                            ;78;273;257
20220829;Liander;Flevoland    ;Almere             ;BU00340402         ;Schapenmeent en Terpmeent                            ;62;376;219
20220829;Liander;Flevoland    ;Almere             ;BU00340204         ;Schoolwerf                                           ;78;221;192
20220829;Liander;Flevoland    ;Almere             ;BU00344301         ;Seizoenenbuurt Noord                                 ;173;336;852
20220829;Liander;Flevoland    ;Almere             ;BU00344302         ;Seizoenenbuurt Oost                                  ;214;714;701
20220829;Liander;Flevoland    ;Almere             ;BU00344303         ;Seizoenenbuurt West                                  ;214;852;705
20220829;Liander;Flevoland    ;Almere             ;BU00345301         ;Sieradenbuurt (brt)                                  ;159;362;665
20220829;Liander;Flevoland    ;Almere             ;BU00342304         ;Sportpark Fanny Blankers Koen                        ;55;131;252
20220829;Liander;Flevoland    ;Almere             ;BU00344505         ;Sportpark Polderkwartier en Polderpark               ;20;64;73
20220829;Liander;Flevoland    ;Almere             ;BU00342502         ;Staatsliedenwijk Midden                              ;21;442;72
20220829;Liander;Flevoland    ;Almere             ;BU00342501         ;Staatsliedenwijk Oost                                ;14;478;45
20220829;Liander;Flevoland    ;Almere             ;BU00342503         ;Staatsliedenwijk West                                ;16;303;61
20220829;Liander;Flevoland    ;Almere             ;BU00342702         ;Stedenwijk Midden-noord                              ;185;525;469
20220829;Liander;Flevoland    ;Almere             ;BU00342703         ;Stedenwijk Midden-oost                               ;69;1282;224
20220829;Liander;Flevoland    ;Almere             ;BU00342705         ;Stedenwijk Midden-west                               ;202;788;663
20220829;Liander;Flevoland    ;Almere             ;BU00342701         ;Stedenwijk Noord                                     ;13;732;35
20220829;Liander;Flevoland    ;Almere             ;BU00342704         ;Stedenwijk Zuid                                      ;191;807;540
20220829;Liander;Flevoland    ;Almere             ;BU00345203         ;Stripheldenbuurt Midden- oost                        ;116;495;450
20220829;Liander;Flevoland    ;Almere             ;BU00345206         ;Stripheldenbuurt Midden- west                        ;164;517;613
20220829;Liander;Flevoland    ;Almere             ;BU00345202         ;Stripheldenbuurt Noordoost                           ;81;420;354
20220829;Liander;Flevoland    ;Almere             ;BU00345201         ;Stripheldenbuurt Noordwest                           ;96;476;384
20220829;Liander;Flevoland    ;Almere             ;BU00345204         ;Stripheldenbuurt Oost                                ;93;183;400
20220829;Liander;Flevoland    ;Almere             ;BU00345205         ;Stripheldenbuurt Zuid                                ;127;462;450
20220829;Liander;Flevoland    ;Almere             ;BU00342301         ;Tussen de Vaarten N.- Noord                          ;178;717;688
20220829;Liander;Flevoland    ;Almere             ;BU00342302         ;Tussen de Vaarten N.- Oost                           ;92;727;385
20220829;Liander;Flevoland    ;Almere             ;BU00342303         ;Tussen de Vaarten N.- West                           ;55;568;192
20220829;Liander;Flevoland    ;Almere             ;BU00342403         ;Tussen de Vaarten Z.- Midden oost                    ;120;479;588
20220829;Liander;Flevoland    ;Almere             ;BU00342406         ;Tussen de Vaarten Z.- Midden west                    ;177;628;635
20220829;Liander;Flevoland    ;Almere             ;BU00342402         ;Tussen de Vaarten Z.- Noordoost                      ;310;819;864
20220829;Liander;Flevoland    ;Almere             ;BU00342401         ;Tussen de Vaarten Z.- Noordwest                      ;62;303;230
20220829;Liander;Flevoland    ;Almere             ;BU00342404         ;Tussen de Vaarten Z.- Zuidoost                       ;86;632;341
20220829;Liander;Flevoland    ;Almere             ;BU00342405         ;Tussen de Vaarten Z.- Zuidwest                       ;127;881;384
20220829;Liander;Flevoland    ;Almere             ;BU00347901         ;Twentsekant (brt)                                    ;63;81;215
20220829;Liander;Flevoland    ;Almere             ;BU00342101         ;Verzetswijk Oost                                     ;211;898;668
20220829;Liander;Flevoland    ;Almere             ;BU00342102         ;Verzetswijk West                                     ;160;532;637
20220829;Liander;Flevoland    ;Almere             ;BU00340606         ;Vliegerpark                                          ;18;52;65
20220829;Liander;Flevoland    ;Almere             ;BU00347501         ;Vogelhorst Noord                                     ;117;230;596
20220829;Liander;Flevoland    ;Almere             ;BU00347502         ;Vogelhorst Zuid                                      ;203;358;999
20220829;Liander;Flevoland    ;Almere             ;BU00347503         ;Vogelhorst-Golfbaan Almeerderhout                    ;10;22;58
20220829;Liander;Flevoland    ;Almere             ;BU00342204         ;Waterwijk Midden                                     ;192;758;646
20220829;Liander;Flevoland    ;Almere             ;BU00342201         ;Waterwijk Noord                                      ;114;585;372
20220829;Liander;Flevoland    ;Almere             ;BU00342202         ;Waterwijk Oost                                       ;116;749;403
20220829;Liander;Flevoland    ;Almere             ;BU00342205         ;Waterwijk West                                       ;136;697;510
20220829;Liander;Flevoland    ;Almere             ;BU00342203         ;Waterwijk Zuid                                       ;119;390;439
20220829;Liander;Flevoland    ;Dronten            ;BU03030705         ;Bloemenbuurt                                         ;394;850;1531
20220829;Liander;Flevoland    ;Dronten            ;BU03030606         ;Bremerpark                                           ;203;412;837
20220829;Liander;Flevoland    ;Dronten            ;BU03030620         ;Buitengebied Biddinghuizen                           ;149;503;3383
20220829;Liander;Flevoland    ;Dronten            ;BU03030550         ;Buitengebied Dronten                                 ;200;479;4006
20220829;Liander;Flevoland    ;Dronten            ;BU03030720         ;Buitengebied Swifterbant                             ;121;286;2042
20220829;Liander;Flevoland    ;Dronten            ;BU03030323         ;Bungalowpark                                         ;90;262;481
20220829;Liander;Flevoland    ;Dronten            ;BU03030102         ;Business Zone Delta                                  ;46;502;530
20220829;Liander;Flevoland    ;Dronten            ;BU03030604         ;Centrum Biddinghuizen                                ;5;68;17
20220829;Liander;Flevoland    ;Dronten            ;BU03030320         ;Centrum Dronten                                      ;40;680;180
20220829;Liander;Flevoland    ;Dronten            ;BU03030605         ;De Baan                                              ;203;691;753
20220829;Liander;Flevoland    ;Dronten            ;BU03030324         ;De Boeg                                              ;63;517;214
20220829;Liander;Flevoland    ;Dronten            ;BU03030105         ;De Drieslag                                          ;26;75;98
20220829;Liander;Flevoland    ;Dronten            ;BU03030322         ;De Fazant                                            ;107;487;429
20220829;Liander;Flevoland    ;Dronten            ;BU03030103         ;De Gilden                                            ;1083;1924;4354
20220829;Liander;Flevoland    ;Dronten            ;BU03030607         ;De Graafschap                                        ;97;153;292
20220829;Liander;Flevoland    ;Dronten            ;BU03030603         ;De Kaai                                              ;65;168;242
20220829;Liander;Flevoland    ;Dronten            ;BU03030706         ;De Kolk                                              ;10;52;103
20220829;Liander;Flevoland    ;Dronten            ;BU03030434         ;De Kruidentuin                                       ;314;847;1166
20220829;Liander;Flevoland    ;Dronten            ;BU03030432         ;De Lancaster                                         ;104;458;400
20220829;Liander;Flevoland    ;Dronten            ;BU03030430         ;De Landmaten                                         ;388;733;1483
20220829;Liander;Flevoland    ;Dronten            ;BU03030433         ;De Landstreken                                       ;183;554;665
20220829;Liander;Flevoland    ;Dronten            ;BU03030431         ;De Manege                                            ;420;860;1691
20220829;Liander;Flevoland    ;Dronten            ;BU03030104         ;De Munten                                            ;723;1531;2690
20220829;Liander;Flevoland    ;Dronten            ;BU03030213         ;De Oeverloperwijk                                    ;145;713;594
20220829;Liander;Flevoland    ;Dronten            ;BU03030435         ;Golfresidentie                                       ;238;512;1225
20220829;Liander;Flevoland    ;Dronten            ;BU03030212         ;Hanzekwartier                                        ;58;138;228
20220829;Liander;Flevoland    ;Dronten            ;BU03030211         ;Houtwijk                                             ;20;127;146
20220829;Liander;Flevoland    ;Dronten            ;BU03030701         ;Kampbuurt                                            ;146;317;587
20220829;Liander;Flevoland    ;Dronten            ;BU03030549         ;Ketelhaven                                           ;107;306;482
20220829;Liander;Flevoland    ;Dronten            ;BU03030608         ;Noorderbaan                                          ;19;71;238
20220829;Liander;Flevoland    ;Dronten            ;BU03030609         ;Oldebroekerweg                                       ;12;73;203
20220829;Liander;Flevoland    ;Dronten            ;BU03030602         ;Oud-Biddinghuizen                                    ;202;767;745
20220829;Liander;Flevoland    ;Dronten            ;BU03030601         ;Oud-Biddinghuizen Buiten                             ;34;133;140
20220829;Liander;Flevoland    ;Dronten            ;BU03030321         ;Oud-Dronten                                          ;367;1588;1325
20220829;Liander;Flevoland    ;Dronten            ;BU03030703         ;Oud-Swifterbant                                      ;258;636;819
20220829;Liander;Flevoland    ;Dronten            ;Overig             ;Overig                                               ;110;266;393
20220829;Liander;Flevoland    ;Dronten            ;BU03030210         ;Pioniersweg                                          ;7;81;43
20220829;Liander;Flevoland    ;Dronten            ;BU03030704         ;Spelbuurt                                            ;234;595;901
20220829;Liander;Flevoland    ;Dronten            ;BU03030707         ;Tarpan                                               ;8;55;104
20220829;Liander;Flevoland    ;Lelystad           ;BU09951058         ;Airport Lelystad                                     ;6;101;36
20220829;Liander;Flevoland    ;Lelystad           ;BU09950316         ;Archipel, Beukenhof, Rozengaard                      ;312;991;1112
20220829;Liander;Flevoland    ;Lelystad           ;BU09950221         ;Atol                                                 ;175;1254;650
20220829;Liander;Flevoland    ;Lelystad           ;BU09950118         ;Bedrijventerrein Gildenhof                           ;5;50;40
20220829;Liander;Flevoland    ;Lelystad           ;BU09950638         ;Bedrijventerrein Jol                                 ;11;26;134
20220829;Liander;Flevoland    ;Lelystad           ;BU09950528         ;Bedrijventerrein Kempenaar                           ;22;69;63
20220829;Liander;Flevoland    ;Lelystad           ;BU09950748         ;Bedrijventerrein Tjalk                               ;9;43;39
20220829;Liander;Flevoland    ;Lelystad           ;BU09951031         ;Beginweg, Bronsweg, Jupiterweg                       ;10;31;155
20220829;Liander;Flevoland    ;Lelystad           ;BU09950613         ;Boeier                                               ;106;198;515
20220829;Liander;Flevoland    ;Lelystad           ;BU09950223         ;Bongerd, Buitenplaats                                ;139;354;629
20220829;Liander;Flevoland    ;Lelystad           ;BU09950741         ;Botter Oost                                          ;110;576;438
20220829;Liander;Flevoland    ;Lelystad           ;BU09950742         ;Botter West                                          ;124;455;506
20220829;Liander;Flevoland    ;Lelystad           ;BU09950227         ;Buitenhof                                            ;211;302;829
20220829;Liander;Flevoland    ;Lelystad           ;BU09950222         ;Damrif, Kustrif, Gors, Zandbank                      ;33;732;146
20220829;Liander;Flevoland    ;Lelystad           ;BU09950224         ;De Schans                                            ;61;485;207
20220829;Liander;Flevoland    ;Lelystad           ;BU09950220         ;De Veste                                             ;106;374;419
20220829;Liander;Flevoland    ;Lelystad           ;BU09951071         ;Flevobos                                             ;24;60;122
20220829;Liander;Flevoland    ;Lelystad           ;BU09951081         ;Flevopoort II                                        ;21;159;238
20220829;Liander;Flevoland    ;Lelystad           ;BU09951112         ;Flora Midden                                         ;154;405;508
20220829;Liander;Flevoland    ;Lelystad           ;BU09951111         ;Flora West                                           ;303;574;930
20220829;Liander;Flevoland    ;Lelystad           ;BU09950634         ;Galjoen                                              ;168;441;459
20220829;Liander;Flevoland    ;Lelystad           ;BU09950637         ;Galjoen Zuid                                         ;80;322;342
20220829;Liander;Flevoland    ;Lelystad           ;BU09951070         ;Gelderse Hout                                        ;12;18;65
20220829;Liander;Flevoland    ;Lelystad           ;BU09950421         ;Getijdenbuurt, Sportpark Doggersbank                 ;56;351;171
