SellingPointNumber,SellingPointId,SellingPointDesc,StartDateSellingPoint,EndDateSellingPoint,AreaManagerId,AreaId
16,820016,Parkeergarage Lusthofstraat,20200511,29991231,599,LUSTHOF
17,820017,,20200525,29991231,599,HOOGVL
5,820005,Parkeergarage Schouwburgplein 1,20200511,29991231,599,SCHBP1
14,820014,Parkeergarage Mathenesserplein,20200511,29991231,599,MATHPLN
13,820013,Parkeergarage Zoomstraat,20200511,29991231,599,ZOOMSTR
15,820015,Parkeergarage Nieuwe Binneweg 1,20200511,29991231,599,NWBINWG
6,820006,Parkeergarage Schouwburgplein 2,20200511,29991231,599,SCHBP2
8,820008,Parkeergarage Kiphof,20200511,29991231,599,KIPHOF
10,820010,Parkeergarage Colosseumweg,20200511,29991231,599,COLWEG
11,820011,Parkeergarage Boulevard Zuid,20200511,29991231,599,BOULEVZ
12,820012,Parkeergarage Benthuizerstraat,20200511,29991231,599,BENTHSTR
9,820009,Parkeergarage Oude Haven,20200511,29991231,599,OUDEHAVE
2,820002,Parkeergarage Meent,20200511,29991231,599,MEENT
4,820004,Parkeergarage Museumpark,20200511,29991231,599,MUSEUMPARK
7,820007,Parkeergarage Erasmusbrug,20200511,29991231,599,ERASMUS
1,820001,Parkeergarage Veranda,20200511,29991231,599,VERANDA
3,820003,Parkeergarage De Boompjes,20200511,29991231,599,DEBOOMPJES
20,810253,,20200309,29991231,200,GAR_ORPH
19,810252,,20200309,29991231,200,GAR_MARKT
18,810251,Parkeergarage Anklaar,20191015,29991231,200,ANKLAAR
1321,26384,Handelskade,20200701,29991231,222,ISELDOKS
17013,26337,Terborgseweg-Stadhuis,20210412,29991231,222,RING1
1267,26304,Kapoeniestraat,20200701,20211001,222,CENTRUM
1275,26317,Dr. Huber Noodtstraat,20200701,29991231,222,RING1
11930,26385,Handelskade 02,20201101,29991231,222,ISELDOKS
1265,26302,Handelskade,20200701,20211001,222,CENTRUM
1276,26318,Dr. Huber Noodtstraat - kappersopleiding,20200701,20211001,222,RING1
306,21100,Industrieweg,20171009,29991231,106,21100
304,21100,Veemarktplein,20171009,29991231,106,21100
330,21122,Stationsstraat,20171009,20210104,106,21107
331,21107,Stationsstraat,20171009,29991231,106,21107
311,21105,Burgemeester de Dreuplein,20171009,20201222,106,21104
329,21108,Weiersstraat Politie,20171009,29991231,106,21108
16522,21125,Nassaulaan-Feltzpark,20210104,29991231,106,21125
302,21100,Industrieweg,20171009,20211006,106,21100
328,21117,Oude-Molenstraat,20171009,29991231,106,21117
309,21103,Zuidhaege (ICO),20171009,29991231,106,21103
307,21101,Overcingellaan,20180101,20211014,106,21101
318,21111,Kloekhorststraat,20171009,29991231,106,21111
323,21111,Zaagmolen,20171009,29991231,106,21111
11909,21104,Burgemeester de Dreuplein,20171009,29991231,106,21104
327,21119,Groningerstraat,20171009,20210104,106,21111
315,21108,Mercuriusplein,20171009,29991231,106,21108
332,21111,Groningerstraat,20171009,29991231,106,21111
322,21114,Collardslaan,20171009,29991231,106,21114
16525,21128,Oosterparallelweg-Vredeveldseweg,20210104,29991231,106,21128
310,21104,Kanaalstraat,20171009,20210104,106,21104
333,21108,Weiersstraat,20171009,29991231,106,21108
326,21111,Groningerstraat Kerk,20171009,29991231,106,21111
308,21102,Zuidersingel P-terrein,20171009,29991231,106,21102
19244,21884,Sluissingel 2 - B 80519,20161001,20190524,758,A_A6_1305
19332,21895,Nijverheidssingel 1 - B 80586,20170101,20190524,758,A_A7
19301,21890,v Rijcervorselstraat 1 - B80750,20190301,20190524,758,B_15
118,810103,Garage Koestraat,20200608,29991231,2579,GARKOE
116,810101,Garage Flintplein,20200608,29991231,2579,GARFLINT
124,810580,Parkeergarage Brink,20200608,29991231,150,150_WILH
128,812005,Vaartsche Rijn,20200817,29991231,344,VAARTSCHER
127,812004,Grifthoek,20200817,29991231,344,GRIFTHOEK
72,812001,Croeselaan,20200817,29991231,344,CROESELAAN
132,810280,Garage Centraal,20200818,29991231,202,GAR_CENTR
133,810290,Garage Musis,20200818,29991231,202,GAR_MUSIS
134,810300,Garage Rozet,20200818,29991231,202,GAR_ROZET
24429,4455,HD Hfdw-W,20130101,20291231,394,4455
19281,21886,Irenestraat 2 - B 80618,20161001,20190524,758,B_B4
19286,21886,Balfortstraat 4 - B 80612,20161001,20190524,758,B_B4
19237,21882,Seeligsingel 1 - B 80596,20161001,20190524,758,A_A6
19256,21884,Schorsmolenstraat 2 - B 80595,20161001,20190524,758,A_A6_1305
19329,21895,Nijverheidssingel 4 - B 80589,20170101,20190524,758,A_A7
19246,21884,Sluisstraat 1 - B 80520,20161001,20190524,758,A_A6_1305
19242,21884,Sluissingel 1 - B 80518,20161001,20190524,758,A_A6_1305
19327,21893,Archimedesstraat 1,20161001,20190524,758,B10_B12
19310,21891,Oranjesingel 2,20161001,20190524,758,B3_B5_B11
19224,21882,Nw Boschstraat 2 - B 80574,20161001,20190524,758,A_A6
19299,21890,Speelhuislaan 4,20161001,20190524,758,B_15
19172,21834,Markendaalseweg 3 - B 80561,20161001,20190524,758,A_A6_1304
19300,21890,Speelhuislaan 1,20161001,20190524,758,B_15
19214,21882,Kloosterlaan 1 - B 80553,20161001,20190524,758,A_A6
19167,21823,Haagdijk 3 - B 80546,20161001,20190524,758,A1_A2_A6
19268,21886,Vredenburchstraat 1 - B 80623,20161001,20190524,758,B_B4
19314,21892,Crogtdijk 1 - B80751,20190301,20190524,758,B9_B10_B12
23891,4461,Hoofddorp Den Burgh C-Zone,20220901,20221215,394,4461
19221,21882,J.F. Kennedylaan 3 - B 80550,20161001,20190524,758,A_A6
19288,21887,Cavaleriestraat 1 - B 80626,20161001,20190524,758,B_B4
23899,4454,HD Hfdw-Kw,20130101,20221215,394,4454
19210,21881,Menno van Coehoornstraat 1 - B 80511,20161001,20190524,758,A_A6
19305,21890,Pastoor Potterplein 2 - B80754,20190301,20190524,758,B_15
19211,21881,Delpratsingel 2 - B 80506,20161001,20190524,758,A_A6
24423,4459,HD Verzetswk C,20130101,20291231,394,4459
19289,21887,Hertog Janlaan 1 - B 80627,20161001,20190228,758,B_B4
19258,21884,Leuvenaarstraat 2 - B 80558,20161001,20190524,758,A_A6_1305
19219,21882,Kloosterlaan Rondeel 1 - B 80554,20161001,20190524,758,A_A6
23900,4453,HD Aprisco B,20130101,20221215,394,4453
24419,4491,Schiphol C,20130101,20291231,394,4491
19174,21836,Marksingel 2 - B 80563,20161001,20190524,758,A_A6
24422,4460,HD Raadhuis B,20150101,20291231,394,4460
24435,4450,HD Verzetswk B,20130101,20291231,394,4450
20272,4327,Buitentalud,20220101,20230101,717,ZEE4327
90,812451,Parkeergarage Castellum,20200131,29991231,632,CASTELLUM
91,821036,GAR036CUY Mobiel betalen Albert Cuypgarage,20200312,29991231,363,GAR036CUY
24430,4454,HD Parklaan/Draverslaan B-Zone,20180627,20291231,394,4454
93,812452,Parkeergarage Defensie,20200511,29991231,632,DEFENSIE
23901,4452,HD Raadh C,20130101,20221215,394,4452
24432,4453,HD Aprisco B,20130101,20291231,394,4453
24434,4451,HD Cent B,20130101,20291231,394,4451
12307,4317,Kustlicht,20220101,20230101,717,ZOU4317
23903,4450,HD Verzetswk B,20130101,20221215,394,4450
24431,4454,HD Hfdw-Kw,20130101,20291231,394,4454
23890,4472,NV Station,20130101,20221215,394,4472
24424,4458,HDBeukenhW,20110101,20291231,394,4458
24425,4458,HD Beukenh,20130101,20291231,394,4458
20349,16941,Zuiderzeeweg 80_BORD,20220211,29991231,363,T16B
20346,16944,Zuiderzeeweg 90_BORD,20220211,29991231,363,T16B
20350,16940,Zuiderzeeweg 322,20220210,29991231,363,T16B
20348,16942,Zuiderzeeweg 70_BORD,20220211,29991231,363,T16B
