FID,ID,WIJKNR,WIJKNAAM,WIJKDEEL,STDSDLNR,STDSDLNM,STDSDLKORT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
GEO_IND_WIJKDELEN.236,236,17,Heijendaal,17_02,5,Nijmegen-Midden,N-Midden,2020-01-24,2023-02-01,"POLYGON ((187899.52669975 426812.508356406, 187870.148141459 426841.642093378, 187837.586906019 426873.958507501, 187826.080304021 426885.465109494, 187790.826034071 426920.719379449, 187753.989605575 426958.169748417, 187746.758196633 426965.521680841, 187709.02630508 427004.835148689, 187716.544426567 426911.027638718, 187717.523057615 426898.816750403, 187719.88199996 426869.3830005, 187723.285 426826.922, 187728.137 426768.288, 187741.96 426751.95, 187744.27 426746.6, 187746.41 426711.7, 187745.957 426679.142, 187747.728 426646.383999999, 187746.842000001 426631.333000008, 187745.072 426608.583, 187753.925 426573.151, 187752.154 426509.372, 187752.44 426466.44, 187765.470763417 426465.457726632, 187900.27 426457.94, 187982.15 426453.66, 188135.3 426410.76, 188200.31923433 426514.862322916, 188184.70901976 426530.120877225, 188167.820262816 426546.540595872, 188131.097064951 426583.018972417, 188103.799487872 426610.194138841, 188084.091371685 426629.902255024, 188052.264600202 426659.770455955, 188026.435951037 426685.231873141, 188004.769264297 426706.653738565, 187972.942492815 426738.235688727, 187943.104894549 426769.419804245, 187899.52669975 426812.508356406))"
GEO_IND_WIJKDELEN.237,237,02,Bottendaal,02_06,2,Nijmegen-Oost,N-Oost,2020-01-24,2023-02-01,"POLYGON ((187442.03 427669.91, 187455.01 427751.09, 187466.25 427821.4, 187383.63 427831.54, 187369.86 427833.6, 187298.060000304 427844.349999955, 187298.06 427844.35, 187271.22 427692.26, 187248.15 427563.7, 187340.86 427539.48, 187418.1 427523.76, 187429.89 427595.76, 187442.03 427669.91))"
GEO_IND_WIJKDELEN.238,238,10,Nije Veld,10_05,5,Nijmegen-Midden,N-Midden,2020-01-24,2023-02-01,"POLYGON ((186982.200081525 427528.567989713, 186919.38 427538.44, 186924.37 427565.47, 186855.05 427577.35, 186838.96 427472.58, 186819.93 427348.66, 186807.46 427267.48, 186878.61 427256.62, 186948.69 427245.92, 187020.63 427234.94, 187062.745208368 427228.512195408, 187063.349827938 427228.419915764, 187078.55 427226.1, 187193.81 427208.51, 187040.742297584 427555.909853987, 187040.742297516 427555.909854142, 186982.200081525 427528.567989713))"
GEO_IND_WIJKDELEN.239,239,23,Heseveld,23_09,4,Nijmegen-Nieuw-West,N-Nieuw-West,2020-01-24,2023-02-01,"POLYGON ((185355.564948212 426833.640585744, 185350.843948212 426813.104585725, 185315.86978345 426821.358311233, 185313.446728379 426809.817998096, 185311.288738563 426799.540114394, 185306.369657341 426776.111947898, 185316.152948099 426774.244585791, 185325.543948129 426772.110585766, 185331.372948143 426770.785585751, 185331.098948148 426769.606585745, 185337.054948175 426768.253585715, 185342.12894813 426767.100585775, 185355.206948203 426764.100585696, 185361.167948193 426762.74158571, 185366.952948225 426761.422585676, 185373.608948142 426759.904585787, 185395.113201974 426755.502702331, 185406.436265455 426761.203825203, 185424.024175044 426771.176351255, 185432.716798788 426776.105158534, 185453.036798788 426788.161691867, 185481.349332122 426805.230491868, 185567.777065455 426856.165958533, 185613.158398788 426882.988358535, 185640.387198788 426899.10889187, 185711.913598787 426941.239025203, 185754.45013212 426966.571291867, 185812.260101847 427000.433256317, 185729.73 427130.84, 185729.73 427130.84, 185418.31 426949.09, 185340.698371312 426908.229343387, 185343.887104518 426903.639064484, 185344.360605378 426903.904953425, 185345.328134893 426904.448258463, 185345.329845658 426904.449219124, 185345.330537938 426904.449607866, 185345.705338513 426904.660072804, 185348.51239508 426906.236343029, 185357.43806492 426911.248449936, 185371.226450571 426918.991158804, 185371.250664269 426919.004755726, 185371.258351408 426919.009072351, 185371.26358154 426919.012009271, 185371.269251879 426919.015193384, 185371.281745204 426919.022208867, 185371.285207892 426919.024153299, 185371.31087059 426919.038563891, 185380.683718155 426924.301778295, 185385.752067033 426927.147851124, 185426.650915029 426950.173580508, 185429.700119017 426952.090223014, 185431.984672298 426953.526227934, 185432.286583059 426953.716000416, 185432.511557026 426953.567153456, 185433.448231483 426952.947432235, 185439.053948266 426949.238585862, 185454.134948259 426950.815585882, 185455.317948227 426950.157585928, 185456.648948244 426949.061585908, 185457.633948201 426947.026585957, 185458.46294825 426940.244585894, 185450.400948211 426939.286585928, 185448.20886602 426936.390783639, 185409.550948201 426885.322585857, 185407.171948276 426889.273585766, 185383.084948198 426874.790585824, 185380.140948244 426879.681585771, 185366.016948196 426871.298585808, 185365.487948241 426869.03458575, 185361.723948137 426852.929585861, 185360.781821051 426850.423233583, 185357.940948196 426843.966585778, 185346.07954814 426846.678914884, 185343.751112629 426847.211354847, 185332.440242513 426849.797795068, 185330.453948129 426849.831585835, 185328.990948164 426849.073585792, 185328.379338541 426848.247356822, 185326.232948171 426840.34858577, 185355.564948212 426833.640585744))"
GEO_IND_WIJKDELEN.240,240,12,Goffert,12_03,5,Nijmegen-Midden,N-Midden,2020-01-24,2023-02-01,"POLYGON ((185824.325000343 425477.099000317, 185824.325 425477.099, 185836.514 425463.685, 185903.176 425390.323, 185911.205 425381.487, 186001.915896962 425281.658531605, 186001.915948648 425281.658584533, 186024.680559488 425304.966874429, 186029.592948722 425309.996584495, 186149.885948792 425433.160584634, 186209.142410497 425378.91708366, 186210.2384068 425377.91380613, 186214.528118818 425373.986993909, 186214.563891605 425373.954247418, 186214.598789068 425373.9223022, 186215.636607948 425372.972280416, 186216.185775829 425372.469570878, 186228.381709053 425385.896093735, 186288.391998785 425451.986225204, 186287.443732119 425452.934491871, 186239.894932119 425494.929158537, 186180.695998786 425546.812891872, 186150.893332119 425573.364358541, 186152.816759576 425575.263490072, 186054.07 425651.8, 186033.219352908 425670.092809905, 185824.325000343 425477.099000317))"
GEO_IND_WIJKDELEN.241,241,37,Weezenhof,37_04,7,Dukenburg,Dukenburg,2020-01-24,2023-02-01,"POLYGON ((184167.4 423429.707, 184175.752 423500, 184179.313 423529.973, 184178.673999901 423531.605000253, 184176.263 423537.761, 184173.677622696 423544.364883508, 184168.3648445 423557.935424358, 184156.561 423588.262, 184147.531 423611.556, 184164.931 423618.174, 184161.995 423625.77, 184160.669 423629.203, 184160.474 423629.128, 184157.25 423627.884, 184154.093 423636.055, 184151.172 423643.614, 184151.119 423643.751, 184150.346 423645.753, 184151.744 423646.263, 184150.908 423648.384, 184148.262 423655.094, 184144.181 423665.53, 184139.768 423676.947, 184054.186 423646.312, 184051.843 423645.414, 184052.118 423644.695, 184044.633 423641.829, 184045.862 423638.619, 184043.664 423637.778, 184043.372 423638.538, 184035.978 423635.708, 184035.702 423636.427, 184033.358 423635.529, 184001.456 423634.634, 184000 423634.072, 183999.116 423633.73, 183999.419 423633.022, 183991.775 423630.07, 183993.057 423626.751, 183990.754 423625.862, 183990.43 423626.699, 183983.117 423623.875, 183982.84 423624.593, 183980.508 423623.692, 183982.504 423618.525, 183984.771 423619.4, 183989.163 423608.023, 183986.897 423607.147, 183988.525 423602.931, 183985.916 423601.924, 183989.035 423593.847, 184002.64 423566.87, 183994.77 423561.25, 183925.14 423533.1, 183897.68 423526.94, 183883.62 423552.6, 183857.52 423595.28, 183850.062 423593.312, 183820.757 423582.067, 183824.854 423570.536, 183825.750979129 423568.011523278, 183824.026 423567.378, 183822.166 423572.163, 183819.178 423570.922, 183819.883 423568.96, 183815.311 423567.156, 183812.185 423565.923, 183810.722 423569.592, 183809.538 423572.56, 183800.893 423569.184, 183792.879 423566.133, 183777.06 423563.72, 183777.06 423563.72, 183750.58 423553.58, 183739.6 423569.84, 183569.139480049 423498.25832899, 183570.075746845 423496.939043959, 183581.965028262 423481.197415915, 183596.87847661 423462.859961566, 183606.95547578 423450.46936565, 183623.403270319 423432.236539143, 183655.108443648 423399.480285507, 183695.596778903 423356.407588427, 183718.136946719 423351.436582954, 183721.451946748 423349.635582915, 183730.347946781 423345.745582874, 183737.71594678 423341.550582879, 183738.790152142 423341.070340968, 183739.833090708 423340.525521045, 183740.840884635 423339.918148939, 183741.809786872 423339.25048284, 183742.736194884 423338.525005278, 183743.616664188 423337.74441364, 183744.447921153 423336.911610178, 183745.226874947 423336.029691526, 183745.950629403 423335.101936636, 183746.616493459 423334.131795104, 183747.221991359 423333.122874025, 183747.764871798 423332.078924671, 183748.24311643 423331.003828374, 183748.654946754 423329.901582915, 183749.498946715 423327.434582967, 183750.013940864 423325.916647121, 183750.467749148 423324.379309826, 183750.859643919 423322.825036228, 183751.188996697 423321.256318777, 183751.455279534 423319.675672752, 183751.658065068 423318.085633322, 183751.797028441 423316.488749774, 183751.871946795 423314.887582853, 183751.865216408 423312.293273047, 183751.936814223 423309.699942615, 183752.086674912 423307.109955993, 183752.314661926 423304.525674395, 183752.620567292 423301.949454094, 183752.77225457 423300.93470764, 183753.004112142 423299.383643818, 183753.464946716 423296.83058295, 183755.246946788 423290.470582851, 183757.509946734 423283.010582915, 183759.559946784 423276.621582846, 183759.770946749 423276.026582892, 183760.913946762 423273.174582874, 183763.888946791 423266.224582832, 183764.540646693 423264.780225027, 183768.123946761 423256.838582874, 183769.984946808 423252.9475828, 183771.501946816 423250.000582791, 183773.194946792 423246.712582825, 183778.235946861 423236.615582726, 183788.645946758 423216.513582862, 183790.204946807 423213.663582792, 183791.258254121 423211.932337779, 183792.707946849 423209.549582736, 183793.033881207 423209.076553624, 183793.40963808 423208.642046162, 183793.830701014 423208.251283001, 183794.292009326 423207.908960588, 183794.788018386 423207.619193486, 183806.676447061 423204.363559656, 183813.140946768 423202.662582864, 183815.037946863 423202.163582734, 183826.186458608 423192.972935997, 183826.955946861 423192.33858274, 183844.319900651 423176.407824618, 183846.667946865 423174.253582747, 183870.465511271 423151.990014605, 183876.670946855 423146.184582766, 183876.859946842 423146.024582787, 183877.955906894 423145.100937236, 183879.06694689 423144.164582724, 183896.099946863 423129.801582763, 183911.195987714 423115.927551015, 183942.294116437 423087.346784076, 183948.478149489 423081.663342191, 183967.502946951 423064.178582668, 183968.553946927 423063.2955827, 183968.803946944 423063.085582679, 183975.321946959 423057.609582658, 183975.786946941 423057.219582683, 183989.641714221 423045.580387974, 183999.999947001 423036.878582612, 184006.969664012 423031.023108564, 184012.90607768 423026.035744498, 184020.79194693 423019.410582719, 184024.837588571 423016.382394832, 184033.845947017 423009.639582602, 184033.997946991 423009.461582641, 184039.128947027 423004.194582594, 184041.512947059 423000.000582549, 184043.113947005 422997.184582624, 184044.532946984 422994.757582656, 184044.527947045 422994.79358257, 184045.463947008 422993.839582615, 184046.201947029 422993.425582587, 184050.191944721 422991.188004619, 184066.413604879 423012.498762364, 184109.528649206 423069.139960353, 184127.128351809 423092.261083276, 184158.42226868 423133.372601755, 184172.262943137 423151.555405333, 184191.727229678 423177.126073877, 184230.381251188 423229.896069115, 184239.844629006 423241.718634693, 184167.4 423429.707))"
GEO_IND_WIJKDELEN.242,242,15,Grootstal,15_03,6,Nijmegen-Zuid,N-Zuid,2020-01-24,2023-02-01,"POLYGON ((186204.68 424940.38, 186204.68 424940.38, 186188.52 424878.22, 186160.224427562 424776.085529949, 186156.821692484 424762.466819472, 186156.8 424762.38, 186203.76 424750.02, 186238.88 424740.78, 186281.25 424729.63, 186324.45 424718.26, 186356.04 424709.95, 186399.47 424698.52, 186511.52 424669.62, 186521.01 424667.17, 186521.01 424667.17, 186538.04 424732.22, 186567.24 424845.63, 186449.37 424876.44, 186329.41 424907.79, 186204.680000002 424940.38, 186204.68 424940.38))"
GEO_IND_WIJKDELEN.243,243,17,Heijendaal,17_03,5,Nijmegen-Midden,N-Midden,2020-01-24,2023-02-01,"POLYGON ((188057.078 425940.495, 188092.7 426197.96, 188104.02 426268.74, 188110.94 426314.79, 188125.61074337 426395.246527211, 188135.3 426410.76, 188135.3 426410.76, 187982.15 426453.66, 187900.27 426457.94, 187765.470763417 426465.457726632, 187752.44 426466.44, 187752.439999954 426466.440000004, 187669.13 426472.72, 187568.94 426477.1, 187464.538 426472.642, 187400.637509257 426471.268515151, 187400.33603011 426464.862083284, 187400.33603011 426443.317807205, 187399.846387472 426421.528709805, 187399.356744834 426402.677468235, 187396.908868551 426386.668953041, 187395.741310785 426379.03340937, 187393.127757303 426361.941405609, 187381.729609859 426297.404301024, 187371.782900051 426231.593426611, 187360.639008779 426157.86158532, 187356.513013992 426120.643308634, 187344.761590675 426031.773169801, 187340.466573284 426004.320692494, 187333.499809997 425947.064993394, 187331.220907718 425932.850937226, 187387.45 425925.09, 187437.24 425918.22, 187488.94 425911.97, 187544.73 425905.22, 187569.68 425902.2, 187673.38 425887.86, 187746.06 425876.24, 187899.83 425851.95, 188010.13 425835.79, 188033.27 425834.13, 188056.93 425834.26, 188056.93 425834.26, 188057.078 425940.495))"
GEO_IND_WIJKDELEN.244,244,02,Bottendaal,02_04,2,Nijmegen-Oost,N-Oost,2020-01-24,2023-02-01,"POLYGON ((187517.391950049 427758.881586474, 187523.774828758 427801.270808107, 187524.155949901 427803.761586674, 187526.061988473 427803.49244963, 187537.363950012 427801.896586567, 187538.602949986 427810.576586599, 187527.317094043 427812.158858329, 187527.306486727 427814.041770169, 187527.939198931 427819.130394882, 187528.342950027 427822.377586556, 187523.949078986 427822.990540684, 187516.292950006 427824.058586569, 187516.431261124 427825.038729014, 187517.448950018 427832.250586571, 187516.241682358 427832.411386768, 187515.541950025 427832.504586562, 187515.97394992 427844.474586676, 187516.141950013 427849.120586585, 187515.516949942 427854.408586669, 187524.680159622 427855.430451382, 187528.617949923 427855.8695867, 187532.824934126 427855.379775009, 187534.698949946 427855.16158668, 187543.881279334 427853.956456013, 187550.752949925 427853.054586717, 187551.798949971 427859.545586673, 187552.904949967 427866.40658668, 187553.50236787 427867.167996414, 187568.393949996 427880.458586676, 187572.211949977 427871.694586694, 187574.567835964 427882.158853204, 187511.023 427879.768, 187481.31 427878.65, 187475.71 427831.54, 187466.25 427821.4, 187455.01 427751.09, 187442.03 427669.91, 187429.89 427595.76, 187418.1 427523.76, 187340.86 427539.48, 187248.15 427563.7, 187185.306854938 427527.820446338, 187187.739317139 427525.336229622, 187236.948402278 427472.699646018, 187335.366572555 427378.443438164, 187385.924515242 427328.925573577, 187457.348794795 427258.970634447, 187464.145029903 427252.06085842, 187469.340555322 427287.786976871, 187470.894365044 427298.471476641, 187472.24218502 427308.162596492, 187474.977035208 427331.329293973, 187475.028355639 427331.764025242, 187475.92960589 427339.398444125, 187476.437949964 427343.70458617, 187477.877283712 427353.887934985, 187480.031436908 427368.59874326, 187481.707525308 427380.044825722, 187482.098165643 427382.712525995, 187485.141325596 427404.56402889, 187486.164760641 427411.890194269, 187486.702382294 427415.738841275, 187492.042239446 427453.965027162, 187494.35439536 427471.713673799, 187499.513881589 427510.899274042, 187500.127921927 427515.562827382, 187500.66594996 427519.834586351, 187502.020949983 427528.842586329, 187502.650140534 427533.025024618, 187502.882949996 427534.572586328, 187501.63701182 427534.736046304, 187497.272950011 427535.308586302, 187497.722779665 427538.299813568, 187497.758782419 427538.539220686, 187498.234949915 427541.705586411, 187499.251949978 427548.463586348, 187495.152241553 427549.001416898, 187489.328166993 427549.765462748, 187485.277949919 427550.296586406, 187485.706374624 427553.144895296, 187488.522949903 427571.872586444, 187492.115388484 427595.755647636, 187495.628591401 427618.812132464, 187497.366000662 427629.663688125, 187498.842416523 427638.887325011, 187499.174949964 427640.964586447, 187502.104305225 427640.57063867, 187505.264949961 427640.14558645, 187510.120697291 427639.492376776, 187511.092949988 427639.361586428, 187511.907415417 427644.780914068, 187512.080949993 427645.935586431, 187513.806854751 427645.709211989, 187521.61912724 427644.684532722, 187529.269639876 427643.68107032, 187529.509878599 427645.849523951, 187530.496816774 427653.742176951, 187539.648693421 427652.542289287, 187546.838950014 427651.599586438, 187547.295950028 427649.807586428, 187548.781950032 427649.571586419, 187548.788950048 427649.618586404, 187548.959078888 427651.447565995, 187550.139949973 427664.1425865, 187548.728352148 427665.557640139, 187536.61767892 427671.986311392, 187523.352949992 427679.027586469, 187511.439617183 427680.699429025, 187508.630949943 427681.093586513, 187505.49294991 427681.534586546, 187505.760116059 427683.394734493, 187507.112208588 427692.808697091, 187507.478050209 427695.35587435, 187508.937303844 427705.139836437, 187510.45423553 427714.412905742, 187511.945644592 427723.529954127, 187517.391950049 427758.881586474))"
GEO_IND_WIJKDELEN.245,245,10,Nije Veld,10_04,5,Nijmegen-Midden,N-Midden,2020-01-24,2023-02-01,"POLYGON ((187212.328949655 427045.88258602, 187212.620514438 427048.965109908, 187212.950949702 427052.458585972, 187213.922782605 427052.299597758, 187222.015949702 427050.975585983, 187222.55494971 427054.168585974, 187229.963310552 427052.936643245, 187233.19894968 427052.398586017, 187234.054949721 427057.193585976, 187243.434094511 427055.564927214, 187253.23494973 427053.863585979, 187257.800041449 427053.113028244, 187256.470949734 427044.682585973, 187257.428949728 427044.549585978, 187263.736949751 427044.076585959, 187263.989949759 427044.057585952, 187270.994949782 427043.531585933, 187279.493949787 427042.893585931, 187286.142949808 427042.394585915, 187295.18294984 427041.716585883, 187302.253949834 427041.186585904, 187303.990208402 427041.056366516, 187309.333949801 427040.655585941, 187310.220949771 427045.517585981, 187311.519992328 427045.418366316, 187315.876949804 427045.085585949, 187319.383255025 427044.818028285, 187321.000949842 427044.694585911, 187328.012949834 427044.159585924, 187335.222949806 427043.609585959, 187342.458949832 427043.057585942, 187349.453949753 427042.523586034, 187356.837949827 427041.960585957, 187364.288949918 427041.392585862, 187373.283949798 427040.706585998, 187381.44994988 427040.083585923, 187387.401949798 427039.629586018, 187393.306949917 427039.179585885, 187396.931588867 427038.902914059, 187399.411949855 427038.713585963, 187403.886781576 427038.366895579, 187407.191027045 427038.172407288, 187409.67794988 427037.930585942, 187411.60094989 427037.78558593, 187411.934949859 427040.415585973, 187412.728949887 427046.660585944, 187413.532949887 427052.989585953, 187414.972949873 427064.317585976, 187415.150451236 427065.488052585, 187412.605568027 427065.813494558, 187414.375688591 427077.700496184, 187416.032231728 427089.166373192, 187417.457713309 427100.329759879, 187417.946893917 427104.748779475, 187420.181673632 427104.447497885, 187427.076386579 427103.517987921, 187431.375913681 427132.016666844, 187432.407622912 427138.855174765, 187486.465811755 427130.816573281, 187493.299812624 427180.110684127, 187334.79 427192.21, 187193.81 427208.51, 187193.81 427208.51, 187078.55 427226.1, 187063.349827938 427228.419915764, 187062.745208368 427228.512195408, 187047.257090436 427132.120562839, 187060.841949532 427129.878586093, 187067.635469265 427128.757899492, 187074.056949606 427127.69858602, 187072.736095941 427119.561924925, 187072.495949514 427118.082586111, 187073.359287907 427117.93837689, 187077.924678725 427117.175788962, 187083.323420809 427116.274000765, 187084.205949576 427116.126586053, 187083.616327393 427112.545498581, 187083.185949528 427109.931586097, 187093.392949643 427108.235585979, 187098.823949562 427107.332586074, 187103.203949708 427106.604585911, 187109.594949615 427105.542586024, 187114.787949691 427104.67958594, 187120.530949715 427103.724585917, 187123.821787693 427103.177814758, 187130.521949603 427102.06458605, 187128.278267804 427088.493809546, 187122.408949611 427052.993585992, 187123.16651465 427052.862136347, 187124.817949629 427052.575585972, 187126.932751764 427052.208453205, 187129.143949616 427051.824585996, 187128.942523907 427049.986030045, 187128.728949679 427048.036585915, 187130.471099892 427047.734537777, 187131.808949718 427047.502585878, 187131.310949646 427044.462585953, 187132.72255661 427044.217326082, 187134.159949596 427043.967586016, 187134.048949644 427042.954585958, 187139.769949652 427041.961585956, 187145.186949659 427041.02058595, 187145.331949612 427040.995586003, 187150.966949637 427040.016585983, 187161.742392176 427038.145707434, 187163.614949644 427037.820585978, 187163.022885343 427033.961711266, 187167.510955649 427033.214775574, 187174.663949682 427032.293585946, 187184.035439975 427030.760725531, 187188.425949733 427030.042585894, 187191.125711156 427029.60070382, 187192.714949623 427029.340586024, 187192.847949711 427030.318585922, 187197.943949686 427029.484585955, 187198.496949714 427035.326585937, 187199.09094964 427041.607586024, 187199.210949676 427042.874585983, 187203.16556419 427042.520376594, 187205.585949674 427042.303585991, 187205.857298726 427045.173288511, 187206.021949731 427046.914585932, 187209.780542652 427046.299576003, 187212.328949655 427045.88258602))"
GEO_IND_WIJKDELEN.246,246,10,Nije Veld,10_01,5,Nijmegen-Midden,N-Midden,2020-01-24,2023-02-01,"POLYGON ((186855.05 427577.35, 186855.049999999 427577.35, 186830.19 427582.45, 186830.19 427582.45, 186760.03 427540.52, 186708.37 427509.65, 186639.04 427469.21, 186554.56 427419.93, 186601.226447303 427346.108220164, 186601.761938889 427345.261124568, 186610.48 427331.47, 186638.75 427286.74, 186661.08 427283.08, 186693.47 427277.77, 186749.96 427271.61, 186807.46 427267.48, 186807.46 427267.48, 186819.93 427348.66, 186838.96 427472.58, 186855.05 427577.35))"
GEO_IND_WIJKDELEN.247,247,10,Nije Veld,10_02,5,Nijmegen-Midden,N-Midden,2020-01-24,2023-02-01,"POLYGON ((186559.348879618 427124.320068807, 186568.945200364 427123.013312712, 186597.151090066 427119.172442939, 186610.572534965 427117.222628429, 186616.666998121 427116.337248888, 186619.23361153 427115.964381427, 186639.186549036 427123.309021002, 186656.568862692 427107.762867239, 186676.083880126 427110.672757968, 186678.150635008 427096.401834062, 186678.907949249 427091.172586021, 186679.006949279 427089.172585987, 186678.776949269 427087.417586, 186678.251949248 427086.526586018, 186677.398949241 427085.73058603, 186676.237949248 427085.193586018, 186675.544949237 427085.131586023, 186686.067674263 427083.613949846, 186697.482949307 427081.96758597, 186696.515949287 427082.459585989, 186696.065949315 427082.898585957, 186695.531949329 427083.482585938, 186695.114949279 427084.102586001, 186694.924949284 427084.869585996, 186694.297158123 427089.346498, 186693.690479883 427093.672849273, 186695.862684407 427093.440820072, 186710.284107177 427091.852788862, 186711.029541516 427097.044569352, 186713.153949304 427111.84058601, 186723.341949318 427113.467586008, 186720.918949266 427095.59258605, 186724.121619036 427095.147871192, 186725.347949325 427094.977585981, 186729.582949331 427094.389585981, 186734.027949343 427093.772585972, 186738.176949273 427093.196586055, 186751.375949282 427091.363586056, 186749.047949276 427079.438586047, 186748.619949281 427078.394586043, 186747.384949246 427076.787586078, 186746.296949319 427075.936585994, 186744.381949366 427075.799585942, 186754.496402171 427074.237792283, 186771.12 427190.41, 186776.08 427225.08, 186781.15 427231.21, 186807.46 427267.48, 186807.46 427267.48, 186749.96 427271.61, 186693.47 427277.77, 186661.08 427283.08, 186638.75 427286.74, 186610.48 427331.47, 186601.761938889 427345.261124568, 186592.032 427278.356, 186579.362 427260.081, 186578.421 427253.732, 186566.528 427173.52, 186559.348879618 427124.320068807))"
GEO_IND_WIJKDELEN.248,248,23,Heseveld,23_10,4,Nijmegen-Nieuw-West,N-Nieuw-West,2020-01-24,2023-02-01,"POLYGON ((185812.260101847 427000.433256317, 185815.274665454 427002.1990252, 185843.993598787 427019.40329187, 185865.888654943 427032.363165125, 185866.887465454 427032.949958533, 185907.009129959 427056.70573492, 185924.165470585 427066.863892527, 185946.638307688 427080.169913092, 185980.166291386 427100.021613989, 185987.041289155 427104.092255417, 186024.081581894 427126.023571638, 186047.601496662 427139.949560069, 186075.766485052 427156.625866357, 186135.539407624 427192.017024727, 186166.775270068 427210.511575554, 186210.257657723 427236.257214238, 186278.505003734 427276.666023559, 186304.733248642 427292.19559664, 186327.899432319 427305.912143194, 186329.840870159 427307.061655902, 186359.019151994 427324.337926643, 186386.635672402 427341.327330341, 186381.270948957 427349.446586302, 186357.945949007 427380.988586246, 186355.864949013 427379.066586237, 186351.615948992 427375.142586252, 186347.460949087 427371.305586138, 186343.60494894 427367.7445863, 186343.102948975 427367.448586257, 186340.033949007 427372.703586225, 186336.802948988 427378.238586244, 186334.57294895 427376.923586286, 186329.39894905 427382.277586175, 186324.865948943 427378.03658629, 186318.100948998 427385.101586225, 186322.589949025 427389.3235862, 186325.30345962 427391.875871784, 186323.588047683 427394.17627702, 186321.590948963 427397.362586274, 186293.374948945 427439.075586306, 186292.32894901 427438.455586234, 186284.530948953 427433.833586289, 186273.975948951 427427.575586275, 186261.285948942 427449.054586288, 186261.049948866 427449.453586369, 186257.441833801 427455.298732775, 186257.418266553 427455.336911717, 186257.38615803 427455.388927524, 186245.579999986 427448.239999991, 185975.55 427284.73, 185862.27 427215.2, 185796.54 427174.86, 185729.73 427130.84, 185812.260101847 427000.433256317))"
GEO_IND_WIJKDELEN.249,249,16,Hatert,16_08,6,Nijmegen-Zuid,N-Zuid,2020-01-24,2023-02-01,"POLYGON ((185349.272377329 425065.261865574, 185320.54250923 425047.320749368, 185265.591906176 425013.688380409, 185259.33010386 425010.630134419, 185146.743411079 424955.642805724, 185140.772964506 424952.518034451, 185184.09 424886.95, 185079.58 424803.59, 184986.52 424733.33, 184977.55 424728.14, 184977.72 424720.69, 184985.4 424711.61, 185017.58 424671.01, 185046.57 424632.1, 185061.32 424614.3, 185076.83 424593.96, 185102.26 424560.13, 185107.758 424564.369, 185148.248 424512.31, 185148.248000137 424512.310000063, 185161.518439815 424518.41464814, 185375.84 424636.45, 185436.34 424679.87, 185520.46 424749.91, 185602.766839813 424821.744801115, 185594.231948321 424832.659584139, 185566.96194826 424867.607584218, 185586.406948327 424883.77258417, 185592.028948257 424888.510584264, 185598.454948321 424893.926584194, 185605.397948295 424899.77858424, 185618.562948341 424910.874584208, 185627.767948398 424918.632584152, 185637.004948394 424926.416584172, 185641.784948365 424930.445584219, 185646.862948388 424934.725584202, 185652.173948351 424939.201584252, 185656.786948407 424943.088584189, 185658.907551517 424944.875817392, 185663.8859484 424949.071584213, 185671.181948422 424955.220584197, 185679.239948424 424962.01158421, 185685.670948394 424967.432584259, 185692.901948382 424973.526584289, 185700.225948455 424979.699584209, 185640.36294835 425042.09158433, 185600.306379159 425007.01656598, 185576.650132121 425037.187291874, 185575.377268928 425038.331577028, 185558.938948294 425026.672584303, 185545.988627621 425042.88455527, 185537.148948191 425053.950584432, 185509.276384744 425088.842854856, 185508.095948293 425090.320584307, 185452.646948158 425046.239584385, 185442.402665455 425037.593691869, 185420.042291546 425067.592516757, 185406.84393149 425085.383098837, 185405.982367667 425090.584887282, 185404.203869452 425088.941740986, 185397.378415276 425098.142035736, 185349.272377329 425065.261865574))"
GEO_IND_WIJKDELEN.250,250,15,Grootstal,15_02,6,Nijmegen-Zuid,N-Zuid,2020-01-24,2023-02-01,"POLYGON ((186580.26 424896.63, 186608 425008, 186616.17 425039.94, 186540.88 425059.95, 186501.22 425070.49, 186380.82 425102.5, 186254.7 425135.98, 186254.699999988 425135.979999961, 186245.32 425105.09, 186229.79 425040.32, 186204.68 424940.38, 186204.680000002 424940.38, 186329.41 424907.79, 186449.37 424876.44, 186567.24 424845.63, 186567.24 424845.63, 186580.26 424896.63))"
