PC4,versie,jaar,lbm,afw,fys,onv,soc,vrz,won
1011,Leefbaarometer 1.0,2002,4.216484120900081,0.11421926975639664,NA,NA,NA,NA,NA
1011,Leefbaarometer 1.0,2008,4.341846071116741,0.239581219973056,NA,NA,NA,NA,NA
1011,Leefbaarometer 2.0,2012,4.357284188512217,0.25501933736853205,NA,NA,NA,NA,NA
1011,Leefbaarometer 3.0,2014,4.3321922994307975,0.22992744828711204,-0.00693275309148697,-0.1288870752756942,-0.06472883900754467,0.43673285787780364,-0.006256742215966049
1011,Leefbaarometer 2.0,2016,4.331510713127211,0.22924586198352598,NA,NA,NA,NA,NA
1011,Leefbaarometer 3.0,2018,4.328121413998076,0.22585656285439093,-0.009826173343339184,-0.15542283269339724,-0.07368106641678059,0.4474971089271273,0.01728952638078037
1011,Leefbaarometer 3.0,2020,4.354957027143395,0.25269217599970967,-0.004457267716228333,-0.16222836365407514,-0.07595066119035976,0.4830276027083633,0.0123008658520093
1012,Leefbaarometer 1.0,2002,4.234219525059081,0.131954673915396,NA,NA,NA,NA,NA
1012,Leefbaarometer 1.0,2008,4.3648313259226885,0.26256647477900363,NA,NA,NA,NA,NA
1012,Leefbaarometer 2.0,2012,4.423834060954421,0.32156920981073633,NA,NA,NA,NA,NA
1012,Leefbaarometer 3.0,2014,4.340839516652142,0.23857466550845718,0.008132132018877244,-0.21506677759831644,-0.06154628310916608,0.5147671739381066,-0.007711579741044377
1012,Leefbaarometer 2.0,2016,4.378215100209891,0.27595024906620547,NA,NA,NA,NA,NA
1012,Leefbaarometer 3.0,2018,4.36772276092281,0.2654579097791247,0.0024882404119944417,-0.2516486783716126,-0.06750042905918811,0.5578475890717952,0.024271187726135443
1012,Leefbaarometer 3.0,2020,4.411098366072614,0.30883351492892847,0.020867592637082735,-0.2592527337209137,-0.07231893016547701,0.6026119665855495,0.016925619592686646
1013,Leefbaarometer 1.0,2002,4.056385294201815,-0.04587955694187069,NA,NA,NA,NA,NA
1013,Leefbaarometer 1.0,2008,4.180665002302295,0.07840015115860968,NA,NA,NA,NA,NA
1013,Leefbaarometer 2.0,2012,4.244341311570454,0.1420764604267692,NA,NA,NA,NA,NA
1013,Leefbaarometer 3.0,2014,4.224136543555171,0.12187169241148581,-0.028220725232201784,-0.09081500623294159,-0.08249020722337382,0.35295512526992423,-0.02955749416992151
1013,Leefbaarometer 2.0,2016,4.279958269873049,0.17769341872936423,NA,NA,NA,NA,NA
