FID,pointid,nap_05_10,nap_10_15,nap_15_20,nap_20_30,nap_30_40,se_anno_cad_data,gdb_geomattr_data,shape
dominant_bodemtype_op_15m_20m_nap.510,78700,klei,klei,zand,zand,keileem,,,"POLYGON ((153500 517750, 153250 517750, 153250 518000, 153500 518000, 153500 517750))"
dominant_bodemtype_op_15m_20m_nap.511,78710,zand,zand,klei,zand,zand,,,"POLYGON ((156000 517750, 155750 517750, 155750 518000, 156000 518000, 156000 517750))"
dominant_bodemtype_op_15m_20m_nap.512,78711,zand,zand,klei,zand,zand,,,"POLYGON ((156250 517750, 156000 517750, 156000 518000, 156250 518000, 156250 517750))"
dominant_bodemtype_op_15m_20m_nap.513,78716,zand,zand,zand,zand,zand,,,"POLYGON ((157500 517750, 157250 517750, 157250 518000, 157500 518000, 157500 517750))"
dominant_bodemtype_op_15m_20m_nap.514,78720,zand,zand,zand,zand,zand,,,"POLYGON ((158500 517750, 158250 517750, 158250 518000, 158500 518000, 158500 517750))"
dominant_bodemtype_op_15m_20m_nap.515,78724,zand,zand,zand,zand,zand,,,"POLYGON ((159500 517750, 159250 517750, 159250 518000, 159500 518000, 159500 517750))"
dominant_bodemtype_op_15m_20m_nap.516,78729,klei,zand,zand,zand,zand,,,"POLYGON ((160750 517750, 160500 517750, 160500 518000, 160750 518000, 160750 517750))"
dominant_bodemtype_op_15m_20m_nap.517,78730,klei,zand,zand,zand,zand,,,"POLYGON ((161000 517750, 160750 517750, 160750 518000, 161000 518000, 161000 517750))"
dominant_bodemtype_op_15m_20m_nap.518,78734,klei,zand,middelgrof zand,fijn zand,fijn zand,,,"POLYGON ((162000 517750, 161750 517750, 161750 518000, 162000 518000, 162000 517750))"
dominant_bodemtype_op_15m_20m_nap.519,78743,klei,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((164250 517750, 164000 517750, 164000 518000, 164250 518000, 164250 517750))"
dominant_bodemtype_op_15m_20m_nap.520,78748,klei,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((165500 517750, 165250 517750, 165250 518000, 165500 518000, 165500 517750))"
dominant_bodemtype_op_15m_20m_nap.521,78753,klei,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((166750 517750, 166500 517750, 166500 518000, 166750 518000, 166750 517750))"
dominant_bodemtype_op_15m_20m_nap.522,78756,klei,klei,fijn zand,fijn zand,fijn zand,,,"POLYGON ((167500 517750, 167250 517750, 167250 518000, 167500 518000, 167500 517750))"
dominant_bodemtype_op_15m_20m_nap.523,78759,keileem,keileem,fijn zand,fijn zand,fijn zand,,,"POLYGON ((168250 517750, 168000 517750, 168000 518000, 168250 518000, 168250 517750))"
dominant_bodemtype_op_15m_20m_nap.524,79020,klei,leem,middelgrof zand,leem,leem,,,"POLYGON ((144250 517500, 144000 517500, 144000 517750, 144250 517750, 144250 517500))"
dominant_bodemtype_op_15m_20m_nap.525,79026,klei,leem,middelgrof zand,middelgrof zand,fijn zand,,,"POLYGON ((145750 517500, 145500 517500, 145500 517750, 145750 517750, 145750 517500))"
dominant_bodemtype_op_15m_20m_nap.526,79029,klei,klei,middelgrof zand,middelgrof zand,fijn zand,,,"POLYGON ((146500 517500, 146250 517500, 146250 517750, 146500 517750, 146500 517500))"
dominant_bodemtype_op_15m_20m_nap.527,79032,klei,klei,middelgrof zand,leem,fijn zand,,,"POLYGON ((147250 517500, 147000 517500, 147000 517750, 147250 517750, 147250 517500))"
dominant_bodemtype_op_15m_20m_nap.528,79045,klei,klei,zand,zand,zand,,,"POLYGON ((150500 517500, 150250 517500, 150250 517750, 150500 517750, 150500 517500))"
dominant_bodemtype_op_15m_20m_nap.529,79047,klei,klei,zand,zand,zand,,,"POLYGON ((151000 517500, 150750 517500, 150750 517750, 151000 517750, 151000 517500))"
dominant_bodemtype_op_15m_20m_nap.530,79048,veen,klei,zand,zand,zand,,,"POLYGON ((151250 517500, 151000 517500, 151000 517750, 151250 517750, 151250 517500))"
dominant_bodemtype_op_15m_20m_nap.531,79049,klei,klei,zand,zand,zand,,,"POLYGON ((151500 517500, 151250 517500, 151250 517750, 151500 517750, 151500 517500))"
dominant_bodemtype_op_15m_20m_nap.532,79061,klei,klei,zand,keileem,zand,,,"POLYGON ((154500 517500, 154250 517500, 154250 517750, 154500 517750, 154500 517500))"
dominant_bodemtype_op_15m_20m_nap.533,79068,klei,zand,klei,zand,zand,,,"POLYGON ((156250 517500, 156000 517500, 156000 517750, 156250 517750, 156250 517500))"
dominant_bodemtype_op_15m_20m_nap.534,79077,zand,zand,zand,zand,zand,,,"POLYGON ((158500 517500, 158250 517500, 158250 517750, 158500 517750, 158500 517500))"
dominant_bodemtype_op_15m_20m_nap.535,79078,zand,zand,zand,zand,zand,,,"POLYGON ((158750 517500, 158500 517500, 158500 517750, 158750 517750, 158750 517500))"
dominant_bodemtype_op_15m_20m_nap.536,79080,klei,zand,zand,zand,zand,,,"POLYGON ((159250 517500, 159000 517500, 159000 517750, 159250 517750, 159250 517500))"
dominant_bodemtype_op_15m_20m_nap.537,79081,klei,zand,zand,zand,zand,,,"POLYGON ((159500 517500, 159250 517500, 159250 517750, 159500 517750, 159500 517500))"
dominant_bodemtype_op_15m_20m_nap.538,79089,klei,zand,zand,zand,zand,,,"POLYGON ((161500 517500, 161250 517500, 161250 517750, 161500 517750, 161500 517500))"
dominant_bodemtype_op_15m_20m_nap.539,79091,klei,zand,middelgrof zand,fijn zand,fijn zand,,,"POLYGON ((162000 517500, 161750 517500, 161750 517750, 162000 517750, 162000 517500))"
dominant_bodemtype_op_15m_20m_nap.540,79093,veen,zand,fijn zand,middelgrof zand,grof zand,,,"POLYGON ((162500 517500, 162250 517500, 162250 517750, 162500 517750, 162500 517500))"
dominant_bodemtype_op_15m_20m_nap.541,79094,veen,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((162750 517500, 162500 517500, 162500 517750, 162750 517750, 162750 517500))"
dominant_bodemtype_op_15m_20m_nap.542,79096,veen,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((163250 517500, 163000 517500, 163000 517750, 163250 517750, 163250 517500))"
dominant_bodemtype_op_15m_20m_nap.543,79126,veen,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((170750 517500, 170500 517500, 170500 517750, 170750 517750, 170750 517500))"
dominant_bodemtype_op_15m_20m_nap.544,79227,zand,zand,zand,zand,zand,,,"POLYGON ((196000 517500, 195750 517500, 195750 517750, 196000 517750, 196000 517500))"
dominant_bodemtype_op_15m_20m_nap.545,79372,klei,klei,klei,leem,leem,,,"POLYGON ((143000 517250, 142750 517250, 142750 517500, 143000 517500, 143000 517250))"
dominant_bodemtype_op_15m_20m_nap.546,79381,klei,klei,middelgrof zand,middelgrof zand,fijn zand,,,"POLYGON ((145250 517250, 145000 517250, 145000 517500, 145250 517500, 145250 517250))"
dominant_bodemtype_op_15m_20m_nap.547,79403,klei,klei,zand,zand,zand,,,"POLYGON ((150750 517250, 150500 517250, 150500 517500, 150750 517500, 150750 517250))"
dominant_bodemtype_op_15m_20m_nap.548,79410,klei,klei,zand,zand,zand,,,"POLYGON ((152500 517250, 152250 517250, 152250 517500, 152500 517500, 152500 517250))"
dominant_bodemtype_op_15m_20m_nap.549,32268,zand,zand,zand,zand,zand,,,"POLYGON ((148000 550250, 147750 550250, 147750 550500, 148000 550500, 148000 550250))"
dominant_bodemtype_op_15m_20m_nap.550,32270,klei,zand,zand,zand,zand,,,"POLYGON ((148500 550250, 148250 550250, 148250 550500, 148500 550500, 148500 550250))"
dominant_bodemtype_op_15m_20m_nap.551,32291,zand,klei,zand,zand,zand,,,"POLYGON ((153750 550250, 153500 550250, 153500 550500, 153750 550500, 153750 550250))"
dominant_bodemtype_op_15m_20m_nap.552,32292,zand,klei,zand,zand,zand,,,"POLYGON ((154000 550250, 153750 550250, 153750 550500, 154000 550500, 154000 550250))"
dominant_bodemtype_op_15m_20m_nap.553,32296,klei,klei,zand,zand,zand,,,"POLYGON ((155000 550250, 154750 550250, 154750 550500, 155000 550500, 155000 550250))"
dominant_bodemtype_op_15m_20m_nap.554,32297,klei,klei,zand,zand,zand,,,"POLYGON ((155250 550250, 155000 550250, 155000 550500, 155250 550500, 155250 550250))"
dominant_bodemtype_op_15m_20m_nap.555,32298,klei,klei,zand,zand,zand,,,"POLYGON ((155500 550250, 155250 550250, 155250 550500, 155500 550500, 155500 550250))"
dominant_bodemtype_op_15m_20m_nap.556,32578,zand,leem,zand,zand,zand,,,"POLYGON ((136250 550000, 136000 550000, 136000 550250, 136250 550250, 136250 550000))"
dominant_bodemtype_op_15m_20m_nap.557,32580,zand,zand,zand,zand,zand,,,"POLYGON ((136750 550000, 136500 550000, 136500 550250, 136750 550250, 136750 550000))"
dominant_bodemtype_op_15m_20m_nap.558,32587,zand,zand,zand,zand,zand,,,"POLYGON ((138500 550000, 138250 550000, 138250 550250, 138500 550250, 138500 550000))"
dominant_bodemtype_op_15m_20m_nap.559,32593,zand,zand,zand,zand,zand,,,"POLYGON ((140000 550000, 139750 550000, 139750 550250, 140000 550250, 140000 550000))"
dominant_bodemtype_op_15m_20m_nap.560,32600,zand,leem,zand,zand,zand,,,"POLYGON ((141750 550000, 141500 550000, 141500 550250, 141750 550250, 141750 550000))"
dominant_bodemtype_op_15m_20m_nap.561,32612,zand,zand,zand,zand,zand,,,"POLYGON ((144750 550000, 144500 550000, 144500 550250, 144750 550250, 144750 550000))"
dominant_bodemtype_op_15m_20m_nap.562,32622,zand,zand,zand,zand,zand,,,"POLYGON ((147250 550000, 147000 550000, 147000 550250, 147250 550250, 147250 550000))"
dominant_bodemtype_op_15m_20m_nap.563,32644,klei,klei,zand,zand,zand,,,"POLYGON ((152750 550000, 152500 550000, 152500 550250, 152750 550250, 152750 550000))"
dominant_bodemtype_op_15m_20m_nap.564,32649,klei,klei,zand,zand,zand,,,"POLYGON ((154000 550000, 153750 550000, 153750 550250, 154000 550250, 154000 550000))"
dominant_bodemtype_op_15m_20m_nap.565,32654,klei,klei,zand,zand,zand,,,"POLYGON ((155250 550000, 155000 550000, 155000 550250, 155250 550250, 155250 550000))"
dominant_bodemtype_op_15m_20m_nap.566,32655,klei,klei,zand,zand,zand,,,"POLYGON ((155500 550000, 155250 550000, 155250 550250, 155500 550250, 155500 550000))"
dominant_bodemtype_op_15m_20m_nap.567,32918,zand,zand,zand,zand,zand,,,"POLYGON ((132000 549750, 131750 549750, 131750 550000, 132000 550000, 132000 549750))"
dominant_bodemtype_op_15m_20m_nap.568,32923,zand,klei,zand,zand,zand,,,"POLYGON ((133250 549750, 133000 549750, 133000 550000, 133250 550000, 133250 549750))"
dominant_bodemtype_op_15m_20m_nap.569,32939,zand,zand,zand,zand,zand,,,"POLYGON ((137250 549750, 137000 549750, 137000 550000, 137250 550000, 137250 549750))"
dominant_bodemtype_op_15m_20m_nap.570,32963,zand,zand,zand,zand,zand,,,"POLYGON ((143250 549750, 143000 549750, 143000 550000, 143250 550000, 143250 549750))"
dominant_bodemtype_op_15m_20m_nap.571,32967,zand,zand,zand,zand,zand,,,"POLYGON ((144250 549750, 144000 549750, 144000 550000, 144250 550000, 144250 549750))"
dominant_bodemtype_op_15m_20m_nap.572,32976,zand,zand,zand,zand,zand,,,"POLYGON ((146500 549750, 146250 549750, 146250 550000, 146500 550000, 146500 549750))"
dominant_bodemtype_op_15m_20m_nap.573,32981,zand,zand,zand,zand,zand,,,"POLYGON ((147750 549750, 147500 549750, 147500 550000, 147750 550000, 147750 549750))"
dominant_bodemtype_op_15m_20m_nap.574,32989,leem,zavel,zavel,zand,zand,,,"POLYGON ((149750 549750, 149500 549750, 149500 550000, 149750 550000, 149750 549750))"
dominant_bodemtype_op_15m_20m_nap.575,32995,klei,zand,zand,zand,zand,,,"POLYGON ((151250 549750, 151000 549750, 151000 550000, 151250 550000, 151250 549750))"
dominant_bodemtype_op_15m_20m_nap.576,33001,klei,klei,zand,zand,zand,,,"POLYGON ((152750 549750, 152500 549750, 152500 550000, 152750 550000, 152750 549750))"
dominant_bodemtype_op_15m_20m_nap.577,33004,klei,klei,zand,zand,zand,,,"POLYGON ((153500 549750, 153250 549750, 153250 550000, 153500 550000, 153500 549750))"
dominant_bodemtype_op_15m_20m_nap.578,33010,klei,klei,zand,zand,zand,,,"POLYGON ((155000 549750, 154750 549750, 154750 550000, 155000 550000, 155000 549750))"
dominant_bodemtype_op_15m_20m_nap.579,33012,klei,klei,zand,zand,zand,,,"POLYGON ((155500 549750, 155250 549750, 155250 550000, 155500 550000, 155500 549750))"
dominant_bodemtype_op_15m_20m_nap.580,33280,zand,klei,zand,zand,zand,,,"POLYGON ((133250 549500, 133000 549500, 133000 549750, 133250 549750, 133250 549500))"
dominant_bodemtype_op_15m_20m_nap.581,33288,zand,leem,zand,zand,zand,,,"POLYGON ((135250 549500, 135000 549500, 135000 549750, 135250 549750, 135250 549500))"
dominant_bodemtype_op_15m_20m_nap.582,33312,zand,leem,zand,zand,zand,,,"POLYGON ((141250 549500, 141000 549500, 141000 549750, 141250 549750, 141250 549500))"
dominant_bodemtype_op_15m_20m_nap.583,33342,zand,zand,zand,zand,zand,,,"POLYGON ((148750 549500, 148500 549500, 148500 549750, 148750 549750, 148750 549500))"
dominant_bodemtype_op_15m_20m_nap.584,33345,leem,zavel,zavel,zand,zand,,,"POLYGON ((149500 549500, 149250 549500, 149250 549750, 149500 549750, 149500 549500))"
dominant_bodemtype_op_15m_20m_nap.585,33348,leem,zavel,zavel,zand,zand,,,"POLYGON ((150250 549500, 150000 549500, 150000 549750, 150250 549750, 150250 549500))"
dominant_bodemtype_op_15m_20m_nap.586,33361,klei,klei,zand,zand,zand,,,"POLYGON ((153500 549500, 153250 549500, 153250 549750, 153500 549750, 153500 549500))"
dominant_bodemtype_op_15m_20m_nap.587,33362,klei,klei,zand,zand,zand,,,"POLYGON ((153750 549500, 153500 549500, 153500 549750, 153750 549750, 153750 549500))"
dominant_bodemtype_op_15m_20m_nap.588,33365,klei,klei,zand,zand,zand,,,"POLYGON ((154500 549500, 154250 549500, 154250 549750, 154500 549750, 154500 549500))"
dominant_bodemtype_op_15m_20m_nap.589,33631,zand,zand,zand,zand,zand,,,"POLYGON ((131750 549250, 131500 549250, 131500 549500, 131750 549500, 131750 549250))"
dominant_bodemtype_op_15m_20m_nap.590,51192,zand,zand,zand,zand,zand,,,"POLYGON ((148750 537000, 148500 537000, 148500 537250, 148750 537250, 148750 537000))"
dominant_bodemtype_op_15m_20m_nap.591,49784,klei,zand,zand,zand,zand,,,"POLYGON ((153750 538000, 153500 538000, 153500 538250, 153750 538250, 153750 538000))"
dominant_bodemtype_op_15m_20m_nap.592,49786,klei,zand,zand,zand,zand,,,"POLYGON ((154250 538000, 154000 538000, 154000 538250, 154250 538250, 154250 538000))"
dominant_bodemtype_op_15m_20m_nap.593,49787,klei,zand,zand,zand,zand,,,"POLYGON ((154500 538000, 154250 538000, 154250 538250, 154500 538250, 154500 538000))"
dominant_bodemtype_op_15m_20m_nap.594,49790,zand,zand,zand,zand,zand,,,"POLYGON ((155250 538000, 155000 538000, 155000 538250, 155250 538250, 155250 538000))"
dominant_bodemtype_op_15m_20m_nap.595,49792,zand,zand,zand,zand,zand,,,"POLYGON ((155750 538000, 155500 538000, 155500 538250, 155750 538250, 155750 538000))"
dominant_bodemtype_op_15m_20m_nap.596,49797,zand,zand,zand,zand,zand,,,"POLYGON ((157000 538000, 156750 538000, 156750 538250, 157000 538250, 157000 538000))"
dominant_bodemtype_op_15m_20m_nap.597,49825,zand,zand,zand,zand,zand,,,"POLYGON ((164000 538000, 163750 538000, 163750 538250, 164000 538250, 164000 538000))"
dominant_bodemtype_op_15m_20m_nap.598,49831,zand,zand,zand,zand,zand,,,"POLYGON ((165500 538000, 165250 538000, 165250 538250, 165500 538250, 165500 538000))"
dominant_bodemtype_op_15m_20m_nap.599,50079,zand,zand,zand,zand,zand,,,"POLYGON ((138250 537750, 138000 537750, 138000 538000, 138250 538000, 138250 537750))"
dominant_bodemtype_op_15m_20m_nap.600,50082,klei,zand,veen,zand,zand,,,"POLYGON ((139000 537750, 138750 537750, 138750 538000, 139000 538000, 139000 537750))"
dominant_bodemtype_op_15m_20m_nap.601,50083,klei,zand,veen,zand,zand,,,"POLYGON ((139250 537750, 139000 537750, 139000 538000, 139250 538000, 139250 537750))"
dominant_bodemtype_op_15m_20m_nap.602,50085,klei,zand,veen,zand,zand,,,"POLYGON ((139750 537750, 139500 537750, 139500 538000, 139750 538000, 139750 537750))"
dominant_bodemtype_op_15m_20m_nap.603,50088,klei,zand,veen,zand,zand,,,"POLYGON ((140500 537750, 140250 537750, 140250 538000, 140500 538000, 140500 537750))"
dominant_bodemtype_op_15m_20m_nap.604,50089,klei,zand,veen,zand,zand,,,"POLYGON ((140750 537750, 140500 537750, 140500 538000, 140750 538000, 140750 537750))"
dominant_bodemtype_op_15m_20m_nap.605,50090,klei,zand,veen,zand,zand,,,"POLYGON ((141000 537750, 140750 537750, 140750 538000, 141000 538000, 141000 537750))"
dominant_bodemtype_op_15m_20m_nap.606,50100,zand,zand,zand,zand,zand,,,"POLYGON ((143500 537750, 143250 537750, 143250 538000, 143500 538000, 143500 537750))"
dominant_bodemtype_op_15m_20m_nap.607,50105,klei,zand,zand,zand,zand,,,"POLYGON ((144750 537750, 144500 537750, 144500 538000, 144750 538000, 144750 537750))"
dominant_bodemtype_op_15m_20m_nap.608,50117,zand,zand,zand,zand,zand,,,"POLYGON ((147750 537750, 147500 537750, 147500 538000, 147750 538000, 147750 537750))"
dominant_bodemtype_op_15m_20m_nap.609,50120,zand,zand,zand,zand,zand,,,"POLYGON ((148500 537750, 148250 537750, 148250 538000, 148500 538000, 148500 537750))"
dominant_bodemtype_op_15m_20m_nap.610,50121,zand,zand,zand,zand,zand,,,"POLYGON ((148750 537750, 148500 537750, 148500 538000, 148750 538000, 148750 537750))"
dominant_bodemtype_op_15m_20m_nap.611,50129,klei,klei,leem,zand,zand,,,"POLYGON ((150750 537750, 150500 537750, 150500 538000, 150750 538000, 150750 537750))"
dominant_bodemtype_op_15m_20m_nap.612,50139,zand,zand,zand,zand,zand,,,"POLYGON ((153250 537750, 153000 537750, 153000 538000, 153250 538000, 153250 537750))"
dominant_bodemtype_op_15m_20m_nap.613,50144,zand,zand,zand,zand,zand,,,"POLYGON ((154500 537750, 154250 537750, 154250 538000, 154500 538000, 154500 537750))"
dominant_bodemtype_op_15m_20m_nap.614,50150,zand,zand,zand,zand,zand,,,"POLYGON ((156000 537750, 155750 537750, 155750 538000, 156000 538000, 156000 537750))"
dominant_bodemtype_op_15m_20m_nap.615,50157,zand,zand,zand,zand,zand,,,"POLYGON ((157750 537750, 157500 537750, 157500 538000, 157750 538000, 157750 537750))"
dominant_bodemtype_op_15m_20m_nap.616,50166,zand,zand,zand,zand,zand,,,"POLYGON ((160000 537750, 159750 537750, 159750 538000, 160000 538000, 160000 537750))"
dominant_bodemtype_op_15m_20m_nap.617,50167,zand,zand,zand,zand,zand,,,"POLYGON ((160250 537750, 160000 537750, 160000 538000, 160250 538000, 160250 537750))"
dominant_bodemtype_op_15m_20m_nap.618,50171,zand,zand,zand,zand,zand,,,"POLYGON ((161250 537750, 161000 537750, 161000 538000, 161250 538000, 161250 537750))"
dominant_bodemtype_op_15m_20m_nap.619,50184,zand,zand,zand,zand,zand,,,"POLYGON ((164500 537750, 164250 537750, 164250 538000, 164500 538000, 164500 537750))"
dominant_bodemtype_op_15m_20m_nap.620,50189,zand,zand,zand,zand,zand,,,"POLYGON ((165750 537750, 165500 537750, 165500 538000, 165750 538000, 165750 537750))"
dominant_bodemtype_op_15m_20m_nap.621,50195,zand,zand,zand,zand,zand,,,"POLYGON ((167250 537750, 167000 537750, 167000 538000, 167250 538000, 167250 537750))"
dominant_bodemtype_op_15m_20m_nap.622,50435,zand,zand,zand,zand,zand,,,"POLYGON ((138000 537500, 137750 537500, 137750 537750, 138000 537750, 138000 537500))"
dominant_bodemtype_op_15m_20m_nap.623,50440,klei,zand,veen,zand,zand,,,"POLYGON ((139250 537500, 139000 537500, 139000 537750, 139250 537750, 139250 537500))"
dominant_bodemtype_op_15m_20m_nap.624,50446,klei,zand,veen,zand,zand,,,"POLYGON ((140750 537500, 140500 537500, 140500 537750, 140750 537750, 140750 537500))"
dominant_bodemtype_op_15m_20m_nap.625,50452,zand,zand,zand,zand,zand,,,"POLYGON ((142250 537500, 142000 537500, 142000 537750, 142250 537750, 142250 537500))"
dominant_bodemtype_op_15m_20m_nap.626,50454,zand,zand,zand,zand,zand,,,"POLYGON ((142750 537500, 142500 537500, 142500 537750, 142750 537750, 142750 537500))"
dominant_bodemtype_op_15m_20m_nap.627,50463,zand,zand,zand,zand,zand,,,"POLYGON ((145000 537500, 144750 537500, 144750 537750, 145000 537750, 145000 537500))"
dominant_bodemtype_op_15m_20m_nap.628,50467,zand,zand,zand,zand,zand,,,"POLYGON ((146000 537500, 145750 537500, 145750 537750, 146000 537750, 146000 537500))"
dominant_bodemtype_op_15m_20m_nap.629,50472,klei,klei,zand,zand,zand,,,"POLYGON ((147250 537500, 147000 537500, 147000 537750, 147250 537750, 147250 537500))"
dominant_bodemtype_op_15m_20m_nap.630,62322,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((164500 529250, 164250 529250, 164250 529500, 164500 529500, 164500 529250))"
dominant_bodemtype_op_15m_20m_nap.631,62328,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((166000 529250, 165750 529250, 165750 529500, 166000 529500, 166000 529250))"
dominant_bodemtype_op_15m_20m_nap.632,62336,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((168000 529250, 167750 529250, 167750 529500, 168000 529500, 168000 529250))"
dominant_bodemtype_op_15m_20m_nap.633,62584,klei,zand,zand,zand,zand,,,"POLYGON ((140750 529000, 140500 529000, 140500 529250, 140750 529250, 140750 529000))"
dominant_bodemtype_op_15m_20m_nap.634,62586,klei,zand,zand,zand,zand,,,"POLYGON ((141250 529000, 141000 529000, 141000 529250, 141250 529250, 141250 529000))"
dominant_bodemtype_op_15m_20m_nap.635,62588,klei,zand,zand,zand,zand,,,"POLYGON ((141750 529000, 141500 529000, 141500 529250, 141750 529250, 141750 529000))"
dominant_bodemtype_op_15m_20m_nap.636,62609,klei,zand,zand,zand,zand,,,"POLYGON ((147000 529000, 146750 529000, 146750 529250, 147000 529250, 147000 529000))"
dominant_bodemtype_op_15m_20m_nap.637,62616,klei,zand,zand,zand,zand,,,"POLYGON ((148750 529000, 148500 529000, 148500 529250, 148750 529250, 148750 529000))"
dominant_bodemtype_op_15m_20m_nap.638,62628,klei,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((151750 529000, 151500 529000, 151500 529250, 151750 529250, 151750 529000))"
dominant_bodemtype_op_15m_20m_nap.639,62642,zand,zand,fijn zand,klei,fijn zand,,,"POLYGON ((155250 529000, 155000 529000, 155000 529250, 155250 529250, 155250 529000))"
dominant_bodemtype_op_15m_20m_nap.640,62644,zand,zand,fijn zand,klei,fijn zand,,,"POLYGON ((155750 529000, 155500 529000, 155500 529250, 155750 529250, 155750 529000))"
dominant_bodemtype_op_15m_20m_nap.641,62652,klei,zand,fijn zand,klei,fijn zand,,,"POLYGON ((157750 529000, 157500 529000, 157500 529250, 157750 529250, 157750 529000))"
dominant_bodemtype_op_15m_20m_nap.642,62653,klei,zand,fijn zand,klei,fijn zand,,,"POLYGON ((158000 529000, 157750 529000, 157750 529250, 158000 529250, 158000 529000))"
dominant_bodemtype_op_15m_20m_nap.643,62662,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((160250 529000, 160000 529000, 160000 529250, 160250 529250, 160250 529000))"
dominant_bodemtype_op_15m_20m_nap.644,62675,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((163500 529000, 163250 529000, 163250 529250, 163500 529250, 163500 529000))"
dominant_bodemtype_op_15m_20m_nap.645,62678,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((164250 529000, 164000 529000, 164000 529250, 164250 529250, 164250 529000))"
dominant_bodemtype_op_15m_20m_nap.646,62683,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((165500 529000, 165250 529000, 165250 529250, 165500 529250, 165500 529000))"
dominant_bodemtype_op_15m_20m_nap.647,62696,zand,zand,middelgrof zand,middelgrof zand,grof zand,,,"POLYGON ((168750 529000, 168500 529000, 168500 529250, 168750 529250, 168750 529000))"
dominant_bodemtype_op_15m_20m_nap.648,62941,klei,zand,zand,zand,zand,,,"POLYGON ((140750 528750, 140500 528750, 140500 529000, 140750 529000, 140750 528750))"
dominant_bodemtype_op_15m_20m_nap.649,62965,klei,zand,zand,zand,zand,,,"POLYGON ((146750 528750, 146500 528750, 146500 529000, 146750 529000, 146750 528750))"
dominant_bodemtype_op_15m_20m_nap.650,62975,klei,zand,zand,zand,zand,,,"POLYGON ((149250 528750, 149000 528750, 149000 529000, 149250 529000, 149250 528750))"
dominant_bodemtype_op_15m_20m_nap.651,62978,klei,zand,zand,zand,zand,,,"POLYGON ((150000 528750, 149750 528750, 149750 529000, 150000 529000, 150000 528750))"
dominant_bodemtype_op_15m_20m_nap.652,62982,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((151000 528750, 150750 528750, 150750 529000, 151000 529000, 151000 528750))"
dominant_bodemtype_op_15m_20m_nap.653,62984,klei,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((151500 528750, 151250 528750, 151250 529000, 151500 529000, 151500 528750))"
dominant_bodemtype_op_15m_20m_nap.654,62985,klei,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((151750 528750, 151500 528750, 151500 529000, 151750 529000, 151750 528750))"
dominant_bodemtype_op_15m_20m_nap.655,63001,zand,zand,fijn zand,klei,fijn zand,,,"POLYGON ((155750 528750, 155500 528750, 155500 529000, 155750 529000, 155750 528750))"
dominant_bodemtype_op_15m_20m_nap.656,63002,zand,zand,fijn zand,klei,fijn zand,,,"POLYGON ((156000 528750, 155750 528750, 155750 529000, 156000 529000, 156000 528750))"
dominant_bodemtype_op_15m_20m_nap.657,63025,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((161750 528750, 161500 528750, 161500 529000, 161750 529000, 161750 528750))"
dominant_bodemtype_op_15m_20m_nap.658,63031,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((163250 528750, 163000 528750, 163000 529000, 163250 529000, 163250 528750))"
dominant_bodemtype_op_15m_20m_nap.659,63041,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((165750 528750, 165500 528750, 165500 529000, 165750 529000, 165750 528750))"
dominant_bodemtype_op_15m_20m_nap.660,63042,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((166000 528750, 165750 528750, 165750 529000, 166000 529000, 166000 528750))"
dominant_bodemtype_op_15m_20m_nap.661,63049,zand,zand,fijn zand,middelgrof zand,fijn zand,,,"POLYGON ((167750 528750, 167500 528750, 167500 529000, 167750 529000, 167750 528750))"
dominant_bodemtype_op_15m_20m_nap.662,63055,zand,zand,middelgrof zand,middelgrof zand,zand,,,"POLYGON ((169250 528750, 169000 528750, 169000 529000, 169250 529000, 169250 528750))"
dominant_bodemtype_op_15m_20m_nap.663,63293,klei,zand,zand,zand,zand,,,"POLYGON ((139500 528500, 139250 528500, 139250 528750, 139500 528750, 139500 528500))"
dominant_bodemtype_op_15m_20m_nap.664,63295,klei,klei,zand,zand,zand,,,"POLYGON ((140000 528500, 139750 528500, 139750 528750, 140000 528750, 140000 528500))"
