JAAR;PERIODE;BELEIDSPROGRAMMA;ORGANISATIE; SUBSIDIE_BESCHIKT ;BEKOSTIGD_UIT_RIJKSINKOMSTEN;WETTELIJKE_TAAK;GLOB_OVERZ_GESUB_ACTIVITEITEN;INLEES_DATUM;GEMEENTE;GEMEENTE_CODE;LAND_CODE
2020;Q1;Programma Kunst en Cultuur;Vereniging Vrienden van Museum Vlaardingen; 500,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Werkgroep Koempoelan; 625,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Kracht van Vrouwen Vlaardingen; 750,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Toneelvereniging Het Masker; 1.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Varend Corso; 1.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Villa Musica; 1.200,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Mannenkoor Orpheus Vlaardingen; 1.225,00 ;Nee;Nee;Culturele activiteit.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Vereniging Historische Markt Vlaardingen; 2.500,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Gloria Toonkunst Vlaardingen; 4.730,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Jazz aan de Waterweg; 5.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Centrum Kunsteducatie Kade 40; 5.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Pluimage; 5.000,00 ;Nee;Nee;Voorjaarsconcert;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;"Stichting Jongeren Cultuurcentrum Vlaardingen ""De Kroepoekfabriek"""; 5.160,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Waterweg Cultuurprijs; 6.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Muziek bij de Buren; 6.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Internationale Orgelweek Vlaardingen; 6.515,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;"Stichting Jongeren Cultuurcentrum Vlaardingen ""De Kroepoekfabriek"""; 8.600,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stadsgehoorzaal Vlaardingen ; 8.600,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Geuzenmaand; 11.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Community Services Rotary Vlaardingen 80; 12.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Urban Fit; 12.900,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Metamorphose; 15.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Kwartiermakers ; 17.500,00 ;Nee;Nee;Culturele actriviteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;CJV Vlaardingen; 18.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Nationale Gedenkdagen Vlaardingen; 20.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Nationale Gedenkdagen Vlaardingen; 20.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Halen en Brengen; 48.000,00 ;Nee;Nee;Culturele activiteit;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Centrum Kunsteducatie Kade 40; 50.000,00 ;Ja;Nee;Cultuurcoach activiteiten volgens uitvoeringskader 2020. De Cultuurcoach heeft als hoofddoel de inwoners van Vlaardingen kennis te laten maken met kunst en cultuur in de breedste zin van het woord. Door de expertise op het gebied van kunst-cultuur en door een up to date kennis van de aanbodmarkt en de vraag en behoeftes vanuit de diverse doelgroepen uit Vlaardingen wordt de verbinding gelegd tussen aanbieder en afnemer. ;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Kunst en Cultuur;Stichting Zomerterras; 72.000,00 ;Nee;Nee;Culturele;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Onderwijs, economie en haven;Stichting Aanzet; 15.675,00 ;Ja;Ja;nazorg;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Onderwijs, economie en haven;Stichting Aanzet; 22.540,00 ;Ja;Ja;Scholing van 16 pedagogisch medewerkers voor het traject Startblokken van Basisontwikkeling.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Onderwijs, economie en haven;Stichting Aanzet; 38.740,00 ;Ja;Ja;coordineren opvoedportal/ communicatie portal;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Onderwijs, economie en haven;CBS Van Kampen; 45.000,00 ;Ja;Ja;Pilot kindplan. ;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Onderwijs, economie en haven;Stichting Wijzer  in Opvang en Onderwijs; 365.000,00 ;Ja;Ja;Globe;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;"Stichting Vrijwilligers Palliatieve Terminale Zorg Nieuwe Waterweg_x000D_
Noord"; 2.126,04 ;Nee;Nee;Inzetten van opgeleide vrijwilligers in de thuissituatie waar sprake is van benodigde palliatieve terminale zorg t.b.v. ontlasting mantelzorgers. ;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Vrienden van de Voggel; 3.629,00 ;Nee;Nee;Welzijnssubsidie: organiseren van activiteiten voor mensen met een verstandelijke handicap, zoals ontmoeting, sport/spel en educatie.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Vlaardingen in Beweging; 4.000,00 ;Nee;Nee;Opleiden van 16 Vlaardingse jongeren tot City-trainer.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Dierennoodhulp West Nederland; 7.500,00 ;Ja;Ja;Het vervoeren en tijdelijk opvangen van zwervend aangetroffen (huis)dieren.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting de Buurtvrouw; 7.650,00 ;Nee;Nee;Het cre‰ren van werk-leertrajecten voor jongeren en volwassenen met een verstandelijke en/of psychische kwetsbaarheid en diverse activiteiten die een maatschappelijke waarde leveren en buurtgericht zijn.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting Voedselbank Vlaardingen; 9.295,72 ;Nee;Nee;Het uitdelen van voedselpakketten aan mensen die op of onder het bestaansminimum leven.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Stichting De Windwijzer; 13.500,00 ;Nee;Nee;Organisatie van het inloophuis De Bovenkamer met wekelijkse bijeenkomsten voor mensen met beginnende dementie, mantelzorgers en buurtgenoten om elkaar te kunnen ontmoeten  en ondersteuning kunnen krijgen.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Vereniging Humanitas; 39.300,00 ;Nee;Nee;Gesubsidieerde activiteiten: Ondersteuning van mensen in Vlaardingen met (dreigende) financiele problemen, aansluiting in het project Aanpak Schulden in de Wijk.;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;Ipse de Bruggen; 57.258,00 ;Ja;Ja;FTE leveren aan de wijkteams;14-4-2020;Vlaardingen;0622;NL
2020;Q1;Programma Sociaal domein;FortaGroep; 338.757,00 ;Ja;Ja;FTE leveren aan de wijkteams;14-4-2020;Vlaardingen;0622;NL
