FID,oid_,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
trend_2008_50.1,0,402200,4,2200,190,270.1,80.1,-5.858,>2018,- - - - - -,3,985.8,,,"POLYGON ((158913.4840000011 606429.870000001, 158979.37200000137 606144.4770000018, 158784.49799999967 606099.4869999997, 158718.6099999994 606384.879999999, 158913.4840000011 606429.870000001))"
trend_2008_50.2,0,402220,4,2220,176,302.9,126.9,-4.104,>2018,- - - - - -,3,810.4,,,"POLYGON ((159108.4840000011 606473.870000001, 159154.64400000125 606273.9299999997, 158959.76999999955 606228.9389999993, 158913.6099999994 606428.879999999, 159108.4840000011 606473.870000001))"
trend_2008_50.3,0,402240,4,2240,170,320.1,150.1,-6.454,>2018,- - - - - -,3,1045.4,,,"POLYGON ((159303.4840000011 606516.870000001, 159376.07499999925 606202.4409999996, 159181.20100000128 606157.4510000013, 159108.6099999994 606471.879999999, 159303.4840000011 606516.870000001))"
trend_2008_50.4,0,402260,4,2260,160,338,178,-7.247,>2018,- - - - - -,3,1124.7,,,"POLYGON ((159499.4840000011 606560.870000001, 159580.99500000104 606207.807, 159386.12099999934 606162.8170000017, 159304.6099999994 606515.879999999, 159499.4840000011 606560.870000001))"
trend_2008_50.5,0,402280,4,2280,165,356.6,191.6,-6.795,>2018,- - - - - -,3,1079.5,,,"POLYGON ((159694.4840000011 606604.870000001, 159770.91099999845 606273.8280000016, 159576.03700000048 606228.8379999995, 159499.6099999994 606559.879999999, 159694.4840000011 606604.870000001))"
trend_2008_50.6,0,402300,4,2300,170,358.8,188.8,-9.148,>2018,- - - - - -,3,1314.8,,,"POLYGON ((159889.4840000011 606647.870000001, 159992.37700000033 606202.193, 159797.50299999863 606157.2030000016, 159694.6099999994 606602.879999999, 159889.4840000011 606647.870000001))"
trend_2008_50.7,0,402320,4,2320,175,381.5,206.5,-8.409,>2018,- - - - - -,3,1240.9,,,"POLYGON ((160084.4840000011 606691.870000001, 160179.06500000134 606282.1959999986, 159984.19099999964 606237.2060000002, 159889.6099999994 606646.879999999, 160084.4840000011 606691.870000001))"
trend_2008_50.8,0,402340,4,2340,165,396.1,231.1,-10.765,>2018,- - - - - -,3,1476.5,,,"POLYGON ((160279.4840000011 606734.870000001, 160400.5639999993 606210.4149999991, 160205.69000000134 606165.4250000007, 160084.6099999994 606689.879999999, 160279.4840000011 606734.870000001))"
trend_2008_50.9,0,402360,4,2360,166,420.1,254.1,-9.145,>2018,- - - - - -,3,1314.5,,,"POLYGON ((160474.4840000011 606778.870000001, 160577.34299999848 606333.3399999999, 160382.4690000005 606288.3489999995, 160279.6099999994 606733.879999999, 160474.4840000011 606778.870000001))"
trend_2008_50.10,0,402380,4,2380,170,445.9,275.9,-9.892,>2018,- - - - - -,3,1389.2,,,"POLYGON ((160670.4840000011 606822.870000001, 160781.74500000104 606340.9470000006, 160586.87099999934 606295.9560000002, 160475.6099999994 606777.879999999, 160670.4840000011 606822.870000001))"
trend_2008_50.11,0,402400,4,2400,170,460.9,290.9,-11.554,>2018,- - - - - -,3,1555.4,,,"POLYGON ((160865.4840000011 606865.870000001, 160995.438000001 606302.9770000018, 160800.5639999993 606257.9869999997, 160670.6099999994 606820.879999999, 160865.4840000011 606865.870000001))"
trend_2008_50.12,0,402420,4,2420,174,469.8,295.8,-12.547,>2018,- - - - - -,3,1654.7,,,"POLYGON ((161060.4840000011 606909.870000001, 161201.60700000077 606298.5989999995, 161006.73299999908 606253.6090000011, 160865.6099999994 606864.879999999, 161060.4840000011 606909.870000001))"
trend_2008_50.13,0,402440,4,2440,160,498.7,338.7,-13.711,>2018,- - - - - -,3,1771.1,,,"POLYGON ((161255.4840000011 606952.870000001, 161409.69900000095 606284.8900000006, 161214.82499999925 606239.8999999985, 161060.6099999994 606907.879999999, 161255.4840000011 606952.870000001))"
trend_2008_50.14,0,402460,4,2460,130,523.1,393.1,-13.332,>2018,- - - - - -,3,1733.2,,,"POLYGON ((161450.4840000011 606996.870000001, 161600.4360000007 606347.3550000004, 161405.561999999 606302.3649999984, 161255.6099999994 606951.879999999, 161450.4840000011 606996.870000001))"
trend_2008_50.15,0,402480,4,2480,115,535.4,420.4,-13.095,>2018,- - - - - -,3,1709.5,,,"POLYGON ((161645.4840000011 607040.870000001, 161792.77100000158 606402.9010000005, 161597.89699999988 606357.9109999985, 161450.6099999994 606995.879999999, 161645.4840000011 607040.870000001))"
trend_2008_50.16,0,402500,4,2500,100,513.2,413.2,-15.296,>2018,- - - - - -,3,1929.6,,,"POLYGON ((161840.4840000011 607083.870000001, 162012.52600000054 606338.6719999984, 161817.65199999884 606293.682, 161645.6099999994 607038.879999999, 161840.4840000011 607083.870000001))"
trend_2008_50.17,0,402520,4,2520,90,523.5,433.5,-15.662,>2018,- - - - - -,3,1966.2,,,"POLYGON ((162035.4840000011 607127.870000001, 162211.64299999923 606364.8409999982, 162016.76900000125 606319.8509999998, 161840.6099999994 607082.879999999, 162035.4840000011 607127.870000001))"
trend_2008_50.18,0,402540,4,2540,80,547.6,467.6,-12.512,>2018,- - - - - -,3,1651.2,,,"POLYGON ((162230.4840000011 607170.870000001, 162371.21299999952 606561.3040000014, 162176.33900000155 606516.3139999993, 162035.6099999994 607125.879999999, 162230.4840000011 607170.870000001))"
trend_2008_50.19,0,402560,4,2560,70,528.7,458.7,-16.031,>2018,- - - - - -,3,2003.1,,,"POLYGON ((162425.4840000011 607214.870000001, 162605.79399999976 606433.8640000001, 162410.9200000018 606388.8729999997, 162230.6099999994 607169.879999999, 162425.4840000011 607214.870000001))"
trend_2008_50.20,0,402580,4,2580,60,528.9,468.9,-19.208,>2018,- - - - - -,3,2320.8,,,"POLYGON ((162621.4840000011 607258.870000001, 162837.52699999884 606323.0850000009, 162642.65300000086 606278.0949999988, 162426.6099999994 607213.879999999, 162621.4840000011 607258.870000001))"
trend_2008_50.21,0,504000,5,4000,60,326,266,0.7,-,- - - - - -,1,410,,,"POLYGON ((123458.78599999845 585498.0210000016, 123434.03799999878 585522.7699999996, 123554.24599999934 585642.9780000001, 123578.99500000104 585618.2289999984, 123458.78599999845 585498.0210000016))"
trend_2008_50.22,0,504020,5,4020,60,328,268,3.7,-,- - - - - -,1,710,,,"POLYGON ((123599.78700000048 585639.0210000016, 123468.97199999914 585769.8350000009, 123589.1799999997 585890.0439999998, 123719.99500000104 585759.2289999984, 123599.78700000048 585639.0210000016))"
trend_2008_50.23,0,504040,5,4040,70,332,262,4.9,-,- - - - - -,1,830,,,"POLYGON ((123741.78700000048 585780.0210000016, 123568.54600000009 585953.2619999982, 123688.75400000066 586073.4699999988, 123861.99500000104 585900.2289999984, 123741.78700000048 585780.0210000016))"
trend_2008_50.24,0,504060,5,4060,100,329,229,3.4,-,- - - - - -,1,680,,,"POLYGON ((123883.78599999845 585921.0210000016, 123763.57800000161 586041.2289999984, 123883.78599999845 586161.436999999, 124003.99399999902 586041.2289999984, 123883.78599999845 585921.0210000016))"
trend_2008_50.25,0,504098,5,4098,105,316,211,4.3,-,- - - - - -,1,770,,,"POLYGON ((124093.3599999994 586109.254999999, 123926.27299999818 586244.5590000004, 124033.25800000131 586376.6739999987, 124200.3440000005 586241.370000001, 124093.3599999994 586109.254999999))"
trend_2008_50.26,0,504128,5,4128,108,256,148,0.2,-,- - - - - -,1,360,,,"POLYGON ((124280.3590000011 586337.254999999, 124272.58799999952 586343.5489999987, 124379.57200000063 586475.6629999988, 124387.3440000005 586469.370000001, 124280.3590000011 586337.254999999))"
trend_2008_50.27,0,504158,5,4158,76,220,144,2.4,-,- - - - - -,1,580,,,"POLYGON ((124465.3590000011 586566.254999999, 124372.10200000182 586641.7729999982, 124479.0859999992 586773.8880000003, 124572.3440000005 586698.370000001, 124465.3590000011 586566.254999999))"
trend_2008_50.28,0,504187,5,4187,64,180,116,1.6,-,- - - - - -,1,500,,,"POLYGON ((124641.66099999845 586780.7060000002, 124578.62000000104 586829.9589999989, 124683.28299999982 586963.9210000001, 124746.32400000095 586914.6680000015, 124641.66099999845 586780.7060000002))"
trend_2008_50.29,0,504217,5,4217,51,162,111,6,-,- - - - - -,1,940,,,"POLYGON ((124840.3590000011 587029.254999999, 124607.21599999815 587218.050999999, 124714.19999999925 587350.1660000011, 124947.3440000005 587161.370000001, 124840.3590000011 587029.254999999))"
trend_2008_50.30,0,504239,5,4239,37,139,102,3.9,-,- - - - - -,1,730,,,"POLYGON ((124979.3590000011 587199.254999999, 124827.81599999964 587321.9719999991, 124934.80000000075 587454.0870000012, 125086.3440000005 587331.370000001, 124979.3590000011 587199.254999999))"
trend_2008_50.31,0,1700530,17,530,66,63.3,-2.7,-2.083,-,1 - - - - -,4,508.3,,,"POLYGON ((22786.25 381769.78400000185, 22839.892000000924 381680.51000000164, 22711.31700000167 381603.25499999896, 22657.675000000745 381692.52899999917, 22786.25 381769.78400000185))"
trend_2008_50.32,0,1700558,17,558,33,44.7,11.7,-3.15,2011,- - - - - -,3,615,,,"POLYGON ((22759.352000001818 381749.23999999836, 22805.39999999851 381598.6220000014, 22661.95399999991 381554.7659999989, 22615.905999999493 381705.3839999996, 22759.352000001818 381749.23999999836))"
trend_2008_50.33,0,1700584,17,584,13,21.7,8.7,-5.374,2009,- - - - - -,3,837.4,,,"POLYGON ((22505.352000001818 381670.2410000004, 22583.912000000477 381413.2820000015, 22440.465999998152 381369.42599999905, 22361.905999999493 381626.38500000164, 22505.352000001818 381670.2410000004))"
trend_2008_50.34,0,1700602,17,602,-5,32.4,37.4,-1.465,>2018,- - - - - -,3,446.5,,,"POLYGON ((22341.352000001818 381619.23999999836, 22362.767999999225 381549.19099999964, 22219.322000000626 381505.3350000009, 22197.905999999493 381575.38500000164, 22341.352000001818 381619.23999999836))"
trend_2008_50.35,0,1700619,17,619,-8,22.7,30.7,-1.263,>2018,- - - - - -,3,426.3,,,"POLYGON ((22171.352000001818 381567.2410000004, 22189.81500000134 381506.8500000015, 22046.368999999017 381462.993999999, 22027.905999999493 381523.38500000164, 22171.352000001818 381567.2410000004))"
trend_2008_50.36,0,1700638,17,638,5,21.5,16.5,-3.154,2013,- - - - - -,3,615.4,,,"POLYGON ((21995.352000001818 381512.23999999836, 22041.458999998868 381361.4310000017, 21898.01300000027 381317.57499999925, 21851.905999999493 381468.38500000164, 21995.352000001818 381512.23999999836))"
trend_2008_50.37,0,1700663,17,663,43,47.4,4.4,-2.813,2009,- - - - - -,3,581.3,,,"POLYGON ((21756.352000001818 381438.2410000004, 21797.473999999464 381303.73600000143, 21654.028000000864 381259.881000001, 21612.905999999493 381394.38500000164, 21756.352000001818 381438.2410000004))"
trend_2008_50.38,0,1700684,17,684,44,51.4,7.4,-2.221,2011,- - - - - -,3,522.1,,,"POLYGON ((21550.352000001818 381375.2410000004, 21582.81899999827 381269.04300000146, 21439.3740000017 381225.186999999, 21406.905999999493 381331.38500000164, 21550.352000001818 381375.2410000004))"
trend_2008_50.39,0,1700705,17,705,33,45.6,12.6,-4.01,2011,- - - - - -,3,701,,,"POLYGON ((21350.352000001818 381313.23999999836, 21408.971999999136 381121.5009999983, 21265.526000000536 381077.6460000016, 21206.905999999493 381269.38500000164, 21350.352000001818 381313.23999999836))"
trend_2008_50.40,0,1700730,17,730,37,41,4,-3.198,2009,- - - - - -,3,619.8,,,"POLYGON ((21116.352000001818 381240.23999999836, 21163.102000001818 381087.3269999996, 21019.655999999493 381043.47199999914, 20972.905999999493 381196.38500000164, 21116.352000001818 381240.23999999836))"
trend_2008_50.41,0,1700751,17,751,37,49,12,-2.959,2012,- - - - - -,3,595.9,,,"POLYGON ((20918.352000001818 381179.23999999836, 20961.607999999076 381037.75499999896, 20818.162000000477 380993.8990000002, 20774.905999999493 381135.38500000164, 20918.352000001818 381179.23999999836))"
trend_2008_50.42,0,1700768,17,768,82,76.6,-5.4,-3.234,-,1 - - - - -,4,623.4,,,"POLYGON ((20752.352000001818 381128.23999999836, 20799.62799999863 380973.60599999875, 20656.18299999833 380929.75, 20608.905999999493 381084.38500000164, 20752.352000001818 381128.23999999836))"
trend_2008_50.43,0,1700778,17,778,109,101.8,-7.2,-2.923,-,1 - - - - -,4,592.3,,,"POLYGON ((20652.352000001818 381097.23999999836, 20695.08199999854 380957.4759999998, 20551.63599999994 380913.62099999934, 20508.905999999493 381053.38500000164, 20652.352000001818 381097.23999999836))"
trend_2008_50.44,0,1700791,17,791,126,131.9,5.9,-2.292,2010,- - - 4 - -,3,529.2,,,"POLYGON ((20533.352000001818 381060.23999999836, 20566.857000000775 380950.6479999982, 20423.412000000477 380906.79199999943, 20389.905999999493 381016.3839999996, 20533.352000001818 381060.23999999836))"
trend_2008_50.45,0,1700802,17,802,133,141.85761,8.85761,-0.719,>2018,- - - 4 - -,3,371.9,,,"POLYGON ((20424.352000001818 381026.23999999836, 20434.86300000176 380991.86100000143, 20291.416999999434 380948.00499999896, 20280.905999999493 380982.38500000164, 20424.352000001818 381026.23999999836))"
trend_2008_50.46,0,1700822,17,822,73,91.84016,18.84016,-1.864,>2018,- - - 4 - -,3,486.4,,,"POLYGON ((20412.05999999866 381020.37099999934, 20421.802000001073 380927.6810000017, 20272.6240000017 380912.0020000003, 20262.881999999285 381004.69099999964, 20412.05999999866 381020.37099999934))"
trend_2008_50.47,0,1700851,17,851,-3,6.7,9.7,-8.782,2009,- - - 4 - -,3,1178.2,,,"POLYGON ((20133.05999999866 380987.37099999934, 20178.958000000566 380550.67599999905, 20029.780000001192 380534.9970000014, 19983.881999999285 380971.69200000167, 20133.05999999866 380987.37099999934))"
