X,Y,OBJECTID,KPTIDENT,IWS_LEGGERSTATUS,KPTSOORT,KPTBODHO,KPTHOPUT,KPTBREED,KPTLENGT,XXXMATER,KWKDATUM,KWKOPME,KWKPLAAN,OSMOMSCH,IWS_MEMO,RICHTING,OBJECTID_1,KPTIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,GlobalID
6.203610185733,52.2438443249377,44621,AS.25.4-P0022,1,,,,,,,,,,,,,,,Gemeente,Gewoon en buitengewoon en constructie,,,8e9d0bdf-a658-4be9-988c-c33cc652767c
6.52356359699439,52.8163704937966,44622,BR-06-74_D_23,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,ed686588-1c40-4e27-bfef-47647c54d4e7
6.11966472246168,52.5312783343035,44623,DI.40.30-P0052,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,c5c5bed8-a0a3-4f3c-968a-f52b86b64c8e
6.27442586657343,52.4019025609641,44624,SW.55.170-P0044,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,bebc6d08-2172-4a19-8516-41a540d687c9
6.32898357511408,52.8328817095892,44625,P1068,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,0c68fcfa-6535-47cc-830c-867e13d7158b
6.5879786316947,52.8748224205694,44626,O-96-02-06_E_34,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,cd2f4cbd-7224-42b7-a2a3-1fb4c4dc8613
6.25181916372476,52.5617156349597,44627,DV.10.92-P0053,1,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,95749082-340d-452f-9396-48ac88fa8020
6.21870052630198,52.6963206746243,44628,P1081,1,,,,,,,,,,,,,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,4da22960-ac53-48b3-91ac-687ab6021088
6.20014262369189,52.3953724721176,44629,SW.55.8-P0012,1,,,,,,,,,,,,,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,ef1df723-a8be-4923-9a73-6a4a83c2f343
6.21917706963044,52.5306520777873,44630,SZ.255.38-P0026,1,,,,,,,,,,,,,,,Waterschap,Onderhoud hoofdconstructie,Aangeland,Gewoon en buitengewoon,a1e59ff6-ff12-4bf4-af5e-987cd24e61f5
6.28469147516179,52.5706888434365,44631,DV.30.141-P0026,1,,,,,,,,,,,,,,,Provincie,Gewoon en buitengewoon en constructie,,,088f0d69-0d21-4f5f-af25-3d39a64801ec
6.41291192270279,52.4194221358109,44632,SW.40.32-P0012,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,a43f47de-5eb0-4454-a37e-405116c49b42
6.23056167159797,52.2551181044545,44633,SW.75.88-P0009,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,c043a000-59fb-41b6-8f0f-3ba3f6c56465
6.24078272380469,52.4281509168245,44634,NW.25-P0006,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,bc4c441b-485c-4149-98ce-25f72ae4c965
6.26531218154134,52.5652359457844,44635,DV.10.92-P0014,1,,,,,,,,,,,,,,,Onbekend,Gewoon en buitengewoon en constructie,,,59878f8b-5ba4-4e07-882a-9d1befa578b5
6.12597415848087,52.5323367811157,44636,DI.30.11-P0022,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,b3c6cd3c-db2b-425d-86e2-c2e38959a724
6.27884027333336,52.5689696359501,44637,DV.30.141-P0079,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,a4768955-211d-42e4-b21b-ec1cbc297ede
6.4126016044372,52.4197363517056,44638,OK.40.32-P0011,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,1c3dd9bf-a638-4a21-b6af-289d4336e919
6.21383099671602,52.6334066198911,44639,DV.5.195-P0093,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,8027c62a-15b8-4af4-b604-e1cbe47876e7
6.28558093480742,52.3920039087228,44640,SW.55-141-P0100,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,,,181c1a6c-b37d-42b3-a632-6053a14fc59f
6.09405385347002,52.8004129039326,44641,P946,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,ac14f3d3-6ea8-4c85-a902-fec866dbae6f
6.09446424070125,52.8003905966431,44642,P945,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,2b0d9432-361f-4493-ba87-5c5a53e51cf8
6.05878215708769,52.5204277756093,44643,BW-P0001,1,,,,,,,,,,,,,,,Onbekend,Gewoon en buitengewoon en constructie,,,c6e3c999-9ea8-429d-ac19-3695966f45e0
6.20248355279498,52.2436293773607,44644,AS.25.4-P0018,1,,,,,,,,,,,,,,,Gemeente,Gewoon en buitengewoon en constructie,,,40bcec7e-d59c-4a0d-a2a5-761766b41426
6.4574367219949,52.8045594753061,44645,P1087,1,,,,,,,,,,,,,,,Rijkswaterstaat,Gewoon en buitengewoon en constructie,,,f5290f3c-8b44-443f-a9c1-f7e8df6d3dee
6.5045861947021,52.7323170956853,44646,D1061,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,a34cb0d7-605e-48bd-8271-12a244ce64b9
6.10055531788657,52.5177549981928,44647,SW.12-P0093,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,9e138705-3825-40ee-aa8e-dfbedfab2b16
6.03546134164768,52.6176425005586,44648,VR.5.62-P0002,1,,,,,,,,,,,,,,,Gemeente,Gewoon en buitengewoon en constructie,,,480aebdf-d082-432a-b43d-56ca07a66d55
6.27574718094714,52.3303181493655,44649,SW.90.57-P0068,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,c60fe485-23ec-4b7d-96d4-1c14ace4af16
6.58164552000265,52.7172032477902,44650,P1036,1,,,,,,,,,,,,,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,8c34457b-0cfc-40bd-9e01-d9c527da4d19
6.4553763482282,52.7145046066097,44651,P886,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,e946da0c-d6b4-4169-a6bb-ed0dea321748
6.28175194773352,52.3903638288389,44652,SW.55.98-P0061,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,6e5227e2-c23d-4279-a852-a5f63d2996b0
6.250818549326,52.587414873655,44653,DV.10.16-P0073,1,,,,,,,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,83e415a5-034d-49dd-b4c4-b40afc99a572
6.25330097353714,52.4628673815528,44654,NW.15.20-P0015,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,bfa80ae3-579b-47ff-a36b-8c84a2eb635f
6.1623112000075,52.255786807185,44655,AS.30.6-P0061,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,9c7e1cf4-532b-476f-b86d-93308a138fea
6.26188761073967,52.6141372475652,44656,DV.25.56-D0089,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,1028c9a3-a055-4974-8a93-ea6b3a5f76d4
6.5859943047291,52.8853726959646,44657,O-96-02_G_44,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,58bd399d-8dd6-4539-9072-5efd8cd78de6
6.27776289889637,52.3295529088396,44658,SW.90.57-P0058,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,31f1263f-5523-4b0d-9a49-3e6e455acdad
6.2176503123378,52.5780226479884,44659,SZ.25.364-P0021,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,64cba616-d8a8-4350-80a1-c56a064e1f8a
6.12951320349909,52.3858276827829,44660,SW.65.20-P0099,1,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud brugdek,5d553f72-e8d6-4970-9a5d-ba2b9abee859
