FID,length,filenaam,br_links,br_rechts,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vliegln_krib_waal_2009.35,10324.287,waal3_44,221.3999939,-220.19999695,2009-10-02T00:00:00,,,"LINESTRING (177887.186999999 434547.375, 167608.5159999989 435516.811999999)"
vliegln_krib_waal_2009.36,12905.046,waal3_45,297.20001221,-343,2009-10-02T00:00:00,,,"LINESTRING (178021.5469999984 434199.563000001, 165175.5780000016 435432.9690000005)"
vliegln_krib_waal_2009.37,11650.058,waal3_46,254.69999695,-259.1000061,2009-10-02T00:00:00,,,"LINESTRING (177011.9530000016 433910.125, 165428.936999999 435158.1559999995)"
vliegln_krib_waal_2009.38,13985.558,waal3_47,472.1000061,-456.1000061,2009-10-02T00:00:00,,,"LINESTRING (179398.5940000005 433432.313000001, 165469.1719999984 434684.125)"
vliegln_krib_waal_2009.39,14106.729,waal3_48,226.8999939,-244.5,2009-10-02T00:00:00,,,"LINESTRING (179346.6719999984 433112.9690000005, 165303.4530000016 434450.061999999)"
vliegln_krib_waal_2009.40,2455.287,waal3_51,251.6000061,-243.19999695,2009-10-02T00:00:00,,,"LINESTRING (184853.936999999 431801.75, 182534.8440000005 432608.125)"
vliegln_krib_waal_2009.41,9917.022,waal3_52,284.8999939,-224.8999939,2009-10-02T00:00:00,,,"LINESTRING (185885.7340000011 431310.4690000005, 176491.7659999989 434488.625)"
vliegln_krib_waal_2009.42,9994.318,waal3_53,302.6000061,-270.29998779,2009-10-02T00:00:00,,,"LINESTRING (186007.436999999 430851.9690000005, 176588.1559999995 434193.1559999995)"
vliegln_krib_waal_2009.43,10079.118,waal3_54,323.79998779,-348.3999939,2009-10-02T00:00:00,,,"LINESTRING (185768.436999999 430661.9059999995, 176203.1090000011 433838.875)"
vliegln_krib_waal_2009.44,9973.098,waal3_55,302,-443.70001221,2009-10-02T00:00:00,,,"LINESTRING (185767.5940000005 430260.3440000005, 176356.8909999989 433562.061999999)"
vliegln_krib_waal_2009.45,21290.996,waal3_59,269,-287.29998779,2009-09-28T00:00:00,,,"LINESTRING (205290.7809999995 430555.0309999995, 184005.0469999984 430081.688000001)"
vliegln_krib_waal_2009.46,12378.623,waal3_60,247.69999695,-295.6000061,2009-09-28T00:00:00,,,"LINESTRING (197436.938000001 430108.5, 185061.813000001 429814.25)"
vliegln_krib_waal_2009.47,12462.216,waal3_61,406,-281.3999939,2009-09-28T00:00:00,,,"LINESTRING (197552.5940000005 429745.75, 185093.0780000016 429486.3440000005)"
vliegln_krib_waal_2009.48,12010.276,waal3_62,226.8999939,-265.1000061,2009-10-02T00:00:00,,,"LINESTRING (197328.063000001 429450.0940000005, 185321.125 429166.9059999995)"
vliegln_krib_waal_2009.49,11282.138,waal3_63,229,-268.3999939,2009-10-02T00:00:00,,,"LINESTRING (196656.9059999995 429110.625, 185378.2030000016 428832.25)"
vliegln_krib_waal_2009.50,4553.181,waal3_65,214.1000061,-228.19999695,2009-09-29T00:00:00,,,"LINESTRING (200694.438000001 432676.9690000005, 196142.125 432588.063000001)"
vliegln_krib_waal_2009.51,11139.127,waal3_66,225.30000305,-208,2009-09-29T00:00:00,,,"LINESTRING (201180.8590000011 432357, 190044 432132.25)"
vliegln_krib_waal_2009.52,18067.018,waal3_67,319.20001221,-319.29998779,2009-09-29T00:00:00,,,"LINESTRING (201515.063000001 432068, 183453.0469999984 431642.875)"
vliegln_krib_waal_2009.53,16754.689,waal3_68,251.3999939,-240.6000061,2009-09-29T00:00:00,,,"LINESTRING (200614.811999999 431699.5, 183863.1559999995 431380.688000001)"
vliegln_krib_waal_2009.54,17842.113,waal3_69,321.79998779,-275.3999939,2009-09-29T00:00:00,,,"LINESTRING (200650.9840000011 431422.9690000005, 182813.7340000011 431006.375)"
vliegln_krib_waal_2009.55,16865.594,waal3_70,379.3999939,-466.5,2009-09-29T00:00:00,,,"LINESTRING (199692.9059999995 431046.625, 182830.7190000005 430707.6559999995)"
vliegln_krib_waal_2009.56,17436.814,waal3_71,377.6000061,-363.5,2009-09-29T00:00:00,,,"LINESTRING (200475.061999999 430762.1559999995, 183042.1719999984 430392.25)"
vliegln_krib_waal_2009.57,4580.112,waal3_75,328.6000061,-231.3999939,2009-09-29T00:00:00,,,"LINESTRING (200852.8909999989 433348.25, 196275.2030000016 433199.25)"
vliegln_krib_waal_2009.58,3745.564,waal3_76,296.29998779,-247.8999939,2009-09-29T00:00:00,,,"LINESTRING (199953.8909999989 432987.563000001, 196210.063000001 432873.5309999995)"
vliegln_krib_waal_2009.59,4067.487,waal3_77,244,-380.5,2009-10-02T00:00:00,,,"LINESTRING (181804.6090000011 431336.438000001, 177960.4840000011 432665.7809999995)"
vliegln_krib_waal_2009.60,5719.403,waal3_78,640.40002441,-405.6000061,2009-10-02T00:00:00,,,"LINESTRING (176322.6719999984 434967.9059999995, 170632.3280000016 435543.7190000005)"
vliegln_krib_waal_2009.61,4186.444,waal3_79,362.6000061,-243.5,2009-10-02T00:00:00,,,"LINESTRING (167008.4059999995 435829.186999999, 163120.8440000005 434275.75)"
vliegln_krib_waal_2009.62,5984.044,waal3_80,352.29998779,-358.6000061,2009-10-04T00:00:00,,,"LINESTRING (168990.2969999984 434821.6559999995, 163423.7809999995 432625.5940000005)"
vliegln_krib_waal_2009.63,4433.647,waal3_81,254.3999939,-250.8999939,2009-10-02T00:00:00,,,"LINESTRING (167244.0159999989 436134.625, 163150.938000001 434430.5309999995)"
vliegln_krib_waal_2009.64,4613.942,waal3_82,381.6000061,-332.5,2009-10-04T00:00:00,,,"LINESTRING (168351.2969999984 434337.9690000005, 164038.0159999989 432699.6559999995)"
vliegln_krib_waal_2009.65,2547.996,waal3_83,231.69999695,-371.1000061,2009-10-05T00:00:00,,,"LINESTRING (158020.1719999984 429584.5940000005, 156652.625 427434.686999999)"
vliegln_krib_waal_2009.66,2909.38,waal3_84,239.30000305,-227.19999695,2009-10-05T00:00:00,,,"LINESTRING (156404.2030000016 430388.875, 157927.6559999995 432867.5)"
vliegln_krib_waal_2009.67,3782.432,waal3_85,243.5,-224.80000305,2009-10-04T00:00:00,,,"LINESTRING (151305.2809999995 426653.5309999995, 147527.7030000016 426845.0940000005)"
vliegln_krib_waal_2009.68,3155.931,waal3_86,222.5,-335.8999939,2009-10-04T00:00:00,,,"LINESTRING (144091.75 423934.125, 140937.5159999989 424037.5940000005)"
vliegln_krib_waal_2009.69,2765.26,waal3_87,370.29998779,-297.70001221,2009-10-04T00:00:00,,,"LINESTRING (143538.438000001 423738.375, 140778.0940000005 423903.186999999)"
vliegln_krib_waal_2009.70,3763.568,waal3_88,281.20001221,-272.3999939,2009-10-05T00:00:00,,,"LINESTRING (132409.813000001 424452.4690000005, 128655.1799999997 424711.6559999995)"
vliegln_krib_waal_2009.71,3639.939,waal3_89,286.70001221,-358,2009-10-05T00:00:00,,,"LINESTRING (132637.2190000005 424160.4690000005, 129001.9299999997 424344.4059999995)"
vliegln_krib_waal_2009.72,3224.545,waal3_90,268.70001221,-344.20001221,2009-10-05T00:00:00,,,"LINESTRING (132347.936999999 423837.4059999995, 129129.2190000005 424031.1559999995)"
vliegln_krib_waal_2009.73,2465.711,waal3_91,272.1000061,-311.3999939,2009-10-05T00:00:00,,,"LINESTRING (132678.2340000011 423564.7190000005, 130212.52299999818 423565.2190000005)"
vliegln_krib_waal_2009.74,8209.665,waal3_92,285.79998779,-337.3999939,2009-09-28T00:00:00,,,"LINESTRING (209378.4690000005 429195.0940000005, 201179.7340000011 429618.5940000005)"
vliegln_krib_waal_2009.75,6293.327,waal3_93,214.6000061,-258.20001221,2009-09-28T00:00:00,,,"LINESTRING (204652.5 428372.25, 199308.938000001 431696.75)"
vliegln_krib_waal_2009.76,7402.518,waal3_94,214.5,-304.1000061,2009-09-28T00:00:00,,,"LINESTRING (205611.063000001 428092.436999999, 199324.9059999995 432001.5940000005)"
vliegln_krib_waal_2009.77,7708.754,waal3_95,296.70001221,-213.8999939,2009-09-28T00:00:00,,,"LINESTRING (205931.6559999995 428305.7809999995, 199424.311999999 432438.5)"
vliegln_krib_waal_2009.78,4740.744,waal3_97,248.5,-211.30000305,2009-09-28T00:00:00,,,"LINESTRING (209050.9840000011 428924.875, 204316.875 429175.5940000005)"
vliegln_krib_waal_2009.79,4504.014,waal3_98,219.1000061,-262.6000061,2009-09-28T00:00:00,,,"LINESTRING (209276.875 428575.5940000005, 204776.063000001 428745.375)"
vliegln_krib_waal_2009.80,3586.958,waal3_99,208.8999939,-260.1000061,2009-09-28T00:00:00,,,"LINESTRING (209190.8280000016 428262.6559999995, 205607.7030000016 428428.438000001)"
vliegln_krib_waal_2009.81,4419.594,waal3_102,234.19999695,-274,2009-09-28T00:00:00,,,"LINESTRING (209158.7969999984 427949.438000001, 204744.5940000005 428167.6559999995)"
vliegln_krib_waal_2009.82,3690.744,waal3_103,299,-290.5,2009-09-29T00:00:00,,,"LINESTRING (194843.0159999989 437405.9690000005, 193340.8590000011 440777.188000001)"
vliegln_krib_waal_2009.83,5158.766,waal3_104,233.69999695,-385.79998779,2009-09-29T00:00:00,,,"LINESTRING (195724.1090000011 436384.5309999995, 193591.5469999984 441081.875)"
vliegln_krib_waal_2009.84,5582.191,waal3_105,339.70001221,-276.29998779,2009-09-29T00:00:00,,,"LINESTRING (196111.5 436360.563000001, 193701.7030000016 441395.811999999)"
vliegln_krib_waal_2009.85,5178.302,waal3_106,316.3999939,-378.29998779,2009-10-02T00:00:00,,,"LINESTRING (197273.313000001 434487.688000001, 195101.811999999 439188.688000001)"
vliegln_krib_waal_2009.86,4670.963,waal3_107,337.6000061,-320.79998779,2009-10-02T00:00:00,,,"LINESTRING (197793.4059999995 434110.7809999995, 195900.563000001 438381.0309999995)"
vliegln_krib_waal_2009.87,5690.89,waal3_108,927.70001221,-760.40002441,2009-10-02T00:00:00,,,"LINESTRING (198288.375 433150.25, 196282.563000001 438475.936999999)"
vliegln_krib_waal_2009.88,7515.481,waal3_110,375.6000061,-370.20001221,2009-10-02T00:00:00,,,"LINESTRING (200376.3590000011 429192.5, 197636.7969999984 436190.875)"
vliegln_krib_waal_2009.89,3461.626,waal3_111,471.1000061,-274.29998779,2009-10-02T00:00:00,,,"LINESTRING (199478.5159999989 432456.875, 198147.188000001 435652.25)"
vliegln_krib_waal_2009.90,2508.427,waal3_112,272.20001221,-272.8999939,2009-09-28T00:00:00,,,"LINESTRING (199437.438000001 433066.75, 198460.5159999989 435377.125)"
vliegln_krib_waal_2009.91,9607.882,waal3_248,450.79998779,-312,2009-09-28T00:00:00,,,"LINESTRING (207764.2969999984 427474.0940000005, 199650.4059999995 432619.5940000005)"
