FID,length,filenaam,br_links,br_rechts,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vliegln_krib_waal_2009.1,2780.668,waal3_1,332.29998779,-243.1000061,2009-10-05T00:00:00,,,"LINESTRING (135823.5159999989 426779.875, 133050.063000001 426980.063000001)"
vliegln_krib_waal_2009.2,4269.65,waal3_2,326.8999939,-208.5,2009-10-05T00:00:00,,,"LINESTRING (136356.561999999 426439.2809999995, 132097.188000001 426735.313000001)"
vliegln_krib_waal_2009.3,13996.511,waal3_2n,259.29998779,-336.70001221,2009-10-05T00:00:00,,,"LINESTRING (203095.9530000016 430882.7809999995, 189099.5159999989 430927.9690000005)"
vliegln_krib_waal_2009.4,9366.335,waal3_3,274,-242.80000305,2009-10-05T00:00:00,,,"LINESTRING (141417.5469999984 425779.375, 132067.813000001 426336.7809999995)"
vliegln_krib_waal_2009.5,4279.27,waal3_3na,254.19999695,-263.20001221,,,,"LINESTRING (207507.1090000011 429337.436999999, 203231.6559999995 429518.125)"
vliegln_krib_waal_2009.6,14496.471,waal3_4,344.70001221,-323.8999939,2009-10-05T00:00:00,,,"LINESTRING (141935.625 425421.186999999, 127472.57800000161 426405.0309999995)"
vliegln_krib_waal_2009.7,16178.739,waal3_5,558.79998779,-298.79998779,2009-10-05T00:00:00,,,"LINESTRING (143904.9059999995 424955.875, 127765.8200000003 426087.9059999995)"
vliegln_krib_waal_2009.8,16630.381,waal3_6,238.3999939,-247.30000305,2009-10-05T00:00:00,,,"LINESTRING (144270.0309999995 424619.811999999, 127674.9059999995 425702.125)"
vliegln_krib_waal_2009.9,16851.588,waal3_7,216.19999695,-253.19999695,2009-10-05T00:00:00,,,"LINESTRING (144616.0159999989 424261.9690000005, 127803.0309999995 425401.9690000005)"
vliegln_krib_waal_2009.10,4601.546,waal3_8,254.30000305,-234.80000305,2009-10-05T00:00:00,,,"LINESTRING (133211.3440000005 424736.4059999995, 128617.18800000101 424997.0940000005)"
vliegln_krib_waal_2009.11,13612.298,waal3_12,301.29998779,-316.6000061,2009-10-04T00:00:00,,,"LINESTRING (154308.813000001 423743.9690000005, 140712.75 424408.5940000005)"
vliegln_krib_waal_2009.12,4805.339,waal3_14,253,-249.69999695,2009-10-04T00:00:00,,,"LINESTRING (152165 426372.3440000005, 147366.5940000005 426630.375)"
vliegln_krib_waal_2009.13,6900.716,waal3_15,244.8999939,-229.19999695,2009-10-04T00:00:00,,,"LINESTRING (152768.25 426094.2809999995, 145872.438000001 426354.375)"
vliegln_krib_waal_2009.14,6839.283,waal3_16,214.6000061,-264.79998779,2009-10-05T00:00:00,,,"LINESTRING (152685.1559999995 425709.936999999, 145855.813000001 426078.5309999995)"
vliegln_krib_waal_2009.15,9851.24,waal3_17,261.20001221,-394.20001221,2009-10-05T00:00:00,,,"LINESTRING (152624.4840000011 425427.6559999995, 142786.0159999989 425929.125)"
vliegln_krib_waal_2009.16,9981.232,waal3_18,254,-283.6000061,2009-10-05T00:00:00,,,"LINESTRING (152595.0940000005 425071.875, 142626.9219999984 425582.311999999)"
vliegln_krib_waal_2009.17,11080.946,waal3_19,244.8999939,-245,2009-10-04T00:00:00,,,"LINESTRING (153395.813000001 424755.4059999995, 142327.1559999995 425277.1559999995)"
vliegln_krib_waal_2009.18,14590.624,waal3_20,261.20001221,-268.29998779,2009-10-04T00:00:00,,,"LINESTRING (154639.9530000016 424375.6559999995, 140065.1719999984 425055.4059999995)"
vliegln_krib_waal_2009.19,14685.199,waal3_21,400.5,-435.6000061,2009-10-04T00:00:00,,,"LINESTRING (155203.8280000016 424041.3440000005, 140533.7659999989 424707.936999999)"
vliegln_krib_waal_2009.20,12654.374,waal3_24,251.8999939,-308.70001221,2009-10-05T00:00:00,,,"LINESTRING (158873.75 433855.188000001, 152063.686999999 423189.5309999995)"
vliegln_krib_waal_2009.21,12719.146,waal3_25,230.69999695,-476.5,2009-10-05T00:00:00,,,"LINESTRING (152447.625 423208.4690000005, 159270.125 433943)"
vliegln_krib_waal_2009.22,12962.557,waal3_26,372.79998779,-236.8999939,2009-10-05T00:00:00,,,"LINESTRING (160084.2969999984 434531.188000001, 153133.063000001 423590.061999999)"
vliegln_krib_waal_2009.23,13386.97,waal3_27,240.5,-250.6000061,2009-10-05T00:00:00,,,"LINESTRING (160406.9690000005 434493.063000001, 153226.1090000011 423195)"
vliegln_krib_waal_2009.24,5425.407,waal3_28,397.5,-396.20001221,2009-10-05T00:00:00,,,"LINESTRING (155528 426248.5940000005, 158487.75 430795.561999999)"
vliegln_krib_waal_2009.25,2677.962,waal3_31,229.5,-225,2009-10-04T00:00:00,,,"LINESTRING (161734.625 433896.25, 159065.1719999984 433682.936999999)"
vliegln_krib_waal_2009.26,6369.401,waal3_32,334.1000061,-248.19999695,2009-10-04T00:00:00,,,"LINESTRING (164995.0780000016 433944.5940000005, 158641.2190000005 433499.9059999995)"
vliegln_krib_waal_2009.27,6761.407,waal3_33,224.80000305,-296.70001221,2009-10-04T00:00:00,,,"LINESTRING (164937.2190000005 433582.2809999995, 158191.2659999989 433125.4059999995)"
vliegln_krib_waal_2009.28,8482.045,waal3_34,374.29998779,-308.5,2009-10-04T00:00:00,,,"LINESTRING (165220.3590000011 433302.5309999995, 156758.2969999984 432720.6559999995)"
vliegln_krib_waal_2009.29,2740.785,waal3_35,242.3999939,-338.8999939,2009-10-04T00:00:00,,,"LINESTRING (159920.4059999995 432621.061999999, 157185.5940000005 432440.2190000005)"
vliegln_krib_waal_2009.30,7059.255,waal3_36n,236,-228,,,,"LINESTRING (196516.5469999984 435277.811999999, 193632.0309999995 441720.8440000005)"
vliegln_krib_waal_2009.31,5922.068,waal3_38,300.3999939,-367.79998779,2009-10-04T00:00:00,,,"LINESTRING (167325.2340000011 435604.4059999995, 161863.438000001 433315.375)"
vliegln_krib_waal_2009.32,6249.472,waal3_39,339.6000061,-428.29998779,2009-10-04T00:00:00,,,"LINESTRING (162041.2659999989 433131.7190000005, 167853.938000001 435427.0940000005)"
vliegln_krib_waal_2009.33,6891.073,waal3_40,432.70001221,-545.70001221,2009-10-04T00:00:00,,,"LINESTRING (168750.125 435420.436999999, 162361.6409999989 432837)"
vliegln_krib_waal_2009.34,5444.477,waal3_41,292.20001221,-242.30000305,2009-10-04T00:00:00,,,"LINESTRING (167958.3440000005 434785.125, 162902.688000001 432764.563000001)"
